dbn,q1_1,q13_c8_r3,q12_c1_r4,q15_c8_r4,q17_c1_r4,q15_c9_r1,q13_c12_r2,q17_c4_r2,q13_c1_r4,q14_c10_r3,q20_r2_c1,q13_c1_r3,q9_2,q17_c11_r3,q11_r3_c1,q20_r2_c4,q15_c4_r1,q21_r7_c4,q13_c11_r1,q14_c8_r1,q9_11,q15_c6_r2,q16_c2_r2,q14_c8_r4,q14_c12_r3,q14_c7_r3,q9_7,q15_c7_r3,q21_r3_c1,q13_c5_r3,q9_6,q13_c11_r3,q9_13,q17_c6_r4,q16_c12_r2,q20_r5_c3,q14_c9_r2,q14_c9_r1,q13_c13_r3,q11_r2_c1,q16_c12_r1,q16_c12_r3,q21_r3_c4,q20_r3_c2,q16_c10_r2,q13_c3_r2,q14_c11_r3,q21_r5_c4,q13_c9_r2,q14_c1_r2,q8_r2_c1,q16_c11_r4,q16_c13_r3,q15_c3_r4,q14_c12_r4,q14_c10_r2,q17_c13_r2,q20_r4_c4,q15_c11_r2,q6_4,q17_c8_r3,q14_c13_r4,q9_12,q13_c13_r2,q9_5,q17_c3_r1,q16_c14_r3,q21_r4_c2,q11_r2_c3,q3_2,q13_c10_r4,q13_c8_r2,q13_c10_r1,q16_c15_r2,q15_c10_r1,q13_c10_r2,q13_c8_r1,q17_c3_r3,q20_r4_c3,q16_c9_r1,q14_c11_r4,q16_c13_r1,q15_c12_r2,q16_c14_r1,q15_c5_r2,q15_c12_r1,q20_r5_c4,q13_c12_r4,q16_c6_r3,q13_c11_r2,q9_17,q21_r3_c2,q15_c5_r1,q14_c4_r1,q16_c6_r2,q11_r1_c4,q15_c1_r3
13K011,,,0,,0.0,,,0.0,0.0,,0,0.0,0,,0,0,30.0,0,,,1,,0.0,,,,0,,0,0.0,0,,0,,,0,,,,0,,,0,0,,0.0,,0,,0.0,1.0,,,0.0,,,,0,,0.0,,,0,,0,0.0,,0,0,1,,,,,,,,0.0,0,,,,,,0.0,,0,,,,1,0,30.0,30.0,,0,0.0
22K203,Dana,,10,,20.0,,,25.0,20.0,,0,15.0,0,,0,0,20.0,0,,,1,25.0,25.0,,,,0,,0,,0,,1,,,0,,,,1,,,0,0,,25.0,,0,,25.0,2.0,,,20.0,,,,0,,0.0,,,0,,0,20.0,,0,1,1,,,,,,,,15.0,0,,,,,,25.0,,0,,,,1,0,20.0,20.0,,0,15.0
18K588,Robert,,,,,,,,,,0,,1,,0,0,,0,,,1,,,,,,1,,0,,1,,0,,,0,,,,0,,,0,0,,,,0,,,1.0,,,,,,,0,,0.0,,,1,,1,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
06M278,Noelle,,10,,10.0,,,,10.0,,0,0.0,1,,0,0,,0,,,1,,0.0,,,,1,,0,,1,,1,,,0,,,,0,,,0,0,,,,0,,0.0,1.0,,,,,,,0,,0.0,,,1,,1,,,0,0,0,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,0.0
08X146,Jenoice,,0,,0.0,,,,0.0,,0,0.0,1,,0,0,,0,,,1,,0.0,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,0.0,,0,,0.0,0.0,,,0.0,,,,0,,0.0,,,0,,0,0.0,,0,1,0,,,,,,,,0.0,0,,,,,,,,0,,,,1,0,,,,0,0.0
19K149,LAYA,,0,,20.0,,,20.0,0.0,,0,0.0,1,,0,0,0.0,0,,,1,20.0,20.0,,,,0,0.0,0,0.0,0,,0,20.0,,0,,,,0,,,0,0,,0.0,,0,,0.0,1.0,,,20.0,,,,0,,0.0,,,0,,1,0.0,,0,0,1,,,,,,,,0.0,0,,,,,,20.0,,0,,0.0,,0,0,0.0,0.0,20.0,0,0.0
20K205,Jesse,0.0,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,0,0,0.0,0,10.0,0.0,1,0.0,0.0,10.0,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,,1,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,10.0,,10.0,,0.0,,0,,0.0,0.0,,0,,0,20.0,,0,0,1,0.0,0.0,10.0,,,0.0,10.0,0.0,0,0.0,10.0,,,,0.0,,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0,0.0
14K610,Tonya,,,,,,,,,,0,,1,,0,0,,0,,,1,,,,,,1,,0,,0,,0,,,0,,,,0,,,0,0,,,,0,,,1.0,,,,,,,0,,0.0,,,0,,1,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
13K054,Emma,,1,,0.0,,,,1.0,,0,0.0,0,,0,0,,0,,,1,,,,,,1,,0,,0,,0,,,0,,,,0,,,0,0,,,,0,,1.0,0.0,,,,,,,0,,0.0,,,0,,0,,,0,1,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,0.0
25Q281,Abi,,,,,,,,,,0,,1,,0,0,,0,,,1,,,,,,1,,0,,1,,0,,,0,,,,0,,,0,0,,,,0,,,0.0,,,,,,,0,,1.0,,,0,,0,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
03M163,Jee Hye,,32,,0.0,,,20.0,0.0,,0,0.0,1,,0,0,0.0,0,,,1,,20.0,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,0.0,,0,,0.0,0.0,,,0.0,,,,0,,0.0,,,0,,0,20.0,,0,1,0,,,,,,,,0.0,0,,,,,,,,0,,,,0,0,,0.0,,1,0.0
11X468,Joanna,,,,,,,,,,0,,1,,0,0,,0,,,1,,,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,,,0,,,1.0,,,,,,,0,,0.0,,,0,,0,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
19K409,Samuel,,,,,,,,,,0,,1,,0,0,,0,,,1,,,,,,0,,0,,1,,0,,,0,,,,0,,,0,0,,,,0,,,1.0,,,,,,,0,,0.0,,,0,,1,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
28Q121,Deborah,,0,,0.0,,,11.0,0.0,,0,0.0,1,,0,0,0.0,0,,,1,0.0,12.0,,,,0,,0,0.0,0,,0,0.0,,0,,,,0,,,0,0,,0.0,,0,,0.0,0.0,,,0.0,,,,0,,0.0,,,1,,0,0.0,,0,0,0,,,,,,,,12.0,0,,,,,,0.0,,0,,12.0,,1,0,0.0,10.0,12.0,0,12.0
27Q223,Eric,,1,,16.0,,,1.0,2.0,,0,1.0,1,,0,0,2.0,0,,,1,,1.0,,,,0,,0,1.0,0,,0,,,0,,,,1,,,0,0,,35.0,,0,,34.0,2.0,,,13.0,,,,0,,0.0,,,1,,1,1.0,,0,0,0,,,,,,,,1.0,0,,,,,,,,0,,,,1,0,,34.0,,0,2.0
17K745,Nicole,,,,,,,,,,0,,1,,0,0,,0,,,1,,,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,,,0,,,2.0,,,,,,,0,,0.0,,,0,,0,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
26Q172,Myles,,,,,,,,,,0,,1,,0,0,,0,,,1,,,,,,0,,0,,0,,1,,,0,,,,0,,,0,0,,,,0,,,1.0,,,,,,,0,,0.0,,,0,,1,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
25Q294,Liam,,,,,,,,,,0,,0,,0,0,,0,,,1,,,,,,0,,0,,1,,0,,,0,,,,0,,,0,0,,,,0,,,1.0,,,,,,,0,,0.0,,,0,,1,,,0,0,0,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
11X112,Stacie,,0,,0.0,,,,0.0,,0,0.0,1,,0,0,0.0,0,,,1,,27.0,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,54.0,,0,,54.0,1.0,,,0.0,,,,0,,0.0,,,0,,0,0.0,,0,0,1,,,,,,,,0.0,0,,,,,,,,0,,,,1,0,,,,0,0.0
11X169,Tonya,,36,,36.0,,,36.0,36.0,,0,0.0,1,,0,0,,0,,,1,,36.0,,,,0,,0,,0,,0,,,0,,,,1,,,0,0,,,,0,,36.0,1.0,,,36.0,,,,0,,1.0,,,0,,0,0.0,,0,0,0,,,,,,,,0.0,0,,,,,,,,0,,,,1,0,,,,0,0.0
02M432,Daniel,,,,,,,,,,0,,1,,0,0,,0,,,1,,,,,,0,,0,,1,,0,,,0,,,,0,,,0,0,,,,0,,,1.0,,,,,,,0,,1.0,,,0,,0,,,0,0,0,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
17K006,Marina,,0,,0.0,,,0.0,0.0,,0,0.0,0,,1,0,0.0,0,,,1,,0.0,,,,0,,0,0.0,0,,0,,,0,,,,0,,,0,0,,0.0,,0,,0.0,0.0,,,0.0,,,,0,,0.0,,,0,,0,0.0,,0,0,0,,,,,,,,0.0,0,,,,,,,,0,,0.0,,1,0,,0.0,0.0,0,0.0
24Q087,Debra,,0,,0.0,,,,0.0,,0,0.0,1,,0,0,,0,,,1,,0.0,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,,,0,,0.0,0.0,,,0.0,,,,0,,0.0,,,0,,0,0.0,,0,0,1,,,,,,,,0.0,0,,,,,,,,0,,,,1,0,,,,0,0.0
25Q022,Rachel,,0,,0.0,,,0.0,0.0,,0,1.0,1,,0,0,7.0,0,,,1,0.0,0.0,,,1.0,0,,0,1.0,1,,0,0.0,,0,,,,0,,,0,0,,0.0,,0,,0.0,0.0,,,0.0,,,,0,,0.0,,,1,,1,0.0,,0,0,0,,,,,,,,0.0,0,,,,,,0.0,,0,,0.0,,1,0,7.0,6.0,0.0,0,0.0
02M033,Tanya,,50,,50.0,,,50.0,50.0,,0,0.0,0,,0,0,0.0,0,,,1,,50.0,,,,0,,0,0.0,0,,1,,,0,,,,0,,,0,0,,50.0,,0,,50.0,0.0,,,50.0,,,,0,,0.0,,,0,,0,0.0,,0,1,1,,,,,,,,0.0,0,,,,,,50.0,,0,,,,1,0,0.0,0.0,,0,0.0
27Q090,Diane,,20,,20.0,,,20.0,20.0,,0,20.0,0,,1,0,20.0,0,,,1,,20.0,,,,1,,0,20.0,0,,0,20.0,,0,,,,0,,,0,0,,20.0,,0,,20.0,0.0,,,20.0,,,,0,,0.0,,,1,,0,20.0,,0,1,1,,,,,,,,20.0,0,,,,,,20.0,,0,,,,1,0,20.0,20.0,,0,20.0
17K528,Mark,,,,,,,,,,0,,0,,0,0,,0,,,1,,,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,,,0,,,0.0,,,,,,,0,,1.0,,,1,,1,,,0,0,0,,,,,,,,,0,,,,,,,,0,,,,0,0,,,,0,
15K667,Dan,,,,,,,,,,0,,1,,0,0,,0,,,1,,,,,,1,,0,,1,,1,,,0,,,,0,,,0,0,,,,0,,,1.0,,,,,,,0,,0.0,,,1,,1,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,0,0,,,,0,
02M343,Maggie,,0,,10.0,,,,0.0,,0,10.0,1,,0,0,,0,,,1,,100.0,,,,0,,0,,0,,0,,,0,,,,1,,,0,0,,0.0,,0,,0.0,1.0,,,20.0,,,,0,,0.0,,,0,,0,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,10.0
06M293,Gloria,,,,,,,,,,0,,1,,0,0,,0,,,1,,,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,,,0,,,1.0,,,,,,,0,,0.0,,,0,,1,,,0,0,0,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
11X160,Nathan,,0,,0.0,,,0.0,0.0,,0,0.0,1,,0,0,,0,,,1,,8.0,,,,0,,0,,0,,1,,,0,,,,1,,,0,0,,0.0,,0,,0.0,1.0,,,0.0,,,,0,,0.0,,,0,,0,3.0,,0,0,1,,,,,,,,3.0,0,,,,,,,,0,,,,1,0,,0.0,,0,0.0
25Q120,Eileen,,36,,72.0,,,72.0,36.0,,0,0.0,0,,0,0,0.0,0,,,1,72.0,0.0,,,0.0,0,,0,0.0,0,,1,36.0,,0,,,,1,,,0,0,,36.0,,0,,0.0,1.0,,,16.0,,,,0,,0.0,,,0,,0,0.0,,0,0,1,,,,,,,,0.0,0,,,,,,72.0,,0,,0.0,,1,0,0.0,0.0,0.0,0,0.0
15K592,Billy,,,,,,,,,,0,,1,,0,0,,0,,,1,,,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,,,0,,,0.0,,,,,,,0,,0.0,,,0,,0,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
13K093,Sharon,,0,,0.0,,,,0.0,,0,0.0,1,,0,0,,0,,,1,,0.0,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,0.0,,0,,0.0,1.0,,,,,,,0,,0.0,,,1,,0,,,0,0,0,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,0.0
27Q096,Daryn,,40,,40.0,,,,40.0,,0,0.0,1,,0,0,,0,,,1,,0.0,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,,,0,,0.0,0.0,,,,,,,0,,0.0,,,0,,0,0.0,,0,0,1,,,,,,,,0.0,0,,,,,,,,0,,,,1,0,,,,0,0.0
02M212,,,0,,0.0,,,,0.0,,0,10.0,1,,0,0,,0,,,1,,5.0,,,,1,,0,,1,,0,,,0,,,,1,,,0,0,,,,0,,5.0,1.0,,,,,,,0,,0.0,,,0,,1,,,0,0,0,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,10.0
27Q064,Elizabeth,,0,,0.0,,,0.0,0.0,,0,0.0,0,,0,0,0.0,0,,,1,,0.0,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,0.0,,0,,0.0,0.0,,,0.0,,,,0,,0.0,,,0,,0,0.0,,0,0,1,,,,,,,,0.0,0,,,,,,,,0,,,,1,0,,,,0,0.0
02M276,Julie,,0,,0.0,,,,0.0,,0,0.0,1,,0,0,,0,,,0,,0.0,,,,0,,0,,0,,0,,,0,,,,1,,,0,0,,0.0,,0,,0.0,1.0,,,0.0,,,,0,,0.0,,,0,,0,0.0,,0,0,0,,,,,,,,0.0,0,,,,,,,,0,,,,1,0,,,,1,0.0
10X205,Brittany,,0,,0.0,,,0.0,0.0,,0,0.0,0,,0,0,0.0,0,,0.0,0,0.0,0.0,0.0,,0.0,0,0.0,0,0.0,0,,0,0.0,,0,,,,0,,,0,0,,0.0,,0,,0.0,1.0,,,0.0,,,,0,,0.0,,,0,,0,0.0,,0,0,1,,,,,,,,0.0,0,,,,,,0.0,,0,,0.0,,1,0,0.0,0.0,0.0,0,0.0
25Q029,Francesca,,0,,0.0,,,2.0,4.0,,0,2.0,1,,1,0,2.0,0,,,1,,2.0,,,,1,,0,2.0,1,,0,,,0,,,,0,,,0,0,,4.0,,0,,2.0,0.0,,,6.0,,,,0,,0.0,,,1,,1,0.0,,0,0,1,,,,,,,,2.0,0,,,,,,2.0,,0,,,,1,0,2.0,2.0,,0,2.0
15K448,Christine,,,,,,,,,,0,,1,,0,0,,0,,,1,,,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,,,0,,,1.0,,,,,,,0,,0.0,,,0,,1,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
06M209,Benjamin,,,,,,,,,,0,,1,,0,0,,0,,,1,,,,,,1,,0,,1,,0,,,0,,,,0,,,0,0,,,,0,,,1.0,,,,,,,0,,1.0,,,1,,1,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
06M423,Laura,,,,,,,,,,0,,1,,0,0,,0,,,1,,,,,,0,,0,,1,,0,,,0,,,,0,,,0,0,,,,0,,,0.0,,,,,,,0,,0.0,,,0,,1,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
02M580,Jackie,,,,,,,,,,0,,1,,0,0,,0,,,1,,,,,,0,,0,,1,,0,,,0,,,,0,,,0,0,,,,0,,,0.0,,,,,,,0,,0.0,,,1,,0,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
28Q157,Vincent,,,,,,,,,,0,,1,,0,0,,0,,,1,,,,,,1,,0,,1,,1,,,0,,,,0,,,0,0,,,,0,,,3.0,,,,,,,0,,2.0,,,1,,0,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
15K088,Jacklynn,,,,,,,,,,0,,1,,0,0,,0,,,1,,,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,,,0,,,1.0,,,,,,,0,,1.0,,,0,,1,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
22K236,Natalie,,7,,4.0,,,7.0,5.0,,0,12.0,1,,0,0,6.0,0,,,1,,8.0,,,,1,,0,,1,,1,,,0,,,,0,,,0,0,,12.0,,0,,6.0,0.0,,,6.0,,,,0,,0.0,,,1,,1,4.0,,0,1,1,,,,,,,,4.0,0,,,,,,,,0,,,,1,0,,6.0,,0,6.0
05M133,Nazda,,24,,8.0,,,0.0,8.0,,0,0.0,1,,0,0,,0,,,0,,0.0,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,0.0,,0,,0.0,,,,8.0,,,,0,,0.0,,,0,,0,0.0,,0,0,1,,,,,,,,0.0,0,,,,,,,,0,,,,0,0,,,,0,0.0
02M519,Babette,,,,,,,,,,0,,1,,0,0,,0,,,1,,,,,,1,,0,,1,,0,,,0,,,,0,,,0,0,,,,0,,,1.0,,,,,,,0,,0.0,,,1,,1,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
27Q362,Gemma,,0,,0.0,,,,0.0,,0,0.0,0,,1,0,0.0,0,,,1,,0.0,,,,0,,0,,0,,1,,,0,,,,1,,,0,0,,0.0,,0,,0.0,1.0,,,0.0,,,,0,,0.0,,,1,,0,0.0,,0,0,1,,,,,,,,0.0,0,,,,,,,,0,,,,1,0,,0.0,,0,0.0
24Q520,Kim,,,,,,,,,,0,,1,,0,0,,0,,,1,,,,,,1,,0,,1,,0,,,0,,,,0,,,0,0,,,,0,,,0.0,,,,,,,0,,0.0,,,0,,0,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
02M267,Medea,,3000,,0.0,,,,0.0,,0,0.0,1,,0,0,,0,,,1,,1800.0,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,1800.0,,0,,1800.0,1.0,,,0.0,,,,0,,1.0,,,0,,0,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,0.0
01M188,Alice,,18,,0.0,,,,0.0,,0,0.0,1,,0,0,,0,,,1,,0.0,,,,1,,0,,1,,1,,,0,,,,0,,,0,0,,,,0,,19.0,0.0,,,30.0,,,,0,,0.0,,,0,,1,,,0,1,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,0.0
10X008,Maryanna,0.0,40,,0.0,,,0.0,0.0,,0,0.0,0,,1,0,0.0,0,,0.0,0,0.0,0.0,0.0,,0.0,0,0.0,0,0.0,0,,0,0.0,,0,,,,0,,,0,0,,0.0,,0,,0.0,0.0,,,0.0,,,,0,,0.0,,,0,,0,0.0,,0,0,1,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,0,,0.0,,0,0,8.0,0.0,0.0,0,0.0
10X003,Richard,,0,,180.0,,,,0.0,,0,0.0,1,,0,0,,0,,,1,,60.0,,,,1,,0,,1,,0,,,0,,,,1,,,0,0,,,,0,,60.0,1.0,,,0.0,,,,0,,0.0,,,1,,0,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,0.0
01M064,Aron,,0,,0.0,,,,0.0,,0,0.0,0,,0,0,,0,,,0,,,,,,0,,0,,0,,0,,,0,,,,1,,,0,0,,,,0,,0.0,1.0,,,,,,,0,,0.0,,,0,,0,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,0.0
09X088,Priscilla,,0,,,,,,0.0,,0,0.0,1,,0,0,,0,,,1,,,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,1.0,,0,,1.0,0.0,,,,,,,0,,0.0,,,0,,1,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,0.0
27Q262,Blase,,,,,,,,,,0,,1,,0,0,,0,,,1,,,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,,,0,,,4.0,,,,,,,0,,0.0,,,1,,0,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
07X670,Karen,,,,,,,,,,0,,1,,0,0,,0,,,1,,,,,,1,,0,,1,,0,,,0,,,,0,,,0,0,,,,0,,,1.0,,,,,,,0,,0.0,,,0,,1,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
19K654,Campbell,,,,,,,,,,0,,0,,0,0,,0,,,1,,,,,,1,,0,,1,,1,,,0,,,,0,,,0,0,,,,0,,,1.0,,,,,,,0,,0.0,,,1,,1,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
12X190,Alicia,,,,,,,,,,0,,0,,0,0,,0,,,0,,,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,,,0,,,0.0,,,,,,,0,,0.0,,,0,,0,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
24Q049,Susan,,0,,0.0,,,0.0,0.0,,0,0.0,1,,0,0,0.0,0,,,1,,0.0,,,,1,,0,0.0,1,,0,,,0,,,,0,,,0,0,,0.0,,0,,0.0,1.0,,,0.0,,,,0,,2.0,,,1,,1,0.0,,0,0,1,,,,,,,,0.0,0,,,,,,0.0,,0,,0.0,,1,0,0.0,0.0,0.0,0,0.0
19K007,Debbie,,0,,0.0,,,0.0,0.0,,0,0.0,1,,0,0,0.0,0,,,1,0.0,0.0,,,,0,,0,0.0,1,,0,0.0,,0,,,,0,,,0,0,,0.0,,0,,0.0,,,,0.0,,,,0,,0.0,,,1,,1,0.0,,0,1,1,,,,,,,,0.0,0,,,,,,0.0,,0,,0.0,,1,0,0.0,0.0,0.0,0,0.0
18K276,Yasmine,,0,,0.0,,,0.0,0.0,,0,0.0,1,,0,0,0.0,0,,,1,,0.0,,,,0,,0,,1,,0,,,0,,,,0,,,0,0,,0.0,,0,,0.0,0.0,,,7.0,,,,0,,0.0,,,0,,0,0.0,,0,0,0,,,,,,,,0.0,0,,,,,,,,0,,,,1,0,,0.0,,0,0.0
22K139,Megan,,0,0.0,0.0,,,10.0,0.0,,0,0.0,0,,0,0,2.0,0,,0.0,0,0.0,0.0,0.0,,10.0,0,0.0,0,0.0,0,,1,,,0,,,,1,,,0,0,,0.0,,0,,0.0,2.0,,,0.0,,,,0,,2.0,,,0,,0,0.0,,0,0,0,,,,,,,,0.0,0,,,,,,0.0,,0,,0.0,,1,0,2.0,0.0,0.0,0,0.0
03M166,Rachelle,,0,,1.0,,,,0.0,,0,0.0,1,,0,0,0.0,0,,,1,,0.0,,,,0,,0,0.0,0,,1,,,0,,,,0,,,0,0,,0.0,,0,,0.0,1.0,,,0.0,,,,0,,0.0,,,0,,0,0.0,,0,0,0,,,,,,,,1.0,0,,,,,,,,0,,,,1,0,,0.0,,0,0.0
28Q206,Osceola,,0,,0.0,,,0.0,0.0,,0,0.0,1,,1,0,20.0,0,,,1,,15.0,,,,1,,0,,0,,0,,,0,,,,0,,,0,0,,0.0,,0,,0.0,0.0,,,0.0,,,,0,,0.0,,,0,,0,0.0,,0,0,1,,,,,,,,0.0,0,,,,,,,,0,,,,1,0,,0.0,,1,0.0
27Q253,Phoebe,,0,,3.0,,,0.0,0.0,,0,0.0,0,,0,0,0.0,0,,,0,,0.0,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,0.0,,0,,0.0,0.0,,,2.0,,,,0,,1.0,,,0,,0,0.0,,0,0,1,,,,,,,,0.0,0,,,,,,0.0,,0,,,,0,0,0.0,0.0,,0,0.0
18K115,Jayne,,30,,15.0,,,0.0,0.0,,0,0.0,1,,0,0,0.0,0,,,1,0.0,0.0,,,,0,,0,0.0,0,,1,15.0,,0,,,,1,,,0,0,,0.0,,0,,0.0,1.0,,,15.0,,,,0,,0.0,,,0,,0,0.0,,0,0,1,,,,,,,,0.0,0,,,,,,0.0,,0,,0.0,,1,0,0.0,0.0,0.0,0,0.0
05M154,Elizabeth,,0,,0.0,,,,0.0,,0,0.0,0,,0,0,,0,,,1,,0.0,,,,0,,0,,0,,0,,,0,,,,1,,,0,0,,,,0,,0.0,1.0,,,0.0,,,,0,,0.0,,,0,,0,0.0,,0,0,0,,,,,,,,0.0,0,,,,,,,,0,,,,1,0,,,,0,0.0
10X445,Lisa,,,,,,,,,,0,,1,,0,0,,0,,,1,,,,,,1,,0,,1,,0,,,0,,,,0,,,0,0,,,,0,,,2.0,,,,,,,0,,1.0,,,1,,1,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,0,0,,,,0,
08X377,Carol,,,,,,,,,,0,,1,,0,0,,0,,,1,,,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,,,0,,,0.0,,,,,,,0,,0.0,,,0,,0,,,0,0,0,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
02M546,Shawn,,,,,,,,,,0,,1,,0,0,,0,,,1,,,,,,1,,0,,1,,0,,,0,,,,0,,,0,0,,,,0,,,1.0,,,,,,,0,,0.0,,,0,,1,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
02M442,Roy,,,,37.0,,,,,,0,,0,,0,0,,0,,,0,,0.0,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,,,0,,,0.0,,,,,,,0,,0.0,,,0,,0,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,0,0,,,,0,
10X433,Alvin,,,,,,,,,,0,,1,,0,0,,0,,,0,,,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,,,0,,,0.0,,,,,,,0,,0.0,,,0,,0,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
09X555,Stephanie,,80,,40.0,,,,80.0,,0,28.0,1,,1,0,,0,,,1,,4.0,,,,0,,0,,1,,0,,,0,,,,1,,,0,0,,30.0,,0,,30.0,0.0,,,80.0,,,,0,,1.0,,,0,,0,40.0,,0,0,1,,,,,,,,9.0,0,,,,,,,,0,,,,1,0,,,,0,28.0
09X250,Gonzalez,,,,,,,,,,0,,1,,0,0,,0,,,1,,,,,,0,,0,,1,,0,,,0,,,,0,,,0,0,,,,0,,,0.0,,,,,,,0,,0.0,,,0,,1,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
20K176,Megan,10.0,15,0.0,0.0,7.0,,6.0,15.0,10.0,0,10.0,1,,0,0,7.0,0,,10.0,1,0.0,6.0,0.0,,10.0,0,16.0,0,10.0,0,,0,0.0,,0,0.0,10.0,,0,,,0,0,,0.0,,0,,0.0,2.0,,,0.0,,0.0,,0,,0.0,12.0,,0,,0,0.0,,0,0,0,,0.0,,,,,10.0,12.0,0,0.0,,,,,0.0,,0,,12.0,,1,0,7.0,10.0,6.0,0,16.0
26Q067,Katie,,,,,,,,,,0,,1,,0,0,,0,,,1,,,,,,0,,0,,1,,0,,,0,,,,0,,,0,0,,,,0,,,2.0,,,,,,,0,,2.0,,,1,,1,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
09X170,Amanda,,0,,,,,,0.0,,0,16.0,1,,0,0,,0,,,1,,,,,,0,,0,12.0,0,,0,,,0,,,,0,,,0,0,,23.0,,0,,23.0,0.0,,,,,,,0,,0.0,,,0,,0,,,0,1,1,,,,,,,,,0,,,,,,,,0,,,,0,0,,0.0,,0,
