dbn,school_name,code1,requirement_3_3,academicopportunities5,offer_rate2_1,admissionspriority211,eligibility4,academicopportunities1,postcode,diplomaendorsements,code10,grade9geapplicantsperseat5,seats9ge10,admissionspriority31,transfer,grade9swdfilledflag3,seats9swd4,program8,interest4,seats9swd1,code8,prgdesc4,code3,grade9gefilledflag3,seats9ge8,seats4specialized,requirement_1_8,grade9geapplicants5,primary_address_line_1,school_10th_seats,grade9swdapplicantsperseat11,auditioninformation8,admissionspriority112,grade9swdapplicants10,eligibility2,longitude,auditioninformation1,grade9gefilledflag12,offer_rate2_7,appperseat2specialized,grade9gefilledflag4,applicants1specialized,interest3,code6,seats1specialized,overview_paragraph,grade9swdfilledflag6,admissionspriority13,admissionspriority32,college_career_rate,grade9swdfilledflag5,auditioninformation5,code12,community_board,method3,interest8,grade9swdapplicants5,sqr_website,grade9swdapplicantsperseat1,grade9swdapplicantsperseat12,program11,method9,requirement_3_6,campus_name,academicopportunities6,code4,offer_rate3_1,eligibility7,common_audition6,subway,grade9swdapplicantsperseat10,seats106,admissionspriority23,finalgrades,common_audition7,offer_rate1_5,pct_stu_enough_variety,grade9geapplicants4,school_accessibility,method12,start_time,school_sports,earlycollege,admissionspriority16,seats9ge4,seats9ge6,offer_rate2_6,auditioninformation2,grade9geapplicantsperseat4,offer_rate3_3,requirement_2_7,seats9ge11,admissionspriority35,grade9swdapplicants12,offer_rate1_8,prgdesc5
31R455,Tottenville High School,R30A,2019-20 Marking Period Grades - 25%,"CTE program(s): Advertising (NYSED-Approved), Automotive Technology (NYSED-Approved), Culinary Arts (NYSED-Approved), Dental Laboratory Technology/Technician (NYSED-Approved), Dental Office Careers (NYSED-Approved), Medical Lab and Allied Health Pro (NYSED-Approved), Academy of Finance, Computer Science, Law Academy/Legal Studies",,,,"Institute Programs: Science, Classics Honors Program",10312,"Arts, CTE",R30U,8,,Then to New York City residents,,Y,7,Performing & Visual Arts,Law & Government,36,R30H,"This is a three year sequence of courses related to the legal professions. Our state of the art courtroom exposes students to real world applications, practical skills and knowledge of the inner workings of the legal system. Out of the classroom learning experiences include, AP and college level courses, field trips as well as mock trial, debate team and internships.",R30C,Y,77,,,211,100 Luten Avenue,Y,,,Guaranteed offer to students who live in the zoned area,,,-74.192032,,N/A - zoned program,,,Y,,Humanities & Interdisciplinary,R30F,,"Tottenville High School has long been recognized as a school of academic excellence. We pride ourselves in providing a safe environment for our students, offering a host of exciting and challenging programs, and an array of extracurricular activities. Our dedicated faculty is committed to setting high expectations that allow students to flourish. Our programs emphasize college and career preparedness and are aligned with Common Core Learning Standards. We have created a positive, healthy, and harmonious environment where every student has the opportunity to succeed and grow intellectually, emotionally, and socially.",Y,Priority to Staten Island students or residents,Then to New York City residents,0.74000001,Y,,R30Z,503,Screened,Performing Arts/Visual Art & Design,84,{'url': 'https://tools.nycenet.edu/snapshot/0/31R455/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},3,N/A - zoned program,Tottenville High School ASD Nest Program,Screened,,,,R30D,,,,SIR to Huguenot,,0.0,Then to New York City residents,9 to 12,,,0.92000002,545,Partially Accessible,Zoned Guarantee,8:00am,Cheerleading (Co-Ed),,Priority to students who live in the zoned area for up to 50% of the seats,26,26,,,21,,,,Then to New York City residents,N/A - zoned program,,"This is a CTE certified program designed to train students in this advancing field. In our state of the art facility, students are taught through hands on projects by certified teachers on systems such as engine repair, electronic engine controls, computerized alignment, green technology, etc. Graduates are employed by new car dealers, repair/service stations, and the NYPD, FDNY, NYC Transit and NYC Sanitation. AP and college level courses as well as internships offered to eligible students."
02M300,"Urban Assembly School of Design and Construction, The",M44X,,"Participation in the Sponsors for Educational Opportunity (SEO) Program and Architecture, Construction and Engineering (ACE) Mentor Program, Beam Center, and Tony Bennett's Exploring the Arts Foundation",,,,"Four year studies in English, Math, Science and Social Studies",10019,,,,,,,,,,,23,,,,,,,,,525 West 50th Street,Y,,,,,,-73.993105,,,,,,,,,,"The Urban Assembly School of Design and Construction prepares students for college and beyond with an emphasis on architecture, engineering, art, and design. Students take a bi-weekly design seminar intermittently with an art course. Additionally, they will visit architectural centers throughout New York City in order to see how design and architecture exist in a real world context. SDC is committed to involving students and families along the path to college through a challenging academic program, frequent communication, college advisory, internship opportunities, and extracurricular activities. These elements create a supportive and rigorous educational environment that will enable students to face the challenges of the 21st century.",,,,0.62,,,,104,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/02M300/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},5,,,,,Park West Educational Campus,CTE program(s): Architectural Design,,,,,"C, E to 50th St",,,,9 to 12,,,0.74000001,,Partially Accessible,,8:25am,,,,,,,,,,,,,,,
21K348,High School of Sports Management,K97R,,Extended Learning Opportunities,18% of offers went to this group,,,Cyber Security/Advanced Computer Science,11214,,,,,,,,,,,18,,,,,,,,,2630 Benson Avenue,Y,,,,,,-73.98577,,,,,,,,,,"At the High School of Sports Management (HSSM), students have an opportunity to engage in experiential learning opportunities, working with professionals in the areas of Sports Marketing, Sports Journalism, Sports Media, Sports Medicine, Event Planning, and Sports Law. All students must adhere to a code of conduct spelled out in the non-negotiables and a strict uniform policy (white polo shirt, black slacks, and black shoes), both designed to continually reinforce the seriousness of purpose and mission of the school. Students are also required to participate in extensive after-school and summer bridge academic enrichment programs.",,,,0.62,,,,313,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/21K348/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},4,,,,,Lafayette Educational Campus,,,,,,D to Bay 50th St; N to 86th St,,,,9 to 12,,,0.87,,Partially Accessible,,8:15am,,,,,,,,,,,,,,,
08X558,Westchester Square Academy,Y58A,,Peer Mediation/Mentoring Program (Peer Group Connection),0% of offers went to this group,,,Honors & Advanced Placement (AP) courses,10461,NYS Seal of Biliteracy,,,,,,,,,,17,,,,,,,,,3000 East Tremont Avenue,Y,,,,,,-73.838545,,,,,,,,,,"Our mission is to develop confident readers, writers, and speakers who are connected to and supported by the school community. We prepare students for college with a liberal arts curriculum focused on writing, critical thinking, and peer discussion. We give them the opportunity to connect with their passions through elective coursework in the arts, sciences, and humanities. Our nurturing school culture encourages reflection, collaboration, and project-based learning. Regardless of entry program, students have a common 9th grade experience and opt-in to honors coursework starting their sophomore year.",,,,0.61000001,,,,210,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/08X558/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},10,,,,,Herbert H. Lehman Educational Campus,,,,,,6 to Westchester Square-East Tremont Ave,,,,9 to 12,,,0.69,,Partially Accessible,,8:15am,,,,,,,,,,,,,,,
20K609,Urban Assembly School for Leadership and Empowerment,L62A,,We offer various mentoring programs with professionals in different fields.,59% of offers went to this group,,,Women's studies courses and programs to promote women's education,11204,,,,,Then to New York City residents,,,,,,14,,,,,,,,,4200 16th Avenue,Y,,,,,,-73.981528,,,,,,,,,,"The Urban Assembly School for Criminal Justice (UASCJ) is an all-girls school that prepares students for college and the world of work, teaching them the content and skills necessary for future success. We help develop the work habits and study skills that promote academic achievement. Students are also encouraged to participate in the many after-school and extracurricular activities we offer as they are integral to future educational and work success. As an all-girls school, our students are part of a tight-knit, diverse community and they benefit greatly from our small size and unique personal attention.",,,,0.81,,,,312,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/20K609/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},5,,,,,,,,0% of offers went to this group,,,F to Ditmas Ave,,,,6 to 12,,,0.70999998,,Partially Accessible,,8:45am,,,,,,,,,,,,,,,
15K667,Sunset Park High School,L58A,,"Computer Science courses including: Exploration Computer Science, Game Design and AP Computer Science Principles.",1% of offers went to this group,,,"Early college opportunities including: AP for All, College Now through Brooklyn College, UHS Program through the University at Albany and more.",11232,,,,,,,,,,,59,,,,,,,,,153 35th Street,Y,,,,,,-74.005197,,,,,,,,,,"We believe in diversity, inclusivity and community! Every student is programmed for an Advanced Regents Diploma, AP courses and can have the opportunity to work with partner colleges Medgar Evers, NYU, University of Albany and Brooklyn College. Small learning communities and Advisory ensure every student is well known. We partner with Industry City, CFL, and other organizations for cutting edge internships in STEAM. We communicate with parents using online grading and communication systems. We provide workshops for families on college and high expectations. 12th grade students rehearse for college and professional life through College Now and Internship. We are proud of our diverse, multilingual students and staff.",,,,0.63999999,,,,307,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/15K667/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},4,,,,,,,,,,,"D, N, R to 36th St",,,,9 to 12,,,0.85000002,,Fully Accessible,,8:48am,,,,,,,,,,,,,,,
08X293,Renaissance High School for Musical Theater and the Arts,X98A,,"Student support via attendance outreach, tutoring, credit recovery programs, counseling, mentoring services, and advisory programs.",0% of offers went to this group,,,"After-school tutoring and Saturday tutoring, Regents prep, AVID program & Peer Group Connection Program",10461,Arts,,,,,,,,,,20,,,,,,,,,3000 East Tremont Avenue,Y,,,,,,-73.838545,,,,,,,,,,"Our small school's familial atmosphere gives students the support and guidance necessary for success both in high school and as they plan for college and/or careers. Teachers and staff use a variety of resources and technology to address the varied learning needs of the student population to ensure that they have access to rigorous and engaging curriculum. In addition, students have access to AP classes, the Advancement Via Individual Determination (AVID) program, student council, club activities (including Musical Theater and Drama), and the CUNY College Now at Lehman College program. Renaissance provides opportunities for all students interested in the arts to explore the different art forms for self-expression.",,,,0.47,,,,210,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/08X293/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},9,,,,,Herbert H. Lehman Educational Campus,,,,,,6 to Westchester Square-East Tremont Ave,,,,9 to 12,,,0.88999999,,Partially Accessible,,8:15am,"Baseball, Softball, Football, Girls And Boys Basketball, Volleyball, Indoor And Outdoor Track, Girls And Boys Soccer, Girls And Boys Lacrosse, Girls Flag Football",,,,,,,,,,,,,,
14K449,"Brooklyn Latin School, The",K00S,,,,,,"IB Programme: extended independent essay, on a subject of choice, the completion of which correlates closely to college-level research writing",11206,"Math, Science",,,,,,,,,,,,,,,,,,,223 Graham Avenue,Y,,,,,,-73.943641,,,,,,17529.0,,,215.0,"Modeled after the prestigious Boston Latin school and founded in 2006, The Brooklyn Latin School provides a liberal arts curriculum with an emphasis on the Classics and Latin language instruction. Early instruction emphasizes the acquisition of core knowledge of the key academic disciplines which students use as a foundation for deeper exploration in the upper grades. Widely regarded around the world as the most rigorous and comprehensive course of study at the high school level, the International Baccalaureate (IB) Programme is integral to our curriculum. In all classes, students experience a strong and consistent emphasis on analytical thinking, structured writing, and public speaking, preparing them for the challenges of college work.",,,,0.92000002,,,,301,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/14K449/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},,,,,,,,,,,,G to Broadway; L to Grand St,,,,9 to 12,,,0.60000002,,Not Accessible,,8:00am,,,,,,,,,,,,,,,
13K594,Gotham Professional Arts Academy,L35A,,Our graduation rate was 60% in 2018.  In 2019 was 78%.  In 2020 almost 90% of our students will graduate in four years.,,,,"We offer Advanced Placement courses in physics, statistics, computer science, art studio and human geography.",11238,,,,,,,,,,,14,,,,,,,,,561 Grand Avenue,Y,,,,,,-73.962105,,,,,,,,,,"We are a small Consortium high school that values community activism and change agency. We help students find their voice through a non-traditional integrated arts curriculum. Project/Problem-based learning helps our students develop independence.  They write and defend five thesis papers (PBATs) instead of Regents exams to earn a Regents diploma. ICT classrooms with two teachers ensure students with IEPs receive personalized support to meet their academic and social-emotional goals. We partner with arts institutions and artists across the city.  We are also United Community Schools site, which brings resources to our school like PGC mentoring program, cooking, music studio, dance, and drama clubs and more.  Come change your world with us.",,,,0.60000002,,,,308,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/13K594/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},7,,,,,,,,,,,"C to Clinton/Washington; 2, 3, 4, 5 to Franklin Avenue",,,,9 to 12,,,0.75999999,,Fully Accessible,,8:15am,Volleyball,,,,,,,,,,,,,,
02M544,Independence High School,L75A,,,,,,"College Counseling, PM School (supplementary instructional support), Living for the Young Family through Education (LYFE) on campus",10019,,,,,,1.0,,,,,6,,,,,,,,,850 10th Avenue,Y,,,,,,-73.989108,,,,,,,,,,"Independence High School embraces teaching and learning in a small, caring environment with high academic standards. We offer a multicultural, interdisciplinary curriculum with an infusion of arts and technology. Every student receives personalized counseling, with an advisor who helps them achieve goals and set post-secondary plans. Our community is actively engaged in helping students maintain academic excellence, foster self-esteem, and make healthy decisions. We nurture a passion for learning and problem-solving using Restorative Practices in an environment built on high accountability and support. Families maintain a high level of engagement with the school. Students participate in assemblies, college visits, and career fairs.",,,,,,,,104,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/02M544/HST/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},1,,,,,,,,,,,"1, A, C, B, D to 59th St-Columbus Circle; E to 50th St; N, Q, R, W to 57th St",,,,"School is structured on credit needs, not grade level",,,0.81,,Partially Accessible,,8:10am,,,,,,,,,,,,,,,
10X434,Belmont Preparatory High School,X42A,,"Academic partnerships with Fordham Univ. Mentoring Latinas, College Bound @ Fordham, STEP with Bronx Community College, Fordham Univ. Summer Bridge",0% of offers went to this group,,,Academic programs are humanities-based and aligned to Common Core standards which ensure that students are prepared for college and university life.,10458,,,,,,,,,,,23,,,,,,,,,500 East Fordham Road,,,,,,,-73.888267,,,,,,,,,,"Belmont Preparatory High School was founded in 2002 for academically talented students. The curriculum is based in the humanities and uses an interdisciplinary approach to challenge our scholars in all subjects so that they are college and career-ready upon graduation. We have incorporated numerous activities and programs geared towards achieving these goals including: Six AP courses, CUNY College Now college courses, a full-time college advisor, SAT Prep for juniors and seniors, partnerships with Fordham University, the opportunity to visit almost 100 elite colleges during and universities, PSAL athletics, and extensive student activities; International and Domestic Educational Excursions, and National Honor Society.",,,,0.75,,,,206,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/10X434/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},15,,,,,Theodore Roosevelt Educational Campus,,,,,,"B, D to Fordham Rd",,,,9 to 12,,,0.81,,Partially Accessible,,8:15am,,,,,,,,,,,,,,,
02M475,Stuyvesant High School,M89S,,"Students may join the Stuyvesant Theater Community, which presents three major productions yearly, including a musical, drama, and comedy",,,,"Advanced courses in every discipline such as Multivariate Calculus, Differential Equations, Software Development, Vertebrate Zoology",10282,"Math, NYS Seal of Biliteracy, Science",,,,,,,,,,,,,,,,,,,345 Chambers Street,Y,,,,,,-74.01399,,,,,,22354.0,,,850.0,"Stuyvesant High School's mission is to provide students with a rigorous curriculum that nurtures and rewards their intellectual curiosity. Although Stuyvesant is historically recognized for its strengths in math, science, and technology instruction, the school also has a dynamic and diverse humanities program, as well as unique educational opportunities outside the classroom.",,,,0.97000003,,,,101,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/02M475/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},,,,,,,,,,,,"1, 2, 3, A, C to Chambers St; E to World Trade Center; R, W to City Hall",,,,9 to 12,,,0.94999999,,Fully Accessible,,8:00am,,,,,,,,,,,,,,,
31R064,Gaynor McCown Expeditionary Learning School,R55A,,Dedicated college counselor and four years of college preparation and exploration.,0% of offers went to this group,,,"NYC Outward Bound Schools: In-depth expeditions that incorporate real-world connections, project-based learning, and authentic audiences.",10314,,,,,,,,,,,25,,,,,,,,,100 Essex Drive,Y,,,,,,-74.158589,,,,,,,,,,"McCown is a college preparatory school partnering with NYC Outward Bound Schools and EL Education to offer challenging student-centered learning focused around case studies and expeditions that incorporate fieldwork and conclude with projects presented to authentic audiences along with service learning opportunities.  We offer a small, personal environment which allows McCown to highlight each student's unique gifts, talents and creativity in pursuit of mastery of NYS Standards.  We expect students to uphold our character traits of citizenship, integrity, perseverance, respect, and responsibility, wear our uniform, and complete 100 hours of community service by graduation.",,,,0.86000001,,,,502,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/31R064/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},5,,,,,Jerome Parker Educational Campus,,,,,,,,,,9 to 12,,,0.58999997,,Fully Accessible,,8:15am,,,,,,,,,,,,,,,
29Q243,Institute for Health Professions at Cambria Heights,Q59A,,"CTE program(s): EMT Emergency Care Attendant (EMT Ambulance), Nursing Assistant",2% of offers went to this group,,,Students complete Performance-based Assessment Tasks (PBATs) as a replacement for some Regents Exams.,11411,,,,,,,,,,,17,,,,,,,,,207- 01 116th Avenue,Y,,,,,,-73.745728,,,,,,,,,,"The Institute for Health Professions at Cambria Heights is a New York Performance Standards Consortium school that prepares students for college and career through a challenging and rich curriculum. Students take their learning beyond the classroom by collaboratively solving problems and completing labs based on the realities of emergency medicine, nursing and hospital care. Selected students participate in training exercises at Northwell Health's Center for Learning and Innovation, complete rotations on an ambulance or in a long-term care facility, and earn CTE certification in Emergency Medical Services. Selected students participate in a rigorous Pre-Nursing Program that includes hands-on skill labs and supervised field experiences.",,,,0.74000001,,,,413,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/29Q243/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},4,,,,,Campus Magnet Educational Campus,,,,,,,,,,9 to 12,,,0.85000002,,Partially Accessible,,8:50am,,,,,,,,,,,,,,,
21K468,Kingsborough Early College School,L55A,,,32% of offers went to this group,,,iLearnNYC: Program for expanded online coursework and self-paced learning,11214,,,,,,,,,,,19,,,,,,,,,2630 Benson Avenue,,,,,,,-73.98577,,,,,,,,,,"At Kingsborough Early College School (KECS), all students have the opportunity to earn a tuition-free associate degree from Kingsborough Community College (KCC) during their time in secondary school. We offer instructional support, small class sizes, and access to the KCC campus as early as sixth grade. To promote higher-order thinking, students learn through inquiry, enrichment, and a challenging academic program. Our focus on youth development fosters confidence and self-advocacy resulting in students becoming successful adults prepared to continue their studies.",,,,0.76999998,,,,313,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/21K468/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},10,,,,,Lafayette Educational Campus,,,,,,D to Bay 50th St; N to 86th St,,,,6 to 12,,,0.74000001,,Partially Accessible,,8:30am,,1.0,,,,,,,,,,,,,
28Q284,York Early College Academy,Q43A,,,5% of offers went to this group,,,Early College,11433,Science,,,,Then to New York City residents,,,,,,13,,,,,,,,,108-35 167th Street,,,,,,,-73.787192,,,,,,,,,,"The mission of York Early College Academy is to develop the skills needed for success in college and careers. College preparation is continually communicated to our students. This goal is expressed by teachers, parents, and the surrounding, supportive community. In addition to a challenging and advanced academic curriculum, we are pleased to offer students the opportunity to graduate from our school with 40-60 college credits. Our students have the full support of York College, the Early College Initiative, and the Department of Education. York Early College Academy is an open road to college.",,,,0.94,,,,412,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/28Q284/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},13,,,,,,,,0% of offers went to this group,,,,,,,6 to 12,,,0.69,,Partially Accessible,,8:00am,,1.0,,,,,,,,,,,,,
07X670,Health Opportunities High School,X71A,,,,,,Advanced Placement courses,10451,Math,,,,,,,,,,16,,,,,,,,,350 Gerard Avenue,Y,,,,,,-73.930386,,,,,,,,,,"Health Opportunities High School (HOP) provides students with exposure to a challenging curriculum that prepares students to pursue a wide range of health-related professions. A partnership with CUNY Hostos Community College as well as The New Jewish Home (GCD) allows students to earn industry accreditation in many different health fields such as Certified Nursing Assistant; Phlebotomy, Pharmacy Technician. HOP also participates in the Summer Youth Program where students are placed at the school to work during the summer as well as throughout the school year. We also offer Full-time college counseling, in collaboration with NYU, ensures that students receive individualized support throughout their college application process.",,,,0.47,,,,201,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/07X670/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},5,,,,,,,,,,,"2 to 149th St-Grand Concourse; 3 to 145th St; 4, 5 to 138th St-Grand Concourse; 6 to 3rd Ave-138th St",,,,9 to 12,,,0.74000001,,Fully Accessible,,8:20am,"Cheerleading, Flag Football, Wrestling, Judo, Table Tennis",,,,,,,,,,,,,,
22K611,Origins High School,K05A,,"Elective offerings include: Journalism, Graphic Novel, Playwriting, Literature of New York, Urban Sustainability, Foreign Languages and more",2% of offers went to this group,,,"Students complete academic portfolio presentations in the 9th and 10th Grades, and capstone projects and presentations as juniors and seniors",11235,,,,,,,,,,,18,,,,,,,,,3000 Avenue X,Y,,,,,,-73.937696,,,,,,,,,,"Origins prepares students for success in college by building on strengths and being attentive to individual needs. We make it a priority to know our students and their families through our advisory program. Our inquiry-based curriculum asks students to develop questions, conduct research, and prepare in-depth projects that exhibit their learning. Origins' challenging liberal arts education is grounded in small group work, reading analysis, and an emphasis on writing. Students present portfolios of work to panels of teachers and community members yearly. In addition, our robust arts program offers students multiple outlets for expressing their creativity. At Origins, our students graduate as active, confident learners, and problem-solvers.",,,,0.69999999,,,,315,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/22K611/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},3,,,,,Frank J. Macchiarola Educational Complex,,,,,,,,,,9 to 12,,,0.70999998,,Partially Accessible,,8:20am,,,,,,,,,,,,,,,
12X251,Explorations Academy H.S.,X08R,,"Extended Learning Opportunities: online classes, Saturday and after-school programs and small-group instruction Regents preparation.",4% of offers went to this group,,,Through the CUNY College Now Program-our students in grades 11 and 12 can take college classes and earn college credits while in High School.,10460,,,,,,,,,,,23,,,,,,,,,1619 Boston Road,Y,,,,,,-73.890458,,,,,,,,,,"As a Computer Science and Technology CS4All school, computer courses will be a key part of your studies. Students will develop skills that are needed in high demand 21st century careers. In 9th grade students will take Pre-AP Exploring Computer Science (ECS). In 10th grade students will take TEALS Introduction to CS - Python and other languages. In 11th grade students will take AP-Computer Science Principles, Applications and Animation, and Game Design. In 12th grade students will take Java Capstone, Advanced Placement (AP) Computer Science and Graphic Design. Our students have the unique opportunity to graduate in three years instead of four years.  Finally, AP students will be eligible for paid internships.",,,,0.44,,,,203,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/12X251/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},8,,,,,Herman Ridder Educational Campus,,,,,,"2, 5 to 174th St",,,,9 to 12,,,0.73000002,,Not Accessible,,8:00am,,,,,,,,,,,,,,,
09X404,School for Excellence,X46A,,Online Courses for Support & Credit Accumulation,14% of offers went to this group,,,Regents Intensive Support Classes,10456,,,,,,,,,,,23,,,,,,,,,1110 Boston Road,Y,,,,,,-73.904473,,,,,,,,,,"School for Excellence, a small school located in the historic Morris Campus building, prides itself on promoting college, career and civic readiness.  With an all-inclusive approach geared towards individually supporting our young SCHOLARS, we prioritize reading and writing across the curriculum and engaging students in developing critical thinking skills for their future.  We believe in experiential learning and student voice with partnerships including our on-campus fully functioning farm, Bronx Connect Youth Program, 2Train Robotics team, Triad Young Men's Leadership Program and The Leadership Program culinary and arts activities.  We also engage our students in hands-on learning through trips and field experiences in science and art.",,,,0.49000001,,,,203,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/09X404/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},3,,,,,Morris Educational Campus,,,,,,"2, 5 to Intervale Ave",,,,9 to 12,,,0.57999998,,Partially Accessible,,8:10am,,,,,,,,,,,,,,,
02M296,High School of Hospitality Management,M36X,,College Now program affiliation through CUNY allows students to earn up to 12 college credits while in high school,,,,"Food Preparation Management, Entrepreneurship, and Internships",10019,,,,,,,,,,,23,,,,,,,,,525 West 50th Street,,,,,,,-73.993105,,,,,,,,,,"The High School of Hospitality Management (HSHM) is a New York City public high school established in 2004. HSHM is located in the heart of the resurgent Clinton area of Manhattan, where there is the highest concentration of hotel and hospitality establishments in New York City. We provide traditional academic courses as well as career and technical courses. The curriculum enables students to develop problem-solving skills that prepare them for post-secondary education, as well as exciting careers in hospitality management and the culinary arts. Our professional staff, parents, and students are equal stakeholders in the creation of an invigorating and supportive learning environment.",,,,0.63,,,,104,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/02M296/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},6,,,,,Park West Educational Campus,,,,,,"C, E to 50th St",,,,9 to 12,,,0.46000001,,Partially Accessible,,8:55am,"Basketball, Volleyball, Softball, Baseball, And Tennis",,,,,,,,,,,,,,
02M394,Emma Lazarus High School for English Language Scholars,A42A,,College Now classes; Career and work internships; SAT and Regents preparation; Advisory classes and seminars specific to college readiness; PM schools classes for enrichment and language development; Individualized student programming/prioritized development of  Advanced Regents Diplomas,,,,ELHS is a college preparatory high school for second language students. Instruction is delivered in an English Immersion model with a heavy emphasis on project based group work. Stand alone English as a second language classes are aligned to students' entry language levels and needs.,10002,,,,,,1.0,,,,,,,,,,,,,,100 Hester Street,Y,,,,,,-73.993092,,,,,,,,,,"ELHS offers English Language Learners a small, exceptionally supportive and  academically rigorous environment  for learning and growth.  We are a safe, diverse, and interactive community with students from all parts of the world.  Our high graduation rates and college enrollments are directly related to the  community we create, the high qualtiy instruction we provide, and the accesibility of the instrution for all levels of English Language Learners.  Students often enter speaking little to no English and over 90% or our graduates enter college.  We have the highest rate of New York State Advanced Regents for ELL's of any single high school in the state.  Because we believe in the capacity of each student, through our collaborative supports and students' hard work,  our ELL students excel.",,,,,,,,103,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/02M394/HST/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},,,,,,,,,,,,"6, N, Q, R, W to Canal St; B, D to Grand St; F to East Broadway; J, Z to Bowery; M to Delancey St-Essex St",,,,9 to 12,,,0.94,,Fully Accessible,,,"Basketball, Co-ed Soccer",,,,,,,,,,,,,,
12X388,Pan American International High School at Monroe,Y26A,,,,,,Academic portfolio required for graduation,10472,NYS Seal of Biliteracy,,,,,,,,,,23,,,,,,,,,1300 Boynton Avenue,,,,,,,-73.878912,,,,,,,,,,"We are a small learning community of recently-immigrated English Language Learners. Our primary focus is on English language development while providing opportunities to enrich Spanish language skills while also developing students social-emotional skills. Math, science, social studies, technology, arts, portfolio assessment, and community service are elements of the program that help students develop their English language proficiency, gain real-world experiences, and enrich their native language capabilities. Our students graduate with the skills necessary for success in college and career readiness.",,,,0.56,,,,209,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/12X388/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},3,,,,,James Monroe Educational Campus,,,,,,6 to Elder Ave,,,,9 to 12,,,0.88,,Partially Accessible,,8:35am,,,,,,,,,,,,,,,
