lot,bdep_dec,mbldg,bfrt_dec,hnum_lo,nodesc,condo_s1,o_limit,exmtcl,curexl,fn_avt,ap_time,str_name,yra1_rng,fchgdt,cur_fv_t,yra2_rng,cp_boro,yra1,ext,tn_avl,secvol,reuc,tn_avt_a,yrb_flag,newlot,hnum_hi,corner,tn_ext_a
1103,179.58,0.0,78.67,20.0,0,R,,,0,72098,223325,LITTLE WEST STREET,2005,,161238,0,1.0,2004,,9696,101,,97838,,0,20.0,,48820
1384,179.58,0.0,78.67,20.0,0,R,,,0,54462,223325,LITTLE WEST STREET,2005,,121802,0,1.0,2004,,7324,101,,73909,,0,20.0,,36877
1550,102.0,0.0,202.0,30.0,0,R,,,11719,98432,230650,LITTLE WEST STREET,0,,238954,0,1.0,0,,11719,101,,105741,,0,30.0,,105741
1015,0.0,,0.0,377.0,0,R,,,22077,84606,14356,RECTOR PLACE,0,,189124,0,1.0,0,,22077,101,,107262,,0,377.0,,107262
1144,179.58,0.0,78.67,20.0,0,R,,,0,73736,223325,LITTLE WEST STREET,2005,,164906,0,1.0,2004,,9918,101,,100062,,0,20.0,,49931
1731,198.0,0.0,200.0,70.0,0,R,,,30094,147853,223402,BATTERY PLACE,0,,467128,0,1.0,0,,27826,101,,210838,,0,70.0,,210838
5624,100.0,0.0,247.0,333.0,0,R,,,0,108680,203246,RECTOR PLACE,2011,,0,0,1.0,2007,,19645,101,,97576,,1,333.0,,0
1448,102.0,0.0,202.0,30.0,0,R,,,14495,121747,230650,LITTLE WEST STREET,0,,295559,0,1.0,0,,14494,101,,130789,,0,30.0,,130789
1470,102.0,0.0,202.0,30.0,0,R,,,21296,178872,230650,LITTLE WEST STREET,0,,434233,0,1.0,0,,21295,101,,192155,,0,30.0,,192155
1351,179.58,0.0,78.67,20.0,0,R,,,0,63784,223325,LITTLE WEST STREET,2005,,142649,0,1.0,2004,,8578,101,,86559,,0,20.0,,43190
1311,179.58,0.0,78.67,20.0,0,R,,,0,71162,223325,LITTLE WEST STREET,2005,,159142,0,1.0,2004,,9571,101,,96564,,0,20.0,,48186
1211,0.0,,0.0,377.0,0,R,,,21038,80622,14356,RECTOR PLACE,0,,180222,0,1.0,0,,21038,101,,102213,,0,377.0,,102213
1086,0.0,,0.0,377.0,0,R,,,13040,49977,14356,RECTOR PLACE,0,,111714,0,1.0,0,,13041,101,,63360,,0,377.0,,63360
1159,179.58,0.0,78.67,20.0,0,R,,,0,55350,223325,LITTLE WEST STREET,2005,,123787,0,1.0,2004,,7444,101,,75113,,0,20.0,,37480
1234,179.58,0.0,78.67,20.0,0,R,,,0,89713,223325,LITTLE WEST STREET,2005,,200630,0,1.0,2004,,12065,101,,121740,,0,20.0,,60748
1427,102.0,0.0,202.0,30.0,0,R,,,14218,119421,230650,LITTLE WEST STREET,0,,289912,0,1.0,0,,14218,101,,128290,,0,30.0,,128290
1429,102.0,0.0,202.0,30.0,0,R,,,16984,142653,230650,LITTLE WEST STREET,0,,346311,0,1.0,0,,16983,101,,153248,,0,30.0,,153248
2,0.0,0.0,0.0,,0,,,X1,4268700,4518720,0,PETER MINUIT PLAZA,0,,10600000,0,1.0,0,,4518720,101,,4913100,,0,,,4913100
1162,179.58,0.0,78.67,20.0,0,R,,,0,49983,223325,LITTLE WEST STREET,2005,,111791,0,1.0,2004,,6723,101,,67833,,0,20.0,,33848
1229,179.58,0.0,78.67,20.0,0,R,,,0,57925,223325,LITTLE WEST STREET,2005,,129548,0,1.0,2004,,7791,101,,78608,,0,20.0,,39224
31,44.0,0.0,36.0,105.0,0,,,,0,767700,0,BROAD STREET,0,,1530000,0,1.0,0,,540000,101,,747000,E,0,105.0,NE,0
