property_id,number_of_buildings,list_of_all_property_use,site_energy_use_kbtu,multifamily_housing_total,third_party_certification_2,temporary_values,hospital_general_medical_6,multifamily_housing_number_4,office_number_of_workers,convention_center_gross_floor,municipally_supplied_potable,percent_of_recs_retained,_2nd_largest_property_use_1,data_center_cooling_equipment,pre_school_daycare_gross,estimated_data_flag_district,estimated_data_flag_fuel_1,year_ending,annual_maximum_demand_mm,hospital_general_medical_4,medical_office_number_of_2,avoided_emissions_onsite_1,data_center_ups_output_meter,number_of_active_it_meters,multifamily_housing_total_1,multifamily_housing_number,multifamily_housing_government,natural_gas_use_kbtu,nyc_borough_block_and_lot,energy_star_certification,adult_education_gross_floor,municipally_supplied_potable_1,total_ghg_emissions_metric,weather_normalized_site_eui,museum_gross_floor_area_ft,property_gfa_self_reported,fuel_oil_5_6_use_kbtu,senior_living_community_gross,last_modified_date_property_1,multifamily_housing_percent_1,medical_office_percent_that,indirect_ghg_emissions_metric,property_gfa_calculated,retail_store_gross_floor,estimated_data_flag_fuel,other_gross_floor_area_ft,hospital_general_medical_7,energy_power_station_gross,_3rd_largest_property_use_1,enclosed_mall_gross_floor,hotel_gross_floor_area_ft,urgent_care_clinic_other,last_modified_date_non,supermarket_grocery_gross,site_eui_kbtu_ft,indoor_water_use_all_water,estimated_values_energy,multifamily_housing_number_6,year_built,parent_property_id,data_center_pdu_input_meter,hospital_general_medical_2,data_center_energy_estimates,last_modified_date_water,electricity_use_grid_purchase,number_of_active_energy_meters,primary_property_type_self,worship_facility_gross_floor,data_center_gross_floor_area,fuel_oil_2_use_kbtu,fuel_oil_4_use_kbtu,electricity_use_generated_2,bank_branch_gross_floor_area,k_12_school_gross_floor_area,municipally_supplied_potable_2,refrigerated_warehouse_gross,energy_star_score,data_center_it_energy,medical_office_number_of_1,leed_us_project_id,estimated_values_water,self_storage_facility_gross,borough,retail_store_number_of_open,wholesale_club_supercenter_1,office_percent_that_can_be,water_use_all_water_sources,barracks_gross_floor_area,submission_date,avoided_emissions_onsite,occupancy,source_energy_use_kbtu,last_modified_date_gas_meters
4946243,1,"Multifamily Housing, Office, Retail Store",16675802.1,170,Not Available,No,Not Available,170,20,Not Available,Not Available,Not Available,26823,Not Available,Not Available,Not Available,No,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,1.0195,170,No,9748025.6,1-00868-7503,Not Available,Not Available,Not Available,1103.4,Not Available,Not Available,213408,Not Available,Not Available,11/12/2019 02:16 PM EST,100,Not Available,585.7,213408.0,19836,Not Available,Not Available,Not Available,Not Available,19836,Not Available,Not Available,Not Available,03/16/2022 10:50 AM EDT,Not Available,78.1,Not Available,No,0,2003,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,02/24/2021 06:22 AM EST,6927776.5,5,Multifamily Housing,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,25,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,0,Not Available,100,Not Available,Not Available,2022-09-22T00:00:00.000,Not Available,100,29633201.1,05/25/2022 11:59 AM EDT
21294048,1,Multifamily Housing,997426.6,28,Not Available,No,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.6087,56,Not Available,Not Available,3-00278-7502,Not Available,Not Available,Not Available,84.3,21.3,Not Available,46000,Not Available,Not Available,05/24/2022 10:05 AM EDT,100,Not Available,84.3,46000.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,21.7,Not Available,No,28,2010,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,997426.6,3,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,99,Not Available,Not Available,Not Available,Unable to Check (not enough data),Not Available,BROOKLYN,Not Available,Not Available,Not Available,Not Available,Not Available,2022-09-22T00:00:00.000,Not Available,100,2792794.5,Not Available
4952606,2,"Multifamily Housing, Retail Store",11500923.5,95,Not Available,No,Not Available,95,Not Available,Not Available,Not Available,Not Available,11084,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.62612,95,No,8634716,1-01870-7502,Not Available,Not Available,3666.4,700.9,77,Not Available,162813,Not Available,Not Available,08/25/2019 10:17 AM EDT,100,Not Available,242.3,162813.0,11084,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,70.6,3666.4,No,0,1911,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/21/2022 08:40 AM EDT,2866207.5,19,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3666.4,Not Available,39,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,0,Not Available,Not Available,3666.4,Not Available,2022-09-22T00:00:00.000,Not Available,100,17091832.7,05/25/2022 02:59 PM EDT
4952519,1,Multifamily Housing,15071450.6,150,Not Available,No,Not Available,150,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.79463,150,No,154037.8,1-01449-7502,Not Available,Not Available,7314.5,1169.2,87.1,Not Available,188767,Not Available,Not Available,04/27/2016 01:16 PM EDT,100,Not Available,346.4,188767.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,03/13/2022 04:03 PM EDT,Not Available,79.8,7314.5,No,0,1987,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 06:50 PM EST,4097643.8,6,Multifamily Housing,Not Available,Not Available,Not Available,10819768.9,Not Available,Not Available,Not Available,7314.5,Not Available,27,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,Not Available,7314.5,Not Available,2022-09-22T00:00:00.000,Not Available,100,22563109,03/07/2022 08:23 PM EST
6779567,1,Multifamily Housing,2427309,225,Not Available,No,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,1.19808,263,Not Available,Not Available,4019020010,Not Available,Not Available,Not Available,205.2,12.3,Not Available,187800,Not Available,Not Available,04/07/2022 04:31 PM EDT,100,Not Available,205.2,187800.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,12.9,Not Available,No,0,1961,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,06/15/2020 02:08 PM EDT,2427309,3,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,No,Not Available,QUEENS,Not Available,Not Available,Not Available,Not Available,Not Available,2022-09-23T00:00:00.000,Not Available,90,6796465.1,Not Available
11985438,1,Multifamily Housing,5078149.9,29,Not Available,No,Not Available,29,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.52794,75,Not Available,439342.2,1-01514-0066,Not Available,Not Available,1772,375.6,103.8,Not Available,54931,Not Available,Not Available,05/30/2021 04:40 PM EDT,100,Not Available,66.1,54931.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,03/27/2022 04:56 PM EDT,Not Available,92.4,1772,No,0,1924,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/07/2022 01:28 PM EST,781293.5,4,Multifamily Housing,Not Available,Not Available,3857514.2,Not Available,Not Available,Not Available,Not Available,1772,Not Available,57,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,Not Available,1772,Not Available,2022-09-22T00:00:00.000,Not Available,100,6545020.4,05/20/2022 10:11 PM EDT
2595904,1,Multifamily Housing,5797791.1,96,Not Available,No,Not Available,96,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,1.47692,115,Not Available,143866.7,1-00892-0020,Not Available,Not Available,2987.6,438.4,88.9,Not Available,65000,Not Available,Not Available,03/16/2022 11:17 AM EDT,100,Not Available,91.6,65000.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,03/16/2022 11:10 AM EDT,Not Available,89.2,2987.6,No,0,1956,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/16/2022 11:16 AM EDT,1083916.8,8,Multifamily Housing,Not Available,Not Available,4570007.6,Not Available,Not Available,Not Available,Not Available,2987.6,Not Available,70,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,Not Available,2987.6,Not Available,2022-09-22T00:00:00.000,Not Available,100,7801734.9,03/02/2022 03:19 AM EST
10894158,1,Multifamily Housing,5348600.2,48,Not Available,No,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.9902,82,Not Available,4596270.7,2-02433-0023,Not Available,Not Available,9355.9,307.7,109.7,Not Available,48475,Not Available,Not Available,07/20/2020 03:33 PM EDT,100,Not Available,63.6,48475.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,110.3,9355.9,No,48,1927,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 06:36 PM EST,752329.5,5,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,9355.9,Not Available,32,Not Available,Not Available,Not Available,No,Not Available,BRONX,Not Available,Not Available,Not Available,9355.9,Not Available,2022-09-22T00:00:00.000,Not Available,100,6932606.8,03/03/2022 04:49 AM EST
10894161,1,Multifamily Housing,4503871.1,36,Not Available,No,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.92393,64,Not Available,3846554.5,2-02456-0051,Not Available,Not Available,4092.6,259.9,121.9,Not Available,38964,Not Available,Not Available,07/20/2020 03:53 PM EDT,100,Not Available,55.6,38964.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,115.6,4092.6,No,36,1923,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 06:36 PM EST,657316.6,5,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4092.6,Not Available,23,Not Available,Not Available,Not Available,No,Not Available,BRONX,Not Available,Not Available,Not Available,4092.6,Not Available,2022-09-22T00:00:00.000,Not Available,100,5879368.7,03/03/2022 05:43 AM EST
2685921,1,"Medical Office, Multifamily Housing, Parking, Retail Store",35118035.2,447,Not Available,No,Not Available,447,Not Available,Not Available,Not Available,Not Available,40000,Not Available,Not Available,Not Available,No,2021-12-31T00:00:00.000,Not Available,Not Available,11.66,0,Not Available,0,1.39144,447,No,26281279.3,1-01328-0021,Not Available,Not Available,16151.2,2143,111.4,Not Available,334051,Not Available,Not Available,07/29/2021 06:14 PM EDT,100,100,747.1,374051.0,7501,Not Available,Not Available,Not Available,Not Available,7501,Not Available,Not Available,Not Available,Not Available,Not Available,105.1,16151.2,No,0,1977,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 05:49 PM EST,8836755.9,12,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,16151.2,Not Available,28,Not Available,0,Not Available,No,Not Available,MANHATTAN,0,Not Available,Not Available,16151.2,Not Available,2022-09-22T00:00:00.000,Not Available,100,52338259.9,03/07/2022 01:12 PM EST
6667528,1,Multifamily Housing,13668837.9,135,Not Available,No,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.79108,203,Not Available,10715376.6,1-01748-0001,Not Available,Not Available,7084.1,818.8,86.5,Not Available,170653,Not Available,Not Available,12/19/2018 11:29 AM EST,100,Not Available,249.7,170653.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,80.1,7084.1,No,135,1994,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 05:41 PM EST,2953461.4,5,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7084.1,Not Available,48,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,Not Available,7084.1,Not Available,2022-09-22T00:00:00.000,Not Available,100,19520837.2,03/18/2022 10:15 AM EDT
4898859,1,Movie Theater,3422505.2,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,21-Jun,Not Available,Not Available,0,Not Available,0,Not Available,Not Available,Not Available,Not Available,1-00016-7512,Not Available,Not Available,Not Available,289.3,10.7,Not Available,72000,Not Available,Not Available,07/26/2021 12:39 PM EDT,Not Available,Not Available,289.3,320162.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10.7,Not Available,No,Not Available,2014,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,3422505.2,1,Movie Theater,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Unable to Check (not enough data),Not Available,MANHATTAN,Not Available,Not Available,Not Available,Not Available,Not Available,2022-09-23T00:00:00.000,Not Available,100,9583014.6,Not Available
10855948,1,Multifamily Housing,10429700.1,442.62,Not Available,No,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,0,1.2,516.4,Not Available,10429700.1,4-01910-7501,Not Available,Not Available,Not Available,554,31,Not Available,368854,Not Available,Not Available,04/23/2020 10:41 PM EDT,100,Not Available,0.0,368854.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,28.3,Not Available,No,0,1961,9297463,Not Available,Not Available,Not Available,Not Available,Not Available,2,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Unable to Check (not enough data),Not Available,QUEENS,Not Available,Not Available,Not Available,Not Available,Not Available,2022-09-23T00:00:00.000,Not Available,100,10951185.1,07/27/2022 03:25 PM EDT
3108375,1,"Multifamily Housing, Parking, Retail Store",38005294.4,289,Not Available,No,Not Available,289,Not Available,Not Available,Not Available,Not Available,28000,Not Available,Not Available,Not Available,No,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.50174,500,No,27779897.3,1-01539-7501,Not Available,Not Available,15176.4,2340,66.5,Not Available,602000,Not Available,Not Available,08/25/2019 09:27 AM EDT,100,Not Available,864.5,630000.0,26000,Not Available,Not Available,Not Available,Not Available,26000,Not Available,Not Available,Not Available,04/15/2019 01:34 PM EDT,Not Available,63.1,15176.4,No,0,1986,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 05:55 PM EST,10225397.1,7,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,15176.4,Not Available,67,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,0,Not Available,Not Available,15176.4,Not Available,2022-09-22T00:00:00.000,Not Available,100,57800003.9,05/22/2022 10:32 PM EDT
4952617,1,Multifamily Housing,8745406.6,106,Not Available,No,Not Available,106,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.63176,165,No,7379312,1-01894-0031,Not Available,Not Available,4844.9,507.4,56.2,Not Available,167786,Not Available,Not Available,04/27/2016 02:00 PM EDT,100,Not Available,115.5,167786.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,04/03/2021 10:53 PM EDT,Not Available,52.1,4844.9,No,0,1924,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/13/2022 11:11 AM EDT,1366094.6,6,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4844.9,Not Available,95,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,Not Available,4844.9,Not Available,2022-09-22T00:00:00.000,Not Available,100,11573342.4,03/07/2022 04:21 PM EST
4940494,1,Multifamily Housing,7639482.8,91,Not Available,No,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.97347,112,No,6300800.1,4-09755-0006,Not Available,Not Available,Not Available,447.8,85.4,Not Available,93480,Not Available,Not Available,04/29/2016 10:31 AM EDT,10,Not Available,113.2,93480.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,12/13/2018 04:15 PM EST,Not Available,81.7,Not Available,No,91,1942,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,02/26/2021 01:43 AM EST,1338682.6,6,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,54,Not Available,Not Available,Not Available,No,Not Available,QUEENS,Not Available,Not Available,Not Available,Not Available,Not Available,2022-09-23T00:00:00.000,Not Available,95,10364151.5,07/27/2022 01:58 PM EDT
6667530,2,Multifamily Housing,6990396.9,109,Not Available,No,Not Available,109,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,1.08673,143,Not Available,3612972.1,1-01077-7501,Not Available,Not Available,3290.7,477.4,72.6,Not Available,100301,Not Available,Not Available,11/28/2020 01:05 PM EST,100,Not Available,285.5,100301.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,69.7,3290.7,No,0,2013,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 06:57 PM EST,3377424.8,9,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3290.7,Not Available,39,Not Available,Not Available,Not Available,No,Not Available,,Not Available,Not Available,Not Available,3290.7,Not Available,2022-09-22T00:00:00.000,Not Available,100,13250410,05/20/2022 10:04 PM EDT
2673439,1,"Medical Office, Multifamily Housing",11186107.5,72,Not Available,No,Not Available,72,Not Available,Not Available,Not Available,Not Available,7070,Not Available,Not Available,Not Available,No,2021-12-31T00:00:00.000,Not Available,Not Available,15.55,0,Not Available,0,0.46276,203,No,8967363.9,1-01498-0033,Not Available,Not Available,3129,663.9,74.3,Not Available,162657,Not Available,Not Available,05/27/2021 11:19 AM EDT,100,100,187.6,162657.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11/19/2018 12:20 AM EST,Not Available,68.8,3129,No,0,1925,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 05:47 PM EST,2218743.7,6,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3129,Not Available,86,Not Available,0,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,Not Available,3129,Not Available,2022-09-22T00:00:00.000,Not Available,100,15628214.3,05/20/2022 10:21 PM EDT
6766499,1,Multifamily Housing,3847652.9,84,Not Available,No,Not Available,84,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,1.22753,102,Not Available,1370596.8,4-00057-7501,Not Available,Not Available,2093.8,282.2,58,Not Available,68430,Not Available,Not Available,04/01/2021 04:09 PM EDT,100,Not Available,209.4,68430.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,56.2,2093.8,No,0,2006,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 06:26 PM EST,2477056.2,5,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2093.8,Not Available,56,Not Available,Not Available,Not Available,No,Not Available,QUEENS,Not Available,Not Available,Not Available,2093.8,Not Available,2022-09-22T00:00:00.000,Not Available,100,8374883.8,04/25/2022 05:14 PM EDT
6282767,1,Retail Store,1298071.7,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,Not Available,Not Available,Not Available,745900,3-00152-0001,Not Available,Not Available,49.7,86.3,47.9,Not Available,30056,Not Available,Not Available,08/15/2022 10:06 AM EDT,Not Available,Not Available,46.7,30056.0,30056,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,43.2,49.7,No,Not Available,1937,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,09/21/2022 04:06 PM EDT,552171.7,3,Retail Store,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,49.7,Not Available,92,Not Available,Not Available,Not Available,No,Not Available,BROOKLYN,0,Not Available,Not Available,49.7,Not Available,2022-09-23T00:00:00.000,Not Available,100,2329275.7,07/27/2022 01:47 PM EDT
2704882,1,"Multifamily Housing, Office, Parking",18383935,238,Not Available,No,Not Available,0,3.49,Not Available,Not Available,Not Available,56922,Not Available,Not Available,Not Available,No,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,1.36658,382,No,15126603.1,4-05020-0001,Not Available,Not Available,14295.3,1078.8,110.3,Not Available,175676,Not Available,Not Available,03/10/2019 06:37 PM EDT,100,Not Available,275.4,232598.0,Not Available,Not Available,Not Available,Not Available,Not Available,1518,Not Available,Not Available,Not Available,11/23/2018 01:15 PM EST,Not Available,104.6,14295.3,No,238,1965,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 05:48 PM EST,3257331.9,5,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,14295.3,Not Available,61,Not Available,Not Available,Not Available,No,Not Available,QUEENS,Not Available,Not Available,100,14295.3,Not Available,2022-09-22T00:00:00.000,Not Available,100,25003462.5,03/07/2022 08:07 PM EST
6766498,1,"Multifamily Housing, Other",7726878.7,122,Not Available,No,Not Available,122,Not Available,Not Available,Not Available,Not Available,6000,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.83562,145,Not Available,4959552.2,1-01167-7501,Not Available,Not Available,3632.9,497.4,50.4,Not Available,152000,Not Available,Not Available,04/06/2022 11:32 AM EDT,100,Not Available,234.0,152000.0,Not Available,Not Available,6000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,50.8,3632.9,No,0,1924,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 06:31 PM EST,2767326.5,13,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3632.9,Not Available,81,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,Not Available,3632.9,Not Available,2022-09-22T00:00:00.000,Not Available,100,12956044,05/29/2022 04:53 PM EDT
3108493,1,Multifamily Housing,5791106.2,17,Not Available,No,Not Available,17,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.22369,71,No,364468.4,1-01384-0069,Not Available,Not Available,Not Available,418,81.1,Not Available,75999,Not Available,Not Available,08/05/2014 10:15 PM EDT,100,Not Available,398.7,75999.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,03/02/2022 08:29 PM EST,Not Available,76.2,Not Available,No,0,1928,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,2114973.5,8,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Unable to Check (not enough data),Not Available,MANHATTAN,Not Available,Not Available,Not Available,Not Available,Not Available,2022-09-22T00:00:00.000,Not Available,100,10288685.9,05/23/2022 01:09 PM EDT
4047232,1,Multifamily Housing,4370438,38,Not Available,No,Not Available,38,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.38718,72,No,330924.5,1-00848-0061,Not Available,Not Available,Not Available,359.1,44.5,Not Available,98146,Not Available,Not Available,08/05/2014 10:16 PM EDT,10,Not Available,341.5,98146.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,03/27/2020 12:23 PM EDT,Not Available,44.5,Not Available,No,0,1900,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/27/2020 12:23 PM EDT,4039513.6,6,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,28,Not Available,Not Available,Not Available,Unable to Check (not enough data),Not Available,MANHATTAN,Not Available,Not Available,Not Available,Not Available,Not Available,2022-09-22T00:00:00.000,Not Available,85,11658108.7,03/18/2022 12:18 PM EDT
2669061,1,Multifamily Housing,14945628.7,128,Not Available,No,Not Available,128,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.61211,296,No,12335047.1,1-01250-0030,Not Available,Not Available,5337.3,875.9,Not Available,Not Available,209113,Not Available,Not Available,04/12/2020 09:58 PM EDT,100,Not Available,220.7,209113.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11/13/2018 12:16 AM EST,Not Available,71.5,5337.3,No,0,1927,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 06:47 PM EST,2610581.5,7,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5337.3,Not Available,81,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,Not Available,5337.3,Not Available,2022-09-26T00:00:00.000,Not Available,100,20261427.8,05/22/2022 10:46 PM EDT
