q0_dbn,q17_c15_r2,q40_r1_c2_5,q16_c10_r2,q40_r1_c3_4,q16_c15_r4,q17_c15_r1,q28_4,q16_c1_r4,q16_c2_r2,q25_r1_c5,q16_c14_r2,q17_c8_r4,q25_r2_c1,q17_c1_r3,q26_2,q25_r1_c1,q16_c19_r4,q16_c14_r4,q25_r2_c5,q17_c10_r2,q17_c7_r3,q16_c15_r1,q41_7,q17_c11_r1,q17_c13_r3,q23_r7_c1,q17_c3_r4,q17_c12_r3,q16_c16_r4,q40_r1_c4_1,q17_c14_r3,q40_r1_c1_4,q16_c13_r2,q16_c9_r2,q16_c21_r4,q17_c10_r1,q40_r1_c6_4,q17_c15_r4,q25_r5_c3,q40_r1_c7_3,q27_5,q16_c17_r4,q40_r1_c7_1,q25_r5_c1,q40_r1_c3_2,q16_c22_r2,q16_c21_r3,q40_r1_c1_3,q17_c11_r3,q42_1_rev,q40_r1_c4_3,q40_r1_c10_4,q40_r1_c4_5,q16_c5_r3,q41_3,q16_c14_r3,q40_r1_c2_3,q40_r1_c6_2,q27_3,q16_c6_r1,q16_c8_r2,q17_c2_r2,q17_c4_r1,q23_r7_c2,q16_c5_r2,q16_c19_r3,q16_c3_r4,q17_c6_r4,q17_c5_r1,q16_c8_r4,q16_c16_r2,q23_r7_c4,q17_c2_r1,q40_r1_c5_3,q17_c6_r2
03M485,,,,Music,,,1,,,0,,,0,,,0,,,0,,,,1,,,0,,,,Teacher Professional Development,,Office of Arts and Special Projects,,,,,,,0,,19-23 hrs,,,0,Music,,,Office of Arts and Special Projects,,"Our school enjoys an international reputation as the first and foremost high school dedicated to nurturing students in the arts. Part of our mission is to provide an opportunity for students to pursue conservatory style training. Our state-of-the-art building across from Lincoln Center was designed especially for the arts and features world-class facilities including a 1,150-seat concert hall, visual arts, dance, music, recording and theater studios, and an art gallery.",Teacher Professional Development,,Teacher Professional Development,,1,,,,19-23 hrs,,,,,0,,,,,,,,0,,4.0,
02M116,,,,,,,1,0.0,0.0,0,,,0,0.0,0.0,0,,,0,,,,1,,,0,0.0,,,Residency (direct instruction to students),,,,,,,,,0,,,,10.0,0,Dance,,,,,"P.S. 116 Manhattan has a longstanding commitment to aesthetic arts education where students learn by focusing on an artist's works of art, including dance, music, theater, and visual arts. We concentrate on students' perceptions of a particular work guided by a line of inquiry to explore the artistic and aesthetic process of featured artists. In order to provide each child a comprehensive experience with the arts, we are proud partners with 92nd Street Y, American Classical Orchestra, Dancing Classrooms, Jazz at Lincoln Center, and National Dance Institute. During this unprecendented school year, we are grateful that some of our valued partners were able to offer virtual afterschool programming to keep the arts alive at 116!",,,,0.0,0,,,15.0,1-6 hrs,0.0,0.0,0.0,0.0,0,0.0,,0.0,,0.0,0.0,,0,0.0,,
10X045,,,,,,,0,,,0,,,0,,0.0,0,,,0,,,,1,,,0,,,,Residency (direct instruction to students),,,,,,,,,0,,13-18 hrs,,2.0,0,Theater,,,,,"For the current school year, we have a licensed visual arts teacher servicing students in various classes in grades six through eight, including our English as a New Language (ENL) and Students with Disabilities (SWD) populations. We received a CASA grant again this year and worked with Creative Art Works. Due to Covid-19, we were unable to hold the Creative Art Works classes in-person, but they were able to have virtual workshops for the students. Also, teaching artists from Lincoln Center worked with two of our eighth grade classes virtually which culminated in a performance of a Shakespeare play.",,,,,0,,,60.0,,,,,,0,,,,,,,,0,,,
28Q354,,,,,,,0,10.0,0.0,0,,10.0,0,0.0,0.0,0,,,0,,0.0,,0,,,0,10.0,,,Residency (direct instruction to students),,,,,,,,,0,,,,10.0,0,,,,,,"At PS 354 we aim to leverage arts integration through STEM activities. Students are given opportunities to think creatively and explore digital and traditional arts as a method of communication and expression. Through the collaborative use of teaching artists and partnership of our after-school program, students have meaningful opportunities to explore their identity and the world around them through integrated arts opportunities.",,,,0.0,1,,,,,0.0,0.0,0.0,0.0,0,0.0,,10.0,10.0,0.0,10.0,,0,0.0,,0.0
25Q021,1.0,,0.0,,,0.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,0.0,0,0.0,0.0,,1,0.0,0.0,0,0.0,0.0,,Arts Related Field Trips,0.0,,1.0,0.0,,0.0,,0.0,0,,31+ hrs,,2.0,0,Music,,,,0.0,P.S. 21 Edward Hart provides a well-rounded arts program for all students. Our third grade students participate in a comprehensive recorder program where they learn to read music as well as play the instrument. This program gives the students a basic music background before they choose an instrument for our fourth/fifth grade band program. Our arts department has collaborated to produce a virtual showcase through our school's multicultural night. Visual Arts exhibits are on display throughout the school building. Each year our dedication to the arts is further developed through a variety of cultural affiliations. This year we are proud of our virtual partnership with Carnegie Hall. All of our grade-wide or school-wide arts events are showcased in order to give our families the opportunity to celebrate their children's accomplishments. We have also continued our arts learning remotely and in-person during this academic school year using a variety of virtual platforms to enhance and implement instruction.,,,,0.0,1,0.0,,175.0,31+ hrs,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,,0,0.0,,0.0
08X333,,,1.0,,,,0,0.0,1.0,0,,0.0,1,0.0,0.0,1,,,0,1.0,0.0,,0,,,0,0.0,,,In-school Student Workshops,,,,1.0,,0.0,,,0,,1-6 hrs,,1.0,0,,,,,,"At The Longwood Academy of Discovery, our arts programming reaches all Pre-Kindergarten to Fifth Grade students through classes in visual arts and music, and supplementary services provided through cultural arts organizations.  

Through the arts, we create opportunities for students to build cultural competence (knowledge of their own cultures and the cultures of others); develop skills to become lifelong artistic learners; show pathways to professions in the arts; and provide space for students to expand their learning by engaging in the creative process.

Our students have access to a full visual arts studio, a technology classroom, and a renovated auditorium space that will be upgraded soon.",,,,0.0,0,,,,,0.0,1.0,1.0,0.0,0,1.0,,0.0,0.0,0.0,0.0,,0,0.0,,1.0
23K178,,,,,,,0,50.0,5.0,0,,,0,2.0,0.0,0,,,0,,,,0,,,0,50.0,,,,,,,,,,,,0,,19-23 hrs,,,0,,,,,,"For the 2020-21 school year, the St. Clair McKelway School continued with an arts program during the school day. Also, a portion of our middle school population was exposed to the arts during our NY Edge SONYC afterschool program which runs each day from 2:30- 4:45. SONYC allows our students to participate in visual arts as well as step/dance classes. The students in SONYC have participated in an visual arts gallery and showcases where their work is displayed, and they engage in musical performances. Classroom teachers have also engaged students in performances, visual arts, and creative writing. The school community loves and values the arts, and we will continue to program our students with arts classes in the 2021-22 school year including either a dance or theater class. We will also apply for grants that will allow us to provide our students with a resident artist during the school day and/or after school.",,,,,1,,,,,,,5.0,15.0,0,,,50.0,,15.0,,,0,15.0,,
02M412,,,,,,,1,,,0,,,0,,,0,,,0,,,,0,,,0,,,,,,,,,,,,,0,,1-6 hrs,,,0,,,,,,"Our goal for the visual arts program is to provide a four-year arc of meaning-making through a variety of media. Each year students will engage in art making through the lenses of a studio based approach with a focus on the creative process. We will also seek to  explore the theme of identity and our place in our world, both historically and in the present. In addition, real world opportunities and projects will be the foundation of the curriculum. Students will be introduced to maintaining a sketchbook for the collection of ideas, lean heavily into the design process, analyze and interpret a wide range of perspectives represented by multi-ethnic artists, and utilize the vast opportunities to seeing art in person through visiting museums and gallery spaces. With regards to music, the curriculum is designed so that students can derive a meaningful learning experience regardless of prior knowledge and experience in music.",,,,,1,,,,,,,,,0,,,,,,,,0,,,
27Q146,,,,,,,0,0.0,0.0,0,,0.0,0,0.0,0.0,0,,,0,,0.0,,1,,,0,0.0,,,,,,,,,,,,0,,,,,0,,,,,,"Public School 146Q is proud to offer theater and visual arts classes to all of our students. All students are exposed to music and dance in their regular classroom programs. We have student artwork on display throughout the school year. We schedule virtual and live student trips to for them to be able to experience art forms in music, drama, and dance. We participate in citywide art contests offered by the Office of Health and Wellness, NYC Sustainability Council (Energy Saving), and local politician's Earth Day celebrations. Under the guidance of our theater teacher, multi-grade students put on yearly musicals and/or performances. We believe the arts is an integral piece in the mosaic of each students' well-rounded education. The overall goal of our arts program is to have students in grades Pre-k 3 through grade 8th experience the arts. Additionally, we have observed the arts and the positive impact it has on students with various learning styles and student social and emotional growth. The arts program grows with the child to provide unique opportunities for development, confidence and independence.",,,,0.0,1,,,,,0.0,,0.0,0.0,0,0.0,,0.0,0.0,0.0,,,0,0.0,,0.0
03M452,,,,Visual Arts,,,1,50.0,50.0,0,,,0,10.0,0.0,0,,,0,,,,1,,,0,50.0,,,Residency (direct instruction to students),,Brooklyn Museum,,,,,130.0,,0,2.0,19-23 hrs,,5.0,0,Visual Arts,,,Transit Museum,,"Students at Public School 452 study, explore and create in visual arts, architecture, vocal and instrumental music, dance, theatre and media arts/moving image. Cross-curricular units include opportunities both within the classroom and in the multitude of NYC’s artistic spaces, including museums, performance venues, parks, landmarks, studios and cultural institutions. We utilize group projects that require the children to plan, research, organize and share. Our goal-oriented units use technology, visual arts, drama and movement to express ideas. Currently, we engage our primary grade students in the exploration of the foundations of music and begin to foster their visual artist-self through a variety of media. Upper grade students begin to diversify their learning through choral work, differentiated instrumentation, art history, art making, art critique, and advanced visual artistic creation. We believe the arts to be an inclusive and engaging experience for all students, instilling an appreciation for all art forms while fostering their journey to become lifelong fine arts appreciators. During the 2019-2020 school year, we engaged in residency programs with National Dance Institute, the Salvadori Center, New York Historical Society, and Lincoln Center Film Society Kids. We work in collaboration with cultural institutions such as The American Museum of Natural History, Carnegie Hall, and various other museums and artistic institutions throughout New York City.",Residency (direct instruction to students),,Arts Related Field Trips,,1,,,75.0,31+ hrs,,,50.0,,0,,,50.0,,,,,0,10.0,5.0,
27Q210,,,,,,,1,,,0,,,0,,0.0,0,,,0,,,,1,,,0,,,,In-school Student Workshops,,,,,,,,,0,18.0,1-6 hrs,,3.0,0,Dance,,,CASA,,"Middle School 210Q's primary goal is to perform at a level which will include our school in conversations that were once exclusive to arts high schools. The Arts Department has grown exponentially through the guidance of our teachers and cultural partnerships. Our teachers and guest artists have taught our students strategies in public speaking, collaboration, and risk-taking. These efforts have resulted in a noticeable improvement in pride, confidence, community building, and academic performance. This year, we were able to bring arts into our classrooms both in-person and remotely. Students from all grade levels within our building were able to jump into our arts programs, performing, creating and experiencing all of the magic the arts offer our community each year. Our Art Spaces were also recently updated due to the ArtSpace grant. This opportunity has allowed our programs and students to continue to grow and thrive with updated spaces, technology and opportunities. With COVID-19 on the forefront, the arts are an important tool in helping students cope and reflect on these difficult times. The arts will provide students with skills to improve and focus on their social/emotional learning. Creativity is born when challenges are presented. The arts will be there to provide students with a strong community, hope, and a brave place to explore and create.",Residency (direct instruction to students),,,,1,,,45.0,7-12 hrs,,,,,0,,,,,,,,0,,5.0,
29Q156,,,,,,,0,20.0,0.0,0,,,0,0.0,0.0,0,,,0,,,,0,,,0,0.0,,,Teacher Professional Development,,,,,,,,,0,,,,,0,,,,,,"Our classroom teachers incorporate the arts into their curriculum-Our 4th grade teachers worked with visual arts through our district wide grant with the Guggenheim Museum.  Our goal is to expand our arts program to include dance, theater, and photography.",,,,,0,,,,,,,0.0,0.0,0,,,0.0,,,,,0,0.0,,
02M630,,,,Visual Arts,,,1,,,0,,,0,,3.0,0,,,0,,,,1,,,0,,,,In-school Student Workshops,,Poster House,,,,,,,0,2.0,7-12 hrs,,20.0,0,Visual Arts,,,Society of Illustrators,,"The High School of Art and Design has been a commercial art high school since 1936. All curricula are developed with our industry partners and post-secondary educational partners. We prepare students for college and careers in the arts. Our students receive two periods of art instruction daily for all four years that they attend our school. Our programs are all NYS approved Career and Technical Education (CTE) programs:  architectural design, cartooning, animation, graphic design, illustration, digital photography, film and video, and fashion design. Students learn the Adobe suite and AutoCAD software programs and become certified in both programs. Our facilities mirror the state-of-the-art equipment used in the industry and students participate in internships available through industry partners and various arts organizations. They compete in art competitions and display their artwork in school and outside venues. Graduating students are accepted into major colleges and universities throughout the country. All our majors have their own gallery shows in the Kenny Gallery throughout the year. We also invite alumni and industry professionals to share their expertise with our students during Career Day. Our culminating Spring Arts Festival thoroughly highlights student achievement in the arts. This year due to Covid-19 we launched a Virtual Arts Festival. In addition, our fashion students presented their fashion show virtually and the film students showcased their films in their virtual online film festival.",In-school Student Workshops,,Residency (direct instruction to students),,1,,,40.0,,,,,,0,,,,,,,,0,,5.0,
11X418,,,,,,,1,,,0,,,0,,0.0,0,,,0,,,,1,,,0,,,,Residency (direct instruction to students),,,,,,,,,0,,7-12 hrs,,1.0,0,Visual Arts,,,,,We have a Career and Technical Education (CTE) Graphic Design Program which is a seven course sequence of courses leading to a certification in Adobe Illustrator.  Scholars also have an opportunity to work with Lehman College Art Gallery in 9th grade and with CUNY Creative Arts Program in the 10th and 11th grade.  Scholars also have access to internships in their industry through our work-based learning program.,,,,,1,,,120.0,,,,,,0,,,,,,,,0,,,
09X274,,,,,,,0,0.0,0.0,0,,0.0,0,0.0,0.0,0,,,0,,0.0,,1,,,0,0.0,,,,,,,,,,,,0,,,,,0,,,,,,"This year in visual arts students are continuing to explore a variety of materials and art media while navigating both the remote and blended learning models in the face of a global pandemic. Artists have been encouraged to consider the resources and spaces that surround them as tools for creating while infusing elements of social justice and social-emotional learning into their art-making. Artists have developed a new artistic skillset that focuses on STEAM and technology in particular as an exciting, beneficial, and cutting edge pathway for creating. This years themes have included community, cooperation, activism, empowerment, imaginative thinking, and voice. It is our goal that scholars participate in a well rounded, inclusive, and culturally responsive art making experience based on guiding the whole individual at P.S. 274.",,,,0.0,1,,,,,0.0,,0.0,0.0,0,0.0,,0.0,0.0,0.0,,,0,0.0,,0.0
14K084,,,,,,,0,0.0,0.0,0,,,0,0.0,0.0,0,,,0,,,,1,,,0,0.0,,,Residency (direct instruction to students),,,,,,,,,0,,13-18 hrs,,10.0,0,,,,,,"PS 84's arts program is a very comprehensive one following the Blueprints for Teaching and Learning in the Arts. The arts are integrated in all the content areas using a variety of media and techniques. We are very fortunate to be a part of a community that is enriched with a variety of artists, galleries and studios. Our continuous collaboration with various arts residencies have enriched the arts educations of all our students. Additionally, we have partnered with cultural arts organizations to ensure that every grade K-8 is provided with instruction in the arts that is tailored to their developmental needs and interests. Our educators and partner arts organizations are evolving arts instruction to provide students with access to rich programming regardless of it being in-person or remote.",,,,0.0,1,,,,1-6 hrs,0.0,,0.0,0.0,0,0.0,,0.0,0.0,0.0,,,0,0.0,,0.0
19K507,,,,,,,1,,,0,,,0,,,0,,,0,,,,1,,,0,,,,Residency (direct instruction to students),,,,,,,,,0,,,,80.0,0,,,,,,"Performing Arts and Technology High School offers a varied experience in performing arts. Freshman year students take Introduction to the Performing Arts, where they receive a formal introduction to one of our arts disciplines (dance, drama, vocal music, and instrumental music), after an initial audition and placement process. Students then select a major in one of these four areas at the end of the freshman year. Sophomore year students study intermediate dance, drama, vocal or instrumental music. Students will begin their sequence of study in the major they selected at the end of 9th grade. Junior year students delve into advanced dance, drama, vocal music or instrumental music. Students will continue their studies in their chosen major. Senior year students attend an advanced studio in advanced dance, advanced drama, advanced vocal music, or advanced instrumental music. Students in the advanced studio will be engaged in development of professional portfolios and the creation of original pieces.",,,,,1,,,,19-23 hrs,,,,,0,,,,,,,,0,,,
10X696,,,,,,,1,,,0,,,0,,0.0,0,,,0,,,,1,,,0,,,,,,,,,,,,,0,,1-6 hrs,,,0,,,,,,"Our arts program has a number of important goals. We seek, as part of our focus on American studies, to expose students to the careful study of art and music history. We also provide students with the skills necessary to create meaningful works of art on their own. Finally, we place great emphasis on inculcating in our students an interest in seeing and thinking about gallery and museum exhibits, plays, operas, musicals, and other theatrical performances, contemporary film, and modern and classical dance.",,,,,1,,,,,,,,,0,,,,,,,,0,,,
27Q223,,,,Visual Arts,,,0,20.0,17.0,0,,,0,16.0,0.0,0,,,0,,,,1,,,0,20.0,,,In-school Student Workshops,,National Museum of African American History and Culture,,,,,15.0,,0,32.0,13-18 hrs,,1.0,0,Dance,,,CASA,,"The arts program at PS 223 provided instruction to students in dance, music, theater and visual arts through various media and repertoire. Students showcased their talents in these four disciplines by participating in virtual assemblies that focused on a different cultural theme each month. Our school partnered with arts organizations like CASA, the International Girls Ensemble and the STEAM-based Salvadori Center for both in-person and remote instruction in the arts.  Our visual arts teacher provided remote visual arts instruction to students working from home. Student artwork was showcased on Google Classroom, in the school building and will be celebrated in an upcoming virtual art exhibition. We are proud of our two students who were chosen for the PS Art 2021 exhibition as well as the four students selected for the Queens Borough Visual Arts Festival 2021. PS 223 was also excited to be a part of District 27’s Asian American and Pacific Islander Heritage Month Celebration. The National Museum of African American History and Culture engaged our first graders through meaningful visual arts activities each week on “Joyful Fridays”. Families danced along with the Ajna Dance Company as they learned Indian Dance in a virtual setting.",Residency (direct instruction to students),,Arts Related Field Trips,16.0,1,,,28.0,,1.0,,17.0,1.0,0,17.0,,20.0,,1.0,,,0,1.0,5.0,
27Q106,,,,,,,0,0.0,0.0,0,,,1,9.0,,0,,,0,,,,0,,,0,0.0,,,Residency (direct instruction to students),,,,,,,,,0,,,,11.0,0,Visual Arts,,,,,"Students at Lighthouse Elementary received remote arts instruction during extended learning time from two cultural organizations. Arts House provided guitar, dance, and fine arts. Take Two Film Academy provided visual arts and theater, which included classes in Puppetry; Character Creation; Becoming a You Tube Star; Animation; and Film Production, Acting, and Editing. In addition, Take Two Film Academy provided in-person arts instruction during the month of June.   Throughout the year, students had the opportunity to participate in the Annual Black History Month Show. Students also viewed a Black History Month production produced by Christian Cultural Center and The Lion King Experience produced by The NY Black Arts Festival.",,,,,0,,,20.0,,,,0.0,0.0,0,,,0.0,,,,,0,0.0,,
15K131,,,20.0,Music,,,1,0.0,0.0,0,,0.0,0,0.0,0.0,0,,,0,0.0,0.0,,1,0.0,,0,0.0,,,Residency (direct instruction to students),,Brooklyn Conservatory of Music,,0.0,,0.0,53.0,,0,13.0,19-23 hrs,,12.0,0,Visual Arts,,,Studio in a School,0.0,"PS 131 believes that looking, making, and responding to art is very important, particularly for our English Langauge Learners (ELL), our Students With Disabilities (SWD) and our general education population. We have a high percentage of ELL students (approximately 50%) and about 18% of our students have disabilities, and we see the arts as a safe place of expression outside of perceived limits allowing them to engage fully in the experience without being hindered by any inability they might feel. Often, the students most successful in the visual arts may not be able to communicate in English, but their creation gives them the tools for self-expression they may not find elsewhere. This feeling of success and self-expression can open a door to learning and allow them to grow in all subject areas. We have a close and long-standing relationship with our arts partners who all share our school’s philosophy.  Studio in a School and The Brooklyn Conservatory of Music have been working with our students for 20 + years.  This year we added Dancing Classrooms for ballroom dancing for our fourth graders and began an early childhood (PreK) pilot program with Museum of Modern Art (MoMA). Our goal is to provide a diverse menu of arts across disciplines and grades. The benefits that staff and students receive from these programs are immeasurable.",Residency (direct instruction to students),,,0.0,1,,,28.0,19-23 hrs,14.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,,0,0.0,5.0,0.0
17K399,,,,,,,0,5.0,5.0,0,,,0,5.0,0.0,0,,,0,,,,0,,,0,5.0,,,Residency (direct instruction to students),,,,,,,,,0,,,,30.0,0,,,,,,"Like all schools across the country, our school has been significantly impacted by the Corona Virus. Our students, families, and our entire school community has felt its impact. The majority of our students and teachers have been in Remote Learning for more than a year, and we have worked collaboratively to ensure that our students received an effective, rigorous, and  standards based education. 

We are looking forward to returning to full time, in-person, sessions in September and continuing our partnership with Brooklyn Arts Council. Through this partnership our students were enrolled in classes that supported their Artistic and Musical expressions. We also want to explore other partnerships that would nurture our students artistic expression and curiosity.

We look forward to having our students participate in the Arts and build upon and support their resiliency, recognizing that for some of our students, they are returning to the school after being away for a year and a half. It is important that they have the capacity and ability to express themselves as they navigate away from remote learning and transition back to in person learning. 

We know that Art plays a powerful role in helping students to think creatively and critically, and look forward to supporting our students through the use of  Art, Dance, Music, and Theater.",,,,,0,,,,,,,5.0,,0,,,5.0,,,,,0,5.0,,
28Q160,,,,Other,,,0,3.0,5.0,0,,,0,0.0,0.0,0,,,0,,,,0,,,0,15.0,,,Residency (direct instruction to students),,"Mr, Chris Musical Experience",,,,,636.0,,0,1.0,,,5.0,0,Music,,,Anja Dance Company,,"Due to the pandemic, we were unable to provide in-house arts programming. However, we made up for that loss by partnering with vendors to bring the arts to life within our school building. Every month students were able to sing, dance, perform, and express themselves creatively. 

This year, we partnered with Midori and Friends with their Signature Series residency. Students made instruments and learned the history of jazz music and its origin. Musical IQ took us on a musical tour around the world and Ajna Dance Company helped us celebrate and understand the importance of Holi. Students were able to dance and move with the help of Mr. Chris and even got to see a live theater performance of ""The Movement"" with Leap. Leap also allowed our classes to partake in a theater residency, Poetry in Motion, and our 5th-grade students participated in a Digital Photography residency as well. 

Change for Kids provided our 4th-grade students with a Studio in the Box residency and they created their own beats. CFK also provided our kindergarten & first-grade classes with Music & Movement. Music for Many introduced us to storytelling through song and our Dare to Draw Assembly was one that will be talked about forever. 

The arts were alive and well at PS 160Q and we will continue this work in the upcoming school year.",Residency (direct instruction to students),,Residency (direct instruction to students),0.0,0,,,60.0,,10.0,,4.0,10.0,0,12.0,,3.0,15.0,10.0,,,0,10.0,5.0,4.0
11X112,,,,,,,0,5.0,2.0,0,,,0,0.0,0.0,0,,,0,,,,1,,,0,2.0,,,Residency (direct instruction to students),,,,,,,,,0,,,,1.0,0,,,,,,,,,,0.0,0,,,,,0.0,,0.0,0.0,0,0.0,,3.0,2.0,0.0,,,0,0.0,,0.0
25Q120,,,0.0,,,,0,0.0,0.0,0,,0.0,0,0.0,,0,,,0,0.0,0.0,,1,,,0,0.0,,,,,,,0.0,,0.0,,,0,,1-6 hrs,,,0,,,,,,"This school year, the arts program at P.S. 120 took place mostly online. We worked with small groups and created an enrichment club through Zoom. All remote students had weekly access to art through a YouTube channel we created where students could follow along with us at home. Teachers also used our YouTube channel in the classroom and substitute teachers used it as well, when students were in- person. We can proudly say that every remote student had access to the arts. For the few children that were in-person, access to the arts was with a certified visual arts instructor. For next year, we are hoping for all students to be fully in-person, so we can continue our arts program in a more hands-on way. In addition, the arts increases our students' language acquisition, as well as supports their writing skills. Students next year will also be exposed to the arts through sustainability projects led by the physical education teacher. Our remote and in-person arts program helps students grow socially and emotionally.",,,,0.0,0,,,,,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,,0,0.0,,0.0
10X397,,,,,,,1,,,0,,,0,,0.0,0,,,0,,,,1,,,0,,,,Residency (direct instruction to students),,,,,,,,,0,,31+ hrs,,40.0,0,,,,,,,,,,,1,,,,,,,,,0,,,,,,,,0,,,
07X551,,,,,,,1,,,0,,,0,,0.0,0,,,0,,,,1,,,0,,,,,,,,,,,,,0,,,,,0,,,,,,"The arts program at the Bronx Academy of Letters has been expanded upon over recent years, and that growth is still in progress. Currently there is both a full-time visual arts teacher and a full-time theatre teacher, who teach classes in grades 7-12. 

Alongside these instructors we also have an Artist-in-Residence program; these four residents teach the following high school classes each day: Theater Production, Poetry, Journalism, and Music Production.

All students in grades 7 and 8 are in either a visual arts or theatre course; all students in grade 9 are in one of the above arts courses; the majority of students in grades 10-12 are in at least one of the above arts courses.

As a school, our Arts Department engages in a variety of productions and events each year. Twice per year there is a Night of the Arts, which includes performances and products from all of the above courses (and from students of all grades). Twice per year there are also theatre productions, including a full musical (recent productions include Hairspray and Grease). There are also Poetry Lounges, art shows, and a collaboration with The Moth that occur throughout the year.",,,,,1,,,,,,,,,0,,,,,,,,0,,,
15K656,,,,Music,,,1,,,0,,,0,,1.0,0,,,0,,,,1,,,0,,,,Residency (direct instruction to students),,Lincoln Center Educaiton,,,,,10.0,,0,10.0,7-12 hrs,,10.0,0,Theater,,,BRIC Arts Media,,"Brooklyn High School of the Arts is Brooklyn's official arts school. A District 15 school located in downtown Brooklyn, it is the only fully screened arts school in the borough. The intensive arts curriculum prepares students for conservatory and higher education programs as well as careers in the arts. It boasts one of the most accomplished performing and visual arts programs in the City of New York. The vocal/instrumental music program ranks among the finest in New York and achieves top scores while performing at the highest level at state and city-wide competitions annually. The visual arts program routinely wins major distinctions and has been featured in galleries across the country. It is a pipeline to major art universities here in New York and nationally. The dance program features the finest instructors in NYC and supports dance students in receiving scholarships to college. The spring dance concerts are highlights to the entire community. The drama department features three main-stage productions and several smaller performances every year. They are regularly featured in the Schubert Theater Festival on Broadway. Students may also pursue musical or technical theater. As one of ten ""Exploring the Arts/Tony Bennett"" partner schools, Exploring the Arts (ETA) provides students with many opportunities for real world internships and professional residencies in the arts. Students graduate with a New York City Arts Endorsed Diploma along with their Regents and Advanced Regents Diploma",Residency (direct instruction to students),,,,1,,,120.0,7-12 hrs,,,,,0,,,,,,,,0,,5.0,
28Q196,0.0,,0.0,,,0.0,0,0.0,0.0,0,,0.0,0,0.0,0.0,0,,,0,0.0,0.0,,1,0.0,0.0,0,0.0,0.0,,,0.0,,,0.0,,0.0,,0.0,0,,,,,0,,,,,0.0,"We relate visual arts and music to all curriculum areas to align with the Common Core Learning Standards. It is important for students to have an in-depth understanding of the formal elements of design which will be used in each project they work on. Students will learn to understand new ways of expressing themselves through various cultures and techniques. More importantly, the children should develop a sense of achievement. Achievement installs confidence which raises self-esteem.This is what teaching is all about!",,,,0.0,0,,,,,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,,0,0.0,,0.0
07X151,,STEM,,Visual Arts,,,1,,,0,,,1,,0.0,1,,,0,,,,1,,,0,,,,Residency (direct instruction to students),,OTHER,,,,,53.0,,1,8.0,13-18 hrs,,24.0,0,Visual Arts,,,OTHER,,"Lou Gehrig Academy (LGA) believes in nurturing the talents of students by creating an arts enriched environment. Through the arts, we aim to inspire students to be critical thinkers, keen observers of detail, lifelong arts learners, makers and appreciators of the arts. Aligned with the New York State Standards for the Arts, and the NYCDOE Blueprints for Teaching and Learning in the Arts, LGA exercises a rigorous approach to teaching the arts. Together with partner cultural organizations, we bring equitable high-quality arts education to all students, offering them the opportunity to engage in meaningful art experiences, and relevant discourse with each other about the arts.",Residency (direct instruction to students),school merger,In-school Student Workshops,,1,,Project Aurora for Remote Students,53.0,,,,,,0,,,,,,,,0,,5.0,
26Q186,,,,,,,0,0.0,0.0,0,,0.0,0,0.0,,0,,,0,,0.0,,1,,,0,0.0,,,Teacher Professional Development,,,,,,,,,0,,7-12 hrs,,5.0,0,Visual Arts,,,,,"At Public School 186Q (Castlewood) we follow a balanced arts program that aligns with the NYC Blueprints for the Arts, State Standards and National Standards for Music, Theater and Visual Arts. Our visual arts program introduces mentor artists and studies their work to teach elements of art and principles of design. Students are exposed to various media and interdisciplinary approaches. Examples of student work are displayed throughout the school building all year long. All students participate in core music classes. Through singing, playing instruments, movement, listening to music, and various other activities, students receive instruction to help them reach their fullest potential both musically and educationally. Also, in addition to core music classes, we offer a variety of in-school ensembles and enrichment opportunities. Students engage in educational theater practices which explores upon all elements of theater-making. This includes performing, directing, playwriting, history, performance analysis and technical theater (scenery, props, costume, lighting etc).",,,,0.0,1,,,7.0,7-12 hrs,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,,0,0.0,,0.0
18K635,,,,,,,0,,,0,,,0,,,0,,,0,,,,1,,,0,,,,,,,,,,,,,0,,,,,0,,,,,,"The goal for Olympus Academy this school year was to form a school band and to give more opportunity for students to learn to play musical instruments.  Due to COVID, this goalhas been postponed until next school year. We have attained additional instruments so that students will have more options.  In addition, we hope to help students become more familiar with using music software to create beats and song tracks.  Students will continue to be exposed to both the theory and practical application of the arts.  We continue to give students the opportunity to attend arts programs and performances outside of school and to encourage participation in the All-City High School Music Program.",,,,,1,,,,1-6 hrs,,,,,0,,,,,,,,0,,,
