property_id,office_weekly_operating_hours,multifamily_housing_number_5,net_emissions_metric_tons,retail_store_cash_register,food_service_gross_floor,address_2,primary_property_type_epa,non_refrigerated_warehouse,data_center_pdu_input_meter,municipally_supplied_potable_1,supermarket_grocery_gross,property_floor_area_building,weather_normalized_site,retail_store_gross_floor,national_median_source_eui,electricity_use_generated_1,national_median_energy_star,fast_food_restaurant_gross,pre_school_daycare_gross,data_center_national_median,multifamily_housing_percent_1,fuel_oil_1_use_kbtu,hospital_general_medical_1,kerosene_use_kbtu,bar_nightclub_gross_floor,vocational_school_gross_floor,nyc_borough_block_and_lot,data_center_it_site_energy,senior_care_community_gross,data_center_it_source_energy,occupancy,hospital_general_medical_4,multifamily_housing_number_3,census_tract,medical_office_gross_floor,total_ghg_emissions_metric,energy_power_station_gross,avoided_emissions_onsite,hospital_general_medical,manufacturing_industrial,municipally_supplied_potable_3,longitude,percent_of_electricity_that,water_wastewater_investment,retail_store_computer_density,weather_normalized_site_eui,personal_services_health,indoor_water_use_all_water,hospital_general_medical_3,courthouse_gross_floor_area,hospital_general_medical_6,social_meeting_hall_gross,hospital_general_medical_9,borough,outpatient_rehabilitation,year_built,data_center_it_energy,restaurant_weekly_operating,fuel_oil_2_use_kbtu,estimated_data_flag_fuel,worship_facility_gross_floor,mailing_center_post_office,hospital_general_medical_12,estimated_data_flag_fuel_2,fuel_oil_no_2_cost
2429835,Not Available,Not Available,3743.7,Not Available,Not Available,Not Available,College/University,Not Available,Not Available,Not Available,Not Available,59000,14.4,Not Available,262.6,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1009010048,Not Available,Not Available,Not Available,100,Not Available,Not Available,64.0,Not Available,3743.7,Not Available,Not Available,Not Available,Not Available,Not Available,-73.982592,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1925,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1775992,10.18,Not Available,2344.1,0,Not Available,Not Available,Office,6983,Not Available,Not Available,Not Available,298639,17.5,7452,148.1,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1012790057,Not Available,Not Available,Not Available,100,Not Available,Not Available,94.0,Not Available,2344.1,Not Available,Not Available,Not Available,Not Available,11.13,-73.978145,0,Not Available,2.68384,100.3,Not Available,3323.6,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1922,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2562613,51,Not Available,413.2,Not Available,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Not Available,79474,12.7,Not Available,210.4,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1012730012,Not Available,Not Available,Not Available,100,Not Available,Not Available,11201.0,Not Available,413.2,Not Available,Not Available,Not Available,Not Available,Not Available,-73.975279,0,Not Available,Not Available,64.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1923,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1732083,47.23,0.67293,0,0.32979,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,521777,10.2,15161,127.9,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,1013127501,Not Available,Not Available,Not Available,100,Not Available,2.01878,11203.0,105208,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,-73.969996,0,Not Available,0.59363,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1974,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2636836,Not Available,1.28398,2339.5,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,218071,8.7,Not Available,148,Not Available,50,Not Available,Not Available,Not Available,80,Not Available,Not Available,Not Available,Not Available,Not Available,1012237503,Not Available,Not Available,Not Available,100,Not Available,1.79758,177.0,Not Available,2339.5,Not Available,Not Available,Not Available,Not Available,Not Available,-73.968993,0,Not Available,Not Available,134.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1973,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available
2591965,Not Available,0,1350.8,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,310000,5.8,Not Available,119.8,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,1015250021,Not Available,Not Available,Not Available,100,Not Available,1.4,138.0,Not Available,1350.8,Not Available,Not Available,Not Available,Not Available,Not Available,-73.956346,0,Not Available,Not Available,70.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1957,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2630774,Not Available,Not Available,715.3,Not Available,Not Available,317 East 17th Street,Medical Office,Not Available,Not Available,Not Available,Not Available,156684,16.1,Not Available,282.4,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1009230011,Not Available,Not Available,Not Available,100,Not Available,Not Available,,156684,715.3,Not Available,Not Available,Not Available,Not Available,Not Available,,0,Not Available,Not Available,55,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,1964,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2616221,51.72,0,528.8,Not Available,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Not Available,81980,11.5,Not Available,148.1,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,1008210038,Not Available,Not Available,Not Available,100,Not Available,0.55745,54.0,Not Available,528.8,Not Available,Not Available,Not Available,Not Available,Not Available,-73.991946,0,Not Available,Not Available,81.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1900,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1501971,60.83,Not Available,3092.2,0.11639,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Not Available,574857,14.6,85917,268.1,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1-01271-0038,Not Available,Not Available,Not Available,100,Not Available,Not Available,104.0,Not Available,3092.2,Not Available,Not Available,Not Available,Not Available,12.58,-73.975193,0,Not Available,0.64015,67.3,Not Available,7233.7,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1990,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2559283,Not Available,0,431.1,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,105000,3.2,Not Available,169.4,Not Available,50,Not Available,Not Available,Not Available,20,Not Available,Not Available,Not Available,Not Available,Not Available,2-03924-0007,Not Available,Not Available,Not Available,100,Not Available,2.74286,250.0,Not Available,431.1,Not Available,Not Available,Not Available,Not Available,Not Available,-73.853325,0,Not Available,Not Available,71.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,BRONX,Not Available,1930,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available
2559288,40,Not Available,191.8,Not Available,Not Available,Not Available,Non-Refrigerated Warehouse,207171,Not Available,Not Available,Not Available,235584,0.9,Not Available,48.4,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2-02599-0146,Not Available,Not Available,Not Available,100,Not Available,Not Available,19.0,Not Available,191.8,Not Available,Not Available,Not Available,Not Available,0.8,-73.908734,0,Not Available,Not Available,12.7,Not Available,188.9,Not Available,Not Available,Not Available,Not Available,Not Available,BRONX,Not Available,1916,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2640557,Not Available,0,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,14900,Not Available,Not Available,127.9,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4076440002,Not Available,Not Available,Not Available,100,Not Available,2.01342,1377.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,-73.753815,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,QUEENS,Not Available,1949,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2366653,60,Not Available,5839.3,Not Available,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Not Available,207958,13.5,Not Available,275.1,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1-00882-0085,Not Available,Not Available,Not Available,100,Not Available,Not Available,68.0,Not Available,5839.3,Not Available,Not Available,Not Available,Not Available,Not Available,-73.984641,0,Not Available,Not Available,468,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1910,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available
2607457,Not Available,0,450.1,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,99680,3.8,Not Available,120.4,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,3-01327-0013,Not Available,Not Available,Not Available,100,Not Available,0.93299,79801.0,Not Available,450.1,Not Available,Not Available,Not Available,Not Available,Not Available,-73.959371,0,Not Available,Not Available,74.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,1939,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available
2640572,Not Available,0,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,10875,Not Available,Not Available,127.9,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4076720002,Not Available,Not Available,Not Available,100,Not Available,2.2069,1377.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,-73.75141,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,QUEENS,Not Available,1949,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2617715,Not Available,0,352.9,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,51896,3.7,Not Available,127.9,Not Available,50,Not Available,Not Available,Not Available,90,Not Available,Not Available,Not Available,Not Available,Not Available,2033180007,Not Available,Not Available,Not Available,100,Not Available,1.63789,,Not Available,352.9,Not Available,Not Available,Not Available,Not Available,81.23,,0,Not Available,Not Available,100,Not Available,4215.3,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,1946,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2598270,Not Available,0.46502,596.1,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,148380,7.2,Not Available,126.4,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,1011990036,Not Available,Not Available,Not Available,100,Not Available,0.9907,169.0,0,596.1,Not Available,Not Available,Not Available,Not Available,Not Available,-73.969508,0,Not Available,Not Available,61.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1925,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,No,Not Available
2562930,Not Available,0,597.8,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,81837,3.7,Not Available,176.5,Not Available,50,Not Available,Not Available,Not Available,20,Not Available,Not Available,Not Available,Not Available,Not Available,2-02532-0043,Not Available,Not Available,Not Available,100,Not Available,2.896,,Not Available,597.8,Not Available,Not Available,Not Available,Not Available,Not Available,,0,Not Available,Not Available,93.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,1925,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2371576,65,Not Available,1285.1,Not Available,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Not Available,104232,19.4,Not Available,237.2,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1-00882-0003,Not Available,Not Available,Not Available,100,Not Available,Not Available,68.0,Not Available,1285.1,Not Available,Not Available,Not Available,Not Available,Not Available,-73.984757,0,Not Available,Not Available,164.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1910,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available
2640565,Not Available,0,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,12150,Not Available,Not Available,127.9,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4076580002,Not Available,Not Available,Not Available,100,Not Available,2.13992,1377.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,-73.752387,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,QUEENS,Not Available,1949,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2546299,Not Available,0,339.9,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,62604,4,Not Available,187.1,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,1-02097-0040,Not Available,Not Available,Not Available,100,Not Available,3.60999,237.0,Not Available,339.9,Not Available,Not Available,Not Available,Not Available,Not Available,-73.948374,0,Not Available,Not Available,85,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1914,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2503789,50.27,Not Available,2167,Not Available,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Not Available,379795,11.9,Not Available,248.1,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1-00225-0008,Not Available,Not Available,Not Available,100,Not Available,Not Available,39.0,Not Available,2167,Not Available,Not Available,Not Available,Not Available,13.41,-74.00798,0,Not Available,Not Available,66.7,Not Available,5092.6,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1928,Not Available,Not Available,12022339.8,No,Not Available,Not Available,Not Available,No,303877.1
2640586,Not Available,0,113.2,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,13800,6.4,Not Available,258.4,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,4071170002,Not Available,Not Available,Not Available,100,Not Available,6.37681,1347.0,Not Available,113.2,Not Available,Not Available,Not Available,Not Available,Not Available,-73.779463,0,Not Available,Not Available,142.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,QUEENS,Not Available,1949,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2318262,Not Available,0.98872,3113.5,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,428836,6.9,Not Available,133.6,Not Available,50,Not Available,Not Available,Not Available,90,Not Available,Not Available,Not Available,Not Available,Not Available,4021620122,Not Available,Not Available,Not Available,100,Not Available,1.41779,747.0,Not Available,3113.5,Not Available,Not Available,Not Available,Not Available,Not Available,-73.846767,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,QUEENS,Not Available,1965,Not Available,Not Available,0,No,Not Available,Not Available,Not Available,Not Available,0
2498353,68.6,Not Available,14674.2,0.4,Not Available,Not Available,Office,Not Available,Not Available,0.09,Not Available,1356306,30.2,25000,326.6,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,,Not Available,14674.2,Not Available,Not Available,Not Available,Not Available,20.28,,0,Not Available,0,135.6,Not Available,27509.4,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,2001,Not Available,Not Available,23769.1,No,Not Available,Not Available,Not Available,Not Available,805.73
2612593,Not Available,0.94683,2409.6,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,469990,4.4,Not Available,127.5,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,3072740020,Not Available,Not Available,Not Available,100,Not Available,1.27662,35602.0,Not Available,2409.6,Not Available,Not Available,Not Available,Not Available,Not Available,-73.967816,0,Not Available,Not Available,86.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,1964,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2611788,Not Available,0,485.5,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,74826,3.2,Not Available,142,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,1-02107-0072,Not Available,Not Available,Not Available,100,Not Available,1.77746,239.0,Not Available,485.5,Not Available,Not Available,Not Available,Not Available,Not Available,-73.941048,0,Not Available,Not Available,82.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1915,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available
2383900,Not Available,0,321.8,0.29586,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,97500,4.1,3380,127.9,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,1005620040,Not Available,Not Available,Not Available,100,Not Available,0.99872,61.0,Not Available,321.8,Not Available,Not Available,Not Available,Not Available,Not Available,-73.992812,0,Not Available,0.29586,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1900,Not Available,Not Available,2722429.5,No,Not Available,Not Available,Not Available,Not Available,Not Available
1847014,55,1.38311,2097196.5,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,616000,11.6,Not Available,183.3,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,1010287501,Not Available,Not Available,Not Available,100,Not Available,1.66432,,Not Available,2097196.5,Not Available,Not Available,Not Available,Not Available,Not Available,,0,Not Available,Not Available,48382.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,1985,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2612589,Not Available,0,433.8,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,85757,4.8,Not Available,134.7,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3064680016,Not Available,Not Available,Not Available,100,Not Available,1.3993,282.0,Not Available,433.8,Not Available,Not Available,Not Available,Not Available,Not Available,-74.005916,0,Not Available,Not Available,83.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,1960,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2564691,Not Available,0.54775,499.9,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,94933,3.9,Not Available,135.5,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,1013500020,Not Available,Not Available,Not Available,100,Not Available,1.34832,108.0,Not Available,499.9,Not Available,Not Available,Not Available,Not Available,Not Available,-73.96385,0,Not Available,Not Available,65.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1928,Not Available,Not Available,4071966.2,No,Not Available,Not Available,Not Available,No,Not Available
2595479,Not Available,1.20095,515.5,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,109913,3.7,Not Available,134.4,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,1-01539-0010,Not Available,Not Available,Not Available,100,Not Available,1.21005,154.0,Not Available,515.5,Not Available,Not Available,Not Available,Not Available,73.07,-73.950017,0,Not Available,Not Available,77.8,Not Available,8031.8,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1985,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2559044,Not Available,0,0,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,107528,Not Available,Not Available,127.9,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,4-15815-0220,Not Available,Not Available,Not Available,100,Not Available,1.37639,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,1952,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2640600,Not Available,0,272.8,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,14670,14.5,Not Available,257,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,4071170006,Not Available,Not Available,Not Available,100,Not Available,7.02113,1347.0,Not Available,272.8,Not Available,Not Available,Not Available,Not Available,Not Available,-73.778568,0,Not Available,Not Available,322.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,QUEENS,Not Available,1950,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2383967,Not Available,0.91557,3107.8,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,209706,9.1,Not Available,122,Not Available,50,Not Available,Not Available,Not Available,90,Not Available,Not Available,Not Available,Not Available,Not Available,1013657501,Not Available,Not Available,Not Available,100,Not Available,0.90603,8603.0,Not Available,3107.8,Not Available,Not Available,Not Available,Not Available,54,-73.964284,0,Not Available,Not Available,Not Available,Not Available,11323.5,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1958,Not Available,Not Available,207000,No,Not Available,Not Available,Not Available,No,Not Available
2605035,Not Available,Not Available,2161.5,Not Available,Not Available,Not Available,Senior Care Community,Not Available,Not Available,Not Available,Not Available,275000,18.2,Not Available,179.4,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3-08760-0200,Not Available,275000,Not Available,100,Not Available,Not Available,616.0,Not Available,2161.5,Not Available,Not Available,Not Available,Not Available,Not Available,-73.939421,0,Not Available,Not Available,112.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,1985,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2606278,50,Not Available,1720.9,Not Available,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Not Available,269231,18.3,Not Available,292.7,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1008810001,Not Available,Not Available,Not Available,100,Not Available,Not Available,68.0,Not Available,1720.9,Not Available,Not Available,Not Available,Not Available,Not Available,-73.985316,0,Not Available,Not Available,78.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1913,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available
2384166,65,1.38242,86.3,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,59523,4.4,Not Available,127.9,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,1008927501,Not Available,Not Available,Not Available,100,Not Available,1.38242,80.0,Not Available,86.3,Not Available,Not Available,Not Available,Not Available,Not Available,-73.977685,0,Not Available,Not Available,18.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1963,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1747000,Not Available,Not Available,11585.9,Not Available,Not Available,Not Available,Hospital (General Medical & Surgical),Not Available,Not Available,Not Available,Not Available,590371,34.3,Not Available,566.2,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,6.01317,Not Available,Not Available,Not Available,4-05165-0001,Not Available,Not Available,Not Available,100,407.4,Not Available,799.0,Not Available,11585.9,Not Available,Not Available,3550,Not Available,Not Available,-73.826155,0,Not Available,Not Available,292.1,Not Available,Not Available,100% Yes,Not Available,10,Not Available,439,QUEENS,Not Available,1978,Not Available,Not Available,12061200.9,No,Not Available,Not Available,100,Not Available,Not Available
2598532,Not Available,0.67233,386.5,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,92216,4.7,Not Available,113.2,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,1015080027,Not Available,Not Available,Not Available,100,Not Available,0.84584,140.0,Not Available,386.5,Not Available,Not Available,Not Available,Not Available,Not Available,-73.958024,0,Not Available,Not Available,52.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1928,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available
2602938,46.44,Not Available,438.5,Not Available,Not Available,Suite 1107,Office,Not Available,Not Available,Not Available,Not Available,117000,13.2,Not Available,219.8,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1-01774-0001,Not Available,Not Available,Not Available,100,Not Available,Not Available,196.0,Not Available,438.5,Not Available,Not Available,Not Available,Not Available,Not Available,-73.938875,0,Not Available,Not Available,45.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1901,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2595922,Not Available,0,1049.2,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,189592,2.7,Not Available,119.8,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,2-05950-0406,Not Available,Not Available,Not Available,100,Not Available,1.4,323.0,Not Available,1049.2,Not Available,Not Available,Not Available,Not Available,7.87,-73.90692,0,Not Available,Not Available,73.5,Not Available,1492,Not Available,Not Available,Not Available,Not Available,Not Available,BRONX,Not Available,1941,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available
