property_id,office_weekly_operating_hours,multifamily_housing_number_5,net_emissions_metric_tons,retail_store_cash_register,food_service_gross_floor,address_2,primary_property_type_epa,non_refrigerated_warehouse,data_center_pdu_input_meter,municipally_supplied_potable_1,supermarket_grocery_gross,property_floor_area_building,weather_normalized_site,retail_store_gross_floor,national_median_source_eui,electricity_use_generated_1,national_median_energy_star,fast_food_restaurant_gross,pre_school_daycare_gross,data_center_national_median,multifamily_housing_percent_1,fuel_oil_1_use_kbtu,hospital_general_medical_1,kerosene_use_kbtu,bar_nightclub_gross_floor,vocational_school_gross_floor,nyc_borough_block_and_lot,data_center_it_site_energy,senior_care_community_gross,data_center_it_source_energy,occupancy,hospital_general_medical_4,multifamily_housing_number_3,census_tract,medical_office_gross_floor,total_ghg_emissions_metric,energy_power_station_gross,avoided_emissions_onsite,hospital_general_medical,manufacturing_industrial,municipally_supplied_potable_3,longitude,percent_of_electricity_that,water_wastewater_investment,retail_store_computer_density,weather_normalized_site_eui,personal_services_health,indoor_water_use_all_water,hospital_general_medical_3,courthouse_gross_floor_area,hospital_general_medical_6,social_meeting_hall_gross,hospital_general_medical_9,borough,outpatient_rehabilitation,year_built,data_center_it_energy,restaurant_weekly_operating,fuel_oil_2_use_kbtu,estimated_data_flag_fuel,worship_facility_gross_floor,mailing_center_post_office,hospital_general_medical_12,estimated_data_flag_fuel_2,fuel_oil_no_2_cost
2559037,Not Available,0,0,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,250648,Not Available,Not Available,127.9,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,4-15780-0020,Not Available,Not Available,Not Available,100,Not Available,1.38042,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,1952,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2587536,Not Available,Not Available,131,Not Available,Not Available,Not Available,Self-Storage Facility,Not Available,Not Available,Not Available,Not Available,55000,4.3,Not Available,47.6,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1-00443-0005,Not Available,Not Available,Not Available,100,Not Available,Not Available,3602.0,Not Available,131,Not Available,Not Available,Not Available,Not Available,Not Available,-73.990569,0,Not Available,Not Available,33.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1923,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2630972,Not Available,0,210.8,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,22033,10.2,Not Available,129.7,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5005950015,Not Available,Not Available,Not Available,100,Not Available,1.81546,39.0,Not Available,210.8,Not Available,Not Available,Not Available,Not Available,Not Available,-74.092306,0,Not Available,Not Available,156.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,STATEN IS,Not Available,1920,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2560647,Not Available,0,2701.3,1.08333,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,541000,10.7,12000,133.3,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,1000750001,Not Available,Not Available,Not Available,100,Not Available,1.4,1502.0,Not Available,2701.3,Not Available,Not Available,Not Available,Not Available,Not Available,-74.005316,0,Not Available,0.83333,71.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1961,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2589282,Not Available,0.90597,667.8,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,91615,4,Not Available,132.1,Not Available,50,Not Available,Not Available,Not Available,90,Not Available,Not Available,Not Available,Not Available,Not Available,1018880015,Not Available,Not Available,Not Available,100,Not Available,1.4,187.0,Not Available,667.8,Not Available,Not Available,Not Available,Not Available,33.4,-73.972483,0,Not Available,Not Available,90.4,Not Available,3059.8,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1927,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available
2043394,70,Not Available,2257.3,0.07307,Not Available,Not Available,Office,Not Available,Not Available,0.14,Not Available,498531,10,27372,250.6,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1-01291-0051,Not Available,Not Available,Not Available,100,Not Available,Not Available,102.0,Not Available,2257.3,Not Available,Not Available,Not Available,Not Available,49.41,-73.973161,0,Not Available,0.62107,59,Not Available,24631.6,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1962,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2614192,Not Available,0,453.1,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,109630,4.3,Not Available,159.2,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3063780019,Not Available,Not Available,Not Available,100,Not Available,2.44459,290.0,Not Available,453.1,Not Available,Not Available,Not Available,Not Available,Not Available,-73.996827,0,Not Available,Not Available,68.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,1962,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2638809,Not Available,0.72166,811.1,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,145497,Not Available,Not Available,132,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,1018680001,Not Available,Not Available,Not Available,100,Not Available,1.4,183.0,Not Available,811.1,Not Available,Not Available,Not Available,Not Available,Not Available,-73.973126,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1920,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2271554,Not Available,Not Available,781.9,Not Available,Not Available,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,136000,Not Available,Not Available,126.4,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3-01947-0001,Not Available,Not Available,Not Available,100,Not Available,Not Available,197.0,Not Available,781.9,Not Available,Not Available,Not Available,Not Available,1.84,-73.964511,0,Not Available,Not Available,Not Available,Not Available,250.6,Not Available,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,1880,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2637929,Not Available,0.89189,279.4,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,51576,4.8,Not Available,122.5,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,1013210042,Not Available,Not Available,Not Available,100,Not Available,1.047,90.0,Not Available,279.4,Not Available,Not Available,Not Available,Not Available,Not Available,-73.971154,0,Not Available,Not Available,88.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1923,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2636842,40,Not Available,526,Not Available,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Not Available,108000,6.7,Not Available,148.1,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1006960065,Not Available,Not Available,Not Available,100,Not Available,Not Available,99.0,Not Available,526,Not Available,Not Available,Not Available,Not Available,14.33,-74.006291,0,Not Available,Not Available,60.6,Not Available,1547.9,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1910,Not Available,Not Available,4320600.5,No,Not Available,Not Available,Not Available,No,Not Available
2630965,Not Available,0,621.2,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,117590,4.4,Not Available,137.3,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5039830001,Not Available,Not Available,Not Available,100,Not Available,1.4457,12806.0,Not Available,621.2,Not Available,Not Available,Not Available,Not Available,Not Available,-74.113336,0,Not Available,Not Available,88.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,STATEN IS,Not Available,1969,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2386549,Not Available,0.86484,3116.3,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,583517,5.8,Not Available,129.7,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,1011250024,Not Available,Not Available,Not Available,100,Not Available,1.19787,157.0,10000,3116.3,Not Available,Not Available,Not Available,Not Available,Not Available,-73.977102,0,Not Available,Not Available,83.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1964,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1422300,65.16,Not Available,4714.1,Not Available,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Not Available,527815,14.2,Not Available,255.4,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1008550037,Not Available,Not Available,Not Available,100,Not Available,Not Available,56.0,Not Available,4714.1,Not Available,Not Available,Not Available,Not Available,16.33,-73.986698,0,Not Available,Not Available,118.2,Not Available,8617.6,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1972,Not Available,99,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2612591,Not Available,0,374.5,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,85757,4.1,Not Available,134.7,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3064680016,Not Available,Not Available,Not Available,100,Not Available,1.3993,282.0,Not Available,374.5,Not Available,Not Available,Not Available,Not Available,Not Available,-74.005315,0,Not Available,Not Available,71.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,1960,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1578383,67.32,Not Available,4948.9,Not Available,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Not Available,898743,15.5,Not Available,277.7,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1-01006-0013,Not Available,Not Available,Not Available,100,Not Available,Not Available,131.0,Not Available,4948.9,Not Available,Not Available,Not Available,Not Available,6.41,-73.978901,0,Not Available,Not Available,68.8,Not Available,5758.7,Not Available,Not Available,Not Available,69019,Not Available,MANHATTAN,Not Available,1989,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
