pivot-metric,pivot-value,job_filing_number,latitude,longitude,total_fee,designprofessional_city,owner_type,house_number,zip,amount_due,last_objection_date,asbestosabatementcompliance,total_construction_floor
no_good_check,,M00387176-I1,40.759469,-73.961633,401.0,BRONX,Private,400,10022,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",100
no_good_check,,M00023163-I1,40.770687,-73.991144,2511.6,FORT LEE,Private,600,10019,0,2018-07-10T00:00:00.000,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",1200
no_good_check,,Q00265511-I1,40.732518,-73.861459,308.3,,Private,97-02,11374,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",50
no_good_check,,M00148466-I1,40.757912,-73.966297,710.0,,Private,1042,10022,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",3360
block,6821.0,B00327572-I1,40.605354,-73.955718,236.2,,Private,1827,11229,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",30
block,6561.0,B00330205-I1,40.612191,-73.975577,905.7,CORONA,Private,2402,11204,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",22
block,1263.0,M08015759-P3,40.757978,-73.979783,355.0,LONG ISLAND CITY,Private,32,10036,0,2025-08-15T00:00:00.000,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",200
block,1751.0,B00362854-I1,40.69474,-73.95467,2048.1,NEW CITY,Private,722,11205,0,,The scope of work requires related asbestos abatement as defined in the regulations of the NYC DEP.,20550
no_good_check,,Q00066626-I1,40.728721,-73.858501,1637.0,,Private,97-77,11374,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",200
block,529.0,M00129084-I1,40.726626,-73.99575,195.0,LONG ISLAND CITY,Private,644,10012,0,2019-02-27T00:00:00.000,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",230
no_good_check,,M01250318-I1,40.806548,-73.956361,420.7,CORONA,Private,365,10026,0,2025-11-06T00:00:00.000,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",10
no_good_check,,M00303793-I1,40.83908,-73.937503,0.0,,Private-Tax Exempt,2154,10032,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",32
block,4980.0,Q00692797-I1,40.759936,-73.828698,318.6,JAMAICA,Private,136-41,11354,0,2022-05-31T00:00:00.000,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",200
no_good_check,,M00316853-I1,40.77678,-73.982987,585.5,WEST CALDWELL,Private,200,10023,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",12
no_good_check,,B00785354-S9,40.711212,-73.965989,225.0,COLONIA,Private,66,11249,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",200
no_good_check,,X00852654-I1,40.885502,-73.909178,267.1,NEW ROCHELLE,Private,540,10463,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",25
no_good_check,,M00301824-P1,40.772936,-73.964109,1551.6,LONG ISLAND CITY,Private,36,10021,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",80
no_good_check,,Q00525110-P1,40.745467,-73.944448,325.0,,Private,45-30,11101,0,2021-08-30T00:00:00.000,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",500
no_good_check,,M00340391-P1,40.722918,-74.011065,500.1,,Private,67,10013,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",100000
block,909.0,M00268991-I1,40.742305,-73.979759,236.2,,Private,220,10016,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",45
block,16.0,M00613188-S1,40.705136,-74.01772,0.0,NEW ROCHELLE,City owned Non- NYCHA,20,10004,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",1200
no_good_check,,B01153957-I1,,,225.0,CORONA,Private,2922,11207,0,2024-12-13T00:00:00.000,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",20
block,85.0,Q00525110-P1,40.745467,-73.944448,325.0,,Private,45-30,11101,0,2021-08-30T00:00:00.000,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",500
no_good_check,,M01042875-I1,40.760933,-73.957748,0.0,,Private-Tax Exempt,500,10065,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",45
block,5786.0,X00852654-I1,40.885502,-73.909178,267.1,NEW ROCHELLE,Private,540,10463,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",25
block,1388.0,M00301824-P1,40.772936,-73.964109,1551.6,LONG ISLAND CITY,Private,36,10021,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",80
no_good_check,,M01302932-I1,40.708782,-74.007196,267.1,NEW ROCHELLE,Private,110,10038,0,2025-12-02T00:00:00.000,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",45
no_good_check,,Q08032573-P1,40.606348,-73.751799,325.0,CORONA,Private,1607,11691,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",200
no_good_check,,M00186748-I1,40.7302,-73.994537,0.0,WOODLAND PARK,Private-Tax Exempt,18,10003,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",40
no_good_check,,B00229594-I1,40.640555,-73.973585,236.2,,Private,340,11218,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",70
block,5357.0,B00251377-I1,40.641566,-73.975155,246.5,,Private,445,11218,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",20
no_good_check,,M00220376-I1,40.839648,-73.94081,0.0,MORRISTOWN,Private-Tax Exempt,3957,10032,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",100
block,1273.0,M00797302-I1,40.763255,-73.974633,246.5,NEW ROCHELLE,Private,9,10019,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",50
block,174.0,M00175901-I1,40.717511,-74.003871,359.8,,Private,361,10013,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",110
no_good_check,,B01184063-P1,40.692459,-73.990491,100.0,NEW ROCHELLE,City owned Non- NYCHA,210,11201,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",1200
block,1370.0,M00387176-I1,40.759469,-73.961633,401.0,BRONX,Private,400,10022,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",100
block,266.0,B01184063-P1,40.692459,-73.990491,100.0,NEW ROCHELLE,City owned Non- NYCHA,210,11201,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",1200
no_good_check,,M00056639-I1,40.752021,-74.002815,225.0,CORONA,Private,534,10001,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",200
no_good_check,,X00805379-I1,40.821166,-73.908854,0.0,,Private-Tax Exempt,829,10456,0,2023-04-05T00:00:00.000,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",28
block,6580.0,B00614836-I1,40.611679,-73.979344,205.3,,Private,1457,11204,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",60
block,8131.0,B00313593-I1,40.648913,-73.904812,277.4,,Private,9801,11236,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",1
block,577.0,Q00774126-I1,40.767515,-73.924588,1152.9,WEST MILFORD,Private,25-40,11102,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",155
block,1278.0,M00770713-I1,40.753196,-73.977817,1812.1,WOODLAND PARK,Private,333,10017,0,2022-07-12T00:00:00.000,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",361
no_good_check,,X00127784-I1,40.8244,-73.896843,225.0,JAMAICA,Private,1032,10459,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",200
no_good_check,,Q00692797-I1,40.759936,-73.828698,318.6,JAMAICA,Private,136-41,11354,0,2022-05-31T00:00:00.000,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",200
no_good_check,,M00248017-I1,40.761759,-73.974836,236.2,,Private,705,10022,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",200
block,5044.0,B00329598-I1,40.657775,-73.951466,308.3,,Private,271,11225,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",60
block,3307.0,S00518084-I1,40.596236,-74.090479,0.0,,Private-Tax Exempt,88,10304,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",70
no_good_check,,M00671891-I1,40.747138,-73.99118,2224.1,CARMEL,Private,135,10001,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",20
block,2092.0,Q00066626-I1,40.728721,-73.858501,1637.0,,Private,97-77,11374,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",200
no_good_check,,X00127322-I1,40.889213,-73.909777,287.7,,Private,3755,10463,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",100
block,1590.0,M00794190-P1,40.772308,-73.94653,4384.1,BRONX,Private,1,10028,0,2023-01-06T00:00:00.000,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",100
no_good_check,,B00166565-I1,40.698883,-73.930739,555.5,,Private,176,11221,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",25
block,3218.0,X00440919-I1,40.8613,-73.906258,431.0,GARDEN CITY,Private,2331,10468,0,,The scope of work is not an asbestos project as defined in the regulation of the NYC DEP. DEP Control# is required,12
no_good_check,40.0,B00679002-I1,40.70856,-73.938091,275.3,,Private,260,11206,0,2022-03-29T00:00:00.000,The scope of work is not an asbestos project as defined in the regulation of the NYC DEP. DEP Control# is required,25
block,1092.0,M00190625-I1,40.762495,-73.998202,298.0,CORONA,Private,633,10036,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",14
block,1484.0,M00294473-I1,40.766704,-73.953372,576.1,,Private,503,10021,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",104393
block,4949.0,Q00088272-P1,40.764202,-73.832893,325.0,NEW YORK,Private,134-37,11354,0,2020-07-09T00:00:00.000,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",354032
block,15627.0,Q00259911-I1,40.595258,-73.748506,267.1,,Private,14-30,11691,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",7
no_good_check,,M00882194-I1,40.750871,-73.974378,236.2,WOODLAND PARK,Private,660,10017,0,2023-06-26T00:00:00.000,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",387
block,2001.0,M00435472-P1,40.818979,-73.956421,4384.1,DOBBS FERRY,Private,601,10027,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",22
block,1243.0,M01241878-I1,40.794344,-73.971082,370.1,CORONA,Private,220,10025,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",200
no_good_check,,M01162600-I1,40.77152,-73.964832,339.2,,Private,52,10021,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",50
no_good_check,,B00327572-I1,40.605354,-73.955718,236.2,,Private,1827,11229,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",30
no_good_check,,M00134815-I1,40.765152,-73.979199,11226.3,FORT LEE,Private,146,10019,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",45
block,1909.0,M00356633-I1,40.807877,-73.945747,431.9,,Private,100,10027,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",200
block,3952.0,B01153957-I1,,,225.0,CORONA,Private,2922,11207,0,2024-12-13T00:00:00.000,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",20
no_good_check,,Q00222231-I1,40.756038,-73.825369,215.6,,Private,42-65,11355,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",200
block,1756.0,Q00462228-P1,40.756003,-73.855487,100.0,JAMAICA,City owned Non- NYCHA,34-40,11368,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",200
no_good_check,,M00547319-I1,40.779463,-73.977306,317.7,FORT LEE,Private,320,10023,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",612
no_good_check,,M01215333-I1,40.722626,-73.986042,2748.5,JAMAICA,Private,11,10009,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",5000
block,5122.0,B00323914-I1,40.645669,-73.962347,267.1,,Private,229,11226,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",20000
no_good_check,,Q00061207-I1,40.753995,-73.900179,359.8,LONG ISLAND CITY,Private,62-02,11377,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",2096
block,1105.0,M00023163-I1,40.770687,-73.991144,2511.6,FORT LEE,Private,600,10019,0,2018-07-10T00:00:00.000,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",1200
block,8.0,S00336735-I1,40.643264,-74.077159,401.0,,Private,120,10301,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",60
no_good_check,,M00209908-I1,40.731029,-74.004272,236.2,DOBBS FERRY,Private,41,10014,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",242
no_good_check,,M00157068-I1,40.762495,-73.97854,1049.0,GARDEN CITY,Private,1345,10105,0,,The scope of work is not an asbestos project as defined in the regulation of the NYC DEP. DEP Control# is required,14
no_good_check,,B00271978-I1,40.675367,-73.970892,225.9,FORT LEE,Private,2,11238,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",125
no_good_check,,M00726762-I1,40.763818,-73.955956,0.0,,Private-Tax Exempt,1252,10065,0,2022-07-20T00:00:00.000,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",600
no_good_check,,M00435472-P1,40.818979,-73.956421,4384.1,DOBBS FERRY,Private,601,10027,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",22
block,3170.0,X00343976-I1,40.856211,-73.903113,1451.6,HUNTINGTON,Private,2192,10453,0,2021-03-15T00:00:00.000,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",7
block,5814.0,X00282856-I1,40.892561,-73.898853,0.0,,Private-Tax Exempt,231,10471,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",47
no_good_check,,X00343976-I1,40.856211,-73.903113,1451.6,HUNTINGTON,Private,2192,10453,0,2021-03-15T00:00:00.000,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",7
no_good_check,,M00374323-I1,40.714035,-74.012557,287.7,FORT LEE,Private,90,10007,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",900
block,590.0,S00169784-I1,40.626334,-74.091759,473.1,DOBBS FERRY,Private,660,10301,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",828
block,1009.0,M00134815-I1,40.765152,-73.979199,11226.3,FORT LEE,Private,146,10019,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",45
no_good_check,,B00310822-I1,40.650717,-73.964312,236.2,,Private,2,11226,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",30
block,10101.0,Q00310405-I1,40.704025,-73.798437,0.0,,City owned Non- NYCHA,161-04,11432,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",600
block,1325.0,M00274819-I1,40.756738,-73.96907,370.1,,Private,228,10022,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",70
no_good_check,,B00532012-I1,40.737867,-73.952776,8950.0,STATEN ISLAND,Private,440,11222,0,2021-07-28T00:00:00.000,The scope of work requires related asbestos abatement as defined in the regulations of the NYC DEP.,150
block,3357.0,B00549676-I1,40.688482,-73.920257,195.0,,Private,1421,11221,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",2500
block,570.0,Q00325220-I1,40.766557,-73.928189,308.3,,Private,23-33,11106,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",1
block,700.0,M00056639-I1,40.752021,-74.002815,225.0,CORONA,Private,534,10001,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",200
