property_id,property_id_1,postcode,senior_care_community_living,data_center_ups_system,retail_store_walk_in,data_center_it_site_energy,data_center_it_equipment,percent_of_total_electricity,parent_property_id,longitude,alert_energy_meter_has_gaps,nyc_building_identification,non_refrigerated_warehouse,data_quality_checker_date,last_modified_date_water,multifamily_housing_number_7,largest_property_use_type_1,estimated_data_flag_fuel_1,outpatient_rehabilitation,primary_property_type,urgent_care_clinic_other,estimated_values_energy,council_district,college_university_gross,self_storage_facility_gross,alert_gross_floor_area_is,social_meeting_hall_gross,hotel_room_density_number,financial_office_weekly,other_weekly_operating_hours,largest_property_use_type,financial_office_number_of_1,k_12_school_gross_floor_area,food_sales_gross_floor_area,municipally_supplied_potable_2,water_use_all_water_sources,multifamily_housing_number,nta,multifamily_housing_percent_1,financial_office_number_of
2.703161E+6,2703161,10018,,,0.0,,,,,-73.984556,Ok,1015951,,2018-03-16T00:00:00.000,02/13/2018 12:31 PM EST,,47456.0,,,Office,,Yes,4.0,,,Ok,,,,,Office,,,,,379.2,,Midtown-Midtown South,,
3980446,3980446,10003,,,0.0,,,,,-73.990994,Ok,1009209,,2018-03-06T00:00:00.000,02/13/2018 11:55 AM EST,,40000.0,,,Office,,No,2.0,,,Ok,,,,,Office,,,,,778.0,,West Village,,
6190886,6190886,11229,,,,,,,,-73.9504,Ok,3202172,,2018-03-09T00:00:00.000,03/09/2018 02:10 PM EST,0.85366,49200.0,,,Multifamily Housing,,No,48.0,,,Ok,,,,,Multifamily Housing,,,,,3390.3,48.0,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,80.0,
6237684,6237684,11222,,,,,,,,-73.958774,Ok,,,2018-03-15T00:00:00.000,03/05/2018 11:45 AM EST,0.19444,36000.0,,,Multifamily Housing,,No,33.0,,,Ok,,,,,Multifamily Housing,,,,,1263.9,38.0,Greenpoint,,
4062644,4062644,10035,,,,,,,,-73.940692,Ok,1081382,,2018-03-31T00:00:00.000,03/31/2018 10:42 PM EDT,,55770.0,,,College/University,17409.0,No,9.0,55770.0,,Ok,,,,,College/University,,,,,1095.4,,East Harlem North,,
6235538,6235538,11208,,,,,,,,-73.874541,Ok,3098802;3405922,,2018-04-03T00:00:00.000,03/30/2018 09:48 AM EDT,,30000.0,,,Distribution Center,,No,42.0,,,Ok,,,,,Distribution Center,,,,,182.5,,East New York,,
2975830,2975830,10467,,,,,,,,-73.870382,Ok,2054723,,,02/13/2018 12:24 PM EST,1.04882,55300.0,,,Multifamily Housing,,No,15.0,,,Ok,,,,,Multifamily Housing,,,,,4433.7,91.0,Bronxdale,80.0,
294716200.00%,2947162,11221,,,,,,,,-73.925506,Ok,3044597,,2018-03-29T00:00:00.000,02/13/2018 11:53 AM EST,,55627.0,,,K-12 School,,No,41.0,,,Ok,,,,,K-12 School,,55627.0,,,445.6,,Stuyvesant Heights,,
294194200.00%,2941942,10019,,,,,,,,-73.978547,Ok,1023393,,2018-03-19T00:00:00.000,02/22/2018 11:37 AM EST,0.0,53837.0,No,,Multifamily Housing,,No,4.0,,,Ok,,,,,Multifamily Housing,,,,,7280.8,75.37,Midtown-Midtown South,100.0,
1582252,1582252,10017,,,,,,,,-73.970105,Ok,1038757,,,01/18/2018 11:32 AM EST,,373000.0,,,Office,,No,4.0,,,Ok,,0.81771,,,Office,,,,,13851.2,,Turtle Bay-East Midtown,,
6098891,6098891,10304,,,,,,,,-74.091116,Ok,5046384,,2018-03-14T00:00:00.000,03/13/2018 04:51 PM EDT,0.0,74260.0,,,Multifamily Housing,,No,50.0,,,Ok,,,,,Multifamily Housing,,,,,5546.8,64.0,Grasmere-Arrochar-Ft. Wadsworth,90.0,
2786514,2786514,10452,,,,,,,,-73.914423,Ok,2008123,,,03/23/2018 03:59 PM EDT,0.90551,66261.0,,,Multifamily Housing,,No,14.0,,,Ok,,,,,Multifamily Housing,,,,,,120.0,West Concourse,80.0,
6212669,6212669,10458,,,,,,,,-73.883052,Ok,2012841,,2018-03-29T00:00:00.000,03/29/2018 02:11 PM EDT,0.0,40500.0,Yes,,Multifamily Housing,,Yes,15.0,,,Ok,,,,,Multifamily Housing,,,,,3161.2,56.7,Belmont,,
2678604,2678604,112013873,,,0.04999,,,,,-73.987256,Ok,3319418,,2018-02-19T00:00:00.000,01/22/2018 02:00 PM EST,,871546.0,,,Office,,No,33.0,,,Ok,,,,,Office,,,,,20741.2,,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,,
3986800,3986800,11367,,,,,,,,-73.8177,Ok,4806862;4451489;4451490;4451491;4451492;4451493;4451494;4451495;4451496,,,02/13/2018 12:31 PM EST,1.11583,480359.0,,,Multifamily Housing,,No,24.0,,,Ok,,,,,Multifamily Housing,,,,,32769.2,740.0,Kew Gardens Hills,100.0,
4034138,4034138,10021,,,,,,,,-73.961051,Ok,1043155,,2018-03-25T00:00:00.000,02/13/2018 12:00 PM EST,1.03515,43349.0,,,Medical Office,,No,4.0,,,Ok,,,,,Medical Office,,,,,1274.3,35.0,Upper East Side-Carnegie Hill,100.0,
5766730,5766730,11223,,,,,,,,-73.966289,Ok,3190468,,,,,86690.0,,,Other - Education,,No,47.0,,,Ok,,,,,Other - Education,,,,,,,Homecrest,,
2645118,2645118,10023,,,,,,,,-73.983399,Ok,1028838,4455.0,2018-02-13T00:00:00.000,02/13/2018 04:21 PM EST,,120780.0,,,Hotel,,No,6.0,,,Ok,,0.61268,,76.0,Hotel,,,,,2641.6,,Lincoln Square,,
6231316,6231316,11106,,,,,,,,,Ok,4006527,,2018-04-04T00:00:00.000,03/22/2018 02:43 PM EDT,1.38475,47662.0,,,Multifamily Housing,,No,,,,Ok,,,,,Multifamily Housing,,,,,2061.2,109.0,,100.0,
6277419,6277419,11378,,,,,,43.02897,,-73.921815,Ok,4437443,88500.0,2018-03-30T00:00:00.000,03/30/2018 11:35 AM EDT,,88500.0,,,Non-Refrigerated Warehouse,,No,30.0,,,Ok,,,,,Non-Refrigerated Warehouse,,,,,41.8,,Hunters Point-Sunnyside-West Maspeth,,
