manhattan_cooperatives_comparable_properties_address,borough,comparable_rental_2_gross_income_per_sqft,postcode,comparable_rental_2_building_classification,comparable_rental_1_neighborhood,comparable_rental_1_boro_block_lot,manhattan_cooperatives_comparable_properties_est_gross_income,longitude,comparable_rental_1_address,comparable_rental_1_est_gross_income,community_council,comparable_rental_1_year_built,bbl,manhattan_cooperatives_comparable_properties_total_units
"{'latitude': '40.711349563653', 'longitude': '-73.996751967535', 'human_address': '{""address"": ""2 MONROE STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,13.0,10002.0,D9-ELEVATOR,HARLEM-WEST,1-02001-9005,19203593,-73.995978,"{'latitude': '40.873337880794', 'longitude': '-73.911571077503', 'human_address': '{""address"": ""3301 BROADWAY"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",20579796,1.0,1975,1002530001.0,1618
"{'latitude': '40.733058156666', 'longitude': '-73.993516073677', 'human_address': '{""address"": ""63 UNIVERSITY PLACE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,36.0,10003.0,D6-ELEVATOR,GREENWICH VILLAGE-WEST,1-00585-0001,5800000,-73.993689,"{'latitude': '40.73193400413', 'longitude': '-74.006565236322', 'human_address': '{""address"": ""464 HUDSON STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",3471000,2.0,1900,1005620001.0,215
"{'latitude': '40.845546414146', 'longitude': '-73.940995358196', 'human_address': '{""address"": ""720 173 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,12.35,,C7-WALK-UP,WASHINGTON HEIGHTS LOWER,1-02139-0196,488640,,"{'latitude': '40.844116342508', 'longitude': '-73.941236040987', 'human_address': '{""address"": ""707 171 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",414334,,1926,,48
"{'latitude': '40.756053999992', 'longitude': '-73.986951000288', 'human_address': '{""address"": ""277 END AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,32.0,,D6-ELEVATOR,UPPER WEST SIDE (79-96),1-01233-0016,6918286,,"{'latitude': '40.787916800454', 'longitude': '-73.976698751729', 'human_address': '{""address"": ""2350 BROADWAY"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",8282855,,1903,,81
"{'latitude': '40.798839477527', 'longitude': '-73.959732989319', 'human_address': '{""address"": ""7 107 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,21.95,,D1-ELEVATOR,MANHATTAN VALLEY,1-01842-0005,459367,,"{'latitude': '40.798879418281', 'longitude': '-73.96192845297', 'human_address': '{""address"": ""67 106 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",483623,,1925,,20
"{'latitude': '40.747995895573', 'longitude': '-73.971248860231', 'human_address': '{""address"": ""2 TUDOR CITY PLACE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,31.0,10017.0,D6-ELEVATOR,MIDTOWN WEST,1-01046-0047,10769376,-73.971265,"{'latitude': '40.643864996754', 'longitude': '-74.017362534079', 'human_address': '{""address"": ""330 56 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",7350617,4.0,1974,1013330018.0,334
"{'latitude': '40.802728634276', 'longitude': '-73.969720012781', 'human_address': '{""address"": ""345 RIVERSIDE DRIVE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,15.28,10025.0,D3-ELEVATOR,UPPER WEST SIDE (96-116),1-01892-0013,1285200,-73.969464,"{'latitude': '40.756053999992', 'longitude': '-73.986951000288', 'human_address': '{""address"": ""941 END AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1264951,6.0,1907,1018920032.0,55
"{'latitude': '40.787467139439', 'longitude': '-73.975169904279', 'human_address': '{""address"": ""530 AMSTERDAM AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,29.9,10024.0,D6-ELEVATOR,UPPER WEST SIDE (79-96),1-01244-0072,8467704,-73.975227,"{'latitude': '40.756053999992', 'longitude': '-73.986951000288', 'human_address': '{""address"": ""441 END AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",5929967,6.0,1926,1012330033.0,233
"{'latitude': '40.778132176775', 'longitude': '-73.962894158579', 'human_address': '{""address"": ""995 5 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,,10028.0,,UPPER EAST SIDE (79-96),1-01511-0033,6688723,-73.962933,"{'latitude': '40.776576349664', 'longitude': '-73.955609650142', 'human_address': '{""address"": ""1450 3 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",3908339,4.0,1961,1014920069.0,37
"{'latitude': '40.669455401623', 'longitude': '-73.981554508712', 'human_address': '{""address"": ""427 6 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,32.5,,C1-WALK-UP,EAST VILLAGE,1-00435-0055,268527,,"{'latitude': '40.756053999992', 'longitude': '-73.986951000288', 'human_address': '{""address"": ""97 7 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",321000,,1920,,15
"{'latitude': '40.722661994008', 'longitude': '-73.996951483829', 'human_address': '{""address"": ""237 LAFAYETTE STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,45.8,10012.0,D7-ELEVATOR,GREENWICH VILLAGE-WEST,1-00615-0036,2449395,-73.996977,"{'latitude': '40.737410875288', 'longitude': '-74.00160097872', 'human_address': '{""address"": ""87 GREENWICH AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",2908000,1.0,1930,1004950002.0,21
"{'latitude': '40.756053999992', 'longitude': '-73.986951000288', 'human_address': '{""address"": ""300 END AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,29.7,,D6-ELEVATOR,UPPER WEST SIDE (59-79),1-01162-0046,4376050,,"{'latitude': '40.634636339275', 'longitude': '-74.02861742798', 'human_address': '{""address"": ""228 71 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",5390335,,1917,,35
"{'latitude': '40.645165949361', 'longitude': '-74.011860444539', 'human_address': '{""address"": ""455 51 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,31.6,,D1-ELEVATOR,UPPER EAST SIDE (59-79),1-01438-0014,1464502,,"{'latitude': '40.639669006318', 'longitude': '-74.020997566113', 'human_address': '{""address"": ""329 63 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",2646246,,1920,,38
"{'latitude': '40.724953210286', 'longitude': '-73.977115763273', 'human_address': '{""address"": ""735 9 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,32.4,,D9-ELEVATOR,ALPHABET CITY,1-00402-0015,882000,,"{'latitude': '40.756053999992', 'longitude': '-73.986951000288', 'human_address': '{""address"": ""142 7 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1251000,,1925,,12
"{'latitude': '40.806613705443', 'longitude': '-73.96721090432', 'human_address': '{""address"": ""404 RIVERSIDE DRIVE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,21.41,10025.0,D3-ELEVATOR,UPPER WEST SIDE (96-116),1-01888-0043,2161971,-73.96723,"{'latitude': '40.797989207182', 'longitude': '-73.973434212762', 'human_address': '{""address"": ""270 RIVERSIDE DRIVE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",2406928,7.0,1920,1018950038.0,48
"{'latitude': '40.746098326091', 'longitude': '-73.988605775397', 'human_address': '{""address"": ""1200 BROADWAY"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,67.0,10001.0,D5-ELEVATOR,FASHION,1-00757-0066,2901528,-73.988408,"{'latitude': '40.756053999992', 'longitude': '-73.986951000288', 'human_address': '{""address"": ""354 34 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",8700000,4.0,1930,1008310020.0,45
"{'latitude': '40.596337127605', 'longitude': '-73.997168648533', 'human_address': '{""address"": ""251 32 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,37.0,,D6-ELEVATOR,MURRAY HILL,1-00889-0039,5950000,,"{'latitude': '40.756053999992', 'longitude': '-73.986951000288', 'human_address': '{""address"": ""166 34 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",8192000,,1975,,167
"{'latitude': '40.788132637741', 'longitude': '-73.974693263603', 'human_address': '{""address"": ""541 AMSTERDAM AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,21.4,10024.0,D6-ELEVATOR,UPPER WEST SIDE (79-96),1-01210-0001,2930400,-73.974895,"{'latitude': '40.783357237765', 'longitude': '-73.978173639857', 'human_address': '{""address"": ""401 AMSTERDAM AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",3260582,6.0,1927,1012170064.0,89
"{'latitude': '40.635328709602', 'longitude': '-74.029010254944', 'human_address': '{""address"": ""208 70 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,37.1,,D9-ELEVATOR,MIDTOWN EAST,1-01347-0014,976080,,"{'latitude': '40.645003658457', 'longitude': '-74.016124395563', 'human_address': '{""address"": ""333 54 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",922465,,1950,,36
"{'latitude': '40.789664380268', 'longitude': '-73.971714966031', 'human_address': '{""address"": ""115 90 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,31.6,,D1-ELEVATOR,UPPER EAST SIDE (59-79),1-01438-0014,1734425,,"{'latitude': '40.639669006318', 'longitude': '-74.020997566113', 'human_address': '{""address"": ""329 63 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",2646246,,1920,,44
"{'latitude': '40.737986441387', 'longitude': '-74.005611954971', 'human_address': '{""address"": ""622 HUDSON STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,32.3,10014.0,D1-ELEVATOR,GREENWICH VILLAGE-WEST,1-00592-0062,540000,-74.005597,"{'latitude': '40.733202048191', 'longitude': '-74.000629710928', 'human_address': '{""address"": ""140 WAVERLY PLACE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",457000,3.0,1930,1006250026.0,31
"{'latitude': '40.806325922393', 'longitude': '-73.967318822963', 'human_address': '{""address"": ""400 RIVERSIDE DRIVE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,23.14,10025.0,D3-ELEVATOR,UPPER WEST SIDE (96-116),1-01882-0024,2046226,-73.967295,"{'latitude': '40.803277220714', 'longitude': '-73.964575890774', 'human_address': '{""address"": ""509 CATHEDRAL PARKWAY"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",2376968,7.0,1909,1018950001.0,58
"{'latitude': '40.756053999992', 'longitude': '-73.986951000288', 'human_address': '{""address"": ""315 END AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,34.3,,D9-ELEVATOR,MIDTOWN WEST,1-01045-0050,1118040,,"{'latitude': '40.644418670727', 'longitude': '-74.01679635957', 'human_address': '{""address"": ""330 55 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1118162,,1954,,25
"{'latitude': '40.630224434419', 'longitude': '-74.038097258038', 'human_address': '{""address"": ""40 80 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,,,,UPPER EAST SIDE (79-96),1-01496-0021,3381422,,"{'latitude': '40.779768942868', 'longitude': '-73.959602639952', 'human_address': '{""address"": ""1125 MADISON AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",5752383,,1922,,43
"{'latitude': '40.730979305835', 'longitude': '-74.00464196096', 'human_address': '{""address"": ""59 BEDFORD STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,36.0,10014.0,D1-ELEVATOR,GREENWICH VILLAGE-WEST,1-00590-0022,1650000,-74.004586,"{'latitude': '40.732140848196', 'longitude': '-74.002185538039', 'human_address': '{""address"": ""12 JONES STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",2033000,3.0,1920,1005830029.0,25
"{'latitude': '40.778087210673', 'longitude': '-73.958847209447', 'human_address': '{""address"": ""970 PARK AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,25.1,10028.0,D6-ELEVATOR,UPPER EAST SIDE (79-96),1-01517-0020,3026300,-73.95878,"{'latitude': '40.780956047947', 'longitude': '-73.954494490825', 'human_address': '{""address"": ""1327 LEXINGTON AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",2247303,4.0,1927,1014940037.0,42
"{'latitude': '40.633738271783', 'longitude': '-74.027780591222', 'human_address': '{""address"": ""269 72 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,32.8,,D7-ELEVATOR,UPPER WEST SIDE (59-79),1-01117-0014,1627791,,"{'latitude': '40.641074550287', 'longitude': '-74.024861745762', 'human_address': '{""address"": ""35 64 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1379725,,1904,,60
"{'latitude': '40.740513536289', 'longitude': '-73.983992253386', 'human_address': '{""address"": ""50 LEXINGTON AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,40.2,10010.0,D6-ELEVATOR,MURRAY HILL,1-00888-0031,5800000,-73.984302,"{'latitude': '40.597948979121', 'longitude': '-73.995472950581', 'human_address': '{""address"": ""153 32 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",2504000,2.0,1920,1008800019.0,191
"{'latitude': '40.648988936086', 'longitude': '-74.007624900655', 'human_address': '{""address"": ""463 44 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,,,,CLINTON,1-01054-0036,507036,,"{'latitude': '40.760217681951', 'longitude': '-73.991321727925', 'human_address': '{""address"": ""637 9 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",789979,,1940,,43
"{'latitude': '40.775479176788', 'longitude': '-73.96076276537', 'human_address': '{""address"": ""898 PARK AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,31.8,10075.0,D6-ELEVATOR,UPPER EAST SIDE (79-96),1-01549-0024,1472189,-73.960598,"{'latitude': '40.777133929322', 'longitude': '-73.949170504412', 'human_address': '{""address"": ""1653 1 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1412421,4.0,1910,1013930038.0,15
"{'latitude': '40.665734576158', 'longitude': '-73.991472842373', 'human_address': '{""address"": ""130 16 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,,,,GREENWICH VILLAGE-WEST,1-00582-0020,960000,,"{'latitude': '40.730171332952', 'longitude': '-74.005189273617', 'human_address': '{""address"": ""60 LEROY STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",687000,,1941,,42
"{'latitude': '40.795910887428', 'longitude': '-73.816951191051', 'human_address': '{""address"": ""563 150 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,16.09,,C1-WALK-UP,HARLEM-UPPER,1-02076-0046,311805,,"{'latitude': '40.756053999992', 'longitude': '-73.986951000288', 'human_address': '{""address"": ""520 145 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",397980,,1915,,30
"{'latitude': '40.728147858386', 'longitude': '-73.987976249976', 'human_address': '{""address"": ""120 2 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,37.5,10003.0,C7-WALK-UP,EAST VILLAGE,1-00436-0050,609412,-73.987989,"{'latitude': '40.727248536357', 'longitude': '-73.984468894062', 'human_address': '{""address"": ""101 ST MARK\'S PLACE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",598000,2.0,1920,1004490002.0,13
"{'latitude': '40.65322605328', 'longitude': '-74.005682510777', 'human_address': '{""address"": ""344 38 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,26.9,,D6-ELEVATOR,CHELSEA,1-00765-0035,2350000,,"{'latitude': '40.739443343074', 'longitude': '-73.999028917716', 'human_address': '{""address"": ""78 7 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",3498000,,1940,,27
"{'latitude': '40.76732154118', 'longitude': '-73.980039941915', 'human_address': '{""address"": ""239 CENTRAL PARK"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,27.9,10000.0,D6-ELEVATOR,UPPER WEST SIDE (59-79),1-01170-0012,6299727,-73.965126,"{'latitude': '40.783411197087', 'longitude': '-73.980152148321', 'human_address': '{""address"": ""2200 BROADWAY"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",6619892,6.0,1905,1011110001.0,92
"{'latitude': '40.805219756297', 'longitude': '-73.941049626487', 'human_address': '{""address"": ""1931 MADISON AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,18.03,10035.0,D7-ELEVATOR,HARLEM-CENTRAL,1-01749-0016,331528,-73.940851,"{'latitude': '40.806128151692', 'longitude': '-73.943572628577', 'human_address': '{""address"": ""25 124 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",467295,9.0,1915,1017490021.0,28
"{'latitude': '40.721295024523', 'longitude': '-74.000251995676', 'human_address': '{""address"": ""474 BROADWAY"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,36.2,10013.0,D1-ELEVATOR,SOHO,1-00504-0031,1869300,-74.000245,"{'latitude': '40.725890560093', 'longitude': '-74.00282405668', 'human_address': '{""address"": ""112 SULLIVAN STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1182870,1.0,1920,1004730007.0,20
"{'latitude': '40.827747773131', 'longitude': '-73.940860768861', 'human_address': '{""address"": ""369 EDGECOMBE AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,14.34,10031.0,C1-WALK-UP,HARLEM-CENTRAL,1-02033-0026,203246,-73.940878,"{'latitude': '40.796472446683', 'longitude': '-73.823088462082', 'human_address': '{""address"": ""205 147 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",204663,9.0,1920,1020540016.0,20
"{'latitude': '40.63201081655', 'longitude': '-74.024276552392', 'human_address': '{""address"": ""408 73 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,35.3,,C4-WALK-UP,UPPER EAST SIDE (59-79),1-01469-0018,417960,,"{'latitude': '40.631120031856', 'longitude': '-74.023899958843', 'human_address': '{""address"": ""437 74 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",339137,,1910,,20
"{'latitude': '40.79936903915', 'longitude': '-73.96310026816', 'human_address': '{""address"": ""107 106 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,17.96,,C7-WALK-UP,UPPER WEST SIDE (96-116),1-01861-0059,178522,,"{'latitude': '40.800745848642', 'longitude': '-73.9644179643', 'human_address': '{""address"": ""170 107 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",190551,,1910,,16
"{'latitude': '40.834888390044', 'longitude': '-73.947200989168', 'human_address': '{""address"": ""790 RIVERSIDE DRIVE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,11.46,10032.0,D1-ELEVATOR,WASHINGTON HEIGHTS LOWER,1-02139-0277,4890120,-73.946852,"{'latitude': '40.846813400152', 'longitude': '-73.942443575633', 'human_address': '{""address"": ""200 HAVEN AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1954844,7.0,1941,1021340071.0,202
"{'latitude': '40.804403142049', 'longitude': '-73.953304748718', 'human_address': '{""address"": ""256 117 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,16.33,,C1-WALK-UP,HARLEM-CENTRAL,1-01904-0061,572154,,"{'latitude': '40.756053999992', 'longitude': '-73.986951000288', 'human_address': '{""address"": ""1995 ADAM"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",636049,,1910,,50
"{'latitude': '40.793445882859', 'longitude': '-73.846517551788', 'human_address': '{""address"": ""414 121 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,17.14,,D7-ELEVATOR,MORNINGSIDE HEIGHTS,1-01962-0044,1054117,,"{'latitude': '40.808229046887', 'longitude': '-73.958305036706', 'human_address': '{""address"": ""421 119 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1184589,,1920,,55
"{'latitude': '40.722059448248', 'longitude': '-73.995278744854', 'human_address': '{""address"": ""215 MOTT STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,26.6,10012.0,C4-WALK-UP,LITTLE ITALY,1-00494-0039,198432,-73.995299,"{'latitude': '40.721780658419', 'longitude': '-73.995827331292', 'human_address': '{""address"": ""37 SPRING STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",223918,1.0,1900,1004940032.0,12
"{'latitude': '40.667937859492', 'longitude': '-73.995710193809', 'human_address': '{""address"": ""15 16 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,47.2,,D9-ELEVATOR,FLATIRON,1-00844-0008,1535120,,"{'latitude': '40.6680646639', 'longitude': '-73.995844244183', 'human_address': '{""address"": ""9 16 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1268777,,1900,,11
"{'latitude': '40.644960770779', 'longitude': '-74.016169402341', 'human_address': '{""address"": ""332 54 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,39.6,,C1-WALK-UP,UPPER WEST SIDE (59-79),1-01129-0020,286900,,"{'latitude': '40.632498985362', 'longitude': '-74.035338295054', 'human_address': '{""address"": ""17 76 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",297349,,1900,,20
"{'latitude': '40.756053999992', 'longitude': '-73.986951000288', 'human_address': '{""address"": ""624 207 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,12.95,,C1-WALK-UP,INWOOD,1-02233-0050,240760,,"{'latitude': '40.864709908536', 'longitude': '-73.926174840123', 'human_address': '{""address"": ""8 VERMILYEA AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",252780,,1930,,20
"{'latitude': '40.726594777245', 'longitude': '-73.995873942056', 'human_address': '{""address"": ""77 BLEECKER STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,40.4,10012.0,D6-ELEVATOR,GREENWICH VILLAGE-WEST,1-00610-0060,7750000,-73.996042,"{'latitude': '40.734029424458', 'longitude': '-73.999973205847', 'human_address': '{""address"": ""1 CHRISTOPHER STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",4640000,1.0,1931,1005320020.0,251
"{'latitude': '40.783573075052', 'longitude': '-73.956832728102', 'human_address': '{""address"": ""1261 MADISON AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,44.1,10128.0,D3-ELEVATOR,UPPER EAST SIDE (59-79),1-01416-0012,1303400,-73.956777,"{'latitude': '40.641960807345', 'longitude': '-74.021791021223', 'human_address': '{""address"": ""223 61 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1042259,4.0,1942,1015020020.0,16
"{'latitude': '40.821567783044', 'longitude': '-73.950742045369', 'human_address': '{""address"": ""508 139 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,13.14,,D7-ELEVATOR,HARLEM-WEST,1-02070-0043,500424,,"{'latitude': '40.821725327921', 'longitude': '-73.951112852213', 'human_address': '{""address"": ""518 139 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",398356,,1910,,42
"{'latitude': '40.604465343143', 'longitude': '-74.01044454873', 'human_address': '{""address"": ""229 14 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,45.9,,C4-WALK-UP,GRAMERCY,1-00906-0040,346115,,"{'latitude': '40.599465939672', 'longitude': '-74.001271366832', 'human_address': '{""address"": ""228 26 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",448240,,1920,,11
"{'latitude': '40.853693213677', 'longitude': '-73.937335426506', 'human_address': '{""address"": ""550 FT WASHINGTON AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,13.71,10033.0,C1-WALK-UP,WASHINGTON HEIGHTS UPPER,1-02157-0003,402850,-73.937283,"{'latitude': '40.85134598318', 'longitude': '-73.932254257041', 'human_address': '{""address"": ""1484 ST NICHOLAS AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",303409,10.0,1911,1021800032.0,29
"{'latitude': '40.631392378474', 'longitude': '-74.021039051846', 'human_address': '{""address"": ""527 72 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,27.7,,C4-WALK-UP,UPPER EAST SIDE (59-79),1-01436-0037,486000,,"{'latitude': '40.640250135028', 'longitude': '-74.020577901031', 'human_address': '{""address"": ""340 62 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",543099,,1910,,20
"{'latitude': '40.563600069574', 'longitude': '-74.178727747536', 'human_address': '{""address"": ""33 END AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,44.5,,D3-ELEVATOR,UPPER EAST SIDE (79-96),1-01577-0027,2592600,,"{'latitude': '40.563585540441', 'longitude': '-74.178798953878', 'human_address': '{""address"": ""28 END AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",3185349,,1950,,75
"{'latitude': '40.804544735221', 'longitude': '-73.951712726775', 'human_address': '{""address"": ""200 118 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,17.35,,C7-WALK-UP,HARLEM-CENTRAL,1-01941-0033,259589,,"{'latitude': '40.756053999992', 'longitude': '-73.986951000288', 'human_address': '{""address"": ""2308 ADAM"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",241519,,1910,,25
"{'latitude': '40.711789190673', 'longitude': '-74.006565236322', 'human_address': '{""address"": ""36 PARK ROW"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,29.9,10038.0,D6-ELEVATOR,FINANCIAL,1-00079-0010,3227696,-74.006857,"{'latitude': '40.70985564831', 'longitude': '-74.008876493937', 'human_address': '{""address"": ""17 JOHN STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",4053000,1.0,1920,1001010001.0,51
"{'latitude': '40.715728221162', 'longitude': '-73.986105660155', 'human_address': '{""address"": ""409 GRAND STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,23.0,10002.0,D6-ELEVATOR,LOWER EAST SIDE,1-00247-0001,21630246,-73.986599,"{'latitude': '40.711276577117', 'longitude': '-73.98932523302', 'human_address': '{""address"": ""251 CHERRY STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",14108000,1.0,1979,1003110013.0,880
