property_name,metered_areas_water,data_center_cooling_equipment_redundancy,wastewater_treatment_plant_gross_floor_area_ft,national_median_reference_property_type,data_center_it_site_energy_kwh,last_modified_date_water_meters,weather_normalized_site_natural_gas_use_therms,nta,convention_center_gross_floor_area_ft,metered_areas_energy,total_ghg_emissions_metric_tons_co2e,annual_maximum_demand_meter_name_meter_id,outpatient_rehabilitation_physical_therapy_gross_floor_area_ft,multifamily_housing_percent_that_can_be_heated,multifamily_housing_number_of_laundry_hookups_in_all_units,mailing_center_post_office_gross_floor_area_ft,parent_property_name,enclosed_mall_gross_floor_area_ft,year_built,municipally_supplied_potable_water_outdoor_use_kgal,multifamily_housing_total_number_of_residential_living_units_density_number_per_1_000_sq_ft,municipally_supplied_potable_water_mixed_indoor_outdoor_use_kgal,last_modified_date_electric_meters,alert_water_meter_has_less_than_12_full_calendar_months_of_data,primary_property_type_portfolio_manager_calculated,fuel_oil_5_6_use_kbtu,medical_office_percent_that_can_be_cooled,percent_of_electricity_that_is_green_power,list_of_all_property_use_types_at_property,multifamily_housing_total_number_of_residential_living_units,_3rd_largest_property_use_type_gross_floor_area_ft,manufacturing_industrial_plant_gross_floor_area_ft,site_energy_use_kbtu,release_date,number_of_active_energy_meters_total,museum_gross_floor_area_ft,k_12_school_gross_floor_area_ft,green_power_offsite_kwh,_2nd_largest_property_use_type,multifamily_housing_resident_population_type,indoor_water_use_all_water_sources_kgal,natural_gas_use_kbtu,hospital_general_medical_surgical_percent_that_can_be_heated,estimated_data_flag_fuel_oil_no_5_and_no_6,leed_us_project_id,propane_use_kbtu,alert_energy_meter_has_single_entry_more_than_65_days,adult_education_gross_floor_area_ft,community_board,electricity_use_generated_from_onsite_renewable_systems_and_used_onsite_kbtu,supermarket_grocery_gross_floor_area_ft,barracks_gross_floor_area_ft,avoided_emissions_onsite_green_power_metric_tons_co2e
X055-0200090,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/05/2021 08:31 AM EDT,107768,Claremont-Bathgate,Not Available,Whole Property,832.5,0200090E (8052450),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1916,Not Available,Not Available,Not Available,04/20/2021 10:45 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,13611277.9,2021-05-28T17:29:28.000,3,Not Available,147725,0,Not Available,Not Available,913.3,9358700.1,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,203.0,Not Available,Not Available,Not Available,Not Available
Q088-0400079,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,40279.4,Ridgewood,Not Available,Whole Property,341.7,0400079E (8011383),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1908,Not Available,Not Available,Not Available,04/21/2021 02:17 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,5451695.1,2021-05-28T17:29:28.000,3,Not Available,129600,0,Not Available,Not Available,Not Available,3474099.9,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,405.0,Not Available,Not Available,Not Available,Not Available
K189-0300191,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,50233,Brownsville,Not Available,Whole Property,343.1,0300191E (7896928),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1931,Not Available,Not Available,Not Available,04/21/2021 03:24 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,5847879.1,2021-05-28T17:29:28.000,3,Not Available,118800,0,Not Available,Not Available,Not Available,4614099.8,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,317.0,Not Available,Not Available,Not Available,Not Available
K244-0300248,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/03/2021 02:51 PM EDT,58876.4,Rugby-Remsen Village,Not Available,Whole Property,483.2,0300248E (7899896),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1939,Not Available,Not Available,Not Available,04/21/2021 03:24 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,7839344.2,2021-05-28T17:29:28.000,3,Not Available,154800,0,Not Available,Not Available,442.3,5302999.9,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,317.0,Not Available,Not Available,Not Available,Not Available
K059-0300079,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,3222,Stuyvesant Heights,Not Available,Whole Property,530.2,0300079E (7875864),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1959,Not Available,Not Available,Not Available,04/21/2021 03:23 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,7077868.5,2021-05-28T17:29:28.000,3,Not Available,115200,0,Not Available,Not Available,Not Available,322200,Not Available,No,Not Available,Not Available,Ok,Not Available,303.0,Not Available,Not Available,Not Available,Not Available
M520-0100203,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/04/2021 08:55 AM EDT,119,Chinatown,Not Available,Whole Property,2185.3,0100203E (7937458),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1975,Not Available,Not Available,Not Available,04/21/2021 02:17 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,30828597.2,2021-05-28T17:29:28.000,3,Not Available,366200,0,Not Available,Not Available,5000.7,11900,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,101.0,Not Available,Not Available,Not Available,Not Available
K909-0301382,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/03/2021 04:44 PM EDT,3798.6,Crown Heights North,Not Available,Whole Property,193,0301382E (7944542),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1931,Not Available,Not Available,Not Available,04/21/2021 03:23 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,2579669.2,2021-05-28T17:29:28.000,3,Not Available,86330,0,Not Available,Not Available,114.5,346300,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,308.0,Not Available,Not Available,Not Available,Not Available
M034-0100053,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/04/2021 09:25 AM EDT,2141,Lower East Side,Not Available,Whole Property,322.2,0100053E (7934702),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1954,Not Available,Not Available,Not Available,04/21/2021 02:17 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,4323656.6,2021-05-28T17:29:28.000,3,Not Available,66080,0,Not Available,Not Available,34.8,214100,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,103.0,Not Available,Not Available,Not Available,Not Available
X843-0200267,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,39926.9,Bedford Park-Fordham North,Not Available,Whole Property,280.5,0200267E (8107213),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1916,Not Available,Not Available,Not Available,04/20/2021 10:45 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,4655875,2021-05-28T17:29:28.000,2,Not Available,74480,0,Not Available,Not Available,Not Available,3394799.8,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,207.0,Not Available,Not Available,Not Available,Not Available
M022-0100044,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/03/2021 04:34 PM EDT,309,Lower East Side,Not Available,Whole Property,368.9,0100044E (8108449),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1958,Not Available,Not Available,Not Available,04/30/2021 02:05 PM EDT,Ok,K-12 School,Not Available,Not Available,20.54287,K-12 School,Not Available,Not Available,Not Available,5637544.8,2021-05-28T17:29:28.000,4,Not Available,181200,0,Not Available,Not Available,1095.5,30900,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,103.0,313147.1,Not Available,Not Available,44.5
Q445-0400212,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/05/2021 10:13 AM EDT,138,Astoria,Not Available,Whole Property,1491.2,0400212E (8032156),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1950,Not Available,Not Available,Not Available,04/30/2021 02:05 PM EDT,Ok,K-12 School,Not Available,Not Available,16.91282,K-12 School,Not Available,Not Available,Not Available,20225866.5,2021-05-28T17:29:28.000,4,Not Available,334220,0,Not Available,Not Available,831.1,13800,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,401.0,571211.8,Not Available,Not Available,81.2
X144-0200188,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,2388.6,Allerton-Pelham Gardens,Not Available,Whole Property,655.3,0200188E (8080391),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1965,Not Available,Not Available,Not Available,04/30/2021 02:05 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,27.79506,K-12 School,Not Available,Not Available,Not Available,9489577.1,2021-05-28T17:29:28.000,4,Not Available,188575,0,Not Available,Not Available,Not Available,231400,Not Available,No,Not Available,Not Available,Ok,Not Available,211.0,727644.8,Not Available,Not Available,103.4
R722-0500027,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/05/2021 08:21 AM EDT,1,Stapleton-Rosebank,Not Available,Whole Property,208.2,0500027E (8031601),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1976,Not Available,Not Available,Not Available,04/21/2021 04:02 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,2701240.9,2021-05-28T17:29:28.000,3,Not Available,69320,0,Not Available,Not Available,332.1,100,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,501.0,Not Available,Not Available,Not Available,Not Available
60 Broad Street,Whole Property,Not Available,Not Available,CBECS - Office & Bank/Financial,Not Available,03/21/2021 11:52 PM EDT,Not Available,Battery Park City-Lower Manhattan,Not Available,Whole Property,5294.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1962,Not Available,Not Available,8453.2,04/23/2021 04:04 AM EDT,Ok,Office,Not Available,Not Available,0,Office,Not Available,Not Available,Not Available,72621374.5,2021-04-27T09:56:46.000,2,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8000003768,Not Available,Ok,Not Available,101.0,Not Available,Not Available,Not Available,Not Available
X001-0200039,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,442,Melrose South-Mott Haven North,Not Available,Whole Property,398.1,0200039E (8032692),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1960,Not Available,Not Available,Not Available,04/20/2021 10:46 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,5247207.9,2021-05-28T17:29:28.000,3,Not Available,115375,0,Not Available,Not Available,Not Available,44200,Not Available,No,Not Available,Not Available,Ok,Not Available,201.0,Not Available,Not Available,Not Available,Not Available
Q866-0401237,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/04/2021 02:59 PM EDT,19588.3,Kew Gardens,Not Available,Whole Property,204.2,0401237E (8032136),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1931,Not Available,Not Available,Not Available,04/21/2021 04:03 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,3152179.8,2021-05-28T17:29:28.000,2,Not Available,38030,0,Not Available,Not Available,733.1,1757900,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,409.0,Not Available,Not Available,Not Available,Not Available
Q098-0400090,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/04/2021 11:47 AM EDT,24309,Douglas Manor-Douglaston-Little Neck,Not Available,Whole Property,190.4,0400090E (8011399),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1931,Not Available,Not Available,Not Available,04/21/2021 02:18 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,3114952.7,2021-05-28T17:29:28.000,3,Not Available,44460,0,Not Available,Not Available,245.4,2078299.9,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,411.0,Not Available,Not Available,Not Available,Not Available
X069-0200106,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,8667.1,Soundview-Castle Hill-Clason Point-Harding Park,Not Available,Whole Property,200.3,0200106E (8052409),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1922,Not Available,Not Available,Not Available,04/20/2021 10:45 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,2866470.4,2021-05-28T17:29:28.000,3,Not Available,54000,0,Not Available,Not Available,Not Available,758300,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,209.0,Not Available,Not Available,Not Available,Not Available
M153-0100135,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,61439.7,Hamilton Heights,Not Available,Whole Property,457.8,0100135E (7936383),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1969,Not Available,Not Available,Not Available,04/21/2021 02:16 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,7335309.1,2021-05-28T17:29:28.000,3,Not Available,162125,0,Not Available,Not Available,Not Available,4624800.2,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,109.0,Not Available,Not Available,Not Available,Not Available
M645-0100132,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,25,Yorkville,Not Available,Whole Property,319.8,0100132E (7978009),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1905,Not Available,Not Available,Not Available,04/21/2021 02:16 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,4234068,2021-05-28T17:29:28.000,3,Not Available,102000,0,Not Available,Not Available,Not Available,2500,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,108.0,Not Available,Not Available,Not Available,Not Available
K161-0300164,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/03/2021 02:09 PM EDT,39252.3,Crown Heights South,Not Available,Whole Property,314.6,0300164E (7896414),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1925,Not Available,Not Available,Not Available,04/21/2021 03:23 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,5139974,2021-05-28T17:29:28.000,3,Not Available,93600,0,Not Available,Not Available,939.6,3501599.7,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,309.0,Not Available,Not Available,Not Available,Not Available
1325 Avenue of the Americas,Whole Property,Not Available,Not Available,CBECS - Office & Bank/Financial,Not Available,04/13/2021 10:42 AM EDT,Not Available,Midtown-Midtown South,Not Available,Whole Property,2567.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1989,Not Available,Not Available,Not Available,05/14/2021 12:26 PM EDT,Ok,Office,Not Available,Not Available,0,"Office, Other, Social/Meeting Hall",Not Available,12967,Not Available,34002979,2021-05-14T12:33:44.000,7,Not Available,Not Available,0,Social/Meeting Hall,Not Available,4923.7,Not Available,Not Available,Not Available,1000085247,Not Available,Ok,Not Available,105.0,Not Available,Not Available,Not Available,Not Available
Q033-0400031,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/05/2021 09:40 AM EDT,22787.8,Queens Village,Not Available,Whole Property,656.2,0400031E (7978309),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1931,Not Available,Not Available,Not Available,04/21/2021 04:02 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,9244429.1,2021-05-28T17:29:28.000,3,Not Available,138275,0,Not Available,Not Available,1051.1,2079500,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,413.0,Not Available,Not Available,Not Available,Not Available
Q018-0400019,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/04/2021 09:58 AM EDT,3211,Bellerose,Not Available,Whole Property,412.3,0400019E (7978319),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1960,Not Available,Not Available,Not Available,04/21/2021 02:17 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,5561691.7,2021-05-28T17:29:28.000,3,Not Available,68400,0,Not Available,Not Available,525.1,321100,Not Available,No,Not Available,Not Available,Ok,Not Available,413.0,Not Available,Not Available,Not Available,Not Available
M115-0100106,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/04/2021 09:36 AM EDT,61737.9,Washington Heights South,Not Available,Whole Property,459.9,0100106E (7935648),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1914,Not Available,Not Available,Not Available,04/21/2021 02:18 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,7410968.1,2021-05-28T17:29:28.000,3,Not Available,124900,0,Not Available,Not Available,0,4754400.2,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,112.0,Not Available,Not Available,Not Available,Not Available
K655-0300345,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/03/2021 04:25 PM EDT,61660.5,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,Not Available,Whole Property,509.9,0300345E (8315284),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1929,Not Available,Not Available,Not Available,04/21/2021 03:24 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,8241908.3,2021-05-28T17:29:28.000,3,Not Available,154800,0,Not Available,Not Available,0.4,5318099.7,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,302.0,Not Available,Not Available,Not Available,Not Available
X839-0201321,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/05/2021 08:44 AM EDT,0,Pelham Parkway,Not Available,Whole Property,214.9,0201321E (8106365),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,2004,Not Available,Not Available,Not Available,04/20/2021 10:46 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,2705006.3,2021-05-28T17:29:28.000,2,Not Available,63330,0,Not Available,Not Available,298.1,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,211.0,Not Available,Not Available,Not Available,Not Available
Q034-0400032,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/05/2021 09:40 AM EDT,31769.6,Queens Village,Not Available,Whole Property,238.8,0400032E (7978311),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1931,Not Available,Not Available,Not Available,04/21/2021 04:02 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,3957008,2021-05-28T17:29:28.000,3,Not Available,72260,0,Not Available,Not Available,591.3,2870900.1,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,413.0,Not Available,Not Available,Not Available,Not Available
X132-0200175,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/05/2021 08:34 AM EDT,652,Claremont-Bathgate,Not Available,Whole Property,383.9,0200175E (8080077),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1961,Not Available,Not Available,Not Available,04/20/2021 10:45 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,5101423.4,2021-05-28T17:29:28.000,3,Not Available,117725,0,Not Available,Not Available,4216.8,65200,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,203.0,Not Available,Not Available,Not Available,Not Available
Q152-0400139,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,11909.7,Woodside,Not Available,Whole Property,642.3,0400139E (8015753),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1937,Not Available,Not Available,Not Available,04/21/2021 02:18 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,8717668.6,2021-05-28T17:29:28.000,3,Not Available,116431,0,Not Available,Not Available,Not Available,1011800,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,402.0,Not Available,Not Available,Not Available,Not Available
K236-0300241,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,41723,Georgetown-Marine Park-Bergen Beach-Mill Basin,Not Available,Whole Property,260.5,0300241E (7899928),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1933,Not Available,Not Available,Not Available,04/21/2021 03:24 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,4534835.1,2021-05-28T17:29:28.000,3,Not Available,98400,0,Not Available,Not Available,Not Available,3790200.2,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,318.0,Not Available,Not Available,Not Available,Not Available
M110-0100101,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,21708.9,Lower East Side,Not Available,Whole Property,149.9,0100101E (7935695),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,2007,Not Available,Not Available,Not Available,04/21/2021 02:17 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,2505157.8,2021-05-28T17:29:28.000,3,Not Available,62480,0,Not Available,Not Available,Not Available,1867100.2,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,103.0,Not Available,Not Available,Not Available,Not Available
Q022-0400180,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/05/2021 09:34 AM EDT,249,Murray Hill,Not Available,Whole Property,316,0400180E (7978313),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1966,Not Available,Not Available,Not Available,04/21/2021 02:17 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,4155955.8,2021-05-28T17:29:28.000,3,Not Available,78225,0,Not Available,Not Available,468.5,24900,Not Available,No,Not Available,Not Available,Ok,Not Available,407.0,Not Available,Not Available,Not Available,Not Available
M661-0100185,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/04/2021 08:58 AM EDT,382,Gramercy,Not Available,Whole Property,223.4,0100185E (7978013),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1905,Not Available,Not Available,Not Available,04/21/2021 02:16 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,3085872.7,2021-05-28T17:29:28.000,3,Not Available,55260,0,Not Available,Not Available,1231.1,38200,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,106.0,Not Available,Not Available,Not Available,Not Available
K159-0300161,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/05/2021 08:54 AM EDT,25213.9,East New York,Not Available,Whole Property,207.5,0300161E (7896362),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1908,Not Available,Not Available,Not Available,04/21/2021 03:23 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,3384220,2021-05-28T17:29:28.000,3,Not Available,66000,0,Not Available,Not Available,0,2290100,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,305.0,Not Available,Not Available,Not Available,Not Available
Q231 & Q251 Tandem-0400205,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/05/2021 09:18 AM EDT,82495.1,,Not Available,Whole Property,540.5,0400205E (8025653),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1962,Not Available,Not Available,Not Available,04/21/2021 04:02 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,9258539.2,2021-05-28T17:29:28.000,3,Not Available,192000,0,Not Available,Not Available,0,7410600,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,,Not Available,Not Available,Not Available,Not Available
K852-0301311,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/03/2021 04:40 PM EDT,15502.6,Flatbush,Not Available,Whole Property,97.6,0301311E (7943453),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1925,Not Available,Not Available,Not Available,04/21/2021 03:23 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,1687285.5,2021-05-28T17:29:28.000,3,Not Available,31000,0,Not Available,Not Available,163.1,1384299.9,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,314.0,Not Available,Not Available,Not Available,Not Available
"R450, R453 (Addition)-0500078",Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/05/2021 10:12 AM EDT,39940.3,West New Brighton-New Brighton-St. George,Not Available,Whole Property,1633.9,0500078E (8030588),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1904,Not Available,Not Available,Not Available,04/21/2021 04:02 PM EDT,Ok,K-12 School,Not Available,Not Available,0,"Heated Swimming Pool, K-12 School",Not Available,Not Available,Not Available,22449196.8,2021-05-28T17:29:28.000,3,Not Available,284857,0,Heated Swimming Pool,Not Available,1267.3,3543100.4,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,501.0,Not Available,Not Available,Not Available,Not Available
Q169-0400153,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,2748.8,Ft. Totten-Bay Terrace-Clearview,Not Available,Whole Property,387.1,0400153E (8015761),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1956,Not Available,Not Available,Not Available,04/21/2021 02:18 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,5152880.5,2021-05-28T17:29:28.000,3,Not Available,92575,0,Not Available,Not Available,Not Available,265600,Not Available,No,Not Available,Not Available,Ok,Not Available,407.0,Not Available,Not Available,Not Available,Not Available
Q060-0400053,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/05/2021 09:45 AM EDT,31160.5,Woodhaven,Not Available,Whole Property,270.3,0400053E (7978852),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1965,Not Available,Not Available,Not Available,04/21/2021 04:02 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,4328605.4,2021-05-28T17:29:28.000,3,Not Available,108100,0,Not Available,Not Available,1343.5,2797299.8,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,409.0,Not Available,Not Available,Not Available,Not Available
