property_id,property_name,data_center_gross_floor_area,estimated_data_flag,hospital_general_medical_11,indirect_ghg_emissions_metric,office_number_of_workers,outdoor_water_use_all_water,hotel_gross_floor_area_ft,annual_maximum_demand_kw,medical_office_percent_that,multifamily_housing_number_1,temporary_values,other_number_of_workers_on,office_number_of_computers,supermarket_grocery_open,multifamily_housing_total,hospital_general_medical_8,refrigerated_warehouse_gross,senior_care_community_gross,data_center_it_energy,retail_store_gross_floor,district_chilled_water_use,data_quality_checker_run,alert_energy_meter_has_less,data_center_cooling_equipment,hospital_general_medical_6,egrid_output_emissions_rate,data_center_pue,natural_gas_use_kbtu,fuel_oil_2_use_kbtu,alert_property_has_no_uses,retail_store_number_of_open,restaurant_gross_floor_area,hospital_general_medical_2,parking_open_parking_lot,national_median_source_eui,hospital_general_medical_10,estimated_data_flag_1,medical_office_percent_that_1,primary_property_type_self,percent_of_recs_retained,office_worker_density_number,restaurant_worker_density,green_power_offsite_kwh,year_ending,retail_store_number_of_walk,movie_theater_gross_floor,hospital_general_medical_9,electricity_use_generated,hospital_general_medical_7,alert_energy_meter_has,medical_office_number_of,indoor_water_use_intensity,occupancy,multifamily_housing_gross,property_gfa_self_reported,third_party_certification_1
4591746,2151 Grand Concourse - 42902,,Yes,,287.0,,,,,,0.0,No,,,,75.0,,,,,,,Yes,Ok,,,88.7,,362733.3,,Ok,,,,,130.2,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,70000.0,70000,
4047231,Justin - 115 West 30th Street,,No,,,,,,,,0.0,No,,,,7.0,,,,,,,No,Possible Issue,,,88.7,,,,Ok,,,,,127.9,,,,Multifamily Housing,,,,,2017-12-31T00:00:00.000,,,,,,Ok,,,90,151525.0,151525,
5887131,"AIMCO 173 EAST 90TH STREET, LLC",,No,,14.9,,,,,,0.0,No,,,,71.25,,,,,,,No,Ok,,,88.7,,,5056872.1,Ok,,,,,115.1,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,48315.32,95,59375.0,59375,
2967701,Cathedral Preparatory Seminary,,No,,54.6,,,,,,,No,,,,,,,,,,,No,Ok,,,88.7,,2068300.1,,Ok,,,,,145.1,,,,K-12 School,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,1.09,100,,94380,
1513221,1177 Avenue of the Americas,,No,,6592.8,5449.0,,,,,,No,,5648.0,,,,,,,,,No,Ok,,,88.7,,,0.0,Ok,,,,,317.1,,,,Office,,5.46046,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,,997901,
2640841,180 Varick LLC,,No,,1102.4,950.0,,,,,,No,,800.0,,,,,,,,,Yes,Ok,,,88.7,,1040277.4,5979999.9,Ok,,,,,255.0,,,,Office,,3.20946,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,15.01,100,,370000,
2773025,Renewal 240 East 194th St.,,No,,88.6,,,,,,0.0,Yes,,,,55.0,,,,,,,No,Ok,,,88.7,,4179199.2,1869002.2,Ok,,,,,127.1,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,144.26,100,61048.0,70440,
6196211,St Pancras School,,Yes,,45.9,,,,,,,No,,,,,,,,,,,Yes,Ok,,,88.7,,2631968.7,207000.0,Ok,,,,,120.2,,,,K-12 School,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,,61900,
2774705,River Place II,,No,,2646.0,,,,,,1169.0,No,,,1.60085,1275.0,,,,,,,No,Possible Issue,,,88.7,,62471855.6,,Ok,,,,0.0,127.9,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,1067368.0,1104281,
6210040,76 Fairview Corp,,No,,8.0,,,,,,,No,,,,58.8,,,,,,,Yes,Ok,,,88.7,,3418106.2,269486.4,Ok,,,,,115.1,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,95,49000.0,49000,
2921320,1487 SCHENECTADY AVE,,No,,0.0,,,,,,,No,,,,,,,,,,,Yes,Ok,,,237.4,,21060.3,,Ok,,,,,80.0,,,,Distribution Center,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,,88000,
3523308,31-74 29th Street - 30540,,No,,88.3,,,,,,0.0,No,,,,91.0,,,,,,,Yes,Ok,,,88.7,,5982680.0,,Ok,,,,,130.4,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,28.16,100,93964.0,93964,
1946606,Loews Regency Hotel,,No,,1467.7,,,320000.0,,,,No,,,,,,,,,,,Yes,Ok,,,88.7,,22649785.2,,Ok,,,,0.0,227.0,,,,Hotel,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,,320000,
6224333,315 East 21st Street,,No,,19.0,,,,,,,No,,,,76.0,,,,,,,No,Ok,,,88.7,,2941999.8,,Ok,,,,,127.9,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,40.27,100,44919.0,44919,
4407821,Olnick - Second Lenox Terrace,,No,,349.1,,,,,,0.0,No,,,,286.0,,,,,,,No,Ok,,,88.7,,18279503.6,,Ok,,,,,144.1,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,34.61,100,280358.0,280358,
3965179,Georgian House Owners Corp,,No,,40.5,,,,,,,No,,,,120.0,,,,,,,Yes,Ok,,,88.7,,7249513.2,877542.0,Ok,,,,,108.5,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,39.69,90,150000.0,150000,
4624800,3 Bryant Park,,No,,10300.0,1254.9,,,,,,No,,1304.81,,,,,,,,,No,Ok,,,88.7,,,,Ok,,,,,247.9,,,,Office,,1.36245,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,85,,1216578,
3531263,Silverstein - 43-14 60th St,,No,,65.1,,,,,,0.0,No,,,,64.0,,,,,,,No,Ok,,,88.7,,3437327.5,0.0,Ok,,,,,117.0,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,66825.0,66825,
2687971,247 West 35th St.,,No,,240.4,208.0,,,,,,No,42.0,216.0,,,,,,,11957.0,,No,Ok,,,88.7,,4337351.6,,Ok,2.0,,,,268.3,,,,Office,,2.62527,,0.0,2017-12-31T00:00:00.000,0.0,,,,,Ok,,33.64,100,,96440,
6222297,Creston Heights 2600 Briggs Ave,,No,,37.4,,,,,,,No,,,,36.0,,,,,,,No,Ok,,,88.7,,163993.5,2244671.5,Ok,,,,,115.2,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,35000.0,35000,
2662342,Fisher- Park Ave Plaza - 55 E 52nd St,,No,,5264.6,1361.0,,,,,,No,,1305.0,,,,,,,,,Yes,Ok,,,88.7,,1539350.0,,Ok,,,,,285.0,,,,Financial Office,,2.86014,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,,1155000,
3927885,1224 Prospect Avenue,,Yes,,170.3,,,,,,0.0,No,,,,59.0,,,,,9638.0,,No,Ok,,,88.7,,2193628.2,,Ok,15.0,,,,155.7,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,2.0,,,,,Ok,,42.99,100,71219.0,80857,
3117475,Baronsgate Towers LLC,,No,,10.0,,,,,,,No,,,,81.0,,,,,,,Yes,Ok,,,88.7,,6789006.5,,Ok,,,,,115.1,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,149.67,100,67500.0,67500,
2717193,"JLT Associates, Inc",,No,,,275.0,,,,,,No,,250.0,,,,,,,,,No,Possible Issue,,,88.7,,,,Ok,,,,,148.1,,,,Office,,3.20416,,,2017-12-31T00:00:00.000,,,,,,Ok,,,100,,139253,
2947149,1100 Coney Island Ave,,Yes,,78.4,98.9,,,,,,No,,86.0,,,,,,,,,Yes,Ok,,,88.7,,1140600.0,,Ok,,,,0.0,220.1,,,,Office,,2.3,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,451.25,100,,43000,
3959959,The Jewish Museum,,No,,516.0,,,,,,,No,,,,,,,,,,,Yes,Ok,,,88.7,,13581043.0,151800.0,Ok,,,,,85.1,,,,Museum,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,59.6,100,,85000,
1439342,"120 Broadway Holdings, LLC",,No,,10144.9,7113.0,,,,,,No,,7300.0,,,,,,,,,No,Ok,,,88.7,,2077306.9,,Ok,,1704.0,,,273.9,,,,Office,,3.82646,10.56338,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,10.95,95,,1910503,
6278695,DOE Fund - 1420 Crotona Park East,,,,0.0,,,,,,,No,,,,45.6,,,,,,,No,Unable to Check (not enough data),,,88.7,,,,Ok,,,,,127.9,,,,Multifamily Housing,,,,,2017-12-31T00:00:00.000,,,,,,Unable to Check (not enough data),,,90,38000.0,38000,
2772972,2130 Crotona Ave.,,No,,122.4,,,,,,0.0,Yes,,,,86.0,,,,,,,No,Ok,,,88.7,,3948637.1,,Ok,,,,,153.1,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,2180.56,100,60200.0,60200,
3663836,1213-Bronx - Fordham RD,,No,,35.2,,,,,,,No,,,,,,,,,,,Yes,Ok,,,88.7,,15700.0,,Ok,,,,,33.7,,,,Non-Refrigerated Warehouse,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,0.48,100,,58350,
2644009,1860 Morris Ave.,,Yes,,77.2,,,,,,,No,,,,77.76,,,,,,,Yes,Ok,,,88.7,,520119.1,,Ok,,,,,115.1,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,77.3,100,64800.0,64800,
5071112,Waterman Properties- 234 West 39th Street,,No,,201.7,247.0,,,,,,No,,284.66,,,,,,,,,Yes,Ok,,,88.7,,848.4,,Ok,,,,,239.3,,,,Office,,3.02089,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,20.47,90,,81763,
5395762,434 Broadway,,No,,390.8,100.0,,,,,,No,,100.0,,,,,,,,,Yes,Ok,,,88.7,,87348.4,1791778.2,Ok,,,,,201.8,,,,Office,,1.69889,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,6.39,65,,58862,
6224376,"605 East 132 Street,LLC",,,,0.0,,,,,,,No,,,,,,,,,,,No,Unable to Check (not enough data),,,88.7,,,,Ok,,,,,,,,,Manufacturing/Industrial Plant,,,,,2017-12-31T00:00:00.000,,,,,,Unable to Check (not enough data),,,80,,38150,
2946930,Southern Boulevard IV Associates-777/783,,No,,106.2,,,,,,,No,,,,73.44,,,,,,,No,Ok,,,88.7,,4463753.0,,Ok,,,,,115.1,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,57.99,100,61200.0,61200,
2662279,135 Plymouth Street,,No,,436.4,64.0,,,,,,No,,51.0,,,,,,,,,Yes,Ok,,,160.1,,291958.1,,Ok,,,,,192.7,,,,Office,,0.3796,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,,168600,
2834707,787 Seventh Avenue,,No,,15596.4,4203.0,,,,,,No,,5396.0,,,,,,,,,Yes,Ok,,,88.7,,6436120.6,,Ok,,39539.0,,0.0,300.0,,,,Office,,2.43174,6.44933,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,,1811610,
6260917,530 second,,No,,47.3,,,,,,0.0,No,,,,47.0,,,,,,,Yes,Ok,,,88.7,,2209199.9,,Ok,,,,,129.4,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,45.58,100,39261.0,39261,
3524325,2016 Avenue N LLC,,No,,9.7,,,,,,0.0,No,,,,58.0,,,,,,,No,Ok,,,88.7,,4739826.4,,Ok,,,,,119.6,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,39.05,100,63000.0,63000,
3116352,21 West Mosholu Pkwy North,,No,,46.4,,,,,,5.0,No,,,,37.0,,,,,,,No,Ok,,,88.7,,120870.0,2333507.0,Ok,,,,,121.8,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,77.32,100,53900.0,53900,
6264557,3600 Fieldston Road,,No,,93.8,,,,,,0.0,No,,,,73.0,,,,,,,No,Ok,,,88.7,,5599173.5,,Ok,,,,,114.6,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,135.46,100,86000.0,86000,
2639329,Weiss Realty - 2105 Burr Avenue,,,,0.0,,,,,,0.0,No,,,,60.0,,,,,,,No,Ok,,,88.7,,4137643.1,,Ok,,,,,127.0,,,,Multifamily Housing,,,,,2017-12-31T00:00:00.000,,,,,,Ok,,43.7,100,70200.0,70200,
4473652,25-20 Borden Avenue,,Yes,,25.1,,,,,,,No,,,,,,,,,,,Yes,Ok,,,88.7,,,,Ok,,,,,,,,,Manufacturing/Industrial Plant,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,5.66,100,,68994,
3522892,1561 E. 13th Street LLC,,No,,9.4,,,,,,0.0,No,,,,66.0,,,,,,,No,Ok,,,88.7,,5429559.4,,Ok,,,,,127.9,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,39.43,100,71000.0,71000,
3521602,3240 Henry Hudson parkway LLC,,No,,42.5,,,,,,0.0,No,,,,108.0,,,,,,,No,Ok,,,88.7,,,8492658.4,Ok,,,,,127.7,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,36.81,100,163197.0,163197,
5985966,"WeCare Trading Company llc, d/b/a Cambria Hotel  Suites New York - Chelsea",,No,,295.0,,,55411.0,,,,No,,,,,,,,,,,No,Ok,,,88.7,,1813470.3,,Ok,,,,,258.1,,,,Hotel,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,,55411,
2817258,461 Central Park West Co LLC,,No,,102.6,,,,,,,No,,,,85.46,,,,,,,No,Ok,,,88.7,,191705.9,,Ok,,,,,115.1,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,31.12,100,71216.0,71216,
6221160,2385 Valentine Ave,,No,,43.2,,,,,,,No,,,,46.0,,,,,,,No,Ok,,,88.7,,185130.3,2829197.5,Ok,,,,,140.3,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,30590.0,30590,
5910762,Lab Medicine,,No,,766.1,,,,,,,No,,,,,,,,,,,Yes,Ok,,,88.7,,,,Ok,,,,,123.1,,,,Laboratory,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,,91193,
6011312,55th Management Corp.,,No,,46.0,,,,,,0.0,No,,,,61.0,,,,,,,Yes,Ok,,,88.7,,1746984.9,,Ok,,,,,148.2,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,61.0,100,39003.0,39003,
5789734,29-45 Sickles St,,No,,104.4,,,,,,0.0,No,,,,94.0,,,,,,,No,Ok,,,88.7,,5686380.2,,Ok,,,,,122.1,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,128.61,100,71475.0,71475,
