hh_id,person_id,micromobility_devices_206,no_freq_bike_nyc_1,no_freq_bike_nyc_5,school_park_loc,no_bike_share_8,bike_purp_997,disability_follow_5,num_jobs,r_work_mode,num_trips,harassment_change_7,ethnicity_997,work_mode_bus,no_bike_nyc_5,work_in_region,harassment_change_6,kid_mode_own,job_type,r_age,citi_bike_type,r_student,is_participant,school_park_amount,race_3,no_freq_bike_nyc_4,ethnicity_1,race_5,school_type,no_bike_share_1,race_4,share_1,wfh_policy,ethnicity_4,bike_purp_6,no_bike_nyc_3,no_bike_nyc_7,disability_follow_3,work_cms_zone,ethnicity_999,bike_purp_1,bike_purp_3,no_freq_bike_nyc_6,r_race,race_999,second_home_in_region,can_drive,student,work_county,micromobility_devices_207,race_1,work_mode_ferry,gender,relationship,share_5,no_freq_bike_nyc_3,micromobility_devices_204,work_scooter_park,micromobility_devices_205,school_freq,harassment_change_5
22020752,2202075201,0,995,995,995,995,995,995,1,102,23,0,1,23,0,1,0,995,1,3,995,3,1,,0,995,0,0,995,995,0,1,1,0,995,0,0,995,2,0,995,995,995,6,0,0,3,2,36005.0,0,0,995,1,0,0,995,0,995,0,995,0
22008917,2200891701,0,995,995,995,995,995,0,1,1,38,0,0,995,0,995,1,995,2,3,995,3,1,,0,995,0,0,995,995,0,1,3,0,995,0,0,1,995,0,995,995,995,6,0,0,1,2,,0,0,995,1,0,0,995,0,995,0,995,0
22048573,2204857301,0,995,995,995,995,995,995,1,100,21,1,0,995,0,995,0,995,2,2,995,3,1,,0,995,1,1,995,995,0,1,1,0,995,0,0,995,995,0,995,995,995,5,0,0,1,2,,0,0,995,1,0,0,995,0,995,0,995,0
22051929,2205192901,0,995,995,995,995,995,0,1,105,2,0,0,995,0,1,1,995,1,3,995,3,1,,0,995,1,1,995,995,0,1,2,0,995,0,0,1,3,0,995,995,995,5,0,0,1,2,36061.0,0,0,995,1,0,0,995,0,995,0,995,0
22064662,2206466201,0,995,995,995,995,995,995,1,105,29,995,0,995,0,1,995,995,5,3,995,3,1,,1,995,1,0,995,995,0,1,996,0,995,0,1,995,4,0,995,995,995,2,0,0,1,2,36061.0,0,0,995,2,0,0,995,0,995,0,995,995
22005258,2200525801,0,995,995,995,995,995,0,995,995,30,995,0,995,0,995,995,995,995,3,995,3,1,,0,995,0,0,995,995,0,0,995,0,995,0,0,1,995,0,995,995,995,7,0,0,3,2,,0,1,995,1,0,0,995,0,995,0,995,995
22041049,2204104901,0,995,995,995,995,995,995,1,102,38,0,0,23,0,1,0,995,1,3,995,3,1,,0,995,0,1,995,995,0,0,1,0,995,0,0,995,4,0,995,995,995,5,0,0,1,2,36061.0,0,0,995,2,0,0,995,0,995,0,995,0
22021190,2202119001,0,995,995,995,995,995,1,995,995,3,995,0,995,1,995,995,995,995,3,995,3,1,,0,995,1,0,995,995,0,1,995,0,995,0,1,1,995,0,995,995,995,3,0,0,3,2,,0,1,995,1,0,0,995,0,995,0,995,995
22022886,2202288601,0,995,995,995,995,995,995,1,100,23,1,0,995,0,1,0,995,1,3,995,1,1,,0,995,0,0,997,995,0,0,1,0,995,0,0,995,1,1,995,995,995,999,1,0,1,0,36005.0,0,0,995,1,0,0,995,0,995,0,996,0
22057860,2205786001,0,995,995,995,995,995,995,995,995,5,0,0,995,0,995,0,995,995,2,995,3,1,,0,995,1,0,995,995,0,0,995,0,995,0,0,995,995,0,995,995,995,3,0,1,1,2,,0,1,995,1,0,0,995,0,995,0,995,0
22015459,2201545901,0,995,995,2,0,1,995,995,995,40,995,1,995,995,995,995,995,995,2,995,1,1,,0,995,0,0,11,0,0,1,995,0,0,995,995,995,995,0,0,0,995,999,1,0,1,0,,0,0,995,1,0,0,995,0,995,0,2,995
22044375,2204437501,0,0,0,995,995,0,995,2,105,2,0,0,995,995,1,0,995,5,3,4,3,1,,0,0,1,1,995,995,0,1,3,0,0,995,995,995,4,0,1,1,0,5,0,0,1,2,36061.0,0,0,995,2,0,0,1,0,995,0,995,0
22030549,2203054901,0,1,0,995,0,0,995,1,105,34,1,0,995,995,1,0,995,5,3,995,3,1,,0,0,1,1,995,0,0,1,3,0,0,995,995,995,4,0,0,1,1,5,0,0,1,2,36061.0,0,0,995,1,0,0,0,0,995,0,995,1
22041257,2204125701,0,995,995,995,995,995,995,1,100,17,995,0,995,0,1,995,995,1,3,995,3,1,,0,995,0,0,995,995,1,0,1,0,995,0,0,995,2,0,995,995,995,4,0,0,1,2,36005.0,0,0,995,1,0,0,995,0,995,0,995,995
22050417,2205041701,0,1,0,995,995,0,995,1,105,49,0,0,995,995,1,0,995,5,2,1,3,1,,0,0,1,1,995,995,0,1,3,0,0,995,995,995,4,0,0,1,0,5,0,0,1,2,36061.0,0,0,995,2,0,0,0,0,995,0,995,0
22023698,2202369801,0,995,995,995,995,995,995,1,995,19,995,0,995,0,995,995,995,3,3,995,3,1,,0,995,1,0,995,995,0,0,995,0,995,0,1,995,995,0,995,995,995,3,0,0,1,2,,0,1,995,1,0,0,995,0,995,0,995,995
22060138,2206013801,0,995,995,995,0,0,995,1,105,31,0,0,995,995,1,0,995,1,3,995,3,1,,0,995,0,0,995,0,0,1,1,0,0,995,995,995,4,1,1,1,995,999,1,0,1,2,36061.0,0,0,995,2,0,0,995,0,995,0,995,1
22052208,2205220801,0,995,995,995,995,995,995,1,102,49,0,0,23,0,1,0,995,1,2,995,3,1,,0,995,0,0,995,995,0,1,1,0,995,1,1,995,8,0,995,995,995,999,1,0,1,2,36047.0,0,0,995,1,0,0,995,0,995,0,995,0
22053871,2205387101,0,995,995,995,995,995,0,1,995,6,995,0,995,0,995,995,995,3,4,995,3,1,,0,995,1,1,995,995,0,0,995,0,995,0,0,1,995,0,995,995,995,5,0,0,1,2,,0,0,995,1,0,0,995,0,995,0,995,995
22008031,2200803101,0,995,995,995,995,995,995,1,105,44,0,0,995,1,1,0,995,1,3,995,3,1,,0,995,0,0,995,995,0,1,1,0,995,1,0,995,4,0,995,995,995,3,0,0,1,2,36061.0,0,1,995,1,0,0,995,0,995,0,995,0
22036308,2203630801,0,995,995,995,995,995,995,2,100,35,995,0,995,1,1,995,995,5,3,995,3,1,,0,995,0,0,995,995,0,1,1,0,995,0,0,995,2,0,995,995,995,999,1,0,1,2,36005.0,0,0,995,1,0,0,995,0,995,0,995,995
22045750,2204575001,0,995,995,995,995,995,995,1,105,45,0,0,995,0,1,0,995,5,3,995,3,1,,0,995,1,1,995,995,0,1,4,0,995,0,1,995,8,0,995,995,995,5,0,0,1,2,36047.0,0,0,995,2,0,0,995,0,995,0,995,0
22046794,2204679401,0,995,995,995,995,0,995,1,103,41,0,0,995,995,1,0,995,5,2,1,3,1,,0,995,1,1,995,995,0,1,2,0,1,995,995,995,4,0,1,0,995,5,0,0,1,2,36061.0,0,0,995,1,0,0,995,0,995,0,995,0
