hh_id,no_freq_bike_nyc_other,school_mode_rail,school_bike_park,home_park_cost,no_bike_share_2,citi_bike_alt_mode,harassment_change_3,bike_purp_2,disability_follow_1,vehicle,kid_mode_scooter,kid_egress,work_mode_bike,no_bike_share_997,race_2,work_mode,second_home,harassment_change_10,person_weight,school_mode_taxi,kid_mode,kid_accompany,person_num,no_bike_nyc_997,share_4,share_3,school_mode_scooter,home_park_1,harassment_change_996,no_bike_share_4,second_home_county,kid_mode_ferry,harassment_change_8,home_park_2,worker,kid_mode_auto,harassment_change_1,kid_mode_bike,no_bike_nyc_1,school_mode_bus,no_bike_share_6,work_park_amount,micromobility_devices_83,share_6,disability_follow_996,work_mode_auto,share_2,school_mode_bike,no_bike_share_5,second_home_freq,share_996,school_mode,no_bike_nyc_2,home_park_3,school_mode_ferry,kid_access,school_in_region,commute_freq,disability,harassment_change_997,kid_mode_bus,harassment_change_4,bike_purp_5,work_park_pay,kid_mode_taxi,no_bike_share_7,work_mode_own,micromobility_devices_996,no_bike_nyc_6
22051324,995,995,995,3,995,100,0,0,995,6,995,995,995,995,0,105,0,0,877.7154719,995,995,995,1,995,0,1,995,0,1,995,,995,0,1,1,995,0,995,995,995,995,,0,1,995,995,0,995,995,995,0,995,995,0,995,995,995,3,0,0,995,0,0,995,995,995,995,0,995
22049883,995,58,995,995,995,1,995,0,995,995,995,995,995,995,0,995,0,995,284.554432,995,995,995,1,995,0,1,995,995,995,995,,995,995,995,0,995,995,995,995,995,995,,0,0,995,995,0,995,995,995,0,105,995,995,995,995,0,995,0,995,995,995,0,995,995,995,995,1,995
22026439,995,995,995,995,0,995,995,0,995,6,995,995,995,0,0,995,0,995,360.2779484,995,995,995,1,995,0,0,995,1,995,1,,995,995,0,1,995,995,995,995,995,0,,0,0,995,995,0,995,0,995,1,995,995,1,995,995,995,995,0,995,995,995,0,995,995,0,995,1,995
22031598,995,995,995,3,995,995,0,995,995,6,995,995,995,995,0,995,0,0,418.532231,995,995,995,1,0,0,0,995,0,0,995,,995,0,1,1,995,0,995,1,995,995,,0,0,995,995,0,995,995,995,0,995,0,0,995,995,995,995,0,0,995,1,995,995,995,995,995,1,0
22052503,995,995,995,995,995,105,0,0,995,995,995,995,995,995,0,105,0,0,4868.685427,995,995,995,1,995,0,1,995,995,0,995,,995,0,995,1,995,1,995,995,995,995,,0,0,995,995,1,995,995,995,0,995,995,995,995,995,995,3,0,0,995,0,0,995,995,995,995,1,995
22057062,995,995,995,995,995,995,0,995,0,995,995,995,995,995,0,995,0,0,1746.015884,995,995,995,1,0,0,0,995,995,0,995,,995,0,995,0,995,1,995,0,995,995,,0,0,0,995,0,995,995,995,1,995,0,995,995,995,995,995,1,0,995,0,995,995,995,995,995,1,0
22048770,995,995,995,995,995,1,0,0,995,995,995,995,995,995,0,105,0,0,677.2149801,995,995,995,1,995,0,1,995,995,1,995,,995,0,995,1,995,0,995,995,995,995,,1,0,995,995,0,995,995,995,0,995,995,995,995,995,995,2,0,0,995,0,0,995,995,995,995,0,995
22018199,995,995,995,995,0,995,1,0,995,995,995,995,995,0,0,995,0,0,361.9009093,995,995,995,1,995,0,0,995,995,0,0,,995,1,995,0,995,1,995,995,995,1,,0,0,995,995,0,995,0,995,1,995,995,995,995,995,995,995,0,0,995,1,0,995,995,0,995,1,995
22061707,995,995,995,995,0,995,995,0,995,7,995,995,995,1,0,100,1,995,5381.226909,995,995,995,1,995,0,0,995,0,995,0,36061.0,995,995,0,1,995,995,995,995,995,0,12.0,0,0,995,995,0,995,0,2,1,995,995,1,995,995,995,3,0,995,995,995,0,5,995,0,7,1,995
22024673,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,0,995,6387.936214,995,995,995,1,0,0,0,995,995,995,995,,995,995,995,0,995,995,995,0,995,995,,0,0,995,995,0,995,995,995,1,995,0,995,995,995,995,995,999,995,995,995,995,995,995,995,995,1,0
22025325,995,995,995,995,995,995,1,995,995,995,995,995,995,995,0,105,0,1,177.4440306,995,995,995,1,0,0,0,995,995,0,995,,995,0,995,1,995,1,995,0,995,995,,0,0,995,995,0,995,995,995,0,995,0,995,995,995,995,1,0,0,995,1,995,995,995,995,995,1,0
22064500,995,995,995,995,1,995,1,0,995,6,995,995,995,1,0,100,0,0,5204.129518,995,995,995,1,995,0,0,995,0,0,1,,995,0,0,1,995,1,995,995,995,0,,0,0,995,995,0,995,0,995,1,995,995,1,995,995,995,1,999,0,995,1,0,2,995,0,6,0,995
22040744,995,995,995,995,995,995,0,995,995,6,995,995,995,995,0,995,0,1,326.6696761,995,995,995,1,0,0,0,995,0,0,995,,995,0,0,0,995,1,995,0,995,995,,0,0,995,995,1,995,995,995,0,995,0,1,995,995,995,995,0,0,995,1,995,995,995,995,995,1,1
22022915,995,995,995,998,995,1,1,1,995,7,995,995,995,995,0,105,0,1,8734.20811,995,995,995,1,995,0,1,995,1,0,995,,995,1,0,1,995,1,995,995,995,995,,0,0,995,995,0,995,995,995,0,995,995,0,995,995,995,3,999,0,995,1,0,995,995,995,995,1,995
22027829,995,995,995,995,995,995,1,995,995,6,995,995,995,995,0,101,0,0,7626.036979,995,995,995,1,0,0,0,995,1,0,995,,995,0,0,1,995,0,995,1,995,995,,0,0,995,33,0,995,995,995,0,995,0,0,995,995,995,1,0,0,995,0,995,998,995,995,995,1,0
22039279,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,0,995,993.9555393,995,995,995,1,0,0,0,995,995,995,995,,995,995,995,0,995,995,995,1,995,995,,0,0,995,995,0,995,995,995,1,995,0,995,995,995,995,995,0,995,995,995,995,995,995,995,995,1,0
22016602,995,995,995,995,995,995,995,995,995,6,995,995,995,995,0,995,0,995,335.6635241,995,995,995,1,0,0,0,995,0,995,995,,995,995,0,0,995,995,995,0,995,995,,0,0,995,995,0,995,995,995,1,995,0,1,995,995,995,995,0,995,995,995,995,995,995,995,995,1,0
22051391,995,995,995,995,0,105,0,0,995,7,995,995,995,1,0,1,1,0,873.1283021,995,995,995,1,995,0,0,995,0,0,0,,995,0,0,1,995,0,995,995,995,0,,0,0,995,995,0,995,0,2,0,995,995,1,995,995,995,3,0,0,995,0,0,995,995,0,995,0,995
22054935,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,105,0,995,1216.122555,995,995,995,1,0,0,0,995,995,995,995,,995,995,995,1,995,995,995,0,995,995,,0,0,995,995,0,995,995,995,0,995,0,995,995,995,995,1,0,995,995,995,995,995,995,995,995,1,0
22018365,995,995,995,995,0,995,995,0,995,6,995,995,995,0,0,100,0,995,3199.134559,995,995,995,1,995,0,0,995,0,995,1,,995,995,1,1,995,995,995,995,995,0,,0,0,995,995,0,995,0,995,0,995,995,0,995,995,995,1,0,995,995,995,0,1,995,0,6,1,995
22063228,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,0,995,8496.758688,995,995,995,1,0,0,0,995,995,995,995,,995,995,995,0,995,995,995,1,995,995,,0,0,995,995,0,995,995,995,0,995,1,995,995,995,995,995,0,995,995,995,995,995,995,995,995,1,0
22049725,995,995,995,995,995,995,0,995,995,995,995,995,995,995,0,105,0,0,1269.190287,995,995,995,1,0,0,0,995,995,0,995,,995,0,995,1,995,0,995,1,995,995,,0,0,995,995,0,995,995,995,0,995,0,995,995,995,995,3,0,0,995,0,995,995,995,995,995,1,0
22048781,995,995,995,995,995,995,1,995,995,6,995,995,995,995,0,995,0,0,4503.462732,995,995,995,1,1,0,0,995,0,0,995,,995,0,0,0,995,0,995,1,995,995,,0,0,995,995,1,995,995,995,0,995,0,1,995,995,995,995,0,0,995,0,995,995,995,995,995,1,0
22042675,995,995,995,995,995,995,0,995,995,995,995,995,995,995,0,995,0,1,180.6951951,995,995,995,1,0,0,0,995,995,0,995,,995,0,995,0,995,0,995,0,995,995,,0,0,995,995,0,995,995,995,1,995,0,995,995,995,995,995,0,0,995,0,995,995,995,995,995,1,0
22034176,995,995,995,3,995,995,995,995,995,6,995,995,995,995,0,995,0,995,198.9034902,995,995,995,1,1,0,0,995,0,995,995,,995,995,1,1,995,995,995,0,995,995,,0,0,995,995,0,995,995,995,0,995,0,0,995,995,995,995,0,995,995,995,995,995,995,995,995,1,0
22047800,995,995,995,995,0,105,995,0,995,6,995,995,995,0,0,995,0,995,6849.729704,995,995,995,1,995,0,0,995,0,995,0,,995,995,0,1,995,995,995,995,995,1,,0,0,995,995,0,995,0,995,0,995,995,1,995,995,995,995,0,995,995,995,0,995,995,0,995,1,995
22018582,995,995,995,995,995,996,1,0,995,995,995,995,995,995,0,995,0,0,3435.037962,995,995,995,1,995,0,0,995,995,0,995,,995,0,995,0,995,0,995,995,995,995,,0,0,995,995,0,995,995,995,0,995,995,995,995,995,995,995,0,0,995,1,0,995,995,995,995,1,995
22019806,995,995,995,995,995,995,995,995,995,6,995,995,995,995,0,995,0,995,1367.916193,995,995,995,1,0,0,0,995,1,995,995,,995,995,0,0,995,995,995,1,995,995,,0,0,995,995,0,995,995,995,1,995,0,0,995,995,995,995,0,995,995,995,995,995,995,995,995,1,0
22039951,995,995,995,995,995,995,995,995,995,6,995,995,995,995,0,100,0,995,3434.796269,995,995,995,1,0,0,0,995,0,995,995,,995,995,0,1,995,995,995,1,995,995,,0,0,995,995,0,995,995,995,1,995,1,1,995,995,995,1,0,995,995,995,995,2,995,995,6,1,0
22056425,995,30,995,995,995,106,1,0,995,995,995,995,995,995,0,995,1,1,1878.587228,995,995,995,1,995,0,1,995,995,0,995,36081.0,995,0,995,0,995,0,995,995,995,995,,0,0,995,995,0,995,995,1,0,105,995,995,995,995,1,995,0,0,995,0,0,995,995,995,995,1,995
22039610,995,995,995,995,995,995,995,995,995,6,995,995,995,995,0,995,0,995,180.7239034,995,995,995,1,0,0,0,995,0,995,995,,995,995,1,0,995,995,995,1,995,995,,0,0,995,995,0,995,995,995,0,995,0,0,995,995,995,995,0,995,995,995,995,995,995,995,995,1,0
22066132,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,102,0,995,2792.724576,995,995,995,1,1,0,0,995,995,995,995,,995,995,995,1,995,995,995,0,995,995,,0,0,995,995,0,995,995,995,0,995,0,995,995,995,995,2,0,995,995,995,995,995,995,995,995,1,0
22027356,995,995,995,3,995,995,0,995,995,6,995,995,995,995,0,102,0,0,198.9162853,995,995,995,1,0,0,0,995,0,1,995,,995,0,1,1,995,0,995,1,995,995,,0,0,995,995,0,995,995,995,0,995,0,0,995,995,1,2,0,0,995,0,995,995,995,995,995,1,0
22025847,995,995,995,995,995,995,995,995,995,6,995,995,995,995,0,100,0,995,198.9042615,995,995,995,1,0,0,0,995,1,995,995,,995,995,0,1,995,995,995,1,995,995,2.2,0,0,995,995,0,995,995,995,1,995,0,0,995,995,995,1,0,995,995,995,995,5,995,995,6,1,0
22054556,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,0,995,10259.92354,995,995,995,1,995,0,0,995,995,995,995,,995,995,995,0,995,995,995,995,23,995,,995,0,995,995,0,995,995,995,1,102,995,995,995,995,1,995,995,995,995,995,995,995,995,995,995,995,995
22044587,995,995,995,995,995,995,0,995,995,995,995,995,995,995,0,995,0,0,520.3013735,995,995,995,1,0,0,0,995,995,0,995,,995,0,995,0,995,0,995,1,995,995,,0,0,995,995,0,995,995,995,0,995,1,995,995,995,995,995,0,0,995,0,995,995,995,995,995,1,0
22031888,995,995,995,995,995,995,0,995,995,995,995,995,995,995,0,105,1,0,8089.626397,995,995,995,1,0,0,0,995,995,0,995,36047.0,995,0,995,1,995,1,995,1,995,995,,0,0,995,995,0,995,995,7,0,995,0,995,995,995,995,3,0,0,995,0,995,995,995,995,995,1,0
22037687,995,995,995,995,995,995,0,995,995,995,995,995,995,995,0,104,0,1,3698.344691,995,995,995,1,0,0,0,995,995,0,995,,995,0,995,1,995,0,995,1,23,995,,0,0,995,995,1,995,995,995,0,102,0,995,995,995,1,2,0,1,995,1,995,995,995,995,995,0,0
22003642,995,995,995,995,0,1,0,0,995,995,995,995,995,1,0,102,1,0,431.4932515,995,995,995,1,995,0,1,995,995,0,0,36001.0,995,0,995,1,995,1,995,995,995,0,,0,0,995,995,0,995,0,7,0,995,995,995,995,995,995,1,0,0,995,0,0,995,995,0,995,1,995
22060065,995,995,995,995,995,995,1,995,995,6,995,995,995,995,0,105,0,1,1371.386935,995,995,995,1,0,0,0,995,0,0,995,,995,0,0,1,995,1,995,1,995,995,,0,0,995,995,0,995,995,995,1,995,0,1,995,995,995,1,0,0,995,1,995,995,995,995,995,1,0
22015183,995,995,995,995,995,995,995,995,995,6,995,995,995,995,0,100,0,995,176.9562222,995,995,995,1,0,0,0,995,0,995,995,,995,995,0,1,995,995,995,0,995,995,,0,0,995,995,0,995,995,995,0,995,0,1,995,995,1,1,999,995,995,995,995,1,995,995,6,1,0
22056412,995,995,995,995,995,995,995,995,995,7,995,995,995,995,0,105,0,995,5978.130854,995,995,995,1,0,0,0,995,0,995,995,,995,995,0,1,995,995,995,0,995,995,,0,0,995,995,0,995,995,995,1,995,0,1,995,995,995,3,0,995,995,995,995,995,995,995,995,1,0
22032128,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,0,995,221.8311909,995,995,995,1,1,0,0,995,995,995,995,,995,995,995,1,995,995,995,0,995,995,,0,0,995,995,0,995,995,995,0,995,0,995,995,995,995,995,0,995,995,995,995,995,995,995,995,1,0
22037557,995,995,995,3,995,995,995,995,995,6,995,995,995,995,0,995,0,995,1157.384724,995,995,995,1,0,0,0,995,0,995,995,,995,995,1,0,995,995,995,0,995,995,,0,0,995,995,0,995,995,995,1,995,0,0,995,995,995,995,0,995,995,995,995,995,995,995,995,1,0
22058615,995,995,995,995,995,995,995,995,0,995,995,995,995,995,0,995,0,995,884.3529495,995,995,995,1,0,0,0,995,995,995,995,,995,995,995,0,995,995,995,0,995,995,,0,0,0,995,0,995,995,995,1,995,0,995,995,995,995,995,1,995,995,995,995,995,995,995,995,1,0
22052947,995,995,995,995,995,995,995,995,995,6,995,995,995,995,0,995,1,995,3307.912792,995,995,995,1,0,0,0,995,0,995,995,,995,995,0,0,995,995,995,0,995,995,,0,0,995,995,0,995,995,2,1,995,0,1,995,995,995,995,0,995,995,995,995,995,995,995,995,1,0
22027127,995,995,995,995,0,995,0,0,995,995,995,995,995,1,0,995,0,1,201.2144542,995,995,995,1,995,0,0,995,995,0,0,,995,0,995,0,995,0,995,995,995,0,,0,0,995,995,0,995,0,995,0,995,995,995,995,995,995,995,0,0,995,0,0,995,995,0,995,1,995
22006063,995,995,995,995,995,995,995,995,0,995,995,995,995,995,0,995,0,995,176.9242341,995,995,995,1,1,0,0,995,995,995,995,,995,995,995,0,995,995,995,0,995,995,,0,0,0,995,0,995,995,995,1,995,0,995,995,995,995,995,1,995,995,995,995,995,995,995,995,1,0
22003430,995,995,995,995,995,995,0,995,995,995,995,995,995,995,0,105,0,1,203.2145554,995,995,995,1,0,0,0,995,995,0,995,,995,0,995,1,995,0,995,0,995,995,,0,0,995,995,0,995,995,995,0,995,0,995,995,995,995,1,0,0,995,0,995,995,995,995,995,1,0
22057003,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,0,995,5502.723821,995,995,995,1,0,0,0,995,995,995,995,,995,995,995,0,995,995,995,1,995,995,,0,0,995,995,0,995,995,995,0,995,1,995,995,995,995,995,0,995,995,995,995,995,995,995,995,1,0
22040715,995,995,995,3,995,995,0,995,995,6,995,995,995,995,0,995,0,0,209.2289697,995,995,995,1,0,0,0,995,1,0,995,,995,0,0,0,995,1,995,1,995,995,,0,0,995,995,0,995,995,995,1,995,0,0,995,995,995,995,0,0,995,1,995,995,995,995,995,1,0
22052970,995,995,995,995,995,995,995,995,995,6,995,995,995,995,0,995,0,995,253.5995595,995,995,995,1,995,0,0,995,0,995,995,,995,995,0,0,995,995,995,995,995,995,,995,0,995,995,0,995,995,995,0,995,995,1,995,995,995,995,0,995,995,995,995,995,995,995,995,995,995
22003785,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,102,0,995,557.5765113,995,995,995,1,0,0,0,995,995,995,995,,995,995,995,1,995,995,995,0,995,995,,0,0,995,995,0,995,995,995,0,995,0,995,995,995,1,1,0,995,995,995,995,995,995,995,995,1,0
22013453,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,0,995,499.1622389,995,995,995,1,0,0,0,995,995,995,995,,995,995,995,0,995,995,995,0,995,995,,0,0,995,995,0,995,995,995,1,995,1,995,995,995,995,995,0,995,995,995,995,995,995,995,995,1,0
22001223,995,995,995,995,995,995,0,995,995,995,995,995,995,995,0,995,0,0,203.270437,995,995,995,1,0,0,0,995,995,0,995,,995,0,995,0,995,0,995,0,995,995,,0,0,995,995,0,995,995,995,0,995,0,995,995,995,995,995,0,0,995,0,995,995,995,995,995,1,0
22044720,995,995,995,995,995,1,0,1,995,995,995,995,201,995,0,103,0,0,208.313522,995,995,995,1,995,0,1,995,995,0,995,,995,0,995,1,995,0,995,995,995,995,,0,0,995,995,0,995,995,995,0,995,995,995,995,995,995,1,0,0,995,1,0,995,995,995,995,1,995
22049504,995,995,995,995,0,996,995,0,995,995,995,995,995,0,0,1,0,995,598.0076175,995,995,995,1,995,0,0,995,995,995,1,,995,995,995,1,995,995,995,995,995,0,,0,0,995,995,0,995,0,995,0,995,995,995,995,995,995,5,0,995,995,995,0,995,995,0,995,1,995
22044925,995,995,995,995,995,1,1,1,995,995,995,995,995,995,0,105,0,1,1021.999012,995,995,995,1,995,0,1,995,995,0,995,,995,0,995,1,995,1,995,995,995,995,,0,0,995,995,1,995,995,995,0,995,995,995,995,995,995,2,0,0,995,1,0,995,995,995,995,1,995
22046520,995,995,995,995,0,103,995,0,995,6,995,995,995,0,0,1,0,995,6834.077647,995,995,995,1,995,0,0,995,1,995,1,,995,995,0,1,995,995,995,995,995,0,,0,0,995,995,0,995,0,995,0,995,995,0,995,995,995,2,0,995,995,995,0,995,995,0,995,1,995
22062870,995,995,995,995,995,995,1,995,995,995,995,995,995,995,0,105,1,0,844.431483,995,995,995,1,0,0,0,995,995,0,995,36047.0,995,0,995,1,995,1,995,1,995,995,,0,0,995,995,0,995,995,2,0,995,0,995,995,995,995,3,0,0,995,0,995,995,995,995,995,1,0
22052689,995,995,995,995,995,100,995,0,995,6,995,995,995,995,0,105,0,995,829.8394112,995,995,995,1,995,0,1,995,0,995,995,,995,995,0,1,995,995,995,995,995,995,,1,0,995,995,0,995,995,995,0,995,995,1,995,995,995,2,0,995,995,995,0,995,995,995,995,0,995
22053697,995,995,995,995,995,995,0,995,995,995,995,995,995,995,0,995,0,0,1870.876395,995,995,995,1,0,0,0,995,995,0,995,,995,0,995,1,995,0,995,1,995,995,,0,0,995,995,0,995,995,995,1,995,0,995,995,995,995,995,0,0,995,1,995,995,995,995,995,1,0
22004046,995,995,995,995,995,995,0,995,995,995,995,995,995,995,0,105,0,0,203.8477589,995,995,995,1,0,0,0,995,995,0,995,,995,0,995,1,995,0,995,1,995,995,,0,0,995,995,0,995,995,995,0,995,1,995,995,995,995,1,0,0,995,0,995,995,995,995,995,1,0
22012372,995,995,995,995,0,102,995,0,995,995,995,995,995,1,0,102,0,995,176.5755763,995,995,995,1,995,0,0,995,995,995,0,,995,995,995,1,995,995,995,995,995,0,,0,0,995,995,0,995,0,995,0,995,995,995,995,995,995,1,0,995,995,995,0,995,995,0,995,1,995
22003665,995,995,995,995,995,995,995,995,995,997,995,995,995,995,0,100,1,995,203.7170131,995,995,995,1,1,0,0,995,0,995,995,36047.0,995,995,0,1,995,995,995,0,995,995,,0,0,995,995,0,995,995,2,1,995,0,1,995,995,995,2,0,995,995,995,995,2,995,995,6,1,0
22045598,995,995,995,995,0,103,995,1,995,6,995,995,995,0,0,995,0,995,749.7157042,995,995,995,1,995,0,0,995,0,995,1,,995,995,0,1,995,995,995,995,995,0,,0,0,995,995,0,995,0,995,0,995,995,1,995,995,995,995,0,995,995,995,1,995,995,0,995,1,995
22051681,995,995,995,995,995,995,995,995,995,6,995,995,995,995,0,995,0,995,3895.903165,995,995,995,1,0,0,0,995,0,995,995,,995,995,0,0,995,995,995,0,995,995,,0,0,995,995,0,995,995,995,1,995,0,1,995,995,995,995,0,995,995,995,995,995,995,995,995,1,0
22050341,995,995,995,995,995,102,995,0,995,6,995,995,995,995,0,105,0,995,1721.043245,995,995,995,1,995,0,1,995,1,995,995,,995,995,0,1,995,995,995,995,995,995,,0,0,995,995,0,995,995,995,0,995,995,0,995,995,995,3,0,995,995,995,0,995,995,995,995,1,995
22053107,995,30,995,995,995,995,995,995,995,995,995,995,995,995,0,995,0,995,497.250053,995,995,995,1,0,0,0,995,995,995,995,,995,995,995,0,995,995,995,0,995,995,,0,0,995,995,0,995,995,995,0,105,1,995,995,995,1,995,0,995,995,995,995,995,995,995,995,1,0
22065930,995,995,995,995,995,995,0,995,995,995,995,995,995,995,0,1,0,0,453.5049587,995,995,995,1,0,0,0,995,995,0,995,,995,0,995,1,995,0,995,0,995,995,,0,0,995,995,0,995,995,995,1,995,0,995,995,995,995,1,0,0,995,1,995,995,995,995,995,1,0
22031393,995,995,995,3,995,995,0,995,995,7,995,995,995,995,0,100,0,0,818.9671738,995,995,995,1,0,0,1,995,0,0,995,,995,0,1,1,995,0,995,0,995,995,,0,1,995,995,1,995,995,995,0,995,0,0,995,995,995,1,0,0,995,0,995,1,995,995,7,0,1
22046570,995,995,995,3,995,105,1,1,995,6,995,995,995,995,0,105,0,0,730.7675618,995,995,995,1,995,0,1,995,0,0,995,,995,1,1,1,995,0,995,995,995,995,,0,0,995,995,0,995,995,995,0,995,995,0,995,995,995,3,0,0,995,0,0,995,995,995,995,1,995
22012526,995,995,995,995,995,995,0,995,0,995,995,995,995,995,0,995,0,1,177.3318217,995,995,995,1,0,0,0,995,995,0,995,,995,0,995,0,995,1,995,0,995,995,,0,0,0,995,0,995,995,995,1,995,0,995,995,995,995,995,1,0,995,0,995,995,995,995,995,1,0
22028000,995,995,995,995,995,995,0,995,995,6,995,995,995,995,0,102,0,0,213.0203543,995,995,995,1,0,0,0,995,0,0,995,,995,0,0,1,995,0,995,1,995,995,,0,0,995,995,0,995,995,995,0,995,0,1,995,995,995,3,0,0,995,1,995,995,995,995,995,1,0
22030354,995,995,995,995,995,995,995,995,995,6,995,995,995,995,0,100,0,995,198.8913235,995,995,995,1,0,0,0,995,0,995,995,,995,995,1,1,995,995,995,0,995,995,,1,0,995,995,0,995,995,995,1,995,0,1,995,995,995,1,0,995,995,995,995,1,995,995,6,0,0
22061842,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,0,995,2449.079633,995,995,995,1,1,0,0,995,995,995,995,,995,995,995,1,995,995,995,0,995,995,,0,0,995,995,0,995,995,995,0,995,0,995,995,995,995,995,0,995,995,995,995,995,995,995,995,1,0
22066479,995,995,995,995,995,1,995,0,995,995,995,995,995,995,0,105,0,995,2988.956107,995,995,995,1,995,0,0,995,995,995,995,,995,995,995,1,995,995,995,995,995,995,,0,0,995,995,0,995,995,995,0,995,995,995,995,995,995,5,0,995,995,995,0,995,995,995,995,1,995
22052951,995,995,995,995,995,105,995,1,995,6,995,995,995,995,0,100,0,995,447.366155,995,995,995,1,995,0,1,995,0,995,995,,995,995,0,1,995,995,995,995,995,995,61.0,0,0,995,995,0,995,995,995,0,995,995,1,995,995,995,1,0,995,995,995,0,4,995,995,6,1,995
22043778,995,995,995,3,995,995,0,995,995,6,995,995,995,995,0,100,0,0,2462.902623,995,995,995,1,0,0,0,995,1,0,995,,995,0,0,1,995,1,995,1,995,995,,0,0,995,995,0,995,995,995,0,995,0,0,995,995,995,1,0,0,995,1,995,1,995,995,6,1,0
22052845,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,105,0,995,6861.003033,995,995,995,1,995,0,0,995,995,995,995,,995,995,995,1,995,995,995,995,995,995,,995,0,995,995,0,995,995,995,0,995,995,995,995,995,995,4,995,995,995,995,995,995,995,995,995,995,995
22066201,995,995,995,995,995,995,995,995,995,6,995,995,995,995,0,100,0,995,236.8380464,995,995,995,1,995,0,0,995,1,995,995,,995,995,0,1,995,995,995,995,995,995,,995,0,995,995,0,995,995,995,0,995,995,0,995,995,995,1,995,995,995,995,995,5,995,995,6,995,995
22048120,995,995,995,995,995,106,1,0,995,6,995,995,995,995,0,995,0,0,2309.041632,995,995,995,1,995,0,1,995,0,0,995,,995,0,0,1,995,0,995,995,995,995,,0,0,995,995,0,995,995,995,0,995,995,1,995,995,995,996,0,0,995,1,0,995,995,995,995,1,995
22058888,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,0,995,12859.67869,995,995,995,1,0,0,0,995,995,995,995,,995,995,995,0,995,995,995,0,995,995,,0,0,995,995,0,995,995,995,0,995,0,995,995,995,995,995,999,995,995,995,995,995,995,995,995,1,0
22061979,995,995,995,995,0,995,995,0,995,7,995,995,995,1,0,995,0,995,1570.359568,995,995,995,1,995,0,0,995,1,995,0,,995,995,0,1,995,995,995,995,995,0,,0,0,995,995,0,995,0,995,0,995,995,0,995,995,995,995,0,995,995,995,0,995,995,0,995,1,995
22064690,995,995,995,3,0,995,995,0,995,6,995,995,995,0,0,995,0,995,2024.932476,995,995,995,1,995,0,0,995,0,995,1,,995,995,1,0,995,995,995,995,995,0,,0,0,995,995,0,995,0,995,0,995,995,0,995,995,995,995,0,995,995,995,0,995,995,0,995,1,995
22009203,995,995,995,995,995,995,0,995,995,996,995,995,995,995,0,1,0,0,8779.962028,995,995,995,1,0,0,0,995,0,0,995,,995,0,0,1,995,1,995,1,995,995,,0,0,995,995,0,995,995,995,0,995,0,1,995,995,995,1,999,0,995,0,995,995,995,995,995,1,0
22053705,995,995,995,3,995,105,995,0,995,6,995,995,995,995,0,105,0,995,1444.962828,995,995,995,1,995,0,0,995,0,995,995,,995,995,1,1,995,995,995,995,995,995,,0,0,995,995,1,995,995,995,0,995,995,0,995,995,995,3,0,995,995,995,0,995,995,995,995,1,995
22050346,995,995,995,995,0,995,0,0,995,995,995,995,2,1,0,103,0,0,250.4787647,995,995,995,1,995,0,0,995,995,0,1,,995,0,995,1,995,0,995,995,995,0,,0,0,995,995,0,995,0,995,0,995,995,995,995,995,995,3,0,0,995,1,0,995,995,0,995,1,995
22039025,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,105,0,995,198.8821308,995,995,995,1,0,0,0,995,995,995,995,,995,995,995,1,995,995,995,0,995,995,,0,0,995,995,0,995,995,995,0,1,0,995,995,995,1,1,0,995,995,995,995,995,995,995,995,1,0
22064441,995,995,995,3,0,1,995,0,995,6,995,995,995,0,0,101,0,995,806.2580686,995,995,995,1,995,0,0,995,0,995,0,,995,995,1,1,995,995,995,995,995,0,,0,0,995,33,0,995,0,995,0,995,995,0,995,995,995,1,0,995,995,995,0,1,995,0,995,0,995
22038843,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,0,995,7083.754024,995,995,995,1,0,0,0,995,995,995,995,,995,995,995,0,995,995,995,0,995,995,,0,0,995,995,0,995,995,995,0,995,0,995,995,995,995,995,0,995,995,995,995,995,995,995,995,1,0
22007654,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,105,0,995,177.3730236,995,995,995,1,0,0,0,995,995,995,995,,995,995,995,1,995,995,995,1,995,995,,0,0,995,995,0,995,995,995,1,995,0,995,995,995,995,1,0,995,995,995,995,995,995,995,995,1,0
22022613,995,995,995,995,0,995,995,0,995,995,995,995,995,0,0,995,0,995,177.5353118,995,995,995,1,995,0,0,995,995,995,1,,995,995,995,0,995,995,995,995,995,0,,0,0,995,995,0,995,0,995,1,995,995,995,995,995,995,995,0,995,995,995,0,995,995,0,995,1,995
