unnamed_column,q31_my_teachers_check_in,q25_in_how_many_of_your,q50_at_this_school_students,q63_if_you_are_a_student,q33_i_feel_like_i_belong,q48_i_feel_safe_in_the_1,q21_in_how_many_of_your_1,q6_at_this_school_we_have,q40_discipline_is_applied,q59_if_you_are_a_student,q46_i_feel_safe_outside_around,q7_in_general_my_teachers,q38_when_my_teachers_tell_1,q51_at_this_school_students,q8_i_feel_that_my_teachers,q9_in_general_my_teachers_1,q57_if_you_are_a_student,q9_in_general_my_teachers,q3_my_school_encourages_and_1,q7_in_general_my_teachers_1,q56_at_this_school_there_1,q48_i_feel_safe_in_the,q53_at_this_school_students,q43_in_how_many_of_your,q41_in_how_many_of_your_1,q14_during_this_school_year_1,q40_discipline_is_applied_1,q34_my_teachers_will_always_1,q19_in_how_many_of_your,q22_in_how_many_of_your_1,q47_i_feel_safe_traveling_1,q45_in_how_many_of_your_1,q28_i_m_learning_a_lot_in_1,q10_i_am_presented_with_1,q61_if_you_are_a_student,q29_my_school_expects_all,q51_at_this_school_students_1,q39_my_classes_at_this_school_1,q22_in_how_many_of_your,q56_at_this_school_there,q55_at_this_school_students_1,q1_most_students_at_this
75K396,0.05,0.08,0.88,,0.05,0.84,0.93,0.13,0.05,,0.04,0.14,1.0,0.89,0.09,0.94,0.04,0.06,0.91,0.86,0.02,0.16,0.84,0.13,0.94,0.24,0.95,0.98,0.09,0.89,0.95,0.98,0.96,0.93,,0.07,0.11,0.91,0.11,0.98,0.05,0.07
05M369,0.17,0.27,0.68,0.05,0.15,0.95,0.81,0.07,0.19,0.05,0.17,0.01,0.94,0.87,0.0,0.91,,0.09,0.96,0.99,0.12,0.05,0.79,0.63,0.52,0.71,0.81,0.95,0.25,0.64,0.81,0.87,0.88,1.0,0.15,0.01,0.13,0.89,0.36,0.88,0.24,0.15
04M680,0.17,0.16,0.61,0.17,0.1,0.94,0.81,0.24,0.07,0.19,0.12,0.03,0.9,0.84,0.0,0.8,,0.2,0.97,0.97,0.13,0.06,0.77,0.62,0.55,0.63,0.93,0.9,0.23,0.68,0.94,0.79,0.9,0.86,0.21,0.03,0.16,0.88,0.32,0.87,0.03,0.17
25Q525,0.28,0.35,0.97,0.06,0.09,0.96,0.93,0.05,0.04,0.24,0.04,0.03,0.96,0.97,0.03,0.87,,0.13,0.95,0.97,0.01,0.04,0.97,0.23,0.85,0.66,0.96,0.93,0.12,0.68,0.92,0.84,0.9,0.98,0.19,0.01,0.03,0.95,0.32,0.99,0.03,0.02
12X478,0.34,0.28,0.76,0.13,0.24,0.93,0.71,0.05,0.19,0.17,0.09,0.04,0.88,0.9,0.03,0.76,,0.24,0.84,0.96,0.06,0.07,0.82,0.52,0.58,0.77,0.81,0.81,0.35,0.55,0.89,0.77,0.77,0.9,0.15,0.06,0.1,0.75,0.45,0.94,0.17,0.14
25Q425,0.32,0.4,0.7,0.11,0.22,0.87,0.77,0.22,0.15,0.23,0.14,0.05,0.9,0.78,0.03,0.76,,0.24,0.89,0.95,0.19,0.13,0.77,0.54,0.54,0.72,0.85,0.85,0.26,0.51,0.87,0.73,0.76,0.94,0.22,0.08,0.22,0.78,0.49,0.81,0.28,0.13
07X381,0.07,0.21,1.0,0.21,0.08,0.91,0.86,0.09,0.08,0.0,0.1,0.0,1.0,1.0,0.0,0.92,,0.08,1.0,1.0,0.07,0.09,1.0,0.43,0.57,0.23,0.92,0.93,0.14,0.79,0.91,0.86,1.0,1.0,0.14,0.0,0.0,0.93,0.21,0.93,0.0,0.0
07X151,0.22,0.21,0.57,,0.24,0.81,0.76,0.22,0.16,,0.34,0.11,0.91,0.74,0.07,0.83,0.09,0.17,0.91,0.89,0.23,0.19,0.56,0.54,0.55,0.59,0.84,0.91,0.3,0.69,0.77,0.83,0.84,0.92,,0.11,0.26,0.72,0.31,0.77,0.23,0.31
02M615,0.22,0.26,0.78,0.07,0.15,0.91,0.86,0.07,0.12,0.11,0.06,0.04,0.87,0.89,0.02,0.82,,0.18,0.97,0.96,0.08,0.09,0.86,0.57,0.52,0.74,0.88,0.92,0.26,0.55,0.86,0.83,0.81,0.96,0.1,0.04,0.11,0.8,0.45,0.92,0.15,0.1
25Q185,0.29,0.23,0.76,,0.1,0.92,0.9,0.12,0.11,,0.07,0.04,0.93,0.86,0.02,0.85,0.12,0.15,0.93,0.96,0.07,0.08,0.83,0.59,0.48,0.66,0.89,0.91,0.12,0.63,0.92,0.82,0.93,0.97,,0.05,0.14,0.82,0.37,0.93,0.09,0.1
16K035,0.08,0.09,0.83,,0.15,0.97,0.96,0.06,0.09,,0.13,0.07,0.94,0.95,0.02,0.94,0.03,0.06,0.95,0.93,0.09,0.03,0.87,0.33,0.68,0.57,0.91,0.95,0.09,0.84,0.88,0.96,0.96,0.92,,0.03,0.05,0.89,0.16,0.91,0.06,0.11
84K892,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.67,0.67,0.17,1.0,1.0,0.0,0.8,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.2,1.0,0.0,0.0
08X269,0.25,0.25,0.66,0.08,0.25,0.91,0.79,0.12,0.2,0.18,0.18,0.06,0.89,0.84,0.02,0.78,0.11,0.22,0.89,0.94,0.1,0.09,0.73,0.56,0.57,0.7,0.8,0.86,0.32,0.54,0.86,0.8,0.8,0.95,0.24,0.07,0.16,0.72,0.46,0.9,0.12,0.22
10X268,0.13,0.1,0.68,0.21,0.11,0.84,0.92,0.09,0.05,0.15,0.09,0.04,0.95,0.77,0.05,0.93,,0.07,0.98,0.96,0.28,0.16,0.76,0.7,0.53,0.42,0.95,0.92,0.13,0.74,0.92,0.89,0.93,0.93,0.14,0.05,0.23,0.74,0.26,0.72,0.1,0.13
75Q277,0.08,0.13,0.9,0.06,0.11,0.9,0.86,0.13,0.05,0.1,0.07,0.08,0.92,0.92,0.06,0.94,0.13,0.06,0.92,0.92,0.04,0.1,0.87,0.47,0.73,0.54,0.95,0.9,0.21,0.77,0.9,0.81,0.96,0.92,0.35,0.05,0.08,0.84,0.23,0.96,0.03,0.06
17K246,0.13,0.13,0.67,,0.08,0.84,0.88,0.13,0.15,,0.11,0.1,0.93,0.89,0.09,0.85,0.12,0.15,0.9,0.9,0.1,0.16,0.76,0.45,0.65,0.45,0.85,0.91,0.15,0.66,0.82,0.86,0.96,0.93,,0.05,0.11,0.82,0.34,0.9,0.08,0.22
27Q226,0.28,0.28,0.57,,0.19,0.8,0.8,0.18,0.24,,0.22,0.07,0.88,0.75,0.04,0.8,0.13,0.2,0.89,0.93,0.24,0.2,0.67,0.56,0.57,0.61,0.76,0.88,0.21,0.65,0.81,0.79,0.87,0.92,,0.1,0.25,0.78,0.35,0.76,0.23,0.23
15K656,0.35,0.32,0.82,0.04,0.17,0.93,0.83,0.14,0.1,0.2,0.06,0.02,0.87,0.95,0.01,0.85,,0.15,0.93,0.98,0.04,0.07,0.86,0.47,0.69,0.73,0.9,0.91,0.21,0.48,0.89,0.73,0.84,0.96,0.18,0.04,0.05,0.84,0.52,0.96,0.16,0.11
84K406,0.16,0.18,0.69,0.0,0.27,0.95,0.84,0.09,0.19,0.04,0.16,0.07,0.85,0.86,0.02,0.81,0.13,0.19,0.92,0.93,0.13,0.05,0.76,0.36,0.73,0.65,0.81,0.87,0.35,0.72,0.88,0.91,0.88,0.97,0.23,0.08,0.14,0.92,0.28,0.87,0.08,0.26
28Q896,0.5,0.4,0.74,0.04,0.33,0.88,0.78,0.17,0.18,0.23,0.21,0.09,0.85,0.9,0.05,0.72,0.16,0.28,0.87,0.91,0.05,0.12,0.86,0.53,0.6,0.78,0.82,0.81,0.26,0.66,0.78,0.76,0.84,0.95,0.11,0.02,0.1,0.84,0.34,0.95,0.1,0.1
02M289,0.32,0.31,0.88,,0.13,0.94,0.84,0.03,0.17,,0.07,0.01,0.89,0.95,0.02,0.84,0.2,0.16,0.96,0.99,0.01,0.06,0.89,0.67,0.49,0.7,0.83,0.88,0.32,0.7,0.93,0.83,0.8,0.96,,0.1,0.05,0.78,0.3,0.99,0.01,0.05
26Q415,0.44,0.47,0.62,0.12,0.23,0.81,0.78,0.28,0.19,0.3,0.16,0.08,0.86,0.75,0.05,0.74,,0.26,0.83,0.92,0.24,0.19,0.72,0.51,0.57,0.75,0.81,0.8,0.29,0.43,0.89,0.65,0.73,0.91,0.25,0.11,0.25,0.78,0.57,0.76,0.38,0.16
23K155,0.31,0.31,0.56,,0.15,0.91,0.82,0.24,0.25,,0.19,0.11,0.92,0.8,0.07,0.82,0.08,0.18,0.87,0.89,0.16,0.09,0.61,0.59,0.47,0.67,0.75,0.9,0.16,0.53,0.81,0.83,0.9,0.9,,0.08,0.2,0.68,0.47,0.84,0.08,0.26
18K563,0.32,0.41,0.63,0.18,0.33,0.77,0.74,0.17,0.17,0.23,0.18,0.06,0.86,0.75,0.02,0.79,,0.21,0.9,0.94,0.31,0.23,0.72,0.54,0.48,0.74,0.83,0.82,0.32,0.51,0.84,0.75,0.69,0.91,0.25,0.07,0.25,0.74,0.49,0.69,0.28,0.18
21K099,0.09,0.1,0.86,,0.09,0.96,0.93,0.11,0.11,,0.04,0.04,0.95,0.95,0.03,0.91,0.07,0.09,0.96,0.96,0.07,0.04,0.87,0.65,0.53,0.44,0.89,0.95,0.07,0.77,0.98,0.89,0.97,0.96,,0.03,0.05,0.85,0.23,0.93,0.03,0.08
22K555,0.34,0.29,0.86,0.08,0.14,0.98,0.86,0.11,0.08,0.14,0.06,0.04,0.91,0.94,0.02,0.83,,0.17,0.9,0.96,0.01,0.02,0.89,0.39,0.7,0.73,0.92,0.89,0.23,0.49,0.89,0.74,0.84,0.94,0.11,0.02,0.06,0.91,0.51,0.99,0.05,0.06
24Q077,0.3,0.27,0.71,,0.16,0.85,0.83,0.27,0.2,,0.14,0.07,0.87,0.81,0.03,0.8,0.1,0.2,0.91,0.93,0.1,0.15,0.74,0.58,0.53,0.61,0.8,0.88,0.2,0.6,0.85,0.78,0.9,0.93,,0.09,0.19,0.72,0.4,0.9,0.11,0.18
24Q093,0.27,0.22,0.78,,0.13,0.91,0.86,0.31,0.13,,0.1,0.06,0.92,0.84,0.03,0.83,0.09,0.17,0.93,0.94,0.09,0.09,0.79,0.61,0.54,0.55,0.87,0.94,0.13,0.57,0.9,0.84,0.9,0.94,,0.06,0.16,0.79,0.43,0.91,0.12,0.09
07X551,0.2,0.18,0.68,0.14,0.23,0.86,0.81,0.17,0.24,0.17,0.2,0.11,0.85,0.84,0.03,0.8,0.1,0.2,0.91,0.89,0.14,0.14,0.71,0.6,0.56,0.68,0.76,0.88,0.27,0.56,0.82,0.79,0.81,0.94,0.26,0.08,0.16,0.69,0.44,0.86,0.09,0.24
10X244,0.24,0.22,0.74,,0.13,0.92,0.85,0.1,0.14,,0.15,0.06,0.9,0.89,0.03,0.8,0.07,0.2,0.94,0.94,0.1,0.08,0.78,0.56,0.55,0.59,0.86,0.92,0.16,0.6,0.88,0.82,0.9,0.94,,0.06,0.11,0.78,0.4,0.9,0.09,0.13
23K664,0.15,0.11,0.77,,0.07,0.92,0.85,0.15,0.13,,0.05,0.1,0.93,0.83,0.03,0.92,0.04,0.08,0.98,0.9,0.08,0.08,0.78,0.42,0.62,0.4,0.87,0.94,0.2,0.69,0.94,0.88,0.97,1.0,,0.06,0.17,0.89,0.31,0.92,0.08,0.1
32K384,0.21,0.27,0.51,,0.14,0.89,0.86,0.26,0.22,,0.13,0.06,0.95,0.76,0.02,0.81,0.08,0.19,0.91,0.94,0.1,0.11,0.54,0.66,0.48,0.65,0.78,0.92,0.12,0.54,0.9,0.81,0.93,0.92,,0.07,0.24,0.76,0.46,0.9,0.09,0.3
04M096,0.1,0.14,0.57,,0.13,0.8,0.88,0.11,0.19,,0.22,0.13,0.85,0.8,0.14,0.85,0.17,0.15,0.88,0.87,0.08,0.2,0.69,0.51,0.53,0.53,0.81,0.92,0.13,0.64,0.84,0.81,0.93,0.92,,0.1,0.2,0.8,0.36,0.92,0.06,0.24
84K757,0.19,0.16,0.75,0.05,0.12,0.91,0.85,0.1,0.16,0.1,0.09,0.06,0.91,0.87,0.04,0.86,0.16,0.14,0.94,0.94,0.13,0.09,0.8,0.44,0.62,0.67,0.84,0.88,0.17,0.68,0.9,0.86,0.91,0.94,0.1,0.05,0.13,0.83,0.32,0.87,0.12,0.09
19K618,0.17,0.2,0.8,0.06,0.12,0.92,0.83,0.08,0.09,0.11,0.07,0.03,0.94,0.86,0.02,0.86,,0.14,0.97,0.97,0.17,0.08,0.81,0.47,0.54,0.74,0.91,0.94,0.22,0.67,0.92,0.84,0.85,0.97,0.11,0.03,0.14,0.87,0.33,0.83,0.14,0.06
17K548,0.39,0.37,0.65,0.12,0.28,0.92,0.72,0.1,0.21,0.24,0.15,0.05,0.86,0.85,0.02,0.76,,0.24,0.9,0.95,0.15,0.08,0.76,0.53,0.58,0.76,0.79,0.81,0.36,0.51,0.86,0.75,0.73,0.96,0.26,0.08,0.15,0.74,0.49,0.85,0.25,0.3
14K561,0.24,0.26,0.85,0.05,0.13,0.96,0.83,0.12,0.1,0.22,0.05,0.04,0.92,0.9,0.01,0.77,,0.23,0.94,0.96,0.07,0.04,0.89,0.49,0.66,0.75,0.9,0.91,0.2,0.6,0.94,0.8,0.84,0.97,0.23,0.02,0.1,0.85,0.4,0.93,0.16,0.05
10X437,0.16,0.22,0.89,0.07,0.18,0.96,0.87,0.09,0.13,0.13,0.12,0.05,0.92,0.93,0.04,0.78,,0.22,0.92,0.95,0.04,0.04,0.88,0.41,0.74,0.74,0.87,0.91,0.18,0.73,0.86,0.86,0.84,0.94,0.19,0.02,0.07,0.87,0.27,0.96,0.11,0.1
12X217,0.23,0.25,0.55,,0.22,0.84,0.8,0.09,0.24,,0.22,0.07,0.86,0.75,0.04,0.82,0.12,0.18,0.89,0.93,0.16,0.16,0.67,0.56,0.52,0.69,0.76,0.87,0.21,0.57,0.81,0.79,0.85,0.91,,0.07,0.25,0.7,0.43,0.84,0.13,0.3
24Q455,0.32,0.32,0.79,0.12,0.21,0.87,0.83,0.21,0.14,0.21,0.15,0.07,0.91,0.83,0.04,0.79,,0.21,0.92,0.93,0.16,0.13,0.81,0.54,0.57,0.69,0.86,0.89,0.22,0.56,0.89,0.73,0.82,0.94,0.2,0.06,0.17,0.79,0.44,0.84,0.24,0.1
06M322,0.24,0.24,0.72,,0.14,0.93,0.84,0.13,0.15,,0.12,0.06,0.88,0.85,0.02,0.82,0.1,0.18,0.93,0.94,0.08,0.07,0.73,0.6,0.5,0.57,0.85,0.88,0.21,0.64,0.86,0.85,0.9,0.95,,0.08,0.15,0.67,0.36,0.92,0.09,0.24
11X175,0.32,0.28,0.64,,0.15,0.89,0.86,0.48,0.42,,0.1,0.1,0.81,0.81,0.06,0.78,0.14,0.22,0.84,0.9,0.09,0.11,0.71,0.64,0.41,0.68,0.58,0.84,0.21,0.61,0.87,0.8,0.91,0.93,,0.11,0.19,0.73,0.39,0.91,0.12,0.23
09X313,0.2,0.21,0.7,,0.22,0.8,0.81,0.25,0.24,,0.21,0.06,0.88,0.78,0.06,0.82,0.08,0.19,0.87,0.94,0.12,0.2,0.76,0.52,0.57,0.5,0.76,0.88,0.16,0.58,0.83,0.86,0.83,0.92,,0.09,0.22,0.63,0.42,0.88,0.08,0.2
20K609,0.22,0.3,0.8,0.11,0.22,0.88,0.84,0.07,0.16,0.21,0.21,0.12,0.86,0.88,0.06,0.83,0.12,0.17,0.88,0.88,0.05,0.12,0.87,0.56,0.53,0.65,0.84,0.91,0.16,0.62,0.81,0.81,0.87,0.93,0.17,0.06,0.12,0.79,0.38,0.95,0.1,0.07
02M507,0.18,0.16,0.86,0.04,0.12,0.94,0.91,0.06,0.08,0.13,0.08,0.02,0.94,0.93,0.02,0.87,,0.13,0.95,0.98,0.06,0.06,0.87,0.46,0.6,0.68,0.92,0.92,0.12,0.78,0.91,0.86,0.88,0.96,0.06,0.03,0.07,0.87,0.22,0.94,0.11,0.06
25Q670,0.22,0.29,0.8,0.08,0.12,0.92,0.81,0.11,0.11,0.13,0.11,0.04,0.92,0.86,0.03,0.84,,0.16,0.94,0.96,0.12,0.08,0.82,0.58,0.54,0.73,0.89,0.89,0.22,0.54,0.94,0.78,0.82,0.96,0.11,0.05,0.14,0.83,0.46,0.88,0.18,0.07
11X270,0.19,0.24,0.69,0.13,0.21,0.93,0.81,0.13,0.19,0.2,0.15,0.07,0.89,0.84,0.05,0.8,,0.2,0.93,0.93,0.19,0.07,0.79,0.54,0.57,0.77,0.81,0.87,0.26,0.57,0.86,0.8,0.84,0.93,0.17,0.05,0.16,0.8,0.43,0.81,0.18,0.2
16K765,0.09,0.2,0.78,0.05,0.14,0.95,0.78,0.07,0.17,0.1,0.14,0.03,0.93,0.89,0.02,0.88,,0.12,0.93,0.97,0.18,0.05,0.78,0.52,0.59,0.55,0.83,0.86,0.3,0.63,0.95,0.82,0.87,0.97,0.1,0.05,0.11,0.89,0.37,0.82,0.1,0.14
25Q194,0.28,0.34,0.68,,0.15,0.9,0.85,0.28,0.17,,0.12,0.04,0.9,0.8,0.02,0.77,0.13,0.23,0.88,0.96,0.09,0.1,0.78,0.54,0.58,0.67,0.83,0.87,0.2,0.57,0.93,0.77,0.88,0.93,,0.07,0.2,0.82,0.43,0.91,0.09,0.13
08X131,0.3,0.29,0.56,,0.23,0.89,0.84,0.28,0.27,,0.19,0.11,0.83,0.77,0.08,0.73,0.11,0.27,0.89,0.89,0.12,0.11,0.63,0.59,0.53,0.69,0.73,0.87,0.18,0.48,0.8,0.83,0.85,0.92,,0.08,0.23,0.68,0.52,0.88,0.13,0.3
31R049,0.32,0.3,0.49,,0.25,0.75,0.82,0.2,0.26,,0.33,0.06,0.88,0.74,0.04,0.83,0.14,0.17,0.92,0.94,0.15,0.25,0.63,0.63,0.5,0.66,0.74,0.88,0.22,0.57,0.76,0.83,0.87,0.94,,0.11,0.26,0.69,0.43,0.85,0.16,0.34
11X566,0.31,0.26,0.57,,0.19,0.81,0.8,0.08,0.19,,0.16,0.06,0.89,0.8,0.04,0.8,0.07,0.2,0.92,0.94,0.1,0.19,0.66,0.59,0.6,0.66,0.81,0.86,0.18,0.49,0.83,0.87,0.87,0.93,,0.09,0.2,0.79,0.51,0.9,0.09,0.23
02M131,0.23,0.35,0.74,,0.21,0.86,0.76,0.13,0.18,,0.2,0.06,0.88,0.86,0.06,0.82,0.1,0.18,0.93,0.94,0.07,0.14,0.81,0.6,0.57,0.72,0.83,0.87,0.24,0.52,0.85,0.81,0.89,0.94,,0.07,0.14,0.74,0.48,0.93,0.07,0.14
27Q333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12X316,0.23,0.15,0.7,,0.16,0.91,0.85,0.16,0.21,,0.14,0.08,0.86,0.85,0.03,0.78,0.08,0.22,0.91,0.92,0.14,0.09,0.79,0.56,0.53,0.65,0.79,0.91,0.16,0.64,0.82,0.84,0.92,0.94,,0.06,0.15,0.78,0.36,0.86,0.11,0.14
13K492,0.31,0.31,0.78,,0.1,0.94,0.87,0.01,0.2,,0.07,0.04,0.82,0.91,0.03,0.79,0.08,0.21,0.88,0.96,0.01,0.06,0.85,0.49,0.53,0.67,0.8,0.86,0.15,0.7,0.89,0.87,0.88,0.95,,0.13,0.09,0.79,0.3,0.99,0.05,0.04
06M324,0.0,0.17,0.83,,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.83,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.67,0.67,0.67,0.2,1.0,1.0,0.0,0.67,1.0,0.83,1.0,1.0,,0.0,0.17,0.83,0.33,1.0,0.0,0.0
19K292,0.19,0.23,0.52,,0.19,0.87,0.85,0.12,0.23,,0.23,0.06,0.88,0.75,0.02,0.82,0.11,0.18,0.88,0.94,0.17,0.13,0.59,0.55,0.47,0.64,0.77,0.85,0.15,0.74,0.88,0.83,0.94,0.92,,0.11,0.25,0.74,0.26,0.83,0.17,0.42
08X432,0.11,0.15,0.87,0.13,0.09,0.85,0.88,0.14,0.12,0.13,0.15,0.15,0.93,0.86,0.08,0.9,,0.1,0.88,0.85,0.11,0.15,0.87,0.56,0.57,0.49,0.88,0.94,0.13,0.72,0.87,0.87,0.92,0.91,0.09,0.06,0.14,0.72,0.28,0.89,0.1,0.1
17K590,0.5,0.39,0.78,0.13,0.28,1.0,0.72,0.0,0.06,0.25,0.0,0.0,0.78,0.94,0.0,0.73,0.0,0.27,0.81,1.0,0.06,0.0,0.76,0.5,0.67,0.39,0.94,0.89,0.11,0.61,1.0,0.61,0.83,0.94,0.25,0.0,0.06,0.94,0.39,0.94,0.0,0.13
04M108,0.18,0.19,0.73,,0.07,0.95,0.87,0.06,0.11,,0.1,0.05,0.93,0.86,0.05,0.82,0.03,0.18,0.94,0.95,0.07,0.05,0.75,0.51,0.63,0.62,0.89,0.93,0.12,0.57,0.95,0.93,0.92,0.98,,0.05,0.14,0.82,0.43,0.93,0.05,0.18
11X253,0.25,0.3,0.66,0.14,0.24,0.88,0.77,0.1,0.17,0.2,0.22,0.07,0.85,0.83,0.05,0.81,,0.19,0.9,0.93,0.25,0.12,0.74,0.62,0.51,0.68,0.83,0.89,0.24,0.49,0.86,0.78,0.85,0.96,0.19,0.06,0.17,0.82,0.51,0.75,0.23,0.13
01M448,0.11,0.14,0.92,0.06,0.09,0.93,0.89,0.04,0.04,0.12,0.07,0.04,0.95,0.94,0.02,0.92,,0.08,0.97,0.96,0.04,0.07,0.92,0.52,0.62,0.57,0.96,0.93,0.18,0.63,0.87,0.84,0.89,0.97,0.08,0.03,0.06,0.9,0.37,0.96,0.06,0.04
10X206,0.1,0.13,0.75,,0.11,0.92,0.85,0.16,0.13,,0.23,0.07,0.9,0.85,0.04,0.87,0.1,0.13,0.93,0.93,0.09,0.08,0.8,0.58,0.53,0.52,0.87,0.94,0.14,0.72,0.87,0.86,0.92,0.97,,0.02,0.15,0.78,0.28,0.91,0.08,0.16
25Q200,0.44,0.39,0.53,,0.25,0.9,0.8,0.35,0.35,,0.18,0.1,0.78,0.67,0.05,0.66,0.14,0.34,0.79,0.9,0.13,0.1,0.65,0.59,0.52,0.73,0.65,0.74,0.2,0.65,0.88,0.8,0.89,0.91,,0.14,0.33,0.69,0.35,0.88,0.14,0.32
17K751,0.34,0.39,0.82,0.14,0.31,0.89,0.73,0.08,0.17,0.19,0.21,0.04,0.87,0.91,0.04,0.74,,0.26,0.91,0.96,0.11,0.11,0.86,0.48,0.62,0.81,0.83,0.83,0.3,0.69,0.87,0.82,0.77,0.96,0.29,0.08,0.09,0.8,0.31,0.89,0.13,0.16
24Q550,0.27,0.33,0.89,0.05,0.14,0.95,0.82,0.14,0.08,0.13,0.07,0.04,0.89,0.91,0.03,0.82,,0.18,0.93,0.96,0.07,0.05,0.89,0.45,0.6,0.76,0.92,0.91,0.23,0.54,0.91,0.77,0.82,0.95,0.09,0.04,0.09,0.86,0.46,0.93,0.12,0.04
06M018,0.1,0.2,0.7,,0.08,0.92,0.88,0.05,0.16,,0.14,0.02,0.94,0.89,0.02,0.9,0.05,0.1,0.95,0.98,0.06,0.08,0.71,0.54,0.54,0.55,0.84,0.92,0.2,0.68,0.89,0.82,0.94,0.96,,0.07,0.11,0.83,0.32,0.94,0.05,0.17
11X545,0.13,0.23,0.7,0.04,0.2,0.84,0.78,0.26,0.16,0.09,0.29,0.05,0.91,0.74,0.03,0.81,,0.19,0.95,0.95,0.34,0.16,0.68,0.58,0.61,0.7,0.84,0.88,0.26,0.52,0.72,0.71,0.83,0.97,0.06,0.01,0.26,0.84,0.48,0.66,0.3,0.2
24Q485,0.31,0.3,0.78,0.1,0.19,0.92,0.82,0.19,0.11,0.18,0.09,0.05,0.9,0.88,0.04,0.79,,0.21,0.92,0.95,0.13,0.08,0.83,0.56,0.56,0.66,0.89,0.91,0.22,0.49,0.9,0.77,0.8,0.95,0.17,0.06,0.12,0.82,0.51,0.87,0.24,0.1
26Q566,0.27,0.31,0.73,0.1,0.17,0.94,0.8,0.14,0.18,0.17,0.02,0.05,0.93,0.82,0.02,0.75,,0.25,0.81,0.95,0.13,0.06,0.78,0.62,0.5,0.63,0.82,0.84,0.3,0.61,0.96,0.76,0.8,0.96,0.16,0.06,0.18,0.85,0.39,0.87,0.18,0.09
84M065,0.42,0.4,0.73,0.08,0.25,0.89,0.72,0.12,0.27,0.27,0.53,0.08,0.81,0.91,0.08,0.77,0.07,0.23,0.74,0.92,0.04,0.11,0.85,0.56,0.55,0.71,0.73,0.75,0.26,0.53,0.61,0.75,0.77,0.85,0.22,0.0,0.09,0.81,0.47,0.96,0.09,0.11
11X089,0.34,0.31,0.69,,0.21,0.9,0.85,0.15,0.09,,0.22,0.05,0.95,0.81,0.02,0.84,0.11,0.16,1.0,0.95,0.09,0.1,0.7,0.57,0.56,0.76,0.91,0.95,0.19,0.48,0.81,0.83,0.86,0.98,,0.03,0.19,0.87,0.52,0.91,0.12,0.15
29Q272,0.25,0.37,0.76,0.1,0.2,0.93,0.74,0.25,0.18,0.14,0.16,0.08,0.86,0.84,0.04,0.75,,0.25,0.83,0.92,0.23,0.07,0.75,0.55,0.55,0.74,0.82,0.84,0.29,0.49,0.89,0.76,0.74,0.94,0.13,0.09,0.16,0.79,0.51,0.77,0.24,0.18
08X293,0.22,0.22,0.85,0.05,0.13,0.91,0.87,0.09,0.07,0.12,0.17,0.02,0.93,0.92,0.02,0.85,,0.15,0.97,0.98,0.08,0.09,0.88,0.49,0.57,0.7,0.93,0.96,0.17,0.64,0.85,0.85,0.87,0.98,0.12,0.03,0.08,0.84,0.36,0.92,0.12,0.07
02M419,0.18,0.17,0.81,0.04,0.17,0.96,0.8,0.02,0.08,0.16,0.13,0.03,0.92,0.91,0.02,0.81,,0.19,0.98,0.97,0.11,0.04,0.86,0.62,0.54,0.75,0.92,1.0,0.23,0.72,0.8,0.88,0.87,0.95,0.17,0.08,0.09,0.77,0.28,0.89,0.21,0.1
02M225,0.16,0.12,0.56,,0.06,0.92,0.9,0.06,0.24,,0.03,0.04,0.82,0.88,0.04,0.85,0.02,0.15,0.96,0.96,0.06,0.08,0.76,0.64,0.49,0.57,0.76,0.94,0.18,0.82,0.86,0.88,0.86,0.98,,0.06,0.12,0.86,0.18,0.94,0.04,0.15
30Q078,0.42,0.29,0.7,,0.2,0.92,0.9,0.26,0.21,,0.05,0.05,0.84,0.9,0.02,0.72,0.14,0.28,0.8,0.95,0.04,0.08,0.87,0.63,0.54,0.61,0.79,0.8,0.13,0.63,0.98,0.81,0.89,0.93,,0.13,0.1,0.73,0.37,0.96,0.01,0.22
75X012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09X004,0.09,0.07,0.78,,0.08,0.93,0.9,0.06,0.12,,0.21,0.01,0.91,0.87,0.0,0.89,0.08,0.11,0.95,0.99,0.06,0.07,0.85,0.44,0.71,0.43,0.88,0.96,0.08,0.78,0.91,0.81,0.97,0.99,,0.06,0.13,0.94,0.22,0.94,0.01,0.05
84K803,0.26,0.28,0.65,0.14,0.26,0.87,0.79,0.16,0.25,0.21,0.2,0.06,0.85,0.79,0.06,0.74,0.15,0.26,0.85,0.94,0.21,0.13,0.7,0.41,0.59,0.76,0.75,0.84,0.2,0.59,0.78,0.8,0.87,0.93,0.22,0.08,0.21,0.82,0.41,0.79,0.19,0.19
