ats_system_code,beds_number,location_type_description,community_school_sup_name,administrative_district_name,open_date,principal_name,admin_district_location_code,:@computed_region_92fq_4b7q,census_tract,field_support_center_name,location_1
11X483      ,321100010483,General Academic,"ROSS PORTER, MEISHA",COMMUNITY SCHOOL DISTRICT 11,2015-07-01T00:00:00.000,MARIA CIOFFI,X10C,40,41400,Field Support Center - Bronx,"{'latitude': '40.901436', 'longitude': '-73.854402', 'human_address': '{""address"": ""4520 MATILDA AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10470""}'}"
01M188      ,310100010188,General Academic,"PHILLIPS, DANIELLA",COMMUNITY SCHOOL DISTRICT 01,1904-07-01T00:00:00.000,Suany Ramos,M801,50,2000,Field Support Center - Manhattan,"{'latitude': '40.719888', 'longitude': '-73.97738', 'human_address': '{""address"": ""442 EAST HOUSTON STREET"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10002""}'}"
14K577      ,331400010577,General Academic,"WINNICKI, ALICJA",COMMUNITY SCHOOL DISTRICT 14,2004-09-08T00:00:00.000,MARIA MASULLO,K814,30,51900,Field Support Center - Brooklyn North,"{'latitude': '40.715268', 'longitude': '-73.9573', 'human_address': '{""address"": ""208 NORTH 5 STREET"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11211""}'}"
01M361      ,310100010361,General Academic,"PHILLIPS, DANIELLA",COMMUNITY SCHOOL DISTRICT 01,1999-07-01T00:00:00.000,MARIA VELEZ CLARKE,M801,50,2800,Field Support Center - Manhattan,"{'latitude': '40.727537', 'longitude': '-73.978254', 'human_address': '{""address"": ""610 EAST 12 STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10009""}'}"
05M092      ,310500010092,General Academic,"RUX, DANIKA",COMMUNITY SCHOOL DISTRICT 05,1966-07-01T00:00:00.000,ROSA DAVILA,M805,36,22600,Field Support Center - Manhattan,"{'latitude': '40.814917', 'longitude': '-73.945838', 'human_address': '{""address"": ""222 WEST 134 STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10030""}'}"
12X190      ,321200010190,General Academic,"ESPINAL PACHECO, RAFAELA",COMMUNITY SCHOOL DISTRICT 12,2001-07-01T00:00:00.000,Castella Mckenzie,X812,43,15300,Field Support Center - Bronx,"{'latitude': '40.836156', 'longitude': '-73.892784', 'human_address': '{""address"": ""1550 CROTONA PARK EAST"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10460""}'}"
01M064      ,310100010064,General Academic,"PHILLIPS, DANIELLA",COMMUNITY SCHOOL DISTRICT 01,1954-07-01T00:00:00.000,Marlon L. Hosang,M801,50,2601,Field Support Center - Manhattan,"{'latitude': '40.72313', 'longitude': '-73.981597', 'human_address': '{""address"": ""600 EAST 6 STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10009""}'}"
19K659      ,331900011659,General Academic,,,2008-07-01T00:00:00.000,Amy Yager,HS09,37,118000,Field Support Center - Brooklyn North,"{'latitude': '40.693002', 'longitude': '-73.869305', 'human_address': '{""address"": ""999 JAMAICA AVENUE"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11208""}'}"
10X363      ,321000010363,General Academic,"HULLA, MARIBEL",COMMUNITY SCHOOL DISTRICT 10,2010-07-01T00:00:00.000,Angelo Ledda,X810,29,23703,Field Support Center - Bronx,"{'latitude': '40.859496', 'longitude': '-73.90049', 'human_address': '{""address"": ""120 EAST 184 STREET"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10468""}'}"
13K553      ,331300011553,Transfer School,,,2003-07-01T00:00:00.000,Charon Hall,HS10,49,24900,Field Support Center - Brooklyn North,"{'latitude': '40.684654', 'longitude': '-73.947873', 'human_address': '{""address"": ""832 MARCY AVENUE"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11216""}'}"
08X131      ,320800010131,General Academic,"AMES, KAREN",COMMUNITY SCHOOL DISTRICT 08,1966-07-01T00:00:00.000,Monique Mason,X808,31,4200,Field Support Center - Bronx,"{'latitude': '40.822925', 'longitude': '-73.859998', 'human_address': '{""address"": ""885 BOLTON AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10473""}'}"
02M543      ,310200011543,General Academic,,,2003-07-01T00:00:00.000,SCOTT CONTI,HS07,32,1800,Affinity Group,"{'latitude': '40.717329', 'longitude': '-73.989329', 'human_address': '{""address"": ""350 GRAND STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10002""}'}"
02M288      ,310200011288,Career Technical,,,2004-09-08T00:00:00.000,ROGER TURGEON,HS04,10,13500,Field Support Center - Manhattan,"{'latitude': '40.765474', 'longitude': '-73.9927', 'human_address': '{""address"": ""525 WEST 50TH STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10019""}'}"
06M218      ,310600010218,General Academic,"RAMIREZ, MANUEL",COMMUNITY SCHOOL DISTRICT 06,1991-07-01T00:00:00.000,JUNE BARNETT,M806,39,28500,Field Support Center - Manhattan,"{'latitude': '40.860951', 'longitude': '-73.930082', 'human_address': '{""address"": ""4600 BROADWAY"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10040""}'}"
08X424      ,320800010424,General Academic,"AMES, KAREN",COMMUNITY SCHOOL DISTRICT 08,2008-07-01T00:00:00.000,DAVID VAZQUEZ,X808,43,11700,Field Support Center - Bronx,"{'latitude': '40.815827', 'longitude': '-73.885284', 'human_address': '{""address"": ""730 BRYANT AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10474""}'}"
14K380      ,331400010380,General Academic,"WINNICKI, ALICJA",COMMUNITY SCHOOL DISTRICT 14,1981-07-01T00:00:00.000,Elsa Nunez,K814,38,53100,Field Support Center - Brooklyn North,"{'latitude': '40.70179', 'longitude': '-73.953702', 'human_address': '{""address"": ""370 MARCY AVENUE"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11206""}'}"
07X161      ,320700010161,General Academic,"ALVAREZ, ELISA",COMMUNITY SCHOOL DISTRICT 07,1968-07-01T00:00:00.000,Eliamarie Soto,X807,35,7900,Field Support Center - Bronx,"{'latitude': '40.814168', 'longitude': '-73.905233', 'human_address': '{""address"": ""628 TINTON AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10455""}'}"
20K682      ,332000010682,General Academic,"COSTANTINO, KARINA",COMMUNITY SCHOOL DISTRICT 20,2009-07-01T00:00:00.000,JOSEPHIN SPORTELLA-GIUST,K820,18,42800,Field Support Center - Brooklyn South,"{'latitude': '40.606994', 'longitude': '-73.986678', 'human_address': '{""address"": ""50 AVENUE P"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11204""}'}"
13K044      ,331300010044,General Academic,"FREEMAN, BARBARA",COMMUNITY SCHOOL DISTRICT 13,1951-07-01T00:00:00.000,Roxanne James,K813,49,27700,Field Support Center - Brooklyn North,"{'latitude': '40.686213', 'longitude': '-73.940859', 'human_address': '{""address"": ""432 MONROE STREET"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11221""}'}"
04M012      ,310400010012,General Academic,"ESTRELLA, ALEXANDRA",COMMUNITY SCHOOL DISTRICT 04,1999-07-01T00:00:00.000,JANETTE CESAR,M804,35,17000,Field Support Center - Manhattan,"{'latitude': '40.792556', 'longitude': '-73.942285', 'human_address': '{""address"": ""240 EAST 109 STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10029""}'}"
11X287      ,321100010287,General Academic,"ROSS PORTER, MEISHA",COMMUNITY SCHOOL DISTRICT 11,2005-07-01T00:00:00.000,Magdalen Neyra,X10C,2,39000,Field Support Center - Bronx,"{'latitude': '40.880649', 'longitude': '-73.860126', 'human_address': '{""address"": ""3710 BARNES AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10467""}'}"
18K272      ,331800010272,General Academic,"WILKINS, BEVERLY",COMMUNITY SCHOOL DISTRICT 18,1957-07-01T00:00:00.000,DAKOTA KEYES,K818,8,103400,Field Support Center - Brooklyn South,"{'latitude': '40.635542', 'longitude': '-73.886373', 'human_address': '{""address"": ""101-24 SEAVIEW AVENUE"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11236""}'}"
19K158      ,331900010158,General Academic,THOMAS MCBRYDE JR,COMMUNITY SCHOOL DISTRICT 19,1909-07-01T00:00:00.000,AUDREY WILSON,K819,37,115000,Field Support Center - Brooklyn North,"{'latitude': '40.67259', 'longitude': '-73.885214', 'human_address': '{""address"": ""400 ASHFORD STREET"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11207""}'}"
08X069      ,320800010069,General Academic,"AMES, KAREN",COMMUNITY SCHOOL DISTRICT 08,1924-07-01T00:00:00.000,Sheila Durant,X808,31,1600,Field Support Center - Bronx,"{'latitude': '40.8167', 'longitude': '-73.86046', 'human_address': '{""address"": ""560 THIERIOT AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10473""}'}"
02M615      ,310200011615,Career Technical,,,1905-07-01T00:00:00.000,Jaivelle Reed,HS04,10,3700,Field Support Center - Manhattan,"{'latitude': '40.72463', 'longitude': '-74.005058', 'human_address': '{""address"": ""131 AVENUE OF THE AMERICAS"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10013""}'}"
11X078      ,321100010078,General Academic,"ROSS PORTER, MEISHA",COMMUNITY SCHOOL DISTRICT 11,1924-07-01T00:00:00.000,CLAUDINA SKERRITT,X10C,2,38600,Field Support Center - Bronx,"{'latitude': '40.878474', 'longitude': '-73.850563', 'human_address': '{""address"": ""1400 NEEDHAM AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10469""}'}"
02M276      ,310200010276,General Academic,"LABOY, BONNIE",COMMUNITY SCHOOL DISTRICT 02,2009-07-01T00:00:00.000,Theresa Ruyter,M802,32,31704,Field Support Center - Manhattan,"{'latitude': '40.706384', 'longitude': '-74.017456', 'human_address': '{""address"": ""55 BATTERY PLACE"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10280""}'}"
04M435      ,310400011435,General Academic,,,1942-07-01T00:00:00.000,JOSE JIMENEZ,HS07,35,17800,Field Support Center - Manhattan,"{'latitude': '40.794184', 'longitude': '-73.932868', 'human_address': '{""address"": ""260 PLEASANT AVENUE"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10029""}'}"
11X121      ,321100010121,General Academic,"ROSS PORTER, MEISHA",COMMUNITY SCHOOL DISTRICT 11,1953-07-01T00:00:00.000,Gloria Martinez,X10C,12,34800,Field Support Center - Bronx,"{'latitude': '40.866474', 'longitude': '-73.85051', 'human_address': '{""address"": ""2750 THROOP AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10469""}'}"
08X152      ,320800010152,General Academic,"AMES, KAREN",COMMUNITY SCHOOL DISTRICT 08,1975-07-01T00:00:00.000,FRANCES LYNCH,X808,43,5200,Field Support Center - Bronx,"{'latitude': '40.823941', 'longitude': '-73.880479', 'human_address': '{""address"": ""1007 EVERGREEN AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10472""}'}"
11X498      ,321100010498,General Academic,"ROSS PORTER, MEISHA",COMMUNITY SCHOOL DISTRICT 11,2010-07-01T00:00:00.000,Carol Ann Gilligan,X10C,12,24400,Field Support Center - Bronx,"{'latitude': '40.845023', 'longitude': '-73.857989', 'human_address': '{""address"": ""1640 BRONXDALE AVE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10462""}'}"
02M551      ,310200011551,Career Technical,,,2010-07-01T00:00:00.000,JEFFREY CHETIRKO,HS03,32,500,Affinity Group,"{'latitude': '40.689493', 'longitude': '-74.018941', 'human_address': '{""address"": ""10 SOUTH STREET, SLIP 7"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10004""}'}"
06M098      ,310600010098,General Academic,"RAMIREZ, MANUEL",COMMUNITY SCHOOL DISTRICT 06,1924-07-01T00:00:00.000,MARITZA RODRIGUEZ,M806,39,30300,Field Support Center - Manhattan,"{'latitude': '40.867741', 'longitude': '-73.917814', 'human_address': '{""address"": ""512 WEST 212 STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10034""}'}"
02M131      ,310200010131,General Academic,"LABOY, BONNIE",COMMUNITY SCHOOL DISTRICT 02,1983-07-01T00:00:00.000,PHYLLIS TAM,M802,32,1600,Field Support Center - Manhattan,"{'latitude': '40.716231', 'longitude': '-73.993607', 'human_address': '{""address"": ""100 HESTER STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10002""}'}"
11X076      ,321100010076,General Academic,"ROSS PORTER, MEISHA",COMMUNITY SCHOOL DISTRICT 11,1932-07-01T00:00:00.000,DARLENE TERON,X10C,2,34200,Field Support Center - Bronx,"{'latitude': '40.869059', 'longitude': '-73.860928', 'human_address': '{""address"": ""900 ADEE AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10469""}'}"
10X207      ,321000010207,General Academic,"HULLA, MARIBEL",COMMUNITY SCHOOL DISTRICT 10,1988-03-02T00:00:00.000,TARA OBRIEN,X810,40,28900,Field Support Center - Bronx,"{'latitude': '40.878327', 'longitude': '-73.906197', 'human_address': '{""address"": ""3030 GODWIN TERRACE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10463""}'}"
01M034      ,310100010034,General Academic,"PHILLIPS, DANIELLA",COMMUNITY SCHOOL DISTRICT 01,1955-07-01T00:00:00.000,ANGELIKI LOUKATOS,M801,50,2800,Field Support Center - Manhattan,"{'latitude': '40.726008', 'longitude': '-73.975058', 'human_address': '{""address"": ""730 EAST 12 STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10009""}'}"
10X360      ,321000010360,General Academic,"HULLA, MARIBEL",COMMUNITY SCHOOL DISTRICT 10,1999-07-01T00:00:00.000,Iris Aldea Pollack,X810,29,27300,Field Support Center - Bronx,"{'latitude': '40.874717', 'longitude': '-73.902214', 'human_address': '{""address"": ""2880 KINGSBRIDGE TERRACE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10463""}'}"
02M308      ,310200011308,General Academic,,,2005-07-01T00:00:00.000,JOHN WENK,HS04,32,1800,Field Support Center - Manhattan,"{'latitude': '40.717329', 'longitude': '-73.989329', 'human_address': '{""address"": ""350 GRAND STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10002""}'}"
10X696      ,321000011696,General Academic,,,2002-07-01T00:00:00.000,ALESSANDRO WEISS,HS02,40,40900,Field Support Center - Bronx,"{'latitude': '40.874725', 'longitude': '-73.895543', 'human_address': '{""address"": ""2925 GOULDEN AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10468""}'}"
03M421      ,310300010421,General Academic,"ALTSCHUL, ILENE",COMMUNITY SCHOOL DISTRICT 03,2009-07-01T00:00:00.000,Carland Washington,M803,23,18900,Field Support Center - Manhattan,"{'latitude': '40.799098', 'longitude': '-73.965611', 'human_address': '{""address"": ""150 WEST 105 STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10025""}'}"
12X682      ,321200011682,General Academic,,,1994-09-01T00:00:00.000,Jeffrey Palladino,HS12,43,15700,Affinity Group,"{'latitude': '40.831212', 'longitude': '-73.885804', 'human_address': '{""address"": ""1021 JENNINGS STREET"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10460""}'}"
12X066      ,321200010066,General Academic,"ESPINAL PACHECO, RAFAELA",COMMUNITY SCHOOL DISTRICT 12,1924-07-01T00:00:00.000,Kevin Goodman,X812,43,15700,Field Support Center - Bronx,"{'latitude': '40.831493', 'longitude': '-73.88654', 'human_address': '{""address"": ""1001 JENNINGS STREET"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10460""}'}"
03M199      ,310300010199,General Academic,"ALTSCHUL, ILENE",COMMUNITY SCHOOL DISTRICT 03,1963-07-01T00:00:00.000,Louise Xerri,M803,19,15500,Field Support Center - Manhattan,"{'latitude': '40.777603', 'longitude': '-73.984423', 'human_address': '{""address"": ""270 WEST 70 STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10023""}'}"
14K257      ,331400010257,General Academic,"WINNICKI, ALICJA",COMMUNITY SCHOOL DISTRICT 14,1962-07-01T00:00:00.000,BRIAN DE VALE,K814,30,49100,Field Support Center - Brooklyn North,"{'latitude': '40.702759', 'longitude': '-73.941345', 'human_address': '{""address"": ""60 COOK STREET"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11206""}'}"
17K489      ,331700011489,Transfer School,,,1999-07-01T00:00:00.000,Catherine Hartnett,HS10,48,32300,Field Support Center - Brooklyn South,"{'latitude': '40.669561', 'longitude': '-73.955188', 'human_address': '{""address"": ""402 EASTERN PARKWAY"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11225""}'}"
06M348      ,310600011348,General Academic,,,2006-07-01T00:00:00.000,Thomas Rochowicz,HS12,39,26900,Affinity Group,"{'latitude': '40.849311', 'longitude': '-73.930991', 'human_address': '{""address"": ""511 WEST 182ND STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10033""}'}"
12X251      ,321200011251,General Academic,,,2005-07-01T00:00:00.000,SUSANA HERNANDEZ,HS10,43,15500,Field Support Center - Bronx,"{'latitude': '40.836245', 'longitude': '-73.890591', 'human_address': '{""address"": ""1619 BOSTON ROAD"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10460""}'}"
13K056      ,331300010056,General Academic,"FREEMAN, BARBARA",COMMUNITY SCHOOL DISTRICT 13,1966-07-01T00:00:00.000,ERIC GRANDE,K813,48,23100,Field Support Center - Brooklyn North,"{'latitude': '40.684286', 'longitude': '-73.960536', 'human_address': '{""address"": ""170 GATES AVENUE"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11238""}'}"
11X180      ,321100010180,General Academic,"ROSS PORTER, MEISHA",COMMUNITY SCHOOL DISTRICT 11,1972-07-01T00:00:00.000,MARLON WILLIAMS,X10C,2,46201,Field Support Center - Bronx,"{'latitude': '40.874035', 'longitude': '-73.831669', 'human_address': '{""address"": ""700 BAYCHESTER AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10475""}'}"
17K484      ,331700010484,General Academic,"ELLIS, CLARENCE",COMMUNITY SCHOOL DISTRICT 17,2006-07-01T00:00:00.000,Michele Luard,K817,17,36300,Field Support Center - Brooklyn South,"{'latitude': '40.673124', 'longitude': '-73.920095', 'human_address': '{""address"": ""430 HOWARD AVENUE"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11233""}'}"
20K505      ,332000011505,General Academic,,,1965-07-01T00:00:00.000,Melanie Katz,HS06,18,46800,Field Support Center - Brooklyn South,"{'latitude': '40.621299', 'longitude': '-73.982583', 'human_address': '{""address"": ""5800 20 AVENUE"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11204""}'}"
19K171      ,331900010171,General Academic,THOMAS MCBRYDE JR,COMMUNITY SCHOOL DISTRICT 19,1912-07-01T00:00:00.000,Indira Mota,K819,37,118400,Field Support Center - Brooklyn North,"{'latitude': '40.685852', 'longitude': '-73.869434', 'human_address': '{""address"": ""528 RIDGEWOOD AVENUE"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11208""}'}"
11X144      ,321100010144,General Academic,"ROSS PORTER, MEISHA",COMMUNITY SCHOOL DISTRICT 11,1968-07-01T00:00:00.000,Ellen Barrett,X10C,12,31000,Field Support Center - Bronx,"{'latitude': '40.863842', 'longitude': '-73.836525', 'human_address': '{""address"": ""2545 GUNTHER AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10469""}'}"
14K016      ,331400010016,General Academic,"WINNICKI, ALICJA",COMMUNITY SCHOOL DISTRICT 14,1918-07-01T00:00:00.000,MARY RENNY,K814,38,53500,Field Support Center - Brooklyn North,"{'latitude': '40.706069', 'longitude': '-73.962049', 'human_address': '{""address"": ""157 WILSON STREET"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11211""}'}"
02M400      ,310200011400,General Academic,,,1996-06-05T00:00:00.000,Amber Najmi Shadid,HS04,10,13900,Field Support Center - Manhattan,"{'latitude': '40.767848', 'longitude': '-73.98861', 'human_address': '{""address"": ""444 WEST 56 STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10019""}'}"
09X058      ,320900010058,General Academic,"RODRIGUEZ-ROSARIO, LETICIA",COMMUNITY SCHOOL DISTRICT 09,1890-07-01T00:00:00.000,VELMA GUNN,X809,22,39500,Field Support Center - Bronx,"{'latitude': '40.846383', 'longitude': '-73.898826', 'human_address': '{""address"": ""459 EAST 176 STREET"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10457""}'}"
09X035      ,320900010035,General Academic,"RODRIGUEZ-ROSARIO, LETICIA",COMMUNITY SCHOOL DISTRICT 09,1903-07-01T00:00:00.000,GRACIELA NAVARRO,X809,42,18302,Field Support Center - Bronx,"{'latitude': '40.828009', 'longitude': '-73.917705', 'human_address': '{""address"": ""261 EAST 163 STREET"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10451""}'}"
12X129      ,321200010129,General Academic,"ESPINAL PACHECO, RAFAELA",COMMUNITY SCHOOL DISTRICT 12,1971-07-01T00:00:00.000,Raymond Granda,X812,22,37100,Field Support Center - Bronx,"{'latitude': '40.846128', 'longitude': '-73.886721', 'human_address': '{""address"": ""2055 MAPES AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10460""}'}"
08X123      ,320800010123,General Academic,"AMES, KAREN",COMMUNITY SCHOOL DISTRICT 08,1953-07-01T00:00:00.000,RICHARD HALLENBECK JR,X808,31,4800,Field Support Center - Bronx,"{'latitude': '40.824989', 'longitude': '-73.874162', 'human_address': '{""address"": ""1025 MORRISON AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10472""}'}"
20K264      ,332000010264,General Academic,"COSTANTINO, KARINA",COMMUNITY SCHOOL DISTRICT 20,2010-07-01T00:00:00.000,Patrice Edison,K820,44,6000,Field Support Center - Brooklyn South,"{'latitude': '40.621025', 'longitude': '-74.029444', 'human_address': '{""address"": ""371 89th Street"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11209""}'}"
14K478      ,331400011478,General Academic,,,1996-08-26T00:00:00.000,Holger Carrillo,HS05,30,48500,Field Support Center - Brooklyn North,"{'latitude': '40.711134', 'longitude': '-73.938921', 'human_address': '{""address"": ""850 GRAND STREET"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11211""}'}"
10X091      ,321000010091,General Academic,"HULLA, MARIBEL",COMMUNITY SCHOOL DISTRICT 10,1929-07-01T00:00:00.000,Meridith Struhl Nasjlett,X810,29,25100,Field Support Center - Bronx,"{'latitude': '40.858286', 'longitude': '-73.907494', 'human_address': '{""address"": ""2200 AQUEDUCT AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10453""}'}"
19K290      ,331900010290,General Academic,THOMAS MCBRYDE JR,COMMUNITY SCHOOL DISTRICT 19,1979-07-01T00:00:00.000,BRIGITTE NEWELL,K819,37,119800,Field Support Center - Brooklyn North,"{'latitude': '40.678182', 'longitude': '-73.889375', 'human_address': '{""address"": ""135 SCHENCK AVENUE"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11207""}'}"
06M540      ,310600011540,General Academic,,,1926-07-01T00:00:00.000,David Fanning,HS07,36,21703,Field Support Center - Manhattan,"{'latitude': '40.8185', 'longitude': '-73.949929', 'human_address': '{""address"": ""443 WEST 135 STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10031""}'}"
08X100      ,320800010100,General Academic,"AMES, KAREN",COMMUNITY SCHOOL DISTRICT 08,1961-07-01T00:00:00.000,CHAD ALTMAN,X808,31,4200,Field Support Center - Bronx,"{'latitude': '40.822552', 'longitude': '-73.86276', 'human_address': '{""address"": ""800 TAYLOR AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10473""}'}"
17K191      ,331700010191,General Academic,"ELLIS, CLARENCE",COMMUNITY SCHOOL DISTRICT 17,1938-07-01T00:00:00.000,ELSI CAPOLONGO,K817,17,35900,Field Support Center - Brooklyn South,"{'latitude': '40.67173', 'longitude': '-73.924127', 'human_address': '{""address"": ""1600 PARK PLACE"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11233""}'}"
13K054      ,331300010054,General Academic,"FREEMAN, BARBARA",COMMUNITY SCHOOL DISTRICT 13,1922-07-01T00:00:00.000,Anthony Pirro,K813,38,24100,Field Support Center - Brooklyn North,"{'latitude': '40.692616', 'longitude': '-73.952504', 'human_address': '{""address"": ""195 SANDFORD STREET"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11205""}'}"
06M173      ,310600010173,General Academic,"RAMIREZ, MANUEL",COMMUNITY SCHOOL DISTRICT 06,1926-07-01T00:00:00.000,RACHAEL GARCIA,M806,39,26300,Field Support Center - Manhattan,"{'latitude': '40.845459', 'longitude': '-73.939785', 'human_address': '{""address"": ""306 FORT WASHINGTON AVENUE"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10033""}'}"
20K112      ,332000010112,General Academic,"COSTANTINO, KARINA",COMMUNITY SCHOOL DISTRICT 20,1905-07-01T00:00:00.000,LOUISE ALFANO,K820,44,19000,Field Support Center - Brooklyn South,"{'latitude': '40.619417', 'longitude': '-74.000565', 'human_address': '{""address"": ""7115 15 AVENUE"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11228""}'}"
12X195      ,321200010195,General Academic,"ESPINAL PACHECO, RAFAELA",COMMUNITY SCHOOL DISTRICT 12,1999-07-01T00:00:00.000,Unal Karakas,X812,31,5400,Field Support Center - Bronx,"{'latitude': '40.830811', 'longitude': '-73.877305', 'human_address': '{""address"": ""1250 WARD AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10472""}'}"
17K092      ,331700010092,General Academic,"ELLIS, CLARENCE",COMMUNITY SCHOOL DISTRICT 17,1906-07-01T00:00:00.000,John Samerson,K817,11,80200,Field Support Center - Brooklyn South,"{'latitude': '40.656276', 'longitude': '-73.95381', 'human_address': '{""address"": ""601 PARKSIDE AVENUE"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11226""}'}"
18K576      ,331800011576,General Academic,,,2007-07-01T00:00:00.000,Claubentz Dieujuste,HS06,8,95000,Field Support Center - Brooklyn South,"{'latitude': '40.634451', 'longitude': '-73.916927', 'human_address': '{""address"": ""6565 FLATLANDS AVENUE"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11236""}'}"
20K179      ,332000010179,General Academic,"COSTANTINO, KARINA",COMMUNITY SCHOOL DISTRICT 20,1915-07-01T00:00:00.000,BERNEL CONNELLY THOMAS,K820,27,48800,Field Support Center - Brooklyn South,"{'latitude': '40.640127', 'longitude': '-73.97726', 'human_address': '{""address"": ""202 AVENUE C"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11218""}'}"
