source_relation,amazon_order_id,marketplace_id,replaced_order_id,seller_order_id,buyer_info_purchase_order_number,purchase_date,sales_channel,order_channel,order_type,order_status,payment_method,order_total_amount,order_total_currency_code,promise_response_due_date,last_update_date,latest_delivery_date,latest_ship_date,number_of_items_shipped,number_of_items_unshipped,earliest_delivery_date,earliest_ship_date,easy_ship_shipment_status,electronic_invoice_status,fulfillment_channel,fulfillment_supply_source_id,has_regulated_items,is_access_point_order,is_business_order,is_estimated_ship_date_set,is_global_express_enabled,is_iba,is_ispu,is_premium_order,is_prime,is_replacement_order,is_sold_by_ab,ship_service_level,shipment_service_level_category,automated_shipping_setting_automated_carrier,automated_shipping_setting_automated_ship_method,automated_shipping_setting_has_automated_shipping_settings,default_ship_from_location_address_line_1,default_ship_from_location_address_line_2,default_ship_from_location_address_line_3,default_ship_from_location_address_type,default_ship_from_location_city,default_ship_from_location_country_code,default_ship_from_location_county,default_ship_from_location_district,default_ship_from_location_municipality,default_ship_from_location_name,default_ship_from_location_phone,default_ship_from_location_postal_code,default_ship_from_location_state_or_region,shipping_address_address_type,shipping_address_city,shipping_address_country_code,shipping_address_county,shipping_address_district,shipping_address_municipality,shipping_address_postal_code,shipping_address_state_or_region
amazon_selling_partner.public,ORDER00079,MPIDRANDOM,REPLACED_ORDER_7108,SELLER_ORDER_7144,PO-6949,2025-01-20 18:11:28,Amazon.de,Amazon.com,Preorder,Unshipped,Invoice,221.610000,USD,2025-02-02 18:11:28,2025-01-18 18:11:28,2025-02-02 00:00:00,2025-02-05 00:00:00,6,2,2025-02-05 00:00:28.112,2025-01-25 00:00:28.112,Lost,NotFound,MFN,Source-77,f,f,f,t,t,t,t,f,t,t,f,Same-Day,SameDay,UPS,Same-Day,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA
amazon_selling_partner.public,ORDER00080,MPIDRANDOM,REPLACED_ORDER_2324,SELLER_ORDER_8118,PO-8274,2025-01-06 18:11:28,Amazon.ca,Amazon.de,Preorder,Shipped,Invoice,475.820000,USD,2025-02-02 18:11:28,2025-01-28 18:11:28,2025-02-05 00:00:00,2025-02-08 00:00:00,3,4,2025-02-03 00:00:28.112,2025-01-21 00:00:28.112,PickedUp,Errored,AFN,Source-10,f,t,t,f,t,f,t,f,t,t,t,Same-Day,SameDay,DHL,Two-Day,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA
amazon_selling_partner.public,ORDER00081,MPIDRANDOM,REPLACED_ORDER_9456,SELLER_ORDER_5143,PO-2634,2024-12-31 18:11:28,Amazon.ca,Amazon.de,Preorder,Canceled,Invoice,33.760000,USD,2025-01-29 18:11:28,2025-01-14 18:11:28,2025-01-30 00:00:00,2025-02-12 00:00:00,8,2,2025-02-02 00:00:28.112,2025-01-18 00:00:28.112,PendingPickUp,Errored,AFN,Source-26,t,f,f,f,f,t,f,t,t,t,f,Standard,SameDay,DHL,Standard,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,
amazon_selling_partner.public,ORDER00082,MPIDRANDOM,REPLACED_ORDER_9763,SELLER_ORDER_1251,PO-6766,2024-12-29 18:11:28,Amazon.de,Amazon.com,BackOrder,Shipped,Invoice,229.350000,USD,2025-01-28 18:11:28,2024-12-30 18:11:28,2025-02-02 00:00:00,2025-02-11 00:00:00,4,5,2025-02-05 00:00:28.112,2025-01-23 00:00:28.112,PickedUp,Errored,MFN,Source-47,t,t,f,f,f,f,f,t,f,f,t,Same-Day,SecondDay,USPS,Two-Day,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,
amazon_selling_partner.public,ORDER00083,MPIDRANDOM,REPLACED_ORDER_6078,SELLER_ORDER_9866,PO-6420,2025-01-02 18:11:28,Amazon.de,Amazon.de,BackOrder,Pending,Invoice,334.290000,USD,2025-01-29 18:11:28,2025-01-13 18:11:28,2025-01-31 00:00:00,2025-02-05 00:00:00,0,8,2025-01-30 00:00:28.112,2025-01-26 00:00:28.112,Delivered,Errored,AFN,Source-71,t,t,t,f,f,t,f,t,f,t,t,Two-Day,SecondDay,DHL,Expedited,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,
amazon_selling_partner.public,ORDER00084,MPIDRANDOM,REPLACED_ORDER_1833,SELLER_ORDER_9841,PO-8994,2025-01-12 18:11:28,Amazon.de,Amazon.ca,BackOrder,Shipped,Invoice,444.640000,USD,2025-02-01 18:11:28,2025-01-08 18:11:28,2025-02-07 00:00:00,2025-02-09 00:00:00,0,7,2025-02-07 00:00:28.112,2025-01-23 00:00:28.112,Damaged,Errored,MFN,Source-29,t,t,t,f,t,t,t,t,f,f,t,Two-Day,SecondDay,FedEx,Standard,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,
amazon_selling_partner.public,ORDER00085,MPIDRANDOM,REPLACED_ORDER_5596,SELLER_ORDER_7300,PO-4640,2025-01-08 18:11:28,Amazon.com,Amazon.de,BackOrder,Shipped,Invoice,456.700000,USD,2025-01-28 18:11:28,2025-01-21 18:11:28,2025-01-30 00:00:00,2025-02-04 00:00:00,3,8,2025-01-29 00:00:28.112,2025-01-19 00:00:28.112,PickedUp,Errored,AFN,Source-62,f,t,f,f,t,t,t,t,t,t,f,Expedited,SecondDay,USPS,Standard,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA
amazon_selling_partner.public,ORDER00086,MPIDRANDOM,REPLACED_ORDER_8301,SELLER_ORDER_9257,PO-2552,2025-01-20 18:11:28,Amazon.ca,Amazon.com,BackOrder,Pending,Invoice,133.020000,USD,2025-01-28 18:11:28,2025-01-15 18:11:28,2025-01-30 00:00:00,2025-02-05 00:00:00,2,1,2025-02-02 00:00:28.112,2025-01-22 00:00:28.112,PickedUp,Errored,MFN,Source-1,t,t,f,f,t,t,f,f,t,t,t,Standard,SecondDay,USPS,Same-Day,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA
amazon_selling_partner.public,ORDER00087,MPIDRANDOM,REPLACED_ORDER_6373,SELLER_ORDER_2585,PO-9549,2025-01-19 18:11:28,Amazon.ca,Amazon.com,BackOrder,Shipped,Invoice,76.800000,USD,2025-02-02 18:11:28,2025-01-04 18:11:28,2025-02-05 00:00:00,2025-02-08 00:00:00,10,6,2025-02-02 00:00:28.112,2025-01-20 00:00:28.112,PendingPickUp,Errored,AFN,Source-61,t,f,f,t,t,f,f,f,t,f,t,Standard,Expedited,UPS,Two-Day,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA
amazon_selling_partner.public,ORDER00088,MPIDRANDOM,REPLACED_ORDER_1439,SELLER_ORDER_1810,PO-8606,2025-01-25 18:11:28,Amazon.de,Amazon.ca,BackOrder,Unshipped,Invoice,60.870000,USD,2025-01-30 18:11:28,2025-01-04 18:11:28,2025-02-02 00:00:00,2025-02-09 00:00:00,6,8,2025-01-30 00:00:28.112,2025-01-21 00:00:28.112,PickedUp,Errored,AFN,Source-41,t,t,t,f,t,t,t,t,f,t,t,Standard,Scheduled,DHL,Expedited,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA
amazon_selling_partner.public,ORDER00089,MPIDRANDOM,REPLACED_ORDER_2265,SELLER_ORDER_5522,PO-5570,2025-01-20 18:11:28,Amazon.de,Amazon.ca,BackOrder,Canceled,Invoice,476.240000,USD,2025-01-30 18:11:28,2025-01-01 18:11:28,2025-02-04 00:00:00,2025-02-08 00:00:00,7,2,2025-02-07 00:00:28.112,2025-01-21 00:00:28.112,PendingPickUp,Errored,AFN,Source-49,f,f,f,t,t,t,t,f,f,t,t,Expedited,Scheduled,DHL,Standard,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA
amazon_selling_partner.public,ORDER00090,MPIDRANDOM,REPLACED_ORDER_6420,SELLER_ORDER_1991,PO-8060,2024-12-29 18:11:28,Amazon.de,Amazon.ca,BackOrder,Pending,Invoice,293.040000,USD,2025-01-29 18:11:28,2025-01-10 18:11:28,2025-02-07 00:00:00,2025-02-04 00:00:00,3,1,2025-02-05 00:00:28.112,2025-01-20 00:00:28.112,PendingPickUp,Errored,AFN,Source-12,t,t,f,f,f,f,t,f,f,t,f,Same-Day,Scheduled,FedEx,Expedited,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA
amazon_selling_partner.public,ORDER00091,MPIDRANDOM,REPLACED_ORDER_6411,SELLER_ORDER_4899,PO-6255,2025-01-24 18:11:28,Amazon.com,Amazon.ca,BackOrder,Shipped,Invoice,361.010000,USD,2025-01-31 18:11:28,2025-01-24 18:11:28,2025-02-04 00:00:00,2025-02-10 00:00:00,4,7,2025-02-04 00:00:28.112,2025-01-26 00:00:28.112,PickedUp,Accepted,MFN,Source-71,t,f,f,t,t,t,t,t,t,f,t,Standard,Scheduled,UPS,Two-Day,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA
amazon_selling_partner.public,ORDER00092,MPIDRANDOM,REPLACED_ORDER_2469,SELLER_ORDER_6206,PO-1853,2025-01-22 18:11:28,Amazon.de,Amazon.de,SourcingOnDemandOrder,Unshipped,Invoice,375.510000,USD,2025-02-01 18:11:28,2025-01-09 18:11:28,2025-01-31 00:00:00,2025-02-03 00:00:00,3,4,2025-02-07 00:00:28.112,2025-01-20 00:00:28.112,PendingPickUp,Accepted,AFN,Source-81,t,f,t,t,f,t,t,f,t,t,t,Standard,Scheduled,UPS,Same-Day,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA
amazon_selling_partner.public,ORDER00093,MPIDRANDOM,REPLACED_ORDER_5044,SELLER_ORDER_7168,PO-6857,2025-01-16 18:11:28,Amazon.de,Amazon.de,SourcingOnDemandOrder,Unshipped,Invoice,129.800000,USD,2025-01-28 18:11:28,2025-01-16 18:11:28,2025-01-31 00:00:00,2025-02-07 00:00:00,6,10,2025-02-02 00:00:28.112,2025-01-24 00:00:28.112,PickedUp,Accepted,MFN,Source-39,t,f,f,t,t,t,t,f,t,t,t,Same-Day,Scheduled,UPS,Two-Day,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA
amazon_selling_partner.public,ORDER00094,MPIDRANDOM,REPLACED_ORDER_9189,SELLER_ORDER_3049,PO-9176,2025-01-07 18:11:28,Amazon.ca,Amazon.de,SourcingOnDemandOrder,Pending,Invoice,483.890000,USD,2025-01-29 18:11:28,2025-01-05 18:11:28,2025-02-06 00:00:00,2025-02-08 00:00:00,4,6,2025-02-03 00:00:28.112,2025-01-22 00:00:28.112,Delivered,Accepted,MFN,Source-70,t,f,f,t,t,t,f,f,t,f,f,Expedited,Standard,USPS,Expedited,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA
amazon_selling_partner.public,ORDER00095,MPIDRANDOM,REPLACED_ORDER_3257,SELLER_ORDER_5139,PO-1819,2025-01-22 18:11:28,Amazon.com,Amazon.ca,SourcingOnDemandOrder,Canceled,Invoice,319.230000,USD,2025-02-02 18:11:28,2025-01-02 18:11:28,2025-01-30 00:00:00,2025-02-09 00:00:00,2,6,2025-01-30 00:00:28.112,2025-01-18 00:00:28.112,Delivered,Accepted,MFN,Source-14,f,t,t,t,f,t,f,f,f,t,f,Same-Day,Standard,UPS,Expedited,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA
amazon_selling_partner.public,ORDER00096,MPIDRANDOM,REPLACED_ORDER_1313,SELLER_ORDER_6097,PO-6984,2025-01-20 18:11:28,Amazon.de,Amazon.com,SourcingOnDemandOrder,Pending,Invoice,260.900000,USD,2025-01-29 18:11:28,2024-12-31 18:11:28,2025-01-31 00:00:00,2025-02-10 00:00:00,1,8,2025-01-31 00:00:28.112,2025-01-20 00:00:28.112,PendingPickUp,Accepted,AFN,Source-95,f,t,t,t,f,t,t,t,f,t,t,Standard,Standard,DHL,Standard,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,,CA
amazon_selling_partner.public,ORDER00097,MPIDRANDOM,REPLACED_ORDER_1909,SELLER_ORDER_3415,PO-2511,2025-01-05 18:11:28,Amazon.de,Amazon.com,SourcingOnDemandOrder,Shipped,Invoice,268.280000,USD,2025-02-01 18:11:28,2025-01-18 18:11:28,2025-02-02 00:00:00,2025-02-11 00:00:00,5,0,2025-02-02 00:00:28.112,2025-01-27 00:00:28.112,PendingPickUp,Accepted,AFN,Source-88,f,t,t,t,f,t,f,f,f,t,t,Two-Day,Standard,DHL,Standard,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,,CA
amazon_selling_partner.public,ORDER00098,MPIDRANDOM,REPLACED_ORDER_1154,SELLER_ORDER_1570,PO-4845,2025-01-01 18:11:28,Amazon.de,Amazon.ca,SourcingOnDemandOrder,Shipped,Invoice,324.190000,USD,2025-01-29 18:11:28,2025-01-14 18:11:28,2025-02-07 00:00:00,2025-02-02 00:00:00,10,9,2025-02-07 00:00:28.112,2025-01-25 00:00:28.112,PickedUp,Accepted,AFN,Source-66,t,f,f,t,f,f,f,f,t,t,f,Standard,Standard,UPS,Standard,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,,
amazon_selling_partner.public,ORDER00099,MPIDRANDOM,REPLACED_ORDER_6866,SELLER_ORDER_4306,PO-2719,2025-01-25 18:11:28,Amazon.de,Amazon.ca,SourcingOnDemandOrder,Shipped,Invoice,139.740000,USD,2025-02-01 18:11:28,2025-01-28 18:11:28,2025-02-04 00:00:00,2025-02-07 00:00:00,1,10,2025-01-30 00:00:28.112,2025-01-24 00:00:28.112,PendingPickUp,Accepted,MFN,Source-90,t,t,t,t,f,t,f,t,f,f,t,Same-Day,Standard,UPS,Expedited,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,,
