maprojid,typecategory,plannedcommit_ccnonexempt,plannedcommit_ccexempt,adopt_total,spent_ccnonexempt,magencyname,spent_citycost,commit_ccnonexempt,the_geom,adopt_noncitycost,allocate_nccstate,ccpversion,adopt_ccnonexempt,commit_nccstate,commit_noncitycost,allocate_noncitycost
850HLXNUNION,"ITT, Vehicles, and Equipment",85000.0,0.0,134000.0,0.0,Department of Design and Construction,0.0,48860.0,"{'type': 'MultiPoint', 'coordinates': [[-73.89597144399991, 40.86062876525241]]}",0.0,0.0,fisa_2026,134000.0,0.0,0.0,0.0
826PS-276,"ITT, Vehicles, and Equipment",0.0,22026000.0,145382000.0,0.0,Department of Environmental Protection,66241608.49,0.0,"{'type': 'MultiPoint', 'coordinates': [[-74.07429895011565, 40.63549745839613]]}",0.0,0.0,fisa_2026,0.0,0.0,0.0,0.0
850PVLAMANEX,Fixed Asset,0.0,0.0,185000.0,145903.78,Department of Design and Construction,145903.78,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.99022846120195, 40.726282424898024]]}",0.0,0.0,fisa_2026,185000.0,0.0,0.0,0.0
850LBM14BWRF,Fixed Asset,3006000.0,0.0,3431000.0,387466.71,Department of Design and Construction,387466.71,86918.2,"{'type': 'MultiPoint', 'coordinates': [[-73.91221288341829, 40.69746868978742]]}",0.0,0.0,fisa_2026,3431000.0,0.0,0.0,0.0
826HP-238-L,Fixed Asset,0.0,28822000.0,411797000.0,0.0,Department of Environmental Protection,301728264.97,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.88297191087457, 40.803235377460304]]}",0.0,0.0,fisa_2026,0.0,0.0,0.0,0.0
801PV467ELMB,Fixed Asset,0.0,0.0,4195000.0,4109294.37,Department of Small Business Services,4109294.37,1261.62,"{'type': 'MultiPoint', 'coordinates': [[-73.9513698086824, 40.79309060560057]]}",0.0,0.0,fisa_2026,4195000.0,0.0,0.0,0.0
827S136-383G,"ITT, Vehicles, and Equipment",459000.0,0.0,8618000.0,5985160.24,Department of Sanitation,5985160.24,2352543.85,"{'type': 'MultiPoint', 'coordinates': [[-73.90188393787535, 40.654201780940504]]}",0.0,0.0,fisa_2026,8618000.0,0.0,0.0,0.0
806NDF-18ECC,Fixed Asset,1881000.0,0.0,3869000.0,1275315.96,Housing Preservation and Development,1275315.96,649684.04,"{'type': 'MultiPoint', 'coordinates': [[-73.99052707625773, 40.720535802856446]]}",0.0,0.0,fisa_2026,3869000.0,0.0,0.0,0.0
806RCASAM,Fixed Asset,250000.0,0.0,250000.0,0.0,Housing Preservation and Development,0.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.94804651150055, 40.78938651422909]]}",0.0,0.0,fisa_2026,250000.0,0.0,0.0,0.0
111FISA4ADC,"ITT, Vehicles, and Equipment",0.0,0.0,9248000.0,9246246.03,Unknown,9246246.03,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.9987822314227, 40.75354369990801]]}",0.0,0.0,fisa_2026,9248000.0,0.0,0.0,0.0
850HLDNTRANS,"ITT, Vehicles, and Equipment",0.0,0.0,70000.0,70410.0,Department of Design and Construction,70410.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.80018148320676, 40.791945039411466]]}",0.0,0.0,fisa_2026,70000.0,0.0,0.0,0.0
806HAM20GCBR,Fixed Asset,271000.0,0.0,650000.0,338897.87,Housing Preservation and Development,338897.87,39846.68,"{'type': 'MultiPoint', 'coordinates': [[-73.92041714670077, 40.63633214141]]}",0.0,0.0,fisa_2026,650000.0,0.0,0.0,0.0
82626W-148-L,"ITT, Vehicles, and Equipment",0.0,10445000.0,10445000.0,0.0,Department of Environmental Protection,0.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.87901633622818, 40.65241235914703]]}",0.0,0.0,fisa_2026,0.0,0.0,0.0,0.0
846P-4BWIDEP,Lump Sum,100000.0,0.0,2449000.0,1668508.44,Department of Parks and Recreation,1668508.44,680676.26,"{'type': 'MultiPoint', 'coordinates': [[-73.85823663144906, 40.687255700464], [-73.83580963792221, 40.71111969553606], [-73.8236946369651, 40.78261468125333]]}",0.0,0.0,fisa_2026,2449000.0,0.0,0.0,0.0
850SANBROAD2,Fixed Asset,0.0,0.0,0.0,0.0,Department of Design and Construction,0.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.81980506986649, 40.60097477140497]]}",0.0,0.0,fisa_2026,0.0,0.0,0.0,0.0
801P-1ORCHPA,Fixed Asset,11690000.0,0.0,110161000.0,61614527.69,Department of Small Business Services,61614527.69,27753631.58,"{'type': 'MultiPoint', 'coordinates': [[-73.79482133433396, 40.866219038406825]]}",20000000.0,0.0,fisa_2026,90161000.0,1073373.74,1073373.74,0.0
042BX022-009,Fixed Asset,0.0,0.0,959000.0,952983.79,City University of New York,952983.79,5341.21,"{'type': 'MultiPoint', 'coordinates': [[-73.91466239487245, 40.85800807852575]]}",0.0,0.0,fisa_2026,959000.0,0.0,0.0,0.0
801HLWYCKOFF,Fixed Asset,5800000.0,0.0,5800000.0,0.0,Department of Small Business Services,0.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.91768196796497, 40.70409976957808]]}",0.0,0.0,fisa_2026,5800000.0,0.0,0.0,0.0
072C-101WEST,Fixed Asset,498000.0,0.0,17995000.0,14381951.92,Department of Correction,14381951.92,1513800.38,"{'type': 'MultiPoint', 'coordinates': [[-73.88829092826217, 40.793530331149626]]}",0.0,0.0,fisa_2026,17995000.0,0.0,0.0,0.0
850LQQBHHVAC,Fixed Asset,592000.0,0.0,4396000.0,3332470.24,Department of Design and Construction,3332470.24,271454.45,"{'type': 'MultiPoint', 'coordinates': [[-73.82514627615792, 40.74290651484941]]}",0.0,0.0,fisa_2026,4396000.0,0.0,0.0,0.0
801SANCT4FAM,Lump Sum,654000.0,0.0,654000.0,0.0,Department of Small Business Services,0.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.92373863166328, 40.820676683805274]]}",0.0,0.0,fisa_2026,654000.0,0.0,0.0,0.0
846P-1CROT13,Fixed Asset,18796000.0,102000.0,47119000.0,15560919.93,Department of Parks and Recreation,25282956.47,7905336.68,"{'type': 'MultiPoint', 'coordinates': [[-73.87296961467977, 40.90324665933516]]}",0.0,0.0,fisa_2026,34884000.0,0.0,0.0,0.0
850LNCA13HUD,Fixed Asset,0.0,0.0,532000.0,531981.7,Department of Design and Construction,531981.7,0.0,"{'type': 'MultiPoint', 'coordinates': [[-74.00533158205782, 40.729886697927704]]}",0.0,0.0,fisa_2026,532000.0,0.0,0.0,0.0
806HAM17LGPL,Fixed Asset,37000.0,0.0,350000.0,312724.06,Housing Preservation and Development,312724.06,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.83038479139672, 40.76594513061761]]}",0.0,0.0,fisa_2026,350000.0,0.0,0.0,0.0
801PWDNCAH,Lump Sum,16800000.0,0.0,16800000.0,0.0,Department of Small Business Services,0.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.91783100107558, 40.67847530329643]]}",0.0,0.0,fisa_2026,16800000.0,0.0,0.0,0.0
846P-108SKTE,Fixed Asset,0.0,0.0,1622000.0,1611975.65,Department of Parks and Recreation,1611975.65,4876.33,"{'type': 'MultiPoint', 'coordinates': [[-73.89878460635397, 40.887733663094515]]}",0.0,0.0,fisa_2026,1622000.0,0.0,0.0,0.0
801HLKNWYCK,Lump Sum,0.0,0.0,0.0,0.0,Department of Small Business Services,0.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.91768196796497, 40.70409976957808]]}",0.0,0.0,fisa_2026,0.0,0.0,0.0,0.0
846P-1FACDCR,Fixed Asset,994000.0,0.0,1135000.0,138000.0,Department of Parks and Recreation,138000.0,875000.0,"{'type': 'MultiPoint', 'coordinates': [[-73.89805160959666, 40.839785672644155]]}",0.0,0.0,fisa_2026,1135000.0,0.0,0.0,0.0
846P-1PNYR07,Fixed Asset,0.0,0.0,257000.0,235345.56,Department of Parks and Recreation,235345.56,21507.07,"{'type': 'MultiPoint', 'coordinates': [[-73.87686471906734, 40.842385211397094]]}",0.0,0.0,fisa_2026,257000.0,0.0,0.0,0.0
850HLDNAPCHA,Fixed Asset,0.0,0.0,0.0,0.0,Department of Design and Construction,0.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-74.00217748902018, 40.71857553976729]]}",0.0,0.0,fisa_2026,0.0,0.0,0.0,0.0
037LNXA11BXT,"ITT, Vehicles, and Equipment",0.0,0.0,367000.0,366661.0,New York Public Library,366661.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.89450149951952, 40.86297260757127]]}",0.0,0.0,fisa_2026,367000.0,0.0,0.0,0.0
850AGDNMETRY,"ITT, Vehicles, and Equipment",0.0,0.0,0.0,0.0,Department of Design and Construction,0.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-74.01051990018131, 40.70821086193211]]}",0.0,0.0,fisa_2026,0.0,0.0,0.0,0.0
806BONNER,Lump Sum,750000.0,0.0,750000.0,0.0,Housing Preservation and Development,0.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.91516777378719, 40.82458456337233]]}",0.0,0.0,fisa_2026,750000.0,0.0,0.0,0.0
826PS-288,Fixed Asset,0.0,10400000.0,39775000.0,0.0,Department of Environmental Protection,3278181.52,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.86405373696681, 40.890811976490305]]}",0.0,0.0,fisa_2026,0.0,0.0,0.0,0.0
850HRDNOPORT,Lump Sum,0.0,0.0,0.0,0.0,Department of Design and Construction,0.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.9437946296938, 40.70120395875852]]}",0.0,0.0,fisa_2026,0.0,0.0,0.0,0.0
826OH-91-L,Fixed Asset,0.0,12015000.0,379952000.0,0.0,Department of Environmental Protection,64692749.77,0.0,"{'type': 'MultiPoint', 'coordinates': [[-74.03525335048244, 40.641831809957864]]}",0.0,0.0,fisa_2026,0.0,0.0,0.0,0.0
850HLDNIMEDC,"ITT, Vehicles, and Equipment",0.0,0.0,0.0,0.0,Department of Design and Construction,0.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.93736600629641, 40.67843136577362]]}",0.0,0.0,fisa_2026,0.0,0.0,0.0,0.0
856PW77115CH,Fixed Asset,3731000.0,0.0,4631000.0,0.0,Department of Citywide Administrative Services,0.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.9939272266235, 40.71867421044662]]}",0.0,0.0,fisa_2026,4631000.0,0.0,0.0,0.0
850HLDNIMXRA,"ITT, Vehicles, and Equipment",284000.0,0.0,284000.0,0.0,Department of Design and Construction,0.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.93736600629641, 40.67843136577362]]}",0.0,0.0,fisa_2026,284000.0,0.0,0.0,0.0
801P-6NEWYN1,Fixed Asset,91000.0,0.0,161490000.0,159566471.61,Department of Small Business Services,159566471.61,41881.68,"{'type': 'MultiPoint', 'coordinates': [[-73.92642822905215, 40.82957395655385]]}",1000000.0,0.0,fisa_2026,160490000.0,0.0,0.0,0.0
806NSENDA,Fixed Asset,1250000.0,0.0,1250000.0,0.0,Housing Preservation and Development,0.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.91518135532125, 40.813929573945956]]}",0.0,0.0,fisa_2026,1250000.0,0.0,0.0,0.0
071HH115BFRR,Fixed Asset,7711000.0,0.0,8411000.0,203608.52,Department of Homeless Services,203608.52,676391.48,"{'type': 'MultiPoint', 'coordinates': [[-73.91241161436437, 40.68441670297405]]}",0.0,0.0,fisa_2026,8411000.0,0.0,0.0,0.0
850LNMA12WAS,Fixed Asset,0.0,0.0,5497000.0,5495927.83,Department of Design and Construction,5495927.83,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.93965959711896, 40.834505674859024]]}",0.0,0.0,fisa_2026,5497000.0,0.0,0.0,0.0
039LQMAITEQP,"ITT, Vehicles, and Equipment",26000.0,0.0,26000.0,0.0,Queens Borough Public Library,0.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.89295914862385, 40.72708545436714]]}",0.0,0.0,fisa_2026,26000.0,0.0,0.0,0.0
841HBB224222,Fixed Asset,22181000.0,0.0,22181000.0,0.0,Department of Transportation,0.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.87619108463633, 40.85912165993165]]}",0.0,0.0,fisa_2026,22181000.0,0.0,0.0,0.0
850HLQNSINAI,"ITT, Vehicles, and Equipment",757000.0,0.0,757000.0,0.0,Department of Design and Construction,0.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.81629764476435, 40.70140369711059]]}",0.0,0.0,fisa_2026,757000.0,0.0,0.0,0.0
846P-1AWRWR,Fixed Asset,2857000.0,0.0,3232000.0,84945.48,Department of Parks and Recreation,84945.48,15054.52,"{'type': 'MultiPoint', 'coordinates': [[-73.90944960500846, 40.85663466984728]]}",0.0,0.0,fisa_2026,3232000.0,0.0,0.0,0.0
126PV038ATC2,Fixed Asset,0.0,0.0,0.0,0.0,Department of Cultural Affairs,0.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-74.00320796773013, 40.74134987981626]]}",0.0,0.0,fisa_2026,0.0,0.0,0.0,0.0
846P-5LILOPL,"ITT, Vehicles, and Equipment",0.0,0.0,3695000.0,3694395.34,Department of Parks and Recreation,3694395.34,0.0,"{'type': 'MultiPoint', 'coordinates': [[-74.08505256423447, 40.61147872353044]]}",0.0,0.0,fisa_2026,3695000.0,0.0,0.0,0.0
841HWD10328,Fixed Asset,400000.0,0.0,400000.0,0.0,Department of Transportation,0.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.84478720042479, 40.720156044183376]]}",0.0,0.0,fisa_2026,400000.0,0.0,0.0,0.0
126PV430WNET,"ITT, Vehicles, and Equipment",0.0,0.0,0.0,0.0,Department of Cultural Affairs,0.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.98694186179486, 40.762221847402486]]}",0.0,0.0,fisa_2026,0.0,0.0,0.0,0.0
841TD19-9302,"ITT, Vehicles, and Equipment",1863000.0,0.0,13441000.0,11054687.66,Department of Transportation,11054687.66,701256.35,"{'type': 'MultiPoint', 'coordinates': [[-74.006989677483, 40.71706847439434]]}",4000.0,4000.0,fisa_2026,13437000.0,0.0,0.0,4000.0
850LNCA13TRE,Fixed Asset,23000.0,0.0,1029000.0,895114.04,Department of Design and Construction,895114.04,110070.77,"{'type': 'MultiPoint', 'coordinates': [[-73.89834761003326, 40.84603767136589]]}",0.0,0.0,fisa_2026,1029000.0,0.0,0.0,0.0
801PWQCLUB,,0.0,0.0,5842000.0,5693809.81,Department of Small Business Services,5693809.81,147847.33,"{'type': 'MultiPoint', 'coordinates': [[-73.83529078883059, 40.69167428134232]]}",0.0,0.0,fisa_2026,5842000.0,0.0,0.0,0.0
850HH115SGFA,"ITT, Vehicles, and Equipment",53000.0,0.0,1507000.0,1363942.91,Department of Design and Construction,1363942.91,30831.85,"{'type': 'MultiPoint', 'coordinates': [[-73.76850204155328, 40.66110887248066]]}",0.0,0.0,fisa_2026,1507000.0,0.0,0.0,0.0
801HLUNIONAA,Fixed Asset,750000.0,0.0,750000.0,0.0,Department of Small Business Services,0.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.89597144399991, 40.86062876525241]]}",0.0,0.0,fisa_2026,750000.0,0.0,0.0,0.0
846P-1LZDARF,Fixed Asset,20000.0,0.0,144000.0,99623.86,Department of Parks and Recreation,99623.86,13542.32,"{'type': 'MultiPoint', 'coordinates': [[-73.92495560323265, 40.80778168004528]]}",0.0,0.0,fisa_2026,144000.0,0.0,0.0,0.0
846P-1HVMRCS,Fixed Asset,328000.0,0.0,1934000.0,1459659.5,Department of Parks and Recreation,1459659.5,94675.77,"{'type': 'MultiPoint', 'coordinates': [[-73.84789862663307, 40.82993467241918]]}",0.0,0.0,fisa_2026,1934000.0,0.0,0.0,0.0
827S136-432,Fixed Asset,525000.0,0.0,903000.0,337293.49,Department of Sanitation,337293.49,40646.12,"{'type': 'MultiPoint', 'coordinates': [[-74.01085175300663, 40.704969455019345]]}",0.0,0.0,fisa_2026,903000.0,0.0,0.0,0.0
801HTPRODUC2,Fixed Asset,0.0,0.0,7049000.0,7020465.44,Department of Small Business Services,7020465.44,27831.39,"{'type': 'MultiPoint', 'coordinates': [[-73.87022814499859, 40.80717688763926]]}",0.0,0.0,fisa_2026,7049000.0,0.0,0.0,0.0
850HLDNSTC61,"ITT, Vehicles, and Equipment",0.0,0.0,51000.0,50854.0,Department of Design and Construction,50854.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.92606258005924, 40.67411127757112]]}",0.0,0.0,fisa_2026,51000.0,0.0,0.0,0.0
801CSGFEC,Fixed Asset,3386000.0,0.0,3386000.0,0.0,Department of Small Business Services,0.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-74.02660168392703, 40.6364885905283]]}",0.0,0.0,fisa_2026,3386000.0,0.0,0.0,0.0
801BEDFORDAV,"ITT, Vehicles, and Equipment",5448000.0,0.0,5448000.0,0.0,Department of Small Business Services,0.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.96098578446339, 40.70015720491629]]}",0.0,0.0,fisa_2026,5448000.0,0.0,0.0,0.0
850PWFCNYHUB,"ITT, Vehicles, and Equipment",0.0,0.0,0.0,0.0,Department of Design and Construction,0.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.90826527920495, 40.66850219221248]]}",0.0,0.0,fisa_2026,0.0,0.0,0.0,0.0
072C75NICFAC,Fixed Asset,0.0,0.0,8660000.0,6423204.39,Department of Correction,6423204.39,1713460.34,"{'type': 'MultiPoint', 'coordinates': [[-73.88263961827633, 40.7911176814872]]}",0.0,0.0,fisa_2026,8660000.0,0.0,0.0,0.0
846NDF-CPFSP,Lump Sum,1022000.0,0.0,5469000.0,4247253.47,Department of Parks and Recreation,4247253.47,198201.4,"{'type': 'MultiPoint', 'coordinates': [[-73.92316260130184, 40.83983267325638]]}",0.0,0.0,fisa_2026,5469000.0,0.0,0.0,0.0
801HLEDEN2IO,Fixed Asset,47000.0,0.0,1000000.0,953325.0,Department of Small Business Services,953325.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-74.07684305840188, 40.627571422803506]]}",0.0,0.0,fisa_2026,1000000.0,0.0,0.0,0.0
856PW77137C,Fixed Asset,0.0,0.0,0.0,0.0,Department of Citywide Administrative Services,0.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-74.00090612457649, 40.717102743002116]]}",0.0,0.0,fisa_2026,0.0,0.0,0.0,0.0
071HH115SNRF,Fixed Asset,634000.0,0.0,692000.0,58000.0,Department of Homeless Services,58000.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.88814661451939, 40.81899867637631]]}",0.0,0.0,fisa_2026,692000.0,0.0,0.0,0.0
856PW2931C,Fixed Asset,0.0,0.0,87000.0,86417.0,Department of Citywide Administrative Services,86417.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-74.00367427382345, 40.71296521133095]]}",0.0,0.0,fisa_2026,87000.0,0.0,0.0,0.0
846P-1BOLTPK,Fixed Asset,8712000.0,0.0,10324000.0,732926.21,Department of Parks and Recreation,732926.21,345823.79,"{'type': 'MultiPoint', 'coordinates': [[-73.85636662530455, 40.80535967790709]]}",844000.0,533400.0,fisa_2026,9480000.0,78066.83,78066.83,533400.0
072SANDRNDC,Fixed Asset,22000.0,0.0,8547000.0,365697.2,Department of Correction,365697.2,8103.13,"{'type': 'MultiPoint', 'coordinates': [[-73.88263961827633, 40.7911176814872]]}",7578000.0,0.0,fisa_2026,969000.0,0.0,4657.72,5384757.0
826CS-NC-EKE,Fixed Asset,0.0,6889000.0,61799000.0,0.0,Department of Environmental Protection,51459795.77,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.92292929894259, 40.71820941145804]]}",0.0,0.0,fisa_2026,0.0,0.0,0.0,0.0
846SANDY5-41,,0.0,0.0,69000.0,19695.22,Department of Parks and Recreation,19695.22,769.14,"{'type': 'MultiPoint', 'coordinates': [[-74.19786653404623, 40.51203474697351]]}",48000.0,0.0,fisa_2026,21000.0,0.0,6922.3,577.7
856PWD308CB3,"ITT, Vehicles, and Equipment",50000.0,0.0,50000.0,0.0,Department of Citywide Administrative Services,0.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-74.01087077033365, 40.71436184019319]]}",0.0,0.0,fisa_2026,50000.0,0.0,0.0,0.0
846RE2544DR2,Fixed Asset,0.0,0.0,8665000.0,4853298.14,Department of Parks and Recreation,8490609.83,86259.97,"{'type': 'MultiPoint', 'coordinates': [[-73.95571759673697, 40.749621692476204]]}",0.0,0.0,fisa_2026,4948000.0,0.0,0.0,0.0
801QCHFOREST,Fixed Asset,2750000.0,0.0,2750000.0,0.0,Department of Small Business Services,0.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.8864652742504, 40.73890547703851]]}",0.0,0.0,fisa_2026,2750000.0,0.0,0.0,0.0
801PV209-ARI,Fixed Asset,13850000.0,0.0,13850000.0,0.0,Department of Small Business Services,0.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.94195422441932, 40.668890107023536]]}",0.0,0.0,fisa_2026,13850000.0,0.0,0.0,0.0
827P-300HRP2,Fixed Asset,0.0,0.0,0.0,0.0,Department of Sanitation,0.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-74.01132963647505, 40.73998958158945], [-74.00113555234913, 40.754959989550834]]}",0.0,0.0,fisa_2026,0.0,0.0,0.0,0.0
850PWD9SHEM1,"ITT, Vehicles, and Equipment",1100000.0,0.0,1100000.0,0.0,Department of Design and Construction,0.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.99456028999676, 40.641745794904416]]}",0.0,0.0,fisa_2026,1100000.0,0.0,0.0,0.0
850HLDNMCMH,Fixed Asset,0.0,0.0,0.0,0.0,Department of Design and Construction,0.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.97449997702012, 40.787191703578166]]}",0.0,0.0,fisa_2026,0.0,0.0,0.0,0.0
801B&GCMETRO,,0.0,0.0,491000.0,286260.64,Department of Small Business Services,286260.64,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.83528857316352, 40.69167227452615]]}",0.0,0.0,fisa_2026,491000.0,0.0,0.0,0.0
125AGSNAPVEH,"ITT, Vehicles, and Equipment",126000.0,0.0,464000.0,337135.0,Department for the Aging,337135.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.72799366506177, 40.73680886878294]]}",0.0,0.0,fisa_2026,464000.0,0.0,0.0,0.0
826PS-284,Fixed Asset,0.0,9465000.0,44446000.0,0.0,Department of Environmental Protection,19297220.44,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.78958703891887, 40.78803414474089]]}",0.0,0.0,fisa_2026,0.0,0.0,0.0,0.0
856PW77501EL,Fixed Asset,0.0,0.0,3773000.0,3557615.02,Department of Citywide Administrative Services,3557615.02,180536.5,"{'type': 'MultiPoint', 'coordinates': [[-74.07601454064896, 40.64233085549967]]}",0.0,0.0,fisa_2026,3773000.0,0.0,0.0,0.0
111PO187PR11,Fixed Asset,119000.0,0.0,407000.0,285888.63,Unknown,285888.63,2636.0,"{'type': 'MultiPoint', 'coordinates': [[-74.0017824820239, 40.712176920360996]]}",0.0,0.0,fisa_2026,407000.0,0.0,0.0,0.0
850HLDNMOUNT,"ITT, Vehicles, and Equipment",0.0,0.0,2386000.0,1687040.74,Department of Design and Construction,1687040.74,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.92484275794446, 40.768047116001284]]}",0.0,0.0,fisa_2026,2386000.0,0.0,0.0,0.0
850PWD005NEW,,0.0,0.0,1881000.0,1846935.02,Department of Design and Construction,1846935.02,15000.0,"{'type': 'MultiPoint', 'coordinates': [[-73.99872600123543, 40.74314046027512]]}",0.0,0.0,fisa_2026,1881000.0,0.0,0.0,0.0
826NEWCREEK,Fixed Asset,2809000.0,0.0,79959000.0,67017522.34,Department of Environmental Protection,67017522.34,6261408.97,"{'type': 'MultiPoint', 'coordinates': [[-74.08793992150096, 40.5781847244399]]}",0.0,0.0,fisa_2026,79959000.0,0.0,0.0,0.0
126PV176-BLR,Fixed Asset,10810000.0,0.0,10810000.0,0.0,Department of Cultural Affairs,0.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.87829913075414, 40.84998679501271]]}",0.0,0.0,fisa_2026,10810000.0,0.0,0.0,0.0
850CSDNNCC62,Fixed Asset,67000.0,0.0,67000.0,0.0,Department of Design and Construction,0.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.97953185224907, 40.68865306154471]]}",0.0,0.0,fisa_2026,67000.0,0.0,0.0,0.0
82626W-146-L,Fixed Asset,0.0,0.0,0.0,0.0,Department of Environmental Protection,0.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.87901633622818, 40.65241235914703]]}",0.0,0.0,fisa_2026,0.0,0.0,0.0,0.0
039LQDBRFFE,"ITT, Vehicles, and Equipment",67000.0,0.0,272000.0,191356.39,Queens Borough Public Library,191356.39,12798.47,"{'type': 'MultiPoint', 'coordinates': [[-73.91862192798479, 40.758521289305115]]}",0.0,0.0,fisa_2026,272000.0,0.0,0.0,0.0
850HLDNUCDEN,"ITT, Vehicles, and Equipment",70000.0,0.0,70000.0,0.0,Department of Design and Construction,0.0,61995.0,"{'type': 'MultiPoint', 'coordinates': [[-73.89597144399991, 40.86062876525241]]}",0.0,0.0,fisa_2026,70000.0,0.0,0.0,0.0
850HLMNUMMHC,"ITT, Vehicles, and Equipment",0.0,0.0,95000.0,0.0,Department of Design and Construction,0.0,94780.0,"{'type': 'MultiPoint', 'coordinates': [[-73.9026638560406, 40.83257633160385]]}",0.0,0.0,fisa_2026,95000.0,0.0,0.0,0.0
801P-500LEMO,Fixed Asset,0.0,0.0,0.0,0.0,Department of Small Business Services,0.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-74.20797906363462, 40.51266503754743]]}",0.0,0.0,fisa_2026,0.0,0.0,0.0,0.0
850HLDNODAHC,"ITT, Vehicles, and Equipment",0.0,0.0,0.0,0.0,Department of Design and Construction,0.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.955960209432, 40.697115107092856]]}",0.0,0.0,fisa_2026,0.0,0.0,0.0,0.0
801HARLESPL,Fixed Asset,0.0,0.0,7250000.0,7250156.63,Department of Small Business Services,7250156.63,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.93416568119478, 40.813955700555304]]}",0.0,0.0,fisa_2026,7250000.0,0.0,0.0,0.0
801HOMEPORT2,,73101000.0,0.0,170981000.0,37424080.86,Department of Small Business Services,37424080.86,67375879.02,"{'type': 'MultiPoint', 'coordinates': [[-74.07315411668979, 40.62975334950754]]}",604000.0,0.0,fisa_2026,170377000.0,0.0,4361.59,117.0
801PVMOCADA,Fixed Asset,1000.0,0.0,10513000.0,10251751.53,Department of Small Business Services,10251751.53,257494.5,"{'type': 'MultiPoint', 'coordinates': [[-73.97440927379624, 40.685221073251974]]}",0.0,0.0,fisa_2026,10513000.0,0.0,0.0,0.0
801BNYINFRAW,Fixed Asset,0.0,0.0,28196000.0,32388832.23,Brooklyn Navy Yard,32388832.23,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.97173876791646, 40.699207789348094]]}",0.0,0.0,fisa_2026,28196000.0,0.0,0.0,0.0
126PV274PERI,Fixed Asset,3186000.0,0.0,3186000.0,0.0,Department of Cultural Affairs,0.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.85168466669063, 40.74729035258183]]}",0.0,0.0,fisa_2026,3186000.0,0.0,0.0,0.0
