property_id,property_name,address_1,retail_store_number_of_open,natural_gas_use_kbtu,ambulatory_surgical_center,enclosed_mall_gross_floor,property_gfa_calculated,other_weekly_operating_hours,other_gross_floor_area_ft,parent_property_id,year_ending,office_percent_that_can_be,number_of_buildings,worship_facility_gross_floor,retail_store_number_of_walk,office_weekly_operating_hours,refrigerated_warehouse_gross,weather_normalized_site_eui,difference_from_national_2,hospital_general_medical_3,hospital_general_medical_11,weather_normalized_site_2,college_university_number,nyc_borough_block_and_lot,movie_theater_gross_floor,medical_office_percent_that,adult_education_gross_floor,direct_ghg_emissions_metric,residence_hall_dormitory,data_center_pdu_output_meter,hotel_gym_fitness_center,convention_center_gross_floor,hospital_general_medical_13,hospital_general_medical_6,alert_data_center_does_not,multifamily_housing_resident,bank_branch_gross_floor_area,difference_from_national_1,financial_office_computer,weather_normalized_site_1,largest_property_use_type_1,other_number_of_workers_on,council_district,distribution_center_gross,net_emissions_metric_tons,urgent_care_clinic_other,list_of_all_property_use,district_chilled_water_use,supermarket_grocery_gross,national_median_reference,supermarket_grocery_open,hospital_general_medical_2,medical_office_mri_machine
5990733,Mercer Greene Condominium,92-94 Greene Street,0,3453907.3,Not Available,Not Available,84365,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,2,Not Available,0,Not Available,Not Available,65.7,Not Available,Not Available,Not Available,34539.1,Not Available,1-00499-7505,Not Available,Not Available,Not Available,183.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,-5,Not Available,0.4,76459,Not Available,1.0,Not Available,379.4,Not Available,"Multifamily Housing, Retail Store",Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
4794437,Cypress Garden,139-66 35th Avenue,Not Available,924975.9,Not Available,Not Available,87106,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,151.6,Not Available,Not Available,Not Available,9249.8,Not Available,4-05002-0046,Not Available,Not Available,Not Available,657.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,0.2,Not Available,0.1,87106,Not Available,20.0,Not Available,978.6,Not Available,Senior Care Community,Not Available,Not Available,CBECS - Nursing,Not Available,Not Available,Not Available
3100660,334 E 26th (Vilcek),334 E 26th Street,Not Available,Not Available,Not Available,Not Available,144423,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,72.1,Not Available,Not Available,Not Available,Not Available,Not Available,1-00931-0021,Not Available,Not Available,Not Available,0,144423,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-22.6,Not Available,Not Available,144423,Not Available,2.0,Not Available,799.8,Not Available,Residence Hall/Dormitory,Not Available,Not Available,CBECS - Dormitory,Not Available,Not Available,Not Available
5989567,91 E. 208th Street,91 E. 208th Street,Not Available,3643489.8,Not Available,Not Available,56000,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,87.7,Not Available,Not Available,Not Available,40338.9,Not Available,2033260045,Not Available,Not Available,Not Available,193.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-23.2,Not Available,0.7,56000,Not Available,11.0,Not Available,274.7,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
5976275,2857 West 8th Street,2857 West 8th Street,0,4411400.2,Not Available,Not Available,98801,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,100,1,Not Available,0,65,Not Available,97,Not Available,Not Available,Not Available,46838.7,Not Available,3-07279-0162,Not Available,Not Available,Not Available,234.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-5.3,Not Available,0.5,63205,Not Available,48.0,Not Available,695.2,Not Available,"Office, Retail Store",Not Available,Not Available,CBECS - Office & Bank/Financial,Not Available,Not Available,Not Available
5984503,Even Hotel: 321 West 35th,321 West 35th Street,Not Available,2342699.9,Not Available,Not Available,100000,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,67.8,Not Available,Not Available,Not Available,24761.3,Not Available,1-00759-0027,Not Available,Not Available,Not Available,124.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,0.8,Not Available,0.2,100000,Not Available,3.0,Not Available,529.7,Not Available,Hotel,Not Available,Not Available,CBECS - Hotel & Motel/Inn,Not Available,Not Available,Not Available
2831087,LA GUARDIA ADDITION,282 CHERRY STREET,Not Available,953769.2,Not Available,Not Available,108552,Not Available,Not Available,4473936,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,25.9,Not Available,Not Available,Not Available,9537.7,Not Available,1002560014,Not Available,Not Available,Not Available,50.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-53.3,Not Available,0.1,108552,Not Available,1.0,Not Available,226.7,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
6147979,"133 EQUITIES, LLC - 63 West 137th Street",63 West 137th Street,Not Available,405183,Not Available,Not Available,11000,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,48.9,Not Available,Not Available,Not Available,4313.5,Not Available,1-01735-0008,Not Available,Not Available,Not Available,21.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,-44.8,Not Available,0.4,11000,Not Available,9.0,Not Available,31.5,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
2897761,Wolfson Group 1 State Street,1 State Street,5,Not Available,Not Available,Not Available,852840,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,100,1,Not Available,10,80,Not Available,69.5,Not Available,Not Available,Not Available,Not Available,Not Available,1000090001,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-42.3,Not Available,Not Available,847751,Not Available,1.0,Not Available,4911.4,Not Available,"Office, Retail Store",Not Available,Not Available,CBECS - Office & Bank/Financial,Not Available,Not Available,Not Available
5731941,World Class - Georgia Tower,420 Georgia Avenue,Not Available,5080097.7,Not Available,Not Available,50640,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,54387.6,Not Available,3-03785-0075,Not Available,Not Available,Not Available,269.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,56.2,Not Available,1.1,50640,Not Available,42.0,Not Available,418.4,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
4940493,ZARA - 90-36 149 Street,90-36 149 Street,Not Available,6967696.7,Not Available,Not Available,110538,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,80.4,Not Available,Not Available,Not Available,74003,Not Available,4-09678-0112,Not Available,Not Available,Not Available,370.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,-14.5,Not Available,0.7,110538,Not Available,24.0,Not Available,508.2,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
4866325,New Bedford: 86-05 60th Rd,86-05 60th Rd,Not Available,4306799.8,Not Available,Not Available,60706,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,102.1,Not Available,Not Available,Not Available,46183.8,Not Available,4-02874-0055,Not Available,Not Available,Not Available,228.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,17.2,Not Available,0.8,60706,Not Available,29.0,Not Available,379.9,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
5964711,Even Hotel: 219 west 44 street,219 west 44 street,Not Available,672900,Not Available,Not Available,1754156,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,2.3,Not Available,Not Available,Not Available,6729,Not Available,1-01016-0036,Not Available,Not Available,Not Available,35.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,-94.9,Not Available,0,1754156,Not Available,3.0,Not Available,352,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
4600346,Wyndham Midtown 45,205 East 45th Street,Not Available,9676510.2,Not Available,Not Available,142105,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,108.5,Not Available,Not Available,Not Available,93671,Not Available,1-01319-7503,Not Available,Not Available,Not Available,514,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,71.5,Not Available,0.7,140105,Not Available,4.0,Not Available,1040.1,Not Available,"Hotel, Parking",Not Available,Not Available,CBECS - Hotel & Motel/Inn,Not Available,Not Available,Not Available
6133822,General Theological - Library-Condo,177 9th Avenue,Not Available,Not Available,Not Available,Not Available,1471133,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,23,Not Available,Not Available,Not Available,Not Available,Not Available,1-00718-7501,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-39.5,Not Available,Not Available,1471133,Not Available,3.0,Not Available,2998.9,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
6100172,23-23 Borden Avenue,23-23 Borden Avenue,Not Available,119635.3,Not Available,Not Available,51000,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,1238.4,Not Available,4-00105-0012,Not Available,Not Available,Not Available,6.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,0,51000,Not Available,26.0,Not Available,81.4,Not Available,Manufacturing/Industrial Plant,Not Available,Not Available,,Not Available,Not Available,Not Available
6064522,148 Madison Street,148 Madison Street,0,4630727.9,Not Available,Not Available,78555,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,0,Not Available,Not Available,125.5,Not Available,Not Available,Not Available,50087,Not Available,1-00274-7502,Not Available,Not Available,Not Available,246,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,31.9,Not Available,0.8,51550,Not Available,1.0,Not Available,485.8,Not Available,"Multifamily Housing, Parking, Retail Store",Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
3110013,zz Barnett 1780 Broadway,1780 Broadway,0,99.7,Not Available,Not Available,115245,Not Available,8865,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,0,1,Not Available,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1-01029-0014,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-75.9,Not Available,Not Available,59913,Not Available,4.0,Not Available,121.5,Not Available,"Office, Other, Retail Store",Not Available,Not Available,CBECS - Office & Bank/Financial,Not Available,Not Available,Not Available
6139574,Hilton Garden Inn,29-21 41st Avenue,Not Available,Not Available,Not Available,Not Available,90000,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,300,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,90000,Not Available,,Not Available,0,Not Available,Hotel,Not Available,Not Available,CBECS - Hotel & Motel/Inn,Not Available,Not Available,Not Available
4483624,Bay Terrace Co Op2-2,14-48 212 Street,Not Available,3034054.2,Not Available,Not Available,50000,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,32,Not Available,Not Available,Not Available,Not Available,67.2,Not Available,Not Available,Not Available,33589.6,Not Available,4-05863-0035,Not Available,Not Available,Not Available,161.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-46.6,Not Available,0.7,50000,Not Available,19.0,Not Available,161.2,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
4452255,LL84 Superblock Campus,550 First Avenue,Not Available,365949326.7,Not Available,Not Available,2323081,Not Available,554128,4452255,2016-12-31T00:00:00.000,Not Available,3,Not Available,Not Available,Not Available,Not Available,322.8,Not Available,100% Yes,2.35352,3659493.3,Not Available,Not Available,Not Available,Not Available,Not Available,19437.3,Not Available,Not Available,Not Available,Not Available,Non Profit,20,Ok,Not Available,Not Available,41.8,Not Available,1.6,1408530,Not Available,4.0,Not Available,50900,Not Available,"Hospital (General Medical & Surgical), Laboratory, Other",Not Available,Not Available,CBECS - Inpatient Healthcare,Not Available,1408530,Not Available
4376215,38-20 Bowne Street Flushing,38-20 Bowne Street,Not Available,Not Available,Not Available,Not Available,193975,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,57,Not Available,Not Available,Not Available,Not Available,Not Available,4-05020-0023,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,9.4,Not Available,Not Available,193975,Not Available,20.0,Not Available,975.1,Not Available,Other - Lodging/Residential,Not Available,Not Available,CBECS - Lodging,Not Available,Not Available,Not Available
1180593,C Building,89-00 Van Wyck Expy,Not Available,1475294.7,Not Available,Not Available,131610,Not Available,Not Available,4393741,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,11.6,Not Available,No,1.31981,15218,Not Available,4-09364-0010,Not Available,Not Available,Not Available,78.4,Not Available,Not Available,Not Available,Not Available,Non Profit,6,Ok,Not Available,Not Available,-97.3,Not Available,0.1,131610,Not Available,29.0,Not Available,78.4,Not Available,Hospital (General Medical & Surgical),Not Available,Not Available,CBECS - Inpatient Healthcare,Not Available,131610,Not Available
2831059,HARLEM RIVER II,2850 F DOUGLASS BOULEVARD,Not Available,548772.7,Not Available,Not Available,109700,Not Available,Not Available,4473916,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,38.9,Not Available,Not Available,Not Available,5605.1,Not Available,1020370001;1020370005,Not Available,Not Available,Not Available,29.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-23.8,Not Available,0.1,109700,Not Available,9.0,Not Available,379.5,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
2831190,SHELTON HOUSE,89-09 162ND STREET,Not Available,11138462.9,Not Available,Not Available,137100,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,118466,Not Available,4097610036,Not Available,Not Available,Not Available,591.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,8.1,Not Available,0.9,137100,Not Available,24.0,Not Available,759.3,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
6203887,Archcare: 23 E 105th St,23 E 105th St,Not Available,922500,Not Available,Not Available,99344,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,150.5,Not Available,Not Available,Not Available,9225,Not Available,1-01611-0015,Not Available,Not Available,Not Available,49,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,89.8,Not Available,0.1,99344,Not Available,8.0,Not Available,1316.1,Not Available,Senior Care Community,Not Available,Not Available,CBECS - Nursing,Not Available,Not Available,Not Available
5999851,Progressive - 1950 Clove Rd,1950 Clove Rd,Not Available,18029719.3,Not Available,Not Available,180495,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,127.2,Not Available,Not Available,Not Available,193238.9,Not Available,5-03157-0001,Not Available,Not Available,Not Available,957.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,21,Not Available,1.1,180495,Not Available,50.0,Not Available,1308.4,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
2805763,Museum of Arts & Design: 990 8th Ave,990 8 Avenue,Not Available,1992293.3,Not Available,Not Available,63437,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,329.4,Not Available,Not Available,Not Available,19922.9,Not Available,1-01030-0001,Not Available,Not Available,Not Available,105.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,662.8,Not Available,0.3,63437,Not Available,3.0,Not Available,1571.6,Not Available,Museum,Not Available,Not Available,CBECS - Public Assembly,Not Available,Not Available,Not Available
4836179,Gilman: 582 ST NICHOLAS AVE/ 105 EDGECOMBE AVE,"582 ST NICHOLAS AVENUE,",Not Available,3446199.8,Not Available,Not Available,68650,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,111.1,Not Available,Not Available,Not Available,34462,Not Available,1-02048-0025,Not Available,Not Available,Not Available,370.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,4.3,Not Available,0.5,68650,Not Available,9.0,Not Available,493,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
2969463,BETHCO - 2540 Barker Avenue,2540 Barker Avenue,Not Available,7741506.1,Not Available,Not Available,80000,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,121.8,Not Available,Not Available,Not Available,84716.7,Not Available,2-04428-0021,Not Available,Not Available,Not Available,411.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Dedicated Senior/Independent Living,Not Available,3.4,Not Available,1.1,80000,Not Available,15.0,Not Available,529.4,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
4848195,New Bedford: 33-25 81st St,33-25 81st St,Not Available,145700,Not Available,Not Available,195615,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,5,Not Available,Not Available,Not Available,Not Available,14.5,Not Available,Not Available,Not Available,1457,Not Available,4-01254-0012,Not Available,Not Available,Not Available,7.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,-68.4,Not Available,0,195615,Not Available,25.0,Not Available,264.7,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
2666639,1674 Macombs Village,1674 Macombs Rd.,Not Available,5748234,Not Available,Not Available,72000,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2028660034,Not Available,Not Available,Not Available,305.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,14.8,Not Available,Not Available,72000,Not Available,14.0,Not Available,418.3,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
2828982,Ridge Apartment Owners Corp,41-34 Frame Place,Not Available,598397.4,Not Available,Not Available,51480,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6103.6,Not Available,4-05040-0032,Not Available,Not Available,Not Available,31.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,-66.1,Not Available,0.1,51480,Not Available,20.0,Not Available,84.1,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
2816247,"Popular of Linden Realty, LLC",802-808 Georgia Ave,Not Available,1394100,Not Available,Not Available,85600,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,25.3,Not Available,Not Available,Not Available,16425.6,Not Available,3043440016,Not Available,Not Available,Not Available,74,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-58.7,Not Available,0.2,85600,Not Available,42.0,Not Available,122.8,Not Available,Non-Refrigerated Warehouse,Not Available,Not Available,CBECS - Unrefrigerated Warehouse & Distribution Center,Not Available,Not Available,Not Available
6101223,Aloft New York LaGuardia Airport,100-15 Ditmars Blvd,Not Available,0,Not Available,Not Available,128683,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4016340001,Not Available,Not Available,Not Available,0,Not Available,Not Available,40000,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-72.1,Not Available,Not Available,124483,Not Available,21.0,Not Available,223.1,Not Available,"Hotel, Parking",Not Available,Not Available,CBECS - Hotel & Motel/Inn,Not Available,Not Available,Not Available
5867578,135 W 50th Street,135 W 50th Street,Not Available,8904000.1,Not Available,Not Available,842394,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,100,1,Not Available,Not Available,65,Not Available,97.4,Not Available,Not Available,Not Available,89040,Not Available,1010030005,Not Available,Not Available,Not Available,472.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-9.4,Not Available,0.1,803125,Not Available,4.0,Not Available,6589.7,Not Available,"Office, Restaurant",Not Available,Not Available,CBECS - Office & Bank/Financial,Not Available,Not Available,Not Available
2945430,ABC 147 Columbus,147 Columbus Avenue,Not Available,Not Available,Not Available,Not Available,109162,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,100,1,Not Available,Not Available,65,Not Available,85.7,Not Available,Not Available,Not Available,Not Available,Not Available,1-01119-0001,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-2.2,Not Available,Not Available,107962,Not Available,6.0,Not Available,844.6,Not Available,"Office, Other - Entertainment/Public Assembly",Not Available,Not Available,CBECS - Office & Bank/Financial,Not Available,Not Available,Not Available
4043408,95 Bedford Ave.,95 Bedford Ave,Not Available,9647192.5,Not Available,Not Available,365530,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,64,Not Available,Not Available,Not Available,104867.3,Not Available,3022910001,Not Available,Not Available,Not Available,512.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,1.7,Not Available,0.3,337394,Not Available,33.0,Not Available,1557.4,Not Available,"Multifamily Housing, Parking",Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
2640768,4331 Ithaca Street,4331 Ithaca Street,Not Available,Not Available,Not Available,Not Available,59000,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4015700046,Not Available,Not Available,Not Available,320.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-6.7,Not Available,Not Available,59000,Not Available,25.0,Not Available,395.3,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
4044565,Terrace 2,231 Steuben St,Not Available,9826900.3,Not Available,Not Available,143836,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,85.3,Not Available,Not Available,Not Available,106823.4,Not Available,5-02894-0001,Not Available,Not Available,Not Available,522,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,-19.2,Not Available,0.7,143836,Not Available,49.0,Not Available,674.4,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
6097774,KDS: 130-30 31st Ave,130-30 31st Ave,Not Available,Not Available,Not Available,Not Available,133327,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,133327,Not Available,Not Available,Not Available,32,Not Available,Not Available,Not Available,Not Available,Not Available,4-04360-0001,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,44.3,Not Available,Not Available,133327,Not Available,19.0,Not Available,383.8,Not Available,Worship Facility,Not Available,Not Available,CBECS - Religious Worship,Not Available,Not Available,Not Available
5039312,MSNRC BUILDING B,1050 Pelham Pkwy South,Not Available,22527800.7,Not Available,Not Available,220000,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,2,Not Available,Not Available,Not Available,Not Available,130.8,Not Available,Not Available,Not Available,225278,Not Available,2043300001,Not Available,Not Available,Not Available,1256.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-22.3,Not Available,1,220000,Not Available,13.0,Not Available,1761.8,Not Available,Residential Care Facility,Not Available,Not Available,CBECS - Nursing,Not Available,Not Available,Not Available
2684359,Clipper - 4611 12th Ave,4611 12th Avenue,Not Available,5246575.3,Not Available,Not Available,67392,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,100,1,Not Available,Not Available,65,Not Available,97.9,Not Available,Not Available,Not Available,56459.9,Not Available,3-05622-0007,Not Available,Not Available,Not Available,278.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,-1.3,Not Available,0.8,63592,Not Available,44.0,Not Available,367.2,Not Available,"Multifamily Housing, Office",Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
