property_id,property_name,address_1,retail_store_number_of_open,natural_gas_use_kbtu,ambulatory_surgical_center,enclosed_mall_gross_floor,property_gfa_calculated,other_weekly_operating_hours,other_gross_floor_area_ft,parent_property_id,year_ending,office_percent_that_can_be,number_of_buildings,worship_facility_gross_floor,retail_store_number_of_walk,office_weekly_operating_hours,refrigerated_warehouse_gross,weather_normalized_site_eui,difference_from_national_2,hospital_general_medical_3,hospital_general_medical_11,weather_normalized_site_2,college_university_number,nyc_borough_block_and_lot,movie_theater_gross_floor,medical_office_percent_that,adult_education_gross_floor,direct_ghg_emissions_metric,residence_hall_dormitory,data_center_pdu_output_meter,hotel_gym_fitness_center,convention_center_gross_floor,hospital_general_medical_13,hospital_general_medical_6,alert_data_center_does_not,multifamily_housing_resident,bank_branch_gross_floor_area,difference_from_national_1,financial_office_computer,weather_normalized_site_1,largest_property_use_type_1,other_number_of_workers_on,council_district,distribution_center_gross,net_emissions_metric_tons,urgent_care_clinic_other,list_of_all_property_use,district_chilled_water_use,supermarket_grocery_gross,national_median_reference,supermarket_grocery_open,hospital_general_medical_2,medical_office_mri_machine
4908355,2 Rector street,2 RECTOR STREET,Not Available,Not Available,Not Available,Not Available,411843,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,100,1,Not Available,Not Available,50,Not Available,25.9,Not Available,Not Available,Not Available,Not Available,Not Available,1-00051-0001,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-63.5,Not Available,Not Available,411843,Not Available,1.0,Not Available,1010.2,Not Available,Office,Not Available,Not Available,CBECS - Office & Bank/Financial,Not Available,Not Available,Not Available
4940494,ZARA - 89-11 153 Street,89-11 153 Street,Not Available,5552954.5,Not Available,Not Available,93480,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,78.5,Not Available,Not Available,Not Available,58945.4,Not Available,4-09755-0006,Not Available,Not Available,Not Available,302.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,-12.2,Not Available,0.6,93480,Not Available,24.0,Not Available,429.9,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
5869784,50 West Street Condominium,50 West St,0,Not Available,Not Available,Not Available,521480,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,100,1,Not Available,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1-00017-7501,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,Not Available,Not Available,Not Available,475767,Not Available,1.0,Not Available,0,Not Available,"Multifamily Housing, Office, Retail Store, Swimming Pool",Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
4406960,MP 101-109 Post Ave,101 post ave,Not Available,11483524.5,Not Available,Not Available,94100,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1-02219-0001,Not Available,Not Available,Not Available,839.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,97.3,Not Available,Not Available,94100,Not Available,10.0,Not Available,1081.8,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
6128959,Building 1,99-32 66 Road,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6128948,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7000060005,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,29.0,Not Available,50.6,Not Available,"Multifamily Housing, Parking",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
5794031,522 W 38th St,522 W 38th St,Not Available,821000,Not Available,Not Available,24658,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,167.9,Not Available,Not Available,Not Available,8210,Not Available,1-00709-0052,Not Available,Not Available,Not Available,43.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,278.7,Not Available,0.3,24658,Not Available,3.0,Not Available,347.3,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
2672741,One Astor Place,One Astor Place,0,17534800.3,Not Available,Not Available,90000,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,0,Not Available,Not Available,275.6,Not Available,Not Available,Not Available,192360.9,Not Available,1-00545-0059,Not Available,Not Available,Not Available,931.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,211.7,Not Available,2.1,80600,Not Available,,Not Available,1424.9,Not Available,"Multifamily Housing, Retail Store",Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
5989109,526 West 111th Street LLC,526 West 111th Street LLC,Not Available,4724089,Not Available,Not Available,43000,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,119.6,Not Available,Not Available,Not Available,47240.9,Not Available,1018820047,Not Available,Not Available,Not Available,250.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,22.5,Not Available,1.1,43000,Not Available,7.0,Not Available,289.9,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
5965464,Stanan: 1440 Richmond Terracae,1440 Richmond Terracae,Not Available,2732900,Not Available,Not Available,73332,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,37.3,Not Available,Not Available,Not Available,27329,Not Available,5-00169-0035,Not Available,Not Available,Not Available,145.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,-69.8,Not Available,0.4,73332,Not Available,,Not Available,145.2,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
5949517,1990 East Tremont Ave,1990 East Tremont Ave,Not Available,1728635.8,Not Available,Not Available,268624,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,34,Not Available,Not Available,Not Available,19064.9,Not Available,2-03943-0209,Not Available,Not Available,Not Available,91.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,0.2,183712,Not Available,18.0,Not Available,182.9,Not Available,"Parking, Self-Storage Facility",Not Available,Not Available,,Not Available,Not Available,Not Available
4039293,3111 Heath Avenue,3111 Heath Avenue,Not Available,Not Available,Not Available,Not Available,60362,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,2.2,Not Available,Not Available,Not Available,Not Available,Not Available,2-03261-0046,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,-94.9,Not Available,Not Available,60362,Not Available,14.0,Not Available,11.6,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
2816352,Bay Terrace Co Op 2,c/o 2583 Francis Lewis Blvd,Not Available,10759831,Not Available,Not Available,168000,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,14,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4-05857-0050,Not Available,Not Available,Not Available,571.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,43.2,Not Available,Not Available,168000,Not Available,19.0,Not Available,984.4,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
2364194,Sothebys NY,1334 York Ave,8,75905.9,Not Available,Not Available,403660,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,1,Not Available,Not Available,160.4,Not Available,Not Available,Not Available,759.1,Not Available,1-01483-0001,Not Available,Not Available,Not Available,4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,192,Not Available,0,159660,Not Available,5.0,Not Available,5124.1,Not Available,"Non-Refrigerated Warehouse, Other - Entertainment/Public Assembly, Retail Store",Not Available,Not Available,CBECS - Other,Not Available,Not Available,Not Available
6146114,citadel at kingsbridge,3400 cannon place,Not Available,6393347.7,Not Available,Not Available,133660,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,2,Not Available,Not Available,Not Available,Not Available,69.6,Not Available,Not Available,Not Available,69859.6,Not Available,2-03258-0162,Not Available,Not Available,Not Available,339.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-56.1,Not Available,0.5,133660,Not Available,11.0,Not Available,552.8,Not Available,Residential Care Facility,Not Available,Not Available,CBECS - Nursing,Not Available,Not Available,Not Available
4156463,NY026_Avalon Fort Greene,343 Gold Street,Not Available,32074776.6,Not Available,Not Available,598359,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,82.8,Not Available,Not Available,Not Available,347633.2,Not Available,3-02049-0002,Not Available,Not Available,Not Available,1703.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,2.5,Not Available,0.6,598359,Not Available,35.0,Not Available,3077.2,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
2831109,MARCY AVENUE-GREENE AVENUE SITE A,534 GREENE AVENUE,Not Available,4544913,Not Available,Not Available,72025,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,48687.4,Not Available,3017980020,Not Available,Not Available,Not Available,241.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-7.5,Not Available,0.7,72025,Not Available,36.0,Not Available,335.2,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
3128117,KINGSBOROUGH/KINGSBOROUGH EXTENSION,154 KINGSBOROUGH 1ST WALK,Not Available,112343915.8,Not Available,Not Available,975000,Not Available,Not Available,4473932,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,130.6,Not Available,Not Available,Not Available,1206641.8,Not Available,3013440001;3014380001;3013440175,Not Available,Not Available,Not Available,6464.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-17.2,Not Available,1.2,975000,Not Available,41.0,Not Available,6464.5,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
5923818,135 West Kingsbridge,135 W Kingsbridge,Not Available,4711500,Not Available,Not Available,79000,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,166.4,Not Available,Not Available,Not Available,47943.6,Not Available,2032480143,Not Available,Not Available,Not Available,684,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,80.6,Not Available,0.6,79000,Not Available,,Not Available,901.3,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
5975318,725 Southern Boulevard,725 Southern Boulevard,Not Available,3968089.3,Not Available,Not Available,51010,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,104.2,Not Available,Not Available,Not Available,43763.5,Not Available,2027200030,Not Available,Not Available,Not Available,210.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-9.7,Not Available,0.9,51010,Not Available,8.0,Not Available,299.6,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
