manhattan_cooperatives_comparable_properties_address,community_board,comparable_rental_2_distance_from_coop_in_miles,manhattan_cooperatives_comparable_properties_estimated_expense,bbl,census_tract,comparable_rental_1_expense_per_sqft,manhattan_cooperatives_comparable_properties_gross_income_per_sqft,comparable_rental_3_market_value_per_sqft,comparable_rental_2_estimated_expense,comparable_rental_1_market_value_per_sqft,comparable_rental_3_neighborhood,manhattan_cooperatives_comparable_properties_total_units,comparable_rental_2_neighborhood,comparable_rental_2_net_operating_income,manhattan_cooperatives_comparable_properties_full_market_value,comparable_rental_3_building_classification,postcode,comparable_rental_1_net_operating_income,comparable_rental_3_net_operating_income,comparable_rental_1_estimated_gross_income,comparable_rental_3_gross_sqft,manhattan_cooperatives_comparable_properties_estimated_gross_income,comparable_rental_2_gross_income_per_sqft
"{'latitude': '40.620937663291', 'longitude': '-74.025364890541', 'human_address': '{""address"": ""530 86 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.33,1306226,,,10.1,31.06, ,1579404.0,156.59, ,46,UPPER EAST SIDE (79-96),2681859.0,18276000, ,,3160551, ,4683033, ,3753135,31.05
"{'latitude': '40.777035003899', 'longitude': '-73.955276900991', 'human_address': '{""address"": ""1471 3 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",8.0,0.05,1105270,1015290001.0,138.0,6.52,35.37,177.04,196378.0,172.17,UPPER EAST SIDE (79-96),120,UPPER EAST SIDE (79-96),801382.0,17115000,D9-ELEVATOR,10028.0,1809009,"291,970",2258997,"12,195",3420244,35.44
"{'latitude': '40.599890135164', 'longitude': '-73.998404214312', 'human_address': '{""address"": ""146 28 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.18,261313,,,7.9,23.55, ,137649.0,109.62, ,20,CHELSEA,176654.0,2946000, ,,390671, ,596181, ,665288,24.18
"{'latitude': '40.855464878074', 'longitude': '-73.938963199379', 'human_address': '{""address"": ""23 CHITTENDEN AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",12.0,0.2,148380,1021790261.0,275.0,8.79,15.33, ,290646.0,44.24, ,18,WASHINGTON HEIGHTS UPPER,253726.0,816000, ,10033.0,206715, ,488826, ,267294,15.42
"{'latitude': '40.731439377014', 'longitude': '-74.010324402404', 'human_address': '{""address"": ""371 WEST STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",2.0,1.44,2109245,1006030001.0,69.0,9.29,18.62,117.97,106195.0,32.48,CLINTON,184,LOWER EAST SIDE,92576.0,13736000,C4-WALK-UP,10014.0,318489,"161,555",623024,"9,875",4019872,13.71
"{'latitude': '40.832496193446', 'longitude': '-73.939772589206', 'human_address': '{""address"": ""515 EDGECOMBE AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",12.0,0.1,140648,1021080039.0,239.0,6.48,14.61,45.1,172183.0,52.11,WASHINGTON HEIGHTS LOWER,23,WASHINGTON HEIGHTS LOWER,165442.0,1219000,C7-WALK-UP,10032.0,167481,"160,829",301088,"24,368",317110,16.53
"{'latitude': '40.727104644832', 'longitude': '-74.001825809227', 'human_address': '{""address"": ""147 SULLIVAN STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",2.0,0.0,119422,1005170008.0,49.0,11.62,41.08, ,131162.0,209.08, ,22,SOHO,279831.0,2025000, ,10012.0,261322, ,371106, ,387508,42.89
"{'latitude': '40.666548998195', 'longitude': '-73.99761668431', 'human_address': '{""address"": ""18 18 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.15,415000,,,17.45,37.91,246.8,547499.0,184.85,FLATIRON,11,FLATIRON,1294248.0,7305000,D9-ELEVATOR,,823877,"2,101,723",1410829,"64,049",1380000,44.59
"{'latitude': '40.638478087214', 'longitude': '-74.034984180512', 'human_address': '{""address"": ""26 69 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.14,401428,,,14.7,46.83,153.77,403222.0,241.43,UPPER WEST SIDE (59-79),20,UPPER WEST SIDE (59-79),1023842.0,6594000,D9-ELEVATOR,,1369813,"424,926",1996804,"20,700",1278834,56.9
"{'latitude': '40.833800210389', 'longitude': '-73.941355395977', 'human_address': '{""address"": ""1987 AMSTERDAM AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",12.0,0.15,98858,1021080077.0,239.0,6.6,11.37, ,100739.0,30.27, ,24,WASHINGTON HEIGHTS LOWER,64048.0,570000, ,10032.0,85407, ,203580, ,198588,10.86
"{'latitude': '40.62318990761', 'longitude': '-74.033166549252', 'human_address': '{""address"": ""227 87 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.1,162211,,,12.4,42.64, ,127345.0,255.52, ,20,UPPER EAST SIDE (79-96),247100.0,2307000, ,,355760, ,485493, ,467974,42.43
"{'latitude': '40.873337880794', 'longitude': '-73.911571077503', 'human_address': '{""address"": ""465 BROADWAY"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",2.0,0.83,417352,1004747506.0,47.0,9.23,37.67, ,730891.0,194.17, ,26,EAST VILLAGE,1784389.0,8042000, ,10013.0,1011303, ,1366791, ,1511697,39.83
"{'latitude': '40.770658810711', 'longitude': '-73.962030809431', 'human_address': '{""address"": ""1004 LEXINGTON AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",8.0,0.26,1659300,1014070016.0,128.0,7.49,31.6,164.22,1259445.0,191.61,UPPER EAST SIDE (59-79),66,UPPER EAST SIDE (59-79),3654742.0,28413000,D1-ELEVATOR,10021.0,4292040,"566,999",5538468,"25,758",5467558,29.99
"{'latitude': '40.748103814217', 'longitude': '-73.971176914469', 'human_address': '{""address"": ""1 TUDOR CITY PLACE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",6.0,0.35,5220534,1013330023.0,88.0,10.31,33.73,196.41,5074358.0,159.52,MURRAY HILL,776,KIPS BAY,11115393.0,65987000,D6-ELEVATOR,10017.0,8292383,"9,348,652",12289373,"351,560",14109664,44.21
"{'latitude': '40.64188711162', 'longitude': '-74.017123540001', 'human_address': '{""address"": ""400 58 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.17,425376,,,9.71,26.88, ,411810.0,117.6, ,50,CLINTON,617160.0,4795000, ,,3362720, ,5373684, ,1088963,27.81
"{'latitude': '40.634637229439', 'longitude': '-74.034693329855', 'human_address': '{""address"": ""23 73 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.11,3428323,,,11.9,32.93, ,1698857.0,139.56, ,258,UPPER WEST SIDE (59-79),3373719.0,45287000, ,,4394075, ,7195339, ,9518943,35.28
"{'latitude': '40.722653000787', 'longitude': '-74.001636951601', 'human_address': '{""address"": ""469 BROOME STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",2.0,1.26,317292,1004750046.0,47.0,9.23,32.61, ,343276.0,194.17, ,12,ALPHABET CITY,801587.0,5368000, ,10013.0,1011303, ,1366791, ,1139524,29.72
"{'latitude': '40.619734352371', 'longitude': '-74.029295281258', 'human_address': '{""address"": ""417 90 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.14,516895,,,6.32,32.43,165.44,265287.0,193.22,UPPER EAST SIDE (79-96),71,UPPER EAST SIDE (79-96),464478.0,8384000,D7-ELEVATOR,,801047,"1,181,037",996153,"53,130",1643423,36.25
"{'latitude': '40.766021430079', 'longitude': '-73.977108918719', 'human_address': '{""address"": ""128 CENTRAL PARK"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",64.0,0.15,836431,1011110001.0,143.0,8.98,31.41, ,895319.0,161.25, ,63,MIDTOWN WEST,2144033.0,14956000, ,10000.0,1332577, ,1887336, ,2840249,32.28
"{'latitude': '40.668440146128', 'longitude': '-73.995327467824', 'human_address': '{""address"": ""38 15 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.25,300262,,,11.36,33.55, ,224945.0,165.78, ,13,GREENWICH VILLAGE-CENTRAL,469640.0,4516000, ,,619826, ,935230, ,908366,33.4
"{'latitude': '40.61319983501', 'longitude': '-74.034464937981', 'human_address': '{""address"": ""306 100 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.13,333406,,,10.68,23.73,73.5,385738.0,95.12,UPPER WEST SIDE (96-116),32,UPPER WEST SIDE (96-116),511433.0,4305000,D1-ELEVATOR,,711486,"339,702",1293760,"26,040",985270,23.84
"{'latitude': '40.729047180416', 'longitude': '-73.988722687261', 'human_address': '{""address"": ""19 ST MARK\'S PLACE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",3.0,0.61,232380,1004640048.0,38.0,13.35,37.27, ,294256.0,195.88, ,30,LOWER EAST SIDE,1035573.0,5163000, ,10003.0,426159, ,645820, ,934284,36.94
"{'latitude': '40.800120600391', 'longitude': '-73.968191165332', 'human_address': '{""address"": ""2721 BROADWAY"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",7.0,0.26,851906,1018760007.0,191.0,5.22,18.07, ,1376731.0,93.46, ,84,UPPER WEST SIDE (96-116),1376731.0,11110000, ,10025.0,2183422, ,3061009, ,2631444,17.92
"{'latitude': '40.628354626373', 'longitude': '-74.02826943261', 'human_address': '{""address"": ""330 79 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.15,954948,,,7.83,41.11, ,131085.0,202.58, ,70,UPPER EAST SIDE (59-79),373464.0,18434000, ,,1469940, ,1890012, ,3396015,46.72
"{'latitude': '40.642738045189', 'longitude': '-74.026250770573', 'human_address': '{""address"": ""116 63 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.05,906950,,,6.11,33.67,206.27,177842.0,195.37,UPPER EAST SIDE (59-79),36,UPPER EAST SIDE (59-79),402912.0,15256000,D9-ELEVATOR,,952044,"1,139,026",1173708,"41,692",2961883,33.67
"{'latitude': '40.629850055157', 'longitude': '-74.02755464798', 'human_address': '{""address"": ""329 77 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.11,2229961,,,12.74,29.4,94.51,1971044.0,222.31,UPPER WEST SIDE (79-96),97,UPPER WEST SIDE (59-79),3216182.0,29530000,D5-ELEVATOR,,6622944,"3,110,918",9487411,"240,040",6167532,30.37
"{'latitude': '40.621385636428', 'longitude': '-74.031833216855', 'human_address': '{""address"": ""301 89 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.21,82421,,,9.24,29.02,138.5,63429.0,131.15,UPPER WEST SIDE (79-96),15,UPPER WEST SIDE (79-96),155369.0,1324000,C4-WALK-UP,,163211,"178,639",239414,"9,675",258858,27.61
"{'latitude': '40.732644468533', 'longitude': '-73.996052161799', 'human_address': '{""address"": ""9 5 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",2.0,0.14,5457628,1005660001.0,59.0,13.15,40.5, ,246216.0,188.38, ,273,GREENWICH VILLAGE-CENTRAL,474539.0,78734000, ,10003.0,5450186, ,8330796, ,15878876,42.96
"{'latitude': '40.625240761203', 'longitude': '-74.038436021663', 'human_address': '{""address"": ""49 86 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.22,811867,,,10.56,28.99, ,630812.0,152.4, ,48,UPPER EAST SIDE (79-96),1725104.0,12741000, ,,2613846, ,3966689, ,2509171,27.02
"{'latitude': '40.829935352613', 'longitude': '-73.945131300351', 'human_address': '{""address"": ""524 152 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.05,79644,,,5.28,10.28,30.27,79992.0,29.53,WASHINGTON HEIGHTS LOWER,24,HARLEM-UPPER,49132.0,422000,C1-WALK-UP,,68375,"85,407",140592,"17,905",155064,9.54
"{'latitude': '40.762246998833', 'longitude': '-73.970115360157', 'human_address': '{""address"": ""475 PARK AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",5.0,0.29,1266078,1013120069.0,11203.0,6.11,33.67,228.74,177842.0,195.37,UPPER EAST SIDE (59-79),64,UPPER EAST SIDE (59-79),402912.0,21296000,D6-ELEVATOR,10022.0,952044,"7,305,951",1173708,"241,274",4134710,33.67
"{'latitude': '40.631541107227', 'longitude': '-74.03461027328', 'human_address': '{""address"": ""61 77 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.19,863870,,,12.9,45.36, ,712236.0,255.76, ,52,UPPER EAST SIDE (79-96),1623468.0,10222000, ,,1003969, ,1384419, ,2222640,44.68
"{'latitude': '40.756053999992', 'longitude': '-73.986951000288', 'human_address': '{""address"": ""453 F D R DRIVE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",3.0,0.62,9248460,1002630008.0,202.0,8.03,22.89,67.71,90133.0,120.08,LOWER EAST SIDE,836,LOWER EAST SIDE,115721.0,86759000,D1-ELEVATOR,10002.0,4535249,"219,724",6647247,"22,404",21127470,22.89
"{'latitude': '40.772556380193', 'longitude': '-73.96260637553', 'human_address': '{""address"": ""799 PARK AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",8.0,0.23,1257668,1014090001.0,128.0,7.49,30.6, ,775027.0,191.61, ,79,UPPER EAST SIDE (59-79),1515855.0,24566000, ,10021.0,4292040, ,5538468, ,4543641,27.92
"{'latitude': '40.767181210978', 'longitude': '-73.979701796848', 'human_address': '{""address"": ""225 CENTRAL PARK"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",64.0,0.26,2552574,1011110001.0,143.0,9.45,29.61, ,2818828.0,131.38, ,345,UPPER WEST SIDE (79-96),5029358.0,35399000, ,10000.0,4626675, ,7025796, ,7274466,31.52
"{'latitude': '40.739461329515', 'longitude': '-73.999010931276', 'human_address': '{""address"": ""79 7 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",4.0,0.05,1339543,1007910001.0,81.0,10.55,35.07, ,590696.0,213.67, ,65,CHELSEA,1140894.0,22814000, ,10011.0,1762506, ,2420692, ,4423519,31.35
"{'latitude': '40.719496380464', 'longitude': '-74.00866964987', 'human_address': '{""address"": ""105 HUDSON STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1.0,0.21,822769,1001870030.0,39.0,9.48,29.55, ,271026.0,158.27, ,32,TRIBECA,582828.0,13710000, ,10013.0,1120529, ,1622305, ,2651344,31.97
"{'latitude': '40.756053999992', 'longitude': '-73.986951000288', 'human_address': '{""address"": ""290 END AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.2,1738510,,,15.48,34.54, ,995942.0,243.93, ,63,UPPER WEST SIDE (59-79),1674889.0,25199000, ,,3473264, ,5128337, ,5141106,21.11
"{'latitude': '40.62190085156', 'longitude': '-74.028487935216', 'human_address': '{""address"": ""407 87 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.05,65112,,,7.56,35.58, ,69014.0,208.8, ,20,UPPER EAST SIDE (79-96),252068.0,1777000, ,,256918, ,325664, ,305632,35.32
"{'latitude': '40.600589540538', 'longitude': '-74.008515609863', 'human_address': '{""address"": ""318 19 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,1.62,173201,,,6.29,33.8, ,188156.0,226.14, ,34,CLINTON,453917.0,4409000, ,,2060114, ,2481933, ,767260,30.57
"{'latitude': '40.638807579624', 'longitude': '-74.035828807081', 'human_address': '{""address"": ""3 69 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.05,775629,,,15.36,40.54,211.96,72374.0,234.41,UPPER EAST SIDE (59-79),32,UPPER EAST SIDE (59-79),205606.0,13160000,D7-ELEVATOR,,376030,"560,412",561272,"19,975",2517534,23.02
"{'latitude': '40.765253885315', 'longitude': '-73.970205646677', 'human_address': '{""address"": ""681 MADISON AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",8.0,0.27,1393827,1013760051.0,11401.0,7.65,30.1, ,1398502.0,165.69, ,98,MIDTOWN CBD,3648721.0,26482000, ,10065.0,372753, ,495077, ,4929989,29.15
"{'latitude': '40.734212', 'longitude': '-73.993487', 'human_address': '{""address"": ""13 12 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.19,877369,,,13.12,40.09, ,434752.0,190.7, ,82,GREENWICH VILLAGE-WEST,1144590.0,14946000, ,,1611483, ,2450267, ,2855009,41.85
"{'latitude': '40.602911021648', 'longitude': '-74.002347025873', 'human_address': '{""address"": ""129 22 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.53,326744,,,12.78,30.18, ,718653.0,221.96, ,17,CHELSEA,2503016.0,7724000, ,,1717547, ,2463988, ,1358281,47.2
"{'latitude': '40.732284739721', 'longitude': '-73.994163585538', 'human_address': '{""address"": ""41 UNIVERSITY PLACE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",2.0,0.09,370860,1005610001.0,59.0,10.14,38.59, ,208260.0,221.7, ,26,GREENWICH VILLAGE-CENTRAL,672266.0,8556000, ,10003.0,1448710, ,1949681, ,1501730,37.71
"{'latitude': '40.836742549305', 'longitude': '-73.937759604506', 'human_address': '{""address"": ""438 164 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.28,94808,,,8.59,11.37,31.36,118173.0,17.86,WASHINGTON HEIGHTS LOWER,20,WASHINGTON HEIGHTS LOWER,85407.0,799000,C7-WALK-UP,,42092,"180,669",172441,"26,184",219100,11.37
"{'latitude': '40.735378407502', 'longitude': '-74.008372873601', 'human_address': '{""address"": ""717 WASHINGTON STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",2.0,0.32,276827,1006330006.0,75.0,11.83,37.31,228.4,362924.0,300.16,GREENWICH VILLAGE-WEST,45,GREENWICH VILLAGE-WEST,965679.0,4901000,C7-WALK-UP,10014.0,882743,"867,082",1143080,"28,560",943234,51.12
"{'latitude': '40.783150393698', 'longitude': '-73.954863212857', 'human_address': '{""address"": ""1133 PARK AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",8.0,0.1,594141,1015190069.0,14802.0,14.69,35.22,174.74,590784.0,183.33,UPPER EAST SIDE (79-96),32,UPPER EAST SIDE (79-96),1835073.0,12649000,D6-ELEVATOR,10128.0,1592212,"2,139,489",2557031,"81,837",2304585,37.7
"{'latitude': '40.806613705443', 'longitude': '-73.96721090432', 'human_address': '{""address"": ""404 RIVERSIDE DRIVE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",9.0,0.0,863759,1018950038.0,199.0,12.89,21.62,104.24,496204.0,131.48,UPPER WEST SIDE (96-116),48,UPPER WEST SIDE (96-116),782094.0,9984000,D7-ELEVATOR,10025.0,1553144,"1,335,382",2692154,"88,930",2225801,21.62
"{'latitude': '40.871922471211', 'longitude': '-73.917973023215', 'human_address': '{""address"": ""251 SEAMAN AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",12.0,0.06,447904,1022430366.0,307.0,7.83,14.61, ,350608.0,47.88, ,67,INWOOD,433311.0,3058000, ,10034.0,476029, ,1013104, ,932176,14.45
"{'latitude': '40.774256098829', 'longitude': '-73.965718029751', 'human_address': '{""address"": ""936 5 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",8.0,0.1,742594,1013890069.0,130.0,8.52,38.89,210,361009.0,167.81,UPPER EAST SIDE (79-96),34,UPPER EAST SIDE (59-79),1244653.0,19377000,D6-ELEVATOR,10021.0,306181,"1,691,464",418431,"60,858",3304289,38.89
"{'latitude': '40.795830834311', 'longitude': '-73.949979894238', 'human_address': '{""address"": ""1270 5 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",11.0,0.04,1545480,1016140001.0,17401.0,8.51,20.89, ,359745.0,91.99, ,201,UPPER EAST SIDE (96-110),869237.0,21170000, ,10029.0,710198, ,1192550, ,4428680,20.73
"{'latitude': '40.756053999992', 'longitude': '-73.986951000288', 'human_address': '{""address"": ""599 END AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.05,266230,,,6.53,27.73,81.29,979620.0,94.23,UPPER WEST SIDE (79-96),28,UPPER WEST SIDE (79-96),1436214.0,1942000,D6-ELEVATOR,,2750583,"1,947,571",4116476,"171,655",535744,27.73
"{'latitude': '40.785437796226', 'longitude': '-73.973856740821', 'human_address': '{""address"": ""124 84 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.15,1156478,,,19.07,43.78, ,712236.0,294.33, ,37,UPPER EAST SIDE (79-96),1623468.0,8352000, ,,1095641, ,1623995, ,2265352,44.68
"{'latitude': '40.785326108008', 'longitude': '-73.973593027801', 'human_address': '{""address"": ""114 84 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.1,457628,,,8.01,31.42,209.9,194236.0,113.44,UPPER EAST SIDE (79-96),37,UPPER EAST SIDE (79-96),650214.0,10066000,D1-ELEVATOR,,331307,"704,577",485125,"25,402",1806367,31.42
"{'latitude': '40.774849651368', 'longitude': '-73.961221419605', 'human_address': '{""address"": ""876 PARK AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",8.0,0.18,773752,1013920040.0,142.0,8.74,38.89,153.34,1282453.0,228.04,UPPER EAST SIDE (59-79),26,UPPER EAST SIDE (79-96),3469478.0,20190000,D6-ELEVATOR,10075.0,1244653,"1,467,828",1605662,"71,189",3442932,45.6
"{'latitude': '40.64338448537', 'longitude': '-74.018101130143', 'human_address': '{""address"": ""322 57 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.17,1323825,,,11.59,33.7,107.14,1589771.0,164.77,MIDTOWN EAST,21,MIDTOWN EAST,2177547.0,13462000,D6-ELEVATOR,,1864733,"1,047,699",2838640,"73,000",3137335,33.7
"{'latitude': '40.871971580231', 'longitude': '-73.919184353761', 'human_address': '{""address"": ""586 215 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.06,291483,,,7.75,14.77,48.86,537075.0,51.26,INWOOD,50,INWOOD,476029.0,1913000,D1-ELEVATOR,,274476,"433,311",559622,"54,261",568719,14.77
"{'latitude': '40.757960383658', 'longitude': '-73.963172948408', 'human_address': '{""address"": ""1026 1 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",6.0,0.14,3468355,1013680001.0,10601.0,14.28,33.02,156.74,2718960.0,132.11,MIDTOWN EAST,278,MIDTOWN EAST,8296574.0,45520000,D6-ELEVATOR,10022.0,2481230,"3,795,245",4480995,"180,000",9591716,48.92
"{'latitude': '40.791136486302', 'longitude': '-73.942035659691', 'human_address': '{""address"": ""2086 2 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",11.0,0.86,9711680,1016780001.0,170.0,10.9,16.74,21.21,1038525.0,71.63,HARLEM-CENTRAL,936,HARLEM-CENTRAL,1028426.0,49880000,D5-ELEVATOR,10029.0,2788708,"1,370,029",5460250,"384,164",16606080,12.72
"{'latitude': '40.634841972782', 'longitude': '-74.032410543706', 'human_address': '{""address"": ""121 72 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.06,594992,,,11.05,28.89,163.93,244770.0,249.73,UPPER WEST SIDE (59-79),92,UPPER WEST SIDE (59-79),642396.0,11725000,D3-ELEVATOR,,2384354,"828,796",3178795,"36,364",2156754,28.89
"{'latitude': '40.738678919349', 'longitude': '-73.989882812678', 'human_address': '{""address"": ""889 BROADWAY"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",5.0,0.13,291593,1008480012.0,52.0,9.03,32.46,184.85,809743.0,219.71,FLATIRON,19,FLATIRON,1981175.0,7247000,D5-ELEVATOR,10003.0,801163,"823,877",1050343,"33,638",1265388,63.66
"{'latitude': '40.733345939716', 'longitude': '-74.006340405815', 'human_address': '{""address"": ""511 HUDSON STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",2.0,0.14,341914,1006300043.0,75.0,11.06,34.89, ,132025.0,188.04, ,30,GREENWICH VILLAGE-WEST,611427.0,7880000, ,10014.0,962707, ,1379788, ,1406765,33.2
"{'latitude': '40.756053999992', 'longitude': '-73.986951000288', 'human_address': '{""address"": ""440 END AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.1,1778692,,,9.52,23.35,125.21,321300.0,82.13,UPPER WEST SIDE (79-96),99,UPPER WEST SIDE (79-96),393210.0,14633000,D3-ELEVATOR,,960831,"1,429,854",1778999,"82,916",3784451,23.35
"{'latitude': '40.757850596833', 'longitude': '-73.96036449968', 'human_address': '{""address"": ""14 SUTTON PLACE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",6.0,0.1,2116767,1013690026.0,10601.0,14.28,32.52, ,1589771.0,132.11, ,93,MIDTOWN EAST,2177547.0,23322000, ,10022.0,2481230, ,4480995, ,5250744,33.7
"{'latitude': '40.723462390614', 'longitude': '-73.998408385516', 'human_address': '{""address"": ""543 BROADWAY"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",2.0,0.19,868800,1004987502.0,49.0,14.85,38.75, ,402723.0,181.72, ,19,LITTLE ITALY,699373.0,11016000, ,10012.0,655642, ,1060888, ,2325000,38.61
"{'latitude': '40.73133145837', 'longitude': '-74.002365402445', 'human_address': '{""address"": ""29 CORNELIA STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",2.0,0.05,238800,1005900045.0,67.0,15.34,46.64, ,201075.0,257.71, ,30,GREENWICH VILLAGE-WEST,504916.0,4241000, ,10014.0,635893, ,919608, ,803001,43.53
"{'latitude': '40.615977217708', 'longitude': '-74.037741652791', 'human_address': '{""address"": ""17 96 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.11,736053,,,8.63,27.41,183.33,166357.0,135.43,UPPER EAST SIDE (79-96),67,UPPER EAST SIDE (96-110),383128.0,11551000,D3-ELEVATOR,,280765,"1,592,212",409857,"65,692",2337799,19.98
"{'latitude': '40.807360142727', 'longitude': '-73.966968087372', 'human_address': '{""address"": ""417 RIVERSIDE DRIVE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",9.0,0.05,449568,1018950076.0,199.0,7.89,15.77,36.18,496204.0,45.44,UPPER WEST SIDE (96-116),76,UPPER WEST SIDE (96-116),782094.0,4419000,D3-ELEVATOR,10025.0,330046,"467,537",660511,"73,800",1095778,21.62
"{'latitude': '40.646117381113', 'longitude': '-74.021140932012', 'human_address': '{""address"": ""136 56 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.27,2216190,,,10.45,26.89,111.11,234015.0,209.99,MIDTOWN EAST,155,UPPER EAST SIDE (59-79),454193.0,20511000,D7-ELEVATOR,,2982535,"2,524,042",4105761,"164,161",5054567,39.79
"{'latitude': '40.644379651077', 'longitude': '-74.016613248862', 'human_address': '{""address"": ""339 55 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.11,644109,,,11.97,30.38, ,755320.0,140.03, ,72,MIDTOWN WEST,1517411.0,8512000, ,,1010752, ,1656546, ,1782152,30.06
