property_id,property_name,nyc_building_identification,address_1,year_built,office_percent_that_can_be,largest_property_use_type_1,retail_store_number_of_open,multifamily_housing_percent_1,municipally_supplied_potable_3,parent_property_id,non_refrigerated_warehouse,convention_center_gross_floor,hospital_general_medical_8,medical_office_gross_floor,district_steam_use_kbtu,fuel_oil_2_use_kbtu,net_emissions_metric_tons,year_ending,estimated_values_water,site_eui_kbtu_ft,report_submission_date,report_generation_date,temporary_values,worship_facility_gross_floor,multifamily_housing_number_7,property_gfa_calculated,direct_ghg_emissions_metric,electricity_use_generated_2,leed_us_project_id,diesel_2_use_kbtu,list_of_all_property_use,estimated_data_flag_fuel_2,alert_energy_meter_has_single,direct_ghg_emissions_intensity,weather_normalized_site_eui,total_location_based_ghg,postal_code,electricity_use_grid_purchase_2,reason_s_for_no_score,third_party_certification_1,multifamily_housing_number_5,courthouse_gross_floor_area,last_modified_date_property,energy_star_certification_1,last_modified_date_water,national_median_site_eui,number_of_active_it_meters,hotel_gym_fitness_center,multifamily_housing_total_1,site_energy_use_kbtu,office_gross_floor_area_ft,movie_theater_gross_floor,alert_energy_no_meters,default_values,natural_gas_use_kbtu,social_meeting_hall_gross,medical_office_percent_that,third_party_certification,estimated_data_flag_fuel,fuel_oil_4_use_kbtu
24218518,3120 Corlear Avenue,2122917,3120 Corlear Avenue,2009,Not Available,38665,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,269.8,2022-12-31T00:00:00.000,No,58.2,2023-04-17T15:05:00.000,2023-04-17T15:05:00.000,False,Not Available,0,77665,98.4,Not Available,Not Available,Not Available,"K-12 School (28000.0), Multifamily Housing (38665.0), Parking (11000.0)",Not Available,Ok,1.5,59.1,269.8,10463,594244,Not Available,Not Available,1.24143,Not Available,2023-04-17T00:00:00.000,Not Available,2023-03-08T00:00:00.000,67.4,0,Not Available,1.24143,3879260.5,Not Available,Not Available,Ok,False,1851700,Not Available,Not Available,Not Available,Not Available,Not Available
2745630,Maxwell: 20 Plaza St E,3029311,20 Plaza Street,1940,Not Available,140595,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,828000.1,608.6,2022-12-31T00:00:00.000,No,72.6,2023-05-01T23:51:00.000,2023-05-01T23:49:00.000,False,Not Available,0.71126,140595,477.6,Not Available,Not Available,Not Available,Multifamily Housing (140595.0),Not Available,Ok,3.4,74.3,608.6,11238,454002,Not Available,Not Available,0,Not Available,2023-04-14T00:00:00.000,Not Available,2023-02-24T00:00:00.000,85.2,0,Not Available,0.71126,10212054.9,Not Available,Not Available,Ok,False,7835000,Not Available,Not Available,Not Available,Not Available,Not Available
28119913,52-15 Metropolitan Avenue,4437500 ; 4437501,52-15 Metropolitan Avenue,1931,100,38300,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,38300,Not Available,Not Available,Not Available,Not Available,Not Available,23.5,2022-12-31T00:00:00.000,No,10.4,2023-07-20T10:25:00.000,2023-07-20T10:24:00.000,False,Not Available,Not Available,41300,21.9,Not Available,Not Available,Not Available,"Office (3000.0), Non-Refrigerated Warehouse (38300.0)",Not Available,Ok,0.5,11,23.5,11378,5364,Not Available,Not Available,Not Available,Not Available,2023-07-12T00:00:00.000,Not Available,2023-07-07T00:00:00.000,77.6,0,Not Available,Not Available,431402,3000,Not Available,Ok,False,413100,Not Available,Not Available,Not Available,Not Available,Not Available
15176247,88-24 Merrick Blvd,4210063,88-24 Merrick Blvd,1937,Not Available,82576,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,414000,596.9,2022-12-31T00:00:00.000,No,126,2023-03-10T14:11:00.000,2023-03-10T14:11:00.000,False,Not Available,0.94458,82576,500.9,Not Available,Not Available,Not Available,Multifamily Housing (82576.0),Not Available,Ok,6.1,127.2,596.9,11432,332860,Not Available,Not Available,0,Not Available,2023-03-03T00:00:00.000,Not Available,2023-02-24T00:00:00.000,98.3,0,Not Available,0.94458,10402318.2,Not Available,Not Available,Ok,False,8852599.8,Not Available,Not Available,Not Available,Not Available,Not Available
23095886,23 East 39 St,1017592,23 East 39 St,2017,Not Available,39964,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,205.2,2022-12-31T00:00:00.000,No,70.8,2023-03-15T15:02:00.000,2023-03-15T15:00:00.000,False,Not Available,Not Available,39964,57.7,Not Available,Not Available,Not Available,Hotel (39964.0),Not Available,Ok,1.4,70.4,205.2,10016,511207,Not Available,Not Available,Not Available,Not Available,2023-03-03T00:00:00.000,Not Available,2023-02-24T00:00:00.000,67.2,0,Not Available,Not Available,2831238.3,Not Available,Not Available,Ok,False,1087000.1,Not Available,Not Available,Not Available,Not Available,Not Available
2734684,Chatam: 1155 Walton Ave,2002961,1155 Walton Ave,1940,Not Available,58200,0,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,298.4,2022-12-31T00:00:00.000,No,83.2,2023-05-01T23:51:00.000,2023-05-01T23:49:00.000,False,Not Available,0.84192,61600,228,Not Available,Not Available,Not Available,"Multifamily Housing (58200.0), Retail Store (3400.0)",Not Available,Ok,3.7,82.9,298.4,10452,244245,{1} is too small. {1} is marked as No.,Not Available,0,Not Available,2023-04-25T00:00:00.000,Not Available,2023-02-27T00:00:00.000,88.5,0,Not Available,0.84192,5125864,Not Available,Not Available,Ok,False,4292500.1,Not Available,Not Available,Not Available,Not Available,Not Available
13294622,2197 Cruger Avenue,2049398,2197 Cruger Avenue,1928,Not Available,70296,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,252.6,2022-12-31T00:00:00.000,Unable to Check (not enough data),59.1,2023-04-21T12:19:00.000,2023-04-21T12:19:00.000,False,Not Available,0.28451,70296,166.2,Not Available,Not Available,Not Available,Multifamily Housing (70296.0),Not Available,Possible Issue,2.4,Not Available,252.6,10462,299572.3,Not Available,Not Available,0,Not Available,2023-04-21T00:00:00.000,Not Available,,74,0,Not Available,0.86776,4151312.1,Not Available,Not Available,Ok,True,3129171.4,Not Available,Not Available,Not Available,Not Available,Not Available
28115040,326 East 201 Street,2016741,326 East 201 Street,1930,Not Available,28555,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,980062.1,109.3,2022-12-31T00:00:00.000,Unable to Check (not enough data),51.1,2023-07-25T17:02:00.000,2023-07-25T17:02:00.000,False,Not Available,1.12064,28555,79.5,Not Available,Not Available,Not Available,Multifamily Housing (28555.0),Not Available,Ok,2.8,50.8,109.3,10458,103070,Not Available,Not Available,0,Not Available,2023-07-20T00:00:00.000,Not Available,,89.5,0,Not Available,1.12064,1459936.9,Not Available,Not Available,Ok,False,128200,Not Available,Not Available,Not Available,Not Available,Not Available
24125310,863 E 141st St - Lot 128,2117505; 2117504,863 E 141st St,1919,Not Available,144000,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,47,2022-12-31T00:00:00.000,No,4.5,2023-03-14T13:42:00.000,2023-03-14T13:42:00.000,False,Not Available,Not Available,144000,25.7,Not Available,Not Available,Not Available,Self-Storage Facility (144000.0),No,Ok,0.2,4.5,47,10454,73701,More than 50% of the Gross Floor Area is not a single Property Type that is eligible for a 1-100 score (in your country).,Not Available,Not Available,Not Available,2023-03-03T00:00:00.000,Not Available,2023-02-27T00:00:00.000,27.8,0,Not Available,Not Available,644167.8,Not Available,Not Available,Ok,False,173700,Not Available,Not Available,Not Available,Not Available,219000
16777173,973 Brook Avenue,2001622,973 Brook Avenue,2005,Not Available,55148,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,759013.8,90.6,2022-12-31T00:00:00.000,No,21.5,2023-03-13T12:26:00.000,2023-03-13T12:25:00.000,False,Not Available,Not Available,55148,59.7,Not Available,Not Available,Not Available,Manufacturing/Industrial Plant (55148.0),Not Available,Ok,1.1,21.5,90.6,10451,107184,More than 50% of the Gross Floor Area is not a single Property Type that is eligible for a 1-100 score (in your country).,Not Available,Not Available,Not Available,2023-03-11T00:00:00.000,Not Available,2022-03-01T00:00:00.000,Not Available,0,Not Available,Not Available,1187725.6,Not Available,Not Available,Ok,False,63000,Not Available,Not Available,Not Available,Not Available,Not Available
2562244,ROSENBERG: 1820 Harrison Street,2008585,1820 Harrison Street,1950,Not Available,73523,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,373.2,2022-12-31T00:00:00.000,No,85.7,2023-05-01T23:51:00.000,2023-05-01T23:49:00.000,False,Not Available,1.02009,73695,271.8,Not Available,Not Available,Not Available,"Personal Services (Health/Beauty, Dry Cleaning, etc.) (172.0), Multifamily Housing (73523.0)",Not Available,Ok,3.7,87.5,373.2,10461,351457,Not Available,Not Available,0,Not Available,2023-03-18T00:00:00.000,Not Available,2023-02-24T00:00:00.000,92.6,0,Not Available,1.02009,6316271.4,Not Available,Not Available,Ok,False,5117100.1,Not Available,Not Available,Not Available,Not Available,Not Available
15582602,286-Aliz Times Square,1090719,310 W 40th St,2018,Not Available,114917,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,712.2,2022-12-31T00:00:00.000,No,86.1,2023-04-26T14:00:00.000,2023-04-26T13:56:00.000,False,Not Available,Not Available,114917,210.8,Not Available,Not Available,Not Available,Hotel (114917.0),Not Available,Ok,1.8,86.1,712.2,10018,1737973,Not Available,Not Available,Not Available,Not Available,2023-04-18T00:00:00.000,Not Available,2022-04-19T00:00:00.000,84.6,0,Not Available,Not Available,9899463.8,Not Available,Not Available,Ok,False,3969500.2,Not Available,Not Available,Not Available,Not Available,Not Available
26619609,Resolution - 330 West 42nd Street,1024926,330 West 42nd Street,1931,100,552775,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,292,2022-12-31T00:00:00.000,Unable to Check (not enough data),6.2,2023-04-25T11:13:00.000,2023-04-25T11:13:00.000,False,Not Available,Not Available,552775,0,Not Available,Not Available,Not Available,Office (552775.0),Not Available,Ok,0,6.4,292,10036,1012352,Not Available,Not Available,Not Available,Not Available,2023-04-24T00:00:00.000,Not Available,,69.3,0,Not Available,Not Available,3454144.9,552775,Not Available,Ok,False,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
22740779,57 Herkimer Street,3053730,57 Herkimer Street,1920,Not Available,33042,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,145.9,2022-12-31T00:00:00.000,No,74,2023-03-14T16:31:00.000,2023-03-14T16:31:00.000,False,Not Available,2.11852,33042,103,Not Available,Not Available,Not Available,Multifamily Housing (33042.0),Not Available,Ok,3.1,75.6,145.9,11216,148597,Not Available,Not Available,0,Not Available,2023-03-14T00:00:00.000,Not Available,2022-09-19T00:00:00.000,118.3,0,Not Available,2.11852,2446012.9,Not Available,Not Available,Ok,False,1938999.9,Not Available,Not Available,Not Available,Not Available,Not Available
22739732,Fodera Enterprises,4437274; 4437273; 4437276; 4437277; 4437275; 4610290@,127-92 Willets Point Boulevard,1939,Not Available,72065,Not Available,Not Available,Not Available,22739732,2000,Not Available,Not Available,Not Available,Not Available,Not Available,415.3,2022-12-31T00:00:00.000,No,55.5,2023-03-15T15:23:00.000,2023-03-15T15:22:00.000,False,Not Available,Not Available,93065,35.5,Not Available,Not Available,Not Available,"Repair Services (Vehicle, Shoe, Locksmith, etc.) (19000.0), Distribution Center (72065.0), Non-Refrigerated Warehouse (2000.0)",Not Available,Ok,0.4,55.8,415.3,11368,1316475,Property Type cannot get a score as a campus.,Not Available,Not Available,Not Available,2022-09-23T00:00:00.000,Not Available,2022-09-19T00:00:00.000,20.6,0,Not Available,Not Available,5161012.6,Not Available,Not Available,Ok,False,669200,Not Available,Not Available,Not Available,Not Available,Not Available
19506631,CFF Consulting - 3456 Broadway,1061776,3456 Broadway,1925,Not Available,32010,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,213.5,2022-12-31T00:00:00.000,No,108.9,2023-03-17T18:33:00.000,2023-03-17T18:32:00.000,False,Not Available,0.78101,32010,137.5,Not Available,Not Available,Not Available,Multifamily Housing (32010.0),Not Available,Ok,4.3,110.7,213.5,10031,263151,Not Available,Not Available,0,Not Available,2023-03-17T00:00:00.000,Not Available,2023-02-24T00:00:00.000,76.1,0,Not Available,0.78101,3487471.6,Not Available,Not Available,Ok,False,2589600.4,Not Available,Not Available,Not Available,Not Available,Not Available
2661810,Maggio Realty LLC,1064243,30 Dongan Pl,1931,Not Available,71118,Not Available,0,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,359.7,2022-12-31T00:00:00.000,No,87.4,2023-03-28T11:53:00.000,2023-03-28T11:53:00.000,False,Not Available,1.0124,71118,280.6,Not Available,Not Available,Not Available,Multifamily Housing (71118.0),Not Available,Ok,3.9,89.3,359.7,10040,274024,Not Available,Not Available,0,Not Available,2023-03-14T00:00:00.000,Not Available,2023-02-27T00:00:00.000,90.4,0,Not Available,1.0124,6218369.7,Not Available,Not Available,Ok,False,5283399.7,Not Available,Not Available,Not Available,Not Available,Not Available
24774635,Living - 809 Madison Ave/30 E 68th St,1041234,809 Madison Ave,1925,Not Available,41371,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,3541248.4,Not Available,294.5,2022-12-31T00:00:00.000,No,102.8,2023-04-27T13:01:00.000,2023-04-27T13:00:00.000,False,Not Available,0,41371,1.6,Not Available,Not Available,Not Available,Multifamily Housing (41371.0),Not Available,Ok,0,105.9,294.5,10065,200605,Not Available,Not Available,0.87017,Not Available,2023-04-02T00:00:00.000,Not Available,2023-02-24T00:00:00.000,84.6,0,Not Available,0.87017,4254912.6,Not Available,Not Available,Ok,False,29200,Not Available,Not Available,Not Available,Not Available,Not Available
2775138,CQ- 37-06 80 Street,4029968;4449493,37-06 80 Street,1921,Not Available,91000,0,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,540.6,2022-12-31T00:00:00.000,No,90,2023-03-27T14:47:00.000,2023-03-27T14:47:00.000,False,Not Available,0.32967,99000,359.4,Not Available,Not Available,Not Available,"Multifamily Housing (91000.0), Retail Store (8000.0)",Not Available,Ok,3.6,92.3,540.6,11372,628111,Not Available,Not Available,0,Not Available,2023-03-27T00:00:00.000,Not Available,2023-03-13T00:00:00.000,84.9,0,Not Available,0.96703,8909314.5,Not Available,Not Available,Ok,True,6766199.8,Not Available,Not Available,Not Available,Not Available,Not Available
26640210,KM - 475 East 138 St,2091036,475 East 138 St,1975,Not Available,53748,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,205.8,2022-12-31T00:00:00.000,Unable to Check (not enough data),61.5,2023-04-27T13:29:00.000,2023-04-27T13:27:00.000,False,Not Available,0,53748,124.4,Not Available,Not Available,Not Available,Multifamily Housing (53748.0),Not Available,Ok,2.3,63.3,205.8,10454,282224,Not Available,Not Available,0,Not Available,2023-04-27T00:00:00.000,Not Available,,78.8,0,Not Available,1.45122,3305048.2,Not Available,Not Available,Ok,False,2342100,Not Available,Not Available,Not Available,Not Available,Not Available
20774282,637 E 176 St,2806663,637 E 176 St,2020,Not Available,32676,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,48.2,2022-12-31T00:00:00.000,Unable to Check (not enough data),17.5,2023-03-15T16:08:00.000,2023-03-15T16:08:00.000,False,Not Available,1.40776,32676,0,Not Available,Not Available,Not Available,Multifamily Housing (32676.0),Not Available,Ok,0,17.5,48.2,10457,167155,Not Available,Not Available,0,Not Available,2023-03-03T00:00:00.000,Not Available,,49.9,0,Not Available,1.40776,570332.9,Not Available,Not Available,Ok,False,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
23780194,2911 86 Street,3194336,2911 86 Street,1963,Not Available,77000,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,538.5,2022-12-31T00:00:00.000,No,90.9,2023-03-06T17:40:00.000,2023-03-06T17:39:00.000,False,Not Available,1.06494,77000,432.4,Not Available,Not Available,Not Available,Multifamily Housing (77000.0),No,Ok,5.6,91.5,538.5,11223,368093,Not Available,Not Available,0,Not Available,2023-03-03T00:00:00.000,Not Available,2023-02-27T00:00:00.000,91.5,0,Not Available,1.06494,6998521.7,Not Available,Not Available,Ok,False,0,Not Available,Not Available,Not Available,Not Available,5742588.4
22099984,114 E 71st St,1042758,114 East 71st St,1900,100,28560,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,36.8,2022-12-31T00:00:00.000,No,13.7,2023-05-01T23:13:00.000,2023-05-01T23:12:00.000,False,Not Available,0.70028,32640,1.8,Not Available,Not Available,Not Available,"Office (4080.0), Multifamily Housing (28560.0)",Not Available,Ok,0.1,13.7,36.8,10021,121343.1,Not Available,Not Available,0,Not Available,2023-05-01T00:00:00.000,Not Available,2023-02-24T00:00:00.000,40.9,0,Not Available,0.70028,447132.5,4080,Not Available,Ok,True,33110,Not Available,Not Available,Not Available,Not Available,Not Available
19929037,2278 Bronx Park East,2128796; 2049741; 2130350,2278 Bronx Park East,1925,Not Available,27296,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,102.1,2022-12-31T00:00:00.000,No,59.5,2023-03-20T13:27:00.000,2023-03-20T13:23:00.000,False,Not Available,1.20897,27296,59.4,Not Available,Not Available,Not Available,Multifamily Housing (27296.0),Not Available,Ok,2.2,59.1,102.1,10467,148217,Not Available,Not Available,0,Not Available,2023-03-17T00:00:00.000,Not Available,2023-03-08T00:00:00.000,81.8,0,Not Available,1.20897,1623716.4,Not Available,Not Available,Ok,False,1118000,Not Available,Not Available,Not Available,Not Available,Not Available
24774626,Living - 195 Bowery St,1079085 ; 1079084,195 Bowery St,1900,Not Available,44203,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,232.9,2022-12-31T00:00:00.000,No,84.4,2023-04-28T14:23:00.000,2023-04-28T14:22:00.000,False,Not Available,0,44203,139.3,Not Available,Not Available,Not Available,Multifamily Housing (44203.0),Not Available,Ok,3.2,85.7,232.9,10002,324560,Not Available,Not Available,0.52033,Not Available,2023-04-26T00:00:00.000,Not Available,2023-02-24T00:00:00.000,76.5,0,Not Available,0.52033,3729298.7,Not Available,Not Available,Ok,False,2621900,Not Available,Not Available,Not Available,Not Available,Not Available
15330689,KM 135 Hamilton Place,1061861,135 Hamilton Place,1920,Not Available,41082,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,165.7,2022-12-31T00:00:00.000,Unable to Check (not enough data),67.6,2023-04-27T13:29:00.000,2023-04-27T13:27:00.000,False,Not Available,0.85195,41082,116.9,Not Available,Not Available,Not Available,Multifamily Housing (41082.0),Not Available,Ok,2.8,68.9,165.7,10031,168886,Not Available,Not Available,0,Not Available,2023-03-03T00:00:00.000,Not Available,,86.1,0,Not Available,0.85195,2777939.1,Not Available,Not Available,Ok,False,2201700.1,Not Available,Not Available,Not Available,Not Available,Not Available
2805239,VP: 2829 Sedgwick Avenue,2015524,2829 Sedgwick Avenue,1963,Not Available,160597,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,506.6,2022-12-31T00:00:00.000,No,52.7,2023-05-01T23:51:00.000,2023-05-01T23:49:00.000,False,Not Available,0.62268,160597,352.5,Not Available,Not Available,Not Available,Multifamily Housing (160597.0),Not Available,Ok,2.2,53.6,506.6,10468,534215,Not Available,Not Available,0,Not Available,2023-04-07T00:00:00.000,Not Available,2023-04-07T00:00:00.000,82.4,0,Not Available,0.62268,8459241.5,Not Available,Not Available,Ok,False,6636499.8,Not Available,Not Available,Not Available,Not Available,Not Available
2661817,Guadalupe Realty LLC,1063339,91 Fort Washington Avenue,1920,Not Available,60414,Not Available,0,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,279.9,2022-12-31T00:00:00.000,No,79.2,2023-03-28T11:53:00.000,2023-03-28T11:53:00.000,False,Not Available,0.23173,60414,210.7,Not Available,Not Available,Not Available,Multifamily Housing (60414.0),Not Available,Ok,3.5,80.9,279.9,10032,239924,Not Available,Not Available,0,Not Available,2023-03-13T00:00:00.000,Not Available,2023-03-13T00:00:00.000,97,0,Not Available,0.71176,4786120.8,Not Available,Not Available,Ok,False,3967500.1,Not Available,Not Available,Not Available,Not Available,Not Available
6188750,"Prosperity Enterprises Co., Inc",1002645,185 Canal Street,1929,100,33000,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,212.3,2022-12-31T00:00:00.000,No,82.4,2023-03-17T09:54:00.000,2023-03-17T09:52:00.000,False,Not Available,Not Available,33000,29.6,Not Available,Not Available,Not Available,Office (33000.0),Not Available,Ok,0.9,82.5,212.3,10013,633523,Not Available,Not Available,Not Available,Not Available,2023-03-17T00:00:00.000,Not Available,2023-02-24T00:00:00.000,57.1,0,Not Available,Not Available,2718980.5,33000,Not Available,Ok,False,557400,Not Available,Not Available,Not Available,Not Available,Not Available
1357971,240 Greenwich St,1001416,240 Greenwich St,1983,Not Available,1081579,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,26817531.8,Not Available,10929.1,2022-12-31T00:00:00.000,No,78.9,2023-04-03T12:49:00.000,2023-04-03T12:48:00.000,False,Not Available,Not Available,1176421,59.2,Not Available,1000002490,Not Available,"Data Center (29494.0), Financial Office (1081579.0), Food Service (57413.0), Bank Branch (6030.0), Convenience Store without Gas Station (1905.0)",Not Available,Ok,0.1,79.8,10929.1,10286,19014570,Not Available,7/1/2011,Not Available,Not Available,2023-04-03T00:00:00.000,11/5/2012,2022-10-19T00:00:00.000,105,0,Not Available,Not Available,92809259.8,Not Available,Not Available,Ok,True,1114000,Not Available,Not Available,LEED,Not Available,Not Available
17387092,Trenkmann - 241-245 Centre Street,1007005,241 Centre Street,1910,100,26065,Not Available,Not Available,Not Available,17387222,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,53.7,2022-12-31T00:00:00.000,No,24.5,2023-04-28T14:23:00.000,2023-04-28T14:22:00.000,False,Not Available,Not Available,26065,0.5,Not Available,Not Available,Not Available,Office (26065.0),Not Available,Ok,0,24.3,53.7,10013,184252,Not Available,Not Available,Not Available,Not Available,2023-03-09T00:00:00.000,Not Available,2023-02-24T00:00:00.000,47.4,0,Not Available,Not Available,638867.8,26065,Not Available,Ok,False,10200,Not Available,Not Available,Not Available,Not Available,Not Available
15321027,KM 1674 Macombs Road,2008453,1674 MAcombs Road,1926,Not Available,72000,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,344.9,2022-12-31T00:00:00.000,No,81.2,2023-04-27T13:29:00.000,2023-04-27T13:27:00.000,False,Not Available,0.90278,72000,252.7,Not Available,Not Available,Not Available,Multifamily Housing (72000.0),Not Available,Ok,3.5,83.5,344.9,10453,319658,Not Available,Not Available,0,Not Available,2023-03-03T00:00:00.000,Not Available,2023-02-24T00:00:00.000,87.4,0,Not Available,0.90278,5848473.1,Not Available,Not Available,Ok,False,4757800.1,Not Available,Not Available,Not Available,Not Available,Not Available
2730704,VP: 815 Gerard Ave,2002978,815 Gerard Ave,1928,Not Available,93888,0,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,425.6,2022-12-31T00:00:00.000,No,67.1,2023-05-01T23:51:00.000,2023-05-01T23:48:00.000,False,Not Available,0.89468,106128,298.2,Not Available,Not Available,Not Available,"Multifamily Housing (93888.0), Retail Store (12240.0)",Not Available,Ok,2.8,68.3,425.6,10451,441798,{1} is marked as No.,Not Available,0,Not Available,2023-04-07T00:00:00.000,Not Available,2023-02-24T00:00:00.000,83.1,0,Not Available,0.89468,7121614.8,Not Available,Not Available,Ok,False,5614200,Not Available,Not Available,Not Available,Not Available,Not Available
2734688,Katz: 1820 East 13th Street,3183898,1820 East 13th Street,1941,Not Available,123666,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,421.5,2022-12-31T00:00:00.000,No,59,2023-05-01T23:51:00.000,2023-05-01T23:49:00.000,False,Not Available,0.76011,123666,330.6,Not Available,Not Available,Not Available,Multifamily Housing (123666.0),Not Available,Ok,2.7,59.7,421.5,11229,315043,Not Available,Not Available,0,Not Available,2023-04-07T00:00:00.000,Not Available,2023-02-24T00:00:00.000,78.5,0,Not Available,0.76011,7299526.8,Not Available,Not Available,Ok,False,6224600,Not Available,Not Available,Not Available,Not Available,Not Available
2734686,Katz: 10031 4th Avenue / 10015 4th Ave,3253519;3257057;3257056;3257057,10015 4th Ave,1985,100,72432,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,87.2,2022-12-31T00:00:00.000,No,15.8,2023-05-01T23:51:00.000,2023-05-01T23:49:00.000,False,Not Available,Not Available,72432,16.6,Not Available,Not Available,Not Available,Office (72432.0),Not Available,Ok,0.2,16,87.2,11209,244873,Not Available,Not Available,Not Available,Not Available,2023-04-24T00:00:00.000,Not Available,,76.9,0,Not Available,Not Available,1147806.7,72432,Not Available,Ok,False,312300,Not Available,Not Available,Not Available,Not Available,Not Available
2770581,Maverick: 165-25 Jamaica Ave,4209597,165-25 Jamaica Ave,1931,100,55000,0,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,313.5,2022-12-31T00:00:00.000,No,71.6,2023-05-01T23:51:00.000,2023-05-01T23:49:00.000,False,Not Available,Not Available,66000,145.7,Not Available,Not Available,Not Available,"Office (55000.0), Retail Store (11000.0)",Not Available,Ok,2.2,72.8,313.5,11432,582053,Not Available,Not Available,Not Available,Not Available,2023-04-13T00:00:00.000,Not Available,2023-04-13T00:00:00.000,106.4,0,Not Available,Not Available,4728164.8,55000,Not Available,Ok,False,2742199.9,Not Available,Not Available,Not Available,Not Available,Not Available
27204965,GTS - 440 West 21 Street/175 9th Ave,1083575 ; 1083573 ; 1813292,440 West 21 Street,1931,Not Available,133885,Not Available,100,Not Available,27204965,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,740.4,2022-12-31T00:00:00.000,No,94.2,2023-06-05T18:10:00.000,2023-06-05T18:01:00.000,False,Not Available,0.56765,133885,551,Not Available,Not Available,Not Available,Multifamily Housing (133885.0),Not Available,Ok,4.1,97.6,740.4,10011,656448,Not Available,Not Available,0,Not Available,2023-06-05T00:00:00.000,Not Available,2023-05-12T00:00:00.000,74.5,0,Not Available,0.56765,12614200.9,Not Available,Not Available,Ok,False,10374400.3,Not Available,Not Available,Not Available,Not Available,Not Available
