property_id,property_name,nyc_building_identification,address_1,year_built,office_percent_that_can_be,largest_property_use_type_1,retail_store_number_of_open,multifamily_housing_percent_1,municipally_supplied_potable_3,parent_property_id,non_refrigerated_warehouse,convention_center_gross_floor,hospital_general_medical_8,medical_office_gross_floor,district_steam_use_kbtu,fuel_oil_2_use_kbtu,net_emissions_metric_tons,year_ending,estimated_values_water,site_eui_kbtu_ft,report_submission_date,report_generation_date,temporary_values,worship_facility_gross_floor,multifamily_housing_number_7,property_gfa_calculated,direct_ghg_emissions_metric,electricity_use_generated_2,leed_us_project_id,diesel_2_use_kbtu,list_of_all_property_use,estimated_data_flag_fuel_2,alert_energy_meter_has_single,direct_ghg_emissions_intensity,weather_normalized_site_eui,total_location_based_ghg,postal_code,electricity_use_grid_purchase_2,reason_s_for_no_score,third_party_certification_1,multifamily_housing_number_5,courthouse_gross_floor_area,last_modified_date_property,energy_star_certification_1,last_modified_date_water,national_median_site_eui,number_of_active_it_meters,hotel_gym_fitness_center,multifamily_housing_total_1,site_energy_use_kbtu,office_gross_floor_area_ft,movie_theater_gross_floor,alert_energy_no_meters,default_values,natural_gas_use_kbtu,social_meeting_hall_gross,medical_office_percent_that,third_party_certification,estimated_data_flag_fuel,fuel_oil_4_use_kbtu
2734787,Four Seasons:  2165 Chatterton Ave,2026358,2165 Chatterton Ave,1929,100,89557,0,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,499.6,2022-12-31T00:00:00.000,No,91.5,2023-05-01T23:51:00.000,2023-05-01T23:49:00.000,False,Not Available,0.90445,94357,389.2,Not Available,Not Available,Not Available,"Personal Services (Health/Beauty, Dry Cleaning, etc.) (1200.0), Restaurant (600.0), Office (600.0), Multifamily Housing (89557.0), Convenience Store without Gas Station (1200.0), Retail Store (1200.0)",Not Available,Ok,4.1,93.3,499.6,10472,382593,{1} is too small. {1} is too small.,Not Available,0,Not Available,2023-03-29T00:00:00.000,Not Available,2019-03-08T00:00:00.000,89.8,0,Not Available,0.90445,8633507.1,600,Not Available,Ok,True,7328099.9,Not Available,Not Available,Not Available,Not Available,Not Available
8718685,99 University Place,1009128,99 University Place,1978,100,41490,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,2330957.9,192.2,2022-12-31T00:00:00.000,No,61.7,2023-05-01T22:43:00.000,2023-05-01T22:42:00.000,False,Not Available,Not Available,41490,173,Not Available,Not Available,Not Available,Office (41490.0),Not Available,Ok,4.2,Not Available,192.2,10003,66793,Not Available,Not Available,Not Available,Not Available,2023-05-01T00:00:00.000,Not Available,2023-05-01T00:00:00.000,133.5,0,Not Available,Not Available,2558855.6,41490,Not Available,Ok,False,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2771640,CQ- 148-28 88 avenue,4207096,148-28 88 avenue,1961,Not Available,112816,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,574.6,2022-12-31T00:00:00.000,Unable to Check (not enough data),86.7,2023-03-16T06:17:00.000,2023-03-16T06:17:00.000,False,Not Available,0.3191,117816,425.9,Not Available,Not Available,Not Available,"Multifamily Housing (112816.0), Parking (5000.0)",Not Available,Ok,3.8,87.3,574.6,11435,515271,Not Available,Not Available,0,Not Available,2023-03-09T00:00:00.000,Not Available,,91.3,0,Not Available,0.99277,9777504.6,Not Available,Not Available,Ok,True,8019400,Not Available,Not Available,Not Available,Not Available,Not Available
7534442,218 West 21st Street,1014043,218 West 21st Street,1986,Not Available,25778,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,209.2,2022-12-31T00:00:00.000,No,107,2023-05-01T22:43:00.000,2023-05-01T22:42:00.000,False,Not Available,0.38793,25778,178.1,Not Available,Not Available,Not Available,Multifamily Housing (25778.0),No,Ok,6.9,106.6,209.2,11101,107916,Not Available,Not Available,0,Not Available,2023-04-27T00:00:00.000,Not Available,2023-02-24T00:00:00.000,111.8,0,Not Available,1.35775,2758935.1,Not Available,Not Available,Ok,False,86700,Not Available,Not Available,Not Available,Not Available,2304025.7
15322073,KM 1325 Grand Concourse,2008053,1325 Grand Concourse,1924,Not Available,55000,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,340,2022-12-31T00:00:00.000,No,102.3,2023-04-27T13:29:00.000,2023-04-27T13:27:00.000,False,Not Available,1.32727,55000,229.4,Not Available,Not Available,Not Available,Multifamily Housing (55000.0),Not Available,Ok,4.2,101.8,340,10452,383485,Not Available,Not Available,0,Not Available,2023-04-18T00:00:00.000,Not Available,2023-02-27T00:00:00.000,101.1,0,Not Available,1.32727,5627650.7,Not Available,Not Available,Ok,False,4319199.9,Not Available,Not Available,Not Available,Not Available,Not Available
9637022,3435 Gates Place,2017675,3435 Gates Place,1950,Not Available,48500,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,292.1,2022-12-31T00:00:00.000,Unable to Check (not enough data),103.3,2023-05-01T22:43:00.000,2023-05-01T22:42:00.000,False,Not Available,0.18557,48500,221.9,Not Available,Not Available,Not Available,Multifamily Housing (48500.0),Not Available,Ok,4.6,104.7,292.1,10467,243398,Not Available,Not Available,0,Not Available,2023-04-22T00:00:00.000,Not Available,,84.2,0,Not Available,1.03093,5008574.4,Not Available,Not Available,Ok,False,4178100.4,Not Available,Not Available,Not Available,Not Available,Not Available
19081268,278 West 10 Street,1011727;1080228; 1080227; 1080229,278 West 10 Street,2003,Not Available,66813,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,313.3,2022-12-31T00:00:00.000,No,66.7,2023-03-10T14:29:00.000,2023-03-10T14:29:00.000,False,Not Available,Not Available,66813,107,Not Available,Not Available,Not Available,K-12 School (66813.0),Not Available,Ok,1.6,67.7,313.3,10014,715204,Not Available,Not Available,Not Available,Not Available,2023-03-08T00:00:00.000,Not Available,2023-03-08T00:00:00.000,71.2,0,Not Available,Not Available,4455476,Not Available,Not Available,Ok,False,2015200,Not Available,Not Available,Not Available,Not Available,Not Available
6685864,Point Realty- 165 Meserole Street,3070999,165 Meserole Street,1930,Not Available,33000,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,385606.5,186,2022-12-31T00:00:00.000,Unable to Check (not enough data),96.7,2023-03-27T14:47:00.000,2023-03-27T14:47:00.000,False,Not Available,0.24242,33000,163.6,Not Available,Not Available,Not Available,Multifamily Housing (33000.0),Not Available,Ok,5,98.7,186,11206,77549,Not Available,Not Available,0,Not Available,2023-03-24T00:00:00.000,Not Available,,109.7,0,Not Available,1.18182,3192103.8,Not Available,Not Available,Ok,False,2541900.1,Not Available,Not Available,Not Available,Not Available,Not Available
26710209,Feldco 1029,2005788,941 Southern Blvd,1950,100,33750,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1022,2022-12-31T00:00:00.000,No,549.9,2023-05-01T22:43:00.000,2023-05-01T22:42:00.000,False,Not Available,Not Available,33750,924.7,Not Available,Not Available,Not Available,Office (33750.0),Not Available,Ok,27.4,562.6,1022,10459,337336,Not Available,Not Available,Not Available,Not Available,2023-05-01T00:00:00.000,Not Available,2023-05-01T00:00:00.000,180.3,0,Not Available,Not Available,18560480.5,33750,Not Available,Ok,False,17409490.1,Not Available,Not Available,Not Available,Not Available,Not Available
6706279,Thompson Central Park NY,1023455,118 West 57th Street,1981,Not Available,536719,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1533,2022-12-31T00:00:00.000,No,36,2023-04-20T08:18:00.000,2023-04-20T08:18:00.000,False,Not Available,Not Available,536719,173.2,Not Available,Not Available,Not Available,Hotel (536719.0),Not Available,Ok,0.3,36,1533,10019,4714038,Not Available,Not Available,Not Available,Not Available,2023-04-17T00:00:00.000,Not Available,2023-04-10T00:00:00.000,79.1,0,Not Available,Not Available,19345797.7,Not Available,Not Available,Ok,False,3261500,Not Available,Not Available,Not Available,Not Available,Not Available
3762112,344-CNDTSQ,1087500;1087499,339 West 39th Street,2009,Not Available,81837,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,376.2,2022-12-31T00:00:00.000,No,60.7,2023-04-04T08:47:00.000,2023-04-04T08:46:00.000,False,Not Available,Not Available,81837,73.4,Not Available,Not Available,Not Available,Hotel (81837.0),Not Available,Ok,0.9,61.2,376.2,10018,1049755,Not Available,Not Available,Not Available,Not Available,2023-02-15T00:00:00.000,Not Available,2023-02-15T00:00:00.000,77.3,0,400,Not Available,4964364.2,Not Available,Not Available,Ok,False,1382599.9,Not Available,Not Available,Not Available,Not Available,Not Available
20324147,Lester - 1100 Coney Island Avenue,3170241; 3809581; 3809580; 3809579; 3170243; 3170242,1100 Coney Island Avenue,1993,100,63468,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,130.5,2022-12-31T00:00:00.000,No,28.6,2023-04-03T16:12:00.000,2023-04-03T16:11:00.000,False,Not Available,Not Available,63468,39,Not Available,Not Available,Not Available,Office (63468.0),Not Available,Ok,0.6,28.7,130.5,11230,317475,Not Available,Not Available,Not Available,Not Available,2023-04-01T00:00:00.000,Not Available,2023-02-27T00:00:00.000,82.5,0,Not Available,Not Available,1816924.7,63468,Not Available,Ok,False,733700,Not Available,Not Available,Not Available,Not Available,Not Available
7079432,2821 Briggs Realty LLC,2017059,2821 Briggs Avenue,1916,Not Available,30780,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,232.4,2022-12-31T00:00:00.000,No,132.5,2023-04-24T17:37:00.000,2023-04-24T17:35:00.000,False,Not Available,1.00715,30780,190.1,Not Available,Not Available,Not Available,Multifamily Housing (30780.0),Not Available,Ok,6.2,135.4,232.4,10458,146576,Not Available,Not Available,0,Not Available,2023-04-03T00:00:00.000,Not Available,2023-02-24T00:00:00.000,104.5,0,Not Available,1.00715,4079517.2,Not Available,Not Available,Ok,False,3579399.9,Not Available,Not Available,Not Available,Not Available,Not Available
26571431,552 7th Ave,1014502,552 7th Ave,1920,100,23705,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,150.7,2022-12-31T00:00:00.000,No,60.2,2023-04-27T18:12:00.000,2023-04-27T18:11:00.000,False,Not Available,Not Available,30528,7.7,Not Available,Not Available,Not Available,"Office (23705.0), Food Service (6823.0)",Not Available,Ok,0.3,60.2,150.7,10018,495914,Not Available,Not Available,Not Available,Not Available,2023-04-24T00:00:00.000,Not Available,2023-04-24T00:00:00.000,56,0,Not Available,Not Available,1836358.6,23705,Not Available,Ok,True,144300,Not Available,Not Available,Not Available,Not Available,Not Available
2709443,Fairfield: 35-20 147th Street,4308862,35-20 147th Street,1988,100,71783,0,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,482.9,2022-12-31T00:00:00.000,No,83.4,2023-05-01T23:51:00.000,2023-05-01T23:49:00.000,False,Not Available,0,95423,320.6,Not Available,Not Available,Not Available,"Multifamily Housing (71783.0), Office (12500.0), Retail Store (11140.0)",Not Available,Ok,3.4,84.9,482.9,11354,562766,{1} is marked as No.,Not Available,1.14233,Not Available,2023-04-14T00:00:00.000,Not Available,2023-02-24T00:00:00.000,80.2,0,Not Available,1.14233,7956157.5,12500,Not Available,Ok,False,6035999.8,Not Available,Not Available,Not Available,Not Available,Not Available
24774628,Living - 43 Bleecker Street,1008451,43 Bleecker Street,1900,Not Available,37993,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,20.4,2022-12-31T00:00:00.000,No,6.6,2023-04-26T16:01:00.000,2023-04-26T16:01:00.000,False,Not Available,0.47377,37993,1.3,Not Available,Not Available,Not Available,Multifamily Housing (37993.0),Not Available,Ok,0,6.6,20.4,10012,66276,{1} is too small.,Not Available,0,Not Available,2023-04-01T00:00:00.000,Not Available,2023-02-27T00:00:00.000,45,0,Not Available,0.47377,251133.7,Not Available,Not Available,Ok,False,25000,Not Available,Not Available,Not Available,Not Available,Not Available
24774630,Living - 131 West 35th Street,1015225#,131 West 35th Street,1913,100,91777,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,2484510.4,426.8,2022-12-31T00:00:00.000,No,58.3,2023-04-27T15:19:00.000,2023-04-27T15:18:00.000,False,Not Available,Not Available,91777,184.5,Not Available,Not Available,Not Available,Office (91777.0),Not Available,Ok,2,57.9,426.8,10001,840114,Not Available,Not Available,Not Available,Not Available,2023-03-14T00:00:00.000,Not Available,2023-02-24T00:00:00.000,96.1,0,Not Available,Not Available,5352979.2,91777,Not Available,Ok,False,2000,Not Available,Not Available,Not Available,Not Available,Not Available
18105301,340 Johnson Avenue,3071315,340 Johnson Avenue,1964,Not Available,20934,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,355.3,2022-12-31T00:00:00.000,No,154.4,2023-03-11T16:25:00.000,2023-03-11T16:24:00.000,False,Not Available,Not Available,31400,92.3,Not Available,Not Available,Not Available,"Manufacturing/Industrial Plant (10466.0), Refrigerated Warehouse (20934.0)",Not Available,Ok,2.9,155.5,355.3,11206,911934,"More than 25% of the Portfolio Manager-Calculated Property GFA is considered ""Other.""",Not Available,Not Available,Not Available,2023-03-03T00:00:00.000,Not Available,2023-02-25T00:00:00.000,108.4,0,Not Available,Not Available,4848518.8,Not Available,Not Available,Ok,False,1737000,Not Available,Not Available,Not Available,Not Available,Not Available
2771695,740  Associates L.P.,3038438,740 EMPIRE BLVD,1920,Not Available,96208,Not Available,90,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,447.3,2022-12-31T00:00:00.000,No,77.5,2023-04-19T15:27:00.000,2023-04-19T15:26:00.000,False,Not Available,0.99784,96208,308.8,Not Available,Not Available,Not Available,Multifamily Housing (96208.0),Not Available,Ok,3.2,79,447.3,11213,480090,Not Available,Not Available,0,Not Available,2023-04-07T00:00:00.000,Not Available,2023-02-27T00:00:00.000,80.8,0,Not Available,0.99784,7451767.2,Not Available,Not Available,Ok,False,5813700,Not Available,Not Available,Not Available,Not Available,Not Available
15304524,KM 1882 Grand Concourse,2007547,1882 Grand Concourse,1914,Not Available,41250,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,275.5,2022-12-31T00:00:00.000,No,112,2023-04-27T13:29:00.000,2023-04-27T13:27:00.000,False,Not Available,0,41250,194.7,Not Available,Not Available,Not Available,Multifamily Housing (41250.0),Not Available,Ok,4.7,112,275.5,10457,280206,Not Available,Not Available,1.06667,Not Available,2023-03-03T00:00:00.000,Not Available,2021-04-26T00:00:00.000,89.2,0,Not Available,1.06667,4621563.1,Not Available,Not Available,Ok,False,3665500.3,Not Available,Not Available,Not Available,Not Available,Not Available
15746283,KM - 33-01 Vernon Blvd,4003812,33-01 Vernon Blvd,1952,100,27400,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,190,2022-12-31T00:00:00.000,No,99.1,2023-04-27T13:29:00.000,2023-04-27T13:27:00.000,False,Not Available,Not Available,27400,66.8,Not Available,Not Available,Not Available,Office (27400.0),Not Available,Ok,2.4,100.1,190,11106,426985,Not Available,Not Available,Not Available,Not Available,2023-04-18T00:00:00.000,Not Available,2023-02-24T00:00:00.000,75.9,0,Not Available,Not Available,2714672.8,27400,Not Available,Ok,False,1257800,Not Available,Not Available,Not Available,Not Available,Not Available
20316520,555 Waverly Ave,3425692,555 Waverly Avenue,2017,Not Available,159176,0,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,514.5,2022-12-31T00:00:00.000,No,41.9,2023-04-25T16:58:00.000,2023-04-25T16:57:00.000,False,Not Available,1.19365,166687,128.2,Not Available,Not Available,Not Available,"Multifamily Housing (159176.0), Retail Store (7511.0)",Not Available,Ok,0.8,42.2,514.5,11238,1339321,Not Available,Not Available,0,Not Available,2023-04-21T00:00:00.000,Not Available,2023-04-06T00:00:00.000,56.8,0,Not Available,1.19365,6983663.1,Not Available,Not Available,Ok,True,2413900,Not Available,Not Available,Not Available,Not Available,Not Available
12452303,2643 Sedgwick Avenue,2015140,2643 Sedgewick Avenue,1925,Not Available,30040,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,33.1,2022-12-31T00:00:00.000,No,13.3,2023-04-21T12:19:00.000,2023-04-21T12:19:00.000,False,Not Available,0.16644,30040,1.1,Not Available,Not Available,Not Available,Multifamily Housing (30040.0),Not Available,Possible Issue,0,Not Available,33.1,10468,110913,Not Available,Not Available,0,Not Available,2022-04-07T00:00:00.000,Not Available,2022-03-01T00:00:00.000,39.9,0,Not Available,0.99867,399450.2,Not Available,Not Available,Ok,True,21015.1,Not Available,Not Available,Not Available,Not Available,Not Available
