violationid,censustract,lowhousenumber,originalcorrectbydate,zip,inspectiondate,violationstatus,block,streetname,housenumber,novissueddate,currentstatus,communityboard,rentimpairing,newcorrectbydate
10315188,540.0,106-15,2014-08-25T00:00:00.000,11429,2014-07-18T00:00:00.000,Close,11104,217 STREET,106-15,2014-07-21T00:00:00.000,VIOLATION CLOSED,13.0,Y,
10154463,175.0,1076,2014-06-03T00:00:00.000,10456,2014-02-27T00:00:00.000,Close,2433,FINDLAY AVENUE,1076,2014-02-28T00:00:00.000,VIOLATION CLOSED,4.0,N,
10204237,22302.0,3333A,2014-05-19T00:00:00.000,10031,2014-04-09T00:00:00.000,Close,2001,BROADWAY,3333A,2014-04-14T00:00:00.000,VIOLATION CLOSED,9.0,N,
10147168,251.0,41-28,2014-03-31T00:00:00.000,11377,2014-02-22T00:00:00.000,Close,1323,55 STREET,41-28,2014-02-24T00:00:00.000,VIOLATION CLOSED,2.0,Y,
10084793,387.0,2366,2014-02-10T00:00:00.000,10458,2014-01-04T00:00:00.000,Close,3054,LORILLARD PLACE,2366,2014-01-06T00:00:00.000,VIOLATION CLOSED,6.0,N,
10005931,22902.0,1685,2013-11-20T00:00:00.000,10457,2013-10-15T00:00:00.000,Close,2791,TOPPING AVENUE,1685,2013-10-16T00:00:00.000,VIOLATION CLOSED,4.0,N,
14958809,,22 FRON,,11206,2022-03-02T00:00:00.000,Close,3031,STAGG STREET,22 FRONT,,VIOLATION DISMISSED,,N,
10022612,242.0,107,2013-12-05T00:00:00.000,10035,2013-10-30T00:00:00.000,Close,1775,EAST 126 STREET,107,2013-10-31T00:00:00.000,VIOLATION CLOSED,11.0,Y,
10050806,231.0,1812,2014-03-07T00:00:00.000,10457,2013-11-29T00:00:00.000,Open,2891,CLAY AVENUE,1812,2013-12-02T00:00:00.000,FIRST NO ACCESS TO RE- INSPECT VIOLATION,5.0,N,
14202464,166.0,120,2021-04-18T00:00:00.000,10029,2021-04-10T00:00:00.000,Open,1629,EAST 102 STREET,120,2021-04-12T00:00:00.000,NOV SENT OUT,11.0,Y,
10223788,233.0,718,2014-05-28T00:00:00.000,10031,2014-04-17T00:00:00.000,Close,2096,RIVERSIDE DRIVE,720,2014-04-30T00:00:00.000,VIOLATION CLOSED,9.0,N,
10616512,20502.0,226,2015-06-12T00:00:00.000,10453,2015-03-05T00:00:00.000,Close,2877,WEST TREMONT AVENUE,226,2015-03-09T00:00:00.000,VIOLATION CLOSED,5.0,N,
10510863,51602.0,2201,2015-01-28T00:00:00.000,11226,2015-01-17T00:00:00.000,Close,5186,DITMAS AVENUE,2211,2015-01-20T00:00:00.000,VIOLATION DISMISSED,14.0,N,
10526237,32.0,407,,10009,2015-02-02T00:00:00.000,Close,434,EAST 6 STREET,407,,VIOLATION DISMISSED,3.0,N,
10150867,20502.0,226,2014-04-07T00:00:00.000,10453,2014-02-25T00:00:00.000,Close,2877,WEST TREMONT AVENUE,226,2014-03-03T00:00:00.000,VIOLATION CLOSED,5.0,N,
10067033,251.0,41-28,2014-01-21T00:00:00.000,11377,2013-12-13T00:00:00.000,Close,1323,55 STREET,41-28,2013-12-17T00:00:00.000,VIOLATION CLOSED,2.0,Y,
10179558,255.0,273,2014-04-25T00:00:00.000,10032,2014-03-19T00:00:00.000,Close,2139,FT WASHINGTON AVENUE,273,2014-03-21T00:00:00.000,VIOLATION CLOSED,12.0,N,
10050698,1126.0,565,2014-01-09T00:00:00.000,11207,2013-11-29T00:00:00.000,Close,3821,RIVERDALE AVENUE,575,2013-12-05T00:00:00.000,VIOLATION CLOSED,5.0,N,
10028573,264.0,1757,2013-11-16T00:00:00.000,11204,2013-11-06T00:00:00.000,Close,6215,BAY RIDGE PARKWAY,1759,2013-11-08T00:00:00.000,VIOLATION CLOSED,11.0,N,
10267626,20502.0,226,2014-09-12T00:00:00.000,10453,2014-06-05T00:00:00.000,Close,2877,WEST TREMONT AVENUE,226,2014-06-09T00:00:00.000,VIOLATION DISMISSED,5.0,N,
10121545,231.0,1812,2014-03-04T00:00:00.000,10457,2014-01-31T00:00:00.000,Close,2891,CLAY AVENUE,1812,2014-02-04T00:00:00.000,VIOLATION CLOSED,5.0,N,
10323711,49302.0,156,2023-12-06T00:00:00.000,11206,2014-07-26T00:00:00.000,Close,3062,GRAHAM AVENUE,156,2023-11-01T00:00:00.000,VIOLATION DISMISSED,1.0,N,
10467946,21.0,101,2015-03-14T00:00:00.000,10304,2014-12-05T00:00:00.000,Close,521,WRIGHT STREET,101,2014-12-09T00:00:00.000,VIOLATION CLOSED,1.0,N,
10347754,39901.0,2567,2014-09-15T00:00:00.000,10458,2014-08-16T00:00:00.000,Close,3275,DECATUR AVENUE,2567,2014-08-18T00:00:00.000,VIOLATION CLOSED,7.0,N,
10010989,309.0,110,2013-11-25T00:00:00.000,10463,2013-10-19T00:00:00.000,Close,2215,TERRACE VIEW AVENUE,110,2013-10-21T00:00:00.000,VIOLATION CLOSED,8.0,N,
10617650,255.0,273,2015-04-13T00:00:00.000,10032,2015-03-06T00:00:00.000,Close,2139,FT WASHINGTON AVENUE,273,2015-03-09T00:00:00.000,VIOLATION CLOSED,12.0,N,
10476064,216.0,40,2015-01-12T00:00:00.000,10026,2014-12-10T00:00:00.000,Close,1822,ST NICHOLAS AVENUE,40,2014-12-15T00:00:00.000,VIOLATION CLOSED,10.0,N,2015-01-26T00:00:00.000
10007766,22902.0,1661,2013-11-22T00:00:00.000,10457,2013-10-16T00:00:00.000,Close,2794,EASTBURN AVENUE,1663,2013-10-18T00:00:00.000,VIOLATION DISMISSED,4.0,N,
10568799,5301.0,151,2015-02-28T00:00:00.000,11231,2015-02-18T00:00:00.000,Close,565,CONOVER STREET,151,2015-02-20T00:00:00.000,VIOLATION CLOSED,6.0,Y,
10234924,396.0,864,2014-06-13T00:00:00.000,10467,2014-05-07T00:00:00.000,Close,4679,EAST 221 STREET,864,2014-05-09T00:00:00.000,VIOLATION CLOSED,12.0,Y,
10347771,39901.0,2567,2014-09-15T00:00:00.000,10458,2014-08-16T00:00:00.000,Close,3275,DECATUR AVENUE,2567,2014-08-18T00:00:00.000,VIOLATION CLOSED,7.0,N,
10171026,216.0,40,2014-06-20T00:00:00.000,10026,2014-03-12T00:00:00.000,Close,1822,ST NICHOLAS AVENUE,40,2014-03-17T00:00:00.000,VIOLATION CLOSED,10.0,N,
10257985,22302.0,3333C,2014-09-02T00:00:00.000,10031,2014-05-28T00:00:00.000,Close,2001,BROADWAY,3333C,2014-05-30T00:00:00.000,VIOLATION DISMISSED,9.0,N,
10113420,28501.0,308,2014-02-08T00:00:00.000,11206,2014-01-28T00:00:00.000,Close,1579,ELLERY STREET,308,2014-01-31T00:00:00.000,VIOLATION CLOSED,3.0,N,
10251811,1126.0,565,2014-08-30T00:00:00.000,11207,2014-05-21T00:00:00.000,Close,3821,RIVERDALE AVENUE,575,2014-05-27T00:00:00.000,VIOLATION CLOSED,5.0,N,
10118579,231.0,1812,2014-03-11T00:00:00.000,10457,2014-01-31T00:00:00.000,Close,2891,CLAY AVENUE,1812,2014-02-04T00:00:00.000,VIOLATION DISMISSED,5.0,N,
10026327,175.0,1076,2013-12-13T00:00:00.000,10456,2013-11-02T00:00:00.000,Close,2433,FINDLAY AVENUE,1076,2013-11-08T00:00:00.000,VIOLATION CLOSED,4.0,N,
10021444,22302.0,3333D,2013-12-06T00:00:00.000,10031,2013-10-29T00:00:00.000,Close,2001,BROADWAY,3333D,2013-11-01T00:00:00.000,VIOLATION CLOSED,9.0,Y,
10209054,28501.0,308,2014-05-22T00:00:00.000,11206,2014-04-15T00:00:00.000,Close,1579,ELLERY STREET,308,2014-04-17T00:00:00.000,VIOLATION DISMISSED,3.0,N,
10054290,1126.0,565,2014-01-02T00:00:00.000,11207,2013-11-29T00:00:00.000,Close,3821,RIVERDALE AVENUE,575,2013-12-05T00:00:00.000,VIOLATION CLOSED,5.0,N,
10563291,255.0,273,2015-03-25T00:00:00.000,10032,2015-02-16T00:00:00.000,Close,2139,FT WASHINGTON AVENUE,273,2015-02-18T00:00:00.000,VIOLATION CLOSED,12.0,N,
10973950,101004.0,120,2015-11-26T00:00:00.000,11691,2015-10-21T00:00:00.000,Close,15638,BEACH 19 STREET,120,2015-10-22T00:00:00.000,VIOLATION CLOSED,14.0,N,
10024592,175.0,1076,2013-11-15T00:00:00.000,10456,2013-11-01T00:00:00.000,Close,2433,FINDLAY AVENUE,1076,2013-11-07T00:00:00.000,VIOLATION CLOSED,4.0,N,
10171808,255.0,273,2014-04-21T00:00:00.000,10032,2014-03-12T00:00:00.000,Close,2139,FT WASHINGTON AVENUE,273,2014-03-17T00:00:00.000,VIOLATION CLOSED,12.0,N,
10302890,406.0,873,2014-08-18T00:00:00.000,10466,2014-07-09T00:00:00.000,Close,4853,EAST 228 STREET,873,2014-07-14T00:00:00.000,VIOLATION CLOSED,12.0,N,
10257956,22302.0,3333C,2014-09-02T00:00:00.000,10031,2014-05-28T00:00:00.000,Close,2001,BROADWAY,3333C,2014-05-30T00:00:00.000,VIOLATION DISMISSED,9.0,N,
15004789,,144rear,2022-06-11T00:00:00.000,10002,2022-03-08T00:00:00.000,Close,411,LUDLOW STREET,144REAR,2022-03-08T00:00:00.000,VIOLATION DISMISSED,,N,
10767484,,22 FRON,2015-10-09T00:00:00.000,11206,2015-06-30T00:00:00.000,Close,3031,STAGG STREET,22 FRONT,2015-07-06T00:00:00.000,VIOLATION CLOSED,,N,
10000197,23502.0,231,2014-01-18T00:00:00.000,10457,2013-10-08T00:00:00.000,Open,2810,ECHO PLACE,231,2013-10-15T00:00:00.000,NOT COMPLIED WITH,5.0,N,
10233954,417.0,113,2014-06-16T00:00:00.000,11221,2014-05-07T00:00:00.000,Close,3323,LINDEN STREET,113,2014-05-12T00:00:00.000,VIOLATION CLOSED,4.0,Y,
10113746,20502.0,226,2014-03-06T00:00:00.000,10453,2014-01-28T00:00:00.000,Close,2877,WEST TREMONT AVENUE,226,2014-01-30T00:00:00.000,VIOLATION DISMISSED,5.0,N,
