latitude,longitude,retail_store_number_of_walk,hotel_gym_fitness_center,fuel_oil_2_use_kbtu,parent_property_name,hotel_gross_floor_area_ft,district_chilled_water_use,city,wholesale_club_supercenter,office_worker_density_number,hospital_general_medical_6,estimated_data_flag_natural,annual_maximum_demand_meter,primary_property_type_self,barracks_gross_floor_area,water_use_intensity_all_water,indirect_ghg_emissions,outdoor_water_use_all_water,multifamily_housing_number_3,data_center_national_median,site_energy_use_kbtu,retail_store_percent_that,estimated_data_flag_fuel,number_of_buildings,municipally_supplied_potable_1,data_center_ups_system,alert_gross_floor_area_is,electricity_use_grid_purchase_3,medical_office_number_of,data_center_it_energy,multifamily_housing_percent,data_center_energy_estimates,museum_gross_floor_area_ft,default_values,percent_of_electricity_that,self_storage_facility_gross,restaurant_weekly_operating,hospital_general_medical_10,largest_property_use_type,weather_normalized_site_1,supermarket_grocery_number_1,alert_property_has_no_uses,weather_normalized_site_3,pre_school_daycare_gross,mailing_center_post_office,estimated_values_water,alert_energy_no_meters,data_center_it_site_energy,temporary_values,data_center_it_equipment,percent_of_recs_retained,net_emissions_metric_tons,community_board,alert_energy_meter_has_single,outpatient_rehabilitation,financial_office_number_of_1,parent_property_id,last_modified_date_property,food_sales_gross_floor_area,data_center_gross_floor_area,indirect_ghg_emissions_metric
40.82229,-73.856167,Not Available,Not Available,15663551.6,Not Applicable: Standalone Property,Not Available,Not Available,Bronx,Not Available,Not Available,Not Available,No,0200242E (8106333),K-12 School,Not Available,12.87,1.2,Not Available,Not Available,Not Available,22756551.7,Not Available,Not Available,1,5746.9,Not Available,Ok,1959320,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,1959319.8,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,1715.3,209.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/17/2020 03:49 PM EDT,Not Available,Not Available,531.2
40.643278,-73.896212,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,No,0300214E (7898984),K-12 School,Not Available,26.85,1.2,Not Available,Not Available,Not Available,9637483.2,Not Available,Not Available,1,4510.2,Not Available,Ok,753600,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.4,Not Available,Ok,753599.9,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,579.6,318.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/17/2020 03:49 PM EDT,Not Available,Not Available,204.3
40.849897,-73.892289,Not Available,Not Available,262200,Not Applicable: Standalone Property,Not Available,Not Available,Bronx,Not Available,Not Available,Not Available,No,0201199E (8032678),K-12 School,Not Available,38.53,2.3,Not Available,Not Available,Not Available,6602500.7,Not Available,Not Available,1,3702.2,Not Available,Ok,828400,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.4,Not Available,Ok,828399.9,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,430.7,206.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,05/01/2020 07:24 PM EDT,Not Available,Not Available,224.6
40.875953,-73.86197,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Bronx,Not Available,Not Available,Not Available,No,0200217E (8106327),K-12 School,Not Available,87.12,1.2,Not Available,Not Available,Not Available,43111725.2,Not Available,Not Available,1,33998.9,Not Available,Ok,1806376.7,Not Available,Not Available,Not Available,Not Available,Not Available,No,8.014757,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,1661599.9,Not Available,Not Available,No,Ok,Not Available,No,Not Available,100,3232.3,212.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/12/2020 05:52 PM EDT,Not Available,Not Available,450.5
40.833511,-73.90449,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Bronx,Not Available,Not Available,Not Available,No,0200192E (8080393),K-12 School,Not Available,42.86,1.3,Not Available,Not Available,Not Available,8942954.5,Not Available,Not Available,1,8083,Not Available,Ok,885200,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,882986,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,678.6,203.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/17/2020 03:48 PM EDT,Not Available,Not Available,240
40.677805,-73.915843,Not Available,Not Available,6656015.8,Not Applicable: Standalone Property,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,No,0300272E (7934767),K-12 School,Not Available,44.48,0.9,Not Available,Not Available,Not Available,9427214.3,Not Available,Not Available,1,10140.7,Not Available,Ok,793200,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,793199.9,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,712.4,316.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/17/2020 01:44 PM EDT,Not Available,Not Available,215.1
40.831165,-73.887094,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Bronx,Not Available,Not Available,Not Available,No,0200103E (8052435),K-12 School,Not Available,Not Available,1.1,Not Available,Not Available,Not Available,6729017.9,Not Available,Not Available,1,Not Available,Not Available,Ok,524800,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.4,Not Available,Ok,524800,Not Available,Not Available,Unable to Check (not enough data),Ok,Not Available,No,Not Available,Not Available,404.6,203.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/12/2020 09:16 PM EDT,Not Available,Not Available,142.3
40.71457,-73.983724,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,New York,Not Available,Not Available,Not Available,No,0100121E (7935659),K-12 School,Not Available,Not Available,3.2,Not Available,Not Available,Not Available,4655795.9,Not Available,Not Available,1,Not Available,Not Available,Ok,512000,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,510762.8,Not Available,Not Available,Unable to Check (not enough data),Ok,Not Available,No,Not Available,Not Available,331.5,103.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/12/2020 09:16 PM EDT,Not Available,Not Available,329.7
40.855855,-73.92712,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,New York,Not Available,Not Available,Not Available,No,0100179E (7937412),K-12 School,Not Available,103.03,1.5,Not Available,Not Available,Not Available,42227443.2,Not Available,Not Available,1,42035.7,Not Available,Ok,2307600,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,2287407.8,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,3203.9,112.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/11/2020 05:35 PM EDT,Not Available,Not Available,625.7
40.621565,-73.965595,Not Available,Not Available,690276.1,Not Applicable: Standalone Property,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,No,0300109E (7877781),K-12 School,Not Available,48.86,1,Not Available,Not Available,Not Available,5540996.8,Not Available,Not Available,1,4631.5,Not Available,Ok,338400,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.4,Not Available,Ok,338400,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,339.3,312.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/11/2020 05:36 PM EDT,Not Available,Not Available,91.8
40.690812,-73.82166,Not Available,Not Available,566076.1,Not Applicable: Standalone Property,Not Available,Not Available,Queens,Not Available,Not Available,Not Available,No,0401412E (8015785),K-12 School,Not Available,57.48,2.5,Not Available,Not Available,Not Available,5797581.8,Not Available,Not Available,1,5936.9,Not Available,Ok,948800,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.2,Not Available,Ok,942963.7,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,405.2,409.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/11/2020 05:35 PM EDT,Not Available,Not Available,257.2
40.610073,-74.162129,Not Available,Not Available,552000,Not Applicable: Standalone Property,Not Available,Not Available,Staten Island,Not Available,Not Available,Not Available,No,0500097E (8030598),K-12 School,Not Available,33.38,1.3,Not Available,Not Available,Not Available,4396102.5,Not Available,Not Available,1,3609.3,Not Available,Ok,535200,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.2,Not Available,Ok,535199.9,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,293.3,502.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/11/2020 05:36 PM EDT,Not Available,Not Available,145.1
40.760354,-73.973454,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,New York,Not Available,2.00119,Not Available,Not Available,Not Available,Financial Office,Not Available,11.7,5.8,Not Available,Not Available,Not Available,35159364.5,Not Available,Not Available,1,5684.4,Not Available,Ok,7981311,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,Financial Office,Not Available,Not Available,Ok,7918902.7,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,2832.6,105.0,Ok,Not Available,822,Not Applicable: Standalone Property,04/13/2020 12:19 PM EDT,Not Available,Not Available,2832.6
40.705189,-74.011505,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,New York,Not Available,2.00428,Not Available,No,Not Available,Office,Not Available,24.23,6.9,Not Available,Not Available,Not Available,37548726.5,Not Available,Not Available,1,9942.2,Not Available,Ok,5810053,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,Office,0,Not Available,Ok,5783160.5,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,2851.5,101.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,05/27/2020 04:40 PM EDT,Not Available,Not Available,2834.3
40.71466,-73.946108,Not Available,Not Available,317399.9,Not Applicable: Standalone Property,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,No,0300139E (7896386),K-12 School,Not Available,Not Available,2.1,Not Available,Not Available,Not Available,5058997.2,Not Available,Not Available,1,Not Available,Not Available,Ok,664800,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.3,Not Available,Ok,664799.9,Not Available,Not Available,Unable to Check (not enough data),Ok,Not Available,No,Not Available,Not Available,335.2,301.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,04/14/2020 02:39 PM EDT,Not Available,Not Available,180.2
,,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,North Staten Island,Not Available,Not Available,Not Available,No,Not Available,Senior Care Community,Not Available,73.26,4.6,Not Available,Not Available,Not Available,5526635.4,Not Available,Not Available,1,4917.8,Not Available,Ok,1149600,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,Senior Care Community,0.2,Not Available,Ok,1137973.6,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,396.9,,Ok,Not Available,Not Available,Not Applicable: Standalone Property,11/18/2020 04:30 AM EST,Not Available,Not Available,311.7
40.853466,-73.934048,Not Available,Not Available,413999.9,Not Applicable: Standalone Property,Not Available,Not Available,New York,Not Available,Not Available,Not Available,No,0101323E (7935329),K-12 School,Not Available,Not Available,3.4,Not Available,Not Available,Not Available,7592425.5,Not Available,Not Available,1,Not Available,Not Available,Ok,1430400,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.2,Not Available,Ok,1371408,Not Available,Not Available,Unable to Check (not enough data),Ok,Not Available,No,Not Available,Not Available,540.6,112.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/11/2020 05:35 PM EDT,Not Available,Not Available,387.8
40.64382,-73.979626,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,No,0301636E (7944524),K-12 School,Not Available,Not Available,2.7,Not Available,Not Available,Not Available,2517298.5,Not Available,Not Available,1,Not Available,Not Available,Ok,458880,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.2,Not Available,Ok,456072.3,Not Available,Not Available,Unable to Check (not enough data),Ok,Not Available,No,Not Available,Not Available,175,312.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,04/14/2020 02:37 PM EDT,Not Available,Not Available,124.4
40.744099,-73.709845,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Queens,Not Available,Not Available,Not Available,No,0400101E (8013830),K-12 School,Not Available,42.46,1.7,Not Available,Not Available,Not Available,3451726.5,Not Available,Not Available,1,3621,Not Available,Ok,487200,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.2,Not Available,Ok,487199.9,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,235.8,413.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,05/01/2020 05:48 PM EDT,Not Available,Not Available,140.8
40.620446,-73.981795,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,No,0300354E (7943435),K-12 School,Not Available,9.73,0.7,Not Available,Not Available,Not Available,20232055.9,Not Available,Not Available,1,3304.3,Not Available,Ok,1304057.9,Not Available,Not Available,Not Available,Not Available,Not Available,No,30.81035,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,912939.2,Not Available,Not Available,No,Ok,Not Available,No,Not Available,100,1430.1,312.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/12/2020 09:16 PM EDT,Not Available,Not Available,244.6
40.697033,-73.839213,Not Available,Not Available,1172999.9,Not Applicable: Standalone Property,Not Available,Not Available,Queens,Not Available,Not Available,Not Available,No,0400082E (8011395),K-12 School,Not Available,Not Available,1.4,Not Available,Not Available,Not Available,5446828.6,Not Available,Not Available,1,Not Available,Not Available,Ok,497400,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.3,Not Available,Ok,497399.9,Not Available,Not Available,Unable to Check (not enough data),Ok,Not Available,No,Not Available,Not Available,358.8,409.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/12/2020 09:16 PM EDT,Not Available,Not Available,134.9
40.700609,-73.93834,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,No,0300129E (7881289),K-12 School,Not Available,Not Available,1.4,Not Available,Not Available,Not Available,7018010.4,Not Available,Not Available,1,Not Available,Not Available,Ok,619200,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.4,Not Available,Ok,613008.4,Not Available,Not Available,Unable to Check (not enough data),Ok,Not Available,No,Not Available,Not Available,428.4,304.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/11/2020 05:35 PM EDT,Not Available,Not Available,167.9
40.903553,-73.905229,Not Available,Not Available,563467.7,Not Applicable: Standalone Property,Not Available,Not Available,Bronx,Not Available,Not Available,Not Available,No,0200120E (8052737),K-12 School,Not Available,Not Available,1.4,Not Available,Not Available,Not Available,5456203.4,Not Available,Not Available,1,Not Available,Not Available,Ok,391218,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.5,Not Available,Ok,391218,Not Available,Not Available,Unable to Check (not enough data),Ok,Not Available,No,Not Available,Not Available,336.9,208.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/17/2020 04:20 PM EDT,Not Available,Not Available,106.1
40.738139,-73.824944,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Queens,Not Available,Not Available,Not Available,No,0400223E (8030737),K-12 School,Not Available,128.25,2.2,Not Available,Not Available,Not Available,24185222.4,Not Available,Not Available,1,42169.5,Not Available,Ok,2507960,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.1,Not Available,Ok,2507959.6,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,1824.7,408.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,05/01/2020 09:14 PM EDT,Not Available,Not Available,724.7
40.81755,-73.953041,Not Available,Not Available,2928912.2,Not Applicable: Standalone Property,Not Available,Not Available,New York,Not Available,Not Available,Not Available,No,0100140E (7936375),K-12 School,Not Available,144.18,1.3,Not Available,Not Available,Not Available,4929426.7,Not Available,Not Available,1,16454.7,Not Available,Ok,561200,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,561199.9,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,374.1,109.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/11/2020 05:35 PM EDT,Not Available,Not Available,152.2
40.818816,-73.91901,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Bronx,Not Available,Not Available,Not Available,No,0200039E (8032692),K-12 School,Not Available,Not Available,1,Not Available,Not Available,Not Available,6500813.5,Not Available,Not Available,1,Not Available,Not Available,Ok,417120,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,417119.9,Not Available,Not Available,Unable to Check (not enough data),Ok,Not Available,No,Not Available,Not Available,494.5,201.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/12/2020 09:16 PM EDT,Not Available,Not Available,113.1
40.781665,-73.833647,7,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,COLLEGE POINT,Not Available,Not Available,Not Available,No,Not Available,Retail Store,Not Available,14.07,4.5,Not Available,Not Available,Not Available,13162779.5,100,Not Available,1,1968,Not Available,Ok,2305035,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,Retail Store,0.4,Not Available,Ok,2285134.6,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,906.4,407.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,10/28/2020 01:59 PM EDT,Not Available,Not Available,625
40.754703,-73.845398,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Flushing,Not Available,Not Available,Not Available,No,Electric (2517717),Stadium (Open),Not Available,20.13,5.1,Not Available,Not Available,Not Available,110727194.5,Not Available,Not Available,1,24984.9,Not Available,Ok,21929400,Not Available,Not Available,Not Available,Not Available,Not Available,No,100,Not Available,Not Available,Not Available,Stadium (Open),0.3,Not Available,Ok,21920623,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,8243.8,481.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,07/20/2020 04:07 PM EDT,Not Available,Not Available,6336.8
40.754467,-73.979455,0,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,New York,Not Available,6.19158,Not Available,Not Available,Not Available,Office,Not Available,15.81,5.7,Not Available,Not Available,Not Available,19247635.2,100,Not Available,1,4287.7,Not Available,Ok,4489292,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,Office,Not Available,Not Available,Ok,4482255,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,1558.2,105.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,04/09/2020 10:04 AM EDT,Not Available,Not Available,1558.2
40.757004,-73.982526,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,New York,Not Available,2.13619,Not Available,Not Available,Not Available,Office,Not Available,Not Available,7.3,Not Available,Not Available,Not Available,178443805,Not Available,Not Available,1,Not Available,Not Available,Ok,21450370,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,Office,Not Available,Not Available,Ok,21430561.8,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,13187.1,105.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,04/03/2020 02:10 PM EDT,Not Available,Not Available,13187.1
40.785287,-73.97343,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,New York,Not Available,Not Available,Not Available,No,0100150E (7934505),K-12 School,Not Available,Not Available,1,Not Available,Not Available,Not Available,5137287.6,Not Available,Not Available,1,Not Available,Not Available,Ok,372960,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,372960,Not Available,Not Available,Unable to Check (not enough data),Ok,Not Available,No,Not Available,Not Available,387.5,107.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/12/2020 09:16 PM EDT,Not Available,Not Available,101.1
40.632379,-74.009223,Not Available,Not Available,833244,Not Applicable: Standalone Property,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,No,0301725E (7877806),K-12 School,Not Available,74.28,3.1,Not Available,Not Available,Not Available,10030985.3,Not Available,Not Available,1,8200.3,Not Available,Ok,1248400,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.5,Not Available,Ok,1225203.8,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,662.6,310.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/12/2020 09:16 PM EDT,Not Available,Not Available,338.5
40.887111,-73.913697,Not Available,Not Available,3081319.4,Not Applicable: Standalone Property,Not Available,Not Available,Bronx,Not Available,Not Available,Not Available,No,0200059E (8032668),K-12 School,Not Available,41.05,1.1,Not Available,Not Available,Not Available,6941524.1,Not Available,Not Available,1,4734,Not Available,Ok,470400,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.2,Not Available,Ok,470399.9,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,476,208.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/18/2020 01:29 PM EDT,Not Available,Not Available,127.5
40.693879,-73.913056,Not Available,Not Available,786599.7,Not Applicable: Standalone Property,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,No,0300116E (7877775),K-12 School,Not Available,95.83,1,Not Available,Not Available,Not Available,6209747.4,Not Available,Not Available,1,9544.5,Not Available,Ok,381960,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.4,Not Available,Ok,380404.6,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,380.8,304.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/18/2020 04:21 PM EDT,Not Available,Not Available,103.6
40.651977,-74.006862,Not Available,Not Available,6942917.6,Not Applicable: Standalone Property,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,No,0300143E (7896400),K-12 School,Not Available,25.36,1.3,Not Available,Not Available,Not Available,9732308.1,Not Available,Not Available,1,3651.3,Not Available,Ok,674880,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,674879.9,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,724.1,307.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/12/2020 09:16 PM EDT,Not Available,Not Available,183
40.711549,-73.986542,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,New York,Not Available,Not Available,Not Available,No,0100123E (7935630),K-12 School,Not Available,Not Available,2.1,Not Available,Not Available,Not Available,2747036.4,Not Available,Not Available,1,Not Available,Not Available,Ok,571200,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,571199.9,Not Available,Not Available,Unable to Check (not enough data),Ok,Not Available,No,Not Available,Not Available,207.3,103.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/11/2020 05:35 PM EDT,Not Available,Not Available,205.1
40.762674,-73.982095,Not Available,3425,Not Available,Not Applicable: Standalone Property,1194030,Not Available,New York,Not Available,Not Available,Not Available,No,Not Available,Hotel,Not Available,49.71,3.6,Not Available,Not Available,Not Available,129358418.3,Not Available,Not Available,1,59353,Not Available,Ok,14672570,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,Hotel,0.7,Not Available,Ok,14635906.6,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,8451.6,105.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,03/12/2020 06:45 PM EDT,Not Available,Not Available,4239.8
40.613721,-74.099626,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Staten Island,Not Available,Not Available,Not Available,No,0500058E (7979666),K-12 School,Not Available,106.18,1.8,Not Available,Not Available,Not Available,2136935.3,Not Available,Not Available,1,3344.6,Not Available,Ok,199600,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.5,Not Available,Ok,199600,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,135,501.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,05/01/2020 05:14 PM EDT,Not Available,Not Available,57.7
40.762103,-73.914227,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Queens,Not Available,Not Available,Not Available,No,0400062E (8011410),K-12 School,Not Available,Not Available,2.5,Not Available,Not Available,Not Available,9920354.1,Not Available,Not Available,1,Not Available,Not Available,Ok,1552800,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.3,Not Available,Ok,1540990,Not Available,Not Available,Unable to Check (not enough data),Ok,Not Available,No,Not Available,Not Available,666.5,401.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/12/2020 09:17 PM EDT,Not Available,Not Available,421
40.523757,-74.185941,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Staten Island,Not Available,Not Available,Not Available,No,0500032E (7979044),K-12 School,Not Available,Not Available,0.9,Not Available,Not Available,Not Available,6874067.6,Not Available,Not Available,1,Not Available,Not Available,Ok,590800,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,590799.9,Not Available,Not Available,Unable to Check (not enough data),Ok,Not Available,No,Not Available,Not Available,532.4,503.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,04/17/2020 12:54 PM EDT,Not Available,Not Available,170.7
40.859752,-73.900161,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Bronx,Not Available,Not Available,Not Available,No,0200118E (8080118),K-12 School,Not Available,Not Available,2.1,Not Available,Not Available,Not Available,9914563.4,Not Available,Not Available,1,Not Available,Not Available,Ok,1040640,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.5,Not Available,Ok,1040639.9,Not Available,Not Available,Unable to Check (not enough data),Ok,Not Available,No,Not Available,Not Available,620.2,205.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/18/2020 01:48 PM EDT,Not Available,Not Available,282.1
