property_name,refrigerated_warehouse_gross,courthouse_gross_floor_area,distribution_center_gross,weather_normalized_site_eui,hospital_general_medical_3,hospital_general_medical_4,largest_property_use_type_1,medical_office_percent_that_1,water_use_all_water_sources,electricity_use_grid_purchase,egrid_output_emissions_rate,fitness_center_health_club,hospital_general_medical_12,indoor_water_use_all_water,difference_from_national_1,nta,estimated_data_flag_1,property_gfa_calculated_2,energy_star_certification_2,district_hot_water_use_kbtu,propane_use_kbtu,avoided_emissions_onsite,multifamily_housing_percent_1,borough,data_center_cooling_equipment,electricity_use_generated_3,site_eui_kbtu_ft,electricity_use_generated_1,financial_office_gross_floor,green_power_onsite_and_offsite,address_2,senior_care_community_gross,energy_star_certification_1,_2nd_largest_property_use_1,alert_energy_meter_has_less,residence_hall_dormitory,multifamily_housing_resident,hospital_general_medical_1,property_gfa_self_reported,financial_office_number_of,office_percent_that_can_be_1,national_median_energy_star,multifamily_housing_number_6,third_party_certification_1,multifamily_housing_number_5,multifamily_housing_number_4,estimated_data_flag,green_power_offsite_kwh,indoor_water_use_intensity,energy_star_certification,alert_energy_meter_has_gaps,multifamily_housing_number,green_power_onsite_kwh,nyc_building_identification,food_service_gross_floor
X254-0201263,Not Available,Not Available,Not Available,64.8,Not Available,Not Available,82880.0,Not Available,3408.4,3349901.7,79.5,Not Available,Not Available,3408.4,16.2,Belmont,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,BRONX,Not Available,Not Available,65.7,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,82880,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,41.12,Not Available,Ok,Not Available,Not Available,2103863,Not Available
63059-Sunrise at Sheepshead Bay,Not Available,Not Available,Not Available,94.1,Not Available,Not Available,93000.0,Not Available,7453.1,3709526.5,79.5,Not Available,Not Available,7453.1,-3.5,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,Not Available,94.4,Not Available,Not Available,0,Not Available,93000,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,93000,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,80.14,Not Available,Ok,Not Available,Not Available,3347721,Not Available
K235-0300240,Not Available,Not Available,Not Available,72.7,Not Available,Not Available,104400.0,Not Available,18354.2,2114348.2,79.5,Not Available,Not Available,18354.2,13,East Flatbush-Farragut,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,Not Available,73,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,104400,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,175.81,Not Available,Ok,Not Available,Not Available,3107846,Not Available
Q085-0400076,Not Available,Not Available,Not Available,60.3,Not Available,Not Available,76080.0,Not Available,2431.4,554927.7,79.5,Not Available,Not Available,2431.4,-37.9,Steinway,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,QUEENS,Not Available,Not Available,60.5,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,76080,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,31.96,Not Available,Ok,Not Available,Not Available,4017485,Not Available
M075-0100080,Not Available,Not Available,Not Available,45.5,Not Available,Not Available,110575.0,Not Available,11381.9,1892977.6,79.5,Not Available,Not Available,11381.9,-43.5,Upper West Side,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,Not Available,45.6,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,110575,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,102.93,Not Available,Ok,Not Available,Not Available,1034190,Not Available
M440-0100175,Not Available,Not Available,Not Available,68,Not Available,Not Available,318200.0,Not Available,52645.3,5030652.9,79.5,Not Available,Not Available,52645.3,-29.8,Hudson Yards-Chelsea-Flatiron-Union Square,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,Not Available,68.2,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,318200,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,165.45,Not Available,Ok,Not Available,Not Available,1013096,Not Available
K189-0300191,Not Available,Not Available,Not Available,56.9,Not Available,Not Available,118800.0,Not Available,Not Available,1540859.2,79.5,Not Available,Not Available,Not Available,-38.5,Brownsville,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,Not Available,57.4,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,118800,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Ok,Not Available,Not Available,3099537,Not Available
M600-0100183,Not Available,Not Available,Not Available,59.3,Not Available,Not Available,363130.0,Not Available,32086.3,5151345.9,79.5,Not Available,Not Available,32086.3,-28.3,Hudson Yards-Chelsea-Flatiron-Union Square,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,Not Available,59.5,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,363130,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,88.36,Not Available,Ok,Not Available,Not Available,1014174,Not Available
M445-0100172,Not Available,Not Available,Not Available,58.4,Not Available,Not Available,313980.0,Not Available,13574.5,4459262.3,79.5,Not Available,Not Available,13574.5,-33.7,Chinatown,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,Not Available,58.7,Not Available,Not Available,0,Not Available,Not Available,Not Available,0,Ok,Not Available,Not Available,Not Available,313980,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,43.23,Not Available,Ok,Not Available,Not Available,1005283,Not Available
M087-0100087,Not Available,Not Available,Not Available,50.8,Not Available,Not Available,106800.0,Not Available,Not Available,1300381.5,79.5,Not Available,Not Available,Not Available,-42.6,Upper West Side,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,Not Available,50.5,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,106800,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Ok,Not Available,Not Available,1030196,Not Available
1 Madison,Not Available,Not Available,Not Available,56.9,Not Available,Not Available,1151354.0,Not Available,Not Available,42859181.9,84.7,Not Available,Not Available,Not Available,-54.9,,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,,Not Available,Not Available,57,Not Available,4517,0,Not Available,Not Available,01/05/2017,13540,Ok,Not Available,Not Available,Not Available,1176911,25,100,50,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,"2017, 2015, 2014, 2013, 2012, 2011, 2009",Ok,Not Available,Not Available,1088749,Not Available
M446-0100051,Not Available,Not Available,Not Available,38.3,Not Available,Not Available,80720.0,Not Available,Not Available,1054990.4,79.5,Not Available,Not Available,Not Available,-51.2,Lower East Side,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,Not Available,38.1,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,80720,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Ok,Not Available,Not Available,1003214,Not Available
M042-0100058,Not Available,Not Available,Not Available,68,Not Available,Not Available,74080.0,Not Available,1010,1420756.8,79.5,Not Available,Not Available,1010,-23.3,Chinatown,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,Not Available,68.2,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,74080,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,13.63,Not Available,Ok,Not Available,Not Available,1003998,Not Available
Q811-0400165,Not Available,Not Available,Not Available,87,Not Available,Not Available,70925.0,Not Available,7294.1,1946750.7,84.7,Not Available,Not Available,7294.1,-26.9,Douglas Manor-Douglaston-Little Neck,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,QUEENS,Not Available,Not Available,86.5,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,70925,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,102.84,Not Available,Ok,Not Available,Not Available,4173060,Not Available
05WJG-The St. Regis New York,Not Available,Not Available,Not Available,207.7,Not Available,Not Available,323504.0,Not Available,34912,26603330.1,84.7,Not Available,Not Available,34912,72.2,Midtown-Midtown South,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,Not Available,207.6,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,323504,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,107.92,Not Available,Ok,Not Available,Not Available,1035762,Not Available
Q217-0400185,Not Available,Not Available,Not Available,72.9,Not Available,Not Available,152525.0,Not Available,10042.4,2854615.7,79.5,Not Available,Not Available,10042.4,-13.6,Briarwood-Jamaica Hills,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,QUEENS,Not Available,Not Available,73.3,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,152525,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,65.84,Not Available,Ok,Not Available,Not Available,4208124,Not Available
Grace Building,Not Available,Not Available,Not Available,88.3,Not Available,Not Available,1497125.0,Not Available,31824.6,76393420.7,84.7,Not Available,Not Available,31824.6,-29.4,Midtown-Midtown South,Not Available,20204,No,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,Not Available,90.1,Not Available,Not Available,0,Not Available,Not Available,06/27/2018,25369,Ok,Not Available,Not Available,Not Available,1537287,Not Available,100,50,Not Available,Not Available,Not Available,Not Available,No,0,20.7,"2018, 2017, 2010, 2009",Ok,Not Available,Not Available,1034196,Not Available
X101-0200143,Not Available,Not Available,Not Available,53.6,Not Available,Not Available,182525.0,Not Available,0,3006654.4,79.5,Not Available,Not Available,0,-41,Schuylerville-Throgs Neck-Edgewater Park,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,BRONX,Not Available,Not Available,53.8,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,182525,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,0,Not Available,Ok,Not Available,Not Available,2080231,Not Available
K084-0300096,Not Available,Not Available,Not Available,41.2,Not Available,Not Available,114000.0,Not Available,12520.7,1532329.2,84.7,Not Available,Not Available,12520.7,-44.7,North Side-South Side,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,Not Available,40.9,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,114000,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,109.83,Not Available,Ok,Not Available,Not Available,3062766,Not Available
M661-0100185,Not Available,Not Available,Not Available,69.1,Not Available,Not Available,55260.0,Not Available,14098,1987148.8,79.5,Not Available,Not Available,14098,-14.9,Gramercy,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,Not Available,69.3,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,55260,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,255.12,Not Available,Ok,Not Available,Not Available,1020416,Not Available
K199-0300201,Not Available,Not Available,Not Available,67.3,Not Available,Not Available,82800.0,Not Available,11092.8,1317714.4,79.5,Not Available,Not Available,11092.8,-15.9,Midwood,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,Not Available,67.6,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,82800,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,133.97,Not Available,Ok,Not Available,Not Available,3180761,Not Available
M130-0100118,Not Available,Not Available,Not Available,92.8,Not Available,Not Available,95145.0,Not Available,6812.1,2868809.6,79.5,Not Available,Not Available,6812.1,12.8,SoHo-TriBeCa-Civic Center-Little Italy,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,Not Available,93.2,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,95145,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,71.6,Not Available,Ok,Not Available,Not Available,1003086,Not Available
One Liberty Plaza,Not Available,Not Available,Not Available,79.2,Not Available,Not Available,2281918.0,Not Available,27739.6,104674505.7,84.7,Not Available,Not Available,27739.6,-33.6,Battery Park City-Lower Manhattan,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,MANHATTAN,N+1,Not Available,81.4,Not Available,Not Available,0,Not Available,Not Available,01/27/2020,41501,Ok,Not Available,Not Available,Not Available,2346193,Not Available,100,50,Not Available,Not Available,Not Available,Not Available,No,0,11.82,"2019, 2018, 2017, 2016, 2015, 2014",Ok,Not Available,Not Available,1001068,Not Available
Q162-0400147,Not Available,Not Available,Not Available,85.6,Not Available,Not Available,73200.0,Not Available,5580.1,1812454.4,84.7,Not Available,Not Available,5580.1,49.7,Bayside-Bayside Hills,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,QUEENS,Not Available,Not Available,85.8,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,73200,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,76.23,Not Available,Ok,Not Available,Not Available,4159363,Not Available
640 Fifth Avenue,Not Available,Not Available,Not Available,77.2,Not Available,Not Available,205104.0,Not Available,5579.8,18383880.5,84.7,Not Available,Not Available,5579.8,-10,Midtown-Midtown South,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,Not Available,77.9,Not Available,Not Available,0,Not Available,Not Available,07/30/2018,92334,Ok,Not Available,Not Available,Not Available,297438,Not Available,100,50,Not Available,Not Available,Not Available,Not Available,No,0,18.76,"2018, 2017, 2016, 2011, 2008",Ok,Not Available,Not Available,1034516,Not Available
Q600-0400224,Not Available,Not Available,Not Available,50.5,Not Available,Not Available,195785.0,Not Available,10772.5,5199888.3,79.5,Not Available,Not Available,10772.5,-26.1,Hunters Point-Sunnyside-West Maspeth,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,QUEENS,Not Available,Not Available,51,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,195785,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,55.02,Not Available,Ok,Not Available,Not Available,4003259,Not Available
X103-0200145,Not Available,Not Available,Not Available,77.3,Not Available,Not Available,103280.0,Not Available,Not Available,2132090.6,79.5,Not Available,Not Available,Not Available,7.5,Williamsbridge-Olinville,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,BRONX,Not Available,Not Available,77.5,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,103280,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Ok,Not Available,Not Available,2062883,Not Available
X137-0200181,Not Available,Not Available,Not Available,50.5,Not Available,Not Available,237600.0,Not Available,41899.6,7517318.1,79.5,Not Available,Not Available,41899.6,-21,Mount Hope,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,BRONX,Not Available,Not Available,51,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,237600,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,176.34,Not Available,Ok,Not Available,Not Available,2013307,Not Available
River Place One,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,814289.0,Not Available,Not Available,21694657.5,84.7,34000,Not Available,Not Available,-7.6,Hudson Yards-Chelsea-Flatiron-Union Square,Not Available,39590,No,Not Available,Not Available,Not Available,100,MANHATTAN,Not Available,Not Available,86.2,Not Available,Not Available,0,Not Available,Not Available,01/04/2020,39590,Ok,Not Available,Not Available,Not Available,887879,Not Available,Not Available,50,0,Not Available,1.13105,921,No,0,Not Available,"2019, 2018",Ok,1700,Not Available,1085803,Not Available
R011-0500036,Not Available,Not Available,Not Available,59.5,Not Available,Not Available,46880.0,Not Available,Not Available,710105.5,79.5,Not Available,Not Available,Not Available,-25.8,Old Town-Dongan Hills-South Beach,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,STATEN IS,Not Available,Not Available,58,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,46880,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Ok,Not Available,Not Available,5048647,Not Available
K050-0300070,Not Available,Not Available,Not Available,73,Not Available,Not Available,138000.0,Not Available,10551.4,2246460.8,79.5,Not Available,Not Available,10551.4,-18.6,North Side-South Side,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,Not Available,72.5,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,138000,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,76.46,Not Available,Ok,Not Available,Not Available,3063128,Not Available
Q210-0400203,Not Available,Not Available,Not Available,42.7,Not Available,Not Available,187325.0,Not Available,324.6,3066705.7,79.5,Not Available,Not Available,324.6,-35.2,,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,,Not Available,Not Available,42.7,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,187325,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,1.73,Not Available,Ok,Not Available,Not Available,4188567,Not Available
Q058-0401459,Not Available,Not Available,Not Available,72.6,Not Available,Not Available,121000.0,Not Available,Not Available,4503840.2,79.5,Not Available,Not Available,Not Available,-16,Maspeth,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,QUEENS,Not Available,Not Available,72.7,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,121000,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Ok,Not Available,Not Available,4062851,Not Available
