property_id,property_name,estimated_data_flag_fuel_1,parking_gross_floor_area,non_refrigerated_warehouse,multifamily_housing_government,parking_open_parking_lot,year_built,k_12_school_gross_floor_area,percent_of_total_electricity,last_modified_date_non,medical_office_number_of_1,national_median_reference,source_energy_use_kbtu,office_gross_floor_area_ft,laboratory_gross_floor_area,office_number_of_computers,weather_normalized_site_2,data_center_ups_output_meter,kerosene_use_kbtu,supermarket_grocery_number,avoided_emissions_onsite_1,retail_store_gross_floor,ambulatory_surgical_center,district_steam_use_kbtu,census_tract,natural_gas_use_therms,metered_areas_water,total_ghg_emissions_intensity,data_center_pdu_output_meter,weather_normalized_source_1,weather_normalized_source,weather_normalized_site_energy,restaurant_worker_density,alert_data_center_issue_with,office_weekly_operating_hours,diesel_2_use_kbtu,hospital_general_medical,data_center_it_source_energy,estimated_data_flag_district,restaurant_gross_floor_area,worship_facility_gross_floor,movie_theater_gross_floor,electricity_use_generated
1426392,845 Third LP,Not Available,Not Available,Not Available,Not Available,Not Available,1963,Not Available,Not Available,05/26/2020 12:13 PM EDT,Not Available,CBECS - Office & Bank/Financial,59465216.2,314371,Not Available,880,Not Available,Not Available,Not Available,Not Available,0,18726,Not Available,17409086.3,98.0,Not Available,Whole Property,6.8,Not Available,58570017.1,171.1,30477391.3,Not Available,Ok,65,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available
1633070,X052-0200088,No,Not Available,Not Available,Not Available,Not Available,1927,164500,Not Available,04/10/2020 05:35 PM EDT,Not Available,CBECS - Elementary/Middle & High School,15767405.9,Not Available,Not Available,Not Available,2653,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,83.0,2652.999998,Not Available,5.2,Not Available,15590475,94.8,11272520.5,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633533,X879-0201209,Not Available,Not Available,Not Available,Not Available,Not Available,1915,69080,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,10387783.9,Not Available,Not Available,Not Available,22508,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,220.0,23011.99745,Not Available,5,Not Available,10223847.6,148,5058125,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633978,Q073-0400064,Not Available,Not Available,Not Available,Not Available,Not Available,1926,207360,Not Available,04/13/2020 03:27 PM EDT,Not Available,CBECS - Elementary/Middle & High School,14449567,Not Available,Not Available,Not Available,10965,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,49302.0,10965.00002,Not Available,3.4,Not Available,14250804.9,68.7,9269608.1,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633717,M191-0100160,Not Available,Not Available,Not Available,Not Available,Not Available,1957,90080,Not Available,04/13/2020 05:46 PM EDT,Not Available,CBECS - Elementary/Middle & High School,6760111.7,Not Available,Not Available,Not Available,180,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,147.0,179.9999942,Not Available,3.9,Not Available,6791860.4,75.4,4616518.5,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633227,X155-0200197,Not Available,Not Available,Not Available,Not Available,Not Available,1965,201775,Not Available,04/10/2020 05:35 PM EDT,Not Available,CBECS - Elementary/Middle & High School,18526304,Not Available,Not Available,Not Available,1183.1,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,35.0,1176.999956,Not Available,4.8,Not Available,18609412.6,92.2,12837875.7,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634702,K268-0300269,No,Not Available,Not Available,Not Available,Not Available,1953,87600,Not Available,04/17/2020 10:27 AM EDT,Not Available,CBECS - Elementary/Middle & High School,9115560.8,Not Available,Not Available,Not Available,44860.9,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,866.0,44897.99788,Not Available,4.5,Not Available,9110555.1,104,6480942.8,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634161,X205-0200237,Not Available,Not Available,Not Available,Not Available,Not Available,1975,66080,Not Available,04/10/2020 05:35 PM EDT,Not Available,CBECS - Elementary/Middle & High School,6175606.1,Not Available,Not Available,Not Available,26,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,393.0,26.0000015,Not Available,4.7,Not Available,6175606.1,93.5,4101913.6,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633241,M117-0100108,Not Available,Not Available,Not Available,Not Available,Not Available,1958,192175,Not Available,04/13/2020 05:47 PM EDT,Not Available,CBECS - Elementary/Middle & High School,19848509.8,Not Available,Not Available,Not Available,797,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,170.0,797.0000139,Not Available,5.9,Not Available,19541438.6,101.7,14600440.9,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634629,M178-0101460,No,Not Available,Not Available,Not Available,Not Available,2000,66266,Not Available,04/13/2020 05:46 PM EDT,Not Available,CBECS - Elementary/Middle & High School,6767556.2,Not Available,Not Available,Not Available,19034.3,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,283.0,19105.00163,Not Available,3.7,Not Available,6698827.2,101.1,3732060.4,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633106,Q080-0400071,Not Available,Not Available,Not Available,Not Available,Not Available,1963,100900,Not Available,04/17/2020 12:54 PM EDT,Not Available,CBECS - Elementary/Middle & High School,8581741.5,Not Available,Not Available,Not Available,146,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,33402.0,145.9999983,Not Available,4.7,Not Available,8576835.1,85,6289742.5,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634519,Q021-0400022,Not Available,Not Available,Not Available,Not Available,Not Available,1962,125260,Not Available,04/13/2020 03:27 PM EDT,Not Available,CBECS - Elementary/Middle & High School,11797546.4,Not Available,Not Available,Not Available,7071.8,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,1047.0,7272.999895,Not Available,4.3,Not Available,11706548.2,93.5,7141747.1,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633302,X306-0201187,No,Not Available,Not Available,Not Available,Not Available,1991,202975,Not Available,04/10/2020 05:35 PM EDT,Not Available,CBECS - Elementary/Middle & High School,26599652,Not Available,Not Available,Not Available,1362,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,217.0,1361.999993,Not Available,5.2,Not Available,26101814,128.6,13493555.7,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633112,Q123-0400109,No,Not Available,Not Available,Not Available,Not Available,1931,133480,Not Available,04/17/2020 12:54 PM EDT,Not Available,CBECS - Elementary/Middle & High School,7935081.1,Not Available,Not Available,Not Available,40285.8,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,18402.0,40588.99511,Not Available,2.8,Not Available,7907865,59.2,6012635.7,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1703401,MFA 527 Madison LLC,Not Available,7434,Not Available,Not Available,0,1986,Not Available,Not Available,Not Available,Not Available,CBECS - Office & Bank/Financial,39997067.6,182007,Not Available,804,Not Available,Not Available,Not Available,Not Available,0,8506,Not Available,Not Available,102.0,Not Available,Whole Property,6.4,Not Available,39689606.9,208.3,14174859.6,Not Available,Ok,65,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633199,Q456-0400228,Not Available,11368,Not Available,Not Available,0,1963,117725,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,11609788.2,Not Available,Not Available,Not Available,19508.6,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,,19236.9987,Not Available,3.2,Not Available,11617130,98.7,5368263.6,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633675,R061-0500338,Not Available,Not Available,Not Available,Not Available,Not Available,1970,206500,Not Available,04/17/2020 12:54 PM EDT,Not Available,CBECS - Elementary/Middle & High School,12866617,Not Available,Not Available,Not Available,2788,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,67.0,2788.000063,Not Available,3.2,Not Available,13128239.2,63.6,9134060.3,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634715,"K371, K231-0300319",Not Available,Not Available,Not Available,Not Available,Not Available,1966,106800,Not Available,04/14/2020 02:37 PM EDT,Not Available,CBECS - Elementary/Middle & High School,7773593.8,Not Available,Not Available,Not Available,325,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,84.0,324.9999688,Not Available,4,Not Available,7919100.8,74.1,5747448.3,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1472861,1633 Broadway - Paramount Plaza,Not Available,81688,Not Available,Not Available,0,1970,Not Available,Not Available,02/05/2020 12:17 PM EST,Not Available,CBECS - Office & Bank/Financial,492173536.1,2679616,Not Available,9373,Not Available,0,Not Available,Not Available,0,Not Available,Not Available,129251457.8,131.0,Not Available,Not Available,6.6,0,486685087.7,171.5,244931712.7,Not Available,Ok,57.41,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available
1721249,Hines 750 Seventh,Not Available,Not Available,Not Available,Not Available,Not Available,1990,Not Available,Not Available,06/30/2020 04:56 PM EDT,Not Available,CBECS - Office & Bank/Financial,103703586.9,631551,Not Available,2471.85,8603.1,2299.6,Not Available,Not Available,0,Not Available,Not Available,15271265.3,125.0,8603.09687,Whole Property,5.3,0,102891124,159.1,45951763.7,Not Available,Ok,70.24,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available
1633374,K277-0300278,No,Not Available,Not Available,Not Available,Not Available,1967,62400,Not Available,04/20/2020 02:52 PM EDT,Not Available,CBECS - Elementary/Middle & High School,7215069.9,Not Available,Not Available,Not Available,320,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,666.0,319.9999752,Not Available,6.5,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1409171,NE - COURT SQUARE I,No,Not Available,Not Available,Not Available,Not Available,1985,Not Available,Not Available,03/27/2020 01:26 PM EDT,Not Available,CBECS - Office & Bank/Financial,232236488.7,1414803,Not Available,4343.86,3998,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,19.0,3998.00005,Whole Property,4.9,0,230120302.3,160.1,82435697.3,4.42948,Ok,55.4,Not Available,Not Available,Not Available,Not Available,5644,Not Available,Not Available,Not Available
1633856,Q499-0401536,No,Not Available,Not Available,Not Available,Not Available,1991,136900,Not Available,04/13/2020 03:26 PM EDT,Not Available,CBECS - Elementary/Middle & High School,17204450.9,Not Available,Not Available,Not Available,34736.6,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,809.0,35421.00182,Not Available,4.4,Not Available,16816580.6,122.8,8706285.4,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634413,X082-0200121,No,Not Available,Not Available,Not Available,Not Available,1924,107125,Not Available,04/10/2020 05:35 PM EDT,Not Available,CBECS - Elementary/Middle & High School,13763702,Not Available,Not Available,Not Available,2627.9,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,21502.0,2606.999825,Not Available,6.5,Not Available,13732303.8,128.2,9207897.9,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1261470,225 Liberty Street,Not Available,Not Available,Not Available,Not Available,Not Available,1986,Not Available,Not Available,03/31/2020 08:52 AM EDT,Not Available,CBECS - Office & Bank/Financial,527726674.3,2436524,Not Available,10226,142584.4,4600383.3,Not Available,Not Available,0,59000,Not Available,59888948.9,31703.0,142584.4482,Whole Property,7,0,526727473.2,204.4,231063883.2,Not Available,Ok,65,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available
1634229,Q139-0400125,No,Not Available,Not Available,Not Available,Not Available,1931,80500,Not Available,04/17/2020 12:53 PM EDT,Not Available,CBECS - Elementary/Middle & High School,7388916.3,Not Available,Not Available,Not Available,27555,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,693.0,27661.99777,Not Available,3.8,Not Available,7377677.9,91.6,4754446.1,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1418514,Kimmel,Not Available,Not Available,Not Available,Not Available,Not Available,2003,Not Available,Not Available,02/19/2020 11:00 AM EST,Not Available,CBECS - Inpatient Healthcare,20771578.1,20520,Not Available,40.94,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,2950144.3,118.0,Not Available,Not Available,11.9,Not Available,20490911.9,340,8979284.4,Not Available,Ok,84,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available
1273461,"680 Fifth Avenue Associates, L.P.",Not Available,Not Available,Not Available,Not Available,Not Available,1957,Not Available,Not Available,04/30/2020 01:02 PM EDT,Not Available,CBECS - Office & Bank/Financial,33317471.3,230675,Not Available,386,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,8767733.8,104.0,Not Available,Not Available,5.5,Not Available,33272174.8,144.2,16862056.1,Not Available,Ok,27.63,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available
1633593,K302-0300297,Not Available,Not Available,Not Available,Not Available,Not Available,1970,210000,18.10672,04/14/2020 02:37 PM EDT,Not Available,CBECS - Elementary/Middle & High School,17624661.1,Not Available,Not Available,Not Available,2862,Not Available,Not Available,Not Available,87.9,Not Available,Not Available,Not Available,1170.0,2862.000212,Not Available,4.3,Not Available,17616209,83.9,12449366.4,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,622186
1634199,K153-0300155,No,Not Available,Not Available,Not Available,Not Available,1928,64800,Not Available,04/17/2020 10:28 AM EDT,Not Available,CBECS - Elementary/Middle & High School,6210190.6,Not Available,Not Available,Not Available,26476.2,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,556.0,26670.99938,Not Available,3.9,Not Available,6189739.9,95.5,4063884.1,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634508,K398-0301263,Not Available,Not Available,Not Available,Not Available,Not Available,1976,141600,Not Available,04/17/2020 10:27 AM EDT,Not Available,CBECS - Elementary/Middle & High School,12957822.7,Not Available,Not Available,Not Available,11,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,882.0,11.00000078,Not Available,4.7,Not Available,12952098.8,91.5,8682824.2,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634151,X028-0200065,No,Not Available,Not Available,Not Available,Not Available,1907,94980,Not Available,04/10/2020 05:34 PM EDT,Not Available,CBECS - Elementary/Middle & High School,8728918.7,Not Available,Not Available,Not Available,2386,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,23302.0,2385.999977,Not Available,4.7,Not Available,8722012.7,91.8,6032782.4,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1426638,40 East 52nd Street LP,Not Available,Not Available,Not Available,Not Available,Not Available,1986,Not Available,Not Available,04/28/2020 10:22 AM EDT,Not Available,CBECS - Office & Bank/Financial,79463051.5,360242,Not Available,1608,9405,1361828.4,Not Available,Not Available,0,Not Available,Not Available,4982889.6,102.0,9404.99951,Whole Property,6.9,0,78996200.7,213.2,31586399,Not Available,Ok,66.86,Not Available,Not Available,13010363.7,No,Not Available,Not Available,Not Available,Not Available
1634109,X139-0200183,No,Not Available,Not Available,Not Available,Not Available,1957,164525,Not Available,04/10/2020 05:35 PM EDT,Not Available,CBECS - Elementary/Middle & High School,13976436.3,Not Available,Not Available,Not Available,2530,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,41.0,2529.999871,Not Available,4.2,Not Available,14021633.5,85.2,9307059.9,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634391,M195-0100200,No,Not Available,Not Available,Not Available,Not Available,1975,186000,Not Available,04/13/2020 05:45 PM EDT,Not Available,CBECS - Elementary/Middle & High School,19319900,Not Available,Not Available,Not Available,715.6,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,22302.0,710.9999809,Not Available,4.1,Not Available,19083993.8,102.6,9860052.6,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634285,Q045-0400040,No,Not Available,Not Available,Not Available,Not Available,1928,68480,Not Available,04/17/2020 12:53 PM EDT,Not Available,CBECS - Elementary/Middle & High School,6885426.3,Not Available,Not Available,Not Available,30784,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,788.0,31019.99916,Not Available,4.5,Not Available,6933454.9,101.2,4967971.6,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633247,M142-0100124,No,Not Available,Not Available,Not Available,Not Available,1975,119519,Not Available,04/13/2020 05:46 PM EDT,Not Available,CBECS - Elementary/Middle & High School,11945958.9,Not Available,Not Available,Not Available,2529,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,1402.0,2528.999979,Not Available,5,Not Available,11827439.9,99,7852038.1,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1439975,19 East 57th Street,Not Available,Not Available,Not Available,Not Available,Not Available,2001,Not Available,Not Available,05/01/2020 09:32 AM EDT,Not Available,CBECS - Office & Bank/Financial,23784643.3,97821,Not Available,298,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,3019843.6,11202.0,Not Available,Whole Property,8,Not Available,23766967.2,235.3,10202167.6,Not Available,Ok,56.96,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available
1634099,X109-0200152,Not Available,Not Available,Not Available,Not Available,Not Available,1950,99512,Not Available,04/10/2020 05:35 PM EDT,Not Available,CBECS - Elementary/Middle & High School,11292468.8,Not Available,Not Available,Not Available,5277.8,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,20502.0,5457.000018,Not Available,6.3,Not Available,11273656.8,113.3,8394340.3,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634755,Q430-0400230,Not Available,Not Available,Not Available,Not Available,Not Available,1960,364800,Not Available,04/13/2020 03:27 PM EDT,Not Available,CBECS - Elementary/Middle & High School,37652826.8,Not Available,Not Available,Not Available,8264,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,1417.0,8264.00006,Not Available,4.8,Not Available,37726493.8,103.4,23369952.2,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634059,Q400-0400227,No,Not Available,Not Available,Not Available,Not Available,1942,279357,Not Available,04/17/2020 12:53 PM EDT,Not Available,CBECS - Elementary/Middle & High School,23718130.3,Not Available,Not Available,Not Available,437.7,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,294.0,434.9999797,Not Available,4.3,Not Available,23666752.3,84.7,16013432.1,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634113,X157-0200198,No,Not Available,Not Available,Not Available,Not Available,1966,98400,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,7065843.9,Not Available,Not Available,Not Available,34103.2,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,75.0,34211.00014,Not Available,2.8,Not Available,7054529.3,71.7,4650927.4,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633804,K269-0300270,Not Available,Not Available,Not Available,Not Available,Not Available,1952,97200,Not Available,04/17/2020 10:27 AM EDT,Not Available,CBECS - Elementary/Middle & High School,9477732.6,Not Available,Not Available,Not Available,43315,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,788.0,43315.00101,Not Available,3.8,Not Available,9477732.6,97.5,6092092.1,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633486,M198-0100165,No,Not Available,Not Available,Not Available,Not Available,1960,109325,Not Available,04/13/2020 05:46 PM EDT,Not Available,CBECS - Elementary/Middle & High School,7287045.9,Not Available,Not Available,Not Available,30076,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,15801.0,30075.99944,Not Available,2.5,Not Available,7287045.9,66.7,4482266.4,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633726,X062-0200097,Not Available,Not Available,Not Available,Not Available,Not Available,1921,94880,Not Available,04/10/2020 05:35 PM EDT,Not Available,CBECS - Elementary/Middle & High School,11030223,Not Available,Not Available,Not Available,417.4,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,83.0,413.9999931,Not Available,7,Not Available,10993700.6,115.9,8728528.3,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634105,X126-0200169,Not Available,Not Available,Not Available,Not Available,Not Available,1969,105700,Not Available,04/10/2020 05:35 PM EDT,Not Available,CBECS - Elementary/Middle & High School,10958732.3,Not Available,Not Available,Not Available,646,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,199.0,645.9999729,Not Available,6,Not Available,11023177.7,104.3,8451555.3,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634115,X193-0200199,No,Not Available,Not Available,Not Available,Not Available,1974,210175,Not Available,04/10/2020 05:35 PM EDT,Not Available,CBECS - Elementary/Middle & High School,16952436.2,Not Available,Not Available,Not Available,1055.3,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,36901.0,1049.00005,Not Available,3.7,Not Available,16894833.4,80.4,10155619.8,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1536164,ATCO - 555 Fifth Avenue,Not Available,Not Available,Not Available,Not Available,Not Available,1955,Not Available,Not Available,05/11/2020 01:04 PM EDT,Not Available,CBECS - Office & Bank/Financial,42912545.9,207430,Not Available,746.15,Not Available,Not Available,Not Available,Not Available,0,34490,Not Available,3589103.1,94.0,Not Available,Whole Property,5.8,Not Available,42668511.2,175.4,17278578.7,14.55604,Ok,39.56,Not Available,Not Available,Not Available,No,1374,Not Available,Not Available,Not Available
1633573,K167-0300170,No,Not Available,Not Available,Not Available,Not Available,1907,90000,Not Available,04/17/2020 10:28 AM EDT,Not Available,CBECS - Elementary/Middle & High School,8301951.7,Not Available,Not Available,Not Available,10530,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,353.0,10529.99911,Not Available,4.4,Not Available,8301951.7,92.2,5586060.9,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633148,K257-0300261,Not Available,Not Available,Not Available,Not Available,Not Available,1931,106800,Not Available,04/14/2020 02:37 PM EDT,Not Available,CBECS - Elementary/Middle & High School,7547518,Not Available,Not Available,Not Available,4018,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,491.0,4017.99968,Not Available,3.4,Not Available,7558580.4,70.8,4882443.9,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634093,R058-0500442,No,Not Available,Not Available,Not Available,Not Available,2001,107125,Not Available,04/17/2020 12:53 PM EDT,Not Available,CBECS - Elementary/Middle & High School,16709213,Not Available,Not Available,Not Available,36518.5,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,27702.0,35025.00146,Not Available,5.4,Not Available,16637631,155.3,8471439,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633643,Q204-0400202,No,Not Available,Not Available,Not Available,Not Available,1957,183725,26.61838,04/13/2020 03:27 PM EDT,Not Available,CBECS - Elementary/Middle & High School,9506958.4,Not Available,Not Available,Not Available,37163.2,Not Available,Not Available,Not Available,70.8,Not Available,Not Available,Not Available,51.0,37330.99935,Not Available,2.2,Not Available,9489337.9,51.6,6817403.5,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,498531.8
1634452,K115-0300124,No,Not Available,Not Available,Not Available,Not Available,1940,147600,Not Available,04/17/2020 10:28 AM EDT,Not Available,CBECS - Elementary/Middle & High School,16233818.5,Not Available,Not Available,Not Available,65903.2,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,1008.0,66407.00149,Not Available,4.4,Not Available,16180924.2,109.6,10312495,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634333,R048-0500070,Not Available,Not Available,Not Available,Not Available,Not Available,1930,40800,Not Available,04/17/2020 12:53 PM EDT,Not Available,CBECS - Elementary/Middle & High School,5032929,Not Available,Not Available,Not Available,1514,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,50.0,1513.999982,Not Available,7.2,Not Available,5032929,123.4,3893236,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634307,Q213-0400182,No,Not Available,Not Available,Not Available,Not Available,1955,88217,Not Available,04/13/2020 03:27 PM EDT,Not Available,CBECS - Elementary/Middle & High School,7687295.9,Not Available,Not Available,Not Available,22.2,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,1377.0,21.99999964,Not Available,4.8,Not Available,7663587.2,86.9,5652578.9,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633219,X120-0200163,Not Available,Not Available,Not Available,Not Available,Not Available,1955,138175,Not Available,04/10/2020 05:34 PM EDT,Not Available,CBECS - Elementary/Middle & High School,13577232.6,Not Available,Not Available,Not Available,364,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,185.0,363.9999922,Not Available,5.7,Not Available,13654898.9,98.8,10366012.4,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633948,X655-0200225,No,Not Available,Not Available,Not Available,Not Available,1931,196860,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,21726527.9,Not Available,Not Available,Not Available,113284.8,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,35.0,117534.0052,Not Available,4.5,Not Available,21280358.3,108.1,14680426.2,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634562,Q680-0401349,No,Not Available,Not Available,Not Available,Not Available,1938,117568,Not Available,04/17/2020 12:54 PM EDT,Not Available,CBECS - Elementary/Middle & High School,8373569.9,Not Available,Not Available,Not Available,7919,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,236.0,7977.999854,Not Available,2.2,Not Available,8319505.4,70.8,3466187.3,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
