property_id,address_1,parking_partially_enclosed,hotel_cooking_facilities,parking_completely_enclosed,worship_facility_weekly,multifamily_housing_percent_1,direct_ghg_emissions_mtco2e,indoor_water_use_all_water,senior_care_community_number,data_center_pue,indirect_ghg_emissions_mtco2e,non_refrigerated_warehouse_1,year_ending,fuel_oil_5_6_use_kbtu,estimated_data_flag_district,other_use_kbtu,bank_branch_computer_density,retail_store_weekly_operating,data_center_it_source_energy,bank_branch_gross_floor_area,postcode,source_eui_kbtu_ft,senior_care_community_average,electricity_use_grid_purchase,target_energy_star_score,senior_care_community_percent,energy_star_certification_1,office_weekly_operating_hours,estimated_data_flag_district_1,medical_office_gross_floor,refrigerated_warehouse_worker,water_current_date,primary_property_type_self,estimated_data_flag_1,community_board,site_eui_kbtu_ft,estimated_data_flag_fuel,egrid_output_emissions_rate,service_and_product_provider,hotel_type_of_laundry_facility,office_worker_density_number,data_center_ups_output_site,multifamily_housing_resident,retail_store_computer_density,k_12_school_gross_floor_area
2609828,600-612 West 58th street,Not Available,Not Available,Not Available,Not Available,Not Available,134.95,Not Available,Not Available,Not Available,128.74,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10019,66.3,Not Available,1371222.3,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,31-DEC-12,Self-Storage,Not Available,104.0,35.8,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1241639,34-51 48th St Long Island City,Not Available,Not Available,Not Available,Not Available,Not Available,166.5,Not Available,Not Available,Not Available,836.53,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11104,512.8,Not Available,8909924.08,75,Not Available,Eligible,Not Available,Not Available,Not Available,Not Available,01-JAN-00,Supermarket/Grocery,Not Available,401.0,186.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2491298,2 W 13th St,Not Available,Not Available,Not Available,Not Available,Not Available,374.5,2058.5,Not Available,Not Available,833.21,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10011,169.1,Not Available,8874530.11,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,31-DEC-12,College/University (Campus-Level),Not Available,102.0,68.1,No,Not Available,AKF Engineers,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1241669,575 Montauk Hwy.,Not Available,Not Available,Not Available,Not Available,Not Available,166.9,Not Available,Not Available,Not Available,1492.23,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11704,498.4,Not Available,7879572.43,75,Not Available,Eligible,Not Available,Not Available,Not Available,Not Available,01-JAN-00,Supermarket/Grocery,Not Available,,185.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1753822,533 Montauk Hwy,Not Available,Not Available,Not Available,Not Available,Not Available,229.79,Not Available,Not Available,Not Available,Not Available,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11706,92.1,Not Available,0,75,Not Available,Eligible,Not Available,Not Available,Not Available,Not Available,01-JAN-00,Supermarket/Grocery,Not Available,,88,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2589255,47-59 Vandam street,Not Available,Not Available,Not Available,Not Available,Not Available,209.12,143,Not Available,Not Available,310.69,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10013,85.7,Not Available,3309139.57,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,31-DEC-12,Self-Storage,Not Available,102.0,40.9,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2595925,172-70 Highland Ave.,Not Available,Not Available,Not Available,Not Available,Not Available,396.86,780.9,Not Available,Not Available,164.52,Not Available,2012-12-31T00:00:00.000,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11432,118.8,Not Available,1752270.13,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,31-DEC-12,Multifamily Housing,Not Available,408.0,80.1,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1582252,2 United Nations Plaza,Not Available,0,Not Available,Not Available,Not Available,Not Available,12698.6,Not Available,Not Available,4144.15,Not Available,2012-12-31T00:00:00.000,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,10017,199.6,Not Available,25920841.53,0,Not Available,Not Eligible: Rating must be 75 or above,65,Not Available,Not Available,Not Available,31-DEC-12,Office,Not Available,106.0,84.2,Not Available,Not Available,,0,5.09,Not Available,Not Available,Not Available,Not Available
2318262,61-20 Grand Central Parkway,Not Available,Not Available,Not Available,Not Available,10,2058.7,Not Available,Not Available,Not Available,978.12,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11375,175.6,Not Available,10417984.56,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,01-JAN-00,Multifamily Housing,Not Available,406.0,114.5,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2563063,1919 Williamsbridge Road,Not Available,Not Available,Not Available,Not Available,20,228.96,Not Available,Not Available,Not Available,88.44,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10461,139.1,Not Available,941957.66,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,01-JAN-00,Multifamily Housing,Not Available,211.0,95.4,No,Not Available,,Not Available,Not Available,Not Available,No specific resident population,Not Available,Not Available
1390799,650 Fifth Avenue,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2742.36,Not Available,2012-12-31T00:00:00.000,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,10019,219.5,Not Available,22295693.93,0,Not Available,Not Eligible: Rating must be 75 or above,38,Not Available,Not Available,Not Available,28-FEB-13,Office,Not Available,105.0,79.4,Not Available,Not Available,Great Forest Inc,Not Available,3.12,Not Available,Not Available,Not Available,Not Available
2586293,1071 6TH AVENUE,Not Available,Not Available,Not Available,Not Available,Not Available,191.94,Not Available,Not Available,Not Available,877.64,Not Available,2012-12-31T00:00:00.000,2420958.49,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10018,180.7,Not Available,9347737.83,0,Not Available,Not Eligible: Less than one year since the period ending date of the last ENERGY STAR application.,60,Not Available,Not Available,Not Available,31-DEC-12,Office,Not Available,105.0,63.2,Not Available,Not Available,,Not Available,1.51,Not Available,Not Available,Not Available,Not Available
1747000,56-45 Main Street,Not Available,Not Available,Not Available,Not Available,Not Available,5735.44,Not Available,Not Available,Not Available,6714.53,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11355,594.6,Not Available,71516730.08,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,01-JAN-00,Hospital (General Medical and Surgical),Not Available,407.0,302.7,No,Not Available,Gotham 360 LLC,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1547633,13505 20TH AVE,198170,Not Available,0,Not Available,Not Available,164.24,1065.1,Not Available,Not Available,811.48,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,97,Not Available,Not Available,11356,229.5,Not Available,8643119.16,0,Not Available,Eligible,Not Available,Not Available,Not Available,Not Available,31-MAR-13,Retail,Not Available,407.0,83.8,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,0.21,Not Available
2383967,411 East 53rd Street,0,Not Available,16306,Not Available,11,691.44,13720.9,Not Available,Not Available,660.36,Not Available,2012-12-31T00:00:00.000,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10022,176.7,Not Available,7033492.16,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,31-DEC-12,Multifamily Housing,Not Available,106.0,95.3,No,Not Available,Greenwich Energy Solutions,Not Available,Not Available,Not Available,No specific resident population,Not Available,Not Available
2386824,220 East 73rd Street,Not Available,Not Available,Not Available,Not Available,10,234.39,0,Not Available,Not Available,185.98,Not Available,2012-12-31T00:00:00.000,2894779.04,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10021,98.7,Not Available,1980853.11,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,31-DEC-12,Multifamily Housing,Not Available,108.0,50.9,Not Available,Not Available,Greenwich Energy Solutions,Not Available,Not Available,Not Available,No specific resident population,Not Available,Not Available
11809,4 Times Square,Not Available,Not Available,Not Available,Not Available,Not Available,3676.22,Not Available,Not Available,Not Available,11543.49,Not Available,2012-12-31T00:00:00.000,Not Available,No,Not Available,Not Available,120,Not Available,Not Available,10036,281.8,Not Available,106373332,75,Not Available,Not Eligible: Rating must be 75 or above,98,Not Available,Not Available,Not Available,01-JAN-00,Office,Not Available,105.0,121.8,Not Available,Not Available,,Not Available,4.3,Not Available,Not Available,0.4,Not Available
1211581,405 Park Avenue,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1121.3,Not Available,Not Available,2981.61,Not Available,2012-12-31T00:00:00.000,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,10022,173.4,Not Available,7012750.15,0,Not Available,Not Eligible: Rating must be 75 or above,37,Not Available,Not Available,Not Available,28-FEB-13,Office,Not Available,105.0,68.4,Not Available,377.28,,Not Available,1.68,Not Available,Not Available,Not Available,Not Available
1743360,440 Ninth Ave,Not Available,Not Available,Not Available,Not Available,Not Available,503.42,7860.1,Not Available,Not Available,2417.4,Not Available,2012-12-31T00:00:00.000,6355150.51,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10001,240.3,Not Available,25747787.45,86,Not Available,Eligible,55,Not Available,Not Available,Not Available,31-JAN-13,Office,Not Available,104.0,83.5,Not Available,Not Available,,Not Available,6.09,Not Available,Not Available,Not Available,Not Available
2611227,300 East 40th Street,0,Not Available,64065,Not Available,10,4328.86,Not Available,Not Available,Not Available,1116.4,Not Available,2012-12-31T00:00:00.000,51492484.17,Not Available,Not Available,Not Available,73,Not Available,Not Available,10016,157.4,Not Available,11890793.71,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,6026,Not Available,01-JAN-00,Multifamily Housing,Not Available,106.0,110.9,Not Available,Not Available,"Norgen Consulting Group, Inc.",Not Available,Not Available,Not Available,Not Available,1.24,Not Available
2608483,41-47 St. Nicholas Terrace,Not Available,Not Available,Not Available,Not Available,20,221.12,Not Available,Not Available,Not Available,119.66,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10027,156.8,Not Available,1274534.55,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,01-JAN-00,Multifamily Housing,Not Available,109.0,92.5,Not Available,Not Available,Heat Watch LLC,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1273033,888 Seventh Ave,0,Not Available,69633,Not Available,Not Available,0.46,28142.8,Not Available,Not Available,7891.53,Not Available,2012-12-31T00:00:00.000,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,10019,283.5,Not Available,60732615.47,0,Not Available,Not Eligible: Rating must be 75 or above,80,Not Available,Not Available,Not Available,31-DEC-12,Office,Not Available,105.0,106.1,Not Available,Not Available,,Not Available,3.64,Not Available,Not Available,Not Available,Not Available
1730167,250 West 57th Street,Not Available,Not Available,Not Available,Not Available,Not Available,1126.09,Not Available,Not Available,Not Available,2528.9,Not Available,2012-12-31T00:00:00.000,14215757.51,Not Available,Not Available,Not Available,55,Not Available,Not Available,10107,173.4,Not Available,26935428.65,0,Not Available,Eligible,48,Not Available,Not Available,Not Available,31-DEC-10,Office,Not Available,105.0,68.4,Not Available,Not Available,Viridian Energy and Env LLC,Not Available,2.56,Not Available,Not Available,1.85,Not Available
1839071,315 Hudson St,Not Available,Not Available,Not Available,Not Available,Not Available,627.72,Not Available,Not Available,Not Available,1931.12,Not Available,2012-12-31T00:00:00.000,5785232.21,Not Available,Not Available,Not Available,50,Not Available,Not Available,10013,179.6,Not Available,20568466.77,85,Not Available,Not Eligible: Less than one year since the period ending date of the last ENERGY STAR application.,66,Not Available,Not Available,Not Available,31-JUL-12,Office,Not Available,102.0,67,Not Available,Not Available,R3 Energy Management Audit & Review,Not Available,2.37,Not Available,Not Available,0.42,Not Available
2.59e+06,9701 Ave D,Not Available,Not Available,Not Available,Not Available,Not Available,1330.91,7661.8,Not Available,Not Available,1335.62,100,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11236,567,Not Available,14225706.63,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,31-JAN-13,Warehouse (Unrefrigerated),Not Available,318.0,301.9,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1578721,1333 Broadway,Not Available,Not Available,Not Available,Not Available,Not Available,376.9,Not Available,Not Available,Not Available,1246.71,Not Available,2012-12-31T00:00:00.000,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10001,124.1,Not Available,13278799.59,0,Not Available,Not Eligible: Less than one year since the period ending date of the last ENERGY STAR application.,43,Not Available,Not Available,Not Available,01-JAN-00,Office,Not Available,105.0,46.2,No,Not Available,Viridian Energy and Env LLC,Not Available,1.37,Not Available,Not Available,Not Available,Not Available
2558912,2101 Cedar Avenue,Not Available,Not Available,Not Available,Not Available,10,194.45,4900.3,Not Available,Not Available,93.48,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10468,101.6,Not Available,995645.37,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,31-DEC-12,Multifamily Housing,Not Available,207.0,66.1,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1721249,750 Seventh Avenue,Not Available,Not Available,Not Available,Not Available,Not Available,50.92,0,Not Available,Not Available,4590.45,Not Available,2012-12-31T00:00:00.000,Not Available,No,Not Available,Not Available,72,7028181.2,Not Available,10019,224.8,Not Available,39955617.42,0,Not Available,Not Eligible: Less than one year since the period ending date of the last ENERGY STAR application.,67,Not Available,Not Available,Not Available,31-DEC-12,Office,Not Available,105.0,78.7,Not Available,Not Available,tLync Energy Engineering & Consulting,Not Available,3.19,616719.2,Not Available,2,Not Available
2394981,9216 7th Avenue,Not Available,Not Available,Not Available,Not Available,Not Available,513.31,Not Available,Not Available,Not Available,352.04,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11228,156.6,Not Available,3749567.46,75,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,01-JAN-00,K-12 School,Not Available,310.0,89.2,No,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,133787
1241743,2525 Hempstead Turnpike,Not Available,Not Available,Not Available,Not Available,Not Available,140.45,Not Available,Not Available,Not Available,1541.54,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11554,388.1,Not Available,8139989.85,75,Not Available,Eligible,Not Available,Not Available,Not Available,Not Available,01-JAN-00,Supermarket/Grocery,Not Available,,139.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2550638,26 Bedford Park Blvd.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,67,Not Available,Not Available,10468,Not Available,Not Available,Not Available,Not Available,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,30-JUN-12,Multifamily Housing,Not Available,207.0,Not Available,No,Not Available,,Not Available,Not Available,Not Available,Not Available,0.42,Not Available
255055900.00%,30 Vesey Street,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,65,Not Available,Not Available,10007,Not Available,Not Available,Not Available,Not Available,Not Available,Not Eligible: Rating must be 75 or above,65,Not Available,Not Available,Not Available,31-OCT-11,Office,Not Available,101.0,Not Available,Not Available,Not Available,,Not Available,2.3,Not Available,Not Available,0.2,Not Available
2383263,111 Barrow Street,Not Available,Not Available,Not Available,Not Available,10,64.43,120.1,Not Available,Not Available,190.71,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10014,87.7,Not Available,2031297.44,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,31-DEC-12,Multifamily Housing,Not Available,102.0,35,No,Not Available,Greenwich Energy Solutions,Not Available,Not Available,Not Available,No specific resident population,Not Available,Not Available
2562937,1919 Williamsbridge Road,Not Available,Not Available,Not Available,Not Available,20,239.12,Not Available,Not Available,Not Available,95.83,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10461,135.7,Not Available,1020652.03,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,01-JAN-00,Multifamily Housing,Not Available,211.0,92.2,No,Not Available,,Not Available,Not Available,Not Available,No specific resident population,Not Available,Not Available
1719778,24-01 44th Road,Not Available,Not Available,Not Available,Not Available,Not Available,296.99,3932.3,Not Available,Not Available,1688.81,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11101,239.5,Not Available,17987585.72,0,Not Available,Eligible,68,Not Available,Not Available,Not Available,31-MAR-13,Office,Not Available,402.0,85.6,Not Available,Not Available,,Not Available,3.16,Not Available,Not Available,Not Available,Not Available
2408431,152 West 57th Street,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,12904.8,Not Available,Not Available,4630.06,Not Available,2012-12-31T00:00:00.000,Not Available,No,Not Available,Not Available,Not Available,2887806.9,Not Available,10019,243.1,Not Available,39359500.22,0,Not Available,Not Eligible: Rating must be 75 or above,53,Not Available,Not Available,Not Available,30-NOV-12,Office,Not Available,105.0,85.4,Not Available,Not Available,,Not Available,3.3,253403.5,Not Available,Not Available,Not Available
2379262,345 Hudson street,Not Available,Not Available,Not Available,Not Available,Not Available,847.9,17753.4,Not Available,Not Available,6296.77,Not Available,2012-12-31T00:00:00.000,Not Available,No,Not Available,6,66,Not Available,2835,10014,264.4,Not Available,66891938.73,0,Not Available,Not Eligible: Less than one year since the period ending date of the last ENERGY STAR application.,52,Not Available,Not Available,Not Available,31-DEC-12,Office,Not Available,102.0,91.3,No,Not Available,"CodeGreen Solutions, Inc.",Not Available,2.67,Not Available,Not Available,0.23,Not Available
2610348,2111 Albermarle Rd.,Not Available,Not Available,Not Available,Not Available,15,361.83,0,Not Available,Not Available,136.9,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11226,92.4,Not Available,1458125.02,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,31-DEC-12,Multifamily Housing,Not Available,314.0,63.6,Not Available,Not Available,Plug Energy Services LLC,Not Available,Not Available,Not Available,No specific resident population,Not Available,Not Available
2388507,201 West 72nd Street,Not Available,Not Available,Not Available,Not Available,10,856.98,14208.4,Not Available,Not Available,735.39,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10023,174.6,Not Available,7832719.28,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,31-DEC-12,Multifamily Housing,Not Available,107.0,97.1,Not Available,Not Available,Greenwich Energy Solutions,Not Available,Not Available,Not Available,No specific resident population,Not Available,Not Available
2606031,1068 Gerard Avenue,0,Not Available,3000,Not Available,20,251.46,3216.9,Not Available,Not Available,146.08,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10452,113.7,Not Available,1555902.82,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,31-DEC-12,Multifamily Housing,Not Available,204.0,70.4,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1241648,32 South Middltown Rd.,Not Available,Not Available,Not Available,Not Available,Not Available,332.69,Not Available,Not Available,Not Available,915.41,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10954,625.8,Not Available,10028503.87,75,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,01-JAN-00,Supermarket/Grocery,Not Available,,254.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2614534,431 Riverside Drive,Not Available,Not Available,Not Available,Not Available,Not Available,414.3,Not Available,Not Available,Not Available,62.74,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10025,118.8,Not Available,668206.08,0,Not Available,Not Eligible: Current period ending over 120 days,Not Available,Not Available,Not Available,Not Available,01-JAN-00,Residence Hall/Dormitory,Not Available,109.0,94.7,No,Not Available,Gotham 360 LLC,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2386565,455 East 51st Street,Not Available,Not Available,Not Available,Not Available,20,230.89,2573.9,Not Available,Not Available,93.54,Not Available,2012-12-31T00:00:00.000,2848995.13,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10022,114.4,Not Available,996351.71,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,31-DEC-12,Multifamily Housing,Not Available,106.0,71.5,Not Available,Not Available,Greenwich Energy Solutions,Not Available,Not Available,Not Available,No specific resident population,Not Available,Not Available
2544622,42 WEST 39TH STREET,Not Available,Not Available,Not Available,Not Available,Not Available,421.29,Not Available,Not Available,Not Available,725.98,Not Available,2012-12-31T00:00:00.000,5316492,Not Available,Not Available,Not Available,40,Not Available,Not Available,10018,185.6,Not Available,7732409.23,0,Not Available,Not Eligible: Less than one year since the period ending date of the last ENERGY STAR application.,55,Not Available,Not Available,Not Available,31-DEC-12,Office,Not Available,105.0,77.6,Not Available,Not Available,MCHALE ENERGY,Not Available,1.94,Not Available,Not Available,1.84,Not Available
2612583,394 ARGYLE RD HCM,Not Available,Not Available,Not Available,Not Available,Not Available,458.35,0,Not Available,Not Available,215.99,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11218,94.6,Not Available,2300555.64,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,31-DEC-12,Multifamily Housing,Not Available,314.0,61.8,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2612468,315 W 36th,Not Available,Not Available,Not Available,Not Available,Not Available,435.75,Not Available,Not Available,Not Available,816.78,Not Available,2012-12-31T00:00:00.000,4931495.69,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10018,273.2,Not Available,8699518.4,0,Not Available,Not Eligible: Rating must be 75 or above,55,Not Available,Not Available,Not Available,01-JAN-00,Office,Not Available,,113.3,Not Available,Not Available,"Code Green Solutions, Inc.",Not Available,3.75,Not Available,Not Available,Not Available,Not Available
2285729,1780 Grand Concourse,0,Not Available,24477,Not Available,Not Available,154.22,Not Available,Not Available,Not Available,750.8,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10453,165.3,Not Available,7996846,0,Not Available,Eligible,50,Not Available,Not Available,Not Available,01-JAN-00,Office,Not Available,205.0,60.5,Not Available,Not Available,,Not Available,3.6,Not Available,Not Available,Not Available,Not Available
1513221,1177 Avenue of the Americas,Not Available,Not Available,Not Available,Not Available,Not Available,25.51,Not Available,Not Available,Not Available,8045.48,Not Available,2012-12-31T00:00:00.000,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,10036,265,Not Available,71779813.52,0,Not Available,Not Eligible: Rating must be 75 or above,66,Not Available,Not Available,Not Available,31-DEC-12,Office,Not Available,105.0,90.4,Not Available,Not Available,,Not Available,2.12,Not Available,Not Available,Not Available,Not Available
2604459,110 Post Avenue,Not Available,Not Available,Not Available,Not Available,5,474.56,7335.1,Not Available,Not Available,106.74,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10034,123.7,Not Available,1136878.4,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,31-DEC-12,Multifamily Housing,Not Available,112.0,94.7,Not Available,Not Available,,Not Available,Not Available,Not Available,No specific resident population,Not Available,Not Available
2038302,2307 BEVERLEY RD,Not Available,Not Available,Not Available,Not Available,Not Available,201.59,656.9,Not Available,Not Available,574.72,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,81,Not Available,Not Available,11226,130,Not Available,6121383.9,75,Not Available,Eligible,Not Available,Not Available,Not Available,Not Available,31-DEC-12,Retail,Not Available,314.0,52.8,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,0.11,Not Available
2614642,42-72 80th Street,Not Available,Not Available,Not Available,Not Available,10,Not Available,Not Available,Not Available,Not Available,300.94,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11373,127.4,Not Available,3205290.03,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,31-JUL-12,Multifamily Housing,Not Available,404.0,38.2,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2054784,3 UN Plaza,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2012-12-31T00:00:00.000,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,10017,Not Available,Not Available,Not Available,Not Available,Not Available,Not Eligible: Rating must be 75 or above,60,Not Available,Not Available,Not Available,31-JAN-12,Office,Not Available,106.0,Not Available,Not Available,Not Available,,Not Available,2.99,Not Available,Not Available,Not Available,Not Available
2611920,500 8th Ave,Not Available,Not Available,Not Available,Not Available,Not Available,338.77,Not Available,Not Available,Not Available,879.19,Not Available,2012-12-31T00:00:00.000,2907438.58,Not Available,Not Available,Not Available,68,Not Available,Not Available,10018,152.8,Not Available,9364319.23,0,Not Available,Not Eligible: Rating must be 75 or above,50,Not Available,Not Available,Not Available,01-JAN-00,Other,Not Available,105.0,59,No,Not Available,"Code Green Solutions, Inc.",Not Available,2.68,Not Available,Not Available,1.06,Not Available
2008956,211NEA,0,Not Available,7732,Not Available,10,1123.47,10883.6,Not Available,Not Available,730.29,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10282,160.3,Not Available,7778391.43,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,31-JAN-13,Multifamily Housing,Not Available,,96.3,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
