dbn,school_name,n_chronic_absent_ems_allew,n_prof_pct_watn5_mthlevel2,survey_pp_ri,qr_1_4,teacher_ethnicity_asian_pct,val_chronic_absent_ems_allei,n_prof_pct_watn5_mthlevel34,val_chronic_absent_ems_allew,n_prof_pct_watn3_elalevel2,val_pct_core_ela_all,rr_t,val_chronic_absent_ems_all,val_lre_all,n_chronic_absent_ems_allgm,val_pct_accel_try_all,survey_pp_tr,val_prof_2plus_watn5_mthlevel1,n_pct_accel_try_mth_all,n_prof_pct_watn5_elalevel34,gender_male_pct,school_type,n_prof_2plus_watn3_mthlevel1,val_pct_core_sci_all,val_prof_pct_watn3_mthlevel34,survey_pp_sf,qr_1_1,qr_3_4,n_pct_accel_try_lote_all,val_chronic_absent_ems_allgm,qr_4_2,val_prof_pct_watn5_mthlevel34,n_chronic_absent_ems_allea,n_prof_pct_watn3_elalevel34,n_lre_all,n_chronic_absent_ems_alleb,ell,n_pct_accel_p_mth_all,val_chronic_absent_ems_allgf,val_prof_pct_watn5_mthlevel2,val_chronic_absent_ems_allep,principal_experience,n_pct_accel_lote_all
09X311,Lucero Elementary School,1,No Data,0.86,Well Developed,No Data,No Data,No Data,No Data,26,No Data,80%,0.268,0.24,202,No Data,0.9,No Data,No Data,No Data,0.513,Elementary,16,No Data,0.667,0.95,Proficient,Well Developed,No Data,0.743,Proficient,No Data,No Data,23,70,33,0.401,No Data,0.72,No Data,No Data,7.1,No Data
29Q259,Pathways College Preparatory School: A College Boa,4,18,0.7,Well Developed,No Data,No Data,20,No Data,No Data,0.987,27%,0.085,0.79,118,1,0.9,0.5,74,18,0.48,Middle,No Data,0.992,No Data,0.9,Proficient,Well Developed,74,0.924,Well Developed,0.6,15,No Data,38,206,0.02,73,0.908,0.167,No Data,3.9,74
18K114,P.S. 114 Ryder Elementary,21,No Data,0.73,Proficient,No Data,No Data,No Data,0.524,23,No Data,33%,0.336,0.33,227,No Data,0.82,No Data,No Data,No Data,0.48,Elementary,13,No Data,0.65,0.94,Proficient,Well Developed,No Data,0.639,Proficient,No Data,15,26,85,368,0.139,No Data,0.687,No Data,No Data,1,No Data
13K011,P.S. 011 Purvis J. Behan,124,No Data,0.95,Well Developed,0.111,No Data,No Data,0.927,12,No Data,20%,0.126,0.31,445,No Data,0.83,No Data,No Data,No Data,0.494,Elementary,3,No Data,0.76,0.98,Proficient,Well Developed,No Data,0.881,Well Developed,No Data,20,99,64,541,0.021,No Data,0.868,No Data,No Data,5,No Data
23K327,P.S. 327 Dr. Rose B. English,5,No Data,0.86,Proficient,No Data,No Data,No Data,No Data,12,No Data,69%,0.41,0.31,98,No Data,0.92,No Data,No Data,No Data,0.444,Elementary,28,No Data,No Data,1,Proficient,Proficient,No Data,0.622,Proficient,No Data,4,5,55,145,0.088,No Data,0.565,No Data,No Data,3,No Data
13K691,Fort Greene Preparatory Academy,3,8,0.83,Proficient,0,No Data,14,No Data,No Data,0.865,70%,0.358,0.95,115,0.431,0.89,0.103,72,14,0.536,Middle,No Data,0.875,No Data,0.93,Proficient,Proficient,72,0.661,Proficient,No Data,7,No Data,63,154,0.057,15,0.621,No Data,No Data,10,72
02M002,P.S. 002 Meyer London,8,No Data,0.84,Proficient,0.455,No Data,No Data,No Data,16,No Data,54%,0.131,0.37,231,No Data,0.97,No Data,No Data,No Data,0.532,Elementary,9,No Data,0.838,0.97,Proficient,Proficient,No Data,0.883,Proficient,No Data,309,59,90,45,0.342,No Data,0.852,No Data,No Data,4.1,No Data
15K418,The Children's School,163,No Data,0.8,Well Developed,No Data,No Data,No Data,0.902,2,No Data,85%,0.092,0.88,120,No Data,0.87,No Data,No Data,No Data,0.437,Elementary,No Data,No Data,0.895,0.97,Well Developed,Well Developed,No Data,0.908,Proficient,No Data,35,20,8,10,0.011,No Data,0.908,No Data,No Data,No Data,No Data
15K321,P.S. 321 William Penn,1030,No Data,0.94,No Data,No Data,No Data,No Data,0.94,13,No Data,43%,0.069,0.15,689,No Data,0.99,No Data,No Data,No Data,0.495,Elementary,1,No Data,0.939,0.97,Well Developed,Well Developed,No Data,0.936,Well Developed,No Data,99,84,143,37,0.018,No Data,0.926,No Data,No Data,21.1,No Data
19K273,P.S. 273 Wortman,3,No Data,No Data,Proficient,0,No Data,No Data,No Data,23,No Data,0%,0.4,0.36,148,No Data,0.95,No Data,No Data,No Data,0.496,Elementary,14,No Data,No Data,0.96,Proficient,Proficient,No Data,0.628,Proficient,No Data,1,18,58,215,0.036,No Data,0.571,No Data,No Data,14.9,No Data
10X008,P.S. 008 Isaac Varian,54,No Data,0.79,Well Developed,No Data,No Data,No Data,0.778,56,No Data,78%,0.298,0.24,462,No Data,0.92,No Data,No Data,No Data,0.502,Elementary,52,No Data,0.756,0.97,Proficient,Proficient,No Data,0.677,Proficient,No Data,62,58,169,78,0.226,No Data,0.727,No Data,No Data,4.8,No Data
22K206,P.S. 206 Joseph F Lamb,617,21,0.85,Well Developed,0.093,No Data,78,0.806,No Data,1,97%,0.135,0.46,762,1,0.88,0.313,133,56,0.492,K-8,No Data,1,No Data,0.93,Well Developed,Well Developed,133,0.861,Proficient,0.692,719,No Data,162,26,0.242,103,0.868,0.19,No Data,5.1,133
17K138,P.S. 138 Brooklyn,25,16,0.81,No Data,No Data,No Data,22,0.56,No Data,0.995,65%,0.307,0.37,256,0.613,0.95,0.65,62,19,0.497,K-8,No Data,1,No Data,0.98,Well Developed,Well Developed,62,0.703,Proficient,0.818,9,No Data,103,419,0.053,33,0.683,0.25,No Data,19.6,62
11X556,Bronx Park Middle School,52,32,0.74,Well Developed,No Data,No Data,33,0.788,No Data,0.967,0%,0.265,0.27,222,1,0.85,0.512,123,24,0.529,Middle,No Data,0.911,No Data,0.83,Proficient,Well Developed,123,0.757,Well Developed,0.576,22,No Data,79,77,0.216,123,0.711,0.188,No Data,3.1,123
10X391,The Angelo Patri Middle School,5,22,0.7,Proficient,No Data,No Data,13,No Data,No Data,0.986,88%,0.259,0.39,254,0.157,0.86,0.229,166,8,0.518,Middle,No Data,0.941,No Data,0.92,Proficient,Proficient,166,0.748,Proficient,No Data,6,No Data,120,109,0.31,17,0.734,0.136,No Data,1.2,166
16K309,P.S. 309 The George E. Wibecan Preparatory Academy,4,No Data,0.72,Well Developed,No Data,No Data,No Data,No Data,7,No Data,85%,0.418,0.22,97,No Data,0.87,No Data,No Data,No Data,0.567,Elementary,4,No Data,No Data,0.97,Proficient,Well Developed,No Data,0.546,Proficient,No Data,1,9,37,108,0.043,No Data,0.63,No Data,No Data,3.9,No Data
27Q155,P.S. 155,8,No Data,0.84,Proficient,No Data,0.895,No Data,No Data,30,No Data,55%,0.156,0.15,254,No Data,0.98,No Data,No Data,No Data,0.516,Elementary,4,No Data,0.738,0.97,Proficient,Proficient,No Data,0.831,Well Developed,No Data,148,38,62,98,0.058,No Data,0.858,No Data,No Data,7.9,No Data
09X126,P.S. 126 Dr Marjorie H Dunbar,11,No Data,No Data,Proficient,No Data,No Data,No Data,No Data,14,No Data,2%,0.331,0.32,269,No Data,0.94,No Data,No Data,No Data,0.488,Elementary,34,No Data,0.273,0.92,Proficient,Proficient,No Data,0.677,Proficient,No Data,4,31,78,108,0.344,No Data,0.661,No Data,No Data,0.5,No Data
27Q254,P.S. 254 - The Rosa Parks School,50,No Data,0.82,Well Developed,No Data,No Data,No Data,0.94,31,No Data,93%,0.184,0.24,298,No Data,0.89,No Data,No Data,No Data,0.525,Elementary,5,No Data,0.69,0.96,Well Developed,Well Developed,No Data,0.802,Proficient,No Data,61,49,82,18,0.201,No Data,0.832,No Data,No Data,3.9,No Data
02M059,P.S. 059 Beekman Hill International,366,No Data,No Data,Well Developed,No Data,No Data,No Data,0.91,10,No Data,7%,0.1,0.13,304,No Data,0.95,No Data,No Data,No Data,0.477,Elementary,2,No Data,1,0.98,Well Developed,Well Developed,No Data,0.888,Well Developed,No Data,141,37,60,12,0.065,No Data,0.91,No Data,No Data,13.1,No Data
16K057,Whitelaw Reid Academy of Arts and Business,5,14,0.75,Proficient,No Data,No Data,14,No Data,No Data,No Data,100%,0.391,0.81,59,0.852,0.8,0.368,54,14,0.462,Middle,No Data,0.912,No Data,0.95,Proficient,Proficient,54,0.559,Proficient,No Data,1,No Data,43,84,0.092,45,0.652,No Data,No Data,3.2,54
24Q087,P.S./I.S. 087 Middle Village,181,14,0.92,Well Developed,No Data,No Data,33,0.829,No Data,1,62%,0.221,0.23,294,0,0.96,No Data,54,33,0.536,K-8,No Data,1,No Data,0.97,Proficient,Well Developed,54,0.765,Well Developed,0.455,30,No Data,114,9,0.085,No Data,0.795,No Data,No Data,15.4,54
15K169,P.S. 169 Sunset Park,42,No Data,0.66,Well Developed,0.248,No Data,No Data,0.857,76,No Data,68%,0.106,0.19,658,No Data,0.84,No Data,No Data,No Data,0.504,Elementary,48,No Data,0.779,0.94,Well Developed,Well Developed,No Data,0.891,Proficient,No Data,806,73,190,4,0.454,No Data,0.897,No Data,No Data,6.2,No Data
15K230,P.S. 230 Doris L. Cohen,163,No Data,0.87,Well Developed,0.084,No Data,No Data,0.84,48,No Data,29%,0.215,0.15,521,No Data,0.98,No Data,No Data,No Data,0.518,Elementary,32,No Data,0.771,0.97,Well Developed,Well Developed,No Data,0.787,Well Developed,No Data,449,102,160,25,0.236,No Data,0.783,No Data,No Data,5.9,No Data
28Q080,PS 80  The Thurgood Marshall Magnet School of Mult,12,No Data,0.74,Proficient,No Data,No Data,No Data,No Data,26,No Data,32%,0.231,0.31,218,No Data,0.86,No Data,No Data,No Data,0.476,Elementary,21,No Data,0.472,0.94,Proficient,Well Developed,No Data,0.757,Proficient,No Data,11,35,93,362,0.034,No Data,0.78,No Data,No Data,8,No Data
06M189,P.S. 189,20,No Data,0.83,Proficient,No Data,No Data,No Data,0.9,38,No Data,84%,0.268,0.24,299,No Data,0.92,No Data,No Data,No Data,0.499,Elementary,32,No Data,0.579,0.97,Proficient,Proficient,No Data,0.756,Proficient,No Data,5,44,106,11,0.257,No Data,0.709,No Data,No Data,5.1,No Data
13K527,Urban Assembly Institute of Math and Science for Y,16,16,0.7,Proficient,No Data,No Data,18,0.875,No Data,0.989,8%,0.221,0.48,1,1,0.91,0.375,71,22,0.005,Middle,No Data,0.989,No Data,0.89,Developing,Developing,71,No Data,Developing,0.667,16,No Data,33,121,0.043,No Data,0.778,0.375,No Data,9.9,71
23K041,P.S. 041 Francis White,7,9,0.75,Proficient,No Data,No Data,9,No Data,No Data,0.858,42%,0.452,0.31,196,0.341,0.8,0.342,44,3,0.56,K-8,No Data,0.945,No Data,0.93,Proficient,Proficient,44,0.566,Proficient,No Data,1,No Data,89,208,0.057,15,0.526,No Data,No Data,2.9,44
20K220,J.H.S. 220 John J. Pershing,71,95,0.72,Proficient,0.146,No Data,218,0.901,No Data,0.998,86%,0.1,0.21,815,0.23,0.84,0.639,496,95,0.539,Middle,No Data,0.999,No Data,0.86,Proficient,Proficient,496,0.89,Proficient,0.927,741,No Data,252,11,0.278,112,0.913,0.589,0.75,2.9,496
20K069,P.S. 69 Vincent D. Grippo School,36,No Data,0.78,Well Developed,0.246,No Data,No Data,0.944,34,No Data,55%,0.048,0.33,409,No Data,0.99,No Data,No Data,No Data,0.519,Elementary,5,No Data,0.875,0.97,Well Developed,Well Developed,No Data,0.954,Well Developed,No Data,708,71,72,5,0.44,No Data,0.95,No Data,No Data,14,No Data
29Q176,P.S. 176 Cambria Heights,7,No Data,0.65,No Data,0,0.87,No Data,No Data,21,No Data,82%,0.126,0.27,334,No Data,0.75,No Data,No Data,No Data,0.483,Elementary,10,No Data,0.761,0.92,Proficient,Proficient,No Data,0.859,Proficient,No Data,28,77,78,523,0.006,No Data,0.888,No Data,No Data,1.9,No Data
04M372,Esperanza Preparatory Academy,4,11,0.74,Proficient,No Data,No Data,19,No Data,No Data,1,96%,0.291,0.52,103,0.972,0.9,0.655,71,7,0.472,Middle,No Data,1,No Data,0.93,Proficient,Proficient,71,0.709,Proficient,0.368,4,No Data,67,42,0.25,66,0.708,No Data,No Data,4,71
03M075,P.S. 075 Emily Dickinson,103,No Data,0.76,Proficient,No Data,No Data,No Data,0.922,31,No Data,85%,0.244,0.2,295,No Data,0.9,No Data,No Data,No Data,0.535,Elementary,18,No Data,0.773,0.97,Proficient,Proficient,No Data,0.766,Well Developed,No Data,11,40,165,106,0.131,No Data,0.745,No Data,No Data,1.7,No Data
10X015,P.S. X015 Institute for Environmental Learning,No Data,17,0.71,Well Developed,0,No Data,21,No Data,No Data,1,48%,0.151,0.11,220,0,0.8,No Data,56,12,0.447,K-8,No Data,1,No Data,0.96,Proficient,Proficient,56,0.832,Proficient,0.857,6,No Data,97,56,0.175,No Data,0.863,0.353,No Data,0.9,56
27Q282,Knowledge and Power Preparatory Academy VI,7,23,0.76,Well Developed,No Data,No Data,30,No Data,No Data,1,65%,0.061,0.64,129,1,0.82,0.75,88,24,0.462,Middle,No Data,1,No Data,0.94,Well Developed,Well Developed,88,0.938,Well Developed,0.7,1,No Data,50,107,0.065,88,0.94,0.565,No Data,9.9,88
19K190,P.S. 190 Sheffield,9,No Data,0.85,Proficient,No Data,No Data,No Data,No Data,11,No Data,63%,0.491,0.32,77,No Data,0.95,No Data,No Data,No Data,0.446,Elementary,3,No Data,No Data,1,Proficient,Proficient,No Data,0.545,Proficient,No Data,5,9,28,119,0.066,No Data,0.479,No Data,No Data,15.1,No Data
18K276,P.S. 276 Louis Marshall,32,No Data,0.79,Proficient,No Data,No Data,No Data,0.656,35,No Data,54%,0.246,0.35,278,No Data,0.91,No Data,No Data,No Data,0.533,Elementary,19,No Data,0.414,0.94,Developing,Proficient,No Data,0.737,Proficient,No Data,19,26,85,443,0.186,No Data,0.773,No Data,No Data,9.7,No Data
13K133,P.S. 133 William A. Butler,190,No Data,0.86,Well Developed,No Data,No Data,No Data,0.889,21,No Data,72%,0.222,0.32,337,No Data,0.93,No Data,No Data,No Data,0.496,Elementary,8,No Data,0.791,0.96,Well Developed,Well Developed,No Data,0.777,Proficient,No Data,25,70,81,176,0.064,No Data,0.779,No Data,No Data,13.4,No Data
02M896,Lower Manhattan Community Middle School,109,18,0.92,No Data,0.194,No Data,73,0.945,No Data,0.995,63%,0.058,0.1,185,1,0.99,No Data,121,54,0.484,Middle,No Data,0.997,No Data,0.96,Well Developed,Well Developed,121,0.951,Well Developed,0.726,167,No Data,109,32,0.045,26,0.934,0.222,No Data,0.7,121
02M413,School of the Future High School,109,13,0.78,Well Developed,No Data,No Data,55,0.954,No Data,0.996,66%,0.056,0.14,155,0.979,0.86,No Data,94,50,0.548,Middle,No Data,0.996,No Data,0.89,Well Developed,Well Developed,94,0.923,Proficient,0.745,60,No Data,59,33,0.028,No Data,0.969,No Data,No Data,12.9,94
11X498,P.S./M.S. 11X498 - Van Nest Academy,129,25,0.96,Well Developed,0,No Data,40,0.93,No Data,0.996,30%,0.118,0.12,344,0.241,0.9,0.692,87,26,0.52,K-8,No Data,1,No Data,0.96,Well Developed,Well Developed,87,0.881,Well Developed,0.975,54,No Data,123,60,0.081,21,0.883,0.48,No Data,10.1,87
14K031,P.S. 031 Samuel F. Dupont,223,No Data,0.91,Well Developed,No Data,No Data,No Data,0.924,11,No Data,56%,0.115,0.28,290,No Data,0.91,No Data,No Data,No Data,0.534,Elementary,3,No Data,0.932,0.97,Well Developed,Well Developed,No Data,0.9,Well Developed,No Data,40,47,67,37,0.079,No Data,0.869,No Data,No Data,19.9,No Data
04M610,Young Women's Leadership School,3,16,0.89,Well Developed,No Data,No Data,22,No Data,No Data,1,91%,0.118,0.48,No Data,1,0.9,No Data,56,24,0.0,Middle,No Data,1,No Data,0.86,Well Developed,Well Developed,56,No Data,Proficient,0.909,11,No Data,27,46,0.007,56,0.882,0.563,No Data,1.9,56
24Q014,P.S. 014 Fairview,23,No Data,0.67,Well Developed,0.073,No Data,No Data,0.696,100,No Data,49%,0.158,0.21,696,No Data,0.84,No Data,No Data,No Data,0.483,Elementary,107,No Data,0.487,0.91,Proficient,Well Developed,No Data,0.838,Proficient,No Data,66,96,239,27,0.377,No Data,0.847,No Data,No Data,5.9,No Data
28Q140,P.S. 140 Edward K Ellington,8,No Data,No Data,Proficient,No Data,No Data,No Data,No Data,11,No Data,0%,0.287,0.2,224,No Data,0.92,No Data,No Data,No Data,0.53,Elementary,8,No Data,0.667,0.91,Proficient,Proficient,No Data,0.688,Proficient,No Data,29,18,75,291,0.058,No Data,0.741,No Data,No Data,1.3,No Data
02M130,P.S. 130 Hernando De Soto,20,No Data,0.84,Well Developed,0.6,No Data,No Data,0.95,15,No Data,85%,0.064,0.27,403,No Data,0.96,No Data,No Data,No Data,0.526,Elementary,5,No Data,0.89,0.97,Well Developed,Well Developed,No Data,0.955,Well Developed,No Data,669,149,104,4,0.167,No Data,0.914,No Data,No Data,6,No Data
15K154,The Windsor Terrace School,355,No Data,0.8,Well Developed,No Data,No Data,No Data,0.927,8,No Data,78%,0.076,0.22,274,No Data,0.94,No Data,No Data,No Data,0.509,Elementary,4,No Data,0.696,0.97,Proficient,Well Developed,No Data,0.92,Well Developed,No Data,42,57,78,20,0.036,No Data,0.927,No Data,No Data,2.1,No Data
02M933,City Knoll Middle School,15,15,0.64,Developing,0,No Data,16,0.4,No Data,0.993,44%,0.36,0.45,92,0,0.93,0.24,55,13,0.571,Middle,No Data,0.936,No Data,0.9,Proficient,Proficient,55,0.609,Proficient,0.813,9,No Data,49,42,0.143,No Data,0.681,0.267,No Data,2.9,55
27Q146,P.S. 146 Howard Beach,278,8,0.81,Well Developed,No Data,No Data,22,0.809,No Data,1,98%,0.206,0.18,279,1,0.89,0.944,65,22,0.5,K-8,No Data,0.99,No Data,0.96,Proficient,Well Developed,65,0.785,Well Developed,1,40,No Data,119,14,0.029,65,0.802,No Data,No Data,7,65
15K088,J.H.S. 088 Peter Rouget,207,117,0.77,Well Developed,0.056,No Data,173,0.845,No Data,1,81%,0.199,0.13,776,0.967,0.88,0.351,397,132,0.536,Middle,No Data,1,No Data,0.85,Well Developed,Well Developed,397,0.795,Well Developed,0.757,288,No Data,321,191,0.119,384,0.808,0.282,No Data,14.8,397
26Q266,P.S./I.S. 266,66,7,0.7,Proficient,0,No Data,42,0.848,No Data,0.979,24%,0.102,0.27,321,0.987,0.85,No Data,75,35,0.528,K-8,No Data,0.991,No Data,0.94,Developing,Well Developed,75,0.888,Proficient,1,202,No Data,130,153,0.028,72,0.909,No Data,No Data,2.9,75
03M087,P.S. 087 William Sherman,566,No Data,0.85,Well Developed,No Data,No Data,No Data,0.931,17,No Data,42%,0.095,0.18,404,No Data,0.88,No Data,No Data,No Data,0.467,Elementary,7,No Data,0.892,0.97,Well Developed,Well Developed,No Data,0.899,Well Developed,No Data,54,95,121,24,0.03,No Data,0.912,No Data,No Data,10.9,No Data
22K240,Andries Hudde,53,54,0.66,Developing,No Data,No Data,61,0.811,No Data,0.951,88%,0.213,0.31,381,0.242,0.76,0.408,223,54,0.547,Middle,No Data,0.981,No Data,0.86,Proficient,Developing,223,0.787,Developing,0.77,107,No Data,170,399,0.152,52,0.785,0.333,No Data,1,223
29Q295,P.S./I.S. 295,13,14,0.75,Well Developed,No Data,0.867,27,No Data,No Data,0.945,88%,0.194,0.16,279,0.948,0.83,No Data,58,22,0.525,K-8,No Data,0.978,No Data,0.91,Proficient,Proficient,58,0.789,Proficient,0.889,146,No Data,79,139,0.085,54,0.824,No Data,No Data,8.9,58
03M245,M.S. M245 The Computer School,179,14,0.87,Well Developed,No Data,No Data,90,0.978,No Data,0.99,37%,0.047,0.11,198,0.977,0.95,No Data,130,76,0.486,Middle,No Data,1,No Data,0.95,Well Developed,Well Developed,130,0.944,Well Developed,0.889,27,No Data,84,55,0.012,80,0.962,No Data,No Data,14.9,130
02M407,Institute for Collaborative Education,91,No Data,No Data,Well Developed,No Data,No Data,1,0.945,No Data,1,0%,0.08,0.09,96,1,0.96,No Data,76,1,0.455,Middle,No Data,1,No Data,0.95,Well Developed,Well Developed,76,0.917,Well Developed,No Data,15,No Data,34,50,0.0,76,0.923,No Data,No Data,8.5,76
03M415,Wadleigh Secondary School for the Performing & Vis,No Data,4,0.79,Developing,No Data,No Data,4,No Data,No Data,1,84%,0.389,0.33,33,0.971,0.81,No Data,34,7,0.368,Middle,No Data,1,No Data,0.85,Developing,Developing,34,0.727,Developing,No Data,1,No Data,21,40,0.057,33,0.544,No Data,No Data,2,34
04M375,Mosaic Preparatory Academy,5,No Data,0.65,Well Developed,No Data,No Data,No Data,No Data,22,No Data,71%,0.502,0.29,122,No Data,0.84,No Data,No Data,No Data,0.509,Elementary,13,No Data,No Data,0.94,Well Developed,Well Developed,No Data,0.5,Proficient,No Data,2,17,70,97,0.094,No Data,0.491,No Data,No Data,12.1,No Data
11X144,J.H.S. 144 Michelangelo,16,35,0.86,Proficient,No Data,No Data,34,0.438,No Data,1,95%,0.321,0.13,245,0.196,0.94,0.153,168,32,0.528,Middle,No Data,1,No Data,0.92,Well Developed,Well Developed,168,0.669,Proficient,0.706,23,No Data,115,263,0.098,33,0.689,0.4,No Data,5,168
22K251,P.S. 251 Paerdegat,25,No Data,0.67,Proficient,No Data,No Data,No Data,0.4,34,No Data,100%,0.313,0.18,198,No Data,0.8,No Data,No Data,No Data,0.495,Elementary,28,No Data,0.423,0.95,Proficient,Proficient,No Data,0.692,Proficient,No Data,11,25,72,296,0.065,No Data,0.683,No Data,No Data,5.1,No Data
26Q205,P.S. 205 Alexander Graham Bell,69,No Data,0.91,Well Developed,No Data,No Data,No Data,0.957,3,No Data,100%,0.091,0.24,141,No Data,0.97,No Data,No Data,No Data,0.513,Elementary,No Data,No Data,0.971,0.97,Proficient,Proficient,No Data,0.922,Proficient,No Data,125,35,34,10,0.063,No Data,0.896,No Data,No Data,12,No Data
29Q238,I.S. 238 - Susan B. Anthony Academy,19,95,0.73,Proficient,0.105,0.757,133,0.895,No Data,0.917,55%,0.185,0.48,649,0.911,0.86,0.604,427,99,0.506,Middle,No Data,0.897,No Data,0.87,Proficient,Well Developed,427,0.797,Proficient,0.729,381,No Data,185,417,0.173,357,0.835,0.379,No Data,8.7,427
23K644,Eagle Academy for Young Men II,1,23,0.98,Well Developed,No Data,No Data,23,No Data,No Data,0.974,55%,0.16,0.29,281,0.989,0.94,0.75,95,15,1.0,Middle,No Data,0.97,No Data,0.92,Well Developed,Well Developed,95,0.84,Well Developed,0.87,No Data,No Data,93,244,0.0,91,No Data,0.696,No Data,12.1,95
28Q182,P.S. 182 Samantha Smith,13,No Data,0.76,Proficient,0,No Data,No Data,No Data,56,No Data,75%,0.214,0.87,348,No Data,0.9,No Data,No Data,No Data,0.508,Elementary,36,No Data,0.659,0.97,Proficient,Well Developed,No Data,0.79,Well Developed,No Data,186,39,111,75,0.386,No Data,0.782,No Data,No Data,12.6,No Data
02M089,P.S. 89,253,No Data,0.87,Well Developed,0.172,No Data,No Data,0.941,7,No Data,47%,0.075,0.06,220,No Data,0.95,No Data,No Data,No Data,0.519,Elementary,2,No Data,0.961,0.97,Well Developed,Well Developed,No Data,0.941,Well Developed,No Data,80,55,49,4,0.081,No Data,0.907,No Data,No Data,21.9,No Data
21K303,I.S. 303 Herbert S. Eisenberg,160,31,0.75,Proficient,0.143,No Data,68,0.8,No Data,0.985,92%,0.229,0.57,292,0.328,0.85,0.231,177,39,0.476,Middle,No Data,0.956,No Data,0.87,Proficient,Proficient,177,0.771,Proficient,0.529,122,No Data,86,84,0.161,58,0.772,0.194,No Data,8.6,177
09X313,I.S. 313 School of Leadership Development,2,15,0.79,Proficient,No Data,No Data,11,No Data,No Data,0.996,45%,0.3,0.15,170,0,0.89,0.378,93,10,0.612,Middle,No Data,0.996,No Data,0.92,Proficient,Proficient,93,0.671,Proficient,No Data,2,No Data,65,72,0.347,No Data,0.745,0.2,No Data,6,93
25Q499,"The Queens College School for Math, Science and Te",32,6,0.82,Well Developed,0.241,No Data,44,0.969,No Data,0.994,87%,0.034,0.3,235,1,0.89,No Data,56,38,0.463,K-8,No Data,0.994,No Data,0.94,Well Developed,Well Developed,56,0.979,Well Developed,0.909,265,No Data,37,101,0.024,56,0.956,No Data,No Data,5.1,56
15K261,P.S. 261 Philip Livingston,360,No Data,0.82,Well Developed,No Data,No Data,No Data,0.917,6,No Data,88%,0.17,0.3,405,No Data,0.98,No Data,No Data,No Data,0.529,Elementary,1,No Data,0.625,0.97,Well Developed,Well Developed,No Data,0.84,Proficient,No Data,41,31,127,149,0.047,No Data,0.82,No Data,No Data,0.9,No Data
02M297,M.S. 297,449,No Data,0.72,Well Developed,No Data,No Data,No Data,0.869,No Data,0.996,34%,0.174,0.25,410,0.995,0.88,No Data,215,No Data,0.472,Middle,No Data,0.998,No Data,0.89,Proficient,Well Developed,215,0.807,Proficient,No Data,69,No Data,173,84,0.03,214,0.843,No Data,No Data,3.1,215
08X048,P.S. 048 Joseph R. Drake,5,No Data,0.51,Proficient,No Data,No Data,No Data,No Data,38,No Data,41%,0.362,0.21,335,No Data,0.77,No Data,No Data,No Data,0.545,Elementary,34,No Data,0.75,0.87,Proficient,Proficient,No Data,0.627,Proficient,No Data,2,22,148,145,0.258,No Data,0.652,No Data,No Data,1.9,No Data
27Q309,Academy of Medical Technology: A College Board Sch,11,17,No Data,Proficient,0.106,No Data,9,No Data,No Data,1,,0.319,0.72,144,0.792,No Data,0.25,77,13,0.556,Middle,No Data,1,No Data,No Data,Proficient,Well Developed,77,0.674,Proficient,No Data,7,No Data,46,111,0.125,24,0.69,0.176,No Data,4.7,77
18K588,Middle School for Art and Philosophy,3,14,0.76,Well Developed,0,No Data,5,No Data,No Data,No Data,85%,0.238,0.21,79,0.286,0.9,0.432,56,12,0.442,Middle,No Data,1,No Data,0.96,Proficient,Proficient,56,0.722,Proficient,No Data,No Data,No Data,53,152,0.067,No Data,0.796,No Data,No Data,2,56
24Q091,P.S. 091 Richard Arkwright,296,No Data,0.81,Proficient,No Data,No Data,No Data,0.777,26,No Data,81%,0.244,0.39,351,No Data,0.94,No Data,No Data,No Data,0.499,Elementary,19,No Data,0.617,0.96,Proficient,Proficient,No Data,0.732,Proficient,No Data,20,41,120,20,0.117,No Data,0.78,No Data,No Data,3.6,No Data
17K181,P.S. 181 Brooklyn,16,21,0.67,Proficient,No Data,No Data,13,0.563,No Data,0.996,69%,0.237,0.36,319,0.225,0.88,0.323,71,10,0.528,K-8,No Data,0.987,No Data,0.95,Proficient,Proficient,71,0.746,Developing,No Data,9,No Data,110,499,0.15,9,0.783,0.524,No Data,5,71
29Q138,P.S./M.S. 138 Sunrise,19,24,0.75,Well Developed,No Data,No Data,22,0.842,No Data,1,85%,0.219,0.53,317,0.941,0.88,0.319,101,29,0.503,K-8,No Data,1,No Data,0.94,Proficient,Proficient,101,0.817,Proficient,0.545,25,No Data,106,478,0.074,95,0.744,0.417,No Data,9.2,101
15K039,P.S. 039 Henry Bristow,331,No Data,0.94,No Data,No Data,No Data,No Data,0.931,3,No Data,64%,0.081,0.03,201,No Data,0.92,No Data,No Data,No Data,0.472,Elementary,2,No Data,0.878,0.97,Well Developed,Well Developed,No Data,0.915,Well Developed,No Data,30,46,34,15,0.017,No Data,0.923,No Data,No Data,0.9,No Data
11X529,One World Middle School at Edenwald,1,29,0.84,Well Developed,0,No Data,26,No Data,No Data,1,90%,0.198,0.4,181,1,0.94,0.535,101,21,0.547,Middle,No Data,1,No Data,0.97,Well Developed,Well Developed,101,0.801,Well Developed,0.769,9,No Data,81,196,0.046,51,0.804,0.414,No Data,9.1,101
