code_prog1,selectioncriteria7_prog2,swdapps_prog15,eligibility_prog11,selectioncriteria3_prog4,eligibility_prog9,geseats_prog1,code_prog9,swdapps_prog4,code_prog14,priority2_prog4,gefilled_prog8,swdseats_prog14,selectioncriteria3_prog9,selectioncriteria1_prog1,code_prog8,priority2_prog2,bus,geappsperseat_prog8,postcode,selectioncriteria4_prog4,code_prog5,swdapps_prog5,priority1_prog4,gefilled_prog15,swdappsperseat_prog15,swdapps_prog13,name_prog1,totalstudents,admissionsmethod_prog1,coursepassrate,swdfilled_prog13,selectioncriteria7_prog8,geappsperseat_prog4,priority1_prog1,selectioncriteria5_prog8,code_prog2,priority4_prog1,address,geapps_prog1,swdapps_prog10,selectioncriteria1_prog9,priority4_prog2,independentwebsite,selectioncriteria3_prog1,overview,census_tract,eligibility_prog8,geseats_prog6,priority7_prog1,surveysafety,name_prog15,geapps_prog10,swdseats_prog11,priority5_prog1
K363L,,,,,,75.0,,,,,,,,,,,"B12, B14, B25, B60, B7",,11212.0,,,,,,,,Brownsville Collaborative Middle School for Sports and Social Justice,278.0,Limited Unscreened,97.0,,,,Priority to District 23 students and residents who sign in at an event,,,,"85 WATKINS STREET, BROOKLYN NY 11212",124.0,,,,,,"At Brownsville Collaborative Middle School of Agriculture and Technology, we provide our Scholars with a Competitive Edge through rigorous Next Generation Standard aligned instruction and rich, hand-on experiences, every day. We have a very unique ""culture of learning""  where every classroom has a maximum of 25 Scholars and a minimum of 2-3 educators at all times to provide small group instruction to enhance cognitive engagement and Scholar participation. All of classrooms are designed to support 21st Century style learning and flexible grouping. There are laptop carts in every single learning space, including the cafeteria which look more like a restaurant than a typical lunch room.  At Brownsville Collaborative Middle School of Agriculture and Technology, we have two Hydroponic Labs where Scholars grow lettuce, kale, herbs, cucumbers, tomatoes and peppers on a daily basis. In September 2019, we are excited expand the farm to the rooftop greenhouse classroom.   In addition to the farm, there are two technology labs, one exclusively for STEM, which includes six 3D Printers, a laser printer, wood chopper and LEGO Robotics. The other lab has 30 Macs for Scholars to code as well as complete research projects.",906.0,,,,88.0,,,,
X127A,,,,,,48.0,,,,,,,,4th Grade New York State ELA Exam: 17.5%,,Then to District 11 students and residents,"Bx22, Bx4, Bx40, Bx42, Bx4A, BxM6, Q44-SBS",,10462.0,,,,,,,,Gifted and Talented Program,850.0,Composite Score,96.0,,,,Priority to District 11 students and residents,,X127L,,"1560 PURDY STREET, BRONX NY 10462",124.0,,,Then to Bronx students and residents,www.ms127.org,Academic and Personal Behaviors: 15%,"Students like our school because we support the whole child. We offer unique and specialized small learning communities, enrichment programs, and championship and award-winning athletic, arts, and extracurricular programs. We also offer exciting academic programs which give every child a chance to shine at what he or she loves to do. Parents like our school because they are brought into the process of providing a quality education for their child. Parents have an active and meaningful role as co-creators of the school direction through an active Parent Association and the School Leadership Team. We offer dynamic and engaging opportunities for parent and community involvement including a Harvest Fest, a Community Fair, numerous workshops, and training opportunities.",222.0,,,,83.0,,,,
K890U,,,,,,76.0,,,,,,,,,,,"B103, B16, B35, B68, BM3, BM4",,11218.0,,,,,,,,M.S. 890,213.0,Open,96.0,,,,,,,,"21 HINCKLEY PLACE, BROOKLYN NY 11218",376.0,,,,www.ms890.org,,"Middle School 890 is a small, tight-knit learning community that is geared toward student-centered learning and preparation for the real-world through the School-wide Enrichment Model (SEM). With a diverse student body of just over 300 students, we offer a range of academic enrichment opportunities that include Urban Agriculture, Engineering, Food Science, Journalism, Chess, Latin Dance, Film Production, Robotics and Musical Theater. Students have the opportunity of taking advanced courses resulting in regents exams and high school credits, including Algebra 1, Living Environment, Earth Science and Spanish Language Proficiency. Students have a daily advisory period to focus on social-emotional development in a small group setting. We have a robust arts program that includes dance, theater, general music, violin, guitar and visual art. Through partnerships with Expeditionary Learning, NYU Tandon School of Engineering, Ezra Guitar and Chess in the Schools, students have the opportunity to explore their interests in a fun and engaging environment - which is evidenced by one of the highest attendance rates in the district and city  and above-average scores on New York State ELA and Math exams.",492.0,,,,94.0,,,,
Q202Z,,,,,,215.0,,,,,,,,,,,"B15, BM5, Q11, Q21, Q41, Q7, QM15",,11417.0,,,,,,,,Robert H. Goddard (M.S. 202),1111.0,Zoned,98.0,,,,,,,,"138-30 LAFAYETTE STREET, QUEENS NY 11417",258.0,,,,,,"To support our students we have established partnerships with St. John's University through College Access for All, SAYA! (South Asian Youth Action), which is an after school program serving many of our students. We emphasize the importance of college by being a partner with the DOE's College Access for All initiative. This program builds college-consciousness in our seventh grade students to support better decision making in grade eight through high school. Parents also have the option to enroll their children in South Asian Youth Action camp (SAYA!). This provides students the necessary after school support via social and emotional opportunities. As a result of our expanding Arts programs, our students are fortunate to showcase their talent at Queens College, as well as Carnegie Hall as participants of an honors band program. Our Visual Arts students have won the Queens Borough Arts Festival two years in a row, resulting in the winning pieces being displayed at the Queens Museum.  Finally, through our school's participation in the Middle School Quality Initiative (MSQI), one of our eighth grade students had her work published in the MSQI journal, because of her excellence in writing about Social Justice and Equality.",58.0,,,,82.0,,,,
X556U,,,,,,74.0,,,,,,,,,,,"Bx12, Bx12-SBS, Bx22, Bx26, Bx39, Bx8, BxM11",,10467.0,,,,,,,,Bronx Park Middle School,405.0,Open,97.0,,,,Priority to residents of the middle school zone,,,,"2441 WALLACE AVENUE, BRONX NY 10467",417.0,,,,www.bronxparkms.info,,"Bronx Park Middle School (BxPk) is a small, innovative school. One thing that makes our school unique is our comprehensive, interdisciplinary college and career preparatory curriculum where students apply learning to problem-based projects within modern, sustainable careers. In addition to traditional core courses, BxPk students also learn through interdisciplinary units that incorporate 21st century problems, with many opportunities for hands on and expeditionary learning. All BxPk students participate in advisory. The culturally responsive advisory curriculum supports mastery of our school's values; Professionalism, Reflection, Innovation, Determination, and Empathy. Enrichment opportunities include SEP, foreign language, art, PE, typing and Algebra I. The school also offers many extracurricular activities including anime, drama, art, DIY, basketball, baseball, football, volleyball and soccer. As one city's few Software Engineering Pilot Programs, BxPk students in all grades opportunities to learn website design, Scratch and robotics. BxPk also collaborates with community partners such as Bronx House, Model UN Junior Ambassadors, TC's Writing Collaborative, Broadway Jr, Publicolor and The Chancellor's Comfort Dog Program.",330.0,,,,90.0,,,,
Q053U,,,,,,83.0,,,,,,,,,,,"Q113, Q114, Q22, QM17",,11691.0,,,,,,,,Brian Piccolo (M.S. 53),230.0,Open,90.0,,,,Priority to residents of the middle school zone,,,,"10-45 NAMEOKE STREET, QUEENS NY 11691",105.0,,,,,,"Brian Piccolo M.S. 53 is the school of choice for the new millennium. Our community school is truly a school for the 21st century that provides a state of the art Zion Cradle to Career STEM Academy (robotics and coding). Through rigorous coursework we challenge our scholars academically while providing a safe and supportive learning environment. Our family-oriented school strives to give back to our community through supports we receive from our strategic partnerships, which include but are not limited to, the Sports and Arts in School Foundation (SASF), Urban Arts, and Life Changing Music that provides a well-rounded extracurricular program for our students. Additionally, our small community school services multi-talented scholars and we pride ourselves on educating the mind, body, and soul of each scholar in preparation for entrance into high school. Our scholars have access to numerous in-school and after-school programs that are available through our partnerships which are designed to enrich and compliment their learning style and experiences. Our families appreciate both our open-door policy and our welcoming environment. Here at M.S. 53 we believe that Education Saves Lives!",103202.0,,,,88.0,,,,
K061A,,,,,,74.0,,,,,,,,4th Grade New York State ELA Exam: 20%,,,"B12, B43, B44, B44-SBS, B49",,11225.0,,,,,,,,Britou-Moore Academy,669.0,Composite Score,75.0,,,,,,K061M,,"400 EMPIRE BOULEVARD, BROOKLYN NY 11225",197.0,,,,,Academic and Personal Behaviors: 10%,"M.S. 61 is a part of a culturally diverse community of students, parents and educators, dedicated to having all students achieve academic success and social emotional growth. Our programs are tailored to meet students' needs through enriched and rigorous academic courses of studies which will prepare them to compete and excel in today's global economic society. We want to instill a love of literature, scientific inquiry and mathematical application to ensure that our students are college and career ready. Students at M.S. 61 have the potential to graduate with Regents credit(s). Some of our enrichment activities included: school plays, Broadway shows, talent showcase, monthly student led assemblies, step shows, College and High Schools tours beginning at 6th grade, STEM partnership with CUNY, School wide incentive and team building trips (Aviators, Hersey Park, Escape Room, Dorney Park, Disney World, Great Wolf Lodge, GreenKill, African American Museum, Art electives (Chorus, Dance, Theatre, Culinary, and Band).  Our philosophy is to nurture student voice and self-advocacy through leadership opportunities and after school extension activities through New York Edge and local Community based Organizations and college partnerships.",329.0,,,,67.0,,,,
R075A,,,,,,26.0,,,,,,,,4th Grade New York State ELA Exam: 22.5%,,,"S56, X17, X17J, X19",,10312.0,,R075Z,63.0,,,,,Scholars Program,1455.0,Composite Score,99.0,,,,,,R075E,,"455 HUGUENOT AVENUE, STATEN ISLAND NY 10312",595.0,,,,www.IS75.org,Attendance: 5%,"At Frank D. Paulo Intermediate School, teachers foster a life-long passion for learning in their students. We strive to educate the whole child focusing on all facets of student growth, including social emotional learning, problem solving and the highest level of subject mastery. Students will be prepared for the 21st century world, becoming productive, contributing and responsible citizens.  Digital tools are integrated into the instruction throughout the day as students have access to Chomebooks or iPads in all of their classrooms.   The essence of our efforts here at Paulo is to assure that each student realizes his or her unique potential of body, mind, and spirit that he or she may possess, and graduates from I.S. 75 prepared both academically and socially to pursue rewarding college and career paths in this challenging 21st century world .  In addition to our traditional program, we offer both Nest and ACES programs for students who benefit from additional support.  Our efforts are supported by our extensive after school program comprised of cultural, technological, sports, social, and academic clubs, to which all students have access.",17010.0,,,,91.0,,,,
X271E,,,,,,,,,,,,,,,,Then to Bronx students and residents,"Bx11, Bx17, Bx19, Bx21, Bx36, Bx40, Bx42, Bx9",,10460.0,,,,,,,,East Bronx Academy for the Future D75 Inclusion Program,668.0,D75 Special Education Inclusive Services,85.0,,,,,,X271U,,"1716 SOUTHERN BOULEVARD, BRONX NY 10460",,,,,www.eastbronxacademy.org,,"With less than one hundred students per grade level, East Bronx Academy's middle school is small enough for all of its teachers to get to know your child. We offer after school programming through our community schools partner, Phipps Neighborhoods, and give students the change throughout the year to get out and have valuable learning experiences in our great city.",161.0,,,,79.0,,,,
K353U,,,,,,82.0,,,,,,,,,,,"B25, B41, B44-SBS, B45, B48, B49, B65, B69",,11238.0,,,,,,,,Elijah Stroud Middle School,173.0,Open,88.0,,,,Priority to students attending PS 316,,,,"750 CLASSON AVENUE, BROOKLYN NY 11238",116.0,,,,,,"Elijah Stroud Middle School 353 empowers all students with twenty-first century skills needed to succeed in the global market. We leverage our location by embracing the diversity, academic and cultural opportunities by engaging in the outdoor classroom. As a result, MS 353 graduates are more skilled and focused leaders with a comprehensive perspective. We utilize transformative education as opportunities for engagement by expanding mindsets beyond community borders.",215.0,,,,90.0,,,,
Q010L,,,,,,71.0,,,,,,,,,,,"Q101, Q104, Q18, Q66",,11103.0,,,,,,,,"The Law, Citizenship, & Values Magnet Program",795.0,Limited Unscreened,98.0,,,,Priority to District 30 students and residents who sign in at an event,,Q010Z,,"45-11 31ST AVE, QUEENS NY 11103",302.0,,,,,,"Our school mission is at the center of our daily commitment to increase student's outcome and success:  ""Horace Greeley's mission is to provide every student with the skills, academic knowledge, emotional  support, and values needed to compete and succeed in the 21 st Century. We are committed to the belief  that a quality education is the product of a nurturing staff, involved families, high expectations, and an  atmosphere respectful of individual differences. Parents as partners in education are encouraged to  foster the growth of their children by becoming more involved in our school community.  I.S. 10 encourages children to excel and become lifelong learners. To reach these goals, students will  be engaged in activities that foster critical thinking, problem solving, and decision making through  academic rigor, technology, and the arts.""",151.0,,,,85.0,,,,
Q358U,,,,,,72.0,,,,,,,,,,,"Q1, Q110, Q111, Q112, Q113, Q114, Q17, Q2, Q20A, Q20B, Q24, Q25, Q3, Q30, Q31, Q34, Q36, Q4, Q41, Q42, Q43, Q44-SBS, Q5, Q54, Q56, Q6, Q65, Q76, Q77, Q8, Q83, Q84, Q85, Q9, X68",,11432.0,,,,,,,,M.S. 358,362.0,Open,95.0,,,,Priority to residents of the middle school zone,,,,"88-08 164TH STREET, QUEENS NY 11432",531.0,,,,,,"M.S. 358, The Magnet School For STEAM Exploration & Experiential Learning, is the pride of Jamaica, Queens! Named a 2018 Reward School by the NYS Depart. of Education, we have significantly reduced the achievement gap by providing students a safe & supportive learning environment, in a new, state-of-the-art building. Our students experience high-quality instruction that paves the way towards college & career readiness. Staff support student academic achievement & social-emotional growth & provide experiential Project Based STEAM (Science, Technology, Engineering, Art, and Mathematics) Learning. Providing students with courses in coding & computer programming gives students a competitive edge in today's evolving world. As a Magnet school, we partner with various non-profit organizations to enhance learning activities, expose students to a curriculum enriched with trips, guest speakers & authentic learning experiences in addition to partnering with colleges, & universities to prepare students & families for the transition to high school, college, and beyond! Twice a year, students empower themselves through student-led conferences (SLC) where they are able to share their academic & personal growth with their families.",44602.0,,,,89.0,,,,
X343U,,,,,,78.0,,,,,,,,,,,"Bx1, Bx15, Bx17, Bx19, Bx2, Bx21, Bx32, Bx33, Bx4, Bx41, Bx41-SBS, Bx4A",,10454.0,,,,,,,,Academy of Applied Mathematics & Technology (AAMT),307.0,Open,96.0,,,,Priority to District 7 students and residents,,,,"345 BROOK AVENUE, BRONX NY 10454",399.0,,,,www.ms343.com,,"M.S. 343 is a small school committed to providing a meaningful learning experience, focusing on technology, to prepare students for the 21st Century.  Students enjoy the small learning environment which provides them with both individual and group experiences.  They also benefit from block programming (75-minute periods) and looping philosophy (students have the same content teachers for all three years), which allows teachers to understand and support students' strengths and simultaneously address their needs.  Additionally, technology is incorporated into all content areas, creating a hands-on approach that students benefit from.  Students also enjoy our incentive trips, our extensive after-school program, and our thriving sports program.  Parents appreciate our online grading system that is accessible anywhere at any time via internet or text message to monitor their child's academic progress.  We have a small and caring learning environment that caters to the individual needs of each student as well as their family.",41.0,,,,93.0,,,,
K045Z,,,,,,55.0,,,,,,,,,,,"B20, B26, B60, B7, Q24",,11207.0,,,,,,,,P.S./I.S. 45K-Horace E. Greene,621.0,Zoned,91.0,,,,Priority to continuing students,,,,"84 SCHAEFER STREET, BROOKLYN NY 11207",35.0,,,,,,"The Horace E. Greene Middle School is dedicated to providing a rigorous instructional program that challenges students to set goals and to share in the responsibility for their learning.  We are a school  where students will participate in an accelerated and enriched curriculum that will allow for their individual talents and needs while providing them with support they need to grow.  The school community shares accountability for creating a positive and supportive educational environment, which will continue to result in every student achieving successful outcomes. Highlights for our school: Algebra I and Living Environment Regents courses; Student Council; Computer Skills/MAC Lab Partnership with Saratoga Library; Financial Literacy with Price Waterhouse Cooper; College Tours; Educational Trips; Coding; Specialized High Schools Admission Test School Day Pilot (SHSAT); New York Edge (formerly SASF); Enrichment Programs including Algebra For All, College Access For All, Computer Science For All, National Junior Honor Society Chapter, MS Arts Matters, Urban Advantage Science.",401.0,,,,91.0,,,,
R048U,,,,,,71.0,,,,,,,,,,,"S53, S74, S76, S78, S84, S86, S93, X10, X14, X15",,10304.0,,,,,,,,Atlas Academy,1001.0,Open,98.0,,,,Priority to continuing students,,,,"1050 TARGEE STREET, STATEN ISLAND NY 10304",411.0,,,,psis48.echalksites.com/,,"PS/IS 48 is dedicated to the belief that all students can meet high standards of excellence.  We are a learning community dedicated to creativity, academic excellence and intellectual curiosity, with the aim of developing life-long learners and engaged citizens. We are committed to the intellectual, artistic, moral, emotional, social and physical development of each child. At PS/IS 48, ""We are more than a school. We are a family"". Our Atlas Academy Middle School students have the opportunity to select an elective course. Our electives are varied and include band, art, drama, law, economics and STEM to name a few. Students have the opportunity to take regents level courses in Algebra  and American History. All students take Spanish and are scheduled for the Spanish Language Proficiency  exam. PS/IS 48 is committed to partnering with communities to ensure student success. PS/IS 48 has developed a number of strong partnerships with community organizations including Urban Advantage, Dancing Classrooms, The Staten Island Zoo, Music for Many, Too Good For Drugs, and the YMCA. Our after school programs include CHAMPS, NYCID, SONYC and Compass.",50.0,,,,76.0,,,,
Q124Z,,,,,,123.0,,,,,,,,,,,"B15, Q10, Q37, QM18",,11420.0,,,,,,,,PS/MS 124 Zoned Program,1134.0,Zoned,97.0,,,,Priority to continuing students,,,,"129-15 150 AVENUE, QUEENS NY 11420",138.0,,,,,,"P.S./M.S. 124 strives to give every student the opportunity to be engaged in their learning through a rigorous curriculum that is aligned to the Common Core Learning Standards. Instruction is differentiated to meet the diverse needs of every student. Students are provided with rich learning experiences inside and outside of school, which allows them to compete globally.",84602.0,,,,86.0,,,,
Q137Z,,,,,,450.0,,,,,,,,,,,"BM5, Q11, Q112, Q21, Q37, Q41, Q52, Q53, Q7, QM15",,11417.0,,,,,,,,M.S. 137 America's School of Heroes,1916.0,Zoned,96.0,,,,,,,,"109-15 98 STREET, QUEENS NY 11417",427.0,,,,,,"M.S. 137 America's School of Heroes is a large, diverse, urban middle school in Ozone Park, Queens. It is made up of professionals dedicated to providing every student with the support to grow emotionally, intellectually, and socially into a contributing member of society. We are committed to instilling the importance of education and lifelong learning, as well as college and career readiness. M.S. 137 provides its staff with professional learning that supports continued growth and best practices that promote student progress. We offer specialized classes, Regents classes, a Spanish Dual Language program and academic intervention support services. Our recently updated Library Media Center is filled with resources, and our librarian collaborates with students and staff on a variety of projects and initiatives. In addition, we have recently implemented an iPad Initiative, in which we aim to provide all students with 1:1 devices in the coming years. We continue to refine our curriculum to meet the goals of the Common Core Learning Standards, 21st century skills and the College and Career Readiness framework. We recognize the importance of collaboration between all members of our school community as a means of ensuring success!",86.0,,,,76.0,,,,
K686A,,,,,,55.0,,,,,,,,4th Grade New York State ELA Exam: 17.5%,,,"B4, B6, B82",,11204.0,,,,,,,,Brooklyn School of Inquiry,534.0,Composite Score,100.0,,,,Priority to continuing students,,,,"50 AVENUE P, BROOKLYN NY 11204",1526.0,,,,www.bsi686.org,Academic and Personal Behaviors: 20%,"The Brooklyn School of Inquiry programs are designed to foster self-directed learning by encouraging exploration, inquiry and reflective thinking. We are a K-8, citywide gifted and talented school, rooted in the principles of inquiry-based learning and progressive education.  We emphasize STEAM education, literacy development, play-based learning and social and emotional development.  The 2017-2018 school year marked the beginning of the Diversity in Admissions program and 40% of our incoming kindergarten class is eligible for free or reduced price lunch.   We are not a zoned, community school and 85% of our students are bussed to the school by either the Office of Pupil Transportation or private busses that are funded by the families that use them.  We are deeply committed to a strong sense of community based on Tribes Agreements, Responsive Classroom approaches and our middle school advisory program.  We feel strongly that student choice allows for positive growth and development, therefore during the school day, we offer lunch clubs, elective courses and our students engage in a variety of after school programs such as debate, band, musical theater and art and math clubs.",428.0,,,,88.0,,,,
K066E,,,,,,,,,,,,,,,,Then to District 18 students and residents,"B17, B42, B6, B60, B8, B82",,11236.0,,,,,,,,P.S. 66 D75 Inclusion Program,798.0,D75 Special Education Inclusive Services,93.0,,,,,,K066U,,"845 EAST 96 STREET, BROOKLYN NY 11236",,,,,,,"K-8, Regents",970.0,,,,74.0,,,,
X323U,,,,,,122.0,,,,,,,,,,,"Bx1, Bx11, Bx15, Bx18, Bx2, Bx32, Bx35, Bx41, Bx41-SBS, BxM4",,10456.0,,,,,,,,Bronx Writing Academy,401.0,Open,81.0,,,,Priority to residents of the middle school zone,,,,"270 EAST 167 STREET, BRONX NY 10456",320.0,,,,www.bronxwritingacademy.net,,"Bronx Writing Academy is a standalone middle school in the South Bronx that is devoted to developing and outstanding 21st century citizens and learners who can think critically about the world around them and challenge the world they live in! Throughout the time at BWA, our students will have the opportunity to attend college visits; learn robotics, coding, 3-D printing, computer science, and documentary film-making; join the debate team; participate in writing contests; join a variety of sports team such as basketball and baseball; attend a variety of school trips throughout the city; and participate in our LeAp after school program which focuses on the arts.",175.0,,,,75.0,,,,
X370U,,,,,,138.0,,,,,,,,,,,"Bx28, Bx30, Bx38, Bx39, Bx41, Bx41-SBS, Bx8, BxM11",,10467.0,,,,,,,,Leaders of Tomorrow,429.0,Open,84.0,,,,Priority to residents of the middle school zone,,,,"3710 BARNES AVENUE, BRONX NY 10467",344.0,,,,www.11x370.com,,"We are a dynamic community middle school that focuses on developing students as learners and young people.  We offer through a variety mentorship programs through community based organizations that guide our students academically as well as with their social development.  In order to help our students become Leaders of Tomorrow we integrate technology in many of our academic, art, and music classes.  Our math program combines focused individual practice using computers and groupwork with targeted instruction from teachers on specific skills.  In music students learn how to create their own compositions using keyboards and computers.  Our school focuses on developing the Habits of Curiosity, Clarity, Community, and Commitment to provide students with a consistent framework for their growth.  These habits are embedded in our advisory program, our classes, and our incentive programs.  We offer a variety of sports and after school programming including basketball, soccer, flight simulation, robotics/drones, and visual arts.  There variety of field trips at every grade level including academic enrichment and rewards based trips.  8th grade students who demonstrate academic and community excellence are invited on a trip to Washington D.C.",390.0,,,,80.0,,,,
K229A,,,,,,26.0,,,,,,,,4th Grade New York State ELA Exam: 22.5%,,Then to residents of the elementary school zone,"B1, B64, B8, X28, X38",,11228.0,,,,,,,,The Honors Academy @229K,1252.0,Composite Score,99.0,,,,,,K229Z,,"1400 BENSON AVENUE, BROOKLYN NY 11228",624.0,,,,www.ps229.org,Attendance: 5%,"Our students can experience a seamless day from 8:00AM - 6:00PM. Program offerings include Regents track with mathematics (Algebra I) and science (Living Environment). All middle school students participate in a choice of enrichment activities that have included for example, Debate, Latin Dance, Journalism, Soccer, STEAM, and Community Service. We also have an extensive music and art program that includes chorus, band, orchestra, visual arts and theater.  Our students have the opportunity to participate in a SONYC after-school program through the Neighborhood Improvement Association (NIA), and the NYC DOE middle school after-school sports program, CHAMPS.",170.0,,,,81.0,,,,
K668L,,,,,,38.0,,,,,,,,,,,"B15, B35, B47, B60, B7, B8",,11212.0,,,,,,,,Riverdale Avenue Middle School,134.0,Limited Unscreened,75.0,,,,Priority to District 23 students and residents who sign in at an event,,,,"76 RIVERDALE AVENUE, BROOKLYN NY 11212",83.0,,,,,,"Students like the opportunity to participate in our comprehensive after-school program until 6pm each day, where they can explore their interests and talents such as basketball, flag football, dance, theater, step, rugby, cooking, yoga, crime scene investigation, business, and design. Our advisory program allows students and staff the opportunities to participate in character-building exercises that emphasize the school's mission of Resilience, Altruism, Mastery of Content Standards, and Self-Discipline (RAMS). Teachers regularly update parents about student progress and parents can access their child's grades and assignments on the internet. We have a Parent University that provides workshops and opportunities for parents to play an active role in their child's education and each student is involved in community service activities through their advisory groups. RAMS also gives students the opportunities to choose a cluster class each Friday afternoon facilitated by teachers and teaching artists. Classes taught in the past include sewing, cooking, dance, step, gaming, computer coding, and cinema studies.",896.0,,,,95.0,,,,
X413S,,,,,,57.0,,,,,,,,4th Grade New York State ELA and Math Exams,,,"Bx1, Bx11, Bx15, Bx18, Bx2, Bx32, Bx35, Bx41, Bx41-SBS, BxM4",,10457.0,,,,,,,,Bronx School For Medical Science,419.0,Screened,95.0,,,,Priority to District 9 students and residents,,,,"240 EAST 172 STREET, BRONX NY 10457",461.0,,,,,Final 4th Grade Report Card,Bronx School for Medical Science serves students with a desire to enter health-related fields. Our daily routine calls for students to stay in the same classroom while teachers rotate to classes. Students and parents find this self-contained model very valuable. Parents value our approach of making students aware of college in sixth grade.,225.0,,,,80.0,,,,
X242U,,,,,,76.0,,,,,,,,,,,"Bx11, Bx27, Bx36, Bx4, Bx4A, Q44-SBS",,10472.0,,,,,,,,Mott Hall V,672.0,Open,86.0,,,,Priority to District 12 students and residents,,,,"1551 EAST 172ND STREET, BRONX NY 10472",578.0,,,,www.motthallv.org,,A 6 to 12 school with over 90 % graduation rate.  A school that works on the whole kid.  Our students are amazing,56.0,,,,90.0,,,,
M348U,,,,,,74.0,,,,,,,,,,,"Bx11, Bx13, Bx18, Bx3, Bx35, Bx36, Bx7, M100, M101, M3, M4, M5, M98",,10033.0,,,,,,,,Washington Heights Expeditionary Learning School,864.0,Open,93.0,,,,"Priority to students attending PS 115, PS 132, PS 173, or PS 189 and to residents of the middle school zone",,,,"511 WEST 182ND STREET, MANHATTAN NY 10033",294.0,,,,,,"Our mission is to work with families to prepare each student academically, emotionally, intellectually, and socially to succeed in a college of her/his choice and beyond. Our school provides each student with the academic foundation necessary to continue their education and participate effectively in our democratic society. We offer a small environment where teachers care about students and expect the best of them. Parents appreciate our school's communication with families, our teacher accessibility and accountability, and the high levels of academic expectations, performance, and progress. Our school, which is one of the highest rated schools in NYC, has been highlighted and featured in various media, including NBCs Today Show, ABC News World News Tonight, and the New York Times.",269.0,,,,89.0,,,,
Q282M,,,,,,74.0,,,,,,,,4th Grade New York State ELA and Math Exams,,,"Q114, Q22, QM17",,11691.0,,,,,,,,KAPPA VI (27Q282),264.0,Screened,99.0,,,,,,,,"8-21 BAY 25 STREET, QUEENS NY 11691",378.0,,,,kappa6.org,Attendance,"Knowledge and Power Preparatory Academy VI (KAPPA VI) is located in the beautiful Far Rockaway campus. The school is modeled after the Air Force philosophy of leadership training. Students, who are called cadets, wear a formal uniform and each class, called a squadron, is named after a NASA space mission. Our school's aim is to be an ""Ivy League Middle School Academy,"" with a long-term goal of preparing students for college. The debate team competes in the citywide competition. Math is a point of pride at KAPPA VI, and the school's math team competes in citywide math competitions. Our students are encouraged to take the Specialized High School Admissions Test (SHSAT). KAPPA VI also offers a wide range of enrichment courses, including art and music. We have a state-of-the-art media room with iMac computers, and a state-of-the-art library is being built.",100802.0,,,,85.0,,,,
K002A,,,,,,57.0,,,,,,,,4th Grade New York State ELA Exam: 20%,,Then to District 17 students and residents,"B12, B35, B41, B44, B44-SBS, B49",,11226.0,,,,,,,,The Leadership Program,476.0,Composite Score,92.0,,,,,,K002U,,"655 PARKSIDE AVENUE, BROOKLYN NY 11226",195.0,,,,,Academic and Personal Behaviors: 10%,"Parkside Preparatory Academy provides extensive learning opportunities beyond the classroom.  Whether it is a weekend extended family trip to the museum or aquarium; a visit to Governors Island to provide future student with an opportunity to check on their oyster project; a class in competing in hackathon, Stock Market or other STEAM opportunities, it is all here. Parkside provides a full range of afterschool activities including: hiking, biking, sports, academic enrichment, specialized HS preparation, regents HS classes, programs in dance, music, theatre, computer application - You name it! We've got it! Student Council & Peer Mediation provide students with opportunities to lead and have a voice in their school. Our parent body (PTA) assist in advancing the school's vision and mission.",802.0,,,,91.0,,,,
X367E,,,,,,,,,,,,,,,,Then to District 8 students and residents,"Bx22, Bx27, Bx36, Bx39, Bx5",,10473.0,,,,,,,,"Archimedes Academy for Math, Science and Technology Applications D75 Inclusion Program",659.0,D75 Special Education Inclusive Services,93.0,,,,,,X367L,,"456 WHITE PLAINS ROAD, BRONX NY 10473",,,,Then to Bronx students and residents,www.archimedesacademy.org,,We are a small 6-12 school focused on Math and Science and using technology to enhance instruction while providing strong social emotional supports. Students are sorted into 4 Houses and have an adviser who meets with them weekly and helps to keep them on track and to help support them as members of the Archimedes Academy family.   Each classroom is equipped with interactive technology to enhance instruction.  We begin identifying and enriching and accelerating qualified students in the 6th grade so that they can earn anywhere from 2 to 10 HS credits with us in 8th grade through participation in our HS classes. We hope that students stay with us through HS and earn up to one year of college credit through our Syracuse University Project Advance (SUPA) college courses. We offer after school and Saturday Tutoring as well as after school activities through our partner SoBro and sports through our CHAMPS program.,4.0,,,,77.0,,,,
