property_id,property_name,nyc_building_identification_number_bin,office_worker_density_number_per_1_000_sq_ft,postcode,largest_property_use_type_gross_floor_area_ft,retail_store_gross_floor_area_ft,weather_normalized_site_natural_gas_intensity_therms_ft,food_sales_gross_floor_area_ft,multifamily_housing_number_of_residential_living_units_in_a_high_rise_building_10_or_more_stories,borough,hospital_general_medical_surgical_gross_floor_area_ft,financial_office_weekly_operating_hours,estimated_data_flag_municipally_supplied_potable_water_mixed_indoor_outdoor_use,alert_energy_meter_has_less_than_12_full_calendar_months_of_data,energy_star_certification_last_approval_date,estimated_values_water,annual_maximum_demand_mm_yyyy,movie_theater_gross_floor_area_ft,_2nd_largest_property_use_gross_floor_area_ft,percent_of_total_electricity_generated_from_onsite_renewable_systems,census_tract,energy_star_certification_year_s_certified_score,avoided_emissions_onsite_and_offsite_green_power_metric_tons_co2e,office_number_of_computers,indirect_ghg_emissions_intensity_kgco2e_ft,target_energy_star_score,number_of_buildings,largest_property_use_type,property_gfa_calculated_buildings_and_parking_ft,fuel_oil_2_use_kbtu,hospital_general_medical_surgical_number_of_workers_on_main_shift_density_number_per_1_000_sq_ft,city,medical_office_number_of_workers_on_main_shift,estimated_data_flag_fuel_oil_no_4,hospital_general_medical_surgical_number_of_workers_on_main_shift,electricity_use_grid_purchase_and_generated_from_onsite_renewable_systems_kbtu,weather_normalized_site_electricity_intensity_kwh_ft,indirect_ghg_emissions_metric_tons_co2e,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_number_of_bedrooms_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_high_rise_building_density_number_per_1_000_sq_ft,urgent_care_clinic_other_outpatient_gross_floor_area_ft,refrigerated_warehouse_gross_floor_area_ft,net_emissions_metric_tons_co2e,direct_ghg_emissions_intensity_kgco2e_ft,automobile_dealership_gross_floor_area_ft,national_median_source_eui_kbtu_ft,alert_energy_meter_has_overlaps,medical_office_percent_that_can_be_heated
1634275,K987-0301762,3039676,Not Available,11221,48400.0,Not Available,0.6,Not Available,Not Available,BROOKLYN,Not Available,Not Available,Not Available,Ok,Not Available,No,01/2020,Not Available,Not Available,Not Available,375.0,Not Available,0.0,Not Available,3.3,75,1,K-12 School,48400.0,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,2021268.8,12.2,160.6,Not Available,Not Available,Not Available,Not Available,Not Available,298.0,2.8,Not Available,147.8,Ok,Not Available
1633389,K138-0300341,3330794,Not Available,11216,177600.0,Not Available,0.5,Not Available,Not Available,BROOKLYN,Not Available,Not Available,Not Available,Ok,Not Available,No,09/2020,Not Available,Not Available,Not Available,31701.0,Not Available,0.0,Not Available,0.8,75,1,K-12 School,177600.0,310500,Not Available,Brooklyn,Not Available,Not Available,Not Available,1737390.4,2.9,138.1,Not Available,Not Available,Not Available,Not Available,Not Available,594.6,2.6,Not Available,117.6,Ok,Not Available
1633921,M090-0101345,1076741,Not Available,10032,193375.0,Not Available,0.1,Not Available,Not Available,MANHATTAN,Not Available,Not Available,Not Available,Ok,Not Available,No,09/2020,Not Available,Not Available,Not Available,249.0,Not Available,0.0,Not Available,2,75,1,K-12 School,193375.0,3828395.9,Not Available,New York,Not Available,Not Available,Not Available,4779529.6,7.2,379.8,Not Available,Not Available,Not Available,Not Available,Not Available,734.5,1.8,Not Available,129.4,Ok,Not Available
1423551,560 Lexco LP,1036451,0.64807,10022,324040.0,Not Available,Not Available,1300,Not Available,MANHATTAN,Not Available,Not Available,Not Available,Ok,08/09/2018,No,Not Available,Not Available,2130,Not Available,100.0,"2015 (81), 2016 (83), 2018 (88)",0.0,1021,3.5,Not Available,1,Office,328910.0,Not Available,Not Available,New York,Not Available,Not Available,Not Available,11419629.6,10.2,1156.5,Not Available,Not Available,Not Available,Not Available,Not Available,1156.5,0,Not Available,179.9,Ok,Not Available
1633939,X066-0200103,2010916,Not Available,10460,130925.0,Not Available,0.5,Not Available,Not Available,BRONX,Not Available,Not Available,Not Available,Ok,Not Available,Unable to Check (not enough data),06/2020,Not Available,Not Available,Not Available,157.0,Not Available,0.0,Not Available,1,75,1,K-12 School,130925.0,690013.8,Not Available,Bronx,Not Available,Not Available,Not Available,1667785.6,3.7,132.5,Not Available,Not Available,Not Available,Not Available,Not Available,513.1,2.9,Not Available,106.0,Ok,Not Available
1836628,M033-0100052,1012829,Not Available,10001,83100.0,Not Available,0.8,Not Available,Not Available,MANHATTAN,Not Available,Not Available,Not Available,Ok,Not Available,Unable to Check (not enough data),09/2020,Not Available,Not Available,Not Available,97.0,Not Available,0.0,Not Available,1.3,75,1,K-12 School,83100.0,0,Not Available,New York,Not Available,Not Available,Not Available,1323856.0,4.7,105.2,Not Available,Not Available,Not Available,Not Available,Not Available,394.3,3.5,Not Available,147.7,Ok,Not Available
1634600,M041-0100057,1010543,Not Available,10011,97300.0,Not Available,0,Not Available,Not Available,MANHATTAN,Not Available,Not Available,Not Available,Ok,Not Available,Unable to Check (not enough data),08/2020,Not Available,Not Available,Not Available,71.0,Not Available,0.0,Not Available,0.9,75,1,K-12 School,97300.0,2912352,Not Available,New York,Not Available,Not Available,Not Available,1115082.5,3.4,88.6,Not Available,Not Available,Not Available,Not Available,Not Available,320.8,2.4,Not Available,119.9,Ok,Not Available
1634256,K650-0300351,3062135,Not Available,11211,218400.0,Not Available,0,Not Available,Not Available,BROOKLYN,Not Available,Not Available,Not Available,Ok,Not Available,Unable to Check (not enough data),09/2020,Not Available,Not Available,Not Available,519.0,Not Available,0.0,Not Available,1,75,1,K-12 School,218400.0,Not Available,Not Available,Brooklyn,Not Available,No,Not Available,2728235.2,3.7,216.8,Not Available,Not Available,Not Available,Not Available,Not Available,819.1,2.8,Not Available,132.1,Ok,Not Available
1633653,Q515-0401240,4538714,Not Available,11367,210100.0,Not Available,0.2,Not Available,Not Available,QUEENS,Not Available,Not Available,Not Available,Ok,Not Available,Unable to Check (not enough data),09/2020,Not Available,Not Available,Not Available,809.0,Not Available,0.0,Not Available,2.1,75,1,K-12 School,210100.0,212106,Not Available,Queens,Not Available,Not Available,Not Available,5603868.8,7.8,445.3,Not Available,Not Available,Not Available,Not Available,Not Available,655.5,1,Not Available,131.3,Ok,Not Available
1230818,Rockefeller Research Lab,1045570,Not Available,10065,287202.0,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,Not Available,Not Available,Ok,Not Available,Unable to Check (not enough data),Not Available,Not Available,67864,Not Available,116.0,Not Available,0.0,Not Available,32.1,Not Available,1,Laboratory,355066.0,Not Available,Not Available,New York,Not Available,Not Available,Not Available,62575397.6,62.2,9210.9,Not Available,Not Available,Not Available,Not Available,Not Available,9210.9,0,Not Available,318.2,Ok,Not Available
1836638,M093-0101584,1087824,Not Available,10031,80600.0,Not Available,0.3,Not Available,Not Available,MANHATTAN,Not Available,Not Available,Not Available,Ok,Not Available,No,02/2020,Not Available,Not Available,Not Available,237.0,Not Available,0.0,Not Available,5,75,1,K-12 School,80600.0,Not Available,Not Available,New York,Not Available,Not Available,Not Available,5055219.2,18.4,401.7,Not Available,Not Available,Not Available,Not Available,Not Available,493.4,1.1,Not Available,129.3,Ok,Not Available
1633755,K078-0300094,3236496,Not Available,11234,187200.0,Not Available,0,Not Available,Not Available,BROOKLYN,Not Available,Not Available,Not Available,Ok,Not Available,No,07/2020,Not Available,Not Available,Not Available,69602.0,Not Available,0.0,Not Available,0.7,75,1,K-12 School,187200.0,Not Available,Not Available,Brooklyn,Not Available,No,Not Available,1570884.8,2.5,124.8,Not Available,Not Available,Not Available,Not Available,Not Available,626.5,2.7,Not Available,103.2,Ok,Not Available
1836410,X853-0200248,2011852,Not Available,10457,19610.0,Not Available,Not Available,Not Available,Not Available,BRONX,Not Available,Not Available,Not Available,Ok,Not Available,No,01/2020,Not Available,Not Available,Not Available,37504.0,Not Available,0.0,Not Available,4.1,75,1,K-12 School,19610.0,Not Available,Not Available,Bronx,Not Available,Not Available,Not Available,1023600.0,16.9,81.3,Not Available,Not Available,Not Available,Not Available,Not Available,81.3,0,Not Available,108.7,Ok,Not Available
1633595,K308-0300303,3044493,Not Available,11221,141600.0,Not Available,0,Not Available,Not Available,BROOKLYN,Not Available,Not Available,Not Available,Ok,Not Available,Unable to Check (not enough data),09/2020,Not Available,Not Available,Not Available,293.0,Not Available,0.0,Not Available,1,75,1,K-12 School,141600.0,4103844.2,Not Available,Brooklyn,Not Available,Not Available,Not Available,1841115.2,3.8,146.3,Not Available,Not Available,Not Available,Not Available,Not Available,461.2,2.2,Not Available,128.0,Ok,Not Available
1721249,Hines 750 Seventh,1024795,1.1471,10019,624923.0,Not Available,0,Not Available,Not Available,MANHATTAN,Not Available,Not Available,Not Available,Ok,02/25/2021,No,Not Available,Not Available,11750,Not Available,125.0,"2009 (76), 2010 (80), 2011 (82), 2012 (79), 2013 (75), 2015 (80), 2016 (82), 2017 (86), 2018 (88), 2019 (79), 2020 (84)",0.0,2277.43,4.6,87,1,Office,646609.0,Not Available,Not Available,New York,Not Available,Not Available,Not Available,26514174.3,12.0,2992.8,Not Available,Not Available,Not Available,Not Available,Not Available,3041.4,0.1,Not Available,224.1,Ok,Not Available
1633253,M465-0100179,1076751,Not Available,10040,408000.0,Not Available,0,Not Available,Not Available,MANHATTAN,Not Available,Not Available,Not Available,Ok,Not Available,No,09/2020,Not Available,Not Available,Not Available,277.0,Not Available,0.0,Not Available,1.2,75,1,K-12 School,408000.0,Not Available,Not Available,New York,Not Available,No,Not Available,6122492.8,4.4,486.5,Not Available,Not Available,Not Available,Not Available,Not Available,2628.6,5.3,Not Available,131.2,Ok,Not Available
7365,1155,1022631,0.25943,10036,681611.0,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,Not Available,Not Available,Ok,09/09/2020,Unable to Check (not enough data),Not Available,Not Available,5227,Not Available,119.0,"2001 (78), 2002 (83), 2003 (88), 2005 (91), 2006 (81), 2008 (75), 2010 (82), 2015 (84), 2017 (79), 2020 (80)",0.0,2546,3.2,75,1,Office,686838.0,Not Available,Not Available,Manhattan,Not Available,Not Available,Not Available,22207476.3,9.5,2190.6,Not Available,Not Available,Not Available,Not Available,Not Available,2190.6,0,Not Available,174.4,Ok,Not Available
1276621,731 Lexington Avenue,1086160;1037168;1037169;1037171,2.1269,10022,940848.0,39556,0,Not Available,105,MANHATTAN,Not Available,Not Available,Not Available,Ok,Not Available,No,Not Available,Not Available,247991,Not Available,11203.0,Not Available,0.0,7000,9.5,Not Available,1,Office,1343789.0,Not Available,Not Available,New York,Not Available,Not Available,Not Available,136258220.0,29.7,12719.9,0,1.06456,0.4234,Not Available,Not Available,12805.6,0.1,Not Available,362.0,Ok,Not Available
1633364,K214-0300218,3095254,Not Available,11208,104400.0,Not Available,0.4,Not Available,Not Available,BROOKLYN,Not Available,Not Available,Not Available,Ok,Not Available,No,02/2020,Not Available,Not Available,Not Available,1202.0,Not Available,0.0,Not Available,0.7,75,1,K-12 School,104400.0,285108,Not Available,Brooklyn,Not Available,Not Available,Not Available,891214.4,2.5,70.8,Not Available,Not Available,Not Available,Not Available,Not Available,277.9,2,Not Available,117.6,Ok,Not Available
1633298,X722-0200254,2045725,Not Available,10461,78000.0,Not Available,0,Not Available,Not Available,BRONX,Not Available,Not Available,Not Available,Ok,Not Available,No,01/2020,Not Available,Not Available,Not Available,284.0,Not Available,0.0,Not Available,2,75,1,K-12 School,78000.0,0,Not Available,Bronx,Not Available,No,Not Available,1954393.6,7.3,155.3,Not Available,Not Available,Not Available,Not Available,Not Available,155.3,0,Not Available,152.8,Ok,Not Available
1634359,M042-0100058,1003998,Not Available,10002,74080.0,Not Available,0.5,Not Available,Not Available,MANHATTAN,Not Available,Not Available,Not Available,Ok,Not Available,No,08/2020,Not Available,Not Available,Not Available,16.0,Not Available,0.0,Not Available,1.2,75,1,K-12 School,74080.0,0,Not Available,New York,Not Available,Not Available,Not Available,1136878.4,4.5,90.3,Not Available,Not Available,Not Available,Not Available,Not Available,241.0,2,Not Available,134.8,Ok,Not Available
1634721,K932-0300384,3089149,Not Available,11207,24000.0,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,Not Available,Not Available,Ok,Not Available,Unable to Check (not enough data),01/2020,Not Available,Not Available,Not Available,1150.0,Not Available,0.0,Not Available,0,75,1,K-12 School,24000.0,814407,Not Available,Brooklyn,Not Available,Not Available,Not Available,0.0,0.0,0,Not Available,Not Available,Not Available,Not Available,Not Available,60.4,2.5,Not Available,151.5,Ok,Not Available
1634153,X115-0200118,2013899,Not Available,10468,133325.0,Not Available,0.5,Not Available,Not Available,BRONX,Not Available,Not Available,Not Available,Ok,Not Available,Unable to Check (not enough data),02/2020,Not Available,Not Available,Not Available,23703.0,Not Available,0.0,Not Available,2.1,75,1,K-12 School,133325.0,Not Available,Not Available,Bronx,Not Available,Not Available,Not Available,3534695.5,7.8,280.9,Not Available,Not Available,Not Available,Not Available,Not Available,572.5,2.2,Not Available,126.5,Ok,Not Available
1633774,K130-0300137,3124019,Not Available,11218,60000.0,Not Available,0.4,Not Available,Not Available,BROOKLYN,Not Available,Not Available,Not Available,Ok,Not Available,Unable to Check (not enough data),06/2020,Not Available,Not Available,Not Available,500.0,Not Available,0.0,Not Available,1.9,75,1,K-12 School,60000.0,193200,Not Available,Brooklyn,Not Available,Not Available,Not Available,1408746.6,6.8,111.9,Not Available,Not Available,Not Available,Not Available,Not Available,245.7,2.2,Not Available,144.8,Ok,Not Available
1633826,K908-0301636,3343470,Not Available,11218,46060.0,Not Available,0.3,Not Available,Not Available,BROOKLYN,Not Available,Not Available,Not Available,Ok,Not Available,Unable to Check (not enough data),09/2020,Not Available,Not Available,Not Available,496.0,Not Available,0.0,Not Available,2.5,75,1,K-12 School,46060.0,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,1461427.8,9.2,116.1,Not Available,Not Available,Not Available,Not Available,Not Available,178.5,1.4,Not Available,140.6,Ok,Not Available
1273008,Two Penn Plaza,1083026;1085520,0.56666,10121,1456325.0,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,Not Available,Not Available,Ok,07/25/2018,No,Not Available,Not Available,20259,Not Available,101.0,"2008 (78), 2011 (78), 2012 (79), 2015 (75), 2016 (77), 2017 (75), 2018 (77)",0.0,3725,4.3,Not Available,1,Office,1499148.0,Not Available,Not Available,New York,Not Available,Not Available,Not Available,47523223.1,9.3,6406.7,Not Available,Not Available,Not Available,Not Available,Not Available,6406.7,0,Not Available,159.6,Ok,Not Available
1836617,Q198-0401357,4301929,Not Available,11692,139325.0,Not Available,0.5,Not Available,Not Available,QUEENS,Not Available,Not Available,Not Available,Ok,Not Available,No,09/2020,Not Available,Not Available,Not Available,97204.0,Not Available,0.0,Not Available,1.3,75,1,K-12 School,139325.0,0,Not Available,Queens,Not Available,No,Not Available,2268297.6,4.8,180.2,Not Available,Not Available,Not Available,Not Available,Not Available,509.2,2.4,Not Available,123.7,Ok,Not Available
1633683,X107-0200150,2021972,Not Available,10473,88925.0,Not Available,0.6,Not Available,Not Available,BRONX,Not Available,Not Available,Not Available,Ok,Not Available,Unable to Check (not enough data),09/2020,Not Available,Not Available,Not Available,20.0,Not Available,0.0,Not Available,1,75,1,K-12 School,88925.0,0,Not Available,Bronx,Not Available,Not Available,Not Available,1102212.5,3.6,87.6,Not Available,Not Available,Not Available,Not Available,Not Available,319.3,2.6,Not Available,123.0,Ok,Not Available
1634624,M009-0100150,1032119,Not Available,10024,105725.0,Not Available,0,Not Available,Not Available,MANHATTAN,Not Available,Not Available,Not Available,Ok,Not Available,Unable to Check (not enough data),09/2020,Not Available,Not Available,Not Available,169.0,Not Available,0.0,Not Available,0.7,75,1,K-12 School,105725.0,Not Available,Not Available,New York,Not Available,No,Not Available,994666.2,2.8,79,Not Available,Not Available,Not Available,Not Available,Not Available,440.5,3.4,Not Available,128.4,Ok,Not Available
1633978,Q073-0400064,Q073-4058611; Q873-4439931,Not Available,11378,207360.0,Not Available,0,Not Available,Not Available,QUEENS,Not Available,Not Available,Not Available,Ok,Not Available,No,03/2020,Not Available,Not Available,Not Available,49302.0,Not Available,0.0,Not Available,0.8,75,1,K-12 School,207360.0,Not Available,Not Available,Queens,Not Available,No,Not Available,2120899.2,3.1,168.5,Not Available,Not Available,Not Available,Not Available,Not Available,688.3,2.5,Not Available,116.2,Ok,Not Available
1633320,K065-0300084,3092063,Not Available,11208,27600.0,Not Available,0.4,Not Available,Not Available,BROOKLYN,Not Available,Not Available,Not Available,Ok,Not Available,No,03/2020,Not Available,Not Available,Not Available,117601.0,Not Available,0.0,Not Available,1.1,75,1,K-12 School,27600.0,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,396337.9,4.2,31.5,Not Available,Not Available,Not Available,Not Available,Not Available,84.4,1.9,Not Available,153.0,Ok,Not Available
1836624,Q744-0401633,4437166,Not Available,11373,183600.0,Not Available,0.4,Not Available,Not Available,QUEENS,Not Available,Not Available,Not Available,Ok,Not Available,No,09/2020,Not Available,Not Available,Not Available,463.0,Not Available,0.0,Not Available,3.8,75,1,K-12 School,183600.0,Not Available,Not Available,Queens,Not Available,Not Available,Not Available,8722436.8,13.9,693.1,Not Available,Not Available,Not Available,Not Available,Not Available,1054.0,2,Not Available,143.2,Ok,Not Available
1634281,Q025-0400025,4119139,Not Available,11358,161175.0,Not Available,0,Not Available,Not Available,QUEENS,Not Available,Not Available,Not Available,Ok,Not Available,No,09/2020,Not Available,Not Available,Not Available,1139.0,Not Available,0.0,Not Available,1.2,75,1,K-12 School,161175.0,Not Available,Not Available,Queens,Not Available,No,Not Available,2382940.8,4.3,189.4,Not Available,Not Available,Not Available,Not Available,Not Available,753.2,3.5,Not Available,143.0,Ok,Not Available
1634761,R016-0500033,5000291,Not Available,10301,110600.0,Not Available,0,Not Available,Not Available,STATEN IS,Not Available,Not Available,Not Available,Ok,Not Available,No,03/2020,Not Available,Not Available,Not Available,11.0,Not Available,0.0,Not Available,1,75,1,K-12 School,110600.0,4321884,Not Available,Staten Island,Not Available,Not Available,Not Available,1325357.3,3.5,105.3,Not Available,Not Available,Not Available,Not Available,Not Available,426.0,2.9,Not Available,123.0,Ok,Not Available
1634231,K175-0300178,3081419,Not Available,11212,106800.0,Not Available,0.5,Not Available,Not Available,BROOKLYN,Not Available,Not Available,Not Available,Ok,Not Available,No,09/2020,Not Available,Not Available,Not Available,924.0,Not Available,0.0,Not Available,1.1,75,1,K-12 School,106800.0,234600,Not Available,Brooklyn,Not Available,Not Available,Not Available,1449417.6,4.0,115.2,Not Available,Not Available,Not Available,Not Available,Not Available,391.3,2.6,Not Available,129.1,Ok,Not Available
1633911,M088-0100176,1055204,Not Available,10026,208925.0,Not Available,0,Not Available,Not Available,MANHATTAN,Not Available,Not Available,Not Available,Ok,Not Available,No,11/2020,Not Available,Not Available,Not Available,218.0,Not Available,0.0,Not Available,2,75,1,K-12 School,208925.0,8227836,Not Available,New York,Not Available,Not Available,Not Available,5210806.4,7.3,414.1,Not Available,Not Available,Not Available,Not Available,Not Available,1037.0,3,Not Available,137.0,Ok,Not Available
1436015,63293-Sunrise of Staten Island,5147346,Not Available,10304,67129.0,Not Available,0.2,Not Available,Not Available,,Not Available,Not Available,Not Available,Ok,Not Available,Unable to Check (not enough data),Not Available,Not Available,Not Available,Not Available,,Not Available,0.0,Not Available,4.3,Not Available,1,Senior Living Community,67129.0,Not Available,Not Available,North Staten Island,Not Available,Not Available,Not Available,3634274.7,16.3,288.8,Not Available,Not Available,Not Available,Not Available,Not Available,368.0,1.2,Not Available,205.9,Ok,Not Available
1634651,X878-0201212,2101786,Not Available,10460,57580.0,Not Available,0.4,Not Available,Not Available,,Not Available,Not Available,Not Available,Ok,Not Available,Unable to Check (not enough data),01/2020,Not Available,Not Available,Not Available,,Not Available,0.0,Not Available,2,75,1,K-12 School,57580.0,Not Available,Not Available,Bronx,Not Available,Not Available,Not Available,1433040.0,7.3,113.9,Not Available,Not Available,Not Available,Not Available,Not Available,207.7,1.6,Not Available,161.1,Ok,Not Available
1634655,K804-0300034,3006356,Not Available,11201,115466.0,Not Available,0.3,Not Available,Not Available,BROOKLYN,Not Available,Not Available,Not Available,Ok,Not Available,No,03/2020,Not Available,Not Available,Not Available,69.0,Not Available,0.0,Not Available,0.9,75,1,K-12 School,115466.0,689999.9,Not Available,Brooklyn,Not Available,Not Available,Not Available,1261075.2,3.2,100.2,Not Available,Not Available,Not Available,Not Available,Not Available,304.3,1.8,Not Available,133.5,Ok,Not Available
1634679,Q069-0400061,4029892,Not Available,11372,112900.0,Not Available,0.4,Not Available,Not Available,QUEENS,Not Available,Not Available,Not Available,Ok,Not Available,No,09/2020,Not Available,Not Available,Not Available,287.0,Not Available,0.0,Not Available,2.2,75,1,K-12 School,112900.0,220800,Not Available,Queens,Not Available,Not Available,Not Available,3160876.8,8.2,251.2,Not Available,Not Available,Not Available,Not Available,Not Available,472.0,2,Not Available,116.9,Ok,Not Available
1836593,K254-0300257,3203132,Not Available,11235,73200.0,Not Available,0.4,Not Available,Not Available,BROOKLYN,Not Available,Not Available,Not Available,Ok,Not Available,No,01/2020,Not Available,Not Available,Not Available,592.0,Not Available,0.0,Not Available,2.6,75,1,K-12 School,73200.0,455399.9,Not Available,Brooklyn,Not Available,Not Available,Not Available,2381576.0,9.7,189.2,Not Available,Not Available,Not Available,Not Available,Not Available,374.7,2.5,Not Available,115.8,Ok,Not Available
1633227,X155-0200197,2003910,Not Available,10455,201775.0,Not Available,0,Not Available,Not Available,BRONX,Not Available,Not Available,Not Available,Ok,Not Available,No,03/2020,Not Available,Not Available,Not Available,35.0,Not Available,0.0,Not Available,1,75,1,K-12 School,201775.0,Not Available,Not Available,Bronx,Not Available,No,Not Available,2489395.2,3.6,197.8,Not Available,Not Available,Not Available,Not Available,Not Available,905.3,3.5,Not Available,127.7,Ok,Not Available
1633802,K256-0300260,3049769,Not Available,11216,106800.0,Not Available,0,Not Available,Not Available,BROOKLYN,Not Available,Not Available,Not Available,Ok,Not Available,Unable to Check (not enough data),06/2020,Not Available,Not Available,Not Available,253.0,Not Available,0.0,Not Available,0.8,75,1,K-12 School,106800.0,Not Available,Not Available,Brooklyn,Not Available,No,Not Available,1065908.8,2.9,84.7,Not Available,Not Available,Not Available,Not Available,Not Available,408.5,3,Not Available,109.7,Ok,Not Available
1836666,K164-0300167,3135976,Not Available,11219,90000.0,Not Available,0.4,Not Available,Not Available,BROOKLYN,Not Available,Not Available,Not Available,Ok,Not Available,No,06/2020,Not Available,Not Available,Not Available,232.0,Not Available,0.0,Not Available,0.9,75,1,K-12 School,90000.0,1033647.7,Not Available,Brooklyn,Not Available,Not Available,Not Available,1072732.8,3.5,85.2,Not Available,Not Available,Not Available,Not Available,Not Available,330.1,2.7,Not Available,163.4,Ok,Not Available
1836462,M540-0100177,1059409,Not Available,10031,195600.0,Not Available,0.7,Not Available,Not Available,MANHATTAN,Not Available,Not Available,Not Available,Ok,Not Available,Unable to Check (not enough data),09/2020,Not Available,Not Available,Not Available,21703.0,Not Available,0.0,Not Available,1.2,75,1,K-12 School,195600.0,241638,Not Available,New York,Not Available,Not Available,Not Available,2935684.8,4.4,233.3,Not Available,Not Available,Not Available,Not Available,Not Available,911.4,3.5,Not Available,131.6,Ok,Not Available
1634696,K253-0300256,3244470,Not Available,11235,84000.0,Not Available,0.5,Not Available,Not Available,BROOKLYN,Not Available,Not Available,Not Available,Ok,Not Available,Unable to Check (not enough data),09/2020,Not Available,Not Available,Not Available,364.0,Not Available,0.0,Not Available,1.7,75,1,K-12 School,84000.0,0,Not Available,Brooklyn,Not Available,No,Not Available,1846847.4,6.4,146.8,Not Available,Not Available,Not Available,Not Available,Not Available,354.9,2.5,Not Available,125.9,Ok,Not Available
1836464,M451-0101197,1013858,Not Available,10011,48953.0,Not Available,0.3,Not Available,Not Available,MANHATTAN,Not Available,Not Available,Not Available,Ok,Not Available,No,03/2020,Not Available,Not Available,Not Available,81.0,Not Available,0.0,Not Available,3.1,75,1,K-12 School,48953.0,0,Not Available,New York,Not Available,Not Available,Not Available,1883424.0,11.3,149.7,Not Available,Not Available,Not Available,Not Available,Not Available,205.5,1.1,Not Available,125.0,Ok,Not Available
1634155,X650-0200210,2004807,Not Available,10456,158875.0,Not Available,0.4,Not Available,Not Available,BRONX,Not Available,Not Available,Not Available,Ok,Not Available,No,03/2020,Not Available,Not Available,Not Available,133.0,Not Available,0.0,Not Available,1.2,75,1,K-12 School,158875.0,1652412,Not Available,Bronx,Not Available,Not Available,Not Available,2347456.0,4.3,186.5,Not Available,Not Available,Not Available,Not Available,Not Available,630.7,2.8,Not Available,111.2,Ok,Not Available
1634558,Q877-0401228,4056455,Not Available,11373,34560.0,Not Available,0.5,Not Available,Not Available,QUEENS,Not Available,Not Available,Not Available,Ok,Not Available,No,09/2020,Not Available,Not Available,Not Available,479.0,Not Available,0.0,Not Available,2.8,75,1,K-12 School,34560.0,Not Available,Not Available,Queens,Not Available,Not Available,Not Available,1236508.8,10.5,98.3,Not Available,Not Available,Not Available,Not Available,Not Available,184.8,2.5,Not Available,147.6,Ok,Not Available
1634059,Q400-0400227,4265978,Not Available,11434,279357.0,Not Available,0,Not Available,Not Available,QUEENS,Not Available,Not Available,Not Available,Ok,Not Available,No,02/2020,Not Available,Not Available,Not Available,294.0,Not Available,0.0,Not Available,1,75,1,K-12 School,279357.0,10223868,Not Available,Queens,Not Available,No,Not Available,3554485.1,3.8,282.5,Not Available,Not Available,Not Available,Not Available,Not Available,1042.0,2.7,Not Available,118.0,Ok,Not Available
1633310,K018-0300045,3069559,Not Available,11206,34800.0,Not Available,0.5,Not Available,Not Available,BROOKLYN,Not Available,Not Available,Not Available,Ok,Not Available,No,09/2020,Not Available,Not Available,Not Available,503.0,Not Available,0.0,Not Available,2.2,75,1,K-12 School,34800.0,169878,Not Available,Brooklyn,Not Available,Not Available,Not Available,960273.3,8.1,76.3,Not Available,Not Available,Not Available,Not Available,Not Available,165.2,2.6,Not Available,121.7,Ok,Not Available
1634295,Q171-0400154,4006046,Not Available,11102,160900.0,Not Available,0,Not Available,Not Available,QUEENS,Not Available,Not Available,Not Available,Ok,Not Available,Unable to Check (not enough data),08/2020,Not Available,Not Available,17.71749,83.0,Not Available,32.8,Not Available,0.5,75,1,K-12 School,160900.0,Not Available,Not Available,Queens,Not Available,No,Not Available,1302952.0,2.0,85.2,Not Available,Not Available,Not Available,Not Available,Not Available,479.6,2.5,Not Available,112.6,Ok,Not Available
1634594,M020-0100041,1004325,Not Available,10002,110400.0,Not Available,0.3,Not Available,Not Available,MANHATTAN,Not Available,Not Available,Not Available,Ok,Not Available,No,08/2020,Not Available,Not Available,Not Available,3001.0,Not Available,0.0,Not Available,0.6,75,1,K-12 School,110400.0,409032,Not Available,New York,Not Available,Not Available,Not Available,824885.1,2.2,65.5,Not Available,Not Available,Not Available,Not Available,Not Available,250.3,1.7,Not Available,116.7,Ok,Not Available
1633575,K186-0300188,3160923,Not Available,11214,92400.0,Not Available,0.5,Not Available,Not Available,BROOKLYN,Not Available,Not Available,Not Available,Ok,Not Available,No,01/2020,Not Available,Not Available,Not Available,274.0,Not Available,0.0,Not Available,1.1,75,1,K-12 School,92400.0,344999.9,Not Available,Brooklyn,Not Available,Not Available,Not Available,1323310.1,4.2,105.2,Not Available,Not Available,Not Available,Not Available,Not Available,350.6,2.7,Not Available,123.9,Ok,Not Available
