property_id,property_name,address_1,percent_of_recs_retained,weather_normalized_site,propane_use_kbtu,electricity_use_grid_purchase,last_modified_date_water,municipally_supplied_potable_1,hospital_general_medical,retail_store_walk_in,weather_normalized_site_energy,national_median_source_eui,fuel_oil_4_use_kbtu,year_built,movie_theater_gross_floor,alert_property_has_no_uses,data_center_it_energy,hotel_worker_density_number,restaurant_worker_density,hospital_general_medical_2,difference_from_national,hospital_general_medical_3,metered_areas_energy,water_use_all_water_sources,weather_normalized_site_1,self_storage_facility_gross,council_district,nyc_building_identification,manufacturing_industrial,avoided_emissions_onsite,green_power_offsite_kwh,data_center_pue,weather_normalized_source_1,financial_office_gross_floor,restaurant_weekly_operating,other_computer_density_number,data_center_ups_output_meter,senior_care_community_living,parent_property_id,estimated_data_flag_fuel_2,hospital_general_medical_7,mailing_center_post_office,hospital_general_medical_11,property_gfa_calculated_2,multifamily_housing_number_2,data_center_it_equipment
1634450,K101-0300112,2360 Benson Avenue,Not Available,5.1,Not Available,1398237.6,Not Available,Not Available,Not Available,Not Available,5777023,141.9,Not Available,1933,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-26.7,Not Available,Whole Building,Not Available,0.5,Not Available,47.0,3185973,Not Available,Not Available,0,Not Available,8488910.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634513,K914-0301614,77 Clinton Avenue,Not Available,12.1,Not Available,4764516.4,Not Available,Not Available,Not Available,Not Available,8879424.5,137.4,Not Available,1968,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,15.6,Not Available,Whole Building,Not Available,0.4,Not Available,35.0,3054323,Not Available,Not Available,0,Not Available,17387599.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634677,Q067-0400059,51-60 Marathon Parkway,Not Available,3.1,Not Available,1895707.2,Not Available,Not Available,Not Available,Not Available,8923270.4,109.1,Not Available,1950,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-37.1,Not Available,Whole Building,Not Available,0,Not Available,19.0,4170797,Not Available,Not Available,0,Not Available,12427587,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633677,R003-0500343,80 South Goff Avenue,Not Available,5.7,Not Available,1628479.3,Not Available,Not Available,Not Available,Not Available,6286595,123.5,3594666.1,1958,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-12,Not Available,Whole Building,Not Available,0.1,Not Available,51.0,5083311,Not Available,Not Available,0,Not Available,9300943,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634379,M190-0100159,311 East 82nd Street,Not Available,5,Not Available,860315.3,Not Available,Not Available,Not Available,Not Available,3823080.3,124.8,Not Available,1902,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-13.5,Not Available,Whole Building,Not Available,0.6,Not Available,5.0,1049876,Not Available,Not Available,0,Not Available,5519786.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634747,Q196-0400172,71-25 113th Street,Not Available,8.5,Not Available,3308275.1,Not Available,Not Available,Not Available,Not Available,9585294.3,105.6,4672729.8,1952,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,30,Not Available,Whole Building,Not Available,0.1,Not Available,29.0,4052713,Not Available,Not Available,0,Not Available,15626947.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1513221,1177 Avenue of the Americas,1177 Avenue of the Americas,Not Available,17.7,Not Available,60834081.7,03/08/2019 08:03 PM EST,Not Available,Not Available,Not Available,76967624.3,255.6,Not Available,1992,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-25.3,Not Available,Whole Building,11978.4,Not Available,Not Available,4.0,1076173,Not Available,Not Available,0,Not Available,188762562.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633324,K094-0300105,5010 6th Avenue,Not Available,4.9,Not Available,1906352.7,Not Available,Not Available,Not Available,Not Available,7098146.2,128.9,Not Available,1908,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-27.8,Not Available,Whole Building,Not Available,0.4,Not Available,38.0,3332126,Not Available,Not Available,0,Not Available,10767394.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633253,M465-0100179,549 Audubon Avenue,Not Available,5.8,Not Available,8161504,Not Available,Not Available,Not Available,Not Available,39912442.7,133.7,31250012.4,1925,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,0.5,Not Available,Whole Building,Not Available,0,Not Available,10.0,1076751,Not Available,Not Available,0,Not Available,54762186.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634333,R048-0500070,1055 Targee Street,Not Available,4.6,Not Available,643093.8,Not Available,Not Available,Not Available,Not Available,3711184.6,109.9,2915590.8,1930,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,9.4,Not Available,Whole Building,Not Available,0,Not Available,50.0,5046419,Not Available,Not Available,0,Not Available,4905534.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634089,R435-0500302,465 New Dorp Lane,Not Available,6,Not Available,10399776,Not Available,Not Available,Not Available,Not Available,31046490.9,136.7,Not Available,1980,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-27.7,Not Available,Whole Building,Not Available,0,Not Available,50.0,5055367,Not Available,Not Available,0,Not Available,49939851.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634133,M140-0100125,123 Ridge Street,Not Available,4.4,Not Available,1488177.9,Not Available,Not Available,Not Available,Not Available,5506026.9,99.4,Not Available,1957,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-18,Not Available,Whole Building,Not Available,0,Not Available,1.0,1004091,Not Available,Not Available,0,Not Available,8236833.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634363,M047-0100063,223 East 23 Street,Not Available,6.8,Not Available,3454308.8,Not Available,Not Available,Not Available,Not Available,11127029.4,135.4,Not Available,1925,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-0.4,Not Available,Whole Building,Not Available,0,Not Available,2.0,1019775,Not Available,Not Available,0,Not Available,18616102.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633634,Q160-0400146,109-59 Inwood Street,Not Available,6.6,Not Available,2055388.8,Not Available,Not Available,Not Available,Not Available,7206326.8,103.4,Not Available,1950,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,16.2,Not Available,Whole Building,Not Available,0,Not Available,28.0,4258143,Not Available,Not Available,0,Not Available,10959052,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634199,K153-0300155,1970 Homecrest Avenue,Not Available,4.8,Not Available,1058265.9,Not Available,Not Available,Not Available,Not Available,4148515,115.8,Not Available,1928,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-17.1,Not Available,Whole Building,Not Available,0.4,Not Available,48.0,3196677,Not Available,Not Available,0,Not Available,6183055,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633185,Q152-0400139,33-52 62nd Street,Not Available,6.4,Not Available,2541257.6,Not Available,Not Available,Not Available,Not Available,10229422.5,123.7,6371440.1,1937,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,2.4,Not Available,Whole Building,Not Available,0.1,Not Available,26.0,4027102,Not Available,Not Available,0,Not Available,14956973.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633237,M061-0100071,610 East 12th Street,Not Available,5,Not Available,1595178.3,Not Available,Not Available,Not Available,Not Available,7660992.7,111.2,Not Available,1940,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,7.4,Not Available,Whole Building,Not Available,0.7,Not Available,2.0,1079053,Not Available,Not Available,0,Not Available,10750388.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633211,"R450, R453 (Addition)-0500078",105 Hamilton Avenue,Not Available,7.2,Not Available,6997329.2,Not Available,Not Available,Not Available,Not Available,27472345.2,143.6,16902916.8,1904,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-1.9,Not Available,Whole Building,Not Available,0.1,Not Available,49.0,Q450-5106483; Q453-5165063,Not Available,Not Available,0,Not Available,40404080,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1733452,CW Glorious Sun 505 Park Avenue,505 Park Avenue,Not Available,13.5,Not Available,10516353,04/23/2018 12:00 PM EDT,Not Available,Not Available,0.14784,12427635,209.5,Not Available,1947,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-32.9,Not Available,Whole Building,Not Available,0,Not Available,4.0,1041900,Not Available,Not Available,0,Not Available,31517457.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633405,Q033-0400031,91-37 222nd Street,Not Available,6,Not Available,2852431.9,Not Available,Not Available,Not Available,Not Available,9626221.7,107.4,Not Available,1931,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,0.8,Not Available,Whole Building,Not Available,0.2,Not Available,23.0,4230589,Not Available,Not Available,0,Not Available,14893305.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633454,R038-0500061,421 Lincoln Avenue,Not Available,4.1,Not Available,780832.8,Not Available,Not Available,Not Available,Not Available,2835171.2,142.0,Not Available,1955,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-46.8,Not Available,Whole Building,Not Available,0.1,Not Available,50.0,5054213,Not Available,Not Available,0,Not Available,4292269.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634195,K139-0300145,330 Rugby Road,Not Available,4,Not Available,1470708.5,Not Available,Not Available,Not Available,Not Available,7022904.3,125.6,5182810.4,1902,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-29.7,Not Available,Whole Building,Not Available,0,Not Available,40.0,3328235,Not Available,Not Available,0,Not Available,9732801.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633403,Q030-0400028,126-10 Bedell Street,Not Available,5.2,Not Available,1800990.1,Not Available,Not Available,Not Available,Not Available,8387208.6,115.9,6521382.3,1966,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,0.1,Not Available,Whole Building,Not Available,0,Not Available,28.0,4270045,Not Available,Not Available,0,Not Available,11699141,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634159,X410-0200228,240 East 172nd Street,Not Available,4.4,Not Available,5139837.3,Not Available,Not Available,Not Available,Not Available,20274095,141.8,Not Available,1940,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-37.5,Not Available,Whole Building,Not Available,0.4,Not Available,16.0,2007806,Not Available,Not Available,0,Not Available,30249583.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633464,X123-0200166,1025 Morrison Avenue,Not Available,3.7,Not Available,1970771.2,Not Available,Not Available,Not Available,Not Available,9934842.3,99.0,7586743.8,1953,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-14.6,Not Available,Whole Building,Not Available,0,Not Available,18.0,2087014,Not Available,Not Available,0,Not Available,13565907.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634675,K161-0300164,330 Crown Street,Not Available,5.8,Not Available,1845209.8,Not Available,Not Available,Not Available,Not Available,6443998,101.2,Not Available,1925,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,4,Not Available,Whole Building,Not Available,0.4,Not Available,35.0,3034181,Not Available,Not Available,0,Not Available,9970259.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1603493,522 Fifth Avenue,522 Fifth Avenue,Not Available,13,Not Available,24519176.4,03/29/2019 12:39 PM EDT,5869.8,Not Available,Not Available,32499494.2,223.8,Not Available,1896,Not Available,Ok,Uninterruptible Power Supply (UPS) supports only IT Equipment (preferred),Not Available,Not Available,Not Available,-35.4,Not Available,Whole Building,7792.3,0,Not Available,4.0,1034212,Not Available,Not Available,0,Not Available,77511907.6,536391,Not Available,Not Available,748632,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0
1633314,K029-0300054,425 Henry Street,Not Available,3.8,Not Available,1203753.6,Not Available,Not Available,Not Available,Not Available,8871762.4,113.1,Not Available,1931,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,5.9,Not Available,Whole Building,Not Available,0.7,Not Available,39.0,3255627,Not Available,Not Available,0,Not Available,11370364.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633931,X053-0200089,360 East 168th Street,Not Available,5.5,Not Available,1935422.9,Not Available,Not Available,Not Available,Not Available,7561762.6,122.8,Not Available,1914,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-13.4,Not Available,Whole Building,Not Available,0.1,Not Available,16.0,2002299,Not Available,Not Available,0,Not Available,11158737.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1423560,55 Broad Street LP,55 Broad Street,Not Available,14.8,Not Available,20804869,04/19/2019 11:22 AM EDT,10252,Not Available,Not Available,40992043.1,181.5,Not Available,1967,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,10.5,Not Available,Whole Building,10252,0,Not Available,1.0,1000821,Not Available,Not Available,0,Not Available,82410977.8,Not Available,Not Available,0.98503,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633155,K282-0300282,180 6th Avenue,Not Available,3.4,Not Available,1224225.6,Not Available,Not Available,Not Available,Not Available,6749885.9,95.9,5446118.3,1931,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-9.9,Not Available,Whole Building,Not Available,0,Not Available,39.0,3019597,Not Available,Not Available,0,Not Available,8986278.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634395,X002-0200040,1365 Fulton Avenue,Not Available,0.6,Not Available,176878.1,Not Available,Not Available,Not Available,Not Available,Not Available,133.4,Not Available,1956,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-63.2,Not Available,Whole Building,Not Available,0,Not Available,16.0,2009617,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634525,Q066-0400058,85-11 102nd Street,Not Available,9,Not Available,1189696.1,Not Available,Not Available,Not Available,Not Available,2569162.8,111.2,Not Available,1900,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,11.7,Not Available,Whole Building,Not Available,0.3,Not Available,32.0,4191497,Not Available,Not Available,0,Not Available,4771309.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634745,"Q191-P.S. 191, Queens (0400169)",85-15 258th Street,Not Available,3.9,Not Available,1155166.7,Not Available,Not Available,Not Available,Not Available,5362828.4,148.9,4124500.5,1958,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-42.8,Not Available,Whole Building,Not Available,0,Not Available,23.0,4180083,Not Available,Not Available,0,Not Available,7488782.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634371,M144-0100126,134 West 122nd Street,Not Available,4.6,Not Available,1474802.9,Not Available,Not Available,Not Available,Not Available,5728912.5,140.7,4014999.9,1958,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-37.6,Not Available,Whole Building,Not Available,0,Not Available,9.0,1057683,Not Available,Not Available,0,Not Available,8416827.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633433,Q192-0400199,109-89 204th Street,Not Available,4.7,Not Available,2881092.8,Not Available,Not Available,Not Available,Not Available,8949043.7,103.2,Not Available,1960,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-23.4,Not Available,Whole Building,Not Available,0,Not Available,27.0,4234318,Not Available,Not Available,0,Not Available,14211650.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634773,R056-0500415,250 Kramer Avenue,Not Available,10.3,Not Available,4015241.7,Not Available,Not Available,Not Available,Not Available,9817886.2,118.5,Not Available,1997,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,26.9,Not Available,Whole Building,Not Available,0.5,Not Available,51.0,5128148,Not Available,Not Available,0,Not Available,17286413.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634568,Q058-0401459,72-24 Grand Avenue,Not Available,9.8,Not Available,4705830.3,Not Available,Not Available,Not Available,Not Available,8685012.7,117.4,Not Available,2001,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,4.3,Not Available,Whole Building,Not Available,0.2,Not Available,30.0,4062851,Not Available,Not Available,0,Not Available,17321346.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634155,X650-0200210,900 Tinton Avenue,Not Available,6,Not Available,3246859.2,Not Available,Not Available,Not Available,Not Available,11822416.9,102.2,Not Available,1937,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,9.5,Not Available,Whole Building,Not Available,0.5,Not Available,17.0,2004807,Not Available,Not Available,0,Not Available,18068611.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634051,Q470-0400217,167-01 Gothic Drive,Not Available,4.5,Not Available,4495651.3,Not Available,Not Available,Not Available,Not Available,21610735.7,135.3,Not Available,1925,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-22,Not Available,Whole Building,Not Available,0.6,Not Available,24.0,4448806,Not Available,Not Available,0,Not Available,30558662.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633860,R045-0500068,58 Lawrence Avenue,Not Available,5.1,Not Available,1514928,Not Available,Not Available,Not Available,Not Available,6145375.1,117.6,Not Available,1930,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-13.2,Not Available,Whole Building,Not Available,0.5,Not Available,49.0,5007417,Not Available,Not Available,0,Not Available,9083454.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633885,M051-0100065 (closed),520 West 45th Street,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,104.4,Not Available,1940,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,3.0,1083785,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1406679,Colgate Palmolive Building,300 Park Avenue,Not Available,13.2,Not Available,35149481.1,03/07/2019 11:28 AM EST,Not Available,Not Available,Not Available,77714684.2,213.5,Not Available,1955,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-15,Not Available,Whole Building,8023.9,0,Not Available,4.0,1081146,Not Available,Not Available,0,Not Available,149265842.3,8949.4,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1632816,Raymour and Flanigan Elmhurst,86-08 Queens Blvd.,Not Available,3.6,Not Available,662987.7,06/04/2019 09:24 AM EDT,47.5,Not Available,0,1613439,142.5,Not Available,1935,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-62,Not Available,Whole Building,47.5,0.2,Not Available,25.0,Not Available,Not Available,Not Available,0,Not Available,2826852.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633516,X067-0200104,2024 Mohegan Avenue,Not Available,5.4,Not Available,2407780.2,Not Available,Not Available,Not Available,Not Available,9716183.5,131.9,Not Available,1925,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-20.8,Not Available,Whole Building,Not Available,0,Not Available,17.0,2013142,Not Available,Not Available,0,Not Available,14161652,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1052478,140 Broadway,140 Broadway,Not Available,17.1,Not Available,74396318.3,04/29/2019 02:41 PM EDT,11407.1,Not Available,Not Available,205941010,235.8,Not Available,1967,Not Available,Ok,Uninterruptible Power Supply (UPS) supports only IT Equipment (preferred),Not Available,Not Available,Not Available,22.2,Not Available,Whole Building,11407.1,0,Not Available,1.0,1001027,Not Available,Not Available,0,Not Available,366474078.2,Not Available,Not Available,Not Available,2947594.5,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0
1634063,Q420-0400244,143-10 Springfield Gardens,Not Available,4.4,Not Available,4916009.8,Not Available,Not Available,Not Available,Not Available,20627480.1,125.2,15617473.1,1963,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-26.9,Not Available,Whole Building,Not Available,0,Not Available,,4280845,Not Available,Not Available,0,Not Available,29647564.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634397,X021-0200055,715 East 225th Street,Not Available,3.9,Not Available,1201024,Not Available,Not Available,Not Available,Not Available,6511214.9,114.4,4782960.2,1941,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-15.2,Not Available,Whole Building,Not Available,0.1,Not Available,12.0,2063435,Not Available,Not Available,0,Not Available,8747249.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633072,X058-0200093,459 East 176th Street,Not Available,4.1,Not Available,1054171.5,Not Available,Not Available,Not Available,Not Available,5023422.4,114.0,Not Available,1920,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-18,Not Available,Whole Building,Not Available,0,Not Available,15.0,2009540,Not Available,Not Available,0,Not Available,6967190.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633510,X033-0200071,2424 Jerome Avenue,Not Available,4.9,Not Available,1393187.8,Not Available,Not Available,Not Available,Not Available,4886334.6,115.6,Not Available,1900,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-24.9,Not Available,Whole Building,Not Available,0,Not Available,14.0,2014099,Not Available,Not Available,0,Not Available,7460587.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633958,X460-0201311,244 East 163rd Street,Not Available,18.9,Not Available,8757921.5,Not Available,Not Available,Not Available,Not Available,13536804.8,142.3,Not Available,2002,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,53.1,Not Available,Whole Building,Not Available,0.3,Not Available,16.0,2109459,Not Available,Not Available,0,Not Available,29503575.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1467490,595 Madison Avenue,595 Madison Avenue,Not Available,12.2,Not Available,14009399.1,04/05/2019 01:38 PM EDT,6663.6,Not Available,0,26840281.1,167.3,Not Available,1929,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-1.9,Not Available,Whole Building,6663.6,Not Available,Not Available,4.0,1036061,Not Available,Not Available,0,Not Available,54422056,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633102,K152-0300154,725 East 23rd Street,Not Available,9.1,Not Available,5736254,Not Available,Not Available,Not Available,Not Available,19084368.2,123.9,Not Available,1907,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,29.4,Not Available,Whole Building,Not Available,0.6,Not Available,45.0,3205780,Not Available,Not Available,0,Not Available,29993260.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634018,K320-0300308,46 McKeever Place,Not Available,4.9,Not Available,3138357.6,Not Available,Not Available,Not Available,Not Available,12155306,104.2,Not Available,1968,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-10.5,Not Available,Whole Building,Not Available,0,Not Available,35.0,3034356,Not Available,Not Available,0,Not Available,17894535.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634069,Q690-0401483,116-01 Guy Brewer Boulevard,Not Available,15.7,Not Available,10596307.2,Not Available,Not Available,Not Available,Not Available,16332947.5,113.3,Not Available,2001,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,59.7,Not Available,Whole Building,Not Available,0.2,Not Available,28.0,4464077,Not Available,Not Available,0,Not Available,35654492.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
