beds_number,community_school_sup_name,administrative_district_name,open_date,principal_name,admin_district_location_code,:@computed_region_92fq_4b7q,census_tract,field_support_center_name,location_1,Career Technical with ats_system_code,General Academic with ats_system_code,Transfer School with ats_system_code
320900010555,"RODRIGUEZ-ROSARIO, LETICIA",COMMUNITY SCHOOL DISTRICT 09,2012-07-01T00:00:00.000,Jacqueline Radoslovich,X809,29,20900,Field Support Center - Bronx,"{'latitude': '40.842503', 'longitude': '-73.916084', 'human_address': '{""address"": ""1501 JEROME AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10452""}'}",,09X555      ,
320800010100,"AMES, KAREN",COMMUNITY SCHOOL DISTRICT 08,1961-07-01T00:00:00.000,CHAD ALTMAN,X808,31,4200,Field Support Center - Bronx,"{'latitude': '40.822552', 'longitude': '-73.86276', 'human_address': '{""address"": ""800 TAYLOR AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10473""}'}",,08X100      ,
310600011468,"RAMIREZ, MANUEL",COMMUNITY SCHOOL DISTRICT 06,1999-05-11T00:00:00.000,Javier Trejo,M806,39,27700,Field Support Center - Manhattan,"{'latitude': '40.856532', 'longitude': '-73.92606', 'human_address': '{""address"": ""549 AUDUBON AVENUE"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10040""}'}",,06M468      ,
331400011610,,,1938-07-01T00:00:00.000,Kevin Bryant,HS09,38,51700,Field Support Center - Brooklyn North,"{'latitude': '40.721448', 'longitude': '-73.953328', 'human_address': '{""address"": ""50 BEDFORD AVENUE"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11222""}'}",14K610      ,,
310600011540,,,1926-07-01T00:00:00.000,David Fanning,HS07,36,21703,Field Support Center - Manhattan,"{'latitude': '40.8185', 'longitude': '-73.949929', 'human_address': '{""address"": ""443 WEST 135 STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10031""}'}",,06M540      ,
331400010126,"WINNICKI, ALICJA",COMMUNITY SCHOOL DISTRICT 14,1966-07-01T00:00:00.000,MARIA ORTEGA,K814,38,49900,Field Support Center - Brooklyn North,"{'latitude': '40.719818', 'longitude': '-73.947932', 'human_address': '{""address"": ""424 LEONARD STREET"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11222""}'}",,14K126      ,
310600010192,"RAMIREZ, MANUEL",COMMUNITY SCHOOL DISTRICT 06,1952-07-01T00:00:00.000,Hilduara Abreu,M806,23,22301,Field Support Center - Manhattan,"{'latitude': '40.82051', 'longitude': '-73.952023', 'human_address': '{""address"": ""500 WEST 138 STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10031""}'}",,06M192      ,
331900010213,THOMAS MCBRYDE JR,COMMUNITY SCHOOL DISTRICT 19,1939-07-01T00:00:00.000,Stanley Moise,K819,25,110400,Field Support Center - Brooklyn North,"{'latitude': '40.659845', 'longitude': '-73.889968', 'human_address': '{""address"": ""580 HEGEMAN AVENUE"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11207""}'}",,19K213      ,
331900010158,THOMAS MCBRYDE JR,COMMUNITY SCHOOL DISTRICT 19,1909-07-01T00:00:00.000,AUDREY WILSON,K819,37,115000,Field Support Center - Brooklyn North,"{'latitude': '40.67259', 'longitude': '-73.885214', 'human_address': '{""address"": ""400 ASHFORD STREET"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11207""}'}",,19K158      ,
321100010078,"ROSS PORTER, MEISHA",COMMUNITY SCHOOL DISTRICT 11,1924-07-01T00:00:00.000,CLAUDINA SKERRITT,X10C,2,38600,Field Support Center - Bronx,"{'latitude': '40.878474', 'longitude': '-73.850563', 'human_address': '{""address"": ""1400 NEEDHAM AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10469""}'}",,11X078      ,
331500011592,,,2007-07-01T00:00:00.000,WINSTON HAMANN,HS07,38,3900,Affinity Group,"{'latitude': '40.686147', 'longitude': '-73.979829', 'human_address': '{""address"": ""362 SCHERMERHORN STREET"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11217""}'}",,15K592      ,
310300010421,"ALTSCHUL, ILENE",COMMUNITY SCHOOL DISTRICT 03,2009-07-01T00:00:00.000,Carland Washington,M803,23,18900,Field Support Center - Manhattan,"{'latitude': '40.799098', 'longitude': '-73.965611', 'human_address': '{""address"": ""150 WEST 105 STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10025""}'}",,03M421      ,
332000010205,"COSTANTINO, KARINA",COMMUNITY SCHOOL DISTRICT 20,1925-07-01T00:00:00.000,BETH GRATER,K820,45,25600,Field Support Center - Brooklyn South,"{'latitude': '40.614737', 'longitude': '-73.986792', 'human_address': '{""address"": ""6701 20 AVENUE"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11204""}'}",,20K205      ,
321000010032,"HULLA, MARIBEL",COMMUNITY SCHOOL DISTRICT 10,1899-07-01T00:00:00.000,Rebecca Lew,X810,22,39100,Field Support Center - Bronx,"{'latitude': '40.851724', 'longitude': '-73.88622', 'human_address': '{""address"": ""690 EAST 183 STREET"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10458""}'}",,10X032      ,
310100010063,"PHILLIPS, DANIELLA",COMMUNITY SCHOOL DISTRICT 01,1905-07-01T00:00:00.000,DARLENE CAMERON,M801,50,3200,Field Support Center - Manhattan,"{'latitude': '40.72444', 'longitude': '-73.986214', 'human_address': '{""address"": ""121 EAST 3 STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10009""}'}",,01M063      ,
321100010076,"ROSS PORTER, MEISHA",COMMUNITY SCHOOL DISTRICT 11,1932-07-01T00:00:00.000,DARLENE TERON,X10C,2,34200,Field Support Center - Bronx,"{'latitude': '40.869059', 'longitude': '-73.860928', 'human_address': '{""address"": ""900 ADEE AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10469""}'}",,11X076      ,
342400011744,,,2008-07-01T00:00:00.000,Nicholas Bleiberg,HS08,5,46300,Affinity Group,"{'latitude': '40.743228', 'longitude': '-73.871505', 'human_address': '{""address"": ""45-10 94TH STREET"", ""city"": ""QUEENS"", ""state"": ""NY"", ""zip"": ""11373""}'}",,,24Q744      
320800010069,"AMES, KAREN",COMMUNITY SCHOOL DISTRICT 08,1924-07-01T00:00:00.000,Sheila Durant,X808,31,1600,Field Support Center - Bronx,"{'latitude': '40.8167', 'longitude': '-73.86046', 'human_address': '{""address"": ""560 THIERIOT AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10473""}'}",,08X069      ,
331300011553,,,2003-07-01T00:00:00.000,Charon Hall,HS10,49,24900,Field Support Center - Brooklyn North,"{'latitude': '40.684654', 'longitude': '-73.947873', 'human_address': '{""address"": ""832 MARCY AVENUE"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11216""}'}",,,13K553      
321200010129,"ESPINAL PACHECO, RAFAELA",COMMUNITY SCHOOL DISTRICT 12,1971-07-01T00:00:00.000,Raymond Granda,X812,22,37100,Field Support Center - Bronx,"{'latitude': '40.846128', 'longitude': '-73.886721', 'human_address': '{""address"": ""2055 MAPES AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10460""}'}",,12X129      ,
321100010016,"ROSS PORTER, MEISHA",COMMUNITY SCHOOL DISTRICT 11,1909-07-01T00:00:00.000,Eduardo Calderon,X10C,40,41400,Field Support Center - Bronx,"{'latitude': '40.902311', 'longitude': '-73.854231', 'human_address': '{""address"": ""4550 CARPENTER AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10470""}'}",,11X016      ,
32110001129900.00%,,,2004-09-08T00:00:00.000,Sandra Burgos,HS08,12,32400,Affinity Group,"{'latitude': '40.860443', 'longitude': '-73.860729', 'human_address': '{""address"": ""925 ASTOR AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10469""}'}",,11X299      ,
331600010267,"AMON, RAHESHA",COMMUNITY SCHOOL DISTRICT 16,1999-07-01T00:00:00.000,PATRICIA KING,K816,49,29300,Field Support Center - Brooklyn North,"{'latitude': '40.68797', 'longitude': '-73.932066', 'human_address': '{""address"": ""800 GATES AVENUE"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11221""}'}",,16K267      ,
331800010115,"WILKINS, BEVERLY",COMMUNITY SCHOOL DISTRICT 18,1922-07-01T00:00:00.000,Loren Borgese,K818,8,100800,Field Support Center - Brooklyn South,"{'latitude': '40.634861', 'longitude': '-73.897896', 'human_address': '{""address"": ""1500 EAST 92 STREET"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11236""}'}",,18K115      ,
310100010188,"PHILLIPS, DANIELLA",COMMUNITY SCHOOL DISTRICT 01,1904-07-01T00:00:00.000,Suany Ramos,M801,50,2000,Field Support Center - Manhattan,"{'latitude': '40.719888', 'longitude': '-73.97738', 'human_address': '{""address"": ""442 EAST HOUSTON STREET"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10002""}'}",,01M188      ,
331700011489,,,1999-07-01T00:00:00.000,Catherine Hartnett,HS10,48,32300,Field Support Center - Brooklyn South,"{'latitude': '40.669561', 'longitude': '-73.955188', 'human_address': '{""address"": ""402 EASTERN PARKWAY"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11225""}'}",,,17K489      
310500010092,"RUX, DANIKA",COMMUNITY SCHOOL DISTRICT 05,1966-07-01T00:00:00.000,ROSA DAVILA,M805,36,22600,Field Support Center - Manhattan,"{'latitude': '40.814917', 'longitude': '-73.945838', 'human_address': '{""address"": ""222 WEST 134 STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10030""}'}",,05M092      ,
310100010361,"PHILLIPS, DANIELLA",COMMUNITY SCHOOL DISTRICT 01,1999-07-01T00:00:00.000,MARIA VELEZ CLARKE,M801,50,2800,Field Support Center - Manhattan,"{'latitude': '40.727537', 'longitude': '-73.978254', 'human_address': '{""address"": ""610 EAST 12 STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10009""}'}",,01M361      ,
321000010077,"HULLA, MARIBEL",COMMUNITY SCHOOL DISTRICT 10,2014-07-01T00:00:00.000,CAROLYN HEREDIA,X810,40,42500,Field Support Center - Bronx,"{'latitude': '40.872559', 'longitude': '-73.875375', 'human_address': '{""address"": ""3177 WEBSTER AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10467""}'}",,10X077      ,
331500010130,"SKOP, ANITA",COMMUNITY SCHOOL DISTRICT 15,1903-07-01T00:00:00.000,MARIA NUNZIATA,K815,27,50000,Field Support Center - Brooklyn North,"{'latitude': '40.648924', 'longitude': '-73.976053', 'human_address': '{""address"": ""70 OCEAN PARKWAY"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11218""}'}",,15K130      ,
320800010125,"AMES, KAREN",COMMUNITY SCHOOL DISTRICT 08,1952-07-01T00:00:00.000,Michael Collins,X808,31,4001,Field Support Center - Bronx,"{'latitude': '40.829153', 'longitude': '-73.857882', 'human_address': '{""address"": ""1111 PUGSLEY AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10472""}'}",,08X125      ,
3.21e+11,"HULLA, MARIBEL",COMMUNITY SCHOOL DISTRICT 10,1997-04-29T00:00:00.000,Gaby Flores,X810,29,26702,Field Support Center - Bronx,"{'latitude': '40.873659', 'longitude': '-73.900068', 'human_address': '{""address"": ""2865 CLAFLIN AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10468""}'}",,10X315      ,
320800010131,"AMES, KAREN",COMMUNITY SCHOOL DISTRICT 08,1966-07-01T00:00:00.000,Monique Mason,X808,31,4200,Field Support Center - Bronx,"{'latitude': '40.822925', 'longitude': '-73.859998', 'human_address': '{""address"": ""885 BOLTON AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10473""}'}",,08X131      ,
332000010264,"COSTANTINO, KARINA",COMMUNITY SCHOOL DISTRICT 20,2010-07-01T00:00:00.000,Patrice Edison,K820,44,6000,Field Support Center - Brooklyn South,"{'latitude': '40.621025', 'longitude': '-74.029444', 'human_address': '{""address"": ""371 89th Street"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11209""}'}",,20K264      ,
342700010273,"BARTON, MARY",COMMUNITY SCHOOL DISTRICT 27,2010-07-01T00:00:00.000,BRENDA WARD,Q827,41,2800,Field Support Center - Queens South,"{'latitude': '40.693613', 'longitude': '-73.844335', 'human_address': '{""address"": ""88-07 102ND STREET"", ""city"": ""QUEENS"", ""state"": ""NY"", ""zip"": ""11418""}'}",,27Q273      ,
332000010179,"COSTANTINO, KARINA",COMMUNITY SCHOOL DISTRICT 20,1915-07-01T00:00:00.000,BERNEL CONNELLY THOMAS,K820,27,48800,Field Support Center - Brooklyn South,"{'latitude': '40.640127', 'longitude': '-73.97726', 'human_address': '{""address"": ""202 AVENUE C"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11218""}'}",,20K179      ,
310200011376,,,2008-07-01T00:00:00.000,Isora Bailey,HS04,10,3700,Field Support Center - Manhattan,"{'latitude': '40.72463', 'longitude': '-74.005058', 'human_address': '{""address"": ""131 AVENUE OF THE AMERICAS"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10013""}'}",,02M376      ,
321000011243,,,2004-09-08T00:00:00.000,WILPER MORALES,HS08,22,38700,Affinity Group,"{'latitude': '40.859466', 'longitude': '-73.888625', 'human_address': '{""address"": ""500 EAST FORDHAM ROAD"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10458""}'}",,10X243      ,
310200011531,,,1996-06-05T00:00:00.000,Michael Fram,HS04,51,11900,Field Support Center - Manhattan,"{'latitude': '40.756089', 'longitude': '-73.984381', 'human_address': '{""address"": ""123 WEST 43 STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10036""}'}",,02M531      ,
310600011462,"RAMIREZ, MANUEL",COMMUNITY SCHOOL DISTRICT 06,1999-05-11T00:00:00.000,Timothy Sigerson,M806,39,27700,Field Support Center - Manhattan,"{'latitude': '40.856532', 'longitude': '-73.92606', 'human_address': '{""address"": ""549 AUDUBON AVENUE"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10040""}'}",,06M462      ,
321200010066,"ESPINAL PACHECO, RAFAELA",COMMUNITY SCHOOL DISTRICT 12,1924-07-01T00:00:00.000,Kevin Goodman,X812,43,15700,Field Support Center - Bronx,"{'latitude': '40.831493', 'longitude': '-73.88654', 'human_address': '{""address"": ""1001 JENNINGS STREET"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10460""}'}",,12X066      ,
320900010454,"RODRIGUEZ-ROSARIO, LETICIA",COMMUNITY SCHOOL DISTRICT 09,2009-07-01T00:00:00.000,Dr. PATRICK AWOSOGBA,X809,42,18302,Field Support Center - Bronx,"{'latitude': '40.828009', 'longitude': '-73.917705', 'human_address': '{""address"": ""250 EAST 164 STREET"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10456""}'}",,09X454      ,
310600010189,"RAMIREZ, MANUEL",COMMUNITY SCHOOL DISTRICT 06,1923-07-01T00:00:00.000,ROSALINA PEREZ,M806,39,27700,Field Support Center - Manhattan,"{'latitude': '40.853045', 'longitude': '-73.928048', 'human_address': '{""address"": ""2580 AMSTERDAM AVENUE"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10040""}'}",,06M189      ,
310400010377,"ESTRELLA, ALEXANDRA",COMMUNITY SCHOOL DISTRICT 04,2008-07-01T00:00:00.000,Brian Bradley,M804,35,18800,Field Support Center - Manhattan,"{'latitude': '40.797507', 'longitude': '-73.935895', 'human_address': '{""address"": ""319 EAST 117 STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10035""}'}",,04M377      ,
310300011479,,,1996-06-05T00:00:00.000,RUTH LACEY,HS12,10,12900,Affinity Group,"{'latitude': '40.760858', 'longitude': '-73.996262', 'human_address': '{""address"": ""522 WEST 44TH STREET"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10036""}'}",,03M479      ,
332000010170,"COSTANTINO, KARINA",COMMUNITY SCHOOL DISTRICT 20,1915-07-01T00:00:00.000,ZHEN WU,K820,44,13400,Field Support Center - Brooklyn South,"{'latitude': '40.630373', 'longitude': '-74.018719', 'human_address': '{""address"": ""619 72ND STREET"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11209""}'}",,20K170      ,
320700010043,"ALVAREZ, ELISA",COMMUNITY SCHOOL DISTRICT 07,1906-07-01T00:00:00.000,DR. GIOVANNA DELUCCHI,X807,35,2500,Field Support Center - Bronx,"{'latitude': '40.806452', 'longitude': '-73.921593', 'human_address': '{""address"": ""165 BROWN PLACE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10454""}'}",,07X043      ,
321000010280,"HULLA, MARIBEL",COMMUNITY SCHOOL DISTRICT 10,1988-06-10T00:00:00.000,JAMES WEEKS,X810,40,41900,Field Support Center - Bronx,"{'latitude': '40.876819', 'longitude': '-73.881245', 'human_address': '{""address"": ""3202 STEUBEN AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10467""}'}",,10X280      ,
321200011682,,,1994-09-01T00:00:00.000,Jeffrey Palladino,HS12,43,15700,Affinity Group,"{'latitude': '40.831212', 'longitude': '-73.885804', 'human_address': '{""address"": ""1021 JENNINGS STREET"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10460""}'}",,12X682      ,
310200011551,,,2010-07-01T00:00:00.000,JEFFREY CHETIRKO,HS03,32,500,Affinity Group,"{'latitude': '40.689493', 'longitude': '-74.018941', 'human_address': '{""address"": ""10 SOUTH STREET, SLIP 7"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10004""}'}",02M551      ,,
310400010964,"ESTRELLA, ALEXANDRA",COMMUNITY SCHOOL DISTRICT 04,1999-07-01T00:00:00.000,NAOMI SMITH,M804,35,16800,Field Support Center - Manhattan,"{'latitude': '40.792302', 'longitude': '-73.951425', 'human_address': '{""address"": ""19 EAST 103 STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10029""}'}",,04M964      ,
320900010035,"RODRIGUEZ-ROSARIO, LETICIA",COMMUNITY SCHOOL DISTRICT 09,1903-07-01T00:00:00.000,GRACIELA NAVARRO,X809,42,18302,Field Support Center - Bronx,"{'latitude': '40.828009', 'longitude': '-73.917705', 'human_address': '{""address"": ""261 EAST 163 STREET"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10451""}'}",,09X035      ,
331500010230,"SKOP, ANITA",COMMUNITY SCHOOL DISTRICT 15,1930-07-01T00:00:00.000,Maria Della Ragione,K815,27,49800,Field Support Center - Brooklyn North,"{'latitude': '40.645609', 'longitude': '-73.980515', 'human_address': '{""address"": ""1 ALBEMARLE ROAD"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11218""}'}",,15K230      ,
321100010194,"ROSS PORTER, MEISHA",COMMUNITY SCHOOL DISTRICT 11,2003-07-01T00:00:00.000,Rosa Sifuentes-Rosado,X10C,31,9600,Field Support Center - Bronx,"{'latitude': '40.83541', 'longitude': '-73.846594', 'human_address': '{""address"": ""2365 WATERBURY AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10462""}'}",,11X194      ,
310200011615,,,1905-07-01T00:00:00.000,Jaivelle Reed,HS04,10,3700,Field Support Center - Manhattan,"{'latitude': '40.72463', 'longitude': '-74.005058', 'human_address': '{""address"": ""131 AVENUE OF THE AMERICAS"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10013""}'}",02M615      ,,
321000011437,,,2001-07-01T00:00:00.000,IRIS BLIGE,HS02,22,38700,Field Support Center - Bronx,"{'latitude': '40.859466', 'longitude': '-73.888625', 'human_address': '{""address"": ""500 EAST FORDHAM ROAD"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10458""}'}",,10X437      ,
331400010016,"WINNICKI, ALICJA",COMMUNITY SCHOOL DISTRICT 14,1918-07-01T00:00:00.000,MARY RENNY,K814,38,53500,Field Support Center - Brooklyn North,"{'latitude': '40.706069', 'longitude': '-73.962049', 'human_address': '{""address"": ""157 WILSON STREET"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11211""}'}",,14K016      ,
310600010178,"RAMIREZ, MANUEL",COMMUNITY SCHOOL DISTRICT 06,2001-07-01T00:00:00.000,DEIRDRE BUDD,M806,39,28300,Field Support Center - Manhattan,"{'latitude': '40.85924', 'longitude': '-73.928301', 'human_address': '{""address"": ""12-18 ELLWOOD STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10040""}'}",,06M178      ,
310300010145,"ALTSCHUL, ILENE",COMMUNITY SCHOOL DISTRICT 03,1961-07-01T00:00:00.000,Dr. Natalia Russo,M803,23,18900,Field Support Center - Manhattan,"{'latitude': '40.799098', 'longitude': '-73.965611', 'human_address': '{""address"": ""150 WEST 105 STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10025""}'}",,03M145      ,
321200010286,"ESPINAL PACHECO, RAFAELA",COMMUNITY SCHOOL DISTRICT 12,2005-07-01T00:00:00.000,Abbey Wilson,X812,43,15700,Field Support Center - Bronx,"{'latitude': '40.831493', 'longitude': '-73.88654', 'human_address': '{""address"": ""1001 JENNINGS STREET"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10460""}'}",,12X286      ,
331500011423,,,2011-07-01T00:00:00.000,Alona Cohen,HS10,38,4300,Field Support Center - Brooklyn North,"{'latitude': '40.690007', 'longitude': '-73.989369', 'human_address': '{""address"": ""112 SCHERMERHORN STREET"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11201""}'}",,,15K423      
331700010092,"ELLIS, CLARENCE",COMMUNITY SCHOOL DISTRICT 17,1906-07-01T00:00:00.000,John Samerson,K817,11,80200,Field Support Center - Brooklyn South,"{'latitude': '40.656276', 'longitude': '-73.95381', 'human_address': '{""address"": ""601 PARKSIDE AVENUE"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11226""}'}",,17K092      ,
310200010126,"LABOY, BONNIE",COMMUNITY SCHOOL DISTRICT 02,1966-07-01T00:00:00.000,Carlos Romero,M802,32,2500,Field Support Center - Manhattan,"{'latitude': '40.710651', 'longitude': '-73.99742', 'human_address': '{""address"": ""80 CATHERINE STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10038""}'}",,02M126      ,
331300010009,"FREEMAN, BARBARA",COMMUNITY SCHOOL DISTRICT 13,1957-07-01T00:00:00.000,DENITA KELLMAN DAVILAR,K813,48,20500,Field Support Center - Brooklyn North,"{'latitude': '40.678554', 'longitude': '-73.966333', 'human_address': '{""address"": ""80 UNDERHILL AVENUE"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11238""}'}",,13K009      ,
310200011425,,,1996-06-05T00:00:00.000,Philip Santos,HS04,32,1300,Field Support Center - Manhattan,"{'latitude': '40.708971', 'longitude': '-74.012465', 'human_address': '{""address"": ""90 TRINITY PLACE"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10006""}'}",,02M425      ,
310600011346,,,2006-07-01T00:00:00.000,MARK HOUSE,HS07,23,24100,Affinity Group,"{'latitude': '40.833695', 'longitude': '-73.942074', 'human_address': '{""address"": ""504 WEST 158TH STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10032""}'}",,06M346      ,
321200010372,,,2007-07-01T00:00:00.000,Astrid Jacobo,HS03,43,36300,Affinity Group,"{'latitude': '40.843781', 'longitude': '-73.884192', 'human_address': '{""address"": ""2024 MOHEGAN AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10460""}'}",,12X372      ,
321100011508,,,2011-07-01T00:00:00.000,Carolyne Quintana,HS02,12,32400,Field Support Center - Bronx,"{'latitude': '40.860443', 'longitude': '-73.860729', 'human_address': '{""address"": ""925 ASTOR AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10469""}'}",,11X508      ,
320800010123,"AMES, KAREN",COMMUNITY SCHOOL DISTRICT 08,1953-07-01T00:00:00.000,RICHARD HALLENBECK JR,X808,31,4800,Field Support Center - Bronx,"{'latitude': '40.824989', 'longitude': '-73.874162', 'human_address': '{""address"": ""1025 MORRISON AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10472""}'}",,08X123      ,
331800010211,"WILKINS, BEVERLY",COMMUNITY SCHOOL DISTRICT 18,1958-07-01T00:00:00.000,Carolyn James,K818,8,98800,Field Support Center - Brooklyn South,"{'latitude': '40.642931', 'longitude': '-73.895224', 'human_address': '{""address"": ""1001 EAST 100 STREET"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11236""}'}",,18K211      ,
331900010273,THOMAS MCBRYDE JR,COMMUNITY SCHOOL DISTRICT 19,1952-07-01T00:00:00.000,MELESSA AVERY,K819,25,107800,Field Support Center - Brooklyn North,"{'latitude': '40.6585', 'longitude': '-73.879276', 'human_address': '{""address"": ""923 JEROME STREET"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11207""}'}",,19K273      ,
331300010056,"FREEMAN, BARBARA",COMMUNITY SCHOOL DISTRICT 13,1966-07-01T00:00:00.000,ERIC GRANDE,K813,48,23100,Field Support Center - Brooklyn North,"{'latitude': '40.684286', 'longitude': '-73.960536', 'human_address': '{""address"": ""170 GATES AVENUE"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11238""}'}",,13K056      ,
310200010290,"LABOY, BONNIE",COMMUNITY SCHOOL DISTRICT 02,1999-07-01T00:00:00.000,Doreen Esposito,M802,1,13800,Field Support Center - Manhattan,"{'latitude': '40.775181', 'longitude': '-73.952777', 'human_address': '{""address"": ""311 EAST 82 STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10028""}'}",,02M290      ,
310300010199,"ALTSCHUL, ILENE",COMMUNITY SCHOOL DISTRICT 03,1963-07-01T00:00:00.000,Louise Xerri,M803,19,15500,Field Support Center - Manhattan,"{'latitude': '40.777603', 'longitude': '-73.984423', 'human_address': '{""address"": ""270 WEST 70 STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10023""}'}",,03M199      ,
310600010173,"RAMIREZ, MANUEL",COMMUNITY SCHOOL DISTRICT 06,1926-07-01T00:00:00.000,RACHAEL GARCIA,M806,39,26300,Field Support Center - Manhattan,"{'latitude': '40.845459', 'longitude': '-73.939785', 'human_address': '{""address"": ""306 FORT WASHINGTON AVENUE"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10033""}'}",,06M173      ,
321200010190,"ESPINAL PACHECO, RAFAELA",COMMUNITY SCHOOL DISTRICT 12,2001-07-01T00:00:00.000,Castella Mckenzie,X812,43,15300,Field Support Center - Bronx,"{'latitude': '40.836156', 'longitude': '-73.892784', 'human_address': '{""address"": ""1550 CROTONA PARK EAST"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10460""}'}",,12X190      ,
