property_id,hospital_general_medical_1,council_district,_3rd_largest_property_use_1,last_modified_date_property_1,primary_property_type,report_year,last_modified_date_gas_meters,nta2020,multifamily_housing_percent,percent_of_electricity_that,estimated_data_flag_natural,adult_education_gross_floor,data_center_pdu_input_meter,multifamily_housing_number_1,office_worker_density_number,avoided_emissions_onsite,multifamily_housing_number_3,urgent_care_clinic_other,residence_hall_dormitory,museum_gross_floor_area_ft,financial_office_gross_floor,occupancy,avoided_emissions_offsite,pre_school_daycare_gross,electricity_use_grid_purchase_3,electricity_weather_normalized_1,hospital_general_medical_2,alert_water_meter_has_less,estimated_data_flag_fuel_1,data_center_cooling_equipment,number_of_active_energy_meters_1,largest_property_use_type,college_university_gross,office_number_of_computers,food_service_gross_floor,performing_arts_gross_floor,multifamily_housing_number_6,wholesale_club_supercenter_1,medical_office_percent_that_1,source_energy_use_kbtu,estimated_data_flag_1,multifamily_housing_number_4,annual_maximum_demand_kw,data_center_it_energy,parking_partially_enclosed,national_median_reference,alert_energy_meter_has_less,energy_star_certification,multifamily_housing_number,natural_gas_weather_normalized,distribution_center_gross,multifamily_housing_resident
8705078,Not Available,9.0,Not Available,2020-04-14T00:00:00.000,Multifamily Housing,2022,2023-03-10T00:00:00.000,MN1102,80,0,No,Not Available,Not Available,0.85075,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,491914.9,5.2,Not Available,Ok,Not Available,Not Available,8,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,5,Not Available,Not Available,1909816.6,Not Available,0,Not Available,Not Available,0,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,23,5071,Not Available,No specific resident population
16853280,Not Available,34.0,Not Available,2022-03-22T00:00:00.000,Multifamily Housing,2022,2023-01-07T00:00:00.000,BK0102,100,0,No,Not Available,Not Available,0.86941,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,1105068.3,32,Not Available,Ok,Not Available,Not Available,5,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,3374226.4,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,30,2748,Not Available,No specific resident population
2651971,Not Available,27.0,Not Available,2016-05-10T00:00:00.000,Multifamily Housing,2022,2023-01-07T00:00:00.000,QN1201,100,0,No,Not Available,Not Available,1.7377,Not Available,Not Available,6,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,840744.4,13.5,Not Available,Ok,Not Available,Not Available,5,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,53,Not Available,Not Available,4166698.9,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,106,17502.7,Not Available,Not Available
9125538,Not Available,2.0,Not Available,2021-04-12T00:00:00.000,Office,2022,,MN0202,Not Available,0,Not Available,Not Available,Not Available,Not Available,6.67438,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,128919,1.5,Not Available,Ok,No,Not Available,4,Office,Not Available,150,Not Available,Not Available,Not Available,Not Available,Not Available,660779.6,Not Available,Not Available,Not Available,Not Available,Not Available,CBECS - Office & Bank/Financial,Ok,Not Available,Not Available,Not Available,Not Available,Not Available
26404724,Not Available,21.0,Not Available,2023-04-13T00:00:00.000,Hotel,2022,2023-04-24T00:00:00.000,QN0302,Not Available,0,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,75,0,Not Available,3823442.8,7.2,Not Available,Ok,Not Available,Not Available,3,Hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,14883056.8,Not Available,Not Available,Not Available,Not Available,Not Available,CBECS - Hotel & Motel/Inn,Ok,Not Available,Not Available,39785,Not Available,Not Available
2734750,Not Available,45.0,Not Available,2022-05-23T00:00:00.000,Multifamily Housing,2022,2023-04-14T00:00:00.000,BK1403,100,0,No,Not Available,Not Available,0.71702,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,1080675.9,2.5,Not Available,Ok,Not Available,Not Available,5,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,89,Not Available,Not Available,9419972.2,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,89,62001.7,Not Available,Not Available
9613249,Not Available,36.0,Not Available,2020-01-27T00:00:00.000,Multifamily Housing,2022,2023-04-29T00:00:00.000,BK0302,60,0,No,Not Available,Not Available,1.30612,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,455648.7,2.6,Not Available,Ok,Not Available,Not Available,3,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,18,Not Available,Not Available,3733971.5,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,64,24583.7,Not Available,No specific resident population
26640207,Not Available,8.0,Not Available,2023-04-24T00:00:00.000,Multifamily Housing,2022,2023-04-26T00:00:00.000,BX0101,100,0,No,Not Available,Not Available,0.77399,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,90,0,Not Available,447040.2,4.1,Not Available,Unable to Check (not enough data),Not Available,Not Available,17,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,2044777.7,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,24,7638,Not Available,Not Available
21110109,Not Available,39.0,Not Available,2022-05-17T00:00:00.000,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",2022,2023-04-10T00:00:00.000,BK0601,Not Available,0,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,732587.1,5.3,Not Available,Unable to Check (not enough data),Not Available,Not Available,6,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4607258.9,Not Available,Not Available,Not Available,Not Available,Not Available,CBECS - Service,Ok,Not Available,Not Available,24773.7,Not Available,Not Available
2719851,Not Available,4.0,Not Available,2020-03-23T00:00:00.000,Multifamily Housing,2022,2023-03-27T00:00:00.000,MN0802,90,0,No,Not Available,Not Available,1.29864,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,6098271,13.8,Not Available,Ok,Not Available,Not Available,10,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,26686753.9,Not Available,60,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,159,95928.6,Not Available,Not Available
20314579,Not Available,14.0,Not Available,2022-04-08T00:00:00.000,Multifamily Housing,2022,2023-03-03T00:00:00.000,BX0501,100,0,No,Not Available,Not Available,1.42593,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,90,0,Not Available,641568.6,11.7,Not Available,Unable to Check (not enough data),Not Available,Not Available,8,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,49,Not Available,Not Available,4089172.2,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,77,22689.4,Not Available,Not Available
19492040,Not Available,,Not Available,2022-01-29T00:00:00.000,Office,2022,,,100,Not Available,Not Available,Not Available,Not Available,1.11111,0.38976,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,90,Not Available,Not Available,Not Available,Not Available,Not Available,Unable to Check (not enough data),Not Available,Not Available,0,Office,Not Available,5,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,CBECS - Office & Bank/Financial,Unable to Check (not enough data),Not Available,4,Not Available,Not Available,Not Available
2771702,Not Available,35.0,Not Available,2020-06-29T00:00:00.000,Multifamily Housing,2022,2019-04-14T00:00:00.000,BK0802,0,0,No,Not Available,Not Available,1.02558,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,1305322,2.5,Not Available,Ok,No,Not Available,9,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,108,Not Available,Not Available,12337982,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,153,86863.6,Not Available,No specific resident population
16761950,Not Available,39.0,Not Available,2022-03-22T00:00:00.000,Office,2022,2023-02-22T00:00:00.000,BK0601,Not Available,0,No,Not Available,Not Available,Not Available,3.28407,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,90,0,Not Available,822650.3,25.9,Not Available,Unable to Check (not enough data),Not Available,Not Available,3,Office,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,3972395.9,Not Available,Not Available,Not Available,Not Available,Not Available,CBECS - Office & Bank/Financial,Ok,Not Available,Not Available,17055.1,3526,Not Available
6414946,Not Available,30.0,Not Available,2021-06-10T00:00:00.000,Non-Refrigerated Warehouse,2022,2023-04-07T00:00:00.000,QN0501,Not Available,0,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,50,0,Not Available,70973,0.4,Not Available,Ok,Not Available,Not Available,3,Non-Refrigerated Warehouse,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,670384.4,Not Available,Not Available,Not Available,Not Available,Not Available,CBECS - Non-Refrigerated Warehouse,Ok,Not Available,Not Available,4781,Not Available,Not Available
15288692,Not Available,34.0,Not Available,2022-05-15T00:00:00.000,Multifamily Housing,2022,2023-04-07T00:00:00.000,BK0102,100,0,No,Not Available,Not Available,1.39535,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,456556.3,5,Not Available,Ok,Not Available,Not Available,3,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,29,Not Available,Not Available,3455637.5,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,36,21452.4,Not Available,Not Available
3762128,Not Available,2.0,Not Available,2021-04-05T00:00:00.000,Hotel,2022,2023-03-20T00:00:00.000,MN0202,Not Available,0,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,5322000.1,17.4,Not Available,Ok,Not Available,Not Available,4,Hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,19225272.8,Not Available,Not Available,Not Available,Not Available,Not Available,CBECS - Hotel & Motel/Inn,Ok,Not Available,Not Available,42173.6,Not Available,Not Available
17943839,Not Available,22.0,Not Available,2023-03-03T00:00:00.000,Refrigerated Warehouse,2022,2023-03-03T00:00:00.000,QN0101,Not Available,0,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,90,0,Not Available,237188.6,9.3,Not Available,Unable to Check (not enough data),Not Available,Not Available,2,Refrigerated Warehouse,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1063863,Not Available,Not Available,Not Available,Not Available,Not Available,CBECS - Refrigerated Warehouse,Ok,Not Available,Not Available,4046.1,Not Available,Not Available
2794327,Not Available,40.0,Not Available,2020-03-16T00:00:00.000,Multifamily Housing,2022,2023-04-07T00:00:00.000,BK1203,90,0,No,Not Available,Not Available,1.2175,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,1547406.8,3,Not Available,Possible Issue,Not Available,Not Available,5,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,114,Not Available,Not Available,14456419.4,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,170,102719.4,Not Available,No specific resident population
20405890,Not Available,35.0,Not Available,2022-05-02T00:00:00.000,Multifamily Housing,2022,2023-04-07T00:00:00.000,BK0204,100,0,No,Not Available,Not Available,1.71547,Not Available,Not Available,4,36500,Not Available,Not Available,Not Available,100,0,Not Available,5410200.3,10.6,Not Available,Ok,Not Available,Not Available,4,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,143,Not Available,Not Available,17598734.7,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,190,23826,Not Available,No specific resident population
12425849,Not Available,48.0,Not Available,2021-07-27T00:00:00.000,Multifamily Housing,2022,2023-03-15T00:00:00.000,BK1502,100,0,No,Not Available,Not Available,1.3665,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,298870.7,10.5,Not Available,Unable to Check (not enough data),Not Available,Not Available,3,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,18,Not Available,Not Available,1458018.1,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,39,6031.7,Not Available,Not Available
2797162,Not Available,39.0,Not Available,2020-03-11T00:00:00.000,Multifamily Housing,2022,2023-04-07T00:00:00.000,BK0601,90,0,No,Not Available,Not Available,0.70243,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,1178641.3,2.1,Not Available,Ok,Not Available,Not Available,6,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,114,Not Available,Not Available,9830670.6,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,114,64635.9,Not Available,No specific resident population
2771694,Not Available,44.0,Not Available,2020-03-27T00:00:00.000,Multifamily Housing,2022,2023-04-07T00:00:00.000,BK1202,0,0,No,Not Available,Not Available,1.24439,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,764042.3,3.2,Not Available,Possible Issue,Not Available,Not Available,5,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,72,Not Available,Not Available,6290283.3,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,84,41573.1,Not Available,No specific resident population
6349351,Not Available,40.0,Not Available,2018-05-18T00:00:00.000,Multifamily Housing,2022,2023-01-07T00:00:00.000,BK1401,100,0,No,Not Available,Not Available,1.40252,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,80,0,Not Available,401640.2,3.8,Not Available,Ok,Not Available,Not Available,4,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,36,Not Available,Not Available,3641022.4,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,42,24822.1,Not Available,No specific resident population
21694897,Not Available,3.0,Not Available,2023-03-14T00:00:00.000,Multifamily Housing,2022,2023-03-13T00:00:00.000,MN0203,100,0,No,Not Available,Not Available,2.2131,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,90,0,Not Available,894271.6,21.7,Not Available,Unable to Check (not enough data),Not Available,Not Available,13,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,89,Not Available,Not Available,5564500.6,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,89,29148,Not Available,Not Available
20634263,Not Available,7.0,Not Available,2022-04-11T00:00:00.000,Multifamily Housing,2022,2023-04-25T00:00:00.000,MN0703,0,0,No,Not Available,Not Available,1.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,672059.9,Not Available,Not Available,Ok,Not Available,Not Available,4,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,20,Not Available,Not Available,4899141.1,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,67.34,Not Available,Not Available,Not Available
21976564,Not Available,9.0,Not Available,2022-07-30T00:00:00.000,Worship Facility,2022,2023-04-18T00:00:00.000,MN1001,Not Available,0,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,455955.8,3,Not Available,Ok,Not Available,Not Available,2,Worship Facility,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1339151.3,Not Available,Not Available,Not Available,Not Available,Not Available,CBECS - Religious Worship,Ok,Not Available,Not Available,595,Not Available,Not Available
2750294,Not Available,11.0,Not Available,2020-03-16T00:00:00.000,Multifamily Housing,2022,2023-03-18T00:00:00.000,BX0703,90,0,No,Not Available,Not Available,1.35609,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,535394,2.6,Not Available,Ok,Not Available,Not Available,4,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,63,Not Available,Not Available,5166963,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,80,36066.9,Not Available,No specific resident population
6821273,Not Available,42.0,Not Available,2020-10-27T00:00:00.000,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",2022,2023-04-07T00:00:00.000,BK0503,Not Available,0,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,333755,2.7,Not Available,Ok,Not Available,Not Available,3,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1831529,Not Available,Not Available,Not Available,Not Available,Not Available,CBECS - Service,Ok,Not Available,Not Available,8850.9,Not Available,Not Available
21028414,Not Available,33.0,Not Available,2022-05-16T00:00:00.000,Multifamily Housing,2022,2023-04-07T00:00:00.000,BK0103,100,0,No,Not Available,Not Available,1.00494,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,2871699.6,8.8,Not Available,Unable to Check (not enough data),Not Available,Not Available,2,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,81,Not Available,Not Available,16221518.9,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,94,81813.3,Not Available,Not Available
9640050,Not Available,3.0,Not Available,2020-04-29T00:00:00.000,Multifamily Housing,2022,2023-03-10T00:00:00.000,MN0401,100,0,No,Not Available,Not Available,0.60272,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,1188065.2,10.4,Not Available,Ok,Not Available,Not Available,3,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,4587737.7,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,20,12452,Not Available,No specific resident population
2749787,Not Available,11.0,Not Available,2020-02-26T00:00:00.000,Multifamily Housing,2022,2023-03-18T00:00:00.000,BX1203,90,0,No,Not Available,Not Available,1.69082,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,919284.9,4.5,Not Available,Ok,Not Available,Not Available,6,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,80,Not Available,Not Available,2783577.8,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,98,2008.4,Not Available,No specific resident population
7164473,Not Available,14.0,Not Available,2023-04-24T00:00:00.000,Multifamily Housing,2022,2023-03-10T00:00:00.000,BX0502,0,0,No,Not Available,Not Available,1.30065,Not Available,Not Available,5,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,1238815.3,5.9,Not Available,Ok,No,Not Available,11,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,20,Not Available,Not Available,9063577.4,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,79,9659.9,Not Available,No specific resident population
2710809,Not Available,35.0,Not Available,2021-02-22T00:00:00.000,Multifamily Housing,2022,2023-04-03T00:00:00.000,BK0801,100,0,No,Not Available,Not Available,1.53935,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,1485393.7,3.1,Not Available,Ok,Not Available,Not Available,5,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,104,Not Available,Not Available,19287728.9,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,213,148840.6,Not Available,Not Available
24774642,Not Available,35.0,Not Available,2023-02-01T00:00:00.000,Multifamily Housing,2022,2023-04-16T00:00:00.000,BK0802,100,0,No,Not Available,Not Available,1.38197,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,95,0,Not Available,473643.6,2.7,Not Available,Unable to Check (not enough data),Not Available,Not Available,6,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,38,Not Available,Not Available,1577887,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,71,2397,Not Available,Not Available
16861481,Not Available,1.0,Not Available,2022-04-09T00:00:00.000,Multifamily Housing,2022,2023-03-03T00:00:00.000,MN0201,100,0,No,Not Available,Not Available,2.29885,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,80,0,Not Available,340149.1,8.6,Not Available,Unable to Check (not enough data),Not Available,Not Available,5,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,23,Not Available,Not Available,967957.5,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,26,148,Not Available,Not Available
2803710,Not Available,20.0,Not Available,2020-03-13T00:00:00.000,Multifamily Housing,2022,2023-04-09T00:00:00.000,QN0707,90,0,No,Not Available,Not Available,0.85001,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,2000653.5,4.4,Not Available,Ok,Not Available,Not Available,2,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,108,Not Available,Not Available,6087034.9,Not Available,0,Not Available,Not Available,0,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,108,4621,Not Available,No specific resident population
2771693,Not Available,40.0,Not Available,2020-03-27T00:00:00.000,Multifamily Housing,2022,2023-04-07T00:00:00.000,BK0902,0,0,No,Not Available,Not Available,1.2749,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,519804.6,3,Not Available,Ok,Not Available,Not Available,4,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,47,Not Available,Not Available,4007792.7,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,64,25114.5,Not Available,No specific resident population
19506486,Not Available,7.0,Not Available,2022-03-28T00:00:00.000,Multifamily Housing,2022,2023-04-12T00:00:00.000,MN0903,100,0,Yes,Not Available,Not Available,2.06022,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,90,0,Not Available,437544.6,4,Not Available,Ok,Not Available,Not Available,6,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,30,Not Available,Not Available,4533360.6,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,65,31507,Not Available,Not Available
2558912,Not Available,14.0,Not Available,2020-01-21T00:00:00.000,Multifamily Housing,2022,2023-04-10T00:00:00.000,BX0701,90,0,No,Not Available,Not Available,1.02273,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,796937.4,3.2,Not Available,Ok,Not Available,Not Available,9,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,65,Not Available,Not Available,6919779.8,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,72,46186.7,Not Available,No specific resident population
20239628,Not Available,7.0,Not Available,2022-03-28T00:00:00.000,Multifamily Housing,2022,2023-03-03T00:00:00.000,MN0903,100,0,No,Not Available,Not Available,1.17366,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,90,0,Not Available,673351.4,13.9,Not Available,Ok,No,Not Available,13,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,36,Not Available,Not Available,6655363.4,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,56,4163,Not Available,Not Available
23261506,Not Available,34.0,Not Available,2022-10-20T00:00:00.000,Refrigerated Warehouse,2022,2023-01-07T00:00:00.000,BK0104,Not Available,0,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,2749536.3,73.9,Not Available,Ok,Not Available,Not Available,3,Refrigerated Warehouse,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8742191.7,Not Available,Not Available,Not Available,Not Available,0,CBECS - Refrigerated Warehouse,Ok,Not Available,Not Available,10366.5,Not Available,Not Available
6464299,Not Available,4.0,Not Available,2022-03-31T00:00:00.000,Hotel,2022,,MN0502,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,90,0,Not Available,1117986.2,41,Not Available,Possible Issue,Not Available,Not Available,5,Hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5166244.6,Not Available,Not Available,Not Available,Not Available,Not Available,CBECS - Hotel & Motel/Inn,Ok,Not Available,Not Available,Not Available,Not Available,Not Available
6250440,Not Available,3.0,Not Available,2022-05-09T00:00:00.000,Multifamily Housing,2022,2023-04-20T00:00:00.000,MN0401,0,0,No,Not Available,Not Available,1.76344,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,1253940,Not Available,Not Available,Ok,Not Available,Not Available,6,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,6532200.9,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,82,Not Available,Not Available,Not Available
7106208,Not Available,13.0,Not Available,2020-04-14T00:00:00.000,Hotel,2022,2023-03-10T00:00:00.000,BX1103,Not Available,0,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,65,0,Not Available,1490979.2,49.7,Not Available,Ok,Not Available,Not Available,2,Hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6210901.8,Not Available,Not Available,Not Available,Not Available,Not Available,CBECS - Hotel & Motel/Inn,Ok,Not Available,Not Available,19605.8,Not Available,Not Available
21620422,Not Available,48.0,Not Available,2022-06-27T00:00:00.000,Multifamily Housing,2022,2023-01-07T00:00:00.000,BK1403,100,0,No,Not Available,Not Available,2.06395,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,90,0,Not Available,1188488.3,14.1,Not Available,Unable to Check (not enough data),Not Available,Not Available,4,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,84,Not Available,Not Available,8069882.4,Not Available,0,Not Available,Not Available,0,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,169,46675.9,Not Available,Not Available
2643387,68787,10.0,Not Available,2020-08-23T00:00:00.000,Hospital (General Medical & Surgical),2022,2023-04-25T00:00:00.000,MN1202,Not Available,0,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,5739901.8,Not Available,No,Ok,Not Available,Not Available,2,Hospital (General Medical & Surgical),Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,20421596.2,Not Available,Not Available,Not Available,Not Available,Not Available,ASHE Survey,Ok,Not Available,Not Available,Not Available,Not Available,Not Available
2558942,Not Available,16.0,4106,2020-03-16T00:00:00.000,Multifamily Housing,2022,2023-04-07T00:00:00.000,BX0401,90,0,Yes,Not Available,Not Available,1.47518,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,1137786,4.4,Not Available,Ok,Not Available,Not Available,14,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,96,Not Available,Not Available,7069540.9,Not Available,0,Not Available,Not Available,0,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,102,38179.9,Not Available,No specific resident population
