property_id,latitude,longitude,weather_normalized_site_eui,multifamily_housing_number_3,medical_office_number_of_1,urgent_care_clinic_other,census_tract,alert_energy_meter_has_gaps,national_median_site_eui,college_university_gross,annual_maximum_demand_meter,restaurant_gross_floor_area,net_emissions_metric_tons,multifamily_housing_total,community_board,indoor_water_use_intensity,multifamily_housing_number_7,data_center_it_source_energy,site_energy_use_kbtu,multifamily_housing_resident,county,estimated_data_flag_fuel,medical_office_percent_that_1,year_ending,fuel_oil_1_use_kbtu,bank_branch_number_of,temporary_values,alert_energy_no_meters,_3rd_largest_property_use,list_of_all_property_use,retail_store_number_of_open,metered_areas_water,fitness_center_health_club,parking_open_parking_lot,medical_office_number_of,financial_office_number_of_1,hotel_gross_floor_area_ft,financial_office_weekly,diesel_2_use_kbtu,multifamily_housing_number_4,refrigerated_warehouse_gross,estimated_data_flag_natural,egrid_output_emissions_rate,convenience_store_with_gas_1
1634113,40.819258,-73.908553,51.4,Not Available,Not Available,Not Available,75.0,Ok,80.2,Not Available,0200198E (8080421),Not Available,305.8,Not Available,201.0,Not Available,Not Available,Not Available,5052546.7,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633892,40.724117,-73.986381,55,Not Available,Not Available,Not Available,32.0,Ok,86.8,Not Available,0100072E (7935346),Not Available,354.7,Not Available,103.0,Not Available,Not Available,Not Available,5533449.2,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633998,40.669339,-73.960675,83.2,Not Available,Not Available,Not Available,213.0,Ok,85.7,Not Available,0300245E (7899894),Not Available,443.1,Not Available,309.0,Not Available,Not Available,Not Available,7261728.7,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634381,40.778139,-73.984604,62.2,Not Available,Not Available,Not Available,159.0,Ok,73.8,Not Available,0100166E (7936409),Not Available,461.9,Not Available,107.0,Not Available,Not Available,Not Available,6526965.4,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
8841,40.753074,-73.972753,95,Not Available,Not Available,Not Available,90.0,Ok,118.5,Not Available,Not Available,Not Available,2826.2,Not Available,106.0,Not Available,Not Available,Not Available,38182282.5,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,Office,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,84.7,Not Available
1633761,40.595698,-73.97518,64.4,Not Available,Not Available,Not Available,398.0,Ok,77.5,Not Available,0300106E (7877771),Not Available,545.4,Not Available,315.0,Not Available,Not Available,Not Available,7066934.9,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634618,40.817372,-73.947712,73.5,Not Available,Not Available,Not Available,22102.0,Ok,76.5,Not Available,0100122E (7935689),Not Available,583.8,Not Available,110.0,Not Available,Not Available,Not Available,9789433.8,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633645,40.758408,-73.874472,44.7,Not Available,Not Available,Not Available,353.0,Ok,77.3,Not Available,0400204E (8025645),Not Available,610.8,Not Available,403.0,Not Available,Not Available,Not Available,9375646,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634458,40.669719,-73.892822,87.8,Not Available,Not Available,Not Available,1158.0,Ok,92.9,Not Available,0300151E (7896404),Not Available,613.0,Not Available,305.0,Not Available,Not Available,Not Available,9877596.8,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633070,40.815429,-73.902139,74.8,Not Available,Not Available,Not Available,83.0,Ok,88.5,Not Available,0200088E (8052394),Not Available,924.1,Not Available,202.0,Not Available,Not Available,Not Available,12175966.2,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634281,40.765133,-73.790083,68.7,Not Available,Not Available,Not Available,1139.0,Ok,89.2,Not Available,0400025E (7978341),Not Available,837.1,Not Available,411.0,Not Available,Not Available,Not Available,10816949.3,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634627,40.744422,-73.984778,Not Available,Not Available,Not Available,Not Available,74.0,Ok,48.5,Not Available,Not Available,Not Available,0.0,Not Available,105.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,84.7,Not Available
1633050,40.821412,-73.940641,95.2,Not Available,Not Available,Not Available,232.0,Ok,70.6,Not Available,0100162E (7936369),Not Available,507.1,Not Available,110.0,Not Available,Not Available,Not Available,8491404.9,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633030,40.785258,-73.941526,50.6,Not Available,Not Available,Not Available,162.0,Ok,68.4,Not Available,0100064E (7935314),Not Available,468.0,Not Available,111.0,Not Available,Not Available,Not Available,7023989.4,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1261451,40.70254,-74.012562,107.1,Not Available,Not Available,Not Available,9.0,Ok,125.2,Not Available,Not Available,Not Available,18429.7,Not Available,101.0,27.97,Not Available,15066806.4,258255464.3,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Data Center,"Data Center, Office, Parking",Not Available,Whole Building,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633338,40.704072,-73.811771,82.8,Not Available,Not Available,Not Available,214.0,Ok,69.5,Not Available,0400073E (8011379),Not Available,365.1,Not Available,412.0,Not Available,Not Available,Not Available,5720060.8,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634173,40.687257,-73.983579,51.8,Not Available,Not Available,Not Available,41.0,Ok,95.2,Not Available,0300042E (8108877),Not Available,156.0,Not Available,302.0,Not Available,Not Available,Not Available,2050951.1,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1467374,40.754508,-73.975951,93.7,Not Available,Not Available,Not Available,92.0,Ok,129.8,Not Available,Not Available,9899,9343.3,Not Available,105.0,Not Available,Not Available,Not Available,125808683.3,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Retail Store,"Financial Office, Office, Restaurant, Retail Store",11,Whole Building,Not Available,Not Available,Not Available,1547,Not Available,60,Not Available,Not Available,Not Available,No,84.7,Not Available
1633685,40.845878,-73.886184,79.8,Not Available,Not Available,Not Available,371.0,Ok,65.2,Not Available,0200172E (8080089),Not Available,902.8,Not Available,206.0,Not Available,Not Available,Not Available,11598925.5,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1276621,40.761887,-73.968421,132.3,1.06456,Not Available,Not Available,11203.0,Ok,153.1,Not Available,Not Available,15569,14585.5,105,106.0,25.6,0,74981697.1,178791010.4,No specific resident population,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,33,No,Ok,Wholesale Club/Supercenter,"Bank Branch, Data Center, Fast Food Restaurant, Multifamily Housing, Office, Restaurant, Retail Store, Wholesale Club/Supercenter",0,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,105,Not Available,No,84.7,Not Available
1770367,40.762074,-73.986275,77.9,Not Available,Not Available,Not Available,127.0,Ok,83.6,Not Available,Not Available,Not Available,11329.3,Not Available,104.0,Not Available,Not Available,Not Available,142091699.7,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,Office,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1836376,40.551882,-74.168869,64.5,Not Available,Not Available,Not Available,17012.0,Ok,78.8,Not Available,0500065E (8031607),Not Available,107.0,Not Available,503.0,Not Available,Not Available,Not Available,1743456.4,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634223,40.766264,-73.930709,61.7,Not Available,Not Available,Not Available,77.0,Ok,92.2,Not Available,0400112E (8013816),Not Available,644.0,Not Available,401.0,Not Available,Not Available,Not Available,8515138.5,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633834,40.754837,-73.874605,71.2,Not Available,Not Available,Not Available,273.0,Ok,80.2,Not Available,0400136E (8013790),Not Available,522.6,Not Available,403.0,Not Available,Not Available,Not Available,7911177.5,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634639,40.807335,-73.912731,70,Not Available,Not Available,Not Available,33.0,Ok,76.0,Not Available,0200101E (8052446),Not Available,475.0,Not Available,201.0,Not Available,Not Available,Not Available,6250880.6,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633020,40.863735,-73.83607,50.1,Not Available,Not Available,Not Available,310.0,Ok,74.1,Not Available,0200188E (8080391),Not Available,669.0,Not Available,211.0,Not Available,Not Available,Not Available,9351432.1,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634550,40.697819,-73.745728,66.3,Not Available,Not Available,Not Available,53401.0,Ok,90.1,Not Available,0400216E (8030751),Not Available,1277.3,Not Available,413.0,Not Available,Not Available,Not Available,20948101.2,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,"K-12 School, Swimming Pool",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633425,40.761249,-73.811808,66.1,Not Available,Not Available,Not Available,1167.0,Ok,78.7,Not Available,0400180E (7978313),Not Available,400.8,Not Available,407.0,Not Available,Not Available,Not Available,5171384.6,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633883,40.761448,-73.988019,63.6,Not Available,Not Available,Not Available,127.0,Ok,79.6,Not Available,0100039E (7934694),Not Available,481.1,Not Available,104.0,Not Available,Not Available,Not Available,7629310.5,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633124,40.68618,-73.869625,60.4,Not Available,Not Available,Not Available,1184.0,Ok,71.2,Not Available,0300174E (7896356),Not Available,407.7,Not Available,305.0,Not Available,Not Available,Not Available,6277205.8,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1409173,40.747571,-73.943522,62.8,Not Available,Not Available,Not Available,19.0,Ok,92.2,Not Available,Not Available,Not Available,2570.2,Not Available,402.0,10.01,Not Available,Not Available,33056878.2,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,Office,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633387,40.690353,-73.904803,63.3,Not Available,Not Available,Not Available,409.0,Ok,68.2,Not Available,0300329E (7935415),Not Available,689.2,Not Available,304.0,Not Available,Not Available,Not Available,9347428.4,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634143,40.773629,-73.985273,67.2,Not Available,Not Available,Not Available,151.0,Ok,75.6,Not Available,0100994E (7937430),Not Available,2858.0,Not Available,107.0,Not Available,Not Available,Not Available,39190735.1,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633292,,,75.7,Not Available,Not Available,Not Available,,Ok,102.4,Not Available,0200226E (12924655),Not Available,1691.0,Not Available,,Not Available,Not Available,Not Available,28529924.3,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,"K-12 School, Swimming Pool",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633478,40.809672,-73.939872,150.4,Not Available,Not Available,Not Available,206.0,Ok,89.7,Not Available,0100120E (7935642),Not Available,896.4,Not Available,111.0,Not Available,Not Available,Not Available,11965681.5,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633824,40.666518,-73.924057,53.7,Not Available,Not Available,Not Available,900.0,Ok,51.0,Not Available,0301596E (7944522),Not Available,371.1,Not Available,316.0,Not Available,Not Available,Not Available,5142655.2,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633740,40.821193,-73.881124,42.7,Not Available,Not Available,Not Available,28.0,Ok,55.0,Not Available,0201324E (8107211),Not Available,303.8,Not Available,209.0,Not Available,Not Available,Not Available,3944182.3,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634105,40.835784,-73.928324,65.8,Not Available,Not Available,Not Available,199.0,Ok,79.5,Not Available,0200169E (8080112),Not Available,524.0,Not Available,204.0,Not Available,Not Available,Not Available,6788017.5,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1296055,40.595105,-74.000904,68.1,Not Available,Not Available,Not Available,294.0,Ok,73.9,Not Available,Not Available,Not Available,657.6,Not Available,311.0,Not Available,Not Available,Not Available,9062530.3,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,Retail Store,0,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634574,40.640686,-74.095378,90.1,Not Available,Not Available,Not Available,81.0,Ok,80.1,Not Available,0500063E (7979678),Not Available,259.9,Not Available,501.0,Not Available,Not Available,Not Available,3866666.4,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634351,40.801007,-73.939349,77.6,Not Available,Not Available,Not Available,196.0,Ok,77.2,Not Available,0100031E (7934501),Not Available,473.0,Not Available,111.0,Not Available,Not Available,Not Available,7784280.7,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633567,40.674991,-73.808371,71.9,Not Available,Not Available,Not Available,180.0,Ok,69.8,Not Available,0400088E (8011397),Not Available,179.6,Not Available,410.0,Not Available,Not Available,Not Available,2706763.4,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1069082,40.743023,-73.986402,79.9,Not Available,Not Available,Not Available,56.0,Ok,110.5,Not Available,Not Available,Not Available,9212.4,Not Available,105.0,Not Available,Not Available,Not Available,121137421.7,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,Office,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,84.7,Not Available
1634391,40.819481,-73.95761,59.2,Not Available,Not Available,Not Available,22302.0,Ok,66.4,Not Available,0100200E (7936411),Not Available,872.4,Not Available,109.0,Not Available,Not Available,Not Available,11011542.7,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634131,40.819767,-73.944433,47.7,Not Available,Not Available,Not Available,22102.0,Ok,74.4,Not Available,0100113E (7935666),Not Available,439.0,Not Available,110.0,Not Available,Not Available,Not Available,6757798.4,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633294,40.852801,-73.881834,47.3,Not Available,Not Available,Not Available,393.0,Ok,41.1,Not Available,0200233E (8107201),Not Available,100.1,Not Available,206.0,Not Available,Not Available,Not Available,1182462.7,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,84.7,Not Available
1634560,40.68259,-73.841202,65.6,Not Available,Not Available,Not Available,4002.0,Ok,57.9,Not Available,0401336E (8032164),Not Available,273.6,Not Available,410.0,Not Available,Not Available,Not Available,3777704.5,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633195,,,45.5,Not Available,Not Available,Not Available,,Ok,67.9,Not Available,0400203E (8025628),Not Available,551.9,Not Available,,Not Available,Not Available,Not Available,8542114.6,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634413,40.849532,-73.916077,91.9,Not Available,Not Available,Not Available,21502.0,Ok,103.4,Not Available,0200121E (8052739),Not Available,757.8,Not Available,205.0,Not Available,Not Available,Not Available,9925152.7,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634588,40.808034,-73.926204,59.4,Not Available,Not Available,Not Available,23.0,Ok,72.3,Not Available,0200196E (8080435),Not Available,476.2,Not Available,201.0,Not Available,Not Available,Not Available,6142632.1,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634622,40.794264,-73.968706,70.3,Not Available,Not Available,Not Available,185.0,Ok,89.7,Not Available,0100141E (7936415),Not Available,461.0,Not Available,107.0,Not Available,Not Available,Not Available,6028817.7,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633165,40.697781,-73.919777,52.1,Not Available,Not Available,Not Available,431.0,Ok,64.6,Not Available,0300356E (7935409),Not Available,702.5,Not Available,304.0,Not Available,Not Available,Not Available,10990089,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633549,40.679097,-73.94684,83.2,Not Available,Not Available,Not Available,247.0,Ok,73.5,Not Available,0300104E (7877763),Not Available,583.4,Not Available,303.0,Not Available,Not Available,Not Available,7654168.9,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634667,40.714785,-73.963,53.3,Not Available,Not Available,Not Available,551.0,Ok,79.3,Not Available,0300096E (7877799),Not Available,460.4,Not Available,301.0,Not Available,Not Available,Not Available,5939984.7,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1836378,40.735038,-73.981731,62.6,Not Available,Not Available,Not Available,64.0,Ok,72.9,Not Available,0100056E (8108455),Not Available,503.4,Not Available,106.0,Not Available,Not Available,Not Available,7100387,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633401,40.770335,-73.894476,72.7,Not Available,Not Available,Not Available,317.0,Ok,66.1,Not Available,0400009E (7978305),Not Available,340.3,Not Available,401.0,Not Available,Not Available,Not Available,5336137,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1160595,40.580505,-74.163098,50,Not Available,Not Available,Not Available,27702.0,Ok,59.9,Not Available,Not Available,Not Available,707.1,Not Available,502.0,4.7,Not Available,Not Available,8951232,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,Retail Store,0,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633259,40.770187,-73.953608,80.2,Not Available,Not Available,Not Available,132.0,Ok,62.3,Not Available,0101504E (7978016),Not Available,454.6,Not Available,108.0,Not Available,Not Available,Not Available,6090321.6,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633750,40.58792,-73.940532,77.9,Not Available,Not Available,Not Available,600.0,Ok,81.4,Not Available,0300072E (7875866),Not Available,513.6,Not Available,315.0,Not Available,Not Available,Not Available,8605771.7,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
