violationid,novdescription,longitude,approveddate,newcertifybydate,bbl,boroid,buildingid,story,apartment,currentstatusdate
10767483,"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE FIRE RETARDANT MATERIAL AT CEILING AT PUBLIC HALL, 1st STORY",,2015-07-03T00:00:00.000,,,3,375411,1,,2016-01-06T00:00:00.000
14958808,"(A) § HMC:FILE ANNUAL BEDBUG REPORT IN ACCORDANCE WITH HPD RULE AS DESCRIBED ON THE BACK OF THIS NOTICE OF VIOLATION OR AS DESCRIBED ON HPDâS WEBSITE, WWW.NYC.GOV\HPD, SEARCH BED BUGS.",,2022-03-02T00:00:00.000,,,3,375411,,,2022-03-07T00:00:00.000
10026322,"§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE ELECTRICAL OUTLET AT NORTH WALL IN THE 2nd ROOM FROM EAST LOCATED AT APT 12R, 1st STORY, 2nd APARTMENT FROM NORTH AT EAST",-73.914238,2013-11-07T00:00:00.000,,2024330054.0,2,78266,1,12R,2014-10-30T00:00:00.000
9313044,"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE SHEETROCK EAST WALL - HOLE IN WALL APPROXIMATELY 3 SQ FT IN THE 3rd ROOM FROM NORTH AT EAST LOCATED AT APT 8, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",,2012-02-07T00:00:00.000,,,3,375411,2,8,2013-01-18T00:00:00.000
2282806,"§ 27-2013 ADM CODE REMOVE OR COVER IN A MANNER APPROVED BY THE DEPARTMENT THE PEELING LEAD PAINT CEILING 1 STY EAST APT 1F KITCHEN ARVELO 384 0744 ER1 0021423. , SECTION",,1991-01-02T00:00:00.000,,,3,375411,,1F,2013-03-15T00:00:00.000
11130462,"§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE LOCKING MECHANISM AT ENTRANCE DOOR TO VESTIBULE AT PUBLIC HALL, 1st STORY",,2016-02-25T00:00:00.000,,,3,375411,1,,2016-06-29T00:00:00.000
10049383,"§ 27-2005 ADM CODE PAINT METAL IN ACCORDANCE WITH DEPT. REGULATION RADIATOR IN THE 2nd ROOM FROM NORTH AT EAST LOCATED AT APT 6F, 6th STORY, 2nd APARTMENT FROM NORTH AT EAST , SECTION AT NORTH",-73.9068,2013-11-29T00:00:00.000,,2027910005.0,2,96768,6,6F,2016-06-24T00:00:00.000
10026213,"§ 27-2005, 27-2007, 27-2041.1 HMC: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE , IN THE ENTRANCE LOCATED AT APT 4D, 4th STORY, 1st APARTMENT FROM WEST AT NORTH , SECTION ''1427'', AT NORTH",-73.914731,2013-11-08T00:00:00.000,,2028430085.0,2,125736,4,4D,2014-09-22T00:00:00.000
10147171,"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT CEILING IN THE PRIVATE HALLWAY LOCATED AT APT 6, 3rd STORY, 2nd APARTMENT FROM WEST AT NORTH",-73.909725,2014-02-23T00:00:00.000,,4013230006.0,4,443649,3,6,2014-06-11T00:00:00.000
10337753,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING IN THE BATHROOM LOCATED AT APT 4A, 5th STORY, 1st APARTMENT FROM EAST AT SOUTH",-73.879424,2014-08-08T00:00:00.000,,2031340033.0,2,66370,5,4A,2015-12-22T00:00:00.000
13893326,"§ 27-2005, 27-2007, 27-2041.1 HMC: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE . IN THE ENTRANCE LOCATED AT APT 2A, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",-73.985792,2020-12-19T00:00:00.000,,1004500035.0,1,27904,2,2A,2024-01-08T00:00:00.000
10113989,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) EAST WALL IN THE 1st ROOM FROM EAST AT SOUTH LOCATED AT APT 1GH, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",-73.917891,2014-01-29T00:00:00.000,,2028770516.0,2,122162,1,1GH,2016-03-28T00:00:00.000
13348431,"§ 27-2005, 2007 ADM CODE ARRANGE AND MAKE SELF-CLOSING THE DOORS .. IN THE ENTRANCE LOCATED AT APT 7R, 1st STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION 'REAR BLDG.'",,2019-10-22T00:00:00.000,,,3,375411,1,7R,2019-10-23T00:00:00.000
10514179,§ 27-2040 ADM CODE PROVIDE ADEQUATE LIGHTING AT OR NEAR THE OUTSIDE OF THE FRONT ENTRANCEWAY OF THE BUILDING AND KEEP SAME BURNING FROM SUNSET EVERY DAY TO SUNRISE ON THE DAY FOLLOWING A MINIMUM 100 WATTS REQUIRED,-73.947344,2015-01-22T00:00:00.000,,3017750023.0,3,938910,0,,2024-11-12T00:00:00.000
10028553,"§ 27-2031 ADM CODE PROVIDE HOT WATER AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT LOCATED AT APT 2FL, 2nd STORY",-73.99691,2013-11-06T00:00:00.000,,3062150058.0,3,171543,2,2FL,2013-11-24T00:00:00.000
11991017,"§ 27-2005 ADM CODE PROPERLY SECURE THE LOOSE METAL DOOR FRAME TO THE WALLS IN THE ENTRANCE LOCATED AT APT 1F, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",,2017-09-26T00:00:00.000,,,3,375411,1,1F,2017-09-27T00:00:00.000
10008114,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE BATHROOM LOCATED AT APT E26, 5th STORY, 3rd APARTMENT FROM EAST AT SOUTH , SECTION AT EAST",-73.942746,2013-10-18T00:00:00.000,,3013260001.0,3,321004,5,E26,2013-11-21T00:00:00.000
10617276,§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE FIRE RETARDANT EAST WALL AT VESTIBULE,-73.917891,2015-03-09T00:00:00.000,,2028770516.0,2,122162,0,,2015-06-11T00:00:00.000
10050802,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING. IN THE 3rd ROOM FROM EAST AT SOUTH LOCATED AT APT 1A, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",-73.904652,2013-11-30T00:00:00.000,,2028910059.0,2,56981,2,1A,2014-01-17T00:00:00.000
10077788,"§ 27-2031 ADMIN. CODE: PROVIDE HOT WATER AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT LOCATED AT APT 3, 3rd STORY",-73.866455,2013-12-27T00:00:00.000,,3045290117.0,3,906159,3,3,2013-12-30T00:00:00.000
10118585,"§ 27-2046.1, 2046.2 HMC: PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES. IN THE ENTIRE APARTMENT LOCATED AT APT 3B, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",-73.904652,2014-02-03T00:00:00.000,,2028910059.0,2,56981,3,3B,2014-05-29T00:00:00.000
10105506,§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE BASE BOARD RADIATOR IN THE 1st ROOM FROM NORTH LOCATED AT CELLAR APT 5C,-73.740966,2014-01-22T00:00:00.000,,4111040083.0,4,605016,0,5C,2014-09-17T00:00:00.000
10477569,"§ 27-2029 ADMIN. CODE: PROVIDE AN ADEQUATE SUPPLY OF HEAT FOR THE APARTMENT IN THE ENTIRE APARTMENT LOCATED AT APT 2NDFL, 2nd STORY",-73.807817,2014-12-16T00:00:00.000,,4100440031.0,4,821542,2,2NDFL,2015-01-20T00:00:00.000
10111029,"§ 27-2005 ADM CODE REPLACE WITH NEW THE BROKEN OR DEFECTIVE GLASS PANE ON LOWER SASH ON 1ST WINDOW FROM NORTH IN THE KITCHEN LOCATED AT APT 2, 2nd STORY, APARTMENT AT EAST",-73.935327,2014-01-28T00:00:00.000,,3031600019.0,3,335678,2,2,2017-07-27T00:00:00.000
10628785,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) NORTH WALL IN THE FOYER LOCATED AT APT D, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",-73.904652,2015-03-14T00:00:00.000,,2028910059.0,2,56981,1,D,2015-05-14T00:00:00.000
10062286,"§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). DEFECTIVE IN THE ENTIRE APARTMENT LOCATED AT APT 1C, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",-73.90778,2013-12-11T00:00:00.000,,3036750007.0,3,377833,1,1C,2024-11-08T00:00:00.000
10038769,"§ 27-2037, 2038 HMC: PROVIDE A SAFE AND ADEQUATE SUPPLY OF ELECTRIC SERVICE TO THE FIXTURES , IN THE 6th ROOM FROM EAST LOCATED AT APT 12R, 1st STORY, 2nd APARTMENT FROM NORTH AT EAST",-73.914238,2013-11-19T00:00:00.000,,2024330054.0,2,78266,1,12R,2014-10-30T00:00:00.000
10048022,"§ 27-2026 ADM CODE REPAIR THE LEAKY AND/OR DEFECTIVE FAUCETS ...AT KITCHEN SINK IN THE KITCHEN LOCATED AT APT D33B, 33rd STORY, 1st APARTMENT FROM SOUTH AT WEST , SECTION AT NORTH",-73.955485,2013-12-02T00:00:00.000,,1020019005.0,1,929108,33,D33B,2014-05-08T00:00:00.000
10446668,§ 27-2053 ADM CODE PROVIDE DWELLING WITH A JANITOR OR RESPONSIBLE PERSON OR JANITORIAL SERVICE.,-73.923498,2014-11-14T00:00:00.000,,3032940016.0,3,216271,0,,2015-09-20T00:00:00.000
10239894,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE NORTH WALL, CEILING IN THE 1st ROOM FROM EAST AT SOUTH LOCATED AT APT C061, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",-73.998475,2014-05-14T00:00:00.000,,3002580017.0,3,807988,2,C061,2015-08-25T00:00:00.000
10121552,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) 1st WINDOW FRAME FROM NORTH AT EAST WALL IN THE 3rd ROOM FROM EAST AT NORTH LOCATED AT APT 3B, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",-73.904652,2014-02-03T00:00:00.000,2014-03-23T00:00:00.000,2028910059.0,2,56981,3,3B,2014-03-20T00:00:00.000
10005825,"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE UNLEVEL WOOD FLOOR IN THE 1st ROOM FROM NORTH AT EAST LOCATED AT APT 7C, 3rd STORY, 2nd APARTMENT FROM NORTH AT EAST",-73.889234,2013-10-15T00:00:00.000,,2030710047.0,2,44551,3,7C,2017-05-11T00:00:00.000
10337752,"§ 27-2005 ADM CODE REPAIR THE ROOF SO THAT IT WILL NOT LEAK OVER CEILING IN THE 2nd ROOM FROM EAST AT SOUTH LOCATED AT APT 4A, 5th STORY, 1st APARTMENT FROM EAST AT SOUTH",-73.879424,2014-08-08T00:00:00.000,,2031340033.0,2,66370,5,4A,2015-12-22T00:00:00.000
10346369,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR COLLAPSING CEILING IN THE 1st ROOM FROM EAST AT SOUTH LOCATED AT APT 3, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",-73.891,2014-08-15T00:00:00.000,,2032750046.0,2,60797,1,3,2014-09-30T00:00:00.000
10001939,"§ 27-2005 ADM CODE PROPERLY SECURE THE LOOSE CLOSET DOORS OFF THE TRACK IN THE 1st ROOM FROM NORTH LOCATED AT APT 4C, 4th STORY, 2nd APARTMENT FROM SOUTH AT WEST",-73.958469,2013-10-11T00:00:00.000,,3050420035.0,3,291510,4,4C,2014-02-06T00:00:00.000
11737844,"§ 27-2005 ADM CODE PROPERLY SECURE THE LOOSE BANISTER . AT PUBLIC HALL, 1st STORY",-73.798045,2017-04-18T00:00:00.000,,4101240038.0,4,563280,1,,2022-05-31T00:00:00.000
10113736,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE 1st ROOM FROM EAST AT SOUTH LOCATED AT APT 1GH, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",-73.917891,2014-01-29T00:00:00.000,,2028770516.0,2,122162,1,1GH,2014-05-30T00:00:00.000
10111916,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE WEST WALL IN THE PRIVATE HALLWAY LOCATED AT APT 4D, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",-73.884848,2014-01-28T00:00:00.000,,2031030026.0,2,49163,4,4D,2014-05-15T00:00:00.000
10257989,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE BATHROOM LOCATED AT APT C22H, 22nd STORY",-73.955991,2014-05-29T00:00:00.000,,1020019005.0,1,929106,22,C22H,2014-09-17T00:00:00.000
10371077,"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE CERAMIC FLOOR TILES IN THE BATHROOM LOCATED AT APT 1DS, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST , SECTION AT SOUTH",-73.91513,2014-09-05T00:00:00.000,,2028660015.0,2,81406,1,1DS,2024-11-22T00:00:00.000
10617676,§ 26-1103 ADMIN. CODE: POST AND MAINTAIN A PROPER NOTICE ON WALL OF THE ENTRANCE STORY IN ENGLISH AND SPANISH ON THE AVAILABILITY OF THE AGENCYS HOUSING INFORMATION GUIDE. A SAMPLE NOTICE CAN BE FOUND AT WWW.NYC.GOV/HPD. AT PUBLIC HALL,-73.940928,2015-03-07T00:00:00.000,,1021390204.0,1,21790,0,,2015-08-25T00:00:00.000
11289111,"§ 27-2037, 2038 HMC: PROVIDE A SAFE AND ADEQUATE SUPPLY OF ELECTRIC SERVICE TO THE FIXTURES AT ALL ROOMS THROUGHOUT APARTMENT LOCATED AT APT 2, 2nd STORY, APARTMENT AT SOUTH",-73.842201,2016-06-26T00:00:00.000,,4091200019.0,4,508953,2,2,2018-03-23T00:00:00.000
10309623,"§ 27-2018 ADMIN. CODE: ABATE THE NUISANCE CONSISTING OF MICE LOCATED AT APT 1A, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",-73.876124,2014-07-16T00:00:00.000,,2033500044.0,2,67415,2,1A,2023-09-19T00:00:00.000
10113733,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE 1st ROOM FROM EAST AT CENTER LOCATED AT APT 1GH, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",-73.917891,2014-01-29T00:00:00.000,,2028770516.0,2,122162,1,1GH,2014-05-30T00:00:00.000
10112982,"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR IN THE 1st ROOM FROM EAST AT NORTH LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",-73.940928,2014-01-29T00:00:00.000,,1021390204.0,1,21790,1,1A,2014-02-21T00:00:00.000
10067037,"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT WALLS AND CEILING IN THE ENTIRE APARTMENT LOCATED AT APT 6, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",-73.909725,2013-12-16T00:00:00.000,,4013230006.0,4,443649,3,6,2015-10-21T00:00:00.000
11273051,"§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE LOCK ON DOOR AT STREET ENTRANCE TO BUILDING AT PUBLIC HALL, 1st STORY",-73.86032,2016-06-15T00:00:00.000,,2046690071.0,2,823210,1,,2019-07-08T00:00:00.000
10026219,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK THE WALLS AND CEILING IN THE 4th ROOM FROM EAST LOCATED AT APT 4D, 4th STORY, 1st APARTMENT FROM WEST AT NORTH , SECTION ''1427'', AT NORTH",-73.914731,2013-11-08T00:00:00.000,,2028430085.0,2,125736,4,4D,2013-12-13T00:00:00.000
11991029,"§ 27-2018 ADM CODE ABATE THE NUISANCE CONSISTING OF VERMIN FLIES IN THE ENTIRE APARTMENT LOCATED AT APT 1F, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",,2017-09-26T00:00:00.000,,,3,375411,1,1F,2017-09-27T00:00:00.000
10067039,"§ 27-2046.1, 2046.2 HMC: PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES. IN THE ENTIRE APARTMENT LOCATED AT APT 6, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",-73.909725,2013-12-16T00:00:00.000,,4013230006.0,4,443649,3,6,2015-10-21T00:00:00.000
16138111,"§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE METAL RADIATOR COVER AT THE BASEBAORD RADIATOR ON THE EAST WALL AT PUBLIC HALL, 1st STORY",,2023-08-04T00:00:00.000,,,3,375411,1,,2023-08-07T00:00:00.000
10028558,§ 27-2033 ADM CODE PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM DOOR LOCKED TO BASEMENT AT REAR YARD,-73.99691,2013-11-07T00:00:00.000,,3062150058.0,3,171543,0,,2023-03-22T00:00:00.000
10250531,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING AND SOUTH WALL IN THE 2nd BATHROOM LOCATED AT APT C5H, 5th STORY",-73.955991,2014-05-22T00:00:00.000,,1020019005.0,1,929106,5,C5H,2014-08-29T00:00:00.000
10016906,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) BASEBOARD AT WEST WALL, 1st WINDOW FRAME FROM NORTH AT EAST WALL IN THE 3rd ROOM FROM NORTH LOCATED AT APT 1R, 1st STORY, 2nd APARTMENT FROM WEST AT NORTH",-73.995138,2013-10-24T00:00:00.000,,3006460050.0,3,146095,1,1R,2025-10-10T00:00:00.000
10467941,"§ 329, M/D LAW AND DEPT. RULES AND REGS. PROVIDE A COMPLETED CERTIFICATE OF INSPECTION VISITS IN A PROPER FRAME AT OR NEAR MAILBOXES, BOTTOM EDGE OF FRAME BETWEEN 48-62 INCHES ABOVE FLOOR .. AT PUBLIC HALL, 1st STORY",-74.079512,2014-12-08T00:00:00.000,,5005210070.0,5,797431,1,,2024-11-06T00:00:00.000
10299690,"§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE VENTILATION SYSTEM IN THE BATHROOM LOCATED AT APT 1F, 1st STORY, APARTMENT AT WEST",,2014-07-07T00:00:00.000,,,3,375411,1,1F,2015-08-09T00:00:00.000
10400668,"§ 27-2005 ADM CODE & 309 M/D LAW ABATE THE NUISANCE CONSISTING OF FIRE DAMAGE IN THE ENTIRE APARTMENT LOCATED AT APT 69, 6th STORY, 1st APARTMENT FROM WEST AT NORTH , SECTION AT WEST",-73.952457,2014-10-01T00:00:00.000,,1018220024.0,1,28108,6,69,2015-05-15T00:00:00.000
10360435,"§ 27-2005 ADM CODE MAKE SAFE BY PROPERLY REPAIRING THE STRUCTURAL DEFECT BULGING & CRACKING BRICK AND MORTAR OVER WINDOW LINTELS AT SOUTH FACADE, ALL STORIES",-73.894768,2014-08-28T00:00:00.000,,3038210051.0,3,369279,0,,2015-05-06T00:00:00.000
10113753,"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR IN THE 3rd PRIVATE HALLWAY FROM EAST LOCATED AT APT 1GH, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",-73.917891,2014-01-29T00:00:00.000,,2028770516.0,2,122162,1,1GH,2014-05-30T00:00:00.000
10230334,"§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE MECHANICAL VENTILATION SYSTEM AT NORTH WALL IN THE BATHROOM LOCATED AT APT 17H, 17th STORY, 1st APARTMENT FROM EAST AT SOUTH",-73.955991,2014-05-05T00:00:00.000,,1020019005.0,1,929106,17,17H,2015-01-08T00:00:00.000
10267613,"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT EAST WALL IN THE 1st ROOM FROM NORTH AT EAST LOCATED AT APT 3C, 3rd STORY, APARTMENT AT WEST",-73.917891,2014-06-06T00:00:00.000,,2028770516.0,2,122162,3,3C,2014-09-03T00:00:00.000
10099036,"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE CEILING, SOUTH WALL IN THE 3rd ROOM FROM EAST AT SOUTH LOCATED AT APT 1A, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",-73.904652,2014-01-16T00:00:00.000,,2028910059.0,2,56981,2,1A,2018-01-17T00:00:00.000
10013217,"§ 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 0; WG TO REPLACE = 0; WG TO REPAIR = 2; (MISSING 1 WAY SCREWS) IN THE ENTIRE APARTMENT LOCATED AT APT 6F, 6th STORY, 2nd APARTMENT FROM NORTH AT EAST",-73.9068,2013-10-24T00:00:00.000,,2027910005.0,2,96768,6,6F,2014-02-07T00:00:00.000
10548669,"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE EAST WALL IN THE 1st ROOM FROM EAST AT NORTH LOCATED AT APT 1D, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",-73.904652,2015-02-08T00:00:00.000,,2028910059.0,2,56981,2,1D,2021-04-22T00:00:00.000
11273046,"§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). DEFECTIVE LOCATED AT APT 3R, 3rd STORY, APARTMENT AT SOUTH",-73.86032,2016-06-15T00:00:00.000,,2046690071.0,2,823210,3,3R,2016-07-27T00:00:00.000
10179527,"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE FIRE RETARDANT CEILING AT THE VESTIBULE AT PUBLIC HALL, 1st STORY",-73.940928,2014-03-20T00:00:00.000,,1021390204.0,1,21790,1,,2014-04-23T00:00:00.000
10250542,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING AND EAST WALL IN THE 1st BATHROOM LOCATED AT APT C5H, 5th STORY",-73.955991,2014-05-22T00:00:00.000,,1020019005.0,1,929106,5,C5H,2014-08-29T00:00:00.000
10400664,"§ 27-2005 ADM CODE & 309 M/D LAW ABATE THE NUISANCE CONSISTING OF FIRE DAMAGE IN THE ENTIRE APARTMENT LOCATED AT APT 57, 5th STORY, 1st APARTMENT FROM SOUTH AT WEST , SECTION AT WEST",-73.952457,2014-10-01T00:00:00.000,,1018220024.0,1,28108,5,57,2015-05-15T00:00:00.000
10259530,"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT CEILING AND ALL WALLS IN THE ENTIRE APARTMENT LOCATED AT APT D2D, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",-73.955485,2014-06-02T00:00:00.000,,1020019005.0,1,929108,2,D2D,2015-05-11T00:00:00.000
14347992,"§ 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 3; WG TO REPLACE = 0; WG TO REPAIR = 0; IN THE ENTIRE APARTMENT LOCATED AT APT A4, 1st STORY, 3rd APARTMENT FROM SOUTH AT WEST , SECTION ''BLDG A''",-73.948017,2021-05-19T00:00:00.000,,3048530086.0,3,327259,1,A4,2022-02-02T00:00:00.000
10227064,"§ 27-2005 ADM CODE REPAIR THE ROOF SO THAT IT WILL NOT LEAK CEILING BULKHEAD TO ROOF AT PUBLIC HALL, 6th STORY, SECTION ''SOUTH BLDG''",-73.914731,2014-05-01T00:00:00.000,,2028430085.0,2,125736,6,,2014-06-03T00:00:00.000
10282093,"§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR MISSING LOCATED AT APT 6, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",-73.909725,2014-06-19T00:00:00.000,,4013230006.0,4,443649,3,6,2015-10-21T00:00:00.000
10251815,"§ 27-2018 ADMIN. CODE: ABATE THE NUISANCE CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 6, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST",-73.894768,2014-05-24T00:00:00.000,,3038210051.0,3,369279,3,6,2015-06-23T00:00:00.000
10476010,"§ 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 3; WG TO REPLACE = 0; WG TO REPAIR = 0; LOCATED AT APT 23, 2nd STORY, 2nd APARTMENT FROM NORTH AT EAST",-73.952457,2014-12-13T00:00:00.000,,1018220024.0,1,28108,2,23,2015-01-21T00:00:00.000
10006365,§ 27-2033 ADM CODE PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM LOCK DOOR AT CELLAR,-73.915514,2013-10-16T00:00:00.000,,4008370048.0,4,417937,,,2016-02-29T00:00:00.000
