manhattan_cooperatives_comparable_properties_boro_block_lot,longitude,comparable_rental_1_gross_sqft,bin,comparable_rental_1_building_classification,comparable_rental_2_estimated_gross_income,comparable_rental_1_distance_from_coop_in_miles,comparable_rental_1_full_market_value,comparable_rental_2_address,comparable_rental_3_address,comparable_rental_2_full_market_value,borough,nta,comparable_rental_2_building_classification,comparable_rental_1_total_units,comparable_rental_3_gross_income_per_sqft,comparable_rental_3_year_built,comparable_rental_2_total_units,comparable_rental_2_boro_block_lot,manhattan_cooperatives_comparable_properties_market_value_per_sqft
1-01400-0001,-73.96695,36274,1042414.0,D7-ELEVATOR,1726049.0,0.1,7087000,"{'latitude': '40.641033064985', 'longitude': '-74.024793769845', 'human_address': '{""address"": ""47 64 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",225 EAST 63 STREET,8600000.0,1,Upper East Side-Carnegie Hill                                              ,D9-ELEVATOR,37,50.15,1962,40.0,1-01379-0030,215.04
1-01400-0069,-73.966773,41692,1042448.0,D9-ELEVATOR,5107830.0,0.11,8600000,"{'latitude': '40.774895959921', 'longitude': '-73.984518097939', 'human_address': '{""address"": ""205 66 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",111 EAST 60 STREET,25950000.0,1,Upper East Side-Carnegie Hill                                              ,D7-ELEVATOR,40,33.49,1910,257.0,1-01421-0005,215.04
1-00555-0001,-73.991842,455959,1008954.0,D6-ELEVATOR,4725251.0,0.13,131665000,"{'latitude': '40.731711046349', 'longitude': '-73.990230847788', 'human_address': '{""address"": ""85 4 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1 UNIVERSITY PLACE,23346000.0,1,West Village                                                               ,D8-ELEVATOR,491,38.04,1930,164.0,1-00556-0001,188.39
1-00816-0059,,63943,,D9-ELEVATOR,2420692.0,0.16,12194000,"{'latitude': '40.739695153243', 'longitude': '-73.99884905331', 'human_address': '{""address"": ""91 7 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,13333000.0,1,,D9-ELEVATOR,88, , ,69.0,1-00791-0078,202.16
1-01902-0064,,17910,,C7-WALK-UP,171357.0,0.05,1386000,"{'latitude': '40.802574104422', 'longitude': '-73.950909755164', 'human_address': '{""address"": ""131 116 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,870000.0,1,,C7-WALK-UP,23, , ,20.0,1-01901-0017,88.02
1-01410-0069,-73.962137,71189,1043160.0,D6-ELEVATOR,1408542.0,0.1,10916000,"{'latitude': '40.632130015803', 'longitude': '-74.030723663133', 'human_address': '{""address"": ""192 75 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,8088000.0,1,Upper East Side-Carnegie Hill                                              ,D6-ELEVATOR,35, , ,43.0,1-01409-0042,177.27
1-01402-0001,-73.965848,170424,1042467.0,D7-ELEVATOR,4914187.0,0.21,25950000,"{'latitude': '40.636396520941', 'longitude': '-74.028079748202', 'human_address': '{""address"": ""219 69 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,27376000.0,1,Upper East Side-Carnegie Hill                                              ,D3-ELEVATOR,257, , ,145.0,1-01424-0010,159.64
1-01795-0035,,46774,,D1-ELEVATOR,693290.0,0.69,4400000,"{'latitude': '40.799984192877', 'longitude': '-73.952829148374', 'human_address': '{""address"": ""132 112 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,3405000.0,1,,D1-ELEVATOR,38, , ,29.0,1-01821-0055,98.32
1-01427-0030,,97750,,D6-ELEVATOR,762540.0,0.06,14789000,"{'latitude': '40.63192020894', 'longitude': '-74.029840897603', 'human_address': '{""address"": ""222 75 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",331 EAST 71 STREET,3903000.0,1,,D3-ELEVATOR,71,25.43,1940,41.0,1-01429-0037,151.29
1-01735-0056,,14731,,C7-WALK-UP,168959.0,0.0,514000,"{'latitude': '40.816110729792', 'longitude': '-73.939723483823', 'human_address': '{""address"": ""104 138 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,382000.0,1,,C1-WALK-UP,21, , ,24.0,1-02006-0038,29.33
1-02139-0517,-73.940386,44442,1064289.0,D1-ELEVATOR,689716.0,0.13,2706000,"{'latitude': '40.847137156083', 'longitude': '-73.938171795994', 'human_address': '{""address"": ""4161 BROADWAY"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",400 FT WASHINGTON AVENUE,2629000.0,1,Washington Heights South                                                   ,D7-ELEVATOR,38,15.24,1924,48.0,1-02142-0200,60.15
1-01252-0034,-73.976518,41000,1034130.0,D1-ELEVATOR,,0.05,4548000,, ,,1,Upper West Side                                                            , ,24, , ,,,110.95
1-01417-0042,,39510,,D1-ELEVATOR,1102459.0,0.05,5659000,"{'latitude': '40.763922888712', 'longitude': '-73.964854680603', 'human_address': '{""address"": ""1065 3 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",316 EAST 63 STREET,6861000.0,1,,D7-ELEVATOR,48,30.54,1999,39.0,1-01417-0045,177.13
1-01708-0038,,9590,,C4-WALK-UP,191636.0,0.35,386000,"{'latitude': '40.808451998704', 'longitude': '-73.949268430306', 'human_address': '{""address"": ""210 124 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,671000.0,1,,C4-WALK-UP,14, , ,15.0,1-01788-0043,41.94
1-01823-0063,,31220,,D3-ELEVATOR,202260.0,0.0,2455000,"{'latitude': '40.803933370478', 'longitude': '-73.950236977266', 'human_address': '{""address"": ""152 118 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,450000.0,1,,D1-ELEVATOR,35, , ,30.0,1-01902-0056,43.29
1-00500-0005,-74.000667,63158,1007639.0,D9-ELEVATOR,342516.0,0.89,13488000,"{'latitude': '40.756053999992', 'longitude': '-73.986951000288', 'human_address': '{""address"": ""291 3 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,1661000.0,1,SoHo-TriBeCa-Civic Center-Little Italy                                     ,D5-ELEVATOR,75, , ,12.0,1-00373-0060,184.36
1-01580-0023,,150754,,D9-ELEVATOR,6202875.0,0.05,23606000,"{'latitude': '40.622354181728', 'longitude': '-74.02770022085', 'human_address': '{""address"": ""430 86 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",420 EAST 79 STREET,29918000.0,1,,D6-ELEVATOR,146,30.36,1959,133.0,1-01565-0035,142.16
1-01563-0031,,9456,,C1-WALK-UP,326547.0,0.0,1816000,"{'latitude': '40.624472115619', 'longitude': '-74.026425211634', 'human_address': '{""address"": ""441 83 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1604 1 AVENUE,1880000.0,1,,C1-WALK-UP,15,40.81,1915,11.0,1-01563-0016,192.09
1-01841-0023,,16308,,C1-WALK-UP,670714.0,0.14,484000,"{'latitude': '40.799460091176', 'longitude': '-73.961358849922', 'human_address': '{""address"": ""50 107 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,2280000.0,1,,D1-ELEVATOR,24, , ,84.0,1-01842-0051,37.23
1-01210-0037,,37251,,D3-ELEVATOR,1371767.0,0.05,4480000,"{'latitude': '40.627383438476', 'longitude': '-74.03426391636', 'human_address': '{""address"": ""150 82 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,6902000.0,1,,D3-ELEVATOR,38, , ,60.0,1-01212-0053,129.22
1-01369-0029,,18654,,D9-ELEVATOR,657115.0,0.0,2776000,"{'latitude': '40.642633517775', 'longitude': '-74.01835711284', 'human_address': '{""address"": ""340 58 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,3215000.0,1,,D1-ELEVATOR,24, , ,38.0,1-01350-0033,147.1
1-00884-0027,,18234,,D9-ELEVATOR,1252321.0,0.05,3960000,"{'latitude': '40.743625190511', 'longitude': '-73.981734955093', 'human_address': '{""address"": ""151 LEXINGTON AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",142 EAST 33 STREET,6776000.0,1,,D9-ELEVATOR,25,35.27,1927,53.0,1-00885-0066,217.21
1-00574-0039,-73.995508,132420,1009539.0,D9-ELEVATOR,,0.1,31652000,, ,,1,West Village                                                               , ,113, , ,,,152.3
1-01887-0045,,41104,,D7-ELEVATOR,897171.0,0.18,3879000,"{'latitude': '40.798079139385', 'longitude': '-73.969414243291', 'human_address': '{""address"": ""2659 BROADWAY"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,3201000.0,1,,D7-ELEVATOR,24, , ,40.0,1-01873-0010,113.22
1-01432-0036,,10800,,D6-ELEVATOR,575141.0,0.17,2807000,"{'latitude': '40.627540968377', 'longitude': '-74.031289168028', 'human_address': '{""address"": ""235 81 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",244 EAST 75 STREET,3406000.0,1,,C7-WALK-UP,23,46.4,1930,24.0,1-01527-0017,254.01
1-01844-0024,,16900,,C4-WALK-UP,124619.0,0.1,1066000,"{'latitude': '40.803133703591', 'longitude': '-73.956446899549', 'human_address': '{""address"": ""302 114 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",58 MANHATTAN AVENUE,298000.0,1,,C4-WALK-UP,13,11.65,1940,20.0,1-01847-0061,46.6
1-00510-0037,-73.99623,19785,1083082.0,D9-ELEVATOR,1149094.0,0.39,3110000,"{'latitude': '40.725890560093', 'longitude': '-74.00282405668', 'human_address': '{""address"": ""112 SULLIVAN STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,5941000.0,1,SoHo-TriBeCa-Civic Center-Little Italy                                     ,D1-ELEVATOR,41, , ,60.0,1-00504-0031,132.98
1-01498-0001,-73.960331,32929,1046845.0,D7-ELEVATOR,2919965.0,0.19,7347000,"{'latitude': '40.624726738547', 'longitude': '-74.036273856271', 'human_address': '{""address"": ""103 86 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1290 LEXINGTON AVENUE,14156000.0,1,Upper East Side-Carnegie Hill                                              ,D6-ELEVATOR,28,31.42,1962,52.0,1-01515-0007,155.14
1-01875-0061,,108052,,D3-ELEVATOR,2051860.0,0.17,7365000,"{'latitude': '40.80079502855', 'longitude': '-73.966471957783', 'human_address': '{""address"": ""209 106 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,7802000.0,1,,D9-ELEVATOR,76, , ,77.0,1-01878-0021,96.8
1-00574-0067,,13278,,D7-ELEVATOR,1159167.0,0.0,2253000,"{'latitude': '40.571865574659', 'longitude': '-74.114847110512', 'human_address': '{""address"": ""42 10 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,5324000.0,1,,D7-ELEVATOR,23, , ,47.0,1-00573-0019,150.33
1-01590-0008,,241983,,D8-ELEVATOR,8168036.0,0.14,41976000,"{'latitude': '40.624709467036', 'longitude': '-74.029033943208', 'human_address': '{""address"": ""351 84 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,41643000.0,1,,D6-ELEVATOR,237, , ,187.0,1-01547-0023,159.15
1-01065-0023,,103612,,D3-ELEVATOR,1028970.0,0.05,12487000,"{'latitude': '40.769615597157', 'longitude': '-73.988228060144', 'human_address': '{""address"": ""885 10 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,4445000.0,1,,D7-ELEVATOR,118, , ,40.0,1-01086-0034,118.37
1-00595-0011,-74.01043,26712,1010325.0,D7-ELEVATOR,1247289.0,0.25,4345000,"{'latitude': '40.725584790603', 'longitude': '-74.003075866848', 'human_address': '{""address"": ""100 SULLIVAN STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,6455000.0,1,SoHo-TriBeCa-Civic Center-Little Italy                                     ,D1-ELEVATOR,13, , ,70.0,1-00504-0036,138.54
1-00525-0040,-74.000105,20874,1008265.0,D1-ELEVATOR,825000.0,0.2,3496000,"{'latitude': '40.732068902434', 'longitude': '-74.000018171949', 'human_address': '{""address"": ""82 WASHINGTON PLACE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,4092000.0,1,West Village                                                               ,D9-ELEVATOR,30, , ,35.0,1-00552-0010,159.26
1-00267-0001,-73.984637,165105,1083402.0,D6-ELEVATOR,554731.0,1.93,8400000,"{'latitude': '40.744290688812', 'longitude': '-73.981249321197', 'human_address': '{""address"": ""175 LEXINGTON AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,2195000.0,1,Lower East Side                                                            ,D1-ELEVATOR,208, , ,17.0,1-00886-0062,88.12
1-00569-0005,-73.994725,27760,1009275.0,D9-ELEVATOR,694585.0,0.05,4602000,"{'latitude': '40.57141592241', 'longitude': '-74.115288488597', 'human_address': '{""address"": ""60 10 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,3489000.0,1,West Village                                                               ,D1-ELEVATOR,25, , ,27.0,1-00573-0011,166.79
1-01342-0037,,26955,,C7-WALK-UP,444924.0,0.0,5684000,"{'latitude': '40.646541889832', 'longitude': '-74.014130246883', 'human_address': '{""address"": ""347 51 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",306 EAST 49 STREET,2232000.0,1,,D9-ELEVATOR,44,38.05,1900,22.0,1-01344-0020,146.27
1-00613-0040,-74.002818,9880,1010930.0,C7-WALK-UP,275834.0,0.05,1869000,"{'latitude': '40.741745607469', 'longitude': '-73.997356178742', 'human_address': '{""address"": ""152 7 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",24 CHARLES STREET,1518000.0,1,West Village                                                               ,C7-WALK-UP,16,38.68,1910,14.0,1-00612-0029,209.81
1-00454-0060,,18828,,C4-WALK-UP,1152342.0,0.15,4542000,"{'latitude': '40.573942090944', 'longitude': '-74.120500969959', 'human_address': '{""address"": ""67 2 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,5412000.0,1,,C4-WALK-UP,26, , ,49.0,1-00443-0020,163.94
1-02066-0057,,13680,,C1-WALK-UP,242585.0,0.14,404000,"{'latitude': '40.797057947129', 'longitude': '-73.819984322216', 'human_address': '{""address"": ""304 149 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,733000.0,1,,C1-WALK-UP,20, , ,24.0,1-02045-0079,32.13
1-01407-0051,-73.961774,71189,1042858.0,D6-ELEVATOR,1408542.0,0.1,10916000,"{'latitude': '40.632130015803', 'longitude': '-74.030723663133', 'human_address': '{""address"": ""192 75 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,8088000.0,1,Upper East Side-Carnegie Hill                                              ,D6-ELEVATOR,35, , ,43.0,1-01409-0042,177.28
1-00877-0074,-73.985515,128570,1078734.0,D9-ELEVATOR,5222358.0,0.25,15295000,"{'latitude': '40.741664668487', 'longitude': '-73.98319185678', 'human_address': '{""address"": ""88 LEXINGTON AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",222 EAST 19 STREET,26952000.0,1,Gramercy                                                                   ,D9-ELEVATOR,107,33.89,1963,180.0,1-00882-0021,173.79
1-00143-0021,-74.010559,33400,1001553.0,D9-ELEVATOR,853854.0,0.05,2414000,"{'latitude': '40.721971207614', 'longitude': '-74.007866829182', 'human_address': '{""address"": ""36 LAIGHT STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",101 DUANE STREET,4345000.0,1,SoHo-TriBeCa-Civic Center-Little Italy                                     ,D7-ELEVATOR,49,39.19,1988,13.0,1-00220-0027,162.67
1-01497-0041,-73.957313,46600,1046834.0,D6-ELEVATOR,2919965.0,0.11,8481000,"{'latitude': '40.624726738547', 'longitude': '-74.036273856271', 'human_address': '{""address"": ""103 86 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1290 LEXINGTON AVENUE,14156000.0,1,Upper East Side-Carnegie Hill                                              ,D6-ELEVATOR,66,31.42,1962,52.0,1-01515-0007,155.13
1-00832-0039,-73.986297,21095,1015785.0,D7-ELEVATOR,11274257.0,0.21,3535000,"{'latitude': '40.756053999992', 'longitude': '-73.986951000288', 'human_address': '{""address"": ""66 34 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,57420000.0,1,Midtown-Midtown South                                                      ,D6-ELEVATOR,35, , ,370.0,1-00863-0044,172.52
1-00830-0046,,160126,,D8-ELEVATOR,442971.0,0.24,26493000,"{'latitude': '40.603162312937', 'longitude': '-73.997433894162', 'human_address': '{""address"": ""28 26 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",119 MADISON AVENUE,2521000.0,1,,D9-ELEVATOR,171,29.25,1938,32.0,1-00827-0063,161.52
1-00603-0037,-74.007927,97290,1010405.0,D7-ELEVATOR,380871.0,0.14,22107000,"{'latitude': '40.731601254979', 'longitude': '-74.005845778698', 'human_address': '{""address"": ""75 BARROW STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",669 WASHINGTON STREET,1797000.0,1,West Village                                                               ,D7-ELEVATOR,137,35.43,1930,17.0,1-00584-0020,186.13
1-01840-0035,-73.965126,25452,1000000.0,D1-ELEVATOR,564560.0,0.11,1862000,"{'latitude': '40.799580291186', 'longitude': '-73.961647329946', 'human_address': '{""address"": ""64 107 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,1573000.0,1,park-cemetery-etc-Manhattan                                                ,D1-ELEVATOR,20, , ,25.0,1-01842-0055,91.02
1-02180-0039,-73.937037,35310,1064397.0,D7-ELEVATOR,903933.0,0.0,1741000,"{'latitude': '40.852811878088', 'longitude': '-73.935473829906', 'human_address': '{""address"": ""80 BENNETT AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,3124000.0,1,Washington Heights North                                                   ,D7-ELEVATOR,43, , ,68.0,1-02180-0173,52.01
1-01363-0037,,177380,,D3-ELEVATOR,2235385.0,0.18,30891000,"{'latitude': '40.647506161485', 'longitude': '-74.014230544708', 'human_address': '{""address"": ""307 50 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,11162000.0,1,,D3-ELEVATOR,204, , ,111.0,1-01343-0005,151.08
1-01146-0018,,30712,,D3-ELEVATOR,889231.0,0.16,4823000,"{'latitude': '40.63205523324', 'longitude': '-74.037085739379', 'human_address': '{""address"": ""22 77 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,5205000.0,1,,D1-ELEVATOR,36, , ,42.0,1-01129-0047,175.33
1-02218-0025,-73.920481,181111,1064728.0,D3-ELEVATOR,2174363.0,2.44,14836000,"{'latitude': '40.828862932448', 'longitude': '-73.944961677315', 'human_address': '{""address"": ""1821 AMSTERDAM AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,6465000.0,1,Marble Hill-Inwood                                                         ,D3-ELEVATOR,182, , ,132.0,1-02065-0001,47.72
1-01581-0012,,8145,,C4-WALK-UP,405000.0,0.0,1560000,"{'latitude': '40.622808738492', 'longitude': '-74.025312526787', 'human_address': '{""address"": ""500 84 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1592 YORK AVENUE,1984000.0,1,,D9-ELEVATOR,9,42.35,1910,14.0,1-01580-0148,186.65
1-00871-0021,-73.988074,67048,1017794.0,D9-ELEVATOR,1005097.0,0.38,15162000,"{'latitude': '40.660037860089', 'longitude': '-73.995833776841', 'human_address': '{""address"": ""310 24 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",56 ST MARK'S PLACE,5002000.0,1,Gramercy                                                                   ,D9-ELEVATOR,94,39.25,2005,70.0,1-00929-0050,226.17
1-01143-0007,,30712,,D3-ELEVATOR,1030791.0,0.0,4823000,"{'latitude': '40.635541800994', 'longitude': '-74.032209712038', 'human_address': '{""address"": ""113 71 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,5961000.0,1,,D3-ELEVATOR,36, , ,38.0,1-01143-0027,164.2
1-00564-0001,,59299,,D8-ELEVATOR,2450267.0,0.11,10884000,"{'latitude': '40.671044407806', 'longitude': '-73.993574423385', 'human_address': '{""address"": ""55 11 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,12194000.0,1,,D9-ELEVATOR,95, , ,88.0,1-00575-0077,187.15
1-01243-0008,,35886,,D1-ELEVATOR,472756.0,0.11,4576000,"{'latitude': '40.618529330097', 'longitude': '-74.0358424351', 'human_address': '{""address"": ""204 94 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,2147000.0,1,,D1-ELEVATOR,54, , ,30.0,1-01241-0038,145.22
1-01245-0080,,41137,,D3-ELEVATOR,1197753.0,0.14,6474000,"{'latitude': '40.624010201093', 'longitude': '-74.029215846118', 'human_address': '{""address"": ""355 85 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",147 WEST 79 STREET,5296000.0,1,,D3-ELEVATOR,36,32.7,1926,73.0,1-01247-0010,119.59
1-01247-0040,,29303,,D3-ELEVATOR,2415834.0,0.06,3581000,"{'latitude': '40.791046441116', 'longitude': '-73.979558595782', 'human_address': '{""address"": ""155 RIVERSIDE DRIVE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,10347000.0,1,,D3-ELEVATOR,29, , ,64.0,1-01249-0057,111.41
1-00642-0042,-74.007766,34872,1012133.0,D9-ELEVATOR,1231473.0,0.17,6140000,"{'latitude': '40.736331688853', 'longitude': '-74.007356639708', 'human_address': '{""address"": ""110 BANK STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",53 PERRY STREET,7009000.0,1,West Village                                                               ,D1-ELEVATOR,54,40.32,1930,61.0,1-00634-0016,176.1
1-00888-0037,,26280,,D1-ELEVATOR,3108376.0,0.0,4598000,"{'latitude': '40.656465513463', 'longitude': '-74.003399691417', 'human_address': '{""address"": ""141 33 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,15537000.0,1,,D6-ELEVATOR,49, , ,125.0,1-00889-0022,163.25
1-01011-0052,-73.965126,66173,1000000.0,D9-ELEVATOR,12035171.0,0.0,10606000,"{'latitude': '40.756053999992', 'longitude': '-73.986951000288', 'human_address': '{""address"": ""1380 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",910 7 AVENUE,65651000.0,1,park-cemetery-etc-Manhattan                                                ,D6-ELEVATOR,102,32.28,1913,252.0,1-01272-0001,169.52
1-01836-0031,-73.965126,42783,1000000.0,D1-ELEVATOR,919760.0,0.1,1332000,"{'latitude': '40.797035925831', 'longitude': '-73.962651341631', 'human_address': '{""address"": ""78 MANHATTAN AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",77 WEST 104 STREET,4122000.0,1,park-cemetery-etc-Manhattan                                                ,D3-ELEVATOR,49,21.17,1926,58.0,1-01839-0018,103.97
1-01387-0031,,74187,,D6-ELEVATOR,3048279.0,0.05,5027000,"{'latitude': '40.770182170036', 'longitude': '-73.962372551802', 'human_address': '{""address"": ""993 LEXINGTON AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1033 LEXINGTON AVENUE,15183000.0,1,,D7-ELEVATOR,102,32.82,1923,39.0,1-01406-0054,153.35
1-01522-0059,,15596,,D7-ELEVATOR,2557031.0,0.0,2657000,"{'latitude': '40.620501507229', 'longitude': '-74.037618128317', 'human_address': '{""address"": ""115 92 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1240 PARK AVENUE,12043000.0,1,,D3-ELEVATOR,17,34.06,1920,54.0,1-01521-0007,184.29
1-02180-0628,-73.934734,80927,1064476.0,D6-ELEVATOR,785929.0,0.07,5324000,"{'latitude': '40.856598023831', 'longitude': '-73.933783104491', 'human_address': '{""address"": ""195 BENNETT AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,3274000.0,1,Washington Heights North                                                   ,D7-ELEVATOR,95, , ,58.0,1-02180-0497,62.92
1-01366-0016,,111792,,D6-ELEVATOR,600692.0,0.0,16165000,"{'latitude': '40.641612682503', 'longitude': '-74.016654034764', 'human_address': '{""address"": ""422 58 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",405 EAST 56 STREET,2776000.0,1,,D9-ELEVATOR,132,29.12,1961,24.0,1-01369-0037,148.77
1-01225-0055,,68840,,D7-ELEVATOR,1717326.0,0.16,7176000,"{'latitude': '40.616281182707', 'longitude': '-74.036697857332', 'human_address': '{""address"": ""110 96 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",143 WEST 96 STREET,7936000.0,1,,D3-ELEVATOR,81,20.2,1927,60.0,1-01226-0040,97.88
1-01404-0014,-73.963559,36745,1042486.0,D6-ELEVATOR,3048279.0,0.09,3716000,"{'latitude': '40.770182170036', 'longitude': '-73.962372551802', 'human_address': '{""address"": ""993 LEXINGTON AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,15183000.0,1,Upper East Side-Carnegie Hill                                              ,D7-ELEVATOR,20, , ,39.0,1-01406-0054,162.76
1-01891-0011,,43456,,D1-ELEVATOR,656181.0,0.05,3520000,"{'latitude': '40.801644028315', 'longitude': '-73.968639701288', 'human_address': '{""address"": ""300 106 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",892 AMSTERDAM AVENUE,3019000.0,1,,D1-ELEVATOR,54,18.86,1921,62.0,1-01891-0057,101.35
1-00846-0071,-73.991913,59299,1016144.0,D8-ELEVATOR,3088232.0,0.19,10884000,"{'latitude': '40.756053999992', 'longitude': '-73.986951000288', 'human_address': '{""address"": ""552 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",92 5 AVENUE,17036000.0,1,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,D9-ELEVATOR,95,29.07,1962,111.0,1-00817-0001,139.81
1-01506-0003,-73.956478,47822,1047390.0,D7-ELEVATOR,553034.0,0.14,7849000,"{'latitude': '40.78442743098', 'longitude': '-73.951967395923', 'human_address': '{""address"": ""1442 LEXINGTON AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1391 MADISON AVENUE,2657000.0,1,Upper East Side-Carnegie Hill                                              ,D7-ELEVATOR,39,27.32,1920,17.0,1-01522-0158,169.41
1-00532-0020,-73.996042,26382,1084761.0,D5-ELEVATOR,8330796.0,0.0,7106000,"{'latitude': '40.730881797355', 'longitude': '-73.995413643159', 'human_address': '{""address"": ""1 UNIVERSITY PLACE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,41252000.0,1,West Village                                                               ,D6-ELEVATOR,43, , ,272.0,1-00548-0001,230.33
1-01078-0045,,9523,,C4-WALK-UP,316591.0,0.0,1212000,"{'latitude': '40.645249922576', 'longitude': '-74.008947878843', 'human_address': '{""address"": ""533 49 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,1548000.0,1,,C4-WALK-UP,20, , ,20.0,1-01078-0014,146.46
