property_id,community_board,fuel_oil_5_6_use_kbtu,green_power_onsite_kwh,hospital_general_medical_12,multifamily_housing_number_2,performing_arts_gross_floor,electricity_use_generated_1,property_gfa_calculated_1,energy_star_score,estimated_data_flag,district_hot_water_use_kbtu,national_median_source_eui,library_gross_floor_area,water_use_intensity_all_water,data_center_it_energy,other_number_of_computers,data_center_it_equipment,occupancy,district_steam_use_kbtu,office_percent_that_can_be_1,census_tract,percent_of_electricity_that,year_built,food_sales_gross_floor_area,hospital_general_medical,site_eui_kbtu_ft,hospital_general_medical_8,hospital_general_medical_14,hospital_general_medical_5,electricity_use_grid_purchase_1,municipally_supplied_potable_2,difference_from_national_3,source_energy_use_kbtu,alert_gross_floor_area_is,percent_of_total_electricity,outdoor_water_use_all_water,egrid_output_emissions_rate,medical_office_weekly,multifamily_housing_total_1,fuel_oil_1_use_kbtu,financial_office_weekly,hospital_general_medical_1,national_median_source_energy,multifamily_housing_government,estimated_values_energy,data_quality_checker_date,hotel_worker_density_number,medical_office_gross_floor,senior_care_community_gross,hospital_general_medical_7,self_storage_facility_gross,pre_school_daycare_gross,convenience_store_with_gas_2,municipally_supplied_potable_1,diesel_2_use_kbtu,kerosene_use_kbtu,hotel_gross_floor_area_ft,parent_property_name,college_university_gross,estimated_data_flag_fuel,electricity_use_grid_purchase,source_eui_kbtu_ft,national_median_site_eui,multifamily_housing_total
6202292,206.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,198200,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,50,Not Available,Not Available,37504.0,0,2012,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1123274.8,Not Available,Not Available,3527083,Possible Issue,Not Available,Not Available,88.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,1123274.8,Not Available,Not Available,Not Available
6075349,301.0,Not Available,Not Available,Not Available,0,Not Available,Not Available,81000,100,No,Not Available,105.2,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,513.0,0,2009,Not Available,Not Available,16.5,Not Available,Not Available,Not Available,1340213.1,Not Available,Not Available,4208269.4,Ok,Not Available,Not Available,88.7,Not Available,0.35802,Not Available,Not Available,Not Available,8520912.5,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,1340213.2,52,33.5,29
6212628,301.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,56900,90,No,Not Available,199.5,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,100,555.0,0,1900,Not Available,Not Available,58.8,Not Available,Not Available,Not Available,1262858.7,Not Available,Not Available,6154984.7,Ok,Not Available,Not Available,88.7,Not Available,Not Available,Not Available,Not Available,Not Available,11349015.2,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,1262858.7,108.2,108.5,Not Available
2640846,314.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,70560,85,No,Not Available,116.6,Not Available,35.09,Not Available,Not Available,Not Available,100,Not Available,Not Available,774.0,0,1936,Not Available,Not Available,67.6,Not Available,Not Available,Not Available,606113.1,Not Available,Not Available,6275315.1,Ok,Not Available,Not Available,92.8,Not Available,1.2,Not Available,Not Available,Not Available,8226104.4,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2475.6,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,606113.2,88.9,88.6,84.67
2640766,403.0,Not Available,Not Available,Not Available,7,Not Available,Not Available,109999,35,No,Not Available,153.4,Not Available,161.42,Not Available,Not Available,Not Available,100,Not Available,Not Available,279.0,0,1930,Not Available,Not Available,99.9,Not Available,Not Available,Not Available,3429380.7,Not Available,Not Available,18711291.9,Ok,Not Available,Not Available,88.7,Not Available,1.09,Not Available,Not Available,Not Available,16878759.8,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,17755.9,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,3429379.9,170.1,90.2,109
5934926,204.0,Not Available,Not Available,Not Available,0,Not Available,Not Available,55000,26,No,Not Available,118.9,Not Available,133.86,Not Available,Not Available,Not Available,100,Not Available,Not Available,195.0,0,1925,Not Available,Not Available,99.1,Not Available,Not Available,Not Available,914699.5,Not Available,Not Available,7634082,Ok,Not Available,Not Available,92.8,Not Available,1.09091,Not Available,Not Available,Not Available,6540485.2,100% Yes,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7362.3,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,914699.6,138.8,84.9,60
5987001,106.0,Not Available,Not Available,Not Available,8,Not Available,Not Available,90462,20,No,Not Available,141.6,Not Available,82.06,Not Available,Not Available,Not Available,90,Not Available,Not Available,108.0,0,1959,Not Available,Not Available,101.7,Not Available,Not Available,Not Available,3176132.2,Not Available,Not Available,16117068.5,Ok,Not Available,Not Available,88.7,Not Available,1.28544,Not Available,Not Available,Not Available,12812338.7,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7423.2,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,No,3176132.2,178.2,80.8,106
5057382,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,458979,Not Available,Not Available,Not Available,148.1,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,100,,Not Available,1963,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,88.7,Not Available,Not Available,Not Available,Not Available,Not Available,67951974.1,Not Available,Unable to Check (not enough data),Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,201/205,Not Available,Not Available,Not Available,Not Available,67.3,Not Available
5943654,207.0,Not Available,Not Available,Not Available,5,Not Available,Not Available,56000,68,No,Not Available,146.4,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,40701.0,0,1921,Not Available,Not Available,95.6,Not Available,Not Available,Not Available,771828.9,Not Available,Not Available,7232158.2,Ok,Not Available,Not Available,92.8,Not Available,1,Not Available,Not Available,Not Available,8196376.5,No,No,2017-06-28,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,771828.8,129.1,108.3,56
2640777,401.0,Not Available,Not Available,Not Available,0,Not Available,Not Available,61999,Not Available,No,Not Available,127.9,Not Available,69.22,Not Available,Not Available,Not Available,100,Not Available,Not Available,51.0,0,1929,Not Available,Not Available,125.1,Not Available,Not Available,Not Available,1493020.9,Not Available,Not Available,11062943.3,Ok,Not Available,Not Available,88.7,Not Available,0.98361,Not Available,Not Available,Not Available,7931543.7,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4291.6,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,No,1493021,178.4,89.7,60
6171700,314.0,Not Available,Not Available,Not Available,0,Not Available,Not Available,118000,72,No,Not Available,121.8,Not Available,58.58,Not Available,Not Available,Not Available,100,Not Available,Not Available,51601.0,0,1927,Not Available,Not Available,73.1,Not Available,Not Available,Not Available,1551571.2,Not Available,Not Available,12296674.7,Ok,Not Available,Not Available,88.7,Not Available,0.66949,Not Available,Not Available,Not Available,14370378.3,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6912,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,1551571.1,104.2,85.4,79
4052447,102.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,195123,Not Available,No,Not Available,262.6,Not Available,10.44,Not Available,Not Available,Not Available,100,Not Available,Not Available,63.0,0,1932,Not Available,Not Available,61.1,Not Available,Not Available,Not Available,4714019.2,Not Available,Not Available,22097143,Ok,Not Available,Not Available,92.8,Not Available,Not Available,Not Available,Not Available,Not Available,51237348.1,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2037.8,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,195123,No,4714018.8,113.2,141.8,Not Available
6078070,109.0,Not Available,Not Available,Not Available,0,Not Available,Not Available,72030,21,No,Not Available,133.4,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,237.0,0,1910,Not Available,Not Available,118.3,Not Available,Not Available,Not Available,1296720.4,Not Available,Not Available,11658262.2,Ok,Not Available,Not Available,88.7,Not Available,1.30501,Not Available,Not Available,Not Available,9606658.4,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,1296720.5,161.9,97.5,94
2645024,105.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,120000,86,No,Not Available,252,Not Available,20.11,Not Available,22,Not Available,100,Not Available,100,54.0,0,1910,Not Available,Not Available,68.5,Not Available,Not Available,Not Available,4695604.6,Not Available,Not Available,18330069.1,Ok,Not Available,Not Available,92.8,Not Available,Not Available,Not Available,Not Available,Not Available,30237510.9,Not Available,No,2017-07-27,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2412.8,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,No,4695604.4,152.8,113,Not Available
2728568,110.0,Not Available,Not Available,Not Available,4,Not Available,Not Available,65736,98,No,Not Available,133.9,Not Available,12.6,Not Available,Not Available,Not Available,100,Not Available,Not Available,230.0,0,1920,Not Available,Not Available,67.7,Not Available,Not Available,Not Available,165096.9,Not Available,Not Available,4897212.7,Ok,Not Available,Not Available,92.8,Not Available,0.92202,Not Available,Not Available,Not Available,8802830.3,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,828.4,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,No,165096.9,74.5,121.7,56
2792562,402.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,129043,89,No,Not Available,129.2,Not Available,2.21,Not Available,Not Available,Not Available,100,Not Available,100,219.0,0,1990,Not Available,Not Available,30.5,Not Available,Not Available,Not Available,2156187.8,Not Available,Not Available,8641872.2,Ok,Not Available,Not Available,92.8,Not Available,Not Available,Not Available,Not Available,Not Available,16669173.9,Not Available,No,2017-07-24,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,285,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,2156187.9,67,58.9,Not Available
