bin,the_geom,lm_orig,style_oth,hist_dist,mat_prim,shape_leng,lot,mat_other,mat_four,date_high,alt_arch_2,arch_build,circa,altered,notes,lm_new
3019012,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97702956479094, 40.679086606151145], [-73.97707592871971, 40.67901801060291], [-73.97710590894845, 40.67897365452716], [-73.97713128936671, 40.678983596751706], [-73.97716991587018, 40.67899872856311], [-73.97709357179222, 40.679111680229276], [-73.97702956479094, 40.679086606151145]]]]}",0,0,Park Slope Historic District Extension II,Brownstone,132.492030536,25,0,0,1880,0,Jeremiah J. Gilligan,0,0,0,0
3024757,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97418015699749, 40.6730458835743], [-73.97426249365219, 40.672922503531986], [-73.97427988046431, 40.67289644831276], [-73.97430505243173, 40.67290618580459], [-73.97429069518323, 40.67292769950628], [-73.97432958368512, 40.6729427431907], [-73.97429445030193, 40.67299539206904], [-73.97424421756348, 40.67307066570137], [-73.97420038708037, 40.67305370998706], [-73.97418015699749, 40.6730458835743]]]]}",0,0,Park Slope Historic District,Brownstone,162.000738998,32,0,0,1888,0,William Flanagan,0,0,0,0
3025272,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97444246852, 40.66964717038892], [-73.97451288779042, 40.6695629941148], [-73.97454323493298, 40.6695267181633], [-73.97456200881119, 40.66953582382638], [-73.97456741026218, 40.66953538376799], [-73.9745728374965, 40.6695355614687], [-73.97457430866253, 40.669535780619114], [-73.97457816869942, 40.66953635510048], [-73.97458328561102, 40.66953774392554], [-73.97458807352312, 40.66953969910185], [-73.97459242364614, 40.669542176480384], [-73.9745962402051, 40.66954511930738], [-73.9745994380717, 40.669548463627535], [-73.97460194513155, 40.669552132881265], [-73.97460370464684, 40.66955604691013], [-73.97450293829907, 40.669676498287785], [-73.97448065012009, 40.669665688960954], [-73.97444668340663, 40.66970629106843], [-73.97440850179274, 40.66968777248519], [-73.97444246852, 40.66964717038892]]]]}",0,0,Park Slope Historic District,Limestone,180.272217771,57,0,0,1908,0,Eisenla & Carlson,0,1,0,0
3032038,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94384382718182, 40.67206393765738], [-73.94385425362691, 40.67195485791302], [-73.9439257610647, 40.67195882083592], [-73.94392184612117, 40.6719997824727], [-73.94391965537172, 40.67202270582534], [-73.9439153347365, 40.67206789968619], [-73.94390739313148, 40.67206745996502], [-73.94384382718182, 40.67206393765738]]]]}",0,0,Crown Heights North III Historic District,Brick,119.468494171,18,0,0,1906,0,Mann & MacNeille,1,0,0,0
3053200,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93967409642025, 40.68237848704578], [-73.93974743004942, 40.682369909348225], [-73.93977016898593, 40.68248257829168], [-73.93969683523599, 40.68249115600353], [-73.93967409642025, 40.68237848704578]]]]}",0,0,Bedford Stuyvesant / Expanded Stuyvesant Heights Historic District,Brick,124.216567352,65,0,0,1873,0,Not determined,1,0,0,0
3002394,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99677805966266, 40.692231179773515], [-73.99668996176726, 40.69220578730996], [-73.99657869961368, 40.69217371768928], [-73.99660344503899, 40.692123978587595], [-73.99667848772079, 40.692145608398306], [-73.9968148852041, 40.692184922347366], [-73.99681794460213, 40.69218580403427], [-73.99685437344839, 40.69219630411653], [-73.99682962818342, 40.692246043271794], [-73.99682278061518, 40.69224407005901], [-73.99677805966266, 40.692231179773515]]]]}",0,0,Brooklyn Heights Historic District,Brownstone,187.570070945,46,0,0,1879,0,Not determined,0,0,0,0
3028817,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9662100139656, 40.676882642062154], [-73.96622698496836, 40.676835748236535], [-73.96638410057237, 40.67686870626104], [-73.96636712967212, 40.676915600109616], [-73.9662100139656, 40.676882642062154]]]]}",0,0,Prospect Heights Historic District,Brownstone,125.851266084,45,0,0,1896,0,William H. Reynolds,1,0,0,0
3121306,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9605340623514, 40.634919201110435], [-73.96053259021076, 40.63491200455696], [-73.96049763415455, 40.634916155653094], [-73.96047676848943, 40.63481418090164], [-73.96058111989177, 40.63480178955881], [-73.96058292088212, 40.634810590949655], [-73.96064185075421, 40.634803592489924], [-73.96064799159458, 40.63483360349106], [-73.9606692796479, 40.634831074912846], [-73.96067088735039, 40.634838929790604], [-73.96069131716764, 40.634836503573894], [-73.96070298599528, 40.63489353113473], [-73.96068182559543, 40.6348960435535], [-73.96068294650993, 40.63490152089406], [-73.9605340623514, 40.634919201110435]]]]}",0,0,Fiske Terrace-Midwood Park Historic District,Wood Frame,195.679477018,44,0,0,1904,0,Benjamin Driesler,1,1,0,0
3356413,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9577623644041, 40.659256103397354], [-73.95779457335048, 40.65925396928875], [-73.9577999734608, 40.659301239389954], [-73.9578007707773, 40.659308218686604], [-73.95776856180515, 40.65931035279698], [-73.95776783739949, 40.65930401649574], [-73.9577623644041, 40.659256103397354]]]]}",0,0,Prospect Lefferts Gardens Historic District,Not determined,57.6187341824,69,0,0,0,0,Not determined,0,0,0,0
3114868,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95714304778154, 40.65982766636552], [-73.95720587232798, 40.659823273622095], [-73.95721906511136, 40.65993271290983], [-73.95719656455569, 40.65993428584643], [-73.95720174121983, 40.65997722080203], [-73.95716141828436, 40.659980039717816], [-73.95714304778154, 40.65982766636552]]]]}",0,0,Prospect Lefferts Gardens Historic District,Flemish-Bond Brick,146.5023672,60,0,0,1924,0,Slee & Bryson,0,0,0,0
3025542,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97547230812505, 40.66803934207595], [-73.97547867005196, 40.66803167554122], [-73.9755739982122, 40.66791679452287], [-73.97559712917345, 40.66788891856557], [-73.97563356840837, 40.66790644942418], [-73.97563152389358, 40.667908912802], [-73.97559775979363, 40.66794960265038], [-73.97561311378054, 40.667956990134776], [-73.97554572271656, 40.66803820324393], [-73.97552410141115, 40.66806426047001], [-73.97547230812505, 40.66803934207595]]]]}",0,0,Park Slope Historic District,Brownstone,163.644786361,25,0,0,1907,0,"Arthur R. Koch (architect), Arthur Singer (builder)",0,0,0,0
3024873,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97597847884938, 40.67244918562113], [-73.97601201884989, 40.6724091746242], [-73.97602656030828, 40.67241624129642], [-73.97612484087571, 40.67246400164647], [-73.97615569881066, 40.6724789971214], [-73.97612994336095, 40.672509721861616], [-73.97612215886129, 40.672519008159966], [-73.9759964117843, 40.672457900047526], [-73.97597847884938, 40.67244918562113]]]]}",0,0,Park Slope Historic District,Brownstone,129.151133566,27,0,0,1895,0,"J. D. McAuliffe (architect), B. L. Martin (builder)",0,0,0,0
3032723,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94680986570019, 40.670510880092344], [-73.94682190123832, 40.67038275219961], [-73.94685617533645, 40.67038461859663], [-73.94685884007592, 40.67035624548296], [-73.94689582004098, 40.67035825990201], [-73.94689315531811, 40.67038663211615], [-73.9468811199155, 40.67051476091673], [-73.94687774815729, 40.67051760228739], [-73.94687381025533, 40.670519983233106], [-73.94686941151997, 40.6705218398659], [-73.94686467262696, 40.6705231209119], [-73.9468597213353, 40.67052379131007], [-73.94685469248597, 40.67052383401291], [-73.94684972327278, 40.67052324728268], [-73.94684494851103, 40.6705220464905], [-73.9468404970877, 40.67052026501499], [-73.94683648959902, 40.670517951539814], [-73.94683303716914, 40.670515167351326], [-73.94683023080393, 40.67051198993608], [-73.94680986570019, 40.670510880092344]]]]}",0,0,Crown Heights North II Historic District,Limestone,156.547721574,12,0,0,1907,0,Axel S. Hedman,1,0,0,0
3117072,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96438588125847, 40.648218992614474], [-73.96458078416502, 40.648199326062226], [-73.96460255598936, 40.64832449482979], [-73.96435814239007, 40.648349157466946], [-73.96434465475907, 40.64827161600492], [-73.96439416503608, 40.64826661996239], [-73.96438588125847, 40.648218992614474]]]]}",0,0,Prospect Park South Historic District,Wood Frame,228.834410795,67,0,0,1910,0,Not determined,1,0,0,0
3019090,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97499456469652, 40.678270259003014], [-73.97507783152003, 40.67814620146923], [-73.97512915649182, 40.678166167978084], [-73.97504588973881, 40.678290225548636], [-73.97502173206979, 40.67829208887449], [-73.97501007408562, 40.67827629221809], [-73.97499456469652, 40.678270259003014]]]]}",0,0,Park Slope Historic District,Nova Scotia Stone,135.667756274,18,0,0,1877,0,"Parfitt Brothers (architect), Philip J. Cooty (builder)",0,0,0,0
3031310,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94163228047842, 40.67314726992846], [-73.94163337907987, 40.67313529453289], [-73.94150862588245, 40.673128664618865], [-73.94150900203398, 40.67312457286857], [-73.94145180383542, 40.67312153245201], [-73.94142655350956, 40.673120191339564], [-73.94142986854209, 40.67308404184064], [-73.94143379739299, 40.67304118021293], [-73.94143395502402, 40.67303946120952], [-73.94171944662394, 40.673054633082685], [-73.9417190871958, 40.67305855104268], [-73.94171057190944, 40.67315143037874], [-73.94163228047842, 40.67314726992846]]]]}",0,0,Crown Heights North III Historic District,Blonde Brick,229.476065621,1,0,0,1903,0,Axel S. Hedman,1,0,0,0
3120168,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96295670143513, 40.63684460354535], [-73.96295186435633, 40.63681894079992], [-73.96278119110765, 40.636837607471826], [-73.96276575724278, 40.63675571288654], [-73.96289409215454, 40.63674167655883], [-73.96289163473806, 40.63672863535117], [-73.96294543278594, 40.636722751599585], [-73.96296166479362, 40.63680887885717], [-73.96302051312176, 40.636802442877986], [-73.96302336096448, 40.636802131313736], [-73.96302985521784, 40.63683660256458], [-73.96302939771893, 40.63683665194605], [-73.96302709721843, 40.63683690425217], [-73.96295670143513, 40.63684460354535]]]]}",0,0,Ditmas Park Historic District,Wood Frame,225.509220091,16,0,0,1909,0,Arlington D. Isham,0,0,0,0
3046384,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93564917673828, 40.682855132473584], [-73.93563591017362, 40.68278792957909], [-73.93577803966599, 40.68277166736029], [-73.93578255999421, 40.68279456635912], [-73.9357913075526, 40.68283887113978], [-73.93576996190792, 40.68284131312809], [-73.93578871659807, 40.682936311640944], [-73.93579541589256, 40.68297024495536], [-73.93578774266126, 40.68297112227713], [-73.9357961971267, 40.683013945546996], [-73.93571664909898, 40.68302304765769], [-73.93570819468351, 40.68298022438203], [-73.93570073676389, 40.68298107750439], [-73.93567528177562, 40.68285214565568], [-73.93564917673828, 40.682855132473584]]]]}",0,0,Bedford Stuyvesant / Expanded Stuyvesant Heights Historic District,Buff Brick,255.799868309,57,0,0,1916,0,P. Tillion & Son Architects [Philip G. Tillion],1,0,0,0
3114793,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95637018420406, 40.66057797079186], [-73.9563903528526, 40.660576733025614], [-73.95640409095141, 40.66056285677074], [-73.95642699841447, 40.6605614516394], [-73.95643996145729, 40.660573688265266], [-73.95645372149308, 40.66070371455476], [-73.95643810450962, 40.66070467219427], [-73.95643881201777, 40.66071136239949], [-73.95642924977699, 40.66071194951675], [-73.95643458196213, 40.66076233903781], [-73.95638998494225, 40.660765075918285], [-73.95637018420406, 40.66057797079186]]]]}",0,0,Prospect Lefferts Gardens Historic District,Limestone,180.248676718,89,0,0,1909,0,Axel S. Hedman,0,0,0,0
3028175,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97095609912284, 40.67927855851859], [-73.97099528931699, 40.6791696944032], [-73.97101911679793, 40.679174665844045], [-73.97103939410079, 40.67917251691893], [-73.97104780955216, 40.6791764101598], [-73.97106450800493, 40.67918413717252], [-73.97102221273599, 40.67930162655749], [-73.97100832142681, 40.67929872880461], [-73.97098024667571, 40.6792928710848], [-73.97097257727035, 40.67931417352157], [-73.97094532570442, 40.67930848709854], [-73.97095609912284, 40.67927855851859]]]]}",0,0,Prospect Heights Historic District,Brownstone,145.450575424,93,0,0,1883,0,Jeremiah J. Gilligan,1,0,0,0
3025442,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97726487271066, 40.66931706015861], [-73.97734762617753, 40.669217531694194], [-73.9773557462485, 40.66922144693327], [-73.97736084919104, 40.669215309123125], [-73.9774031026633, 40.66923567808673], [-73.97739800563903, 40.669241807795295], [-73.9774074311719, 40.669246351847015], [-73.97734354200477, 40.66932319107944], [-73.97732467184336, 40.66934588575605], [-73.97731464796726, 40.669341054315154], [-73.97726487271066, 40.66931706015861]]]]}",0,0,Park Slope Historic District,Brick,130.394036832,51,0,0,1891,0,Allan Brothers,0,0,0,0
3052299,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94777340307127, 40.68329454932127], [-73.94775843343376, 40.683221787286946], [-73.94782317828087, 40.68321406863956], [-73.94783156522352, 40.68325483601596], [-73.94786438246335, 40.683414351753775], [-73.94780299724084, 40.68342167031899], [-73.94779963742673, 40.683422070424236], [-73.94779413883413, 40.68339534157095], [-73.94777340307127, 40.68329454932127]]]]}",0,0,Bedford Historic District,Brownstone,184.068597317,32,0,0,1885,0,Isaac D. Reynolds,1,0,0,0
3025379,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97420139018371, 40.66880935255531], [-73.97427366067596, 40.66872274994488], [-73.97433829575272, 40.668645295724424], [-73.97439891714001, 40.66867462641705], [-73.97436713149301, 40.66871271565194], [-73.97430073695215, 40.66879227760201], [-73.97427317776301, 40.66877894381141], [-73.97423445245954, 40.66882534951972], [-73.97420139018371, 40.66880935255531]]]]}",0,0,Park Slope Historic District,Brownstone,181.482258971,48,0,0,1910,0,Axel S. Hedman,0,0,0,0
3030008,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95030619585916, 40.67715125643067], [-73.95031800068047, 40.677022163726036], [-73.95034065058502, 40.67702336398469], [-73.95035367994203, 40.677009696190524], [-73.95037811936318, 40.67701099086752], [-73.95038715588758, 40.6770175352035], [-73.95038674805083, 40.67702199257602], [-73.95037049289779, 40.67719974628715], [-73.95036405329402, 40.6772701727709], [-73.95029565269579, 40.67726654748701], [-73.95030619585916, 40.67715125643067]]]]}",0,0,Crown Heights North Historic District,Brownstone,223.241312755,50,0,0,1892,0,Jeremiah D. McAuliffe,1,0,0,0
3024662,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97444565417247, 40.673547133541796], [-73.97450618282541, 40.67345644889136], [-73.97452581818288, 40.673427029810334], [-73.97455014484746, 40.67343644197483], [-73.97456726658125, 40.67342942894733], [-73.97458769549718, 40.67343733368035], [-73.97459096720753, 40.673452237027284], [-73.97458179213987, 40.67346598316457], [-73.97451080210129, 40.67357234080349], [-73.97444565417247, 40.673547133541796]]]]}",0,0,Park Slope Historic District,Stone,143.261855385,52,0,0,1888,0,"Edward B. Sturges (architect, builder)",0,0,0,0
3003907,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99693818356619, 40.685195943236266], [-73.99709502833767, 40.68524028679944], [-73.99706989892934, 40.6852917919472], [-73.99691305405365, 40.68524744835012], [-73.99693818356619, 40.685195943236266]]]]}",0,0,Cobble Hill Historic District,Not determined,132.840347137,46,0,0,1872,0,Not determined,0,0,0,0
3052659,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94933163331038, 40.682325028431], [-73.94934000419458, 40.682369315804586], [-73.94936121008652, 40.682481514803044], [-73.94928638622183, 40.682489710749046], [-73.94927274661391, 40.68241754202964], [-73.94926326947434, 40.6823674017216], [-73.94930657801815, 40.6823626579899], [-73.9493001181397, 40.68232848062857], [-73.94933163331038, 40.682325028431]]]]}",0,0,Bedford Historic District,Brick,157.132094335,8,0,0,1887,0,John G. Prague,1,0,0,0
3030398,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94620660390444, 40.67655734045601], [-73.94621542491866, 40.67646973438638], [-73.94622516718051, 40.67647030266245], [-73.9462316618999, 40.676405791909694], [-73.94623690802703, 40.67639647223088], [-73.94624298778378, 40.67633609374593], [-73.94632212266093, 40.67634071161184], [-73.94631604415835, 40.67640109010143], [-73.94632130907827, 40.676411023436316], [-73.94631481444488, 40.67647553419405], [-73.94633096481526, 40.67647647736365], [-73.94634555396408, 40.676477328850886], [-73.94635204856775, 40.67641281809143], [-73.94635914448922, 40.6764036055303], [-73.946365222953, 40.67634322703842], [-73.94644094327083, 40.67634764601804], [-73.9464348648752, 40.676408024513876], [-73.9464400529349, 40.67641795330485], [-73.94643355841585, 40.676482464069274], [-73.94645006006508, 40.67648342719701], [-73.94646568057047, 40.67648433858309], [-73.94647217505859, 40.676419827816865], [-73.9464780988647, 40.67641054806506], [-73.94648417840438, 40.67635016956745], [-73.94656190112104, 40.676354704664696], [-73.94655582283406, 40.676415083166916], [-73.9465601889051, 40.67642496474385], [-73.94655369331961, 40.67648947461391], [-73.9465676248679, 40.676490287945946], [-73.94655818789064, 40.67658402716295], [-73.94644062174065, 40.67657716640392], [-73.94632152750714, 40.67657021656137], [-73.9462246854738, 40.67656456473419], [-73.94620598626638, 40.676563473574106], [-73.94620660390444, 40.67655734045601]]]]}",0,0,Crown Heights North Historic District,Brick,552.001778536,13,0,0,1905,0,George F. Roosen,1,0,0,0
3053059,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94724358304379, 40.68160562911757], [-73.94721658487805, 40.68147694134209], [-73.94728601526884, 40.68146849933078], [-73.94731301356536, 40.68159718709004], [-73.94726984219209, 40.681602436223656], [-73.94727499555057, 40.68162700101386], [-73.94724873639373, 40.68163019300847], [-73.94724358304379, 40.68160562911757]]]]}",0,0,Bedford Historic District,Stone,152.08584107,62,0,0,1892,0,Robert Dixon,1,0,0,0
3046802,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93416251762025, 40.68261449711485], [-73.9341753637187, 40.682601608198816], [-73.93419310585169, 40.682599525551616], [-73.93420678471635, 40.682610607898724], [-73.93420851393013, 40.6826120082867], [-73.93423572989316, 40.68260881351115], [-73.93425855424327, 40.68272147188758], [-73.93418591984967, 40.68273000056096], [-73.93416688728743, 40.68263606242997], [-73.93416251762025, 40.68261449711485]]]]}",0,0,Bedford Stuyvesant / Expanded Stuyvesant Heights Historic District,Brick,129.24418733,16,0,0,1881,0,Marshall J. Morrill,1,0,0,0
3003336,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99827844377367, 40.68802120826799], [-73.99829481609935, 40.687992661334874], [-73.99830927583207, 40.687997466687975], [-73.99839902606644, 40.68802729297713], [-73.998382936527, 40.68805534554705], [-73.9983826537769, 40.688055839024436], [-73.99838247632765, 40.688055780488604], [-73.99828746883597, 40.688024207112434], [-73.99827844377367, 40.68802120826799]]]]}",0,0,Cobble Hill Historic District,Brick,85.7659751716,58,0,0,1879,0,"William Field & Son (architect), James H. Stevenson (mason)",0,0,0,0
3031259,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94803976853932, 40.673570722482786], [-73.94805317922763, 40.673434687705985], [-73.94812520878814, 40.67343880404209], [-73.94811262083151, 40.67356649772585], [-73.94811179824588, 40.67357483882718], [-73.94803976853932, 40.673570722482786]]]]}",0,0,Crown Heights North II Historic District,Brick,139.474684411,53,0,0,1893,0,Frederick B. Langston,1,0,0,0
3333871,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9650208734368, 40.64845184796896], [-73.96501138455349, 40.648394953973025], [-73.96501063496908, 40.64839045475828], [-73.96502490843814, 40.64838907410361], [-73.96507419754192, 40.64838430553199], [-73.9650770521152, 40.64840142524137], [-73.96514067262837, 40.648395269692465], [-73.96514195848921, 40.648402983917286], [-73.96519447071192, 40.648397903791455], [-73.96519989588, 40.64843043303484], [-73.96520858387638, 40.64842959187827], [-73.96521683773625, 40.648479086830385], [-73.96520670843378, 40.648480066231244], [-73.96520849639388, 40.64849079373951], [-73.96501731296276, 40.64850929001251], [-73.96500794193608, 40.64845309845634], [-73.9650208734368, 40.64845184796896]]]]}",0,0,Prospect Park South Historic District,Wood Frame,198.992290564,6,0,Stained Glass,1904,0,John Slee & Henry Lapointe,0,0,0,0
3119442,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96149562166973, 40.63939840642317], [-73.96150485241918, 40.63939739733066], [-73.96152314919766, 40.639494482968644], [-73.96147921085868, 40.639499287834184], [-73.96135454113626, 40.639512921280364], [-73.96133814437286, 40.63942591395886], [-73.96136636863753, 40.639422827461615], [-73.9613644688587, 40.6394127491189], [-73.96149562166973, 40.63939840642317]]]]}",0,0,Ditmas Park Historic District,Wood Frame,166.014990202,24,0,Brick,1901,0,A. White Pierce,0,0,0,0
3028419,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96946420212414, 40.678601813819824], [-73.96946730971483, 40.67859345786944], [-73.9695061912459, 40.67848890403238], [-73.96951371741498, 40.678468666961976], [-73.9695177132105, 40.67845792308083], [-73.96952908977659, 40.6784603754938], [-73.96958154925267, 40.67847168272769], [-73.96953953066358, 40.6785846690787], [-73.96952095622143, 40.67863461750302], [-73.96945712003617, 40.67862085692222], [-73.96946420212414, 40.678601813819824]]]]}",0,0,Prospect Heights Historic District,Brick,160.194471042,36,0,0,1893,0,George M. Miller,1,0,0,0
3025694,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97578100846704, 40.666403363053206], [-73.97566812465482, 40.666349030022126], [-73.97562696725979, 40.66632921986641], [-73.97566623092791, 40.6662819204784], [-73.9757517583225, 40.666323086709575], [-73.97589347770707, 40.666391298151524], [-73.97589793134368, 40.66640797483715], [-73.97588424364021, 40.66642446401583], [-73.97586303560708, 40.666427970679194], [-73.97578982994575, 40.66639273522101], [-73.97578100846704, 40.666403363053206]]]]}",0,0,Park Slope Historic District,Brick,193.457822151,39,0,0,1896,0,"Charles G. Peterson (architect, builder)",0,0,0,0
3179111,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95908690014448, 40.63063746519758], [-73.95908470026392, 40.63062622773191], [-73.95904879017873, 40.63063030690825], [-73.95902329198574, 40.63050000255099], [-73.95903240335929, 40.630498967498845], [-73.9590272801633, 40.6304727866693], [-73.95915547881313, 40.630458224954666], [-73.95916848488962, 40.63052468701673], [-73.95914649016223, 40.63052718534956], [-73.95916410693921, 40.63061720844213], [-73.95912824769307, 40.63062128135764], [-73.9591304463995, 40.63063251792157], [-73.95908690014448, 40.63063746519758]]]]}",0,0,Fiske Terrace-Midwood Park Historic District,Wood Frame,200.631003819,7,0,0,1906,0,A. White Pierce,1,1,0,0
3064923,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95535706457854, 40.72886571468912], [-73.95533990635718, 40.72875276622678], [-73.95540475476369, 40.72874706502481], [-73.9554246885517, 40.72887828857619], [-73.9554349123965, 40.72894559295528], [-73.95543470167978, 40.7289456117844], [-73.95539523968837, 40.72894908057314], [-73.95539227567023, 40.72892956269885], [-73.95538364878051, 40.72887277867785], [-73.95537054648977, 40.7288739307541], [-73.95536913696266, 40.72886465316661], [-73.95535706457854, 40.72886571468912]]]]}",0,0,Greenpoint Historic District,Brownstone,181.808419163,65,0,0,1884,0,Not determined,1,0,0,0
3003408,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99456092463683, 40.68691038302931], [-73.99463030460815, 40.686789204174794], [-73.99470200801201, 40.68681299366426], [-73.99463262932925, 40.68693417166119], [-73.99456092463683, 40.68691038302931]]]]}",0,0,Cobble Hill Historic District,Brick,139.704658495,21,0,0,1858,0,"John Greacen, Jr. (architect), Thomas Sullivan (builder)",0,0,0,0
3025705,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97628245115787, 40.666307993937444], [-73.97636955098686, 40.66620471819002], [-73.97642797401383, 40.66623328733519], [-73.97636515061109, 40.66630777772425], [-73.97634087423806, 40.66633656312646], [-73.97631293023974, 40.6663228983516], [-73.97628245115787, 40.666307993937444]]]]}",0,0,Park Slope Historic District,Brownstone,127.958140837,51,0,0,1889,0,Charles G. Peterson,0,0,0,0
3025301,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9766465463528, 40.67031442469276], [-73.97673615379959, 40.67020666555854], [-73.97677160366045, 40.67022375549942], [-73.97679709460373, 40.670236044574416], [-73.97676169253809, 40.670278618301104], [-73.97670748721593, 40.67034380375568], [-73.9766465463528, 40.67031442469276]]]]}",0,0,Park Slope Historic District,Brick,132.952592055,28,0,0,1891,0,John E. Dwyer,0,0,0,0
3001849,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99481200059081, 40.69680227527922], [-73.99483225239776, 40.69676091655364], [-73.99483419308616, 40.696756953485405], [-73.99484030988516, 40.69675868814683], [-73.99498465815255, 40.69679963362496], [-73.99496246456212, 40.696844955447425], [-73.99481200059081, 40.69680227527922]]]]}",0,0,Brooklyn Heights Historic District,Brownstone,124.295838199,85,0,0,1879,0,Not determined,0,0,0,0
3002627,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9926486825756, 40.69185359859097], [-73.99269530308904, 40.691753043070904], [-73.99273374938709, 40.691763369886786], [-73.99277333496134, 40.69177400293567], [-73.99272671455093, 40.69187455848701], [-73.9926666469967, 40.69185842378532], [-73.9926486825756, 40.69185359859097]]]]}",0,0,Brooklyn Heights Historic District,Brick,123.593836632,34,0,0,1847,0,Not determined,0,0,Stoop removed from No. 44.,0
3002606,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99240097283575, 40.691421481221816], [-73.99240782209644, 40.691406701552786], [-73.99246635901133, 40.69128038142506], [-73.99255318488187, 40.69130369415579], [-73.99252893096859, 40.69135603310556], [-73.99248413520695, 40.691452699366536], [-73.9923973079832, 40.69142938748457], [-73.99240097283575, 40.691421481221816]]]]}",0,0,Brooklyn Heights Historic District,Stucco,166.195714421,8,0,0,1899,0,Not determined,1,1,Original details and stoop have been removed from No. 27.,0
3121277,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96187013631709, 40.63278008941402], [-73.9618666685158, 40.63275894767242], [-73.96183677111871, 40.63276179420029], [-73.96182280691225, 40.63267666887587], [-73.96181562218364, 40.6326773526859], [-73.96180556044743, 40.632616012270645], [-73.961912713036, 40.632605809810634], [-73.96194020820565, 40.63277341816936], [-73.96187013631709, 40.63278008941402]]]]}",0,0,Fiske Terrace-Midwood Park Historic District,Wood Frame,183.023968889,230,0,0,1906,0,Benjamin Driesler,1,0,0,0
3058550,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96986758216357, 40.69003004690256], [-73.96998483407405, 40.6900150821968], [-73.97007530985023, 40.69000353416349], [-73.97008809731095, 40.690061580971744], [-73.96994874368539, 40.690079367624875], [-73.96991665658744, 40.690083462880295], [-73.9698719729221, 40.690089165848015], [-73.96985918564441, 40.69003111901602], [-73.96986758216357, 40.69003004690256]]]]}",0,0,Fort Greene Historic District,Brownstone,164.432460044,5,0,0,1868,0,Michael Murray (builder),1,0,0,0
3002536,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99372288099009, 40.69285079659807], [-73.99376532196479, 40.692699079588564], [-73.99385195933161, 40.692713121445045], [-73.99380951854519, 40.6928648375856], [-73.99372288099009, 40.69285079659807]]]]}",0,0,Brooklyn Heights Historic District,Brownstone,162.156026208,13,0,0,1855,0,Not determined,0,0,Stoop removed from No. 138.,0
3058269,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9733160703325, 40.692075495279425], [-73.9734535476662, 40.692059816723216], [-73.97347331302967, 40.69205756279416], [-73.97348563471755, 40.69212015939403], [-73.97339352443048, 40.6921306642324], [-73.97329180827091, 40.69214226359312], [-73.97328273715493, 40.69209617503172], [-73.9733193207356, 40.692092003337564], [-73.9733160703325, 40.692075495279425]]]]}",0,0,Fort Greene Historic District,Not determined,154.821960616,6,0,0,0,0,Not determined,0,1,0,0
