dbn,q157_how_many_adults_at_this,q78_in_planning_my_last,q173_adults_at_this_school_1,q103_in_planning_my_last,q58_overall_my_professional,q27_i_feel_respected_by_other,q64_the_principal_school_1,q64_the_principal_school,q22_i_would_recommend_this,q128_in_planning_my_last_1,q36_the_principal_school_1,q118_in_planning_my_last,q84_in_planning_my_last,q107_in_planning_my_last_1,q99_in_planning_my_last,q95_in_planning_my_last,q85_in_planning_my_last,q119_in_planning_my_last,q29_i_would_recommend_this,q155_how_many_adults_at_this,q140_discipline_is_applied_1,q108_in_planning_my_last_1,q18_central_doe_employees_1,q144_how_many_students_in_1,q62_the_principal_school_1,q51_at_this_school_curriculum_1,q12_i_am_able_to_apply_my_1,q151_how_many_adults_at_this_1,q91_in_planning_my_last_1,q112_in_planning_my_last,q26_teachers_respect_other_1,q72_how_much_influence_do,q50_at_this_school_teachers_1,q172_adults_at_this_school_1,q19_the_chancellor_is_an_1,q28_teachers_at_this_school_1,q68_the_principal_assistant,q59_overall_my_professional_1,q53_at_this_school_teachers,q5_i_am_able_to_receive_1,q139_how_many_students_in_1,q59_overall_my_professional,q95_in_planning_my_last_1,q87_in_planning_my_last,q54_at_this_school_school,q141_behavioral_supports,q146_how_many_students_in_1,q115_in_planning_my_last_1,q147_how_many_students_in,q96_in_planning_my_last,q92_in_planning_my_last,q66_the_principal_assistant,q113_in_planning_my_last,q32_the_principal_school,q174_adults_at_this_school_1,q111_in_planning_my_last_1,q137_how_many_students_in,q75_the_performance_of_the,q2_how_many_teachers_at_this,q116_in_planning_my_last_1,q156_how_many_adults_at_this_1,q89_in_planning_my_last_1,q153_how_many_adults_at_this,q148_how_many_students_in,q76_the_performance_of_the,q68_the_principal_assistant_1,q120_in_planning_my_last,q167_my_students_are_safe,q137_how_many_students_in_1,q63_the_principal_school,q24_it_s_ok_in_this_school,q122_in_planning_my_last_1,q161_it_s_a_priority_at_this,q5_i_am_able_to_receive,q67_the_principal_assistant,q133_in_planning_my_last_1,q44_this_school_has_well,q82_in_planning_my_last,q30_i_feel_respected_by_the,q94_in_planning_my_last_1,q141_behavioral_supports_1,q19_the_chancellor_is_an,q37_the_principal_school,q41_at_this_school_students,q20_i_trust_the_chancellor_1,q151_how_many_adults_at_this,q133_in_planning_my_last,q174_adults_at_this_school,q144_how_many_students_in,q157_how_many_adults_at_this_1,q113_in_planning_my_last_1,q90_in_planning_my_last_1,q31_the_principal_school,q166_my_students_are_safe_1,q39_in_this_school_the_staff_1,q155_how_many_adults_at_this_1,q37_the_principal_school_1,q35_the_principal_school_1,q55_at_this_school_the,q58_overall_my_professional_1,q163_at_this_program_teachers_1,q168_my_students_are_safe_1,q66_the_principal_assistant_1,q13_i_am_able_to_develop_1,q15_i_am_able_to_distinguish_1,q41_at_this_school_students_1,q16_i_feel_respected_by_the,q176_adults_at_this_school,q156_how_many_adults_at_this,q124_in_planning_my_last_1,q93_in_planning_my_last,q149_how_many_students_in_1,q104_in_planning_my_last,q119_in_planning_my_last_1,q53_at_this_school_teachers_1,q102_in_planning_my_last_1,q145_how_many_students_in,q152_how_many_adults_at_this_1,q160_it_s_a_priority_at_this_1,q71_the_principal_assistant_1,q6_i_am_able_to_use_my_1,q138_how_many_students_in,q49_at_this_school_teachers_1,q83_in_planning_my_last_1,q20_i_trust_the_chancellor,q9_i_am_able_to_affirm_racial,q73_how_much_influence_do,q3_how_many_teachers_at_this_1,q73_how_much_influence_do_1,q35_the_principal_school,q127_in_planning_my_last,q97_in_planning_my_last_1
15K029,0.92,,0.0,,0.8,1.0,0.0,1.0,1.0,0.06,0.0,,,,,,,,0.96,0.88,0.05,,,0.41,0.0,0.08,0.12,0.04,,,0.04,0.96,0.04,0.0,,0.0,0.96,0.2,1.0,0.08,0.0,0.8,,,1.0,,0.1,,0.92,,,1.0,,1.0,0.0,,1.0,0.6,0.92,,0.04,,0.96,0.75,0.64,0.04,,1.0,0.0,1.0,1.0,,,0.92,0.88,0.0,1.0,,1.0,,,,1.0,1.0,,0.96,1.0,0.0,0.59,0.08,,,1.0,0.0,0.0,0.12,0.0,0.0,1.0,0.2,,0.0,0.0,0.04,0.15,0.0,,0.0,0.96,0.06,,0.05,,,0.0,,1.0,0.04,,0.08,0.0,0.83,0.0,,,1.0,1.0,0.08,0.0,1.0,1.0,
05M514,0.54,0.0,0.0,,0.6,0.67,0.33,0.67,0.6,0.2,0.33,,,,,,,,0.6,0.38,0.43,,,0.36,0.27,0.47,0.21,0.36,,,0.33,0.73,0.33,0.0,,0.4,0.73,0.33,0.79,0.2,0.36,0.67,,,1.0,0.0,0.5,,0.6,,,0.67,,0.73,0.0,,0.87,0.67,0.27,,0.5,,0.5,0.53,0.8,0.27,,0.0,0.13,0.73,0.67,,0.0,0.8,0.53,0.2,0.67,,0.67,,0.0,,0.67,1.0,,0.64,0.8,0.0,0.64,0.46,,,0.57,0.0,0.07,0.62,0.33,0.27,0.79,0.4,0.0,0.0,0.33,0.13,0.13,0.0,,0.0,0.5,0.2,,0.5,,,0.21,,0.6,0.5,0.0,0.47,0.0,0.47,0.33,,,1.0,0.87,0.47,0.13,0.73,0.8,
09X311,1.0,,0.0,1.0,0.96,0.96,0.0,1.0,0.96,0.0,0.08,1.0,,0.0,,,,1.0,0.88,0.96,0.0,0.0,,0.17,0.0,0.05,0.0,0.04,,1.0,0.04,0.83,0.09,0.0,,0.0,1.0,0.0,1.0,0.04,0.17,1.0,,,1.0,,0.17,0.0,0.83,,,0.96,1.0,0.96,0.0,0.0,0.83,0.85,0.87,0.0,0.0,,1.0,0.83,0.9,0.0,1.0,1.0,0.17,0.96,0.92,0.0,,0.96,0.96,0.0,1.0,,1.0,,,,0.96,1.0,,0.96,1.0,0.0,0.83,0.0,0.0,,0.92,0.2,0.0,0.04,0.04,0.0,1.0,0.04,,0.0,0.04,0.0,0.0,0.0,,0.0,1.0,0.0,,0.13,1.0,0.0,0.0,,0.92,0.04,,0.08,0.0,0.71,0.04,,,1.0,0.83,0.04,0.17,1.0,1.0,
18K115,0.87,1.0,0.0,,0.83,0.93,0.02,0.98,0.93,0.07,0.23,1.0,,,,,,1.0,0.79,0.86,0.14,,,0.22,0.07,0.02,0.0,0.05,,,0.12,0.58,0.16,0.0,,0.12,0.9,0.17,1.0,0.02,0.12,0.83,,,1.0,1.0,0.36,0.0,0.76,,,0.98,,0.77,0.0,,0.9,0.72,0.71,0.0,0.08,,0.87,0.61,0.71,0.1,1.0,1.0,0.1,0.86,0.77,0.0,1.0,0.98,0.93,0.0,0.98,,0.8,,0.0,,0.86,1.0,,0.95,1.0,0.0,0.78,0.13,,,0.77,0.15,0.0,0.14,0.14,0.16,0.91,0.17,0.0,0.0,0.02,0.05,0.02,0.0,,0.0,0.92,0.1,,0.17,,0.0,0.0,,0.93,0.11,0.0,0.14,0.0,0.73,0.05,,,0.98,0.63,0.25,0.37,0.84,0.97,
08X071,0.71,1.0,0.0,1.0,0.65,0.88,0.05,0.95,0.89,0.24,0.22,0.81,1.0,0.11,0.9,0.9,0.91,0.88,0.81,0.65,0.29,0.05,,0.31,0.13,0.3,0.07,0.18,0.09,0.95,0.27,0.6,0.31,0.0,,0.18,0.85,0.26,0.92,0.19,0.25,0.74,0.1,1.0,0.91,0.6,0.41,0.06,0.63,0.9,0.9,0.87,0.95,0.85,0.0,0.0,0.84,0.54,0.59,0.19,0.23,0.0,0.66,0.51,0.58,0.15,0.88,0.97,0.16,0.86,0.7,0.06,,0.81,0.76,0.15,0.97,1.0,0.87,0.1,0.4,,0.84,0.91,,0.82,0.85,0.0,0.69,0.29,0.05,0.0,0.76,0.0,0.09,0.35,0.16,0.14,0.92,0.35,,0.0,0.13,0.03,0.08,0.09,,0.0,0.77,0.1,0.9,0.38,0.95,0.12,0.08,0.0,0.83,0.19,,0.28,0.03,0.61,0.06,0.0,,0.92,0.83,0.51,0.17,0.86,0.88,0.0
06M314,1.0,0.0,0.0,,0.81,0.94,0.0,1.0,0.94,0.0,0.0,,0.0,,0.0,0.0,0.0,,1.0,0.94,0.13,,,0.31,0.06,0.07,0.0,0.06,0.0,,0.06,1.0,0.07,0.0,,0.06,1.0,0.12,0.94,0.0,0.06,0.88,0.0,0.0,0.94,0.0,0.06,,0.88,0.0,0.0,1.0,,1.0,0.0,,0.94,0.89,0.94,,0.06,0.0,0.94,0.88,0.89,0.0,,1.0,0.06,1.0,0.94,,0.0,1.0,0.94,0.0,0.94,0.0,1.0,0.0,0.0,,1.0,1.0,,0.94,1.0,0.0,0.69,0.0,,0.0,0.94,0.07,0.0,0.06,0.0,0.0,1.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.94,0.0,0.0,0.12,,,0.06,0.0,0.88,0.06,0.0,0.0,0.0,0.88,0.0,0.0,,1.0,1.0,0.06,0.0,1.0,1.0,0.0
02M294,0.95,0.0,0.0,1.0,0.81,0.95,0.05,0.95,0.95,,0.05,1.0,,0.0,1.0,0.8,,1.0,0.95,0.9,0.1,0.0,,0.24,0.05,0.1,0.1,0.05,,1.0,0.05,1.0,0.1,0.0,,0.05,0.71,0.14,1.0,0.05,0.1,0.86,0.2,,1.0,0.0,0.15,0.0,0.95,1.0,1.0,0.85,1.0,0.95,0.0,0.0,0.95,0.17,1.0,0.0,0.05,,0.9,0.81,0.33,0.29,1.0,0.0,0.05,0.9,0.95,0.0,0.0,0.95,0.86,,0.95,,0.95,0.0,0.0,,1.0,1.0,,0.95,,1.0,0.76,0.05,0.0,,0.9,0.0,0.0,0.1,0.0,0.1,0.9,0.19,0.0,0.0,0.15,0.0,0.05,0.0,,1.0,0.95,,1.0,0.1,1.0,0.0,0.0,0.0,1.0,0.05,0.0,0.33,0.0,0.86,0.0,,,1.0,1.0,0.1,0.0,0.9,,0.0
04M435,1.0,0.0,0.0,1.0,0.99,1.0,0.01,0.99,1.0,0.0,0.01,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.0,,0.0,0.01,0.01,0.01,0.0,0.0,1.0,0.01,1.0,0.01,0.0,,0.0,0.99,0.01,1.0,0.01,0.0,0.99,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.99,1.0,0.99,0.0,0.0,1.0,0.98,1.0,0.0,0.0,0.0,1.0,1.0,0.95,0.01,1.0,0.0,0.0,0.99,0.99,0.0,0.0,0.99,0.99,0.0,1.0,1.0,0.99,0.0,0.0,,0.99,1.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.99,0.0,0.01,0.0,0.01,0.01,0.99,0.01,0.0,0.0,0.01,0.01,0.01,0.0,,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.01,0.01,0.99,0.0,0.0,,0.99,1.0,0.0,0.0,0.99,1.0,0.0
11X019,0.97,,0.0,0.91,0.94,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,0.18,,,,1.0,0.97,0.94,0.07,0.09,,0.34,0.0,0.07,0.0,0.0,,1.0,0.06,0.85,0.03,0.0,,0.06,0.97,0.09,0.97,0.0,0.12,0.91,,,1.0,,0.14,0.0,0.91,,,1.0,1.0,1.0,0.0,0.0,0.97,0.96,0.91,0.0,0.03,,0.97,0.88,0.83,0.03,1.0,1.0,0.03,0.97,0.91,0.0,,1.0,1.0,0.0,1.0,,1.0,,,,1.0,1.0,,1.0,1.0,0.0,0.66,0.03,0.0,,1.0,0.0,0.0,0.06,0.0,0.0,1.0,0.06,,0.0,0.0,0.0,0.0,0.0,,0.0,0.97,0.0,,0.17,1.0,0.0,0.03,,1.0,0.0,,0.06,0.0,0.81,0.0,,,1.0,0.85,0.18,0.15,1.0,1.0,
01M034,0.73,,0.0,,0.77,0.96,0.17,0.83,0.68,0.36,0.17,,,,,,,,0.67,0.86,0.4,,,0.5,0.17,0.35,0.08,0.14,,,0.08,0.83,0.3,0.0,,0.12,0.87,0.09,0.92,0.12,0.32,0.91,,,0.92,,0.8,,0.45,,,0.73,,0.88,0.0,,0.59,0.71,0.76,,0.18,,0.86,0.45,0.62,0.13,,1.0,0.41,0.83,0.83,,,0.88,0.82,0.36,0.67,,0.84,,,,0.96,0.96,,0.86,0.64,0.0,0.5,0.27,,,0.83,0.09,0.04,0.14,0.04,0.12,0.92,0.23,,0.0,0.27,0.14,0.09,0.04,,0.0,0.82,0.36,,0.55,,,0.08,,0.5,0.18,,0.22,0.08,0.36,0.17,,,1.0,0.91,0.28,0.09,0.88,0.71,
10X386,0.86,1.0,0.0,,0.93,0.88,0.0,1.0,0.93,0.08,0.05,,,,,,,,0.93,0.81,0.06,,,0.27,0.02,0.05,0.0,0.08,,,0.07,0.73,0.15,0.0,,0.07,0.95,0.1,0.98,0.05,0.21,0.9,,,1.0,1.0,0.61,,0.62,,,0.98,,0.98,0.0,,0.74,0.86,0.71,,0.19,,0.76,0.46,0.87,0.05,,1.0,0.26,0.95,0.85,,,0.95,0.9,0.08,0.93,,0.98,,0.0,,0.98,0.95,,0.92,0.92,0.0,0.73,0.14,,,1.0,0.5,0.02,0.19,0.02,0.05,0.93,0.07,,0.0,0.02,0.08,0.02,0.05,,0.0,0.81,0.04,,0.48,,,0.02,,0.82,0.24,,0.15,0.0,0.49,0.1,,,1.0,0.85,0.22,0.15,0.95,0.96,
18K268,0.71,,0.0,,0.62,0.75,0.0,1.0,0.75,,0.25,,0.0,,0.0,0.0,0.0,,0.62,0.75,0.17,,,0.17,0.29,0.12,0.0,0.0,0.0,,0.5,0.62,0.12,0.0,,0.38,0.75,0.38,1.0,0.22,0.14,0.62,0.0,0.0,1.0,,0.5,,0.62,0.0,0.0,1.0,,1.0,0.0,,0.71,0.8,0.56,,0.25,0.0,0.75,0.38,0.8,0.25,,,0.29,0.71,0.62,,,0.78,0.75,,0.88,0.0,0.88,0.0,,,1.0,1.0,,1.0,,0.0,0.83,0.29,,0.0,0.75,,0.12,0.25,0.0,0.12,0.88,0.38,,,0.0,0.0,0.0,0.0,,0.0,0.75,,0.0,0.67,,,0.0,0.0,0.75,0.0,,0.25,0.0,0.71,0.25,0.0,,1.0,0.62,0.44,0.38,0.88,,0.0
17K289,1.0,,0.0,,0.89,0.78,0.0,1.0,0.89,0.0,0.11,,,,,,,,1.0,1.0,0.0,,,0.25,0.0,0.0,0.1,0.0,,,0.11,0.89,0.0,0.0,,0.11,1.0,0.0,1.0,0.1,0.11,1.0,,,1.0,,0.25,,1.0,,,1.0,,1.0,0.0,,1.0,1.0,0.8,,0.0,,1.0,0.78,1.0,0.0,,1.0,0.0,1.0,0.89,,,0.9,1.0,0.0,1.0,,0.89,,,,1.0,1.0,,1.0,1.0,0.0,0.75,0.0,,,1.0,0.29,0.11,0.0,0.0,0.0,1.0,0.11,,0.0,0.0,0.1,0.1,0.0,,0.0,1.0,0.2,,0.0,,,0.0,,0.89,0.0,,0.0,0.1,0.78,0.0,,,0.9,1.0,0.2,0.0,1.0,1.0,
08X432,1.0,0.0,0.0,1.0,0.77,1.0,0.07,0.93,0.97,0.0,0.17,1.0,1.0,0.0,,,1.0,1.0,0.77,1.0,0.14,0.0,,0.17,0.0,0.12,0.0,0.03,0.0,1.0,0.0,1.0,0.1,0.0,,0.0,0.93,0.17,1.0,0.03,0.1,0.83,,1.0,0.97,0.0,0.18,0.0,0.87,,,0.9,1.0,0.83,0.0,0.0,0.93,0.74,0.97,0.0,0.03,0.0,0.97,0.81,0.72,0.07,1.0,0.0,0.07,0.97,0.87,0.0,0.0,0.97,0.83,0.0,0.97,1.0,0.74,,0.0,,0.93,0.97,,0.97,1.0,1.0,0.83,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.07,0.1,0.77,0.23,0.0,0.0,0.1,0.0,0.0,0.03,,1.0,0.97,0.0,,0.14,1.0,0.0,0.0,,0.94,0.03,0.0,0.24,0.0,0.84,0.13,0.0,,1.0,1.0,0.0,0.0,0.9,1.0,
19K683,0.95,0.0,0.0,,1.0,0.9,0.05,0.95,0.9,0.0,0.0,,,,,,,,0.95,0.95,0.05,,,0.28,0.0,0.05,0.05,0.05,,,0.15,0.95,0.11,0.0,,0.1,1.0,0.0,0.9,0.19,0.45,1.0,,,1.0,0.0,0.16,,0.85,,,1.0,,1.0,0.0,,0.95,0.89,0.76,,0.05,,0.95,0.6,0.62,0.0,,0.0,0.05,1.0,0.9,,0.0,0.81,1.0,0.0,0.95,,1.0,,0.0,,1.0,1.0,,0.95,1.0,1.0,0.72,0.05,,,0.9,0.0,0.05,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05,0.1,0.0,,1.0,0.95,0.0,,0.47,,,0.1,,1.0,0.05,0.0,0.05,0.05,0.55,0.05,,,0.9,1.0,0.24,0.0,1.0,1.0,
17K600,0.74,0.0,0.02,1.0,0.8,0.79,0.12,0.88,0.9,0.16,0.23,1.0,1.0,0.0,1.0,1.0,0.89,1.0,0.81,0.74,0.11,0.0,,0.15,0.22,0.25,0.06,0.09,0.11,1.0,0.13,0.88,0.23,0.0,,0.23,0.92,0.18,0.89,0.19,0.34,0.82,0.0,1.0,0.94,0.0,0.29,0.17,0.64,1.0,1.0,0.92,1.0,0.83,0.02,0.17,0.81,0.74,0.66,0.17,0.2,0.0,0.76,0.54,0.71,0.08,1.0,0.0,0.19,0.78,0.87,0.0,0.0,0.81,0.86,0.05,0.85,0.89,0.85,0.0,0.0,,0.81,0.91,,0.91,0.95,0.98,0.85,0.26,0.0,0.0,0.75,0.0,0.06,0.26,0.19,0.12,0.88,0.2,0.0,0.0,0.08,0.04,0.04,0.09,,0.96,0.8,0.21,1.0,0.48,1.0,0.0,0.11,0.0,0.79,0.2,0.0,0.14,0.06,0.6,0.15,0.0,,0.96,0.88,0.34,0.12,0.88,0.85,0.0
02M533,0.86,0.0,0.0,,0.64,0.91,0.41,0.59,0.82,0.0,0.59,1.0,1.0,,0.88,0.75,1.0,1.0,0.68,0.73,0.43,,,0.38,0.41,0.3,0.09,0.0,0.0,,0.09,0.91,0.15,0.05,,0.18,0.77,0.23,1.0,0.05,0.27,0.77,0.25,1.0,1.0,0.0,0.38,0.0,0.59,0.88,0.88,0.68,,0.55,0.0,,0.95,0.62,0.68,0.0,0.18,0.0,0.86,0.59,0.5,0.23,1.0,0.0,0.05,0.5,0.77,0.0,0.0,0.95,0.45,0.0,0.77,1.0,0.55,0.25,0.0,,0.68,0.95,,1.0,1.0,1.0,0.62,0.14,,0.0,0.45,0.0,0.05,0.27,0.32,0.32,0.86,0.36,0.0,0.0,0.32,0.14,0.0,0.05,,1.0,0.82,0.0,0.75,0.33,,0.0,0.0,0.12,0.86,0.14,0.0,0.45,0.0,0.73,0.18,0.0,,0.95,0.91,0.27,0.09,0.68,1.0,0.25
11X498,0.92,,0.0,0.88,0.82,0.92,0.0,1.0,0.97,0.06,0.36,1.0,0.71,0.12,1.0,1.0,0.57,1.0,0.74,0.87,0.09,0.0,,0.23,0.03,0.03,0.11,0.0,0.29,0.88,0.08,0.68,0.08,0.0,,0.05,0.9,0.08,0.97,0.08,0.11,0.92,0.0,0.71,1.0,,0.14,0.0,0.9,0.5,1.0,0.9,0.88,0.77,0.0,0.12,0.97,0.88,0.92,0.25,0.05,0.14,0.95,0.82,0.88,0.1,1.0,0.94,0.03,0.95,0.85,0.0,,0.92,0.9,0.0,1.0,0.71,0.74,0.0,,,0.9,0.97,,1.0,1.0,0.0,0.77,0.08,0.12,0.29,0.82,0.06,0.0,0.13,0.1,0.13,0.97,0.18,,0.06,0.1,0.0,0.03,0.03,,0.0,0.95,0.06,1.0,0.09,1.0,0.0,0.03,0.0,0.97,0.03,,0.1,0.03,0.85,0.08,0.29,,0.95,0.76,0.08,0.24,0.87,1.0,0.0
16K035,1.0,0.0,0.0,,1.0,0.94,0.0,1.0,0.94,0.0,0.06,1.0,,,,,,1.0,0.94,1.0,0.06,,,0.11,0.0,0.0,0.06,0.0,,,0.06,1.0,0.0,0.0,,0.06,1.0,0.0,1.0,0.06,0.06,1.0,,,1.0,0.0,0.17,0.0,0.89,,,1.0,,0.94,0.0,,1.0,0.86,1.0,0.17,0.0,,0.94,0.72,0.86,0.0,1.0,0.0,0.0,1.0,0.94,0.0,0.0,0.94,1.0,0.0,1.0,,0.94,,0.0,,0.94,1.0,,1.0,1.0,0.0,0.89,0.0,,,0.94,0.0,0.06,0.0,0.06,0.06,1.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,,0.0,1.0,0.0,,0.28,,0.0,0.0,,1.0,0.0,0.0,0.0,0.06,0.83,0.0,,,0.94,1.0,0.0,0.0,0.94,1.0,
02M425,0.82,0.0,0.0,,0.89,0.95,0.33,0.67,0.89,,0.11,,1.0,,,,1.0,,0.84,0.88,0.11,,,0.28,0.22,0.31,0.05,0.12,0.0,,0.16,1.0,0.2,0.0,,0.21,0.83,0.22,0.94,0.26,0.22,0.78,,0.8,0.94,0.0,0.28,,0.83,,,0.83,,1.0,0.0,,0.89,0.69,0.63,,0.18,0.0,0.76,0.78,0.62,0.17,,0.0,0.11,0.83,0.84,,0.0,0.74,0.72,,0.72,0.8,0.84,,0.0,,0.79,1.0,,0.88,,1.0,0.72,0.18,,0.0,0.63,0.0,0.11,0.12,0.21,0.26,0.72,0.11,0.0,0.0,0.17,0.05,0.0,0.0,,1.0,0.82,,,0.28,,,0.06,,1.0,0.17,0.0,0.17,0.05,0.78,0.22,0.0,,1.0,1.0,0.32,0.0,0.74,,
06M005,0.88,1.0,0.0,0.88,0.91,0.98,0.04,0.96,0.96,0.09,0.02,1.0,0.67,0.0,0.8,0.8,0.67,1.0,0.98,0.88,0.08,0.12,,0.26,0.02,0.09,0.02,0.05,0.33,0.88,0.11,0.84,0.09,0.0,,0.07,0.98,0.13,1.0,0.04,0.19,0.87,0.2,0.67,0.96,1.0,0.29,0.0,0.81,0.8,0.8,0.91,0.88,0.93,0.0,0.12,0.86,0.81,0.87,0.0,0.05,0.33,0.9,0.58,0.76,0.02,1.0,1.0,0.14,0.96,0.96,0.0,,0.96,0.96,0.12,0.98,0.67,0.98,0.2,0.0,,0.96,0.98,,0.95,0.88,0.0,0.74,0.12,0.12,0.33,0.96,0.04,0.02,0.12,0.04,0.02,0.98,0.09,,0.0,0.09,0.07,0.04,0.02,,0.0,0.95,0.09,0.8,0.29,0.88,0.0,0.0,0.2,0.86,0.09,,0.11,0.02,0.7,0.02,0.33,,0.98,0.89,0.13,0.11,0.98,0.88,0.2
11X160,0.87,1.0,0.0,,0.79,0.87,0.08,0.92,0.82,0.0,0.32,,,,,,,,0.68,0.89,0.19,,,0.38,0.1,0.21,0.02,0.08,,,0.13,0.64,0.16,0.0,,0.15,0.74,0.1,1.0,0.15,0.21,0.9,,,0.97,0.88,0.28,,0.78,,,0.77,,0.76,0.0,,0.84,0.86,0.88,,0.05,,0.89,0.74,0.84,0.26,,1.0,0.16,0.77,0.64,,1.0,0.85,0.74,0.0,0.9,,0.76,,0.12,,0.79,0.95,,0.92,1.0,0.0,0.62,0.13,,,0.82,0.0,0.03,0.11,0.21,0.23,0.87,0.21,0.0,0.0,0.23,0.02,0.0,0.05,,0.0,0.95,0.07,,0.28,,,0.0,,0.95,0.11,0.0,0.26,0.0,0.53,0.05,,,1.0,0.77,0.15,0.23,0.77,1.0,
14K414,0.74,0.83,0.0,,0.7,0.87,0.04,0.96,0.93,0.05,0.09,,,,,,,,0.87,0.79,0.12,,,0.42,0.02,0.25,0.05,0.1,,,0.13,0.93,0.27,0.0,,0.09,0.98,0.27,1.0,0.04,0.09,0.73,,,1.0,1.0,0.41,,0.82,,,0.98,,0.91,0.0,,0.89,0.85,0.84,,0.19,,0.83,0.57,0.57,0.02,,1.0,0.11,0.91,0.76,,,0.96,0.73,0.08,0.96,,0.89,,0.0,,0.96,0.98,,0.9,0.92,0.0,0.58,0.26,,,0.98,0.0,0.0,0.21,0.04,0.04,1.0,0.3,,0.0,0.02,0.05,0.02,0.02,,0.0,0.81,0.03,,0.22,,,0.0,,0.89,0.1,,0.18,0.0,0.48,0.05,,,0.98,1.0,0.22,0.0,0.96,0.97,
18K285,0.88,0.0,0.0,1.0,0.79,0.96,0.04,0.96,0.9,0.0,0.28,0.85,1.0,0.17,0.83,0.67,0.89,0.85,0.87,0.79,0.09,0.0,,0.24,0.06,0.17,0.13,0.09,0.0,0.94,0.06,0.65,0.09,0.0,,0.1,0.94,0.17,0.94,0.12,0.21,0.83,0.33,0.89,0.98,0.0,0.39,0.15,0.6,0.5,0.5,0.94,0.94,0.78,0.0,0.06,0.85,0.73,0.82,0.31,0.21,0.0,0.78,0.51,0.81,0.06,0.77,0.0,0.15,0.86,0.81,0.23,0.0,0.88,0.83,0.08,0.98,1.0,0.83,0.33,0.0,,0.91,0.98,,0.91,0.92,0.0,0.76,0.12,0.06,0.0,0.78,0.0,0.02,0.21,0.09,0.13,0.92,0.21,0.0,0.0,0.06,0.09,0.04,0.02,,0.0,0.79,0.08,0.67,0.49,0.94,0.15,0.06,0.33,0.81,0.14,0.0,0.19,0.06,0.64,0.14,0.0,,0.94,0.82,0.38,0.18,0.87,1.0,0.33
10X363,0.97,0.0,0.0,1.0,0.97,0.96,0.04,0.96,0.93,0.08,0.01,1.0,1.0,0.0,0.94,0.94,1.0,1.0,0.93,0.86,0.08,0.0,,0.18,0.01,0.1,0.07,0.06,0.0,1.0,0.07,0.96,0.11,0.0,,0.11,0.96,0.03,0.95,0.01,0.24,0.97,0.06,1.0,0.96,0.0,0.24,0.06,0.81,0.94,0.88,0.94,1.0,0.97,0.0,0.0,0.82,0.73,0.84,0.06,0.12,0.0,0.9,0.64,0.75,0.04,1.0,0.0,0.18,0.97,0.91,0.0,0.0,0.99,0.89,0.04,0.93,1.0,0.99,0.06,0.0,,0.99,1.0,,0.94,0.96,0.0,0.82,0.03,0.0,0.0,0.97,0.0,0.01,0.14,0.01,0.03,0.97,0.03,0.0,0.0,0.06,0.01,0.01,0.0,,0.0,0.88,0.04,0.94,0.23,1.0,0.0,0.05,0.0,0.93,0.08,0.0,0.1,0.0,0.68,0.04,0.0,,0.96,0.97,0.16,0.03,0.97,0.95,0.06
09X241,0.81,0.0,0.04,1.0,0.82,0.92,0.24,0.76,0.85,0.0,0.03,0.9,0.91,0.0,1.0,0.83,0.91,0.9,0.89,0.7,0.3,0.1,,0.26,0.11,0.39,0.18,0.08,0.0,0.7,0.03,0.92,0.39,0.04,,0.08,0.85,0.29,0.87,0.08,0.18,0.71,0.17,0.91,0.92,0.0,0.24,0.1,0.84,0.83,1.0,0.77,1.0,0.97,0.09,0.1,0.82,0.84,0.59,0.1,0.22,0.18,0.78,0.66,0.86,0.15,1.0,0.0,0.18,0.97,0.92,0.0,0.0,0.92,0.76,0.0,0.77,1.0,0.97,0.17,0.0,,0.95,0.95,,0.92,1.0,0.91,0.74,0.19,0.0,0.18,0.9,0.0,0.03,0.3,0.05,0.03,0.95,0.18,0.0,0.0,0.23,0.24,0.08,0.05,,0.91,0.78,0.0,1.0,0.29,1.0,0.1,0.13,0.0,0.95,0.21,0.0,0.24,0.03,0.61,0.03,0.0,,1.0,0.95,0.33,0.05,0.97,1.0,0.0
