dbn,q157_how_many_adults_at_this,q78_in_planning_my_last,q173_adults_at_this_school_1,q103_in_planning_my_last,q58_overall_my_professional,q27_i_feel_respected_by_other,q64_the_principal_school_1,q64_the_principal_school,q22_i_would_recommend_this,q128_in_planning_my_last_1,q36_the_principal_school_1,q118_in_planning_my_last,q84_in_planning_my_last,q107_in_planning_my_last_1,q99_in_planning_my_last,q95_in_planning_my_last,q85_in_planning_my_last,q119_in_planning_my_last,q29_i_would_recommend_this,q155_how_many_adults_at_this,q140_discipline_is_applied_1,q108_in_planning_my_last_1,q18_central_doe_employees_1,q144_how_many_students_in_1,q62_the_principal_school_1,q51_at_this_school_curriculum_1,q12_i_am_able_to_apply_my_1,q151_how_many_adults_at_this_1,q91_in_planning_my_last_1,q112_in_planning_my_last,q26_teachers_respect_other_1,q72_how_much_influence_do,q50_at_this_school_teachers_1,q172_adults_at_this_school_1,q19_the_chancellor_is_an_1,q28_teachers_at_this_school_1,q68_the_principal_assistant,q59_overall_my_professional_1,q53_at_this_school_teachers,q5_i_am_able_to_receive_1,q139_how_many_students_in_1,q59_overall_my_professional,q95_in_planning_my_last_1,q87_in_planning_my_last,q54_at_this_school_school,q141_behavioral_supports,q146_how_many_students_in_1,q115_in_planning_my_last_1,q147_how_many_students_in,q96_in_planning_my_last,q92_in_planning_my_last,q66_the_principal_assistant,q113_in_planning_my_last,q32_the_principal_school,q174_adults_at_this_school_1,q111_in_planning_my_last_1,q137_how_many_students_in,q75_the_performance_of_the,q2_how_many_teachers_at_this,q116_in_planning_my_last_1,q156_how_many_adults_at_this_1,q89_in_planning_my_last_1,q153_how_many_adults_at_this,q148_how_many_students_in,q76_the_performance_of_the,q68_the_principal_assistant_1,q120_in_planning_my_last,q167_my_students_are_safe,q137_how_many_students_in_1,q63_the_principal_school,q24_it_s_ok_in_this_school,q122_in_planning_my_last_1,q161_it_s_a_priority_at_this,q5_i_am_able_to_receive,q67_the_principal_assistant,q133_in_planning_my_last_1,q44_this_school_has_well,q82_in_planning_my_last,q30_i_feel_respected_by_the,q94_in_planning_my_last_1,q141_behavioral_supports_1,q19_the_chancellor_is_an,q37_the_principal_school,q41_at_this_school_students,q20_i_trust_the_chancellor_1,q151_how_many_adults_at_this,q133_in_planning_my_last,q174_adults_at_this_school,q144_how_many_students_in,q157_how_many_adults_at_this_1,q113_in_planning_my_last_1,q90_in_planning_my_last_1,q31_the_principal_school,q166_my_students_are_safe_1,q39_in_this_school_the_staff_1,q155_how_many_adults_at_this_1,q37_the_principal_school_1,q35_the_principal_school_1,q55_at_this_school_the,q58_overall_my_professional_1,q163_at_this_program_teachers_1,q168_my_students_are_safe_1,q66_the_principal_assistant_1,q13_i_am_able_to_develop_1,q15_i_am_able_to_distinguish_1,q41_at_this_school_students_1,q16_i_feel_respected_by_the,q176_adults_at_this_school,q156_how_many_adults_at_this,q124_in_planning_my_last_1,q93_in_planning_my_last,q149_how_many_students_in_1,q104_in_planning_my_last,q119_in_planning_my_last_1,q53_at_this_school_teachers_1,q102_in_planning_my_last_1,q145_how_many_students_in,q152_how_many_adults_at_this_1,q160_it_s_a_priority_at_this_1,q71_the_principal_assistant_1,q6_i_am_able_to_use_my_1,q138_how_many_students_in,q49_at_this_school_teachers_1,q83_in_planning_my_last_1,q20_i_trust_the_chancellor,q9_i_am_able_to_affirm_racial,q73_how_much_influence_do,q3_how_many_teachers_at_this_1,q73_how_much_influence_do_1,q35_the_principal_school,q127_in_planning_my_last,q97_in_planning_my_last_1
14K558,0.9,0.0,0.0,1.0,0.94,0.97,0.06,0.94,0.88,0.0,0.09,0.8,1.0,0.0,1.0,1.0,1.0,0.6,0.88,0.82,0.03,0.0,,0.15,0.03,0.06,0.09,0.06,0.0,1.0,0.06,1.0,0.03,0.0,,0.03,0.94,0.06,0.97,0.06,0.36,0.94,0.0,0.67,1.0,0.0,0.24,0.0,0.67,1.0,1.0,0.94,1.0,0.94,0.0,0.0,0.91,0.86,0.91,0.0,0.12,0.0,0.88,0.7,0.81,0.06,1.0,0.0,0.09,1.0,0.88,0.0,0.0,0.94,0.88,0.0,0.97,1.0,0.94,0.0,0.0,,0.97,1.0,,0.94,1.0,1.0,0.85,0.1,0.0,0.17,0.91,0.0,0.0,0.18,0.03,0.06,0.91,0.06,0.0,0.0,0.06,0.0,0.0,0.0,,1.0,0.88,0.0,1.0,0.3,1.0,0.4,0.03,0.0,0.88,0.09,0.0,0.09,0.0,0.64,0.09,0.0,,1.0,0.97,0.15,0.03,0.94,0.92,0.17
03M149,0.69,,0.0,,0.6,0.87,0.2,0.8,0.33,0.0,0.67,,,,,,,,0.33,0.64,0.33,,,0.25,0.4,0.43,0.27,0.14,,,0.2,0.53,0.46,0.0,,0.13,0.67,0.33,0.8,0.36,0.62,0.67,,,0.93,,0.75,,0.5,,,0.6,,0.27,0.0,,0.54,0.8,0.6,,0.43,,0.64,0.21,0.67,0.33,,1.0,0.46,0.53,0.47,,,0.64,0.53,0.0,0.53,,0.47,,,,0.57,1.0,,0.86,1.0,0.0,0.75,0.31,,,0.33,0.0,0.13,0.36,0.43,0.53,0.6,0.4,,0.0,0.4,0.33,0.14,0.0,,0.0,0.57,0.0,,0.67,,,0.2,,0.57,0.21,,0.47,0.07,0.38,0.47,,,0.93,0.67,0.33,0.33,0.47,1.0,
02M397,0.92,,0.0,,0.75,0.93,0.14,0.86,0.96,0.13,0.29,,,,,,,,0.89,0.84,0.28,,,0.4,0.07,0.25,0.22,0.08,,,0.07,0.89,0.22,0.0,,0.14,0.86,0.29,0.89,0.33,0.38,0.71,,,0.96,,0.36,,0.92,,,0.86,,0.89,0.0,,0.77,0.53,0.68,,0.04,,0.85,0.68,0.56,0.14,,1.0,0.23,0.86,0.79,,0.0,0.67,0.82,0.12,0.89,,0.89,,,,0.89,0.96,,0.92,0.88,0.0,0.6,0.08,,,0.86,0.0,0.04,0.16,0.11,0.18,0.89,0.25,0.0,0.0,0.14,0.11,0.19,0.04,,0.0,0.96,0.2,,0.04,,,0.11,,0.92,0.08,0.0,0.32,0.04,0.62,0.04,,,0.82,0.96,0.29,0.04,0.82,1.0,
03M243,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.88,1.0,0.0,,,1.0,1.0,1.0,0.93,0.07,0.0,,0.36,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.93,0.0,1.0,0.0,0.0,1.0,,1.0,1.0,0.0,0.14,0.0,0.93,,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.94,0.12,0.0,0.0,1.0,0.93,0.0,0.07,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,1.0,1.0,1.0,,0.0,,1.0,1.0,,1.0,,0.0,0.64,0.0,0.0,0.0,1.0,0.0,0.0,0.07,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,,0.0,1.0,0.0,0.0,,0.93,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,,
03M494,0.96,0.0,0.0,1.0,0.7,0.92,0.24,0.76,0.76,0.12,0.12,,,0.0,,,,,0.84,0.88,0.24,0.0,,0.4,0.04,0.33,0.12,0.09,,1.0,0.08,1.0,0.33,0.0,,0.08,0.96,0.18,0.92,0.08,0.4,0.82,,,0.92,0.0,0.48,,0.76,,,0.88,1.0,0.88,0.0,0.0,0.8,0.55,0.81,,0.25,,0.83,0.56,0.61,0.04,,0.0,0.2,0.92,0.8,,0.0,0.92,0.84,0.22,0.79,,0.92,,0.0,,0.88,0.96,,0.91,0.78,1.0,0.6,0.04,0.0,,0.96,0.0,0.12,0.12,0.12,0.12,1.0,0.3,0.0,0.0,0.12,0.12,0.12,0.04,,1.0,0.75,0.14,,0.68,1.0,,0.08,,0.76,0.08,0.0,0.32,0.04,0.6,0.2,,,0.96,1.0,0.31,0.0,0.88,0.88,
03M505,0.82,0.0,0.0,,0.78,0.72,0.06,0.94,0.83,,0.0,0.8,,,1.0,0.6,,0.4,0.72,0.65,0.0,,,0.41,0.12,0.23,0.0,0.22,,,0.28,0.94,0.23,0.0,,0.17,0.78,0.22,0.83,0.0,0.22,0.78,0.4,,0.94,0.0,0.41,0.2,0.56,0.6,0.8,0.78,,1.0,0.0,,0.72,0.62,0.57,0.2,0.39,,0.78,0.67,0.73,0.22,1.0,0.0,0.28,1.0,0.72,0.0,0.0,1.0,0.78,,0.88,,0.94,0.2,0.0,,1.0,1.0,,0.78,,1.0,0.59,0.18,,,0.83,0.0,0.06,0.35,0.0,0.11,0.94,0.22,0.0,0.0,0.22,0.0,0.0,0.0,,1.0,0.61,,0.8,0.53,,0.6,0.17,0.0,0.83,0.22,0.0,0.11,0.0,0.44,0.11,,,1.0,1.0,0.43,0.0,0.89,,0.2
05M123,0.77,,0.0,,0.64,0.97,0.36,0.64,0.5,0.25,0.56,,,,,,,,0.41,0.81,0.48,,,0.24,0.45,0.23,0.06,0.06,,,0.09,0.42,0.12,0.0,,0.06,0.73,0.27,1.0,0.12,0.28,0.73,,,0.91,,0.59,,0.66,,,0.73,,0.53,0.0,,0.69,0.52,0.85,,0.19,,0.87,0.47,0.54,0.27,,0.93,0.31,0.58,0.79,,,0.88,0.58,0.22,0.76,,0.47,,,,0.61,1.0,,0.94,0.78,0.0,0.76,0.23,,,0.42,0.31,0.03,0.19,0.39,0.38,0.74,0.36,,0.0,0.27,0.06,0.0,0.0,,0.0,0.81,0.17,,0.41,,,0.0,,0.75,0.06,,0.42,0.0,0.5,0.21,,,1.0,0.64,0.21,0.36,0.62,0.92,
18K642,0.91,0.0,0.0,,1.0,1.0,0.08,0.92,0.69,,0.15,,,,,,,,0.77,1.0,0.0,,,0.17,0.0,0.1,0.07,0.0,,,0.08,0.86,0.17,0.0,,0.08,1.0,0.08,1.0,0.14,0.25,0.92,,,1.0,0.0,0.5,,0.5,,,0.93,,0.85,0.0,,0.92,0.75,0.71,,0.0,,0.92,0.42,0.86,0.0,,0.0,0.08,0.85,0.92,,0.0,0.86,0.93,,0.86,,0.85,,0.0,,0.92,1.0,,1.0,,1.0,0.83,0.09,,,0.85,0.0,0.07,0.0,0.08,0.0,0.93,0.0,0.0,0.0,0.07,0.15,0.17,0.0,,0.9,1.0,,,0.5,,,0.0,,0.67,0.0,0.0,0.07,0.0,0.75,0.14,,,1.0,0.93,0.31,0.07,1.0,,
05M157,0.61,0.0,0.09,0.8,0.79,0.88,0.38,0.62,0.62,0.14,0.12,,1.0,0.2,0.8,0.6,0.8,,0.67,0.7,0.23,0.2,,0.36,0.17,0.29,0.17,0.13,0.2,0.8,0.04,0.75,0.22,0.09,,0.17,0.67,0.17,0.79,0.08,0.5,0.83,0.4,0.8,0.83,0.0,0.64,,0.5,,0.8,0.75,0.8,0.83,0.04,0.2,0.79,0.39,0.62,,0.3,0.2,0.74,0.42,0.47,0.33,,0.0,0.21,0.83,0.83,,0.0,0.92,0.7,0.29,0.75,0.8,0.88,0.2,0.0,,0.88,0.92,,0.87,0.71,0.96,0.64,0.39,0.2,0.8,0.79,0.0,0.04,0.3,0.12,0.21,0.83,0.21,0.0,0.0,0.25,0.12,0.21,0.08,,0.87,0.7,0.14,0.8,0.71,0.8,,0.21,0.2,0.46,0.26,0.0,0.25,0.04,0.42,0.12,0.0,,0.92,0.88,0.31,0.12,0.79,0.86,0.6
12X479,0.82,0.0,0.06,1.0,0.67,0.79,0.17,0.83,0.79,0.12,0.21,0.0,,0.0,,,,0.0,0.74,0.65,0.11,0.0,,0.33,0.17,0.38,0.0,0.12,,1.0,0.26,0.94,0.13,0.0,,0.21,0.94,0.17,0.95,0.16,0.56,0.83,,,0.95,0.0,0.39,0.0,0.61,,,0.83,1.0,0.79,0.06,0.2,0.89,0.55,0.7,0.0,0.24,,0.76,0.5,0.58,0.06,0.0,0.0,0.11,0.89,0.79,0.0,0.0,0.84,0.94,0.12,0.89,,0.84,,0.0,,0.89,1.0,,0.88,0.88,0.94,0.67,0.18,0.0,,0.79,0.0,0.0,0.35,0.11,0.16,0.95,0.33,0.0,0.0,0.17,0.06,0.0,0.0,,0.93,0.76,0.12,,0.53,1.0,0.0,0.05,,0.83,0.24,0.0,0.11,0.0,0.39,0.11,,,1.0,0.94,0.37,0.06,0.84,0.88,
15K821,0.75,0.0,0.0,0.89,0.62,0.95,0.35,0.65,0.89,0.08,0.13,0.75,,0.11,0.83,0.67,,0.88,0.95,0.68,0.13,0.22,,0.21,0.27,0.29,0.06,0.11,,0.56,0.03,0.92,0.21,0.0,,0.0,0.66,0.32,0.82,0.11,0.49,0.68,0.33,,0.82,0.0,0.45,0.25,0.71,0.83,1.0,0.74,0.67,0.84,0.0,0.33,0.73,0.59,0.63,0.12,0.32,,0.68,0.34,0.41,0.34,1.0,0.0,0.27,0.73,0.87,0.0,0.0,0.89,0.66,0.25,0.79,,0.82,0.0,0.0,,0.81,0.95,,0.89,0.75,0.0,0.79,0.25,0.33,,0.71,0.0,0.03,0.32,0.19,0.24,0.74,0.38,0.0,0.0,0.26,0.0,0.08,0.05,,0.0,0.68,0.08,1.0,0.53,0.89,0.12,0.18,0.0,0.92,0.29,0.0,0.34,0.0,0.41,0.08,,,1.0,0.92,0.21,0.08,0.76,0.83,0.0
02M534,0.9,0.0,0.04,,0.86,0.96,0.29,0.71,0.92,0.0,0.0,1.0,0.71,,1.0,1.0,1.0,0.83,0.92,0.86,0.04,,,0.22,0.09,0.17,0.04,0.05,0.0,,0.04,1.0,0.17,0.05,,0.04,0.87,0.18,0.92,0.0,0.3,0.82,0.0,0.86,0.92,0.0,0.45,0.0,0.65,1.0,1.0,0.78,,1.0,0.05,,0.83,0.78,0.96,0.0,0.19,0.0,0.9,0.52,0.78,0.13,1.0,0.0,0.17,0.96,0.92,0.17,0.0,1.0,0.87,0.0,0.88,1.0,0.96,0.0,0.0,,0.96,1.0,,0.95,1.0,0.95,0.78,0.1,,0.0,0.78,0.0,0.0,0.14,0.04,0.0,0.96,0.14,0.0,0.0,0.22,0.04,0.04,0.0,,0.96,0.81,0.0,1.0,0.48,,0.17,0.08,0.0,0.78,0.09,0.0,0.09,0.0,0.7,0.08,0.14,,0.95,1.0,0.08,0.0,1.0,,0.2
05M133,0.83,,0.0,1.0,0.74,0.9,0.07,0.93,0.81,0.06,0.25,1.0,,0.0,,,,1.0,0.74,0.8,0.15,0.0,,0.12,0.13,0.04,0.06,0.13,,1.0,0.12,0.79,0.04,0.0,,0.09,0.83,0.21,1.0,0.23,0.33,0.79,,,0.97,,0.46,0.0,0.73,,,1.0,1.0,0.81,0.0,0.0,0.83,0.93,0.69,0.0,0.1,,0.82,0.63,0.88,0.17,1.0,1.0,0.17,0.87,0.78,0.0,,0.77,0.86,0.0,0.94,,0.78,,,,0.87,0.97,,0.87,1.0,0.0,0.88,0.17,0.0,,0.84,0.35,0.06,0.2,0.13,0.22,0.97,0.26,,0.0,0.0,0.03,0.03,0.03,,0.0,0.9,0.0,,0.23,1.0,0.0,0.0,,0.97,0.13,,0.1,0.03,0.5,0.06,,,0.97,0.9,0.25,0.1,0.78,1.0,
12X271,0.88,0.0,0.0,1.0,0.98,0.9,0.1,0.9,0.93,0.0,0.02,0.88,1.0,0.0,0.8,0.8,1.0,1.0,0.98,0.85,0.11,0.0,,0.33,0.05,0.11,0.12,0.03,0.0,1.0,0.07,1.0,0.08,0.0,,0.1,0.95,0.05,0.95,0.07,0.28,0.95,0.2,1.0,0.98,0.0,0.34,0.0,0.67,0.8,0.8,0.98,1.0,0.98,0.0,0.0,0.75,0.79,0.79,0.25,0.17,0.0,0.97,0.61,0.82,0.05,0.88,0.0,0.25,1.0,0.93,0.12,0.0,0.93,0.92,0.0,0.93,0.89,0.95,0.0,0.0,,1.0,1.0,,0.97,1.0,1.0,0.67,0.12,0.0,0.0,0.95,0.0,0.02,0.15,0.0,0.0,0.98,0.02,0.0,0.0,0.02,0.07,0.1,0.0,,1.0,0.83,0.0,0.8,0.36,1.0,0.0,0.05,0.0,0.81,0.09,0.0,0.08,0.05,0.61,0.1,0.0,,0.93,1.0,0.14,0.0,1.0,1.0,0.2
07X551,0.88,0.0,0.0,1.0,0.92,1.0,0.04,0.96,0.96,0.0,0.02,1.0,0.9,0.0,1.0,0.9,1.0,0.93,0.98,0.84,0.16,0.0,,0.3,0.12,0.08,0.0,0.02,0.0,0.92,0.04,0.96,0.1,0.0,,0.0,0.98,0.08,0.96,0.04,0.24,0.92,0.1,1.0,1.0,0.0,0.41,0.0,0.8,1.0,1.0,0.94,1.0,1.0,0.0,0.0,0.84,0.59,0.86,0.0,0.14,0.0,0.92,0.64,0.58,0.02,0.93,0.0,0.16,0.98,1.0,0.0,0.0,0.96,0.92,0.06,0.94,1.0,1.0,0.1,0.0,,0.98,1.0,,0.98,0.94,1.0,0.7,0.12,0.0,0.1,0.98,0.0,0.0,0.16,0.02,0.0,0.96,0.08,0.0,0.0,0.06,0.04,0.02,0.0,,0.97,0.86,0.0,0.9,0.26,1.0,0.07,0.04,0.0,0.88,0.1,0.0,0.08,0.02,0.62,0.04,0.0,,1.0,0.98,0.1,0.02,1.0,1.0,0.0
02M459,0.95,0.0,0.0,1.0,1.0,0.9,0.05,0.95,1.0,0.0,0.05,,,0.0,,,,,1.0,0.9,0.05,0.0,,0.1,0.0,0.05,0.0,0.0,,1.0,0.05,0.95,0.0,0.0,,0.05,0.95,0.0,1.0,0.0,0.3,1.0,,,1.0,0.0,0.25,,0.85,,,1.0,1.0,1.0,0.0,0.0,0.89,0.73,0.86,,0.1,,0.95,0.65,0.54,0.05,,0.0,0.11,0.95,0.9,,0.0,1.0,0.95,0.0,0.95,,0.95,,0.0,,0.95,1.0,,1.0,1.0,1.0,0.9,0.05,0.0,,0.95,0.0,0.0,0.1,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.06,0.05,0.0,,1.0,0.9,0.0,,0.15,1.0,,0.0,,0.95,0.05,0.0,0.0,0.0,0.75,0.0,,,1.0,0.95,0.14,0.05,1.0,1.0,
10X141,0.92,0.0,0.0,1.0,0.79,0.96,0.08,0.92,0.98,0.0,0.1,0.78,1.0,0.0,1.0,1.0,1.0,0.78,0.98,0.9,0.04,0.09,,0.24,0.06,0.12,0.09,0.0,0.0,1.0,0.08,0.85,0.15,0.0,,0.04,0.96,0.17,1.0,0.07,0.12,0.83,0.0,1.0,1.0,0.0,0.2,0.0,0.82,1.0,1.0,0.96,1.0,0.89,0.0,0.0,0.92,0.72,0.89,0.0,0.06,0.0,0.96,0.67,0.77,0.04,1.0,0.0,0.08,0.89,0.96,0.0,0.0,0.93,0.91,0.0,0.92,1.0,0.94,0.0,0.0,,0.92,0.98,,1.0,1.0,1.0,0.76,0.08,0.0,0.0,0.96,0.0,0.06,0.1,0.08,0.15,0.96,0.21,0.0,0.0,0.04,0.08,0.09,0.02,,0.95,0.94,0.0,1.0,0.14,1.0,0.22,0.0,0.0,0.96,0.04,0.0,0.09,0.02,0.82,0.08,0.0,,0.94,0.91,0.15,0.09,0.85,0.94,0.0
02M520,0.91,0.0,0.0,,0.62,1.0,0.25,0.75,0.92,0.0,0.15,,,,0.0,0.0,,,0.92,0.8,0.08,,,0.08,0.17,0.31,0.0,0.0,,,0.08,0.92,0.0,0.0,,0.08,0.83,0.15,1.0,0.15,0.42,0.85,0.0,,1.0,0.0,0.33,,0.67,0.0,0.0,0.83,,0.92,0.0,,0.75,0.4,0.85,,0.36,,0.73,0.67,0.45,0.17,,0.0,0.25,0.83,0.92,,0.0,0.85,0.83,0.0,0.77,,0.92,0.0,0.0,,0.92,1.0,,1.0,1.0,1.0,0.92,0.09,,,0.85,0.0,0.0,0.2,0.08,0.08,0.92,0.38,0.0,0.0,0.17,0.0,0.0,0.0,,1.0,0.64,0.0,0.0,0.5,,,0.0,0.0,0.91,0.09,0.0,0.17,0.0,0.58,0.0,,,1.0,1.0,0.23,0.0,0.92,1.0,0.0
12X267,0.92,0.0,0.0,,0.8,1.0,0.0,1.0,0.92,0.0,0.25,,1.0,,1.0,1.0,1.0,,0.88,0.79,0.16,,,0.16,0.12,0.13,0.04,0.04,0.0,,0.0,0.96,0.13,0.0,,0.04,0.92,0.28,1.0,0.0,0.28,0.72,0.0,1.0,0.96,0.0,0.36,,0.64,0.83,1.0,1.0,,0.92,0.0,,0.76,0.56,0.77,,0.04,0.0,0.84,0.44,0.53,0.08,,0.0,0.24,0.92,0.88,,0.0,1.0,0.88,0.0,0.96,1.0,0.92,0.0,0.0,,0.88,0.96,,0.96,1.0,1.0,0.84,0.08,,0.0,0.79,0.0,0.0,0.21,0.12,0.29,0.92,0.2,0.0,0.0,0.0,0.04,0.08,0.04,,1.0,0.96,0.0,1.0,0.36,,,0.0,0.0,0.92,0.08,0.0,0.2,0.0,0.52,0.16,0.0,,1.0,0.96,0.12,0.04,0.71,1.0,0.0
02M408,0.82,0.0,0.0,1.0,0.7,0.91,0.26,0.74,0.96,0.17,0.17,1.0,1.0,0.0,,,1.0,0.8,0.91,0.86,0.19,0.0,,0.29,0.22,0.27,0.05,0.05,0.0,1.0,0.04,1.0,0.29,0.0,,0.13,0.91,0.3,0.96,0.0,0.09,0.7,,1.0,1.0,0.0,0.1,0.0,0.87,,,0.83,1.0,0.96,0.0,0.0,0.91,0.2,0.87,0.0,0.09,0.0,0.95,0.74,0.31,0.09,1.0,0.0,0.09,0.83,0.96,0.0,0.0,1.0,0.83,0.17,0.91,1.0,0.87,,0.0,,0.91,1.0,,0.95,0.83,1.0,0.71,0.18,0.0,0.0,0.74,0.0,0.0,0.14,0.09,0.13,0.91,0.3,0.0,0.0,0.17,0.0,0.0,0.0,,1.0,0.91,0.33,,0.19,1.0,0.2,0.04,,0.87,0.09,0.0,0.13,0.0,0.78,0.13,0.0,,1.0,1.0,0.35,0.0,0.87,0.83,
18K066,0.48,0.0,0.0,,0.55,0.88,0.37,0.63,0.44,0.29,0.59,,,,,,,,0.28,0.62,0.48,,,0.39,0.47,0.45,0.07,0.3,,,0.28,0.28,0.25,0.0,,0.16,0.48,0.52,0.91,0.34,0.38,0.48,,,0.81,0.0,0.61,,0.62,,,0.59,,0.41,0.0,,0.62,0.48,0.44,,0.36,,0.6,0.31,0.44,0.52,,0.76,0.38,0.5,0.72,,0.0,0.66,0.45,0.19,0.75,,0.47,,0.0,,0.47,0.97,,0.7,0.81,0.0,0.61,0.52,,,0.34,0.27,0.03,0.38,0.53,0.56,0.72,0.45,0.0,0.0,0.41,0.1,0.07,0.03,,0.0,0.64,0.37,,0.36,,,0.09,,0.76,0.36,0.0,0.61,0.03,0.31,0.19,,,0.97,0.41,0.5,0.59,0.44,0.79,
03M299,0.56,0.0,0.1,,0.67,0.83,0.58,0.42,0.25,,0.33,,,,,,,,0.42,0.4,0.33,,,0.33,0.67,0.42,0.09,0.09,,,0.5,0.83,0.42,0.1,,0.25,0.5,0.42,0.75,0.5,0.18,0.58,,,0.83,0.0,0.67,,0.55,,,0.67,,0.5,0.1,,0.82,0.38,0.38,,0.5,,0.6,0.36,0.43,0.5,,0.0,0.18,0.5,0.67,,0.0,0.5,0.42,,0.5,,0.67,,0.0,,0.5,0.92,,0.91,,0.9,0.67,0.44,,,0.33,0.0,0.08,0.6,0.5,0.58,0.67,0.33,0.0,0.0,0.33,0.08,0.08,0.08,,0.9,0.5,,,0.67,,,0.25,,0.73,0.4,0.0,0.42,0.0,0.55,0.25,,,1.0,0.92,0.46,0.08,0.42,,
09X525,0.8,0.0,0.05,1.0,0.85,0.76,0.12,0.88,0.58,,0.31,,1.0,0.0,,,0.8,,0.69,0.54,0.12,0.14,,0.17,0.23,0.28,0.2,0.08,0.2,0.86,0.12,0.96,0.21,0.0,,0.19,0.88,0.27,0.92,0.08,0.36,0.73,,1.0,1.0,0.0,0.42,,0.8,,,0.77,1.0,0.77,0.05,0.0,0.92,0.67,0.65,,0.32,0.2,0.71,0.76,0.68,0.12,,0.0,0.08,0.77,0.64,,0.0,0.92,0.77,,0.81,1.0,0.77,,0.0,,0.73,0.96,,0.92,,0.95,0.83,0.2,0.0,0.2,0.73,0.0,0.15,0.46,0.27,0.27,0.77,0.15,0.0,0.0,0.23,0.12,0.08,0.04,,0.95,0.68,,,0.5,1.0,,0.08,,0.88,0.17,0.0,0.27,0.0,0.72,0.08,0.0,,0.96,0.92,0.27,0.08,0.73,,
09X329,1.0,0.0,0.0,1.0,0.89,1.0,0.0,1.0,0.9,0.0,0.15,,,0.0,,,1.0,,0.85,0.84,0.05,0.0,,0.21,0.0,0.11,0.1,0.0,0.0,1.0,0.0,1.0,0.05,0.0,,0.0,1.0,0.16,0.95,0.05,0.21,0.84,,1.0,0.95,0.0,0.16,,0.74,,,0.95,1.0,1.0,0.0,0.0,0.95,0.8,0.91,,0.06,0.0,0.95,0.79,0.9,0.0,,0.0,0.05,0.9,0.9,,0.0,0.95,0.89,0.0,0.95,1.0,0.9,,0.0,,1.0,1.0,,1.0,1.0,1.0,0.79,0.0,0.0,0.0,1.0,0.0,0.0,0.16,0.0,0.0,0.95,0.11,0.0,0.0,0.05,0.16,0.1,0.0,,1.0,0.94,0.17,,0.37,1.0,,0.05,,0.84,0.05,0.0,0.11,0.0,0.68,0.0,0.0,,0.95,1.0,0.14,0.0,1.0,1.0,
09X163,0.61,,0.0,,0.64,0.72,0.19,0.81,0.52,0.25,0.29,0.83,0.83,,0.8,0.6,0.5,0.83,0.59,0.56,0.36,,,0.39,0.48,0.46,0.1,0.29,0.5,,0.41,0.41,0.42,0.0,,0.45,0.61,0.46,0.86,0.34,0.34,0.54,0.4,1.0,0.86,,0.5,0.17,0.45,0.4,0.6,0.63,,0.69,0.0,,0.66,0.45,0.68,0.33,0.46,0.33,0.61,0.38,0.5,0.39,1.0,0.94,0.34,0.73,0.52,0.0,,0.66,0.54,0.3,0.76,0.83,0.76,0.4,,,0.71,0.9,,0.71,0.7,0.0,0.61,0.39,,0.17,0.5,0.29,0.14,0.44,0.29,0.32,0.69,0.36,,0.06,0.37,0.14,0.19,0.1,,0.0,0.54,0.26,0.6,0.64,,0.17,0.14,0.4,0.72,0.38,,0.43,0.13,0.52,0.26,0.17,,0.94,0.52,0.42,0.48,0.68,0.87,0.4
05M304,0.85,0.0,0.0,,0.86,0.92,0.08,0.92,0.91,,0.15,,,,,,,,0.83,0.85,0.23,,,0.15,0.15,0.11,0.07,0.15,,,0.08,0.77,0.11,0.0,,0.15,0.92,0.07,0.85,0.07,0.33,0.93,,,0.92,0.0,0.31,,0.77,,,1.0,,0.85,0.0,,0.92,0.88,0.86,,0.17,,0.75,0.62,0.9,0.08,,0.0,0.08,0.92,0.92,,0.0,0.93,0.92,,0.85,,0.85,,0.0,,0.85,1.0,,0.85,,1.0,0.85,0.15,,,0.85,0.0,0.0,0.15,0.15,0.15,0.92,0.14,0.0,0.0,0.0,0.07,0.08,0.0,,1.0,0.83,,,0.46,,,0.15,,0.85,0.08,0.0,0.08,0.07,0.69,0.15,,,0.93,0.85,0.07,0.15,0.85,,
