property_id,property_name,automobile_dealership_gross,source_eui_kbtu_ft,energy_star_certification_5,multifamily_housing_number_4,ice_curling_rink_gross_floor,aquarium_gross_floor_area,medical_office_gross_floor,energy_star_certification_4,retail_store_gross_floor,investment_in_energy_projects,parent_property_name,other_gross_floor_area_ft,office_weekly_operating_hours,race_track_gross_floor_area,office_computer_density_number,nyc_building_identification,percent_better_than_national,costar_property_id,municipally_supplied_potable_1,total_ghg_emissions_metric,fuel_oil_5_6_use_kbtu,weather_normalized_site_1,office_gross_floor_area_ft,site_eui_kbtu_ft,estimated_savings_from_energy_1,supermarket_grocery_gross,multifamily_housing_number_3,investment_in_energy_projects_1,multifamily_housing_total,casino_gross_floor_area_ft,hospital_general_medical_15,percent_of_total_electricity,national_median_source_eui,college_university_number,metered_areas_energy,fast_food_restaurant_gross,data_center_cooling_equipment,hospital_general_medical_11,energy_star_certification_1,retail_store_number_of_walk,data_center_pdu_output_site,transportation_terminal,energy_star_certification,natural_gas_use_kbtu,municipally_supplied_potable,medical_office_weekly,borough
2638780,301 E 62 St.,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,4500,Not Available,Not Available,Not Available,1044360,Not Available,Not Available,40.55,Not Available,825300,Not Available,Not Available,Not Available,0,Not Available,Not Available,0,130,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,244406.7,Not Available,Not Available,MANHATTAN
2550559,30 Vesey Street,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,5000,0,Not Applicable: Standalone Property,Not Available,65,Not Available,2,1001237,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,72000,Not Available,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,223.3,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN
1192662,CBRE-1166 Avenue of the Americas,Not Available,224.6,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,18021,60,Not Available,2.80368,1071414,-15.5,Not Available,Not Available,17496.4,Not Available,23921323.2,1779804,113.6,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,265.8,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN
2564206,15 West 20th Street,Not Available,Not Available,No,38,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,4000,Not Available,Not Available,Not Available,1015494,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,0,17,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1880562,Not Available,Not Available,
2386803,30 East 9th Street,Not Available,124.5,No,0,Not Available,Not Available,Not Available,Not Available,530,0,Not Applicable: Standalone Property,4503,Not Available,Not Available,Not Available,1009090,Not Available,Not Available,Not Available,1376.2,12498049.8,1497203.2,Not Available,77.2,0,7825,Not Available,0,135,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,392427.3,Not Available,Not Available,MANHATTAN
2630716,0948-7501,Not Available,109.3,No,11,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,4021013;4444629;4444630;4444631;4444634;4444635;4444636;4444638;4444639;4444640;4444641;4444643;4444645;4444646;4444648;4444649;4444650;4444652;4444653;4444876;4444657;4444659;4444660;4444661;4444663;4444664;4444665;4444666;4444667;4444672;4444673;4444675;4444676;4444678;4444679,Not Available,Not Available,Not Available,427.1,Not Available,387046.4,Not Available,76.5,0,Not Available,Not Available,0,70,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6013194.9,Not Available,Not Available,QUEENS
2630988,32 Broadway,Not Available,225.1,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,65,Not Available,2,1078979,-9.3,Not Available,Not Available,1033.3,3646224.2,2583692.2,142990,92.6,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,248.2,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,768508,Not Available,Not Available,MANHATTAN
2435222,1601 Broadway - Crowne Plaza,Not Available,256.5,No,Not Available,Not Available,Not Available,Not Available,Not Available,13102,0,Not Applicable: Standalone Property,32000,53.94,Not Available,1.87344,1076195,17.2,Not Available,Not Available,7670.7,Not Available,13976095,157464,117.7,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,218.9,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,2,Not Available,Not Available,Not Available,7119367.6,Not Available,Not Available,MANHATTAN
2598081,510 Fifth Avenue,Not Available,523.3,No,Not Available,Not Available,Not Available,Not Available,Not Available,24733,0,Not Applicable: Standalone Property,Not Available,91,Not Available,5.16489,1034200,53.5,Not Available,25.1,889.6,Not Available,3090375.7,38723,171.6,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,340.8,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN
2609227,IKEA NEW YORK LLC #921,Not Available,187,No,Not Available,Not Available,Not Available,Not Available,Not Available,348000,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,3336703,-44.4,Not Available,Not Available,1923.2,Not Available,5169325.4,Not Available,77.1,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,336.3,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,5,Not Available,Not Available,Not Available,9171400.1,9313.2,Not Available,BROOKLYN
2636742,Gramercy Medical Arts Building,Not Available,201.4,No,Not Available,Not Available,Not Available,77307,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,40,Not Available,1.33119,1020567,42.5,Not Available,12,1192.7,Not Available,3403794.4,18029,75.8,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,141.4,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,161241.9,Not Available,51,MANHATTAN
2615607,Northridge Coop I,Not Available,163.8,No,1,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,4431382;4431384;4431380;4431381;4431383,Not Available,Not Available,Not Available,2298.6,Not Available,1876517.7,Not Available,118.1,0,Not Available,Not Available,0,330,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,32260396,Not Available,Not Available,QUEENS
1472193,Fisher - 605 3rd Avenue,Not Available,198.1,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,0,55,Not Available,4.12467,1082153,-31.1,Not Available,Not Available,8046.5,Not Available,14397997.5,677630,89.8,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,287.4,Not Available,Whole Building,Not Available,Not Available,Not Available,12/09/2013,Not Available,Not Available,Not Available,"2013, 2012, 2011",Not Available,Not Available,Not Available,MANHATTAN
2565227,FASHION ASSOCIATES,Not Available,123.6,No,Not Available,Not Available,Not Available,Not Available,Not Available,6216,0,Not Applicable: Standalone Property,Not Available,55,Not Available,1.3493,1015249,-44.2,Not Available,Not Available,536.5,2854949.8,783150.7,96346,67.6,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,221.5,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,5180,561.8,Not Available,MANHATTAN
2491901,Sycamore Row,Not Available,122.3,No,0,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,2008513,Not Available,Not Available,Not Available,568.4,Not Available,390613.2,Not Available,91.9,0,Not Available,Not Available,0,94,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8255100,Not Available,Not Available,BRONX
2630960,2611 W 2 ST PLPM,Not Available,95.7,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,3196057,Not Available,Not Available,Not Available,430.7,Not Available,153161.2,Not Available,80.4,0,Not Available,Not Available,0,120,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7313366.8,Not Available,Not Available,BROOKLYN
2637917,2 Beekman,Not Available,112.2,No,0,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,1040078,Not Available,Not Available,30.31,551.4,Not Available,592641,Not Available,74.4,0,Not Available,Not Available,0,87,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7263980.2,Not Available,Not Available,MANHATTAN
2550071,MSR -  515 Residential,Not Available,155.8,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,1030308,-14.7,Not Available,Not Available,3185.6,Not Available,2728319.1,Not Available,92.3,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,182.6,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1089725.8,Not Available,Not Available,MANHATTAN
2606988,Argyle Company LP,Not Available,100.1,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,279,Not Available,246359.9,Not Available,70.7,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3965396.7,Not Available,Not Available,BROOKLYN
1577577,1400 Broadway,Not Available,153.9,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,44.9,Not Available,1.13674,1015266,-28.4,Not Available,Not Available,4125.3,Not Available,11438910.1,879711,58.9,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,215,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN
2611920,Walter & Samuels - 500 8th Ave,Not Available,150.6,No,Not Available,Not Available,Not Available,Not Available,Not Available,32213,0,Not Applicable: Standalone Property,40737,50,Not Available,2.72134,1014421,22.1,Not Available,Not Available,1202.1,Not Available,2714174.3,53650,65.7,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,123.1,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,291432.7,Not Available,Not Available,MANHATTAN
1277231,AB Building,Not Available,670.8,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,4438605,21,Not Available,13112.19,5665.3,Not Available,11889917.8,Not Available,327.9,0,Not Available,Not Available,0,Not Available,Not Available,100,Not Available,554.4,Not Available,Whole Building,Not Available,Not Available,1.31993,Not Available,Not Available,Not Available,Not Available,Not Available,44555300.8,Not Available,Not Available,QUEENS
2637907,169 E 78 St.,Not Available,113.1,No,4,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,1200,Not Available,Not Available,Not Available,1043245,Not Available,Not Available,Not Available,330.1,Not Available,246900.1,Not Available,79.9,0,Not Available,Not Available,0,35,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,446974.5,Not Available,Not Available,MANHATTAN
13286,201/205,Not Available,205.1,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,40.88,Not Available,1.44822,1037549; 1037550,38.6,Not Available,Not Available,6756.3,Not Available,9295737.6,759551,103.5,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,148.1,Not Available,Whole Building,Not Available,Not Available,Not Available,11/20/2008,Not Available,Not Available,Not Available,"2008, 2006",Not Available,Not Available,Not Available,
2560572,110-114 HORATIO II LLC,Not Available,61.6,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,1012126,Not Available,Not Available,Not Available,263.5,Not Available,315428.5,Not Available,39.5,0,Not Available,Not Available,0,154,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3314613,2325,Not Available,MANHATTAN
2043394,555 Madison Avenue,Not Available,139.1,No,Not Available,Not Available,Not Available,Not Available,Not Available,27372,0,Not Applicable: Standalone Property,Not Available,70,Not Available,1.80406,1035775,-44.5,Not Available,48.15,2621.2,Not Available,4859252.6,471159,62.1,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,250.8,Not Available,Whole Building,Not Available,Not Available,Not Available,01/15/2013,0,Not Available,Not Available,"2013, 2012, 2009",Not Available,Not Available,Not Available,MANHATTAN
1845662,255 Greenwich Street,Not Available,293.6,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,55,Not Available,4.89661,1001415,98.4,Not Available,Not Available,4136.1,Not Available,13355570.5,371686,99.4,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,148.1,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN
2609668,The 2805 Associates,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,2015864,Not Available,Not Available,0,Not Available,Not Available,105751.7,Not Available,Not Available,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,BRONX
2591912,Fifth at 42nd LLC,Not Available,257.5,No,Not Available,Not Available,Not Available,Not Available,Not Available,25427,0,Not Applicable: Standalone Property,Not Available,63,Not Available,1.77994,Not Available,4.2,Not Available,Not Available,2256.5,Not Available,6030544.6,256200,96.4,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,247,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN
1261461,300 Madison Avenue,Not Available,332.3,No,Not Available,Not Available,Not Available,Not Available,Not Available,7000,0,Not Applicable: Standalone Property,Not Available,72,Not Available,6.75446,1085972,-14.1,Not Available,4.18,10735.3,Not Available,29088679.3,1028209,123.8,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,386.9,Not Available,Whole Building,Not Available,", ,",Not Available,04/10/2013,0,Not Available,Not Available,"2013, 2012, 2010",888778.4,Not Available,Not Available,MANHATTAN
2631034,1633 Sterling Place,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,3036660,Not Available,Not Available,Not Available,Not Available,Not Available,117704.8,Not Available,Not Available,0,Not Available,Not Available,0,70,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,BROOKLYN
2616220,20 West 55th Street Ent,Not Available,284.5,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,65,Not Available,2,1034807,24.7,Not Available,Not Available,611.8,Not Available,1857724,74523,99.6,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,228.1,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN
1407338,Chrysler Building,Not Available,173.6,No,Not Available,Not Available,Not Available,5343,Not Available,62041,0,Not Applicable: Standalone Property,15717,60,Not Available,3.95045,1036156,-39.9,Not Available,Not Available,7880.1,Not Available,16596856.1,1189232,72.9,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,288.5,Not Available,Whole Building,Not Available,Not Available,Not Available,04/10/2012,0,Not Available,Not Available,"2012, 2010, 2008",Not Available,Not Available,40,MANHATTAN
2558914,"GC 1700, LLC",Not Available,71.9,No,0,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,2007862,Not Available,Not Available,8.96,277.5,Not Available,989609.6,Not Available,22.9,0,Not Available,Not Available,0,157,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,BRONX
2630425,Apollo Theater,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,1058654,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,85.1,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN
2388669,800 Grand Concourse,Not Available,43.1,No,0,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,0,Not Available,Not Available,2002791,Not Available,Not Available,Not Available,351.1,Not Available,1090206.4,0,15.7,0,Not Available,Not Available,0,250,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,888300,Not Available,Not Available,BRONX
1390799,650 Fifth Avenue,Not Available,214.8,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,37.71,Not Available,3.8209,1034517,-17.8,Not Available,Not Available,2764.9,Not Available,6488852.4,384500,85.9,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,261.3,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN
1407848,Metlife Building,Not Available,301.7,No,Not Available,Not Available,Not Available,Not Available,Not Available,19419,0,Not Applicable: Standalone Property,Not Available,66.06,Not Available,2.99674,1085735,-0.6,Not Available,Not Available,33542.5,Not Available,64057456.6,2919838,133.6,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,303.6,Not Available,Whole Building,Not Available,N,Not Available,Not Available,0,Not Available,Not Available,Not Available,8083558.6,Not Available,Not Available,MANHATTAN
1172592,780 Third Avenue,Not Available,217.1,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,54.68,Not Available,4.27088,1036228,-28.6,Not Available,15.89,3258.1,Not Available,8786735.7,229929,82,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,304.3,Not Available,Whole Building,Not Available,Not Available,Not Available,12/12/2013,Not Available,Not Available,Not Available,"2013, 2012, 2011, 2009, 2008",1880640,2477.2,Not Available,MANHATTAN
2630774,MSBI - Fierman Hall,Not Available,160.9,No,Not Available,Not Available,Not Available,156684,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,1020430,-44.3,Not Available,Not Available,653.2,Not Available,2353086.8,Not Available,51.2,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,288.7,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,80,
1845411,110 East 59th Street,Not Available,296.2,No,Not Available,Not Available,Not Available,56904,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,70,Not Available,3.74831,1037165,-0.1,Not Available,Not Available,5463,Not Available,10847977.6,448469,134.4,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,296.7,Not Available,Whole Building,5559,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,12546169.3,Not Available,70,MANHATTAN
1327499,Times Square Tower,Not Available,181.2,No,Not Available,Not Available,Not Available,Not Available,Not Available,7925,0,Not Applicable: Standalone Property,Not Available,77,Not Available,2.4216,1086069,-33.8,Not Available,19.93,6287.7,Not Available,18637349.8,1176909,64.3,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,274,Not Available,Whole Building,Not Available,Not Available,Not Available,06/13/2013,0,Not Available,Not Available,"2013, 2012, 2011, 2010, 2008",Not Available,Not Available,Not Available,MANHATTAN
2612581,143-06 BARCLAY AVE ENTM,Not Available,139.1,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,4114707,Not Available,Not Available,Not Available,456.4,Not Available,387311.5,Not Available,99.4,0,Not Available,Not Available,0,96,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6575800.8,Not Available,Not Available,QUEENS
1457889,330 Madison,Not Available,233.9,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,67.64,Not Available,4.41828,1035348,58,Not Available,12.7,5703.1,Not Available,16148078.8,801216,85,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,148.1,Not Available,Whole Building,Not Available,Not Available,Not Available,06/25/2013,Not Available,Not Available,Not Available,"2013, 2008",Not Available,Not Available,Not Available,MANHATTAN
2502587,Olympic Tower,Not Available,306.9,No,Not Available,Not Available,Not Available,Not Available,Not Available,36347,0,Not Applicable: Standalone Property,Not Available,55,Not Available,4.03922,1035481,8,Not Available,Not Available,4084.7,Not Available,10036909.1,371359,120,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,284.3,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN
2506976,Grand Slam Corp,Not Available,139.3,No,0,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,2010622,Not Available,Not Available,Not Available,578,Not Available,396358.9,Not Available,100.4,0,Not Available,Not Available,0,35,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,298600,Not Available,Not Available,BRONX
1843812,Hartz Mountain- 667 Madison Ave,Not Available,243.3,No,Not Available,Not Available,Not Available,Not Available,Not Available,21266,0,Not Applicable: Standalone Property,Not Available,65,Not Available,2.37391,1072007,-10.4,Not Available,Not Available,1546.8,Not Available,5576233,221997,77.5,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,271.5,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN
2539063,Winter- 26 W 17th St,Not Available,112,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,51.4,Not Available,3.67705,1015400,-56.5,Not Available,15.01,372.1,Not Available,1016757.6,107967,43.2,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,257.5,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2089,Not Available,Not Available,MANHATTAN
2473663,Imperial House,Not Available,146.6,No,0,Not Available,Not Available,Not Available,Not Available,43529,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,1042479,Not Available,Not Available,Not Available,4945,Not Available,6244297.9,Not Available,91.8,0,Not Available,Not Available,0,378,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,58579721,Not Available,Not Available,MANHATTAN
1836516,0400699-Q801,Not Available,78.1,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,84,Not Available,3.75921,Not Available,-52.6,Not Available,Not Available,2746.3,0,2307039.8,237550,52.9,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,165,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1700,Not Available,Not Available,QUEENS
2608466,250 Fort Washington Ave,Not Available,209.3,No,0,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,1063469,Not Available,Not Available,107.41,260.1,0,218220,Not Available,150,0,Not Available,12,0,43,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3759299.9,Not Available,Not Available,MANHATTAN
2383900,35 East 10th Street,Not Available,85.4,No,6,Not Available,Not Available,Not Available,Not Available,3380,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,1077913,Not Available,Not Available,Not Available,388.3,Not Available,437718.7,Not Available,52.3,0,Not Available,Not Available,0,62,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,41497,Not Available,Not Available,MANHATTAN
1025339,425 Lexington Avenue,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,14784,0,Not Applicable: Standalone Property,Not Available,74.32,Not Available,2.68998,1036162,Not Available,Not Available,33.7,Not Available,Not Available,13810260.1,569892,Not Available,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,278.1,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN
2379262,Trinity - 345 Hudson,Not Available,249,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,17618,0,Not Applicable: Standalone Property,Not Available,60.14,Not Available,3.2107,1010378,-31.9,Not Available,Not Available,6469.8,Not Available,18966689.2,841601,95.9,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,365.8,Not Available,Whole Building,Not Available,Not Available,Not Available,12/18/2012,0,Not Available,Not Available,"2012, 2011, 2010",21877122.4,Not Available,Not Available,MANHATTAN
1429866,520 8th Ave,Not Available,152.7,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,17197,68.27,Not Available,2.29112,1083624,-42.4,Not Available,Not Available,4020.4,13764126.4,9850429.6,781712,64,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,265.1,Not Available,Whole Building,Not Available,Not Available,Not Available,11/27/2013,Not Available,Not Available,Not Available,"2013, 2012, 2011, 2009, 2008",4747267.2,637.3,Not Available,MANHATTAN
