building_id_espm,facility_name,warehouse_unrefrigerated,current_total_site_energy,energy_star_application_status,bbl10,warehouse_unrefrigerated_2,facility_type,hospital_laundry_facility,hotel_quantity_of_laundry,retail_percent_cooled,multifamily_home_primary,national_median_site_eui,city,emissions_factor_kg_co2e,retail_workers_density,current_source_energy,current_energy_period_ending,senior_care_facility_percent,current_rating_1_100,other_workers_on_main_shift,retail_open_closed_refrig,total_indoor_and_outdoor,borough,release_date,data_center_it_energy,current_indirect_ghg_emissions,district_steam_use_kbtu,hotel_gross_floor_area_sq,chilled_water_absorption,electricity_use_kwh,k_12_school_gross_floor_area,natural_gas_use_kbtu,supermarkets_grocery_number,temporary_data_flag_diesel,office_workers_density,outdoor_water_use_kgal,multifamily_home_laundry,retail_number_of_open_or,current_site_energy_intensity,hospital_laboratory_y_1_n,current_site_ups_output_energy,supermarkets_grocery_walk,multifamily_home_percent,current_source_it_energy,indoor_water_use_per_sq_ft,supermarkets_grocery_workers,multifamily_home_total_number,latitude,hotel_onsite_laundry_short
3098309,Ritz Carlt,,70716614.3,No Status Available,1000167513,,Hotel,,,,,104.7,New York,,,262.2,2011-12-31T00:00:00.000,,23,,,,MANHATTAN,2012-04-23T12:45:31.000,,2442.2,,284300.0,,7623664.5,,44704670.97,,,,,,,138.7,,,,,,,,,40.705523,
2798136,130 West 1,,3186584.4,No Status Available,1006070027,,Multifamily Housing,,,,Electricity,,New York,,,102.1,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-05-01T09:38:19.000,,299.18,,,,933934.5,,,,,,,3.0,,30.6,,,,90.0,,,,107.0,40.736464,
3115525,105 Hudson,,6455672.2,No Status Available,1001870030,,Multifamily Housing,,,,Natural Gas,,New York,,,109.1,2011-12-31T00:00:00.000,,0,11.0,,,MANHATTAN,2012-05-01T08:58:53.000,,165.02,,,,515143.2,,71000.0,,,2.29,,0.0,,66.3,,,,100.0,,,,16.0,40.719396,
2831049,GOMPERS,,50690391.6,No Status Available,1003380001,,Multifamily Housing,,,,,,MANHATTAN,,,181.9,2012-03-31T00:00:00.000,,0,,,,,2012-06-27T16:15:48.000,,3943.33,32335818.3,,,4340376.5,,3545208.82,,,,,0.0,,99.9,,,,0.0,,,,1016.0,,
2654652,Milstein -,,21578351.5,No Status Available,1000167510,,Multifamily Housing,,,100.0,Natural Gas,,New York,,1.0,126.1,2011-12-31T00:00:00.000,,0,,0.0,,MANHATTAN,2012-04-30T08:06:30.000,,627.37,,,,1958425.7,,,,,2.3,,25.0,0.0,72.9,,,,0.0,,,,272.0,40.707977,
2817365,Hilary Gardens,,48552035.9,No Status Available,1005480070,,Multifamily Housing,,,,,,New York,,,124.3,2011-12-31T00:00:00.000,,0,,,,,2012-05-07T16:11:16.000,,302.27,,,,943580.0,,3278200.0,,,,,,,106.5,,,,,,,,,,
2669826,545 West 25th St,,5266856.4,No Status Available,1006977501,,Office,,,,,66.0,New York,,,173.2,2012-01-31T00:00:00.000,,50,,,,MANHATTAN,2012-04-29T20:31:31.000,,327.98,,,,1023845.2,,1773496.67,,,0.15,,,,67.5,,,,,,,,,40.749627,
2729556,CD 280 LLC (280 East 2nd St),,5785084.1,No Status Available,1003720060,,Multifamily Housing,,,,,,New York,,,150.8,2011-12-31T00:00:00.000,,0,,,,,2012-04-20T17:50:19.000,,183.65,,,,573287.5,,3829027.27,,,,,13.0,,82.8,,,,10.0,,,,90.0,,
2553965,31  West 1,,2569021.6,No Status Available,1005757502,,Multifamily Housing,,,,Natural Gas,,New York,,,98.8,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-05-16T11:02:28.000,,81.4,,,,254097.8,,1702040.0,,,,,2.0,,54.2,,,,100.0,,,,32.0,40.734537,
2810747,KVI Mezz Corp. 38,,10788072.5,No Status Available,1002530001,,Multifamily Housing,,,,Fuel Oil (No. 5 and No. 6),,NY,,,148.6,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-04-27T15:44:53.000,,248.25,,,,774959.7,,411735.48,,,,,5.0,,93.9,,,,90.0,,,,156.0,40.711549,
2682442,111 Third Avenue,,5140162897.0,No Status Available,1004697502,,Multifamily Housing,,,,District Steam,,New York,,,51482.8,2011-12-31T00:00:00.000,,0,,,6016.4,MANHATTAN,2012-04-27T14:50:34.000,,405841.07,5136552180.0,,,968557.0,,306000.0,,,,,10.0,,42500.0,,,,100.0,,49.74,,419.0,40.732502,
2491127,66 W 12th St,,13559506.5,No Status Available,1005750017,,College/University (Campus-Level),,,,,104.0,New York,,,214.2,2010-08-31T00:00:00.000,,0,,,0.0,MANHATTAN,2012-04-26T17:00:14.000,,526.31,,,,1642960.0,,445800.0,,,,,,,108.5,,,,,,0.0,,,40.735744,
2609900,Inter Active,,23460441.2,No Status Available,1006900012,,Office,,,,,125.2,New York,,,329.7,2011-12-31T00:00:00.000,,43,,,1793.0,MANHATTAN,2012-04-23T17:23:30.000,,1351.74,,,,4219638.7,,9028500.0,,,3.02,,,,134.4,,,,,,10.27,,,40.745134,
2825730,Meyer Hall,,6585465.6,No Status Available,1005460035,,College/University (Campus-Level),,,,,104.0,New York,,,85.0,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-04-30T17:28:28.000,,617.88,,,,1928800.0,,4400.0,,,,,,,25.5,,,,,,,,,40.729201,
2805454,40 First Ave - 8925,,13527660.5,No Status Available,1004300001,,Multifamily Housing,,,,Natural Gas,,New York,,,128.5,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-04-27T10:16:35.000,,275.27,,,,859304.0,,10595715.29,,,,,0.0,,83.2,,,,90.0,,,,244.0,40.724315,
2544622,42-52 WEST,,12605759.0,No Status Available,1008400071,,Office,,,,,142.6,NEW YORK,,,177.2,2011-12-31T00:00:00.000,,91,,,,MANHATTAN,2012-04-23T09:56:13.000,,686.94,,,,2144389.7,,2589.52,,,4.16,,,,75.0,,,,,,,,,40.752171,
2964890,FEDEX Building,128000.0,,No Status Available,1006010013,100.0,Warehouse (Unrefrigerated),,,,,23.0,New York,,,,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-05-01T09:36:57.000,,,,,,,,,,,1.41,,,,,,,,,,,,,40.730356,
2664266,21/161 Hudson Condominium,,5685447.0,No Status Available,1002157502,,Multifamily Housing,,,100.0,Natural Gas,,New York,,2.73,178.6,2011-12-31T00:00:00.000,,0,,0.0,,MANHATTAN,2012-05-01T09:11:04.000,,228.0,,,,711737.0,,3026100.0,,,,,0.0,0.0,88.2,,,,90.0,,,,55.0,40.721798,
2729942,426 West B,,4323776.7,No Status Available,1005027501,,Multifamily Housing,,,,,,New York,,,139.9,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-06-20T00:18:14.000,,109.26,,,,341060.0,,3160080.0,,,,,3.0,,84.0,,,,100.0,,,,140.0,40.725191,
3098401,RY - 415 G,,8760789.0,No Status Available,1002157504,,Multifamily Housing,,,100.0,Natural Gas,,New York,,1.0,129.5,2011-12-31T00:00:00.000,,0,,0.0,,MANHATTAN,2012-04-30T08:06:30.000,,475.45,,,,1484190.1,,3696732.26,,,,,0.0,0.0,54.6,,,,0.0,,,,215.0,40.721562,
2803461,Wentworth,,7820321.0,No Status Available,1005137503,,Multifamily Housing,,,100.0,Natural Gas,,New York,,1.64,389.8,2011-12-31T00:00:00.000,,0,20.0,0.0,,MANHATTAN,2012-05-01T15:12:59.000,,435.7,,,,1360085.4,,3179709.68,,,,,0.0,0.0,161.9,,,,90.0,,,,42.0,40.725932,
3089570,70 Pine Street,,5425452.9,No Status Available,1000410001,,Office,,,,,82.0,New York,,,18.7,2011-12-31T00:00:00.000,,100,,,,MANHATTAN,2012-05-02T07:22:48.000,,471.47,4088.0,,,1470740.0,,403200.0,,,1.09,,,,5.9,,,,,,,,,40.706315,
2964890,FEDEX Building,128000.0,,No Status Available,1006010026,100.0,Warehouse (Unrefrigerated),,,,,23.0,New York,,,,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-05-01T09:36:57.000,,,,,,,,,,,1.41,,,,,,,,,,,,,40.730356,
2640229,Waterman-,,20947913.3,No Status Available,1001290036,,Office,,,100.0,,68.0,New York,,0.53,251.4,2012-01-31T00:00:00.000,,0,7.0,0.09,,MANHATTAN,2012-04-03T13:00:17.000,IT Energy is not currently metered at this facility - Apply estimates.,1818.22,9943222.72,,,3225290.3,,,,,1.32,,,3.0,107.9,,,,,,,,,40.75978,
2786281,Barry Apfel (Bldgs 1&2),,32474371.9,No Status Available,1003150001,,Multifamily Housing,,,,,,New York,,,99.3,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-04-26T12:49:37.000,,2719.55,,,,8489473.5,,3508288.24,,,,,64.0,,32.1,,,,0.0,,,,3668.0,40.714483,
2805199,170 Second Avenue - 31198,,3589359.1,No Status Available,1004520006,,Multifamily Housing,,,100.0,Natural Gas,,New York,,1.0,111.3,2011-12-31T00:00:00.000,,0,,0.0,6030.0,MANHATTAN,2012-04-27T08:44:57.000,,337.0,,,,1051981.0,,,,,,,3.0,0.0,33.3,,,,90.0,,56.0,,108.0,40.730216,
3172071,2 MOTT ST,,2888877.7,No Status Available,1001620001,,Office,,,,,160.9,New York,,,137.5,2011-12-31T00:00:00.000,,99,,,,MANHATTAN,2012-06-18T09:07:39.000,,183.97,,,,574280.0,,,,,36.75,,,,53.1,,,,,,,,,40.713764,
2817490,145 Fourth,,21787717.3,No Status Available,1005590009,,Multifamily Housing,,,100.0,District Steam,,New York,,3.11,238.4,2011-12-31T00:00:00.000,,0,,2.15,,MANHATTAN,2012-05-29T20:22:41.000,,1636.06,10722549.84,,,2464586.0,,2656000.0,,,3.33,,10.0,29.0,118.5,,,,80.0,,,,110.0,40.733916,
2741936,9 Barrow S,,6369863.9,No Status Available,1005907502,,Multifamily Housing,,,0.0,,,New York,,0.0,185.0,2011-12-31T00:00:00.000,,0,28.0,0.0,,MANHATTAN,2012-04-26T23:09:01.000,,310.79,,,,970186.4,,3059588.0,,,,,7.0,0.0,82.6,,,,90.0,,,,83.0,40.732695,
2921334,7 Washington Mews,,11300.5,No Status Available,1005500013,,Multifamily Housing,,,,,,New York,,,13.8,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-04-30T17:28:28.000,,1.06,,,,3312.0,,0.0,,,,,,,4.1,,,,,,,,,40.731559,
2831236,VLADECK,,,No Status Available,1002670024,,Multifamily Housing,,,,,,MANHATTAN,,,,2011-09-30T00:00:00.000,,0,,,,MANHATTAN,2012-06-27T16:15:48.000,,,,,,,,,,,,,0.0,,,,,,0.0,,,,2431.0,40.711397,
2689435,529 West 20th Street LLC,,5438092.1,No Status Available,1006920015,,Other,,,,,70.0,New York,,,113.8,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-04-27T10:29:43.000,,289.21,,,,902800.0,,,,,,,,,48.8,,,,,,,,,40.746295,
2503775,Trinity- 2,,25019262.1,No Status Available,1002210030,,Office,,,,,68.0,New York,,,196.6,2011-12-31T00:00:00.000,,0,20.0,,,MANHATTAN,2012-03-26T16:39:01.000,,1618.21,,,,5051465.0,,30180.65,,,1.44,,,,75.2,,,,,,,,,40.722992,
2743899,Sage Realt,,,No Status Available,1006270043,,Office,,,,,,New York,,,,2010-12-31T00:00:00.000,,1,,,,MANHATTAN,2012-05-01T08:16:19.000,,,,,,,,,,,,,,,,,,,,,,,,40.739403,
3134192,60 West 13th Street,,6995322.0,No Status Available,1005767501,,Multifamily Housing,,,,Fuel Oil (No. 4),,New York,,,204.8,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-05-07T09:12:30.000,,210.0,,,,655548.4,,231309.68,,,,,,,116.6,,,,10.0,,,,,40.736085,
2709720,37 Washington Square West,,7751770.6,No Status Available,1005520026,,Multifamily Housing,,,,,,New York City,,,80.0,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-04-30T17:28:28.000,,68.51,,,,213870.5,,4500.0,,,,,,,65.1,,,,,,,,,40.73127,
2831169,RIIS/RIIS,,161141226.8,No Status Available,1003560001,,Multifamily Housing,,,,,,MANHATTAN,,,92.1,2012-03-31T00:00:00.000,,0,,,,,2012-06-27T16:15:48.000,,12720.58,,,,39709098.2,,25653783.61,,,,,0.0,,30.9,,,,0.0,,,,12839.0,,
3128246,West 34th,,10016091.4,No Status Available,1007320007,,Multifamily Housing,,,,,,New York,,,154.0,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-05-01T16:20:37.000,,199.35,,,,622300.0,,156200.0,,,,,,,102.3,,,,,,,,,40.754321,
1845662,75 Park Place,,58915150.0,No Status Available,1001270018,,Office,,,,,68.0,New York,,,362.2,2011-12-31T00:00:00.000,,0,,,79.6,MANHATTAN,2012-04-23T11:33:43.000,,5439.21,6171786.0,,,15458195.8,,,,,4.9,,,,116.2,,,,,,0.16,,,40.714233,
2667339,Mayflower,,5446565.5,No Status Available,1008590024,,Office,,,,,78.0,New York,,,147.5,2012-03-31T00:00:00.000,,87,,,,MANHATTAN,2012-04-30T09:02:23.000,,511.36,,,,1596277.0,,68.57,,,2.78,,,,44.2,,,,,,,,,40.74476,
2386803,30 East 9t,,18544797.9,No Status Available,1005607501,,Multifamily Housing,,,100.0,Fuel Oil (No. 5 and No. 6),,New York,,1.89,158.0,2011-12-31T00:00:00.000,,0,,0.0,10610.4,MANHATTAN,2012-05-16T10:57:04.000,,515.51,,,,1609245.4,,374940.76,,,,,26.0,0.0,92.9,,,0.26,80.0,,53.14,1.02,172.0,40.731976,
2693031,DEPM 7636 - 56 Crosby St,,3173171.8,No Status Available,1004837502,,Multifamily Housing,,,100.0,Natural Gas,,New York,,1.0,148.7,2011-12-31T00:00:00.000,,0,,0.0,,MANHATTAN,2012-04-30T08:06:30.000,,201.64,,,,629444.7,,1025506.45,,,,,0.0,0.0,57.2,,,,0.0,,,,18.0,40.722018,
2787957,460 Grand Street - 34362,,9733074.1,No Status Available,1003410001,,Multifamily Housing,,,100.0,Natural Gas,,New York,,1.0,111.5,2011-12-31T00:00:00.000,,0,,0.0,54917.2,MANHATTAN,2012-04-27T10:04:24.000,,913.81,,,,2852600.9,2000.0,,,,,,8.0,0.0,33.4,,,,90.0,,188.31,,286.0,40.715267,
2679903,RY - 250 S,,8955427.5,No Status Available,1000167503,,Multifamily Housing,,,,Natural Gas,,New York,,,131.6,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-04-30T08:06:30.000,,246.9,,,,770721.5,,6325725.81,,,,,15.0,,76.5,,,,0.0,,,,123.0,40.709709,
3118068,284 Lafaye,,3865117.6,No Status Available,1005100006,,Multifamily Housing,,,100.0,Fuel Oil (No. 2),,New York,,1.07,72.1,2011-12-31T00:00:00.000,,0,,0.0,,MANHATTAN,2012-05-01T08:58:53.000,,90.17,,,,281470.5,,631890.0,,,,,0.0,0.0,45.2,,,,90.0,,,,20.0,40.724164,
2682458,30 5th Ave,,17399368.5,No Status Available,1005730039,,Multifamily Housing,,,,Fuel Oil (No. 5 and No. 6),,New York,,,141.6,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-04-27T17:04:07.000,,332.44,,,,1037770.0,,2128600.0,,,,,11.0,,95.1,,,,90.0,,,,198.0,40.733216,
2660190,45 Christo,,11785028.8,No Status Available,1006107501,,Multifamily Housing,,,100.0,Fuel Oil (No. 5 and No. 6),,New York,,2.03,107.0,2011-12-31T00:00:00.000,,0,1.0,2.03,,MANHATTAN,2012-04-24T19:58:09.000,,325.89,,,,1017321.2,,258371.26,,,3.17,,10.0,1.0,63.1,,,,100.0,,,,306.0,40.733757,
2721981,27 North M,,14497039.6,No Status Available,1001907504,,Multifamily Housing,,,,Natural Gas,,New York City,,,179.1,2011-12-31T00:00:00.000,,0,2.0,,4907.9,MANHATTAN,2012-07-31T11:11:05.000,,515.06,,,,1607834.3,5149.0,9011109.09,,,,,0.0,,93.5,,,,90.0,,31.67,,159.0,40.719855,
2640225,101 East 1,,2273706.6,No Status Available,1004667501,,Residence Hall/Dormitory,,,,,77.9,New York,,,138.4,2012-06-30T00:00:00.000,,66,,,,MANHATTAN,2012-07-26T16:00:49.000,,102.91,,,,321259.9,,1177567.74,,,,,,,64.3,,,,,,,,,40.730625,
2831017,EAST 004TH,,2676986.1,No Status Available,1003870047,,Multifamily Housing,,,,,,MANHATTAN,,,107.7,2012-03-31T00:00:00.000,,0,,,,,2012-06-27T16:15:48.000,,16.29,,,,50857.9,,2503458.82,,,,,0.0,,90.0,,,,0.0,,,,0.0,,
2831191,SMITH,,76090666.0,No Status Available,1001110100,,Multifamily Housing,,,,,,MANHATTAN,,,83.3,2012-03-31T00:00:00.000,,0,,,,,2012-06-27T16:15:48.000,,4067.31,,,,12696696.3,,32769538.24,,,,,0.0,,35.4,,,,0.0,,,,4155.0,,
2817600,830-834 Broadway,,764871.4,No Status Available,1005640036,,Multifamily Housing,,,,Natural Gas,,NY,,,34.0,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-05-29T20:22:41.000,,71.48,,,,223139.3,,3520.0,,,,,0.0,,10.2,,,,100.0,,,,37.0,40.73348,
1422213,110 Wall S,,31853068.8,No Status Available,1000370008,,Office,,,,,127.3,New York,,,239.8,2012-02-29T00:00:00.000,,64,,,3805.5,MANHATTAN,2012-05-01T09:38:19.000,,2736.63,17002482.97,,,4352457.8,,,,,2.5,,,,108.9,,,,,,13.0,,,40.704638,
2796739,65 Broadwa,,18481420929.0,No Status Available,1000210004,,Office,,,,,299.0,New York,,,67648.5,2011-12-31T00:00:00.000,,1,,,,MANHATTAN,2012-04-24T15:47:46.000,,1459636.96,18446021292.03,,,10375040.0,,,,,4.52,,,,55720.0,,,,,,,,,40.707113,
2741634,150 Ludlow Street,,956840.4,No Status Available,1004110048,,Multifamily Housing,,,,Natural Gas,,New York,,,79.1,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-04-30T19:08:18.000,,89.84,,,,280433.9,,,,,,,8.0,,23.7,,,,0.0,,,,60.0,40.720768,
2692272,401 Washington Street,,148958.0,No Status Available,1002170014,,Office,,,,,68.0,New York,,,8.3,2012-03-31T00:00:00.000,,0,,,,MANHATTAN,2012-04-29T17:10:25.000,,13.99,,,,43657.1,,,,,0.0,,,,2.5,,,,,,,,,40.721759,
2685952,DEPM 1606,,6722051.7,No Status Available,1005640054,,Multifamily Housing,,,100.0,Fuel Oil (No. 5 and No. 6),,New York,,1.0,77.0,2011-12-31T00:00:00.000,,0,,0.0,,MANHATTAN,2012-04-30T08:06:30.000,,97.59,,,,304655.5,,,,,,,9.0,0.0,56.2,,,,0.0,,,,300.0,40.732991,
2782696,11 Hanover,,,No Status Available,1000280012,,Office,,,,,,New York,,,,2011-11-30T00:00:00.000,,0,,,,MANHATTAN,2012-04-27T12:35:30.000,,,,,,,,,,,,,,,,,,,,,,,,40.705324,
2564787,The 195 Co,,4258981.0,No Status Available,1004257501,,Multifamily Housing,,,,Natural Gas,,New York,,,190.4,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-05-16T11:02:28.000,,152.51,,,,476068.4,,2634635.48,,,,,0.0,,99.1,,,,90.0,,,,98.0,40.721041,
2831101,LOWER EAST,,,No Status Available,1003870144,,Multifamily Housing,,,,,,MANHATTAN,,,,2011-09-30T00:00:00.000,,0,,,,MANHATTAN,2012-06-27T16:15:48.000,,,,,,,,,,,,,0.0,,,,,,0.0,,,,373.0,40.723358,
2685840,DEPM 1640 - 11 Fifth Ave,,24838916.9,No Status Available,1005660001,,Multifamily Housing,,,100.0,Natural Gas,,New York,,1.0,101.6,2011-12-31T00:00:00.000,,0,,0.0,,MANHATTAN,2012-04-30T08:06:30.000,,320.07,,,,999142.7,,21429841.94,,,,,28.0,0.0,74.6,,,,0.0,,,,300.0,40.732407,
3112854,521 West 26th Street,,4212899.2,No Status Available,1006980018,,Office,,,,,120.4,New York,,,70.1,2011-12-31T00:00:00.000,,99,,,,MANHATTAN,2012-05-14T10:36:12.000,,127.05,,,,396600.0,,2859700.0,,,0.22,,,,39.3,,,,,,,,,40.750064,
2793674,30 Crosby,,5454221.9,No Status Available,1004737502,,Multifamily Housing,,,,Natural Gas,,New York,,,177.7,2012-01-31T00:00:00.000,,0,,,,MANHATTAN,2012-05-01T08:58:53.000,,242.83,,,,758028.1,,2867830.0,,,,,0.0,,83.3,,,,100.0,,,,13.0,40.720785,
2679734,RY - 300 Rector Place,,10107990.1,No Status Available,1000167507,,Multifamily Housing,,,100.0,Natural Gas,,New York,,1.0,111.7,2011-12-31T00:00:00.000,,0,,0.0,,MANHATTAN,2012-04-30T08:06:30.000,,315.89,,,,986087.9,,6743458.06,,,,,36.0,0.0,61.7,,,,0.0,,,,154.0,40.709097,
2810291,(7122) - Reade House Condo,,47635501.3,No Status Available,1001407502,,Multifamily Housing,,,100.0,Natural Gas,,New York,,1.0,819.7,2011-12-31T00:00:00.000,,0,,0.0,,MANHATTAN,2012-05-01T18:03:21.000,,178.54,,,,557326.0,,45733905.0,,,,,4.0,0.0,719.9,,,,20.0,,,,67.0,40.716745,
2918387,15 W. 39th,,1793709997.0,No Status Available,1008410027,,Office,,,,,182.6,New York,,,25398.2,2012-01-31T00:00:00.000,,1,,,,MANHATTAN,2012-04-10T12:32:09.000,,141619.72,1793287362.86,,,123867.0,,,,,0.04,,,,20981.5,,,,,,,,,40.751923,
3108944,Newmark - 154 West 14th Street,,9228777.6,No Status Available,1006090007,,Office,,,,,84.8,New York,,,220.2,2011-12-31T00:00:00.000,,71,,,,MANHATTAN,2012-04-27T16:26:53.000,,866.47,,,,2704800.0,,,,,3.57,,,,65.9,,,,,,,,,40.737992,
2667342,43 West 13th St,,2541012.0,No Status Available,1005770066,,Multifamily Housing,,,,Fuel Oil (No. 5 and No. 6),,New York,,,95.1,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-05-01T10:01:51.000,,73.73,,,,230172.6,,354911.53,,,,,4.0,,54.8,,,,100.0,,,,31.0,40.735931,
2721694,71 Thomas,,4735556.0,No Status Available,1001480010,,Office,,,,,68.9,New York,,,154.6,2011-12-31T00:00:00.000,,81,,,,MANHATTAN,2012-04-23T14:48:18.000,,444.59,1568.37,,,1387452.4,,,,,2.54,,,,46.3,,,,,,,,,40.716965,
3119199,438-448 We,,10164863.3,No Status Available,1007347501,,Multifamily Housing,,,,Natural Gas,,New York,,,93.6,2011-12-31T00:00:00.000,,0,120.0,,,MANHATTAN,2012-05-01T08:58:53.000,,155.18,,,,484423.0,,174100.0,,,,,8.0,,67.4,,,,100.0,,,,65.0,40.755979,
2977816,80 Lafayette St.,,25745112.5,No Status Available,1001720020,,Multifamily Housing,,,,Natural Gas,,New York,,,116.3,2011-12-31T00:00:00.000,,0,13.0,,,MANHATTAN,2012-05-01T09:33:05.000,,430.03,,,,1342400.0,,6289500.0,,,,,45.0,,81.1,,,,80.0,,,,577.0,40.717064,
2630956,57 West 38th Street,,,No Status Available,1008407501,,Office,,,,,,New York,,,,2010-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-04-26T13:58:15.000,,,,,,,,,,,,,,,,,,,,,,,,40.751712,
3089550,84 William Street,,3759987.5,No Status Available,1000680016,,Multifamily Housing,,,,,,New York,,,107.5,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-05-14T10:57:30.000,,352.94,4945.0,,,1100540.0,,,,,,,6.0,,32.2,,,,100.0,,,,242.0,40.708028,
2883068,240 Greene Street,,98664.8,No Status Available,1005460015,,College/University (Campus-Level),,,,,104.0,New York City,,,25.6,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-04-30T17:28:28.000,,9.26,,,,28917.0,,,,,,,,,7.7,,,,,,,,,40.72958,
2643982,50 E 8 ST,,,No Status Available,1005480028,,Multifamily Housing,,,,,,New York,,,,2010-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-04-27T13:03:59.000,,,,,,,,,,,,,,,,,,,,,,,,40.731119,
2656282,Heller- 12,,11176658.6,No Status Available,1000920030,,Office,,,,,125.1,New York,,,185.1,2012-01-31T00:00:00.000,,78,31.0,,,MANHATTAN,2012-04-06T11:33:20.000,,483.18,,,,1508326.8,,1224825.81,,,3.38,,,,88.7,,,,,,,,,40.710986,
2776030,299 West 12th Street,,13431192.2,No Status Available,1006257501,,Multifamily Housing,,,,Natural Gas,,New York,,,148.3,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-04-28T16:30:26.000,,311.48,,,,972320.0,,343300.0,,,,,28.0,,93.5,,,,100.0,,,,250.0,40.737556,
2769641,Village Pl,,4352311.7,No Status Available,1005640031,,Multifamily Housing,,,,,,New York,,,89.5,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-04-20T17:50:19.000,,49.96,,,,155948.5,,3404143.89,,,,,0.0,,67.6,,,,0.0,,,,56.0,40.734303,
2704310,509-525 We,12500.0,3613263.5,No Status Available,1007060020,0.0,Other,,,,,70.0,New York,,,99.2,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-05-01T09:17:27.000,,149.65,,,,467153.6,,2019335.29,,,1.2,,,,48.2,,,,,,,,,40.754947,
2379801,40 Fulton Street,,14665342.4,No Status Available,1000750021,,Office,,,100.0,,72.4,New York,,1.2,196.0,2011-12-31T00:00:00.000,,68,,0.0,1773.5,MANHATTAN,2012-04-30T15:51:03.000,,1376.89,,,,4298166.0,,,,,1.16,,,0.0,58.7,,,,,,7.1,,,40.707904,
2831169,RIIS/RIIS,,161141226.8,No Status Available,1003620001,,Multifamily Housing,,,,,,MANHATTAN,,,92.1,2012-03-31T00:00:00.000,,0,,,,,2012-06-27T16:15:48.000,,12720.58,,,,39709098.2,,25653783.61,,,,,0.0,,30.9,,,,0.0,,,,12839.0,,
2668357,Witkoff - 10 Hanover Square,,47058824.8,No Status Available,1000310001,,Multifamily Housing,,,100.0,,,New York,,1.0,225.9,2011-12-31T00:00:00.000,,0,,0.0,,MANHATTAN,2012-04-30T08:06:30.000,,4088.26,22090265.64,,,7317866.1,,,,,,,47.0,0.0,96.5,,,,0.0,,,,209.0,40.704328,
2782254,451 Broome,,5143137.6,No Status Available,1004740029,,Multifamily Housing,,,100.0,Natural Gas,,New York,,1.33,103.7,2011-12-31T00:00:00.000,,0,,0.0,,MANHATTAN,2012-05-01T08:58:53.000,,123.65,,,,385988.0,,113600.0,,,,,0.0,0.0,64.5,,,,100.0,,,,24.0,40.722117,
2587898,MMS432 - West 21st street,,3091966.3,No Status Available,1006930014,,Self-Storage,,,,,10.0,New York,,,86.4,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-04-30T10:06:26.000,,192.85,,,,601994.8,,1037960.0,,,,,,,33.6,,,,,,,,,40.746918,
2679751,DEPM 7628 - 444 West 19th St,,3254750.9,No Status Available,1007167501,,Multifamily Housing,,,,Natural Gas,,New York,,,131.5,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-04-30T08:06:30.000,,133.3,,,,416105.2,,1835000.0,,,,,0.0,,64.3,,,,0.0,,,,70.0,40.744695,
2791297,(7014-7016) - Saint George Condo/Coop,,4141817.6,No Status Available,1004627501,,Other,,,,Natural Gas,70.0,New York,,,72.7,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-05-01T18:03:21.000,,85.72,,,,267579.6,,3228836.03,,,,,3.0,,46.8,,,,100.0,,,,50.0,40.728446,
3117369,60 Hudson,,328315548.8,No Status Available,1001440040,,Office,,,,,85.2,New York,,,1317.9,2011-12-31T00:00:00.000,,1,,,,,2012-05-01T09:10:37.000,,29228.03,,,,91239454.5,,5954.55,,,2.3,,,,409.4,,,,,,,,,,
