property_id,address_1,data_center_pue,last_modified_date_gas_meters,third_party_certification,wastewater_treatment_plant,hospital_general_medical_9,annual_maximum_demand_kw,estimated_data_flag_fuel_3,weather_normalized_site,national_median_site_eui,financial_office_weekly,energy_power_station_gross,multifamily_housing_gross,total_ghg_emissions_metric,bank_branch_gross_floor_area,urgent_care_clinic_other,electricity_use_grid_purchase_2,parking_partially_enclosed,occupancy,national_median_total_ghg,multifamily_housing_number_2,medical_office_percent_that,adult_education_gross_floor,office_number_of_workers,direct_ghg_emissions_intensity,performing_arts_gross_floor,hospital_general_medical_2,office_percent_that_can_be,fuel_oil_1_use_kbtu,natural_gas_use_kbtu,medical_office_gross_floor,hospital_general_medical_7,automobile_dealership_gross,retail_store_number_of_open,difference_from_national,generation_date,alert_water_meter_has_less,municipally_supplied_potable,list_of_all_property_use,year_ending,last_modified_date_water,college_university_gross,manufacturing_industrial,costar_property_id,senior_care_community_living,direct_ghg_emissions_metric,social_meeting_hall_gross,_2nd_largest_property_use
1633697,650 Academy Street,Not Available,04/13/2020 05:46 PM EDT,Not Available,Not Available,Not Available,300,No,5.2,95.3,Not Available,Not Available,Not Available,1020.3,Not Available,Not Available,2947968.0,Not Available,100,1189.9,Not Available,Not Available,Not Available,Not Available,4.8,Not Available,Not Available,Not Available,Not Available,209200,Not Available,Not Available,Not Available,Not Available,-14.3,2020-08-28T16:16:43.000,Unable to Check (not enough data),Not Available,K-12 School,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,786.1,Not Available,Not Available
1633931,360 East 168th Street,Not Available,04/10/2020 05:35 PM EDT,Not Available,Not Available,Not Available,341.2,Not Available,5.2,99.3,Not Available,Not Available,Not Available,604.6,Not Available,Not Available,1847529.8,Not Available,100,735.4,Not Available,Not Available,Not Available,Not Available,4.4,Not Available,Not Available,Not Available,Not Available,1475899.9,Not Available,Not Available,Not Available,Not Available,-17.8,2020-08-28T16:16:22.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 07:04 PM EDT,Not Available,Not Available,Not Available,Not Available,457.8,Not Available,Not Available
1633292,500 Fordham Road,Not Available,04/10/2020 05:35 PM EDT,Not Available,Not Available,Not Available,470.9,No,4.1,101.5,Not Available,Not Available,Not Available,1509.6,Not Available,Not Available,5407337.6,Not Available,100,2279.4,Not Available,Not Available,Not Available,Not Available,2.8,Not Available,Not Available,Not Available,Not Available,20331200.9,Not Available,Not Available,Not Available,Not Available,-33.8,2020-08-28T16:17:37.000,Ok,Not Available,"Heated Swimming Pool, K-12 School",2019-12-31T00:00:00.000,05/01/2020 05:05 PM EDT,Not Available,Not Available,Not Available,Not Available,1079.9,Not Available,Heated Swimming Pool
1633484,401 West 164th Street,Not Available,04/13/2020 05:45 PM EDT,Not Available,Not Available,Not Available,192,Not Available,4.1,84.2,Not Available,Not Available,Not Available,464.4,Not Available,Not Available,1625476.8,Not Available,100,577.7,Not Available,Not Available,Not Available,Not Available,2.9,Not Available,Not Available,Not Available,Not Available,5828900.1,Not Available,Not Available,Not Available,Not Available,-19.6,2020-08-28T16:17:20.000,Unable to Check (not enough data),Not Available,K-12 School,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,335.2,Not Available,Not Available
1634355,113 East 4th Street,Not Available,04/13/2020 05:45 PM EDT,Not Available,Not Available,Not Available,106.4,Not Available,5.0,106.4,Not Available,Not Available,Not Available,185.9,Not Available,Not Available,845903.0,Not Available,100,316.2,Not Available,Not Available,Not Available,Not Available,2.4,Not Available,Not Available,Not Available,Not Available,2235000.1,Not Available,Not Available,Not Available,Not Available,-41.2,2020-08-28T16:18:00.000,Unable to Check (not enough data),Not Available,K-12 School,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,118.7,Not Available,Not Available
1634527,60-02 60th Lane,Not Available,04/13/2020 03:27 PM EDT,Not Available,Not Available,Not Available,340.3,Not Available,6.5,70.7,Not Available,Not Available,Not Available,654.2,Not Available,Not Available,3117203.2,Not Available,100,604.4,Not Available,Not Available,Not Available,Not Available,2.9,Not Available,Not Available,Not Available,Not Available,6938900.1,Not Available,Not Available,Not Available,Not Available,8.2,2020-08-28T16:18:18.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:54 PM EDT,Not Available,Not Available,Not Available,Not Available,406.4,Not Available,Not Available
1633693,490 Hudson Street,Not Available,08/18/2020 10:30 AM EDT,Not Available,Not Available,Not Available,172.8,Not Available,3.5,91.3,Not Available,Not Available,Not Available,431.1,Not Available,Not Available,1458152.3,Not Available,100,645.8,Not Available,Not Available,Not Available,Not Available,2.6,Not Available,Not Available,Not Available,Not Available,5934999.7,Not Available,Not Available,Not Available,Not Available,-33.2,2020-08-28T16:16:35.000,Unable to Check (not enough data),Not Available,K-12 School,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,315.2,Not Available,Not Available
1.143922E+6,111 WALL STREET,Not Available,04/27/2020 05:07 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,11.7,87.5,Not Available,Not Available,Not Available,4734.3,Not Available,Not Available,35213682.5,Not Available,60,5953.0,Not Available,Not Available,Not Available,3507,0,Not Available,Not Available,70.89,Not Available,0,Not Available,Not Available,Not Available,Not Available,-20.5,2020-07-08T09:58:53.000,Ok,Not Available,Office,2019-12-31T00:00:00.000,04/27/2020 05:07 PM EDT,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available
1633923,227-243 West 61st Street,Not Available,04/13/2020 05:45 PM EDT,Not Available,Not Available,Not Available,225.4,Not Available,5.4,79.9,Not Available,Not Available,Not Available,232.7,Not Available,Not Available,1581803.2,Not Available,100,446.3,Not Available,Not Available,Not Available,Not Available,1.2,Not Available,Not Available,Not Available,Not Available,2014300,Not Available,Not Available,Not Available,Not Available,-47.9,2020-08-28T16:17:18.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 06:28 PM EDT,Not Available,Not Available,Not Available,Not Available,107,Not Available,Not Available
1634747,71-25 113th Street,Not Available,04/17/2020 12:54 PM EDT,Not Available,Not Available,Not Available,388,Not Available,7.9,60.6,Not Available,Not Available,Not Available,601.0,Not Available,Not Available,3038045.1,Not Available,100,514.3,Not Available,Not Available,Not Available,Not Available,3,Not Available,Not Available,Not Available,Not Available,1297500,Not Available,Not Available,Not Available,Not Available,16.9,2020-05-01T21:42:22.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:54 PM EDT,Not Available,Not Available,Not Available,Not Available,343.7,Not Available,Not Available
1633296,3000 East Tremont Avenue,Not Available,08/18/2020 03:00 PM EDT,Not Available,Not Available,Not Available,944.2,No,6.4,93.0,Not Available,Not Available,Not Available,2045.7,Not Available,Not Available,10226318.4,Not Available,100,2272.8,Not Available,Not Available,Not Available,Not Available,3.1,Not Available,Not Available,Not Available,Not Available,24795799.4,Not Available,Not Available,Not Available,Not Available,-10.0,2020-08-28T16:17:38.000,Unable to Check (not enough data),Not Available,K-12 School,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,1317,Not Available,Not Available
1633905,230 East 105 Street,Not Available,04/13/2020 05:46 PM EDT,Not Available,Not Available,Not Available,111.2,Not Available,3.9,84.3,Not Available,Not Available,Not Available,188.2,Not Available,Not Available,887393.0,Not Available,100,423.6,Not Available,Not Available,Not Available,Not Available,1.8,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,-55.6,2020-08-28T16:17:37.000,Unable to Check (not enough data),Not Available,K-12 School,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,117.7,Not Available,Not Available
1836376,25 Augusta Avenue,Not Available,04/17/2020 12:53 PM EDT,Not Available,Not Available,Not Available,40,Not Available,2.8,77.2,Not Available,Not Available,Not Available,97.1,Not Available,Not Available,267773.8,Not Available,100,130.3,Not Available,Not Available,Not Available,Not Available,2.7,Not Available,Not Available,Not Available,Not Available,1131000,Not Available,Not Available,Not Available,Not Available,-25.5,2020-05-01T21:41:32.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 06:07 PM EDT,Not Available,Not Available,Not Available,Not Available,74.4,Not Available,Not Available
1633691,968 Cauldwell Avenue,Not Available,08/18/2020 02:39 PM EDT,Not Available,Not Available,Not Available,336,Not Available,5.1,80.0,Not Available,Not Available,Not Available,473.1,Not Available,Not Available,1738755.2,Not Available,100,589.8,Not Available,Not Available,Not Available,Not Available,3.4,Not Available,Not Available,Not Available,Not Available,249900,Not Available,Not Available,Not Available,Not Available,-19.8,2020-08-28T16:16:07.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:28 PM EDT,Not Available,Not Available,Not Available,Not Available,334.9,Not Available,Not Available
1633476,425 West 123rd Street,Not Available,04/13/2020 05:47 PM EDT,Not Available,Not Available,Not Available,360,Not Available,5.5,120.3,Not Available,Not Available,Not Available,1174.2,Not Available,Not Available,3020302.4,Not Available,100,1473.8,Not Available,Not Available,Not Available,Not Available,5.8,Not Available,Not Available,Not Available,Not Available,1200,Not Available,Not Available,Not Available,Not Available,-20.3,2020-08-28T16:18:32.000,Ok,Not Available,"Heated Swimming Pool, K-12 School",2019-12-31T00:00:00.000,05/01/2020 05:14 PM EDT,Not Available,Not Available,Not Available,Not Available,934.2,Not Available,Heated Swimming Pool
1633614,475 Nostrand Avenue,Not Available,04/14/2020 02:37 PM EDT,Not Available,Not Available,Not Available,169.6,Not Available,4.1,98.0,Not Available,Not Available,Not Available,408.1,Not Available,Not Available,1220677.1,Not Available,100,511.8,Not Available,Not Available,Not Available,Not Available,3.6,Not Available,Not Available,Not Available,Not Available,4758900,Not Available,Not Available,Not Available,Not Available,-20.2,2020-08-28T16:17:29.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:28 PM EDT,Not Available,Not Available,Not Available,Not Available,311.1,Not Available,Not Available
1634431,350 Gerard Avenue,Not Available,04/10/2020 05:34 PM EDT,Not Available,Not Available,Not Available,534,Not Available,9.3,72.2,Not Available,Not Available,Not Available,511.4,Not Available,Not Available,4063009.6,Not Available,100,613.7,Not Available,Not Available,Not Available,Not Available,1.5,Not Available,Not Available,Not Available,Not Available,3550000.1,Not Available,Not Available,Not Available,Not Available,-16.7,2020-08-28T16:17:52.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:48 PM EDT,Not Available,Not Available,Not Available,Not Available,188.6,Not Available,Not Available
1505280,850 Third Avenue,Not Available,01/06/2020 03:51 PM EST,Not Available,Not Available,Not Available,Not Available,Not Available,13.5,113.4,Not Available,Not Available,Not Available,3781.3,9144,Not Available,27294549.9,0,100,5124.7,Not Available,Not Available,Not Available,1854,0,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,1,-26.2,2020-04-16T16:55:48.000,Possible Issue,Not Available,"Bank Branch, Office, Other - Public Services, Parking, Retail Store",2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Other - Public Services
1633962,350 5th Avenue,Not Available,04/14/2020 02:37 PM EDT,Not Available,Not Available,Not Available,252,Not Available,3.6,91.6,Not Available,Not Available,Not Available,590.1,Not Available,Not Available,1681433.6,Not Available,100,941.0,Not Available,Not Available,Not Available,Not Available,3.4,Not Available,Not Available,Not Available,Not Available,155100,Not Available,Not Available,Not Available,Not Available,-37.3,2020-08-28T16:17:54.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 09:14 PM EDT,Not Available,Not Available,Not Available,Not Available,456.5,Not Available,Not Available
1634433,71 Sullivan Street$,Not Available,04/14/2020 02:38 PM EDT,Not Available,Not Available,Not Available,212,No,5.0,89.6,Not Available,Not Available,Not Available,350.2,Not Available,Not Available,1622747.2,Not Available,100,520.6,Not Available,Not Available,Not Available,Not Available,2.3,Not Available,Not Available,Not Available,Not Available,4166399.9,Not Available,Not Available,Not Available,Not Available,-32.7,2020-08-28T16:16:09.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:48 PM EDT,Not Available,Not Available,Not Available,Not Available,221.3,Not Available,Not Available
1633344,66-56 Forest Avenue,Not Available,04/13/2020 03:26 PM EDT,Not Available,Not Available,Not Available,376,Not Available,6.0,82.9,Not Available,Not Available,Not Available,816.8,Not Available,Not Available,3055787.2,Not Available,100,916.0,Not Available,Not Available,Not Available,Not Available,3.8,Not Available,Not Available,Not Available,Not Available,1058800,Not Available,Not Available,Not Available,Not Available,-10.8,2020-08-28T16:16:46.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:14 PM EDT,Not Available,Not Available,Not Available,Not Available,574,Not Available,Not Available
1633776,684 Linden Boulevard,Not Available,04/17/2020 10:27 AM EDT,Not Available,Not Available,Not Available,110.4,Not Available,5.2,81.2,Not Available,Not Available,Not Available,442.7,Not Available,Not Available,1223406.7,Not Available,100,338.5,Not Available,Not Available,Not Available,Not Available,5,Not Available,Not Available,Not Available,Not Available,5320900.2,Not Available,Not Available,Not Available,Not Available,30.8,2020-08-28T16:16:22.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:28 PM EDT,Not Available,Not Available,Not Available,Not Available,345.5,Not Available,Not Available
1.633179E+6,135-21 241st Street,Not Available,04/17/2020 12:53 PM EDT,Not Available,Not Available,Not Available,87.2,Not Available,4.7,85.0,Not Available,Not Available,Not Available,304.0,Not Available,Not Available,639545.3,Not Available,100,253.7,Not Available,Not Available,Not Available,Not Available,6.3,Not Available,Not Available,Not Available,Not Available,66200,Not Available,Not Available,Not Available,Not Available,19.8,2020-08-28T16:17:56.000,Unable to Check (not enough data),Not Available,K-12 School,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,253.1,Not Available,Not Available
1634002,7000 21st Avenue,Not Available,04/17/2020 10:27 AM EDT,Not Available,Not Available,Not Available,235.2,Not Available,7.6,90.4,Not Available,Not Available,Not Available,304.8,Not Available,Not Available,1731112.3,Not Available,100,381.2,Not Available,Not Available,Not Available,Not Available,2.5,Not Available,Not Available,Not Available,Not Available,2763899.9,Not Available,Not Available,Not Available,Not Available,-20.0,2020-08-28T16:17:46.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 09:14 PM EDT,Not Available,Not Available,Not Available,Not Available,167.3,Not Available,Not Available
1634769,1200 Manor Road,Not Available,04/17/2020 12:53 PM EDT,Not Available,Not Available,Not Available,588,No,5.3,77.0,Not Available,Not Available,Not Available,1958.4,Not Available,Not Available,7304409.6,Not Available,100,2413.3,Not Available,Not Available,Not Available,Not Available,3.3,Not Available,Not Available,Not Available,Not Available,1062600,Not Available,Not Available,Not Available,Not Available,-18.9,2020-05-01T21:42:09.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 06:07 PM EDT,Not Available,Not Available,Not Available,Not Available,1339.8,Not Available,Not Available
1600063,590 Madison Avenue,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,13.3,81.7,Not Available,Not Available,Not Available,1923.4,Not Available,Not Available,54631169.8,0,100,2247.8,Not Available,Not Available,Not Available,2000,0,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,5,-14.4,2020-04-29T09:08:27.000,Unable to Check (not enough data),Not Available,"Office, Parking, Retail Store",2019-12-31T00:00:00.000,04/29/2018 10:12 PM EDT,Not Available,Not Available,Not Available,Not Available,0,Not Available,Retail Store
1634321,133-25 Guy Brewer,Not Available,04/17/2020 12:54 PM EDT,Not Available,Not Available,Not Available,248,No,3.6,90.2,Not Available,Not Available,Not Available,572.3,Not Available,Not Available,3020681.5,Not Available,100,1076.9,Not Available,Not Available,Not Available,Not Available,2.3,Not Available,Not Available,Not Available,Not Available,357400,Not Available,Not Available,Not Available,Not Available,-46.9,2020-08-28T16:16:45.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:48 PM EDT,Not Available,Not Available,Not Available,Not Available,401.7,Not Available,Not Available
1634219,126-10 109th Avenue,Not Available,04/17/2020 12:54 PM EDT,Not Available,Not Available,Not Available,140.8,No,4.2,70.0,Not Available,Not Available,Not Available,401.8,Not Available,Not Available,1395917.4,Not Available,100,395.1,Not Available,Not Available,Not Available,Not Available,3,Not Available,Not Available,Not Available,Not Available,5475900.3,Not Available,Not Available,Not Available,Not Available,1.7,2020-08-28T16:18:39.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:48 PM EDT,Not Available,Not Available,Not Available,Not Available,290.9,Not Available,Not Available
1216329,158-15 Liberty Ave,Not Available,07/30/2020 10:34 AM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,60.7,43.3,Not Available,Not Available,Not Available,7096.0,Not Available,Not Available,57119029.6,0,100,857.2,Not Available,Not Available,Not Available,153,8.2,Not Available,Not Available,100,Not Available,39546382.8,Not Available,Not Available,Not Available,Not Available,727.8,2020-07-31T15:24:31.000,Ok,Not Available,"Non-Refrigerated Warehouse, Office, Other, Parking, Refrigerated Warehouse",2019-12-31T00:00:00.000,07/30/2020 08:29 PM EDT,Not Available,Not Available,Not Available,Not Available,2258.6,Not Available,Office
1634655,347 Baltic Street,Not Available,04/14/2020 02:37 PM EDT,Not Available,Not Available,Not Available,240,Not Available,4.2,85.2,Not Available,Not Available,Not Available,337.4,Not Available,Not Available,1651408.0,Not Available,100,634.9,Not Available,Not Available,Not Available,Not Available,1.8,Not Available,Not Available,Not Available,Not Available,2801900.1,Not Available,Not Available,Not Available,Not Available,-46.9,2020-08-28T16:18:33.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:54 PM EDT,Not Available,Not Available,Not Available,Not Available,206.2,Not Available,Not Available
1634721,619 Belmont Avenue,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,0.0,153.1,Not Available,Not Available,Not Available,67.6,Not Available,Not Available,0.0,Not Available,100,272.6,Not Available,Not Available,Not Available,Not Available,2.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,-75.2,2020-08-28T16:18:23.000,Unable to Check (not enough data),Not Available,K-12 School,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,67.6,Not Available,Not Available
1633409,93-02 69th Avenue,Not Available,04/17/2020 12:54 PM EDT,Not Available,Not Available,Not Available,61.6,Not Available,1.0,92.4,Not Available,Not Available,Not Available,409.3,Not Available,Not Available,366585.3,Not Available,100,551.2,Not Available,Not Available,Not Available,Not Available,3.7,Not Available,Not Available,Not Available,Not Available,5712100.1,Not Available,Not Available,Not Available,Not Available,-25.7,2020-08-28T16:16:52.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:14 PM EDT,Not Available,Not Available,Not Available,Not Available,380.2,Not Available,Not Available
1423569,1 Whitehall Street,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10.9,110.9,Not Available,Not Available,Not Available,2184.9,Not Available,Not Available,12367790.3,Not Available,100,2710.7,Not Available,Not Available,Not Available,775,0,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,-19.4,2020-05-28T15:47:03.000,Possible Issue,Not Available,"Convenience Store without Gas Station, Office",2019-12-31T00:00:00.000,10/09/2019 01:27 PM EDT,Not Available,Not Available,Not Available,Not Available,0,Not Available,Convenience Store without Gas Station
1634673,325 Bushwicj Avenue,Not Available,04/14/2020 02:37 PM EDT,Not Available,Not Available,Not Available,256,Not Available,2.6,85.7,Not Available,Not Available,Not Available,436.7,Not Available,Not Available,1497185.6,Not Available,100,884.9,Not Available,Not Available,Not Available,Not Available,1.9,Not Available,Not Available,Not Available,Not Available,5017800,Not Available,Not Available,Not Available,Not Available,-50.7,2020-08-28T16:17:40.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:54 PM EDT,Not Available,Not Available,Not Available,Not Available,317.7,Not Available,Not Available
1.633064E+6,468 East 140th Street,Not Available,04/10/2020 05:35 PM EDT,Not Available,Not Available,Not Available,196,No,4.4,78.5,Not Available,Not Available,Not Available,352.4,Not Available,Not Available,1629571.2,Not Available,100,512.7,Not Available,Not Available,Not Available,Not Available,2.1,Not Available,Not Available,Not Available,Not Available,4197400,Not Available,Not Available,Not Available,Not Available,-31.3,2020-08-28T16:17:23.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:05 PM EDT,Not Available,Not Available,Not Available,Not Available,222.9,Not Available,Not Available
1272226,1 Penn Plaza,Not Available,07/28/2020 06:15 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,8.3,159.9,50,Not Available,Not Available,21584.0,9002,Not Available,69807131.6,0,100,25496.4,Not Available,Not Available,Not Available,6998.1,3,Not Available,Not Available,100,Not Available,136736535.9,Not Available,Not Available,Not Available,16,-15.3,2020-07-29T11:19:50.000,Ok,Not Available,"Bank Branch, Data Center, Fast Food Restaurant, Financial Office, Office, Parking, Restaurant, Retail Store",2019-12-31T00:00:00.000,07/07/2020 12:05 PM EDT,Not Available,Not Available,Not Available,Not Available,7262.7,Not Available,Parking
1733452,505 Park Avenue,Not Available,04/13/2020 03:58 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,13.4,89.3,Not Available,Not Available,Not Available,996.6,Not Available,Not Available,10174034.7,Not Available,100,1601.8,Not Available,Not Available,Not Available,703,0.1,Not Available,Not Available,100,Not Available,213593.8,Not Available,Not Available,Not Available,3,-37.8,2020-04-21T16:23:34.000,Possible Issue,Not Available,"Office, Retail Store",2019-12-31T00:00:00.000,04/23/2018 12:00 PM EDT,Not Available,Not Available,Not Available,Not Available,11.3,Not Available,Retail Store
1633283,1020 Anderson Avenue,Not Available,04/10/2020 05:36 PM EDT,Not Available,Not Available,Not Available,155.2,Not Available,4.9,75.6,Not Available,Not Available,Not Available,681.1,Not Available,Not Available,1667785.6,Not Available,100,557.4,Not Available,Not Available,Not Available,Not Available,5.5,Not Available,Not Available,Not Available,Not Available,485700.1,Not Available,Not Available,Not Available,Not Available,22.2,2020-08-28T16:17:12.000,Unable to Check (not enough data),Not Available,K-12 School,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,548.6,Not Available,Not Available
1633122,7109 6th Avenue,Not Available,04/17/2020 10:27 AM EDT,Not Available,Not Available,Not Available,344,Not Available,8.7,77.7,Not Available,Not Available,Not Available,577.8,Not Available,Not Available,3660393.6,Not Available,100,624.2,Not Available,Not Available,Not Available,Not Available,2.3,Not Available,Not Available,Not Available,Not Available,4519300.1,Not Available,Not Available,Not Available,Not Available,-7.4,2020-08-28T16:16:29.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:06 PM EDT,Not Available,Not Available,Not Available,Not Available,286.9,Not Available,Not Available
1634685,1100 Newkirk Avenue,Not Available,04/17/2020 10:28 AM EDT,Not Available,Not Available,Not Available,416.2,Not Available,8.2,70.1,Not Available,Not Available,Not Available,744.1,Not Available,Not Available,3709526.4,Not Available,100,593.2,Not Available,Not Available,Not Available,Not Available,3.4,Not Available,Not Available,Not Available,Not Available,6473999.8,Not Available,Not Available,Not Available,Not Available,25.4,2020-08-28T16:18:22.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:54 PM EDT,Not Available,Not Available,Not Available,Not Available,449.4,Not Available,Not Available
1634279,42-00 72nd Street,Not Available,04/13/2020 03:26 PM EDT,Not Available,Not Available,Not Available,388,Not Available,10.0,76.6,Not Available,Not Available,Not Available,726.9,Not Available,Not Available,3981121.6,Not Available,100,622.7,Not Available,Not Available,Not Available,Not Available,3.5,Not Available,Not Available,Not Available,Not Available,3070899.9,Not Available,Not Available,Not Available,Not Available,16.7,2020-08-28T16:16:20.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:48 PM EDT,Not Available,Not Available,Not Available,Not Available,410.5,Not Available,Not Available
1633050,242 West 144th Street,Not Available,04/13/2020 05:45 PM EDT,Not Available,Not Available,Not Available,168,No,5.5,96.2,Not Available,Not Available,Not Available,496.2,Not Available,Not Available,1696446.4,Not Available,100,505.9,Not Available,Not Available,Not Available,Not Available,4,Not Available,Not Available,Not Available,Not Available,6803599.8,Not Available,Not Available,Not Available,Not Available,-1.9,2020-08-28T16:17:02.000,Unable to Check (not enough data),Not Available,K-12 School,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,361.4,Not Available,Not Available
1634329,1581 Victory Boulevard,Not Available,04/17/2020 12:53 PM EDT,Not Available,Not Available,Not Available,170,Not Available,5.6,77.5,Not Available,Not Available,Not Available,306.2,Not Available,Not Available,1419392.0,Not Available,100,348.9,Not Available,Not Available,Not Available,Not Available,2.6,Not Available,Not Available,Not Available,Not Available,3641900,Not Available,Not Available,Not Available,Not Available,-12.2,2020-08-28T16:18:30.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:48 PM EDT,Not Available,Not Available,Not Available,Not Available,193.4,Not Available,Not Available
1634405,888 Rev J A Polite Avenue,Not Available,04/10/2020 05:35 PM EDT,Not Available,Not Available,Not Available,276,Not Available,3.4,91.7,Not Available,Not Available,Not Available,500.8,Not Available,Not Available,1596816.0,Not Available,100,916.9,Not Available,Not Available,Not Available,Not Available,2.8,Not Available,Not Available,Not Available,Not Available,573900,Not Available,Not Available,Not Available,Not Available,-45.4,2020-08-28T16:17:18.000,Unable to Check (not enough data),Not Available,K-12 School,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,373.9,Not Available,Not Available
1634367,32 West 92nd Street,Not Available,04/13/2020 05:46 PM EDT,Not Available,Not Available,Not Available,132,Not Available,3.7,81.6,Not Available,Not Available,Not Available,507.9,Not Available,Not Available,1318396.8,Not Available,100,648.7,Not Available,Not Available,Not Available,Not Available,3.8,Not Available,Not Available,Not Available,Not Available,74400,Not Available,Not Available,Not Available,Not Available,-21.7,2020-05-01T21:43:00.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:48 PM EDT,Not Available,Not Available,Not Available,Not Available,396.2,Not Available,Not Available
1633376,8787 24th Avenue,Not Available,04/17/2020 10:28 AM EDT,Not Available,Not Available,Not Available,340,No,4.3,95.1,Not Available,Not Available,Not Available,702.4,Not Available,Not Available,2694115.2,Not Available,100,1322.5,Not Available,Not Available,Not Available,Not Available,2.7,Not Available,Not Available,Not Available,Not Available,321000,Not Available,Not Available,Not Available,Not Available,-46.9,2020-08-28T16:17:00.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:14 PM EDT,Not Available,Not Available,Not Available,Not Available,488.3,Not Available,Not Available
1634464,1664 Benson Avenue,Not Available,04/17/2020 10:27 AM EDT,Not Available,Not Available,Not Available,157.6,Not Available,5.6,82.1,Not Available,Not Available,Not Available,244.0,Not Available,Not Available,1260802.2,Not Available,100,343.8,Not Available,Not Available,Not Available,Not Available,2.2,Not Available,Not Available,Not Available,Not Available,2273800,Not Available,Not Available,Not Available,Not Available,-29.0,2020-08-28T16:18:21.000,Unable to Check (not enough data),Not Available,K-12 School,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,143.8,Not Available,Not Available
