building_id_espm,address_1,hotel_number_of_rooms,bank_financial_institution_2,senior_care_facility_number,current_weather_normalized,senior_care_facility_total,house_of_worship_weekly,k_12_school_walk_in_refrig,residence_halls_dormitories,hotel_percent_cooled,parking_open_floor_area_w,bin_unique_building_identifier,supermarkets_grocery_number_2,retail_exterior_entrance,senior_care_facility_average,retail_cash_register_density,temporary_data_flag_fuel,eligibility_for_energy_star,residence_halls_dormitories_1,last_modified_date,office_office_air_conditioned,office_gross_floor_area_sq,supermarkets_grocery_presence,fuel_oil_56_use_kbtu,total_floor_space_sq_ft,warehouse_unrefrigerated_3,temporary_data_flag_fuel_2,other_number_of_pcs,difference_from_national_1,k_12_school_open_weekends,national_median_source_eui,retail_pc_density,senior_care_facility_number_4,temporary_data_flag_natural,bank_financial_institution_1,approval_date_last_energy,temporary_data_flag,water_use_alerts,medical_office_percent_cooled,multifamily_home_number_of_1,temporary_data_flag_district,warehouse_unrefrigerated_6,address_2,senior_care_facility_number_1,k_12_school_percent_cooled,nta,postcode,current_total_source_energy
2786283,465 Grand Street,,2.2,,9396.3,,,,,,,1004056,,,,,,Not Eligible: Rating must be 75 or above,,2012-04-23T09:56:13.000,100.0,14590.0,,,18752.0,,,,4450.5,,198.7,,,,100.0,,No,,,,No,,,,,Lower East Side,10002,169553473.6
2689111,201 Peal Street,,,,152.2,,,,,,0.0,1087832,,1.0,,0.3,No,Not Eligible: Rating must be 75 or above,,2012-04-30T16:20:02.000,,,,,240421.0,,,,,,,0.2,,No,,,Yes,,,189.0,,,,,,,10038,36603944.6
3116406,445 West 19th Street,,,,153.9,,,,,,,1076123,,,,,,Not Eligible: Rating must be 75 or above,,2012-04-24T03:17:00.000,,,,,54000.0,,,,,,,,,No,,,No,,,69.0,,,,,,Hudson Yards-Chelsea-Flatiron-Union Square,10011,8121412.2
2977177,149 Wooster Street,,,,130.4,,,,,,,1008013,,1.0,,0.3,,Not Eligible: Rating must be 75 or above,,2012-04-11T11:08:00.000,,,,,64714.0,,,,,,,0.2,,No,,,No,,,11.0,,,,,,SoHo-TriBeCa-Civic Center-Little Italy,10012,8441679.8
2593250,310 West Broadway,352.0,,,313.3,,,,,100.0,,1087764,,,,,,Not Eligible: Rating must be 75 or above,,2012-05-02T16:33:06.000,,,,,189986.0,,,,35.4,,232.1,,,No,,,No,,,,No,,,,,SoHo-TriBeCa-Civic Center-Little Italy,10013,59713497.2
2430795,75 Varick St,,,,223.5,,,,,,,1002934,,,,,,Not Eligible: Less than one year since the period ending date of the last ENERGY STAR application.,,2012-03-16T17:46:25.000,100.0,869112.0,,20271266.07,984017.0,0.0,No,,-25.9,,301.5,,,No,,2011-12-09T16:08:15.000,No,,,,,0.0,,,,SoHo-TriBeCa-Civic Center-Little Italy,10013,219924661.8
2817496,166 Second Avenue,,,,155.5,,,,,,,1006434,,1.0,,0.25,,Not Eligible: Rating must be 75 or above,,2012-04-27T15:16:36.000,,,,6856872.73,121503.0,,No,,,,,0.0,,No,,,No,There is no water use for the time period specified.,,159.0,,,,,,East Village,10003,19051902.8
2796483,183-87 Varick Street,,,,171.9,,,,,,,1009752,,,,,,Not Eligible: Rating must be 75 or above,,2012-04-25T14:44:07.000,72.03,59000.0,,,75000.0,,,3.0,4.9,,164.0,,,No,,,No,,,,,,,,,SoHo-TriBeCa-Civic Center-Little Italy,10014,12902363.3
2564653,130 Fulton Street,,,,108.9,,,,,,,1087245,,,,,,Not Eligible: Rating must be 75 or above,,2012-04-26T23:57:48.000,100.0,5870.0,,,80631.0,,,,,,,,,No,,,No,Less than 1 year of data<br>,,21.0,,,,,,Battery Park City-Lower Manhattan,10038,8809083.0
2769818,71 Broadway,,2.2,,168.9,,,,,,,2769818,,1.0,,0.26,No,Not Eligible: Rating must be 75 or above,,2012-05-01T16:16:48.000,,,,,303086.0,,,,,,,0.07,,No,100.0,,No,,,238.0,,,,,,Battery Park City-Lower Manhattan,10006,45803274.9
2798879,45 Rivington Street,,,14.0,218.5,219.0,,,,,,1005601,,,189.0,,,Not Eligible: Rating must be 75 or above,,2012-04-30T03:16:20.000,,,,,157500.0,,,,-10.7,,247.5,,9.0,No,,,No,,,,No,,,7.0,,Chinatown,10022,34804636.4
3122745,6 Harrison St.,,,,250.2,,,,,,,1066447,,,,,,Not Eligible: Rating must be 75 or above,,2012-05-03T10:26:16.000,100.0,26590.0,,,53685.0,,,24.0,95.0,,127.0,,,No,,,Yes,,,,,,,,,SoHo-TriBeCa-Civic Center-Little Italy,10013,13297003.0
3120870,517 W. 29TH STREET,,,,34.0,,,,,,,1080334,,,,,,Not Eligible: Current period ending over 120 days,,2012-04-30T22:10:15.000,,,,,57750.0,100.0,,,-80.8,,165.5,,,No,,,No,,,,,2.0,,,,Hudson Yards-Chelsea-Flatiron-Union Square,10001,1832970.0
2655384,333 Rector Place,,,,121.0,,,,,,0.0,1000055,,1.0,,0.3,,Not Eligible: Rating must be 75 or above,,2012-03-27T20:17:40.000,,,,8432800.85,212908.0,,No,,,,,0.2,,,,,No,,,174.0,,,,,,Battery Park City-Lower Manhattan,10280,25954909.0
2952786,580 Broadway,,,,133.6,,,,,,,1007943,,1.0,,0.3,,Not Eligible: Default space values used,,2012-04-24T11:36:06.000,100.0,151722.0,,,161722.0,,,,-48.4,,260.8,0.2,,No,,,No,There is no water use for the time period specified.,,,,,,,,SoHo-TriBeCa-Civic Center-Little Italy,10012,21787787.7
2799416,111 Wooster Street,,,,152.7,,,,,,,1007713,,0.0,,0.03,No,Not Eligible: Rating must be 75 or above,,2012-04-03T13:52:37.000,,,,,64807.0,,,,,,,0.58,,No,,,No,,,15.0,,,,,,SoHo-TriBeCa-Civic Center-Little Italy,10012,10188876.2
2669801,360 West 11th St,,,,277.9,,,,,,,1087671,,,,,,Not Eligible: Rating must be 75 or above,,2012-04-27T14:58:01.000,100.0,12872.0,,,32652.0,,,,,,,,,No,,,No,,,3.0,,,,,,West Village,10014,9072987.2
3089505,17 John Street,,,,116.0,,,,,,,1001216,,,,,No,Not Eligible: Rating must be 75 or above,,2012-04-30T12:24:45.000,,,,,112605.0,,,,,,,,,No,,,No,,,111.0,No,,,,,Battery Park City-Lower Manhattan,10038,13057085.3
2665524,223 2nd Avenue,,,,213.5,,,,,,,1006906;1802135;1809152,,1.0,,0.3,,Not Eligible: Rating must be 75 or above,,2012-03-15T09:26:47.000,,,,4140439.23,64218.0,,No,,,,,0.2,,,,,No,,,85.0,,,242 East 14th Street,,,East Village,10003,13712997.4
2605947,49 Fulton Street,,,,164.3,,,,,,,1001290,,,,,,Not Eligible: Rating must be 75 or above,,2012-04-03T09:25:15.000,,,,,223674.0,,,,,,,,,No,,,No,,,251.0,,,,,,Battery Park City-Lower Manhattan,100381836,35409195.1
2810912,96 Baxter Street,,,,51.4,,,,,,,1002364;1084763;1084583,,,,,,Not Eligible: Rating must be 75 or above,,2012-04-03T14:02:40.000,,,,,253009.0,,,3.0,,,,,,No,,,No,,,88.0,,,,,,Chinatown,10013,12784369.2
3114395,"39 Fifth Avenue, NYC 10003",,,,132.1,,,,,,,1009251,,,,,,Not Eligible: Rating must be 75 or above,,2012-04-24T18:25:25.000,100.0,1466.0,,4365095.88,66866.0,,No,,,,,,,No,,,No,,100.0,60.0,,,,,,West Village,10003,8922652.4
2773938,270 Lafayette Street,,,,177.9,,,,,,,1007929,,,,,,Not Eligible: Default space values used,,2012-04-30T13:39:24.000,100.0,178459.0,,1494659.64,178459.0,,No,,-34.6,,270.7,,,No,,,No,,,,,,,,,SoHo-TriBeCa-Civic Center-Little Italy,10012,31584025.4
2825704,240 Mercer Street,,,,28.8,,,,298336.0,,,1066869,,,,,,Not Eligible: Current period ending over 120 days,100.0,2012-04-24T03:31:18.000,,,,,298336.0,,,,-84.5,,185.8,,,No,,,No,,,,,,,,,West Village,10012,8595474.6
2810535,10 Monroe St.,,,,148.3,,,,,,,1077585,,,,,,Not Eligible: Rating must be 75 or above,,2012-04-26T19:29:07.000,,,,8092648.64,120233.0,,No,,,,,,,No,,,No,,,132.0,,,,,,Chinatown,10002,17832755.0
2445669,215 East 23rd Street,,,,,,,,72815.0,,,1019771,,,,,,Not Eligible: Rating must be 75 or above,80.0,2012-07-16T10:52:38.000,,,,,72815.0,,,,,,121.0,,,No,,,No,,,,,,,,,Gramercy,10010,
1845677,161 Williams St,,,,174.6,,,,,,,1001269;1001270,,,,,,Not Eligible: Rating must be 75 or above,,2012-04-12T16:33:53.000,100.0,60373.0,,,187518.0,,,250.0,-29.2,,244.0,,,,,,No,,,,No,,,,,,10038,32376004.1
2648454,366 West 11 Street,,,,178.3,,,,,,,,,,,,,Not Eligible: Rating must be 75 or above,,2012-04-16T12:58:22.000,,,,,60200.0,,,,,,,,,No,,,No,,,82.0,,,,,,West Village,101285800,10498570.3
2776010,625 Broadway,,4.38,,154.8,,,,,,,1008238,,,,,,Not Eligible: Rating must be 75 or above,,2012-04-25T10:02:43.000,49.47,94980.0,,3702174.65,108980.0,,No,6.0,-5.5,,164.0,,,No,100.0,,No,,,,,,,,,West Village,10012,16880837.8
3115563,366 Broadway,,,,129.9,,,,,,,1001862,,1.0,,0.28,,Not Eligible: Rating must be 75 or above,,2012-04-25T18:52:06.000,,,,,100879.0,,,,,,,0.14,,No,,,No,,,35.0,,,,,,SoHo-TriBeCa-Civic Center-Little Italy,10013,13252235.6
3119483,157 Hudson Street,,,,,,,,,,,,,1.0,,0.0,,Not Eligible: Rating must be 75 or above,,2012-05-21T17:14:29.000,,,,,63801.0,,,,,,,0.0,,,,,No,,,15.0,,,,,,SoHo-TriBeCa-Civic Center-Little Italy,10013,
2745478,100 Hudson Street,,,,,,,,,,,,,,,,,Not Eligible: Rating must be 75 or above,,2012-04-11T06:24:34.000,,,,,,,,,,,,,,,,,,,,,,,,,,SoHo-TriBeCa-Civic Center-Little Italy,10013,
2587536,28-30 Second Ave,,,,72.5,,,,,,,BIN: 1006080,,,,,,Not Eligible: Rating must be 75 or above,,2012-03-16T12:19:41.000,,,,,55000.0,,,4.0,152.5,,28.0,,,No,,,No,,,,,,,,,East Village,10003,3887349.0
2719886,99 Jane Street,,,,,,,,,,0.0,1085734,,,,,,Not Eligible: Rating must be 75 or above,,2012-03-15T09:41:48.000,,,,,145466.0,,,,,,,,,No,,,No,,,94.0,,,,,,West Village,10014,
2591254,5 BROADWAY,,,,237.2,,,,,,,BIN# 1000044,,,,,,Not Eligible: Rating must be 75 or above,,2012-04-27T12:46:10.000,100.0,423348.0,,,423348.0,,,,-23.2,,310.3,,,,,,No,,,,No,,,,,Battery Park City-Lower Manhattan,10004,100874626.2
2710322,130-132 MacDougal Street,,,,164.5,,,,,,,1087045,,,,,,Not Eligible: Rating must be 75 or above,,2012-04-24T03:25:02.000,,,,,4966.0,,,,,,,,,No,,,No,,,,,,,,,West Village,10012,799857.2
3112564,444 West 35th Street,,,,169.6,,,,,,,1077350,,,,,,Not Eligible: Rating must be 75 or above,,2012-04-20T16:58:17.000,,,,,66000.0,,,,,,,,,No,,,Yes,,,86.0,,,,,,Hudson Yards-Chelsea-Flatiron-Union Square,10001,11046164.1
1439911,120 Wall Street,,,,163.2,,,,,,,1000871,,,,,,Not Eligible: Less than one year since the period ending date of the last ENERGY STAR application.,,2012-04-23T13:29:22.000,100.0,608966.0,,,608966.0,,,,-37.9,,261.8,,,,,2011-12-28T11:09:33.000,No,,,,No,,,,,Battery Park City-Lower Manhattan,10005,98951755.3
2665948,63 Greene Street,,,,67.4,,,,,,,1007297,,,,,,Not Eligible: Rating must be 75 or above,,2012-02-14T19:16:59.000,100.0,18702.0,,,56400.0,,,7.0,-49.0,,127.0,,,No,,,No,,,15.0,,,,,,SoHo-TriBeCa-Civic Center-Little Italy,10012,3655061.6
3114481,1 Union Square South,,2.2,,224.4,,,,,,,1087083;1009217,,1.0,,0.3,,Not Eligible: Rating must be 75 or above,,2012-04-21T18:32:49.000,,,,,236215.0,,,1.0,84.5,,127.0,0.2,,No,100.0,,No,Overlapping meter entries<br>,,,,,,,,West Village,10003,55335747.6
2709659,16-26 Cooper Square,,,,48.2,,,,,,,1008780,,,,,,Not Eligible: Rating must be 75 or above,,2012-04-24T18:47:10.000,,,,2109860.65,137314.0,,No,,-80.2,,244.0,,,No,,,No,,,,,,,,,West Village,10003,6617128.0
3115557,25 Bond Street,,,,196.4,,,,,,0.0,1087669,,1.0,,0.23,,Not Eligible: Rating must be 75 or above,,2012-04-24T17:02:20.000,,,,,69071.0,,,,,,,0.69,,No,,,No,,,9.0,,,,,,West Village,10012,13378418.8
2826071,50 West 4th Street,,,,244.2,,,,,,,1078952,,,,,,Not Eligible: Rating must be 75 or above,,2012-04-24T03:33:32.000,,,,,89951.0,,,,7.8,,244.0,,,,,,No,,,,,,,,,West Village,10012,23658262.1
2704327,2 Fifth Avenue,,,,,,,,,,,,,,,,,Not Eligible: Rating must be 75 or above,,2012-02-14T14:28:47.000,,,,,,,,,,,,,,,,,,,,,,,,,,West Village,10011,
2587768,510-520 West 21st street,,,,28.2,,,,,,,BIN: 1012299,,,,,No,Not Eligible: Rating must be 75 or above,,2012-03-14T17:31:12.000,,,,,115124.0,,,6.0,0.7,,28.0,,,,,,No,,,,,,,,,Hudson Yards-Chelsea-Flatiron-Union Square,10011,3247107.9
2806397,88 Greenwich Street,,,,220.0,,,,,,,1000794,,1.0,,0.3,,Not Eligible: Rating must be 75 or above,,2012-04-27T14:38:35.000,,,,,366124.0,,,,,,,0.2,,No,,,No,,,452.0,,,,,,Battery Park City-Lower Manhattan,10006,79388312.5
2589255,47-59 Vandam street,,,,89.3,,,,,,,BIN: 1080159,,,,,,Not Eligible: Rating must be 75 or above,,2012-03-16T16:58:03.000,,,,,177093.0,,,4.0,214.6,,28.0,,,No,,,No,,,,,,,,,SoHo-TriBeCa-Civic Center-Little Italy,10013,15608791.0
2808712,401 West 14th Street,,,,400.0,,,,,,,,,1.0,,0.34,,Not Eligible: Rating must be 75 or above,,2012-04-17T11:08:17.000,100.0,36092.0,,,62199.0,,,,48.1,,270.1,1.15,,No,,,No,,,,,,,,,Hudson Yards-Chelsea-Flatiron-Union Square,10014,24878568.2
2709753,7-13 Washington Square North,,,,136.3,,,,,,,1078085,,,,,,Not Eligible: Rating must be 75 or above,,2012-04-24T03:23:16.000,,,,10650392.25,95256.0,,No,,-44.2,,244.0,,,No,,,No,,,,,,,,,West Village,10003,12975159.4
2769820,72 Barrow Street,,,,149.3,,,,,,,1083518;1083517,,,,,,Not Eligible: Rating must be 75 or above,,2012-04-19T17:04:50.000,,,,7907400.66,97290.0,,No,,,,,,,No,,,No,,,137.0,,,,,,West Village,10014,14579732.2
2831030,427 WEST 26TH STREET - ELLIOT HOUSE,,,,,,,,,,,1012828;1083578;1083579;1083582,,,,,,Not Eligible: Rating must be 75 or above,,2012-06-18T10:13:27.000,,,,,515848.0,,,,,,,,,No,,,No,,,607.0,,,,,,,10001,
3114370,225 Rector Place,,,,137.2,,,,,,0.0,1000053,,,,,,Not Eligible: Rating must be 75 or above,,2012-04-26T20:45:27.000,,,,14126180.32,267200.0,,No,,,,,,,No,,,No,,,301.0,,,,,,Battery Park City-Lower Manhattan,10280,37390308.7
1819903,154 Nassau St,,,,240.4,,,,,,,,,,,,,Not Eligible: Rating must be 75 or above,,2012-07-31T16:24:20.000,,,,,628399.0,,,2000.0,-2.0,,244.0,,,No,,,No,,,,No,,,,,Battery Park City-Lower Manhattan,10178,150260490.9
2685839,115 Fourth Avenue,,,,132.7,,,,,,,1066890,,1.0,,0.3,,Not Eligible: Rating must be 75 or above,,2012-04-26T03:19:21.000,,,,7018089.4,101627.0,,No,,,,,0.2,,,,,No,,,85.0,,,,,,East Village,10003,13472446.2
2831017,,,,,113.2,,,,,,,1004649;1004650;1054869,,,,,,Not Eligible: Rating must be 75 or above,,2012-06-18T10:12:21.000,,,,,29728.0,,,,,,,,,No,,,No,,,25.0,,,,,,,10001,3200702.6
2972207,41 Cooper Square,,,,474.9,,,,,,,1006642,,,,,,Not Eligible: Rating must be 75 or above,,2012-04-30T12:05:45.000,,,,,175000.0,,,250.0,91.9,,244.0,,,No,,,No,,,,,,,,,East Village,10003,81953911.1
2702211,38-44 Laight St,,,,175.4,,,,,,,1086557,,,,,,Not Eligible: Rating must be 75 or above,,2012-04-30T14:55:26.000,,,,,61717.0,,,,,,,,,No,,,Yes,,,33.0,,,,,,SoHo-TriBeCa-Civic Center-Little Italy,10013,10822140.3
2667503,AKA 30-32 Varick Street,,,,259.2,,,,,,,1002733,,,,,,Not Eligible: Rating must be 75 or above,,2012-03-23T16:18:24.000,100.0,107670.0,,,123057.0,,,1.0,58.0,,164.0,,,No,,,No,Less than 1 year of data<br>,,,,,,,,SoHo-TriBeCa-Civic Center-Little Italy,10013,31890535.3
2972202,21 East 12th Street,,,,405.5,,,,,,0.0,1009386,1.0,1.0,,0.3,No,Not Eligible: Rating must be 75 or above,,2012-04-26T16:14:06.000,,,1.0,,39328.0,,,,219.3,,127.0,0.2,,No,,,Yes,,,,,,,,,West Village,10003,15948005.2
3089525,63 Wall Street,,,,144.7,,,,,,,1000828,,,,,,Not Eligible: Rating must be 75 or above,,2012-04-28T03:29:33.000,,,,,420558.0,,,,,,,,,No,,,No,,,476.0,,,,,,Battery Park City-Lower Manhattan,10005,59499362.6
2815281,405 West 23rd St,,,,599.5,,,,,,,1077236,,,,,,Not Eligible: Rating must be 75 or above,,2012-04-25T14:39:15.000,100.0,22124.0,,227103900.0,464598.0,,No,,,,,,,No,,,No,,,723.0,,,,,,Hudson Yards-Chelsea-Flatiron-Union Square,10011,279546723.7
2660909,56 Beaver St. (Alt: 48 Beaver St.),,,,202.6,,,,,,,1078997; 1078998; 1078999,,0.0,,0.34,,Not Eligible: Rating must be 75 or above,,2012-04-20T08:49:44.000,,,,,66346.0,,,,,,,0.2,,No,,,No,,,39.0,,,,,,Battery Park City-Lower Manhattan,10004,13231754.0
2703772,88 Bleecker Street,,,,177.2,,,,,,,1008236,,1.0,,0.0,,Not Eligible: Rating must be 75 or above,,2012-06-26T14:51:52.000,,,,,82483.0,,,,,,,0.1,,No,,,No,,,104.0,,,,,,West Village,10012,15014349.9
2781531,11 Maiden Lane,,,,242.8,,,,,,,1001098,,,,,,Not Eligible: Rating must be 75 or above,,2012-03-13T18:33:04.000,,,,,63146.0,,,,,,,,,No,,,No,,,69.0,,,,,,Battery Park City-Lower Manhattan,10038,14930152.1
2494574,450 West 33rd Street,,,,337.5,,,,,,,1085401,,1.0,,0.63,,Not Eligible: Rating must be 75 or above,,2012-04-27T16:04:02.000,100.0,1440334.0,,,1742194.0,100.0,,,-3.3,,350.1,0.42,,,,2011-02-09T06:43:21.000,No,,,,No,0.0,,,,Hudson Yards-Chelsea-Flatiron-Union Square,10001,589596352.1
2731615,22 Thames Street,,,,1260.8,,,,,,,1001034,,,,,,Not Eligible: Rating must be 75 or above,,2012-04-21T22:31:16.000,0.0,97589.0,,,97589.0,,,,668.8,,164.0,,,,,,No,,,,No,,,,,Battery Park City-Lower Manhattan,10006,123042467.6
2803981,15 Park Row,,,,109.9,,,,,,,,,,,,,Not Eligible: Rating must be 75 or above,,2012-04-03T14:42:36.000,,,,0.0,395833.0,,,,,,,,,No,,,No,,,,,,,,,Battery Park City-Lower Manhattan,10038,43216357.9
2587268,541-563 West 29th street,,,,73.1,,,,,,,BIN: 1080333,,,,,,Not Eligible: Rating must be 75 or above,,2012-03-01T11:02:59.000,,,,,215814.0,,,4.0,157.5,,28.0,,,No,,,No,,,,,,,,,Hudson Yards-Chelsea-Flatiron-Union Square,10001,15561972.3
2649752,508-516 West 26th Street,,,,84.6,,,,,,,,,,,,,Not Eligible: Rating must be 75 or above,,2012-04-04T14:42:39.000,,,,,146416.0,,,10.0,-33.3,,127.0,,,,,,No,,,,,,,,,Hudson Yards-Chelsea-Flatiron-Union Square,10013,12397026.1
2587541,220 South Street,,,,114.1,,,,,,,BIN: 1003205,,,,,,Not Eligible: Rating must be 75 or above,,2012-03-01T14:27:57.000,,,,,255084.0,,,4.0,305.4,,28.0,,,No,,,No,,,,,,,,,Chinatown,10002,28952379.9
2831224,286 SOUTH STREET - TWO BRIDGES HOUSES,,,,181.5,,,,,,,1003142,,,,,,Not Eligible: Rating must be 75 or above,,2012-06-18T10:35:51.000,,,,,256556.0,,,,,,,,,No,,,No,,,250.0,,,,,,,10001,45420484.3
2798880,214 West Houston Street,,,6.0,509.9,105.0,,,,,,1088511,,,95.0,,,Not Eligible: Rating must be 75 or above,,2012-04-30T03:16:25.000,,,,,67473.0,,,,102.0,,255.3,,4.0,No,,,No,,,,,,,3.0,,West Village,10014,34791672.5
2682219,32 Washington Square West,,,,94.9,,,,,,,1008894,,,,,No,Not Eligible: Rating must be 75 or above,,2012-04-01T15:52:28.000,,,,2522657.65,60503.0,,No,,,,,,,,,,No,,,31.0,,,,,,West Village,10011,5731214.9
2902228,14 East 4th Street,,,,209.5,,,,,,,1008529,,,,,,Not Eligible: Rating must be 75 or above,,2012-04-24T03:33:50.000,,,,,14511.0,,,,-13.2,,244.0,,,,,,No,,,,,,,,,West Village,10003,3074662.4
2649702,45 Wall Street,,,,144.3,,,,,,,1000826,,,,,No,Not Eligible: Rating must be 75 or above,,2012-04-25T15:09:53.000,,,,,488895.0,,,,,,,,,No,,,Yes,,,435.0,,,,,,Battery Park City-Lower Manhattan,10005,71396255.1
2238727,148 Lafayette Street,,,,193.7,,,,,,,1003051,,,,,,Eligible,,2012-03-27T15:11:29.000,100.0,137042.0,,,142554.0,,,2.0,-36.2,,301.2,,,No,,2010-06-03T11:43:48.000,No,,,,,,,,,SoHo-TriBeCa-Civic Center-Little Italy,10013,27417422.7
2706477,2 Washington Square Village,,,,77.6,,,,,,,1077834,,,,,,Not Eligible: Rating must be 75 or above,,2012-04-24T03:19:19.000,,,,,305587.0,,,,,,,,,No,,,No,,,,,,,,,West Village,10012,23720746.5
2731867,11 E. Broadway,,,,219.7,,,,,,,,,,,,,Not Eligible: Rating must be 75 or above,,2012-04-27T12:21:22.000,100.0,58294.0,,,58294.0,,,,-10.3,,244.5,,,No,,,No,,,,,,,,,Chinatown,10038,12784109.1
2669016,277 West 10th Street,,,,104.6,,,,,,,1011743,,,,,No,Not Eligible: Rating must be 75 or above,,2012-04-07T23:36:59.000,,,,,137589.0,,,,,,,,,,,,No,,,144.0,,,,,,West Village,10014,14392726.6
1802367,250 Hudson Street,,,,226.4,,,,,,,1009723;1804012,,1.0,,0.42,,Not Eligible: Less than one year since the period ending date of the last ENERGY STAR application.,,2012-04-12T17:19:16.000,98.7,318521.0,,0.0,332960.0,,No,,-28.7,,313.0,0.8,,No,,2012-01-06T14:58:31.000,No,,,,,,,,,SoHo-TriBeCa-Civic Center-Little Italy,10013,74283863.3
2430729,435 Hudson St,,,,307.2,,,,,,,1010402,,,,,No,Not Eligible: Rating must be 75 or above,,2012-03-19T13:24:57.000,100.0,260137.0,,,269084.0,,,,-2.1,,320.5,,,No,,,No,,,,,,,,,West Village,10014,84476621.9
2710436,23-29 Washington Place,,,,,,,,,,,1008823,,,,,,Not Eligible: Rating must be 75 or above,,2012-04-24T03:26:46.000,,,,,124526.0,,,,,,244.0,,,,,,No,,,,,,,,,West Village,10003,
2776173,88 Leonard Street,,,,153.5,,,,,,0.0,1087082,,,,,No,Not Eligible: Rating must be 75 or above,,2012-04-25T13:34:33.000,,,,,339750.0,,,,,,,,,No,,,No,,,358.0,,,,,,SoHo-TriBeCa-Civic Center-Little Italy,10013,52196093.3
2656692,491 Broadway,,,,,,,,,,,,,,,,No,Not Eligible: Rating must be 75 or above,,2012-04-30T21:36:24.000,,,,,48000.0,,,,,,,,,No,,,No,Less than 1 year of data<br>,,,,,,,,SoHo-TriBeCa-Civic Center-Little Italy,10012,
2799228,460-478 W 34th Street,,,,266.7,,,,,,0.0,1012843,2.0,,,,,Not Eligible: Rating must be 75 or above,,2012-04-06T16:30:50.000,96.84,507000.0,1.0,18185973.69,555000.0,30.0,No,,-12.2,,308.5,,,No,,,No,,100.0,,,2.0,,,,Hudson Yards-Chelsea-Flatiron-Union Square,10001,150344037.2
2560563,379 WEST 12TH STREET,,,,155.3,,,,,,,BIN# 1084803,,,,,,Not Eligible: Rating must be 75 or above,,2012-03-22T10:56:31.000,,,,,123646.0,,,,,,,,,No,,,No,,,148.0,,,,,,West Village,10014,18902307.3
2831116,,,,,158.1,,,,,,,1005743,,,,,,Not Eligible: Rating must be 75 or above,,2012-06-18T10:22:32.000,,,,,144876.0,,,,,,,,,No,,,No,,,229.0,,,,,,,10001,22202766.9
2214240,55 Broadway,,,,248.7,,,,,,,1000807,,,,,,Not Eligible: Rating must be 75 or above,,2012-04-26T15:24:24.000,100.0,363378.0,,,363378.0,,,,-21.9,,318.4,,,No,,,No,,,,No,,,,,Battery Park City-Lower Manhattan,10006,90361633.2
2825503,35-39 West 4th Street,,,,14.0,,,,,,,1008811,,,,,,Not Eligible: Rating must be 75 or above,,2012-04-25T14:19:32.000,,,,,151070.0,,,,-94.3,,244.0,,,No,,,No,,,,,,,,,West Village,10003,2112781.1
2831103,89 AVE C 3 STO,,,,,,,,,,,1004687;1004688,,,,,,Not Eligible: Rating must be 75 or above,,2012-06-18T10:18:55.000,,,,,67225.0,,,,,,,,,No,,,No,,,54.0,,,,,,Lower East Side,10001,
2667593,450 West 33rd Street,,,,,,,,,,,1085401,,,,,,Not Eligible: Rating must be 75 or above,,2012-04-26T15:24:33.000,,,,,,,,,,,,,,,,,,,,,,,,,,Hudson Yards-Chelsea-Flatiron-Union Square,10001,
3115564,38-44 Warren Street,,,,97.2,,,,,,,1079156,,1.0,,0.32,,Not Eligible: Rating must be 75 or above,,2012-04-25T12:51:52.000,,,,,73719.0,,,,,,,0.19,,No,,,No,,,24.0,,,,,,SoHo-TriBeCa-Civic Center-Little Italy,10007,7138857.9
2658707,51 Nassau St.,113.0,,,207.6,,,,,100.0,,1-00064-0001,,,,,,Eligible,,2012-04-25T11:40:56.000,,,,,44643.0,,,,-16.8,,249.5,,,No,,,No,,,,,,,,,Battery Park City-Lower Manhattan,10038,9266634.1
