property_id,property_name,address_1,hospital_general_medical_1,leed_us_project_id,multifamily_housing_number_5,egrid_output_emissions_rate,personal_services_health,indoor_water_intensity_all,bar_nightclub_gross_floor,alert_meter_has_less_than,hospital_general_medical_10,hospital_general_medical_7,vocational_school_gross_floor,national_median_site_energy,hospital_general_medical_2,residence_hall_dormitory,source_eui_kbtu_ft,bank_branch_gross_floor_area,restaurant_worker_density,national_median_energy_star,enclosed_mall_gross_floor,convenience_store_without,multifamily_housing_number,green_power_onsite_kwh,county,indirect_ghg_emissions_metric,self_storage_facility_gross,data_center_cooling_equipment,estimated_values_water,convenience_store_with_gas,green_power_offsite_kwh,difference_from_national_1,manufacturing_industrial,parking_open_parking_lot,financial_office_number_of,other_gross_floor_area_ft,medical_office_percent_that_1,data_center_it_site_energy,district_steam_use_kbtu,percent_of_recs_retained,other_weekly_operating_hours,direct_ghg_emissions_metric,office_computer_density_number,weather_normalized_site_energy,senior_care_community_gross,hotel_gross_floor_area_ft,latitude,primary_property_type_self,hospital_general_medical,fuel_oil_2_use_kbtu,national_median_reference,multifamily_housing_gross,estimated_values_energy,office_weekly_operating_hours,veterinary_office_gross_floor,release_date,medical_office_percent_that,weather_normalized_source,hospital_general_medical_4,estimated_data_flag_fuel,indoor_water_use_all_water,refrigerated_warehouse_gross,national_median_site_eui,kerosene_use_kbtu
2611788,929-935 St. Nicholas Ave,929-935 St. Nicholas Ave,Not Available,Not Available,0,82.9,Not Available,37.36,Not Available,Ok,Not Available,Not Available,Not Available,7902176.2,Not Available,Not Available,94,Not Available,Not Available,50,Not Available,Not Available,133,Not Available,Not Available,69.7,Not Available,Not Available,No,Not Available,0,-34.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,318.2,Not Available,5139649.1,Not Available,Not Available,40.83191,Multifamily Housing,Not Available,4145796.3,Fannie Mae Industry Survey - Multifamily,74826,No,Not Available,Not Available,2016-03-14T10:26:09.000,Not Available,93.1,Not Available,No,2795.2,Not Available,105.6,Not Available
4372233,Ramada East Side,161 Lexington Ave,Not Available,Not Available,Not Available,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,3021528.7,Not Available,Not Available,140.1,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,182.9,Not Available,Not Available,No,Not Available,0,-14.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,28.7,Not Available,Not Available,Not Available,52222,40.743969,Hotel,Not Available,386400.1,CBECS - Hotel & Motel/Inn,Not Available,No,Not Available,Not Available,2016-03-15T16:44:16.000,Not Available,Not Available,Not Available,No,Not Available,Not Available,57.9,Not Available
4344096,808 West End Avenue LLC,808 West End Avenue,Not Available,Not Available,1.23226,82.9,Not Available,42.43,Not Available,Ok,Not Available,Not Available,Not Available,10496979.2,Not Available,Not Available,110.3,Not Available,Not Available,50,Not Available,Not Available,140,Not Available,Not Available,126.6,Not Available,Not Available,No,Not Available,0,-20.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,442.5,Not Available,8267677,Not Available,Not Available,40.797234,Multifamily Housing,Not Available,3762432.2,Fannie Mae Industry Survey - Multifamily,107120,No,Not Available,Not Available,2016-03-22T08:44:47.000,Not Available,108.4,Not Available,No,4545.2,Not Available,98,Not Available
2805178,1314 York Ave - 29380,1314 York Ave,Not Available,Not Available,1.07063,82.9,Not Available,43.75,Not Available,Ok,Not Available,Not Available,Not Available,44000345,Not Available,Not Available,191.7,Not Available,Not Available,50,Not Available,Not Available,805,Not Available,Not Available,4771.9,Not Available,Not Available,No,Not Available,0,49.8,Not Available,Not Available,7.4,Not Available,Not Available,Not Available,42047855,Not Available,Not Available,0,2,65007956.6,Not Available,Not Available,40.765683,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,499707,No,65,Not Available,2016-03-29T09:17:41.000,Not Available,188.3,Not Available,Not Available,28659,Not Available,67.2,Not Available
3518412,(7600) - Downtown Condominium,15 Broad Street,Not Available,Not Available,0.47105,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,35740528.8,Not Available,Not Available,124.9,Not Available,Not Available,50,Not Available,Not Available,324,Not Available,Not Available,3501.8,Not Available,Not Available,Unable to Check (not enough data),Not Available,0,32.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,24107726.2,Not Available,Not Available,14.2,Not Available,47112402.3,Not Available,Not Available,40.706531,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,810962,No,Not Available,Not Available,2016-04-01T16:47:59.000,Not Available,123.8,Not Available,Not Available,Not Available,Not Available,44.1,Not Available
2524720,The Magellan,35-39 West 33rd Street,Not Available,Not Available,1.12384,82.9,Not Available,Not Available,Not Available,Possible Issue,Not Available,Not Available,Not Available,8859166.8,Not Available,Not Available,Not Available,Not Available,Not Available,50,Not Available,Not Available,208.04,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,40.748606,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,148598,No,Not Available,Not Available,2016-03-17T11:47:21.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,59.6,Not Available
3128646,(7138) - Artisan Lofts,157 Chambers St,Not Available,Not Available,0.43516,82.9,Not Available,37.76,Not Available,Ok,Not Available,Not Available,Not Available,4609317.8,Not Available,Not Available,179.3,Not Available,Not Available,50,Not Available,Not Available,72,Not Available,Not Available,370.5,Not Available,Not Available,No,Not Available,0,49.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,128.4,Not Available,6822758.9,Not Available,Not Available,40.715987,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,87324,No,Not Available,Not Available,2016-03-30T15:16:54.000,Not Available,177.1,Not Available,Not Available,3488.9,Not Available,49.9,Not Available
4343225,BARD GRADUATE CENTER,410 WEST 58TH STREET,Not Available,Not Available,Not Available,82.9,Not Available,Not Available,Not Available,Possible Issue,Not Available,Not Available,Not Available,4359890.2,Not Available,55945,138.2,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,164.6,Not Available,Not Available,No,Not Available,0,-21.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,75.8,Not Available,3411600.8,Not Available,Not Available,40.768853,Residence Hall/Dormitory,Not Available,Not Available,CBECS - Dormitory,Not Available,No,Not Available,Not Available,2016-03-22T16:03:10.000,Not Available,138.2,Not Available,Not Available,Not Available,Not Available,77.9,Not Available
2665209,1211 Southern Boulevard,1211 Southern Boulevard,Not Available,Not Available,0,82.9,Not Available,Not Available,Not Available,Possible Issue,Not Available,Not Available,Not Available,13370301.6,Not Available,Not Available,116.3,Not Available,Not Available,50,Not Available,Not Available,196,Not Available,Not Available,282.2,Not Available,Not Available,No,Not Available,0,-11.9,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,444.7,Not Available,11736015.5,Not Available,Not Available,40.828949,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,158399,No,Not Available,Not Available,2016-04-03T10:07:01.000,100,116.1,Not Available,Not Available,Not Available,Not Available,79.9,Not Available
2652722,96 Fifth Avenue (A04),92 5 AVENUE,Not Available,Not Available,1.3875,82.9,Not Available,42.21,Not Available,Ok,Not Available,Not Available,Not Available,16007116.9,Not Available,Not Available,190,Not Available,Not Available,50,Not Available,Not Available,224,Not Available,Not Available,384,Not Available,Not Available,No,Not Available,0,26.9,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1170.6,Not Available,Not Available,Not Available,Not Available,40.736433,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,160000,No,Not Available,Not Available,2016-03-17T12:11:10.000,Not Available,Not Available,Not Available,Not Available,6754.4,Not Available,100,Not Available
4370684,70 Dahill Road,70 Dahill Road,Not Available,Not Available,0,82.9,Not Available,30.27,Not Available,Ok,Not Available,Not Available,Not Available,12646165.5,Not Available,Not Available,72,Not Available,Not Available,50,Not Available,Not Available,209.23,Not Available,Not Available,119.7,Not Available,Not Available,No,Not Available,0,-41.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,340.6,Not Available,7324359.7,Not Available,Not Available,40.645638,Multifamily Housing,Not Available,1110927.5,Fannie Mae Industry Survey - Multifamily,149450,No,Not Available,Not Available,2016-03-28T12:47:57.000,Not Available,70.8,Not Available,No,4524.4,Not Available,84.6,Not Available
4175571,19A31-SHS New York Midtown Manhattan,25 W 37th St,Not Available,Not Available,Not Available,82.9,Not Available,4737000,Not Available,Ok,Not Available,Not Available,Not Available,71.4,Not Available,Not Available,15283560,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,326,Not Available,Not Available,No,Not Available,0,9429947,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,148.7,Not Available,6730869.6,Not Available,1,40.750787,Hotel,Not Available,Not Available,CBECS - Hotel & Motel/Inn,Not Available,No,Not Available,Not Available,2016-03-31T12:28:26.000,Not Available,15283560,Not Available,Not Available,4737,Not Available,71.4,Not Available
2705043,Marymount Manhattan College,221 E. 71st St.,Not Available,Not Available,Not Available,82.9,Not Available,53.88,Not Available,Ok,Not Available,Not Available,Not Available,10021373.9,Not Available,Not Available,232.5,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,New York,1425.4,Not Available,Not Available,No,Not Available,0,90.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8390680.2,Not Available,Not Available,13.8,Not Available,18913959,Not Available,Not Available,40.768631,K-12 School,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,No,Not Available,Not Available,2016-03-13T15:03:21.000,Not Available,229.1,Not Available,Not Available,10022.2,Not Available,53.9,Not Available
2816270,Paragon Sports,867 Broadway,Not Available,Not Available,Not Available,82.9,Not Available,25.32,Not Available,Possible Issue,Not Available,Not Available,Not Available,2485273.8,Not Available,Not Available,Not Available,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,432.2,Not Available,Not Available,No,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,40.737567,Retail Store,Not Available,Not Available,CBECS - Retail Store,Not Available,No,Not Available,Not Available,2016-03-25T15:39:24.000,Not Available,Not Available,Not Available,No,1337.1,Not Available,47.1,Not Available
2816468,Clearview 5 Bldg C-1,157-58 17 Rd.,Not Available,Not Available,0,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,152923.5,Not Available,Not Available,281.3,Not Available,Not Available,50,Not Available,Not Available,8,Not Available,Not Available,6.1,Not Available,Not Available,Unable to Check (not enough data),Not Available,0,119.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,14,Not Available,334219.5,Not Available,Not Available,40.782606,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,1800,Yes,Not Available,Not Available,2016-03-30T13:47:53.000,Not Available,277.7,Not Available,Not Available,Not Available,Not Available,85,Not Available
2716774,Linden Boulevard Multiplex,2784 Linden Boulevard,Not Available,Not Available,Not Available,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,2145091.6,Not Available,Not Available,341.2,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,577.7,Not Available,Not Available,Unable to Check (not enough data),Not Available,0,300.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,86.9,Not Available,8577341,Not Available,Not Available,40.669658,Other - Entertainment/Public Assembly,Not Available,Not Available,CBECS - Public Assembly,Not Available,No,Not Available,Not Available,2016-02-24T14:31:57.000,Not Available,339.1,Not Available,Not Available,Not Available,Not Available,31,Not Available
3116364,1106-1124 Ave K,1106-1124 Ave K,Not Available,Not Available,0,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,7278660.8,Not Available,Not Available,88.4,Not Available,Not Available,50,Not Available,Not Available,107,Not Available,Not Available,20.4,Not Available,Not Available,No,Not Available,0,-23.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,301.9,Not Available,Not Available,Not Available,Not Available,40.622388,Multifamily Housing,Not Available,839394.1,Fannie Mae Industry Survey - Multifamily,71875,No,Not Available,Not Available,2016-03-16T15:43:27.000,Not Available,Not Available,Not Available,No,Not Available,Not Available,101.3,Not Available
2800249,80 Greene Avenue - 25966,80 Greene Avenue,Not Available,Not Available,0,82.9,Not Available,64.32,Not Available,Ok,Not Available,Not Available,Not Available,7226388.7,Not Available,Not Available,124.4,Not Available,Not Available,50,Not Available,Not Available,96,Not Available,Not Available,149.2,Not Available,Not Available,No,Not Available,0,-4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,272.7,Not Available,7081429.4,Not Available,Not Available,40.686324,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,88741,No,Not Available,Not Available,2016-03-08T12:40:15.000,Not Available,126.2,Not Available,Not Available,5707.6,Not Available,81.4,Not Available
2917939,10 West 27 Street Corp,1155 Broadway,Not Available,Not Available,Not Available,82.9,Not Available,24.36,Not Available,Ok,Not Available,Not Available,Not Available,3411594,Not Available,Not Available,143,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,129.9,Not Available,Not Available,No,Not Available,0,2.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,101.9,Not Available,3453149.2,Not Available,48504,40.74431,Hotel,Not Available,Not Available,CBECS - Hotel & Motel/Inn,Not Available,No,Not Available,Not Available,2016-04-01T16:27:43.000,Not Available,140.1,Not Available,Not Available,1218.2,Not Available,70.3,Not Available
2960517,"72nd Street Associates, LLC",200 East 72 St.,Not Available,Not Available,0.76165,82.9,Not Available,34.31,Not Available,Ok,Not Available,Not Available,Not Available,45826425.7,Not Available,Not Available,101.1,Not Available,Not Available,50,Not Available,Not Available,598,Not Available,Not Available,858.2,Not Available,Not Available,No,Not Available,0,-20.9,Not Available,0,Not Available,9500,Not Available,Not Available,Not Available,Not Available,Not Available,1905.9,1,36025242.8,Not Available,Not Available,40.769599,Multifamily Housing,Not Available,25174651.8,Fannie Mae Industry Survey - Multifamily,568500,No,48,Not Available,2016-03-22T08:52:36.000,Not Available,100,Not Available,No,19901.2,Not Available,79,Not Available
3264518,30 West 70th Street,30 West 70th Street,Not Available,Not Available,0.66296,82.9,Not Available,33.11,Not Available,Ok,Not Available,Not Available,Not Available,5196474.7,Not Available,Not Available,110.5,Not Available,Not Available,50,Not Available,Not Available,75,Not Available,Not Available,74.6,Not Available,Not Available,No,Not Available,0,-13.6,Not Available,Not Available,Not Available,Not Available,40,Not Available,Not Available,Not Available,Not Available,266.4,Not Available,4520736.6,Not Available,Not Available,40.77533,Multifamily Housing,Not Available,3589724.9,Fannie Mae Industry Survey - Multifamily,55810,No,Not Available,Not Available,2016-03-09T11:26:14.000,40,111.1,Not Available,No,1932.9,Not Available,89,Not Available
4404982,JR 180 SCHOLES LLC,180 Scholes Street,Not Available,Not Available,0,82.9,Not Available,20.34,Not Available,Ok,Not Available,Not Available,Not Available,1571013.3,Not Available,Not Available,86.8,Not Available,Not Available,50,Not Available,Not Available,41,Not Available,Not Available,121,Not Available,Not Available,No,Not Available,0,-7.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,1458503.5,Not Available,Not Available,40.708903,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,52780,No,Not Available,Not Available,2016-03-25T14:44:11.000,Not Available,86.8,Not Available,Not Available,1073.5,Not Available,29.8,Not Available
2817642,85-10 120 st,85-10 120 st,Not Available,Not Available,0,82.9,Not Available,Not Available,Not Available,Possible Issue,Not Available,Not Available,Not Available,5779647.5,Not Available,Not Available,121.2,Not Available,Not Available,50,Not Available,Not Available,97,Not Available,Not Available,88.6,Not Available,Not Available,No,Not Available,0,-14.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,204.9,Not Available,4930949.6,Not Available,Not Available,40.702711,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,61092,No,Not Available,Not Available,2016-03-16T09:22:14.000,Not Available,120.5,Not Available,Not Available,Not Available,Not Available,94.6,Not Available
2726152,78-12 35th Avenue - 32499,78-12 35th Avenue,Not Available,Not Available,0,82.9,Not Available,42.05,Not Available,Ok,Not Available,Not Available,Not Available,9662657,Not Available,Not Available,128.5,Not Available,Not Available,50,Not Available,Not Available,144.48,Not Available,Not Available,102.1,Not Available,Not Available,No,Not Available,0,6.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,521.6,Not Available,10336658.6,Not Available,Not Available,40.751412,Multifamily Housing,Not Available,2000999.9,Fannie Mae Industry Survey - Multifamily,103200,No,Not Available,Not Available,2016-03-23T14:35:37.000,Not Available,128.8,Not Available,No,4339.4,Not Available,93.6,Not Available
2054784,UNICEF HOUSE,3 UN Plaza,Not Available,Not Available,Not Available,82.9,Not Available,27.34,Not Available,Ok,Not Available,Not Available,Not Available,10929155.3,Not Available,Not Available,281.8,Not Available,1.21654,50,Not Available,Not Available,Not Available,Not Available,USA,1668.2,Not Available,Not Available,No,Not Available,0,90.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3431953,Not Available,Not Available,0,6.48227,20667196.6,Not Available,Not Available,40.75062,Office,Not Available,Not Available,CBECS - Office & Bank/Financial,Not Available,No,60,Not Available,2016-03-01T14:38:15.000,Not Available,280.1,Not Available,Not Available,5692.1,Not Available,52.5,Not Available
2711455,Beech Hills 3-10,246-67 57 Drive,Not Available,Not Available,0,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,3818839.8,Not Available,Not Available,149.4,Not Available,Not Available,50,Not Available,Not Available,88,Not Available,Queens,79.9,Not Available,Not Available,Unable to Check (not enough data),Not Available,0,13.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,253,Not Available,4347207.9,Not Available,Not Available,40.75709,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,42982,No,Not Available,Not Available,2016-03-24T17:22:51.000,Not Available,149.2,Not Available,Not Available,Not Available,Not Available,88.8,Not Available
2774315,1561-71 Sheridan TNT Corp,1561 Sheridan Avenue,Not Available,Not Available,0,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,9764973.3,Not Available,Not Available,76.7,Not Available,Not Available,50,Not Available,Not Available,92,Not Available,Not Available,52.1,Not Available,Not Available,Unable to Check (not enough data),Not Available,0,-33.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,312.2,Not Available,6488865,Not Available,Not Available,40.842154,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,106200,No,Not Available,Not Available,2016-03-23T11:16:06.000,Not Available,76.2,Not Available,Not Available,Not Available,Not Available,91.9,Not Available
4833530,92 Pinehurst Avenue,92 Pinehurst Avenue,Not Available,Not Available,0,82.9,Not Available,73.02,Not Available,Ok,Not Available,Not Available,Not Available,9734621,Not Available,Not Available,176.4,Not Available,Not Available,50,Not Available,Not Available,177,Not Available,Not Available,148.4,Not Available,Not Available,No,Not Available,0,10.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,585,Not Available,10762189,Not Available,Not Available,40.851539,Multifamily Housing,Not Available,5162096.9,Fannie Mae Industry Survey - Multifamily,72986,No,Not Available,Not Available,2016-03-28T12:47:57.000,Not Available,176,Not Available,No,6136,Not Available,115.8,Not Available
2735663,Clearview 4 Bldg K-4 to K-14,17-08 166th St,Not Available,Not Available,0,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,12332604.9,Not Available,Not Available,245.4,Not Available,Not Available,50,Not Available,Not Available,424,Not Available,Not Available,390.8,Not Available,Not Available,Unable to Check (not enough data),Not Available,0,25.6,Not Available,18360,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,698.7,Not Available,15358557,Not Available,Not Available,40.782526,Multifamily Housing,Not Available,5986302.1,Fannie Mae Industry Survey - Multifamily,105420,Yes,Not Available,Not Available,2016-03-30T13:47:53.000,Not Available,241.5,Not Available,No,Not Available,Not Available,117,Not Available
2652743,160 West 73rd (A07),160 WEST 73 STREET,Not Available,Not Available,1.16206,82.9,Not Available,41.87,Not Available,Ok,Not Available,Not Available,Not Available,12434125.8,Not Available,Not Available,115.5,Not Available,Not Available,50,Not Available,Not Available,177.1,Not Available,Not Available,160.5,Not Available,Not Available,No,Not Available,0,-16.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,634.6,Not Available,Not Available,Not Available,Not Available,40.77878,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,126500,No,Not Available,Not Available,2016-03-17T12:11:10.000,Not Available,Not Available,Not Available,Not Available,5296.2,Not Available,98.3,Not Available
2921851,UPS - Mount Vernon,4275 Boston Road,Not Available,Not Available,Not Available,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,7476927.7,Not Available,Not Available,151.1,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,Bronx,221.1,Not Available,Not Available,Unable to Check (not enough data),Not Available,0,-0.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,254.3,17.97268,7407558.2,Not Available,Not Available,40.889157,Non-Refrigerated Warehouse,Not Available,Not Available,CBECS - Unrefrigerated Warehouse & Distribution Center,Not Available,No,144,Not Available,2016-03-01T13:01:34.000,Not Available,150.6,Not Available,Not Available,Not Available,Not Available,84.3,Not Available
4028347,2345 Ocean Associates,2345 Ocean Ave,Not Available,Not Available,0,82.9,Not Available,49.68,Not Available,Ok,Not Available,Not Available,Not Available,11355579.7,Not Available,Not Available,54.7,Not Available,Not Available,50,Not Available,Not Available,110,Not Available,Not Available,22.4,Not Available,Not Available,No,Not Available,0,-54.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,262.3,Not Available,5379796.8,Not Available,Not Available,40.604661,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,110355,No,Not Available,Not Available,2016-03-25T14:44:11.000,Not Available,56.3,Not Available,Not Available,5482.5,Not Available,102.9,Not Available
2942054,1710 Cortelyou Road - 40241,1710 Cortelyou Road,Not Available,Not Available,0,82.9,Not Available,94.81,Not Available,Ok,Not Available,Not Available,Not Available,13112143.5,Not Available,Not Available,108,Not Available,Not Available,50,Not Available,Not Available,198,Not Available,Not Available,169.1,Not Available,Not Available,No,Not Available,0,-15.6,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,479.6,Not Available,11099305.5,Not Available,Not Available,40.6421,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,145238,No,Not Available,Not Available,2016-03-17T09:47:26.000,100,107.3,Not Available,Not Available,13945.6,Not Available,89.1,Not Available
2947147,5301 1st Ave,5301 1st ave,Not Available,Not Available,Not Available,82.9,Not Available,Not Available,Not Available,Possible Issue,Not Available,Not Available,Not Available,3047096.5,Not Available,Not Available,18.4,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,9.5,Not Available,Not Available,No,Not Available,0,-75.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,33.9,Not Available,786234.4,Not Available,Not Available,40.648659,Non-Refrigerated Warehouse,Not Available,Not Available,CBECS - Unrefrigerated Warehouse & Distribution Center,Not Available,No,Not Available,Not Available,2016-03-16T15:43:41.000,Not Available,19,Not Available,Not Available,Not Available,Not Available,54.4,Not Available
3501385,3675 Broadway,3675 Broadway,Not Available,Not Available,0,82.9,Not Available,140.64,Not Available,Ok,Not Available,Not Available,Not Available,4646819.2,Not Available,Not Available,127.9,Not Available,Not Available,50,Not Available,Not Available,75,Not Available,Not Available,125.9,Not Available,Not Available,No,Not Available,0,14.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,251.3,Not Available,5352986.9,Not Available,Not Available,40.830944,Multifamily Housing,Not Available,2307387.4,Fannie Mae Industry Survey - Multifamily,67854,No,Not Available,Not Available,2016-03-25T12:01:44.000,Not Available,126.5,Not Available,No,9542.7,Not Available,68.5,Not Available
4028635,315 East 167th Street - 42060,315 East 167th Street,Not Available,Not Available,0,82.9,Not Available,59.66,Not Available,Ok,Not Available,Not Available,Not Available,6761255.7,Not Available,Not Available,110.9,Not Available,Not Available,50,Not Available,Not Available,95,Not Available,Not Available,80.7,Not Available,Not Available,No,Not Available,0,-14.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,255.1,Not Available,5757135,Not Available,Not Available,40.831531,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,73000,No,Not Available,Not Available,2016-03-14T11:58:11.000,Not Available,110.1,Not Available,Not Available,4355.3,Not Available,92.6,Not Available
4442434,Second Hsg Bldg #9,65-85 / 65-91 162nd Street,Not Available,Not Available,0,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,10383761.8,Not Available,Not Available,91.2,Not Available,Not Available,50,Not Available,Not Available,142,Not Available,Not Available,0,Not Available,Not Available,No,Not Available,Not Available,-39.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,469.1,Not Available,6450811.7,Not Available,Not Available,,Multifamily Housing,Not Available,6321931.4,Fannie Mae Industry Survey - Multifamily,70000,No,Not Available,Not Available,2016-03-09T09:47:09.000,Not Available,93.1,Not Available,No,Not Available,Not Available,148.3,Not Available
3920354,552 Riverside Drive,552 Riverside Drive,Not Available,Not Available,0,82.9,Not Available,29.04,Not Available,Ok,Not Available,Not Available,Not Available,6719427.6,Not Available,Not Available,110.6,Not Available,Not Available,50,Not Available,Not Available,100,Not Available,Not Available,62.7,Not Available,Not Available,No,Not Available,0,-20,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,321.1,Not Available,5370781,Not Available,Not Available,40.816409,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,64068,No,Not Available,Not Available,2016-03-31T08:32:00.000,Not Available,109.8,Not Available,Not Available,1860.7,Not Available,104.9,Not Available
3274106,Brewster,21 West 86th Street,Not Available,Not Available,Not Available,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,5553738.4,Not Available,Not Available,117.8,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,440.8,Not Available,Not Available,No,Not Available,0,-4.3,Not Available,Not Available,Not Available,141639,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,5314776.5,Not Available,Not Available,40.785838,Other,Not Available,Not Available,CBECS - Other,Not Available,No,Not Available,Not Available,2016-03-23T15:53:14.000,Not Available,117.8,Not Available,Not Available,Not Available,Not Available,39.2,Not Available
