property_id,property_name,address_1,hospital_general_medical_1,leed_us_project_id,multifamily_housing_number_5,egrid_output_emissions_rate,personal_services_health,indoor_water_intensity_all,bar_nightclub_gross_floor,alert_meter_has_less_than,hospital_general_medical_10,hospital_general_medical_7,vocational_school_gross_floor,national_median_site_energy,hospital_general_medical_2,residence_hall_dormitory,source_eui_kbtu_ft,bank_branch_gross_floor_area,restaurant_worker_density,national_median_energy_star,enclosed_mall_gross_floor,convenience_store_without,multifamily_housing_number,green_power_onsite_kwh,county,indirect_ghg_emissions_metric,self_storage_facility_gross,data_center_cooling_equipment,estimated_values_water,convenience_store_with_gas,green_power_offsite_kwh,difference_from_national_1,manufacturing_industrial,parking_open_parking_lot,financial_office_number_of,other_gross_floor_area_ft,medical_office_percent_that_1,data_center_it_site_energy,district_steam_use_kbtu,percent_of_recs_retained,other_weekly_operating_hours,direct_ghg_emissions_metric,office_computer_density_number,weather_normalized_site_energy,senior_care_community_gross,hotel_gross_floor_area_ft,latitude,primary_property_type_self,hospital_general_medical,fuel_oil_2_use_kbtu,national_median_reference,multifamily_housing_gross,estimated_values_energy,office_weekly_operating_hours,veterinary_office_gross_floor,release_date,medical_office_percent_that,weather_normalized_source,hospital_general_medical_4,estimated_data_flag_fuel,indoor_water_use_all_water,refrigerated_warehouse_gross,national_median_site_eui,kerosene_use_kbtu
2704285,155 West 70th Street,155 West 70th Street,Not Available,Not Available,0.60826,82.9,Not Available,28.82,Not Available,Ok,Not Available,Not Available,Not Available,14189559.4,Not Available,Not Available,137.7,Not Available,Not Available,50,Not Available,Not Available,212,Not Available,Not Available,494.8,Not Available,Not Available,No,Not Available,0,8.2,Not Available,0,10,2540,Not Available,Not Available,Not Available,Not Available,Not Available,498.8,Not Available,15430635.1,Not Available,Not Available,40.776824,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,200572,No,Not Available,Not Available,2016-03-17T15:00:45.000,Not Available,136.9,Not Available,Not Available,5983.1,Not Available,68.3,Not Available
2734903,Concourse Plaza,214 East 161st Street,Not Available,Not Available,Not Available,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,2187747.1,Not Available,Not Available,341.1,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,379.1,Not Available,Not Available,Unable to Check (not enough data),Not Available,0,300.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,222.9,Not Available,8694745.1,Not Available,Not Available,40.826216,Other - Entertainment/Public Assembly,Not Available,Not Available,CBECS - Public Assembly,Not Available,No,Not Available,Not Available,2016-02-24T14:31:57.000,Not Available,337,Not Available,Not Available,Not Available,Not Available,39.8,Not Available
3523309,31-62 29th Street - 7264,31-62 29th Street,Not Available,Not Available,0,82.9,Not Available,31.12,Not Available,Ok,Not Available,Not Available,Not Available,9546146.6,Not Available,Not Available,112.1,Not Available,Not Available,50,Not Available,Not Available,140,Not Available,Not Available,91,Not Available,Not Available,No,Not Available,0,-17.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,358.4,Not Available,8037192.7,Not Available,Not Available,40.763632,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,93964,No,Not Available,Not Available,2016-03-03T11:23:35.000,Not Available,113.8,Not Available,Not Available,2924.1,Not Available,101.6,Not Available
4395913,139 Payson Ave,139 Payson Ave,Not Available,Not Available,0,82.9,Not Available,71.12,Not Available,Ok,Not Available,Not Available,Not Available,5725097.1,Not Available,Not Available,131.5,Not Available,Not Available,50,Not Available,Not Available,91,Not Available,Not Available,76.9,Not Available,Not Available,No,Not Available,0,5.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,380.9,Not Available,6172464.2,Not Available,Not Available,40.868732,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,61584,No,Not Available,Not Available,2016-04-01T11:11:50.000,Not Available,132.1,Not Available,Not Available,4379.8,Not Available,93,Not Available
2685891,Omni Berkshire Place Hotel,21 EAST 52 STREET,Not Available,Not Available,Not Available,82.9,Not Available,76.99,Not Available,Ok,Not Available,Not Available,Not Available,19635698.4,Not Available,Not Available,252.3,Not Available,7.08885,50,Not Available,Not Available,Not Available,Not Available,New York,1388.1,Not Available,Not Available,No,Not Available,0,38.5,Not Available,Not Available,Not Available,4116,Not Available,Not Available,Not Available,Not Available,168,555.2,Not Available,27013395.8,Not Available,239898,40.759432,Hotel,Not Available,Not Available,CBECS - Hotel & Motel/Inn,Not Available,No,Not Available,Not Available,2016-02-19T17:43:58.000,Not Available,250.4,Not Available,Not Available,19383.4,Not Available,78,Not Available
3095001,DJ&B Realty Co.,480-490 Audubon Avenue,Not Available,Not Available,0,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,5937867.1,Not Available,Not Available,136.3,Not Available,Not Available,50,Not Available,Not Available,75,Not Available,Not Available,98.2,Not Available,Not Available,Unable to Check (not enough data),Not Available,0,7.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,384.2,Not Available,6360378.8,Not Available,Not Available,40.853894,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,65880,No,Not Available,Not Available,2016-03-21T16:20:40.000,Not Available,135.3,Not Available,Not Available,Not Available,Not Available,90.1,Not Available
2715986,3152 Brighton 6th Street - 39802,3152 Brighton 6th Street,Not Available,Not Available,0,82.9,Not Available,26.8,Not Available,Ok,Not Available,Not Available,Not Available,12317821.1,Not Available,Not Available,126.5,Not Available,Not Available,50,Not Available,Not Available,141,Not Available,Not Available,265.4,Not Available,Not Available,No,Not Available,0,-1.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,476.8,2,12366117,Not Available,Not Available,40.575728,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,151178,No,65,Not Available,2016-03-14T10:32:26.000,Not Available,126.8,Not Available,Not Available,4127.2,Not Available,80,Not Available
2726146,706 Eastern Pkwy - 32507,706 Eastern Pkwy,Not Available,Not Available,0,82.9,Not Available,43.71,Not Available,Ok,Not Available,Not Available,Not Available,5708091.8,Not Available,Not Available,137.8,Not Available,Not Available,50,Not Available,Not Available,95.2,Not Available,Not Available,102.6,Not Available,Not Available,No,Not Available,0,13.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,298.1,Not Available,6555852.1,Not Available,Not Available,40.669525,Multifamily Housing,Not Available,883338,Fannie Mae Industry Survey - Multifamily,68000,No,Not Available,Not Available,2016-03-23T14:35:37.000,Not Available,138.7,Not Available,No,2972,Not Available,83.9,Not Available
3108125,"MORDLAND ASSOCIATES FH, LLC",1042-50TH STREET,Not Available,Not Available,0,82.9,Not Available,Not Available,Not Available,Possible Issue,Not Available,Not Available,Not Available,7873944.7,Not Available,Not Available,81.5,Not Available,Not Available,50,Not Available,Not Available,91.7,Not Available,KINGS,14.2,Not Available,Not Available,No,Not Available,0,-39.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,260.8,Not Available,4899094.1,Not Available,Not Available,,Multifamily Housing,Not Available,777073,Fannie Mae Industry Survey - Multifamily,65500,No,Not Available,Not Available,2016-02-25T16:06:12.000,Not Available,83.6,Not Available,No,Not Available,Not Available,120.2,Not Available
2563453,TWENTY THREE R.P. ASSOCIATES,53 WEST 23RD STREET,Not Available,Not Available,Not Available,82.9,Not Available,6.12,Not Available,Ok,Not Available,Not Available,Not Available,30477205.4,Not Available,Not Available,135.1,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,784.5,Not Available,Not Available,No,Not Available,0,-46.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,370.5,1.86071,16190765.9,Not Available,Not Available,40.742266,Office,Not Available,Not Available,CBECS - Office & Bank/Financial,Not Available,No,60,Not Available,2016-03-30T17:12:43.000,Not Available,132.8,Not Available,Not Available,1677.1,Not Available,111.2,Not Available
4455750,1550-1566 Sterling Place,1550-1566 Sterling Place,Not Available,Not Available,0,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,5266559,Not Available,Not Available,193.3,Not Available,Not Available,50,Not Available,Not Available,108,Not Available,Not Available,96.7,Not Available,Not Available,Unable to Check (not enough data),Not Available,0,38.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,438.2,Not Available,7313709.4,Not Available,Not Available,40.671272,Multifamily Housing,Not Available,5375652.2,Fannie Mae Industry Survey - Multifamily,51040,No,Not Available,Not Available,2016-03-24T10:28:11.000,Not Available,193,Not Available,No,Not Available,Not Available,103.2,Not Available
2661817,Guadalupe Realty LLC,91 Fort Washington Avenue,Not Available,Not Available,0,82.9,Not Available,14.41,Not Available,Ok,Not Available,Not Available,Not Available,2999116,Not Available,Not Available,57.5,Not Available,Not Available,50,Not Available,Not Available,125,Not Available,Not Available,91.8,Not Available,Not Available,No,Not Available,0,-63.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,1089263.1,Not Available,Not Available,40.838126,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,60414,No,Not Available,Not Available,2016-03-15T16:23:18.000,Not Available,56.6,Not Available,Not Available,870.7,Not Available,49.6,Not Available
2680152,"UNIZO Real Estate NY Three, LLC",370 Lexington Avenue,Not Available,Not Available,Not Available,82.9,Not Available,20.84,Not Available,Ok,Not Available,Not Available,Not Available,32418312,Not Available,Not Available,179.5,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,Manhattan,1626.9,Not Available,Not Available,No,Not Available,0,-25.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8232824.5,Not Available,Not Available,160.4,1.82056,23827415.8,Not Available,Not Available,40.750646,Office,Not Available,Not Available,CBECS - Office & Bank/Financial,Not Available,No,50,Not Available,2016-03-12T16:27:06.000,Not Available,175.3,Not Available,Not Available,6268,Not Available,107.8,Not Available
2804420,Jamaica Ave Property,163-19 Jamaica Ave,Not Available,Not Available,Not Available,82.9,Not Available,2.2,Not Available,Ok,Not Available,Not Available,Not Available,4442618.3,Not Available,Not Available,109,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,143.8,Not Available,Not Available,No,Not Available,0,-48.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,38.5,Not Available,2294145.4,Not Available,Not Available,40.704831,Retail Store,Not Available,470856,CBECS - Retail Store,Not Available,No,Not Available,Not Available,2016-03-17T10:34:10.000,Not Available,109.4,Not Available,No,121.2,Not Available,80.8,Not Available
3782599,J F K Hilton,14402 135Th Ave.,Not Available,Not Available,Not Available,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,24181949.8,Not Available,Not Available,268.7,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,queens,1041.6,Not Available,Not Available,No,Not Available,0,18.9,Not Available,35000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,859.5,Not Available,29364065.8,Not Available,210000,40.668289,Hotel,Not Available,Not Available,CBECS - Hotel & Motel/Inn,Not Available,Yes,Not Available,Not Available,2016-02-29T11:14:17.000,Not Available,271.8,Not Available,Not Available,Not Available,Not Available,115.2,Not Available
2715864,135 Ocean Ave - 38286,135 Ocean Ave,Not Available,Not Available,0,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,7015777,Not Available,Not Available,130.4,Not Available,Not Available,50,Not Available,Not Available,93,Not Available,Not Available,87.1,Not Available,Not Available,Unable to Check (not enough data),Not Available,0,-1.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,312.6,Not Available,6880801.4,Not Available,Not Available,40.65959,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,72684,No,Not Available,Not Available,2016-03-03T09:31:31.000,Not Available,128.5,Not Available,Not Available,Not Available,Not Available,96.5,Not Available
2652653,200 West 58th (741),910 7 AVENUE,Not Available,Not Available,0.6888,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,7696186.3,Not Available,Not Available,183.9,Not Available,Not Available,50,Not Available,Not Available,123.98,Not Available,Not Available,237.5,Not Available,Not Available,Unable to Check (not enough data),Not Available,0,43.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,594,Not Available,Not Available,Not Available,Not Available,40.765863,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,88560,No,Not Available,Not Available,2016-03-17T12:11:10.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.7,Not Available
2816820,304 East 20th,302-306 E 20th St.,Not Available,Not Available,0,82.9,Not Available,29.5,Not Available,Ok,Not Available,Not Available,Not Available,4905056.7,Not Available,Not Available,127,Not Available,Not Available,50,Not Available,Not Available,80,Not Available,Not Available,100.9,Not Available,Not Available,No,Not Available,0,-9.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,170.6,Not Available,4396867.2,Not Available,Not Available,40.73588,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,56630,No,Not Available,Not Available,2016-03-23T12:34:18.000,Not Available,125.1,Not Available,Not Available,1670.4,Not Available,86.6,Not Available
