novdescription,certifieddate,novid,latitude,nta,highhousenumber,bin,councildistrict,class,ordernumber,lot,originalcertifybydate,boro,currentstatusid,registrationid,novtype,streetcode
"§ 27-2033 ADM CODE POST NOTICE, IN FORM APPROVED BY THE DEPARTMENT, STATING THE NAME AND LOCATION OF THE PERSON DESIGNATED BY THE OWNER TO HAVE KEY TO BUILDINGS HEATING SYSTEM ...",,4744362.0,40.688108,South Richmond Hill,111-20,4198796.0,29.0,C,671,9,2013-12-31T00:00:00.000,QUEENS,19,418705,Original,19340
"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT ALL PEELING PAINT SURFACES IN THE BATHROOM LOCATED AT APT 3F, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST , SECTION ''864''",2014-07-02T00:00:00.000,4843547.0,40.883448,Williamsbridge-Olinville,864,2058602.0,12.0,A,556,73,2014-09-08T00:00:00.000,BRONX,9,216795,Original,28260
"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) 1st DOOR FRAME FROM SOUTH AT WEST WALL IN THE FOYER LOCATED AT APT 4C, 5th STORY, 2nd APARTMENT FROM NORTH AT EAST",,4971811.0,40.846921,Mount Hope,1812,2009359.0,14.0,C,617,59,2015-01-25T00:00:00.000,BRONX,19,205445,Original,20020
"§ 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 4; WG TO REPLACE = 0; WG TO REPAIR = 2; IN THE ENTIRE APARTMENT LOCATED AT APT 32, 3rd STORY, 2nd APARTMENT FROM NORTH AT EAST",,4790042.0,40.829536,Concourse-Concourse Village,1076,2002229.0,16.0,C,790,54,2014-04-02T00:00:00.000,BRONX,9,210186,Original,32820
"§ 27-2026 ADM CODE REPAIR THE LEAKY AND/OR DEFECTIVE FAUCETS AT BATHTUB IN THE BATHROOM LOCATED AT APT 12R, 1st STORY, 2nd APARTMENT FROM NORTH AT EAST",,4721219.0,40.829536,Concourse-Concourse Village,1076,2002229.0,16.0,B,579,54,2013-12-27T00:00:00.000,BRONX,19,210186,Original,32820
"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE 2nd ROOM FROM EAST AT SOUTH LOCATED AT APT 6, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",2014-08-08T00:00:00.000,4861436.0,40.744328,Woodside,41-28,4431346.0,26.0,B,583,6,2014-08-08T00:00:00.000,QUEENS,19,400786,Original,11590
"§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). THAT IS MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 9E, 9th STORY, 1st APARTMENT FROM NORTH AT EAST",,6477432.0,40.794831,East Harlem (South),48,1051514.0,9.0,B,1503,1,2019-06-28T00:00:00.000,MANHATTAN,22,139938,Original,19110
"§ 27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AT THE CEILING IN THE BATHROOM LOCATED AT APT 1A, 1st STORY, 3rd APARTMENT FROM NORTH AT EAST",2015-04-21T00:00:00.000,5073889.0,40.852685,University Heights (South)-Morris Heights,226,2008964.0,14.0,B,550,516,2015-05-05T00:00:00.000,BRONX,19,204975,Original,76850
"§ 27-2026 ADM CODE REPLACE THE BROKEN OR DEFECTIVE BATHTUB AT BATHROOM LOCATED AT APT 2, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",,4886621.0,40.832749,Crotona Park East,1505,2010762.0,17.0,B,596,28,2014-09-19T00:00:00.000,BRONX,19,207451,Original,16120
"§ 27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... CEILING IN THE BATHROOM LOCATED AT APT C24B, 24th STORY",2014-09-16T00:00:00.000,4848562.0,40.818858,Manhattanville-West Harlem,3333C,1085767.0,7.0,A,550,9005,2014-09-16T00:00:00.000,MANHATTAN,9,143318,Original,13610
"§ 27-2005 ADM CODE REPLACE WITH NEW THE MISSING UPPER AND LOWER SASH WINDOW GLASS PANE AT NORTH AT PUBLIC HALL STAIRS, 2nd STORY",,4773256.0,40.846921,Mount Hope,1812,2009359.0,15.0,C,506,59,2014-02-17T00:00:00.000,BRONX,19,205445,Original,20020
"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE FIRE RETARDANT MATERIAL AT THE CEILING AT PUBLIC HALL, 3rd STORY",,8589258.0,,,22 FRONT,,,B,502,15,2023-09-25T00:00:00.000,BROOKLYN,2,306067,Original,80930
"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) CEILING, 1st RISER FROM SOUTH AT WEST WALL, 1st WINDOW FRAME FROM SOUTH AT WEST WALL IN THE 1st ROOM FROM EAST LOCATED AT APT 16, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",,4896881.0,40.862634,University Heights (North)-Fordham,2567,2016320.0,15.0,C,616,46,2014-09-20T00:00:00.000,BRONX,19,200072,Original,23920
"§ 27-2013 ADM CODE REMOVE OR COVER IN A MANNER APPROVED BY THE DEPARTMENT THE PEELING LEAD PAINT CEILING AND WALLS 1 STY EAST APT 1F BATHROOM ER1 0021423. , SECTION",,1378858.0,,,22 FRONT,,,C,555,15,1991-02-27T00:00:00.000,BROOKLYN,19,306067,Original,80930
"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) NORTH WALL, SOUTH WALL, WEST WALL IN THE 3rd ROOM FROM NORTH AT EAST LOCATED AT APT 35, 3rd STORY, 2nd APARTMENT FROM EAST AT SOUTH",2015-03-04T00:00:00.000,4992124.0,40.800036,Harlem (South),48,1054984.0,9.0,C,617,24,2015-03-04T00:00:00.000,MANHATTAN,22,108543,Original,31190
"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) CEILING IN THE 3rd ROOM FROM NORTH LOCATED AT APT 2J, 2nd STORY, 2nd APARTMENT FROM SOUTH AT WEST",,4776849.0,40.867674,University Heights (North)-Fordham,2545,2015160.0,14.0,C,616,145,2014-03-15T00:00:00.000,BRONX,19,221519,Original,63820
"§ 27-2046.1, 2046.2 HMC: PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES. LOCATED AT APT 32, 3rd STORY, 2nd APARTMENT FROM NORTH AT EAST",,4722047.0,40.829536,Concourse-Concourse Village,1076,2002229.0,16.0,B,1502,54,2013-12-31T00:00:00.000,BRONX,19,210186,Original,32820
"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING IN THE BATHROOM LOCATED AT APT 7C, 3rd STORY, 2nd APARTMENT FROM NORTH AT EAST",,4708416.0,40.852331,Belmont,2238,2012089.0,15.0,A,508,47,2014-02-02T00:00:00.000,BRONX,19,209331,Original,7520
"§ 27-2005, 27-2007, 27-2041.1 HMC: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE .. IN THE ENTRANCE LOCATED AT APT 3B, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",,4752808.0,40.855606,Belmont,2366,2011656.0,15.0,B,530,12,2014-02-24T00:00:00.000,BRONX,19,202094,Original,46920
"§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE ELECTRICAL OUTLET AT THE EAST WALL IN THE BATHROOM LOCATED AT APT 2C, 2nd STORY, 2nd APARTMENT FROM WEST AT NORTH",2014-09-15T00:00:00.000,4804684.0,40.844393,Washington Heights (South),277,1063422.0,10.0,B,501,204,2014-05-09T00:00:00.000,MANHATTAN,19,103373,Original,21190
"§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE BURNERS AT STOVE IN THE KITCHEN LOCATED AT APT D3D, 3rd STORY",2014-07-22T00:00:00.000,4850659.0,40.819549,Manhattanville-West Harlem,3333D,1085768.0,7.0,B,501,9005,2014-07-22T00:00:00.000,MANHATTAN,19,139245,Original,13610
"§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE ELECTRIC LIGHT FIXTURE AT THE WEST WALL IN THE BATHROOM LOCATED AT APT 3A, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",,4808096.0,40.853353,Belmont,2350,2012868.0,15.0,B,501,26,2014-05-15T00:00:00.000,BRONX,19,208142,Original,12020
"§ 27-2005 ADM CODE REPAIR THE ROOF SO THAT IT WILL NOT LEAK AT CEILING IN THE 1st ROOM FROM NORTH AT EAST LOCATED AT APT D, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",,4787887.0,40.67947,Ocean Hill,147,3041683.0,41.0,B,507,48,2014-04-15T00:00:00.000,BROOKLYN,19,325782,Original,51430
"§ 27-2031 ADMIN. CODE: PROVIDE HOT WATER AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT LOCATED AT APT 2, 2nd STORY, APARTMENT AT EAST",,4768306.0,40.698096,Bushwick (West),34,3072007.0,34.0,C,970,19,2014-02-08T00:00:00.000,BROOKLYN,9,391358,Original,60130
"§ 27-2046.1, 2046.2 HMC: PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES. IN THE ENTIRE APARTMENT LOCATED AT APT 2FL, 2nd STORY",,4961248.0,40.691843,Jamaica,105-17,4462507.0,28.0,B,1502,31,2015-01-22T00:00:00.000,QUEENS,2,928071,Original,59025
"§ 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 0; WG TO REPLACE = 0; WG TO REPAIR = 1; MISSING ONE-WAY SCREW IN AIR CONDITIONER WINDOW IN THE ENTIRE APARTMENT LOCATED AT APT 2B, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",2013-12-04T00:00:00.000,4722639.0,40.854559,Mount Hope,2165,2013717.0,15.0,C,790,64,2013-12-15T00:00:00.000,BRONX,9,204418,Original,62720
"§ 27-2046.1, 2046.2 HMC: PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES. LOCATED AT APT C22K, 22nd STORY",,4848559.0,40.818858,Manhattanville-West Harlem,3333C,1085767.0,7.0,B,1502,9005,2014-07-18T00:00:00.000,MANHATTAN,19,143318,Original,13610
§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE CONCRETE AT GROUND AT EAST FIRE PASSAGEWAY,2014-09-15T00:00:00.000,4804684.0,40.844393,Washington Heights (South),277,1063422.0,10.0,B,502,204,2014-05-09T00:00:00.000,MANHATTAN,19,103373,Original,21190
"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT ALL PEELING PAINT SURFACES IN THE 1st ROOM FROM NORTH AT EAST, THE 1st ROOM FROM NORTH AT WEST, THE KITCHEN , THE BATHROOM , THE 2nd ROOM FROM NORTH AT WEST, THE 3rd ROOM FROM NORTH LOCATED AT APT 1, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",,4930100.0,40.880963,Williamsbridge-Olinville,755,2057937.0,12.0,A,556,20,2015-01-25T00:00:00.000,BRONX,19,216602,Original,28110
"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,,40.744328,Woodside,41-28,4431346.0,26.0,I,780,6,,QUEENS,9,400786,,11590
"§ 27-2029 ADM CODE PROVIDE AN ADEQUATE SUPPLY OF HEAT FOR THE APARTMENT IN THE ENTIRE APARTMENT LOCATED AT APT 41L, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",,4790659.0,40.829536,Concourse-Concourse Village,1076,2002229.0,16.0,C,666,54,2014-03-12T00:00:00.000,BRONX,19,210186,Original,32820
"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE FIRE RETARDANT CEILING AT PUBLIC HALL, 1st STORY",,4807004.0,40.693044,Brooklyn Heights,28,3341548.0,33.0,B,502,17,2014-05-13T00:00:00.000,BROOKLYN,19,373797,Original,28390
§ 27-2040 ADM CODE PROVIDE ADEQUATE LIGHTING AT OR NEAR THE OUTSIDE OF THE FRONT ENTRANCEWAY OF THE BUILDING AND KEEP SAME BURNING FROM SUNSET EVERY DAY TO SUNRISE ON THE DAY FOLLOWING 100 WATTS MINIMUM REQUIRED (LIGHT FIXTURES PRESENT),,4881721.0,40.851964,Tremont,2118,2011497.0,15.0,B,686,7,2014-09-11T00:00:00.000,BRONX,19,219451,Original,73120
"§ 27-2031 ADM CODE PROVIDE HOT WATER AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT LOCATED AT APT 1A, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",,4765408.0,40.736016,West Village,57,1010939.0,3.0,C,670,61,2014-02-04T00:00:00.000,MANHATTAN,19,130911,Original,21740
"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING AND WALLS IN THE BATHROOM LOCATED AT APT 4D, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",2013-12-17T00:00:00.000,4716084.0,40.864261,Inwood,109,1064734.0,10.0,B,508,1,2013-12-17T00:00:00.000,MANHATTAN,9,104417,Original,29190
"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT ALL PEELING PAINT SURFACES IN THE 4th ROOM FROM NORTH, THE 3rd ROOM FROM NORTH, THE KITCHEN LOCATED AT APT 5RW, 5th STORY, 1st APARTMENT FROM SOUTH AT WEST",,4850971.0,40.807474,Mott Haven-Port Morris,513,2000055.0,8.0,A,556,2,2014-09-21T00:00:00.000,BRONX,22,208329,Original,25800
"§ 27-2010, 2011, 2012 ADM CODE REMOVE THE ACCUMULATION OF REFUSE AND/OR RUBBISH AND MAINTAIN IN A CLEAN CONDITION THE HOUSEHOLD ITEMS AT PUBLIC HALL, 3rd STORY",,5155447.0,40.640486,Flatbush (West)-Ditmas Park-Parkville,697,3118211.0,40.0,B,552,137,2015-08-27T00:00:00.000,BROOKLYN,19,332119,Original,28830
"§ 27-2031 ADM CODE PROVIDE HOT WATER AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT LOCATED AT APT 4F, 4th STORY, 4th APARTMENT FROM WEST AT NORTH",2014-04-08T00:00:00.000,4810673.0,40.864561,Inwood,586,1064770.0,10.0,C,670,22,2014-04-08T00:00:00.000,MANHATTAN,9,126775,Original,37630
"§ 27-2005 ADM CODE REPLACE WITH NEW THE MISSING ONE BALUSTER AT BALUSTRADE AT PUBLIC HALL STAIRS, 2nd STORY",,4871459.0,40.663067,East New York-New Lots,575,3085038.0,42.0,B,506,51,2014-08-27T00:00:00.000,BROOKLYN,19,335352,Original,76430
"§ 300 M/D LAW FILE PLANS AND APPLICATION AND LEGALIZE THE FOLLOWING ALTERATION OR RESTORE TO THE LEGAL CONDITION EXISTING PRIOR TO THE MAKING OF SAID ALTERATION DROP CEILING. IN THE PRIVATE HALLWAY LOCATED AT APT 1A, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",,4733591.0,40.846921,Mount Hope,1812,2009359.0,14.0,A,491,59,2014-03-21T00:00:00.000,BRONX,19,205445,Original,20020
"§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE MORTISE LOCK VESTIBULE DOOR AT PUBLIC HALL, 1st STORY",2013-11-19T00:00:00.000,4710051.0,40.827971,Hamilton Heights-Sugar Hill,1802,1062099.0,7.0,C,501,30,2013-10-31T00:00:00.000,MANHATTAN,19,116606,Original,11710
"§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR ,(MISSING), LOCATED AT APT 1G, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST",2014-03-05T00:00:00.000,4782031.0,40.660528,Prospect Lefferts Gardens-Wingate,562,3114595.0,40.0,B,702,70,2014-04-08T00:00:00.000,BROOKLYN,19,305946,Original,40930
"§ 27-2046.1 HMC: POST A PROPER NOTICE OF CARBON MONOXIDE DETECTING DEVICE REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, IN A COMMON AREA OF A CLASS A MULTIPLE DWELLING NEAR INSPECTION CERTIFICATE OR PROVIDE NOTICE TO TENANTS IN A PRIVATE DWELLING. AT PUBLIC HALL, 1st STORY",,6498455.0,40.87399,Williamsbridge-Olinville,3331,2056886.0,12.0,A,1501,49,2019-09-20T00:00:00.000,BRONX,19,218506,Original,55520
"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING IN THE 1st ROOM FROM NORTH LOCATED AT APT 3C, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",,4711606.0,40.876444,Kingsbridge-Marble Hill,116,1064543.0,10.0,B,508,230,2013-12-09T00:00:00.000,MANHATTAN,19,109202,Original,32290
"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR ALL WALLS AND CEILINGS IN THE ENTIRE APARTMENT LOCATED AT APT 4A, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",,5652959.0,40.829146,Soundview-Bruckner-Bronx River,1214,2025108.0,17.0,B,508,12,2017-02-22T00:00:00.000,BRONX,19,215886,Reissued,77050
"§ 27-2029 ADM CODE PROVIDE AN ADEQUATE SUPPLY OF HEAT FOR THE APARTMENT IN THE ENTIRE APARTMENT LOCATED AT APT 32, 3rd STORY, 2nd APARTMENT FROM NORTH AT EAST",,4781192.0,40.829536,Concourse-Concourse Village,1076,2002229.0,16.0,C,666,54,2014-02-25T00:00:00.000,BRONX,19,210186,Original,32820
"§ 27-2005 ADM CODE REPLACE WITH NEW THE MISSING WASHBASIN IN THE BATHROOM LOCATED AT APT 3A, 2nd STORY, 3rd APARTMENT FROM SOUTH AT WEST",2014-10-20T00:00:00.000,4843684.0,40.867674,University Heights (North)-Fordham,2545,2015160.0,14.0,B,506,145,2014-07-10T00:00:00.000,BRONX,9,221519,Original,63820
"§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE ENTRANCE DOOR IN THE 3rd ROOM FROM EAST AT NORTH LOCATED AT APT 9, 3rd STORY, 2nd APARTMENT FROM SOUTH AT WEST",2014-04-11T00:00:00.000,4811551.0,40.862634,University Heights (North)-Fordham,2567,2016320.0,15.0,B,501,46,2014-05-21T00:00:00.000,BRONX,9,200072,Original,23920
"§ 27-2005 ADM CODE PAINT METAL IN ACCORDANCE WITH DEPT. REGULATION RADIATOR IN THE 1st ROOM FROM NORTH AT WEST LOCATED AT APT 3D, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",2014-09-15T00:00:00.000,4801694.0,40.844393,Washington Heights (South),277,1063422.0,10.0,A,554,204,2014-07-04T00:00:00.000,MANHATTAN,19,103373,Original,21190
"§ 27-2005 ADM CODE REPAIR THE ROOF SO THAT IT WILL NOT LEAK OVER CEILING THROUGHOUT IN THE ENTIRE APARTMENT LOCATED AT APT 6, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",2014-06-27T00:00:00.000,4856848.0,40.744328,Woodside,41-28,4431346.0,26.0,C,507,6,2014-06-25T00:00:00.000,QUEENS,19,400786,Original,11590
"§ 27-2005 ADM CODE REPLACE WITH NEW THE BROKEN OR DEFECTIVE ROTTED BASED CABINET IN THE KITCHEN LOCATED AT APT A6F, 6th STORY",2014-06-10T00:00:00.000,4851433.0,40.818858,Manhattanville-West Harlem,3333A,1085412.0,7.0,B,505,9005,2014-07-23T00:00:00.000,MANHATTAN,9,143316,Original,13610
"§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 2F, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",2024-08-27T00:00:00.000,9248569.0,40.774466,Upper East Side-Yorkville,1555,1048550.0,5.0,B,702,126,2024-09-04T00:00:00.000,MANHATTAN,9,136158,Reissued,10110
"§ 27-2018 ADMIN. CODE: ABATE THE NUISANCE CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT 2M, 2nd STORY, APARTMENT AT EAST",,4716855.0,40.909982,Riverdale-Spuyten Duyvil,6655,2085499.0,11.0,B,569,1086,2013-12-18T00:00:00.000,BRONX,9,201104,Original,14920
"§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE THERMOSTAT FOR HEAT SYSTEM LOCATED AT APT B, 2nd STORY, SECTION ''88 B'', 3rd FROM WEST AT NORTH",,4729768.0,40.675631,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,86,3323749.0,38.0,C,501,41,2013-12-05T00:00:00.000,BROOKLYN,19,810466,Original,27730
"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE 1st ROOM FROM EAST AT NORTH LOCATED AT APT 4B, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",,4806547.0,40.853353,Belmont,2350,2012868.0,15.0,B,583,26,2014-05-13T00:00:00.000,BRONX,19,208142,Original,12020
"§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR ....REPLACE IN THE ENTIRE APARTMENT LOCATED AT APT D33B, 33rd STORY, 1st APARTMENT FROM SOUTH AT WEST , SECTION AT NORTH",,4734914.0,40.819549,Manhattanville-West Harlem,3333D,1085768.0,7.0,B,702,9005,2014-01-21T00:00:00.000,MANHATTAN,19,139245,Original,13610
"§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 4D, 4th STORY, 1st APARTMENT FROM WEST AT NORTH , SECTION ''1427'', AT NORTH",,4722115.0,40.839763,Mount Eden-Claremont (West),1429,2008103.0,16.0,B,702,85,2013-12-31T00:00:00.000,BRONX,19,221000,Original,78750
§ 27-2040 ADM CODE PROVIDE ADEQUATE LIGHTING AT OR NEAR THE OUTSIDE OF THE FRONT ENTRANCEWAY OF THE BUILDING AND KEEP SAME BURNING FROM SUNSET EVERY DAY TO SUNRISE ON THE DAY FOLLOWING A MINIMUM OF 100 WATTS OF INCANDECSENT LIGHT REQUIRED. (LIGHT FIXTURE PRESENT),,4849244.0,40.69739,Bushwick (East),203,3075671.0,37.0,B,686,46,2014-07-21T00:00:00.000,BROOKLYN,19,370268,Original,60230
§ 27-2011 ADM CODE CLEANSE TO THE SATISFACTION OF THIS DEPARTMENT THE FLOORS (ALL STORIES) AT COMPACTOR CLOSET,2014-04-25T00:00:00.000,4802635.0,40.852685,University Heights (South)-Morris Heights,226,2008964.0,14.0,A,553,516,2014-07-05T00:00:00.000,BRONX,9,204975,Original,76850
§ 27-2142 ADM CODE APTS HAVE BEEN VACATED BY THIS DEPARTMENT AND CANNOT BE REOCCUPIED UNTIL SO ORDERED AFTER PROOF OF COMPLIANCE FOR APTS FIRE DAMAGED 6TH STORY WEST 1 APT #67,,,40.800036,Harlem (South),48,1054984.0,9.0,I,765,24,,MANHATTAN,19,108543,,31190
"§ 27-2005 ADM CODE PAINT METAL IN ACCORDANCE WITH DEPT. REGULATION THE RADIATOR IN THE 3rd ROOM FROM EAST LOCATED AT APT 5, 2nd STORY, 2nd APARTMENT FROM SOUTH AT WEST",,4859255.0,40.862634,University Heights (North)-Fordham,2567,2016320.0,15.0,A,554,46,2014-10-04T00:00:00.000,BRONX,19,200072,Original,23920
"§ 27-2005 ADM CODE REFIT DOOR IN THE 3rd ROOM FROM NORTH LOCATED AT APT 5RW, 5th STORY, 1st APARTMENT FROM SOUTH AT WEST",,4850971.0,40.807474,Mott Haven-Port Morris,513,2000055.0,8.0,A,529,2,2014-09-21T00:00:00.000,BRONX,22,208329,Original,25800
"§ 27-2018 ADMIN. CODE: ABATE THE NUISANCE CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 3R, 3rd STORY, APARTMENT AT SOUTH",2016-07-21T00:00:00.000,5453347.0,40.885264,Williamsbridge-Olinville,740,2121261.0,12.0,B,568,71,2016-08-04T00:00:00.000,BRONX,19,223847,Original,28290
"§ 26-1103 ADMIN. CODE: POST AND MAINTAIN A PROPER NOTICE ON WALL OF THE ENTRANCE STORY IN ENGLISH AND SPANISH ON THE AVAILABILITY OF THE AGENCYS HOUSING INFORMATION GUIDE. A SAMPLE NOTICE CAN BE FOUND AT WWW.NYC.GOV/HPD. AT PUBLIC HALL, 1st STORY",,5065707.0,40.663067,East New York-New Lots,575,3085038.0,42.0,A,500,51,2015-06-23T00:00:00.000,BROOKLYN,19,335352,Original,76430
"§ 27-2028, 2032 ADM CODE PROVIDE AN ADEQUATE SUPPLY OF HEAT FROM AN APPROVED CENTRAL HEATING SYSTEM, OR AN APPROVED SYSTEM OF GAS OR ELECTRICAL HEATING IN GOOD OPERATING CONDITION FOR THE DWELLING UNIT IN THE ENTIRE APARTMENT LOCATED AT APT 9, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH",,7134577.0,40.676693,Crown Heights (North),950,3030572.0,35.0,C,664,12,2021-04-11T00:00:00.000,BROOKLYN,9,308013,Original,19230
"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR , IN THE PRIVATE HALLWAY LOCATED AT APT 4D, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH",,4751378.0,40.874344,Bedford Park,3065,2017311.0,14.0,B,502,40,2014-02-20T00:00:00.000,BRONX,19,200898,Original,36420
