brooklyn_cooperatives_comparable_properties_boro_block_lot,brooklyn_cooperatives_comparable_properties_address,latitude,longitude,bin,comparable_rental_1_building_classification,comparable_rental_2_est_gross_income,comparable_rental_1_neighborhood,comparable_rental_1_boro_block_lot,brooklyn_cooperatives_comparable_properties_market_value_per_sqft,brooklyn_cooperatives_comparable_properties_year_built,census_tract,comparable_rental_2_boro_block_lot,comparable_rental_1_full_market_value,comparable_rental_1_est_gross_income,comparable_rental_1_address
3-07178-0022,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""2400 3 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",,,,D1-ELEVATOR,1514196.0,OCEAN PARKWAY-SOUTH,3-07179-0058,53.0,1957,,3-07234-0100,5680000,1679311,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""2375 3 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-01158-0056,"{'latitude': '40.676998004513', 'longitude': '-73.970112045709', 'human_address': '{""address"": ""233 PARK PLACE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.677022,-73.970264,3322580.0,C1-WALK-UP,286251.0,SUNSET PARK,3-00817-0001,41.3,1931,163.0,3-00817-0003,454000,214127,"{'latitude': '40.641969011327', 'longitude': '-74.009946773009', 'human_address': '{""address"": ""5319 6 AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-05320-0001,"{'latitude': '40.649197014335', 'longitude': '-73.974896862038', 'human_address': '{""address"": ""71 OCEAN PARKWAY"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.649369,-73.974922,3124031.0,D1-ELEVATOR,1064706.0,KENSINGTON,3-05307-0045,14.15,1936,504.0,3-05328-0037,2280000,1074839,"{'latitude': '40.645724928724', 'longitude': '-73.981091594871', 'human_address': '{""address"": ""70 DAHILL ROAD"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-05657-0035,"{'latitude': '40.631250376023', 'longitude': '-73.988912455102', 'human_address': '{""address"": ""5100 15 AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.631168,-73.988976,3138425.0,C7-WALK-UP,157756.0,BOROUGH PARK,3-05670-0047,33.7,1931,236.0,3-05024-0063,1520000,406134,"{'latitude': '40.631225672155', 'longitude': '-73.993284116546', 'human_address': '{""address"": ""1379 54 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-07654-0014,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""3626 KINGS HIGHWAY"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.621294,-73.939692,3209903.0,D1-ELEVATOR,1719535.0,BEDFORD STUYVESANT,3-01799-0013,49.7,1939,738.0,3-06069-0013,2590000,1219852,"{'latitude': '40.688806306965', 'longitude': '-73.947421679156', 'human_address': '{""address"": ""572 GREENE AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-01083-0045,"{'latitude': '40.700601192899', 'longitude': '-73.986689185254', 'human_address': '{""address"": ""92 PROSPECT PARK"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.661354,-73.96968,3000000.0,C1-WALK-UP,269969.0,CARROLL GARDENS,3-00436-0020,71.0,1920,177.0,3-00925-0019,1020000,271654,"{'latitude': '40.681287174568', 'longitude': '-73.993086803139', 'human_address': '{""address"": ""356 UNION STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-01067-0039,"{'latitude': '40.672794360848', 'longitude': '-73.973457669693', 'human_address': '{""address"": ""100 8 AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.672722,-73.973489,3024762.0,D9-ELEVATOR,846687.0,BOERUM HILL,3-00193-0050,107.0,1920,157.0,3-01979-0024,5910000,1268438,"{'latitude': '40.687850477469', 'longitude': '-73.991536342618', 'human_address': '{""address"": ""129 BOERUM PLACE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-00236-0112,"{'latitude': '40.697531523759', 'longitude': '-73.99344249363', 'human_address': '{""address"": ""70 CLARK STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.697598,-73.993552,3001864.0,C1-WALK-UP,505707.0,COBBLE HILL,3-00297-0019,66.0,1960,501.0,3-01178-0087,2520000,675288,"{'latitude': '40.688767939764', 'longitude': '-73.994587461443', 'human_address': '{""address"": ""182 AMITY STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-01106-0016,"{'latitude': '40.700718609954', 'longitude': '-73.989944198243', 'human_address': '{""address"": ""10 PROSPECT PARK"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.661354,-73.96968,3000000.0,C1-WALK-UP,267836.0,PARK SLOPE,3-01066-0014,76.0,1920,177.0,3-01093-0001,1380000,332761,"{'latitude': '40.673251152174', 'longitude': '-73.97243430795', 'human_address': '{""address"": ""888 UNION STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-02102-0062,"{'latitude': '40.687538078517', 'longitude': '-73.971866835982', 'human_address': '{""address"": ""147 LAFAYETTE AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.687513,-73.971943,3259389.0,C1-WALK-UP,519061.0,BOERUM HILL,3-00187-0016,87.0,1931,181.0,3-01028-0066,1320000,351688,"{'latitude': '40.688205083021', 'longitude': '-73.99023141758', 'human_address': '{""address"": ""260 PACIFIC STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-01071-0002,"{'latitude': '40.67233661195', 'longitude': '-73.974803435411', 'human_address': '{""address"": ""19 FISKE PLACE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.671984,-73.97513,3024922.0,C1-WALK-UP,378793.0,PROSPECT HEIGHTS,3-01158-0016,92.0,1920,157.0,3-01160-0032,1620000,391887,"{'latitude': '40.67812026645', 'longitude': '-73.971219503991', 'human_address': '{""address"": ""170 PROSPECT PLACE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-02432-0027,"{'latitude': '40.67642700955', 'longitude': '-73.992434140049', 'human_address': '{""address"": ""195 4 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",,,,C1-WALK-UP,318444.0,WILLIAMSBURG-SOUTH,3-02450-0029,41.4,1920,,3-02438-0036,1020000,328308,"{'latitude': '40.670969325405', 'longitude': '-73.982953065574', 'human_address': '{""address"": ""373 5 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-02131-0035,"{'latitude': '40.672519013029', 'longitude': '-73.991394108523', 'human_address': '{""address"": ""97 8 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",,,,C7-WALK-UP,273461.0,WILLIAMSBURG-SOUTH,3-02432-0040,43.6,1910,,3-02405-0012,1080000,289927,"{'latitude': '40.676562749145', 'longitude': '-73.992735783595', 'human_address': '{""address"": ""171 4 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-02015-0070,"{'latitude': '40.681158556704', 'longitude': '-73.959932604924', 'human_address': '{""address"": ""89 LEFFERTS PLACE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.68113,-73.959936,3057680.0,C1-WALK-UP,548414.0,PARK SLOPE,3-01089-0001,42.3,1930,227.0,3-00236-0007,3000000,723379,"{'latitude': '40.666828716133', 'longitude': '-73.978288040349', 'human_address': '{""address"": ""719 8 AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-01173-0040,"{'latitude': '40.674728060228', 'longitude': '-73.964066308496', 'human_address': '{""address"": ""430 STERLING PLACE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.674797,-73.964238,3.0293950E+6,C1-WALK-UP,306469.0,SUNSET PARK,3-00817-0001,86.0,1910,207.0,3-01970-0001,454000,214127,"{'latitude': '40.641969011327', 'longitude': '-74.009946773009', 'human_address': '{""address"": ""5319 6 AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-03304-0002,"{'latitude': '40.692917210658', 'longitude': '-73.923342359553', 'human_address': '{""address"": ""12 BLEECKER STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.692972,-73.92332,3075584.0,C1-WALK-UP,,BROWNSVILLE,3-03612-0011,26.7,1931,395.0,,527000,203457,"{'latitude': '40.657863656559', 'longitude': '-73.910606048624', 'human_address': '{""address"": ""919 HOPKINSON AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-06316-0006,"{'latitude': '40.608196119294', 'longitude': '-73.998058592292', 'human_address': '{""address"": ""8201 19 AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.608167,-73.998124,3164666.0,D1-ELEVATOR,675361.0,BENSONHURST,3-06287-0036,51.0,1927,284.0,3-06331-0001,1870000,665800,"{'latitude': '40.606666078607', 'longitude': '-73.992574826749', 'human_address': '{""address"": ""8002 21 AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-05928-0001,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""7423 RIDGE BOULEVARD"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.632578,-74.030267,3148217.0,D1-ELEVATOR,806953.0,BAY RIDGE,3-06083-0041,56.0,1957,66.0,3-05881-0038,4320000,1155987,"{'latitude': '40.620909904482', 'longitude': '-74.038039109393', 'human_address': '{""address"": ""9108 COLONIAL ROAD"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-01152-0060,"{'latitude': '40.677165039051', 'longitude': '-73.966355352377', 'human_address': '{""address"": ""307 PROSPECT PLACE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.677205,-73.966634,3028513.0,C1-WALK-UP,162517.0,COBBLE HILL,3-00306-0024,72.0,1931,205.0,3-01131-0003,492000,131560,"{'latitude': '40.687161384473', 'longitude': '-73.995882721043', 'human_address': '{""address"": ""286 CLINTON STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-05064-0029,"{'latitude': '40.654875040802', 'longitude': '-73.95867318209', 'human_address': '{""address"": ""32 CLARKSON AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.654906,-73.958489,3116200.0,C7-WALK-UP,157756.0,BOROUGH PARK,3-05670-0047,17.67,1938,79602.0,3-05024-0063,1520000,406134,"{'latitude': '40.631225672155', 'longitude': '-73.993284116546', 'human_address': '{""address"": ""1379 54 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-00208-0501,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""10 MONTAGUE TERRACE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.695177,-73.997616,3001516.0,D9-ELEVATOR,328416.0,FLATBUSH-CENTRAL,3-05079-0019,95.0,1900,301.0,3-02409-0009,2610000,631162,"{'latitude': '40.650448198699', 'longitude': '-73.962579935387', 'human_address': '{""address"": ""142 ST PAUL\'S PLACE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-06818-0065,"{'latitude': '40.601076827505', 'longitude': '-73.984083166034', 'human_address': '{""address"": ""1877 12 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",,,,D1-ELEVATOR,4596080.0,OCEAN PARKWAY-SOUTH,3-06683-0052,33.5,1955,,3-08470-1018,723000,340920,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""1965 7 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-01235-0071,"{'latitude': '40.673233537511', 'longitude': '-73.946459719515', 'human_address': '{""address"": ""941 PARK PLACE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.673223,-73.946318,3031307.0,C1-WALK-UP,102882.0,CROWN HEIGHTS,3-01212-0061,19.53,1905,341.0,3-01206-0039,455000,191361,"{'latitude': '40.676187499516', 'longitude': '-73.951168588431', 'human_address': '{""address"": ""1059 BERGEN STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-00235-0044,"{'latitude': '40.697672128422', 'longitude': '-73.994744379748', 'human_address': '{""address"": ""130 HICKS STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.697532,-73.994785,3001799.0,C1-WALK-UP,611841.0,BOERUM HILL,3-00384-0072,94.0,1958,301.0,3-02096-0014,2560000,616925,"{'latitude': '40.6869249104', 'longitude': '-73.992995514723', 'human_address': '{""address"": ""15 WYCKOFF STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-00236-0018,"{'latitude': '40.695970750246', 'longitude': '-73.995472459332', 'human_address': '{""address"": ""187 HICKS STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.696019,-73.995478,3001826.0,D5-ELEVATOR,930354.0,CROWN HEIGHTS,3-01177-0007,68.0,1936,501.0,3-06114-0006,2040000,963988,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""781 WASHINGTON AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-07433-0034,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""1237 AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",,,,D1-ELEVATOR,4596080.0,OCEAN PARKWAY-SOUTH,3-06683-0052,50.0,1958,,3-08470-1018,723000,340920,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""1965 7 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-00922-0017,"{'latitude': '40.647065259943', 'longitude': '-74.000028285232', 'human_address': '{""address"": ""728 41 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",,,,C1-WALK-UP,353863.0,CROWN HEIGHTS,3-01168-0034,63.0,1928,,3-02098-0011,485000,187115,"{'latitude': '40.674405060127', 'longitude': '-73.957979096522', 'human_address': '{""address"": ""600 PARK PLACE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-06495-0001,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""855 7 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",,,,D1-ELEVATOR,4596080.0,OCEAN PARKWAY-SOUTH,3-06683-0052,50.0,1963,,3-08470-1018,723000,340920,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""1965 7 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-06747-0052,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""1801 AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",,,,D1-ELEVATOR,4596080.0,OCEAN PARKWAY-SOUTH,3-06683-0052,48.4,1936,,3-08470-1018,723000,340920,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""1965 7 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-05791-0013,"{'latitude': '40.639982523445', 'longitude': '-74.018630383021', 'human_address': '{""address"": ""414 61 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",,,,C1-WALK-UP,223326.0,SUNSET PARK,3-00922-0002,32.9,1912,,3-00681-0052,695000,205573,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""4121 7 AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-01164-0042,"{'latitude': '40.6769761128', 'longitude': '-73.970279360966', 'human_address': '{""address"": ""230 PARK PLACE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.677027,-73.97038,3029055.0,D1-ELEVATOR,1083567.0,PROSPECT HEIGHTS,3-01164-0064,42.5,1937,163.0,3-01185-0021,4870000,1439718,"{'latitude': '40.676161347247', 'longitude': '-73.970667605291', 'human_address': '{""address"": ""215 STERLING PLACE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-02424-0018,"{'latitude': '40.673244052996', 'longitude': '-73.982530557184', 'human_address': '{""address"": ""374 2 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",,,,C7-WALK-UP,221155.0,WILLIAMSBURG-SOUTH,3-02412-0007,63.0,1924,,3-02419-0007,1080000,319882,"{'latitude': '40.71072006842', 'longitude': '-73.953280990576', 'human_address': '{""address"": ""180 BORINQUEN PLACE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-08821-0001,"{'latitude': '40.599360531321', 'longitude': '-73.933873540303', 'human_address': '{""address"": ""2209 KNAPP STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.599101,-73.933842,3321838.0,D1-ELEVATOR,1620077.0,OCEAN PARKWAY-SOUTH,3-07179-0058,53.0,1951,570.0,3-07011-0011,5680000,1679311,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""2375 3 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-01059-0050,"{'latitude': '40.674980617649', 'longitude': '-73.972571831618', 'human_address': '{""address"": ""235 LINCOLN PLACE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.675041,-73.9728,3024463.0,D1-ELEVATOR,1060307.0,PROSPECT HEIGHTS,3-01179-0097,66.0,1937,159.0,3-00247-0028,3490000,933968,"{'latitude': '40.672155871843', 'longitude': '-73.963919647188', 'human_address': '{""address"": ""159 EASTERN PARKWAY"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-02787-0019,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""654 GRAND STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.711413,-73.94624,3331617.0,C1-WALK-UP,611374.0,GREENPOINT,3-02494-0026,46.9,1920,503.0,3-02420-0022,2470000,595838,"{'latitude': '40.735148270348', 'longitude': '-73.95848918718', 'human_address': '{""address"": ""233 FRANKLIN STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-07273-0025,"{'latitude': '40.577256458165', 'longitude': '-73.972667385953', 'human_address': '{""address"": ""2928 5 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",,,,D1-ELEVATOR,5576956.0,BATH BEACH,3-06469-0001,63.0,1964,,3-06489-0001,15800000,5069960,"{'latitude': '40.581338573306', 'longitude': '-73.985731991852', 'human_address': '{""address"": ""2064 CROPSEY AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-06802-0036,"{'latitude': '40.607230774156', 'longitude': '-73.952991230645', 'human_address': '{""address"": ""2234 OCEAN AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.607326,-73.952922,3183172.0,D1-ELEVATOR,4596080.0,OCEAN PARKWAY-SOUTH,3-06683-0052,32.1,1927,550.0,3-08470-1018,723000,340920,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""1965 7 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-07579-0029,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""3310 AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",,,,D3-ELEVATOR,585015.0,CROWN HEIGHTS,3-01189-0060,29.4,1950,,3-04891-0001,8010000,3780596,"{'latitude': '40.6673142939', 'longitude': '-73.959912781658', 'human_address': '{""address"": ""49 CROWN STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-01368-0059,"{'latitude': '40.672123926329', 'longitude': '-73.925929605524', 'human_address': '{""address"": ""1551 PARK PLACE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.672116,-73.926106,3036319.0,C1-WALK-UP,196230.0,CROWN HEIGHTS,3-01226-0055,20.66,1910,347.0,3-01240-0017,1070000,449985,"{'latitude': '40.674386621374', 'longitude': '-73.951004671765', 'human_address': '{""address"": ""767 PROSPECT PLACE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-05357-0030,"{'latitude': '40.642039868039', 'longitude': '-73.974168121845', 'human_address': '{""address"": ""300 OCEAN PARKWAY"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.642087,-73.973876,3125450.0,C1-WALK-UP,138510.0,OCEAN PARKWAY-NORTH,3-05360-0082,15.49,1941,494.0,3-05362-0002,256000,107491,"{'latitude': '40.669738544001', 'longitude': '-73.985635498291', 'human_address': '{""address"": ""285 8 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-07422-1042,"{'latitude': '40.575885844477', 'longitude': '-73.995416900387', 'human_address': '{""address"": ""2427 29 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",,,,D1-ELEVATOR,4596080.0,OCEAN PARKWAY-SOUTH,3-06683-0052,50.0,1955,,3-08470-1018,723000,340920,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""1965 7 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-06606-0026,"{'latitude': '40.609040092905', 'longitude': '-73.975024724451', 'human_address': '{""address"": ""1543 1 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",,,,D1-ELEVATOR,4596080.0,OCEAN PARKWAY-SOUTH,3-06683-0052,32.7,1932,,3-08470-1018,723000,340920,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""1965 7 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-07457-0055,"{'latitude': '40.586089758643', 'longitude': '-73.956777957406', 'human_address': '{""address"": ""2665 HOMECREST AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.586195,-73.956829,3204893.0,D1-ELEVATOR,4596080.0,OCEAN PARKWAY-SOUTH,3-06683-0052,68.0,1962,606.0,3-08470-1018,723000,340920,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""1965 7 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-07181-0001,"{'latitude': '40.592985629126', 'longitude': '-73.965012865554', 'human_address': '{""address"": ""2310 OCEAN PARKWAY"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.593013,-73.964713,3194790.0,D1-ELEVATOR,980698.0,OCEAN PARKWAY-SOUTH,3-07158-0033,56.0,1954,390.0,3-07197-0001,2880000,925193,"{'latitude': '40.594801722844', 'longitude': '-73.964576962002', 'human_address': '{""address"": ""2245 OCEAN PARKWAY"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-05692-0040,"{'latitude': '40.6283118454', 'longitude': '-73.991976564535', 'human_address': '{""address"": ""5624 15 AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.62827,-73.991991,3140139.0,C7-WALK-UP,157756.0,BOROUGH PARK,3-05670-0047,28.3,1939,240.0,3-05024-0063,1520000,406134,"{'latitude': '40.631225672155', 'longitude': '-73.993284116546', 'human_address': '{""address"": ""1379 54 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-02464-0002,"{'latitude': '40.670702196462', 'longitude': '-73.982539684313', 'human_address': '{""address"": ""392 5 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",,,,C7-WALK-UP,458866.0,WILLIAMSBURG-SOUTH,3-02452-0001,54.0,1920,,3-02434-0006,1140000,367341,"{'latitude': '40.670550390487', 'longitude': '-73.980454554371', 'human_address': '{""address"": ""402 4 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-06100-0001,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""9281 SHORE ROAD"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.618873,-74.039788,3154981.0,D5-ELEVATOR,1486711.0,GOWANUS,3-00416-0017,103.0,1940,5202.0,3-01170-0005,6830000,1648576,"{'latitude': '40.68187810334', 'longitude': '-73.990340265198', 'human_address': '{""address"": ""419 DE GRAW STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-08689-0055,"{'latitude': '40.576324169368', 'longitude': '-73.96126119591', 'human_address': '{""address"": ""3130 BRIGHTON 6 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.576445,-73.961256,3245101.0,D1-ELEVATOR,1719535.0,BAY RIDGE,3-06026-0001,67.0,1930,36002.0,3-06069-0013,4210000,1244260,"{'latitude': '40.623897963169', 'longitude': '-74.027877752129', 'human_address': '{""address"": ""8415 4 AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-06036-0030,"{'latitude': '40.620944486382', 'longitude': '-74.023750242219', 'human_address': '{""address"": ""8502 FT HAMILTON PARKWAY"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.620873,-74.023828,3153211.0,D1-ELEVATOR,908920.0,BAY RIDGE,3-06100-0028,67.0,1934,142.0,3-06107-0029,4200000,1122082,"{'latitude': '40.619929621006', 'longitude': '-74.037699984653', 'human_address': '{""address"": ""28 MARINE AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-08669-0077,"{'latitude': '40.577585254028', 'longitude': '-73.967914056978', 'human_address': '{""address"": ""3017 OCEAN PARKWAY"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.576869,-73.96839,3244592.0,C7-WALK-UP,409089.0,BRIGHTON BEACH,3-07263-0124,49.5,1924,362.0,3-08716-0080,1280000,410718,"{'latitude': '40.582316305185', 'longitude': '-73.961178060355', 'human_address': '{""address"": ""2822 BRIGHTON 8 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
